timeframe,direction,target_pips,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,oos_samples,oos_hit_rate,oos_lift,all_samples,all_hit_rate,all_lift
d1,bull,300,price20+di+volatility,407,0.06388206,1.67887806,91,0.03296703,0.97931480,65,0.06153846,2.88351648,563,0.05861456,1.64535752
d1,bull,300,di+volatility+bb,408,0.06372549,1.67476316,85,0.03529412,1.04844291,61,0.03278689,1.53629977,554,0.05595668,1.57074854
d1,bull,300,price200+di+volatility+bb,315,0.06349206,1.66862850,58,0.01724138,0.51217039,53,0.03773585,1.76819407,426,0.05399061,1.51555943
d1,bull,300,macd+volatility,491,0.06313646,1.65928282,92,0.04347826,1.29156010,73,0.04109589,1.92563601,656,0.05792683,1.62605223
d1,bull,300,trend+macd+adx+di,302,0.06291391,1.65343404,63,0.04761905,1.41456583,0,,,412,0.05339806,1.49892602
d1,bull,300,price20+price200+volatility+bb,334,0.06287425,1.65239185,59,0.03389831,1.00697906,53,0.03773585,1.76819407,446,0.05605381,1.57347514
d1,bull,300,momentum+macd+volatility+bb,336,0.06250000,1.64255618,70,0.05714286,1.69747899,51,0.03921569,1.83753501,457,0.05908096,1.65844968
d1,bull,300,price20+price200+di+volatility,320,0.06250000,1.64255618,63,0.01587302,0.47152194,57,0.07017544,3.28822055,440,0.05681818,1.59493162
d1,bull,300,momentum+macd+volatility+body,129,0.06201550,1.62982319,0,,,0,,,170,0.05882353,1.65122332
d1,bull,300,price200+macd+volatility+body,113,0.06194690,1.62802028,0,,,0,,,158,0.05696203,1.59896942
d1,bull,300,price20+volatility+bb,436,0.06192661,1.62748686,92,0.04347826,1.29156010,61,0.03278689,1.53629977,589,0.05602716,1.57272714
d1,bear,100,adx+volatility+body,178,0.41573034,1.49063042,0,,,0,,,234,0.39743590,1.43115840
d1,bear,100,macd+adx+volatility+body,92,0.41304348,1.48099650,0,,,0,,,124,0.38709677,1.39392743
d1,bear,100,price20+macd+di+volatility,388,0.39432990,1.41389763,72,0.43055556,1.59022709,57,0.35087719,1.24895572,517,0.39458414,1.42088928
d1,bear,100,price20+macd+volatility+bb,401,0.39152120,1.40382684,80,0.41250000,1.52354015,62,0.35483871,1.26305684,543,0.39042357,1.40590716
d1,bear,100,macd+di+volatility+bb,401,0.39152120,1.40382684,74,0.41891892,1.54724798,61,0.37704918,1.34211553,536,0.39365672,1.41754964
d1,bear,100,volatility+body,358,0.39106145,1.40217840,64,0.34375000,1.26961679,68,0.32352941,1.15161064,490,0.37551020,1.35220443
d1,bear,100,macd+di+volatility,415,0.39036145,1.39966847,76,0.40789474,1.50653093,62,0.37096774,1.32046851,553,0.39059675,1.40653075
d1,bear,100,price20+macd+volatility,403,0.38957816,1.39685996,80,0.41250000,1.52354015,62,0.35483871,1.26305684,545,0.38899083,1.40074787
d1,bear,100,momentum+macd+di+volatility,316,0.38924051,1.39564927,62,0.43548387,1.60842948,56,0.32142857,1.14413265,434,0.38709677,1.39392743
d1,bear,100,price20+momentum+macd+volatility,309,0.38834951,1.39245455,68,0.42647059,1.57513954,56,0.30357143,1.08056973,433,0.38337182,1.38051396
d1,bear,100,price20+di+volatility+bb,428,0.38551402,1.38228768,83,0.42168675,1.55747076,63,0.31746032,1.13000756,574,0.38327526,1.38016624
d1,bear,100,momentum+adx+volatility+body,91,0.38461538,1.37906557,0,,,0,,,120,0.37500000,1.35036720
d1,bear,100,di+volatility+bb,446,0.38340807,1.37473666,85,0.41176471,1.52082439,68,0.33823529,1.20395658,599,0.38230384,1.37666817
d1,bear,100,momentum+di+volatility+bb,351,0.38176638,1.36885026,73,0.42465753,1.56844316,62,0.29032258,1.03341014,486,0.37654321,1.35592426
d1,bear,100,price20+di+volatility,446,0.38116592,1.36669726,86,0.41860465,1.54608725,66,0.31818182,1.13257576,598,0.37959866,1.36692688
d1,bear,100,macd+volatility+bb,428,0.38084112,1.36553268,87,0.40229885,1.48586291,66,0.37878788,1.34830447,581,0.38382100,1.38213143
d1,bear,100,price20+volatility+bb,447,0.38031320,1.36363978,93,0.39784946,1.46942940,68,0.32352941,1.15161064,608,0.37664474,1.35628986
d1,bear,100,momentum+macd+volatility+bb,329,0.37993921,1.36229881,75,0.41333333,1.52661800,60,0.33333333,1.18650794,464,0.37931034,1.36588866
d1,bear,100,momentum+di+volatility,403,0.37965261,1.36127117,87,0.37931034,1.40095646,67,0.28358209,1.00941720,557,0.36804309,1.32531550
d1,bear,100,price200+momentum+volatility,248,0.37903226,1.35904687,82,0.39024390,1.44133879,0,,,355,0.36901408,1.32881204
d1,bear,100,di+volatility,510,0.37843137,1.35689235,103,0.37864078,1.39848345,73,0.32876712,1.17025440,686,0.37317784,1.34380565
d1,bear,100,price200+momentum+di+volatility,222,0.37837838,1.35670234,72,0.40277778,1.48763179,0,,,318,0.37106918,1.33621240
d1,bear,100,macd+adx+di+volatility,217,0.37788018,1.35491603,0,,,0,,,282,0.36879433,1.32802069
d1,bear,100,price20+momentum+di+volatility,352,0.37784091,1.35477521,74,0.43243243,1.59715920,60,0.26666667,0.94920635,486,0.37242798,1.34110542
d1,bear,100,price20+momentum+volatility+bb,353,0.37677054,1.35093732,81,0.40740741,1.50473101,62,0.27419355,0.97599846,496,0.36895161,1.32858708
d1,bear,100,price200+momentum+macd+volatility,154,0.37662338,1.35040966,56,0.44642857,1.64885297,0,,,230,0.38260870,1.37776595
d1,bear,100,price20+macd+adx+volatility,216,0.37500000,1.34458893,0,,,0,,,283,0.36749117,1.32332804
d1,bear,100,price20+volatility,468,0.37393162,1.34075819,97,0.39175258,1.44691098,71,0.32394366,1.15308518,636,0.37106918,1.33621240
d1,bear,100,momentum+adx+di+volatility,201,0.37313433,1.33789943,0,,,0,,,267,0.35580524,1.28124728
d1,bear,100,price200+di+volatility,306,0.37254902,1.33580076,86,0.40697674,1.50314038,0,,,421,0.37529691,1.35143637
d1,bear,100,volatility+bb,478,0.37238494,1.33521243,100,0.39000000,1.44043796,73,0.34246575,1.21901500,651,0.37173579,1.33861285
d1,bear,100,price200+momentum+volatility+body,94,0.37234043,1.33505283,0,,,0,,,123,0.38211382,1.37598392
d1,bear,100,price20+price200+macd+volatility,231,0.37229437,1.33488771,64,0.42187500,1.55816606,0,,,320,0.38125000,1.37287332
d1,bear,100,macd+volatility,481,0.37214137,1.33433911,100,0.37000000,1.36656934,79,0.35443038,1.26160338,660,0.36969697,1.33127110
d1,bear,100,momentum+macd+volatility,344,0.37209302,1.33416576,80,0.40000000,1.47737226,64,0.32812500,1.16796875,488,0.37090164,1.33560909
d1,bear,100,price200+macd+di+volatility,234,0.37179487,1.33309671,61,0.44262295,1.63479718,0,,,320,0.38437500,1.38412638
d1,bear,100,adx+di+volatility+body,105,0.37142857,1.33178332,0,,,0,,,133,0.36842105,1.32667654
d1,bear,100,adx+di+volatility,278,0.37050360,1.32846676,0,,,0,,,359,0.35933148,1.29394517
d1,bear,100,price200+macd+volatility+bb,235,0.37021277,1.32742396,66,0.42424242,1.56690998,0,,,326,0.38036810,1.36969761
d1,bear,100,momentum+macd+adx+volatility,154,0.37012987,1.32712673,0,,,0,,,219,0.35616438,1.28254053
d1,bear,100,momentum+volatility+bb,379,0.36939314,1.32448513,88,0.39772727,1.46897810,67,0.29850746,1.06254442,534,0.36516854,1.31496431
d1,bear,100,price20+momentum+volatility,374,0.36898396,1.32301798,85,0.40000000,1.47737226,65,0.27692308,0.98571429,524,0.36259542,1.30569856
d1,bear,100,macd+adx+volatility+bb,225,0.36888889,1.32267711,0,,,0,,,299,0.36454849,1.31273154
d1,bear,100,adx+di+volatility+bb,244,0.36885246,1.32254648,0,,,0,,,319,0.36050157,1.29815864
d1,bear,100,price200+macd+volatility,239,0.36820084,1.32021005,70,0.41428571,1.53013556,0,,,334,0.37724551,1.35845323
d1,bear,100,adx+volatility+bb+body,87,0.36781609,1.31883052,0,,,0,,,114,0.37719298,1.35826408
d1,bear,100,macd+volatility+body,180,0.36666667,1.31470917,0,,,0,,,252,0.35317460,1.27177440
d1,bear,100,macd+adx+volatility,252,0.36507937,1.30901779,0,,,0,,,335,0.35522388,1.27915380
d1,bear,100,price20+adx+volatility+bb,244,0.36475410,1.30785152,0,,,0,,,322,0.35714286,1.28606400
d1,bear,100,adx+volatility,405,0.36296296,1.30142928,65,0.27692308,1.02279618,64,0.31250000,1.11235119,534,0.34644195,1.24753024
d1,bear,150,macd+di+volatility+body,152,0.28947368,2.14793494,0,,,0,,,203,0.26108374,1.97457166
d1,bear,150,momentum+macd+volatility+body,132,0.28787879,2.13610059,0,,,0,,,180,0.24444444,1.84872893
d1,bear,150,price200+macd+volatility+body,81,0.28395062,2.10695302,0,,,0,,,109,0.28440367,2.15093984
d1,bear,150,macd+adx+volatility+body,92,0.28260870,2.09699577,0,,,0,,,124,0.23387097,1.76876192
d1,bear,150,price20+macd+volatility+body,140,0.27857143,2.06703869,0,,,0,,,186,0.25806452,1.95173729
d1,bear,150,momentum+di+volatility+body,159,0.27672956,2.05337177,0,,,0,,,213,0.23943662,1.81085485
d1,bear,150,adx+di+volatility+body,105,0.27619048,2.04937169,0,,,0,,,133,0.24060150,1.81966484
d1,bear,150,momentum+adx+volatility+body,91,0.27472527,2.03849969,0,,,0,,,120,0.22500000,1.70167095
d1,bear,150,trend+di+volatility+body,77,0.27272727,2.02367424,0,,,0,,,103,0.25242718,1.90910225
d1,bear,150,momentum+volatility+bb+body,136,0.27205882,2.01871426,0,,,0,,,184,0.23369565,1.76743601
d1,bear,150,macd+volatility+bb+body,151,0.27152318,2.01473970,0,,,0,,,202,0.24752475,1.87202525
d1,bear,150,di+volatility+bb+body,156,0.26923077,1.99772970,0,,,0,,,210,0.24761905,1.87273840
d1,bear,150,price20+momentum+volatility+body,134,0.26865672,1.99347015,0,,,0,,,180,0.23888889,1.80671237
d1,bear,150,price20+volatility+bb+body,153,0.26797386,1.98840323,0,,,0,,,205,0.24878049,1.88152235
d1,bear,150,macd+volatility+body,180,0.26666667,1.97870370,0,,,0,,,252,0.23412698,1.77069817
d1,bear,150,price20+di+volatility+body,154,0.26623377,1.97549152,0,,,0,,,207,0.25120773,1.89987954
d1,bear,150,price200+di+volatility+body,109,0.26605505,1.97416539,0,,,0,,,147,0.26530612,2.00650543
d1,bear,150,di+volatility+body,192,0.26562500,1.97097439,0,,,0,,,258,0.24031008,1.81746079
d1,bear,150,price20+adx+volatility+body,87,0.26436782,1.96164591,0,,,0,,,112,0.23214286,1.75569225
d1,bear,150,adx+volatility+bb+body,87,0.26436782,1.96164591,0,,,0,,,114,0.22807018,1.72489063
d1,bear,150,trend+momentum+macd+volatility,95,0.26315789,1.95266813,0,,,0,,,148,0.22972973,1.73744181
d1,bear,150,price20+volatility+body,162,0.25925926,1.92373971,0,,,0,,,217,0.24423963,1.84717994
d1,bear,150,volatility+bb+body,166,0.25903614,1.92208417,0,,,0,,,223,0.23766816,1.79748003
d1,bear,150,price200+volatility+bb+body,89,0.25842697,1.91756398,0,,,0,,,119,0.26890756,2.03374306
d1,bear,150,price200+macd+adx+volatility,121,0.25619835,1.90102732,0,,,0,,,168,0.22619048,1.71067450
d1,bear,150,price200+momentum+volatility+body,94,0.25531915,1.89450355,0,,,0,,,123,0.24390244,1.84462976
d1,bear,150,price200+momentum+macd+volatility,154,0.25324675,1.87912608,56,0.25000000,1.86029412,0,,,230,0.23913043,1.80853918
d1,bear,150,price20+price200+volatility+body,91,0.25274725,1.87541972,0,,,0,,,123,0.26829268,2.02909273
d1,bear,150,momentum+macd+di+volatility,316,0.25000000,1.85503472,62,0.24193548,1.80028463,56,0.12500000,1.13257576,434,0.23271889,1.76004881
d1,bear,150,macd+adx+di+volatility,217,0.24884793,1.84648618,0,,,0,,,282,0.21985816,1.66278328
d1,bear,150,momentum+volatility+body,185,0.24864865,1.84500751,0,,,0,,,248,0.22177419,1.67727424
d1,bear,150,trend+momentum+adx+volatility,85,0.24705882,1.83321078,0,,,0,,,118,0.19491525,1.47414056
d1,bear,150,macd+di+volatility,415,0.24337349,1.80586513,76,0.22368421,1.66447368,62,0.16129032,1.46138807,553,0.23146474,1.75056365
d1,bear,150,momentum+macd+adx+volatility,154,0.24025974,1.78276064,0,,,0,,,219,0.20547945,1.55403740
d1,bear,150,price20+momentum+macd+volatility,309,0.23948220,1.77699119,68,0.25000000,1.86029412,56,0.12500000,1.13257576,433,0.22632794,1.71171417
d1,bear,150,macd+di+volatility+bb,401,0.23940150,1.77639235,74,0.22972973,1.70945946,61,0.16393443,1.48534526,536,0.22947761,1.73553505
d1,bear,150,price200+macd+di+volatility,234,0.23931624,1.77575973,61,0.24590164,1.82979749,0,,,320,0.23750000,1.79620823
d1,bear,150,trend+adx+di+volatility,109,0.23853211,1.76994139,0,,,0,,,149,0.19463087,1.47198979
d1,bear,150,price20+macd+di+volatility,388,0.23711340,1.75941438,72,0.23611111,1.75694444,57,0.15789474,1.43062201,517,0.22823985,1.72617384
d1,bear,150,momentum+macd+volatility+bb,329,0.23708207,1.75918186,75,0.24000000,1.78588235,60,0.13333333,1.20808081,464,0.22413793,1.69515114
d1,bear,150,momentum+macd+volatility,344,0.23546512,1.74718387,80,0.22500000,1.67426471,64,0.14062500,1.27414773,488,0.22131148,1.67377471
d1,bear,150,price200+macd+volatility,239,0.23430962,1.73860995,70,0.22857143,1.70084034,0,,,334,0.23053892,1.74356172
d1,bear,150,price200+macd+volatility+bb,235,0.23404255,1.73662825,66,0.24242424,1.80392157,0,,,326,0.23312883,1.76314918
d1,bear,150,price20+price200+macd+volatility,231,0.23376623,1.73457792,64,0.23437500,1.74402574,0,,,320,0.23125000,1.74893959
d1,bear,150,trend+macd+di+volatility,142,0.23239437,1.72439847,52,0.19230769,1.43099548,0,,,201,0.21393035,1.61795137
d1,bear,150,price20+macd+volatility+bb,401,0.23192020,1.72088009,80,0.23750000,1.76727941,62,0.16129032,1.46138807,543,0.22467772,1.69923353
d1,bear,150,price20+macd+adx+volatility,216,0.23148148,1.71762474,0,,,0,,,283,0.20848057,1.57673476
d1,bear,150,macd+adx+volatility+bb,225,0.23111111,1.71487654,0,,,0,,,299,0.20735786,1.56824376
d1,bear,150,price20+macd+volatility,403,0.23076923,1.71233974,80,0.23750000,1.76727941,62,0.16129032,1.46138807,545,0.22385321,1.69299781
d1,bear,150,momentum+di+volatility+bb,351,0.23076923,1.71233974,73,0.21917808,1.63094279,62,0.11290323,1.02297165,486,0.21399177,1.61841590
d1,bear,200,macd+adx+volatility+body,92,0.15217391,2.32282609,0,,,0,,,124,0.15322581,2.44994741
d1,bear,200,adx+di+volatility+body,105,0.14285714,2.18061224,0,,,0,,,133,0.14285714,2.28416149
d1,bear,200,momentum+adx+volatility+body,91,0.14285714,2.18061224,0,,,0,,,120,0.13333333,2.13188406
d1,bear,200,momentum+macd+di+volatility,316,0.13291139,2.02879747,62,0.09677419,1.81362007,56,0.05357143,0.94222689,434,0.11751152,1.87890703
d1,bear,200,macd+di+volatility,415,0.13012048,1.98619621,76,0.10526316,1.97270955,62,0.09677419,1.70208729,553,0.12296564,1.96611369
d1,bear,200,macd+adx+di+volatility,217,0.12903226,1.96958525,0,,,0,,,282,0.12411348,1.98446654
d1,bear,200,momentum+macd+volatility,344,0.12790698,1.95240864,80,0.07500000,1.40555556,64,0.07812500,1.37408088,488,0.11270492,1.80205364
d1,bear,200,macd+di+volatility+bb,401,0.12718204,1.94134307,74,0.10810811,2.02602603,61,0.09836066,1.72999036,536,0.12126866,1.93898037
d1,bear,200,price20+adx+volatility+body,87,0.12643678,1.92996716,0,,,0,,,112,0.13392857,2.14140140
d1,bear,200,momentum+di+volatility+body,159,0.12578616,1.92003594,0,,,0,,,213,0.11267606,1.80159216
d1,bear,200,macd+di+volatility+body,152,0.12500000,1.90803571,0,,,0,,,203,0.13300493,2.12663311
d1,bear,200,momentum+macd+volatility+bb,329,0.12462006,1.90223621,75,0.08000000,1.49925926,60,0.06666667,1.17254902,464,0.10991379,1.75742597
d1,bear,200,momentum+adx+di+volatility,201,0.12437811,1.89854300,0,,,0,,,267,0.10861423,1.73664713
d1,bear,200,macd+volatility+bb,428,0.12383178,1.89020360,87,0.09195402,1.72328650,66,0.10606061,1.86541889,581,0.11703959,1.87136122
d1,bear,200,price20+macd+di+volatility,388,0.12371134,1.88836524,72,0.11111111,2.08230453,57,0.10526316,1.85139319,517,0.11992263,1.91745858
d1,bear,200,momentum+macd+adx+volatility,154,0.12337662,1.88325603,0,,,0,,,219,0.11415525,1.82524320
d1,bear,200,price20+momentum+macd+volatility,309,0.12297735,1.87716135,68,0.08823529,1.65359477,56,0.07142857,1.25630252,433,0.11085450,1.77246712
d1,bear,200,macd+volatility,481,0.12266112,1.87233442,100,0.09000000,1.68666667,79,0.11392405,2.00372301,660,0.11666667,1.86539855
d1,bear,200,adx+di+volatility,278,0.12230216,1.86685509,0,,,0,,,359,0.11420613,1.82605668
d1,bear,200,price20+macd+volatility+bb,401,0.12219451,1.86521197,80,0.10000000,1.87407407,62,0.11290323,1.98576850,543,0.11786372,1.88453839
d1,bear,200,price20+macd+volatility,403,0.12158809,1.85595533,80,0.10000000,1.87407407,62,0.11290323,1.98576850,545,0.11743119,1.87762266
d1,bear,200,momentum+di+volatility,403,0.12158809,1.85595533,87,0.08045977,1.50787569,67,0.04477612,0.78753292,557,0.10592460,1.69364218
d1,bear,200,momentum+macd+volatility+body,132,0.12121212,1.85021645,0,,,0,,,180,0.11666667,1.86539855
d1,bear,200,di+volatility+bb,446,0.12107623,1.84814222,85,0.09411765,1.76383442,68,0.08823529,1.55190311,599,0.11352254,1.81512666
d1,bear,200,di+volatility+body,192,0.11979167,1.82853423,0,,,0,,,258,0.12015504,1.92117459
d1,bear,200,momentum+di+volatility+bb,351,0.11965812,1.82649573,73,0.08219178,1.54033486,62,0.04838710,0.85104364,486,0.10493827,1.67787171
d1,bear,200,di+volatility,510,0.11960784,1.82572829,103,0.08737864,1.63754045,73,0.08219178,1.44560838,686,0.11078717,1.77139054
d1,bear,200,price20+di+volatility+bb,428,0.11915888,1.81887517,83,0.09638554,1.80633646,63,0.09523810,1.67507003,574,0.11324042,1.81061582
d1,bear,200,macd+adx+volatility,252,0.11904762,1.81717687,0,,,0,,,335,0.11641791,1.86142116
d1,bear,200,volatility+bb,478,0.11715481,1.78828452,100,0.08000000,1.49925926,73,0.09589041,1.68654311,651,0.10906298,1.74382221
d1,bear,200,macd+volatility+body,180,0.11666667,1.78083333,0,,,0,,,252,0.12698413,2.03036577
d1,bear,200,price20+di+volatility,446,0.11659193,1.77969250,86,0.09302326,1.74332472,66,0.09090909,1.59893048,598,0.11036789,1.76468664
d1,bear,200,price20+momentum+di+volatility,352,0.11647727,1.77794237,74,0.08108108,1.51951952,60,0.05000000,0.87941176,486,0.10288066,1.64497227
d1,bear,200,price20+volatility+bb,447,0.11633110,1.77571109,93,0.08602151,1.61210673,68,0.10294118,1.81055363,608,0.11019737,1.76196010
d1,bear,200,price20+momentum+volatility+bb,353,0.11614731,1.77290571,81,0.07407407,1.38820302,62,0.06451613,1.13472486,496,0.10282258,1.64404365
d1,bear,200,momentum+volatility+bb,379,0.11609499,1.77210705,88,0.06818182,1.27777778,67,0.05970149,1.05004390,534,0.10112360,1.61687836
d1,bear,200,adx+volatility+bb+body,87,0.11494253,1.75451560,0,,,0,,,114,0.12280702,1.96357742
d1,bear,200,adx+di+volatility+bb,244,0.11475410,1.75163934,0,,,0,,,319,0.10971787,1.75429331
d1,bear,200,price20+volatility,468,0.11324786,1.72864774,97,0.08247423,1.54562810,71,0.09859155,1.73405137,636,0.10691824,1.70952967
d1,bear,200,price20+adx+di+volatility,248,0.11290323,1.72338710,0,,,0,,,321,0.10903427,1.74336313
d1,bear,200,price20+momentum+volatility,374,0.11229947,1.71417112,85,0.07058824,1.32287582,65,0.06153846,1.08235294,524,0.09923664,1.58670760
d1,bear,200,momentum+adx+volatility,223,0.11210762,1.71124279,0,,,0,,,306,0.10130719,1.61981387
d1,bear,200,macd+adx+volatility+bb,225,0.11111111,1.69603175,0,,,0,,,299,0.11036789,1.76468664
d1,bear,200,price20+macd+adx+volatility,216,0.11111111,1.69603175,0,,,0,,,283,0.11307420,1.80795821
d1,bear,200,price20+adx+volatility+bb,244,0.11065574,1.68908080,0,,,0,,,322,0.10869565,1.73794896
d1,bear,200,price20+di+volatility+body,154,0.11038961,1.68501855,0,,,0,,,207,0.12077295,1.93105440
d1,bear,200,price20+adx+volatility,256,0.10937500,1.66953125,0,,,0,,,338,0.10650888,1.70298431
d1,bear,200,di+volatility+bb+body,156,0.10897436,1.66341575,0,,,0,,,210,0.11904762,1.90346791
d1,bear,200,adx+volatility+bb,257,0.10894942,1.66303502,0,,,0,,,343,0.10495627,1.67815946
d1,bear,200,price20+momentum+adx+volatility,184,0.10869565,1.65916149,0,,,0,,,252,0.09920635,1.58622326
d1,bear,300,macd+adx+volatility+body,92,0.11956522,4.18870278,0,,,0,,,124,0.08870968,3.67582917
d1,bear,300,adx+di+volatility+body,105,0.09523810,3.33645589,0,,,0,,,133,0.07518797,3.11553532
d1,bear,300,price20+adx+volatility+body,87,0.08045977,2.81872998,0,,,0,,,112,0.06250000,2.58978873
d1,bear,300,adx+volatility+bb+body,87,0.08045977,2.81872998,0,,,0,,,114,0.06140351,2.54435384
d1,bear,300,macd+di+volatility+body,152,0.07894737,2.76574633,0,,,0,,,203,0.05911330,2.44945535
d1,bear,300,macd+volatility+body,180,0.07777778,2.72477231,0,,,0,,,252,0.05555556,2.30203443
d1,bear,300,momentum+adx+volatility+body,91,0.07692308,2.69482976,0,,,0,,,120,0.05833333,2.41713615
d1,bear,300,macd+adx+di+volatility,217,0.07373272,2.58306263,0,,,0,,,282,0.05673759,2.35101388
d1,bear,300,macd+adx+volatility,252,0.07142857,2.50234192,0,,,0,,,335,0.05671642,2.35013664
d1,bear,300,price20+macd+volatility+body,140,0.07142857,2.50234192,0,,,0,,,186,0.05376344,2.22777525
d1,bear,300,macd+adx+di+body,142,0.07042254,2.46709767,0,,,0,,,183,0.06557377,2.71715539
d1,bear,300,macd+di+volatility,415,0.06987952,2.44807426,76,0.00000000,0.00000000,62,0.00000000,0.00000000,553,0.05244123,2.17298729
d1,bear,300,price20+macd+di+volatility,388,0.06958763,2.43784857,72,0.00000000,0.00000000,57,0.00000000,0.00000000,517,0.05222437,2.16400142
d1,bear,300,adx+di+volatility,278,0.06834532,2.39432716,0,,,0,,,359,0.05571031,2.30844678
d1,bear,300,momentum+macd+volatility+body,132,0.06818182,2.38859911,0,,,0,,,180,0.05000000,2.07183099
d1,bear,300,price20+di+volatility+bb,428,0.06775701,2.37371687,83,0.01204819,1.01606426,63,0.00000000,0.00000000,574,0.05226481,2.16567699
d1,bear,300,di+volatility+body,192,0.06770833,2.37201161,0,,,0,,,258,0.05038760,2.08789169
d1,bear,300,adx+volatility+body,178,0.06741573,2.36176091,0,,,0,,,234,0.05128205,2.12495486
d1,bear,300,price20+macd+volatility+bb,401,0.06733167,2.35881607,80,0.00000000,0.00000000,62,0.01612903,1.20564516,543,0.05156538,2.13669494
d1,bear,300,macd+di+volatility+bb,401,0.06733167,2.35881607,74,0.00000000,0.00000000,61,0.00000000,0.00000000,536,0.05037313,2.08729241
d1,bear,300,price20+macd+volatility,403,0.06699752,2.34710979,80,0.00000000,0.00000000,62,0.01612903,1.20564516,545,0.05137615,2.12885386
d1,bear,300,macd+volatility,481,0.06652807,2.33066358,100,0.00000000,0.00000000,79,0.01265823,0.94620253,660,0.05000000,2.07183099
d1,bear,300,macd+volatility+bb+body,151,0.06622517,2.32005211,0,,,0,,,202,0.04950495,2.05131781
d1,bear,300,price20+adx+volatility+bb,244,0.06557377,2.29723193,0,,,0,,,322,0.05590062,2.31633278
d1,bear,300,adx+di+volatility+bb,244,0.06557377,2.29723193,0,,,0,,,319,0.05329154,2.20822111
d1,bear,300,price20+volatility+bb+body,153,0.06535948,2.28972463,0,,,0,,,205,0.04878049,2.02129852
d1,bear,300,price20+di+volatility,446,0.06502242,2.27791664,86,0.01162791,0.98062016,66,0.00000000,0.00000000,598,0.05016722,2.07876019
d1,bear,300,di+volatility+bb,446,0.06502242,2.27791664,85,0.01176471,0.99215686,68,0.00000000,0.00000000,599,0.05008347,2.07528980
d1,bear,300,price20+di+volatility+body,154,0.06493506,2.27485629,0,,,0,,,207,0.04830918,2.00176907
d1,bear,300,price20+volatility+bb,447,0.06487696,2.27282063,93,0.01075269,0.90681004,68,0.01470588,1.09926471,608,0.05098684,2.11272239
d1,bear,300,price20+macd+adx+volatility,216,0.06481481,2.27064359,0,,,0,,,283,0.05300353,2.19628726
d1,bear,300,price20+adx+di+volatility,248,0.06451613,2.26017980,0,,,0,,,321,0.05295950,2.19446273
d1,bear,300,di+volatility+bb+body,156,0.06410256,2.24569147,0,,,0,,,210,0.04761905,1.97317237
d1,bear,300,macd+volatility+bb,428,0.06308411,2.21001226,87,0.00000000,0.00000000,66,0.01515152,1.13257576,581,0.04819277,1.99694553
d1,bear,300,momentum+di+volatility+body,159,0.06289308,2.20331993,0,,,0,,,213,0.04694836,1.94538121
d1,bear,300,macd+adx+body,191,0.06282723,2.20101279,0,,,0,,,255,0.05490196,2.27495167
d1,bear,300,di+volatility,510,0.06274510,2.19813565,103,0.00970874,0.81877023,73,0.00000000,0.00000000,686,0.04810496,1.99330678
d1,bear,300,price20+adx+volatility,256,0.06250000,2.18954918,0,,,0,,,338,0.05325444,2.20668389
d1,bear,300,adx+volatility+bb,257,0.06225681,2.18102953,0,,,0,,,343,0.05247813,2.17451649
d1,bear,300,macd+adx+volatility+bb,225,0.06222222,2.17981785,0,,,0,,,299,0.05016722,2.07876019
d1,bear,300,price20+volatility,468,0.06196581,2.17083508,97,0.01030928,0.86941581,71,0.01408451,1.05281690,636,0.04874214,2.01970945
d1,bear,300,price20+volatility+body,162,0.06172840,2.16251771,0,,,0,,,217,0.04608295,1.90952165
d1,bear,300,volatility+bb,478,0.06066946,2.12542012,100,0.01000000,0.84333333,73,0.01369863,1.02397260,651,0.04761905,1.97317237
d1,bear,300,price20+price200+macd+volatility,231,0.06060606,2.12319921,64,0.00000000,0.00000000,0,,,320,0.04375000,1.81285211
d1,bear,300,volatility+bb+body,166,0.06024096,2.11040885,0,,,0,,,223,0.04484305,1.85814438
d1,bear,300,momentum+macd+di+volatility,316,0.06012658,2.10640174,62,0.00000000,0.00000000,56,0.00000000,0.00000000,434,0.04377880,1.81404556
d1,bear,300,price200+macd+di+volatility,234,0.05982906,2.09597870,61,0.00000000,0.00000000,0,,,320,0.04375000,1.81285211
d1,bear,300,price200+macd+volatility+bb,235,0.05957447,2.08705964,66,0.00000000,0.00000000,0,,,326,0.04294479,1.77948674
d1,bear,300,price20+price200+volatility+bb,272,0.05882353,2.06075217,76,0.01315789,1.10964912,0,,,375,0.04533333,1.87846009
d1,bear,300,price200+di+volatility+bb,272,0.05882353,2.06075217,72,0.01388889,1.17129630,0,,,371,0.04582210,1.89871303
