timeframe,horizon_bars,target_pips,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,3,200,atr_expand+horizontal_break_up+elliott_wave5_bull+mtf_adx25,149,0.02684564,7.20651188,22,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+horizontal_break_up+elliott_impulse_bull,227,0.02643172,7.09539826,37,0.00000000,0.00000000,-0.00000000,27,0.00000000,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+adx25+atr_expand+elliott_impulse_bull,228,0.02631579,7.06427809,37,0.00000000,0.00000000,-0.00000000,18,0.00000000,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+mtf_adx25,152,0.02631579,7.06427809,20,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+breakout20_up+mtf_adx25,152,0.02631579,7.06427809,20,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+retest_up+mtf_adx25,152,0.02631579,7.06427809,20,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+impulse_bull+mtf_adx_rising,500,0.02600000,6.97950676,85,0.00000000,0.00000000,0.00000000,51,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+elliott_impulse_bull+mtf_adx25+cross_group_return_up,154,0.02597403,6.97253422,22,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+elliott_impulse_bull+mtf_adx25,196,0.02551020,6.84802468,31,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+elliott_impulse_bull+mtf_adx25,196,0.02551020,6.84802468,31,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+elliott_impulse_bull+mtf_adx25,196,0.02551020,6.84802468,31,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+breakout20_up+elliott_impulse_bull+mtf_adx25,196,0.02551020,6.84802468,31,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+retest_up+elliott_impulse_bull+mtf_adx25,196,0.02551020,6.84802468,31,0.00000000,0.00000000,0.00000000,32,0.00000000,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+horizontal_break_up+cross_group_return_up,159,0.02515723,6.75327214,28,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_impulse_bull+cross_target_relative_up,159,0.02515723,6.75327214,28,0.00000000,0.00000000,0.00000000,39,0.00000000,0.00000000,-0.00000000
h4,3,200,ichimoku_cloud_bull+atr_expand+horizontal_break_up+elliott_wave5_bull,240,0.02500000,6.71106419,40,0.00000000,0.00000000,0.00000000,26,0.00000000,0.00000000,0.00000000
h4,3,200,adx_up3+engulf_bull+mtf_volatility,281,0.02491103,6.68718140,46,0.04347826,11.05364201,0.01200545,43,0.00000000,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_volatility,362,0.02486188,6.67398649,48,0.02083333,5.29653680,0.00368711,44,0.00000000,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+horizontal_break_up+cross_group_return_up,161,0.02484472,6.66938056,29,0.00000000,0.00000000,0.00000000,24,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_wave5_bull,243,0.02469136,6.62821154,42,0.00000000,0.00000000,-0.00000000,44,0.00000000,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+horizontal_break_up+elliott_wave5_bull,243,0.02469136,6.62821154,42,0.00000000,0.00000000,-0.00000000,44,0.00000000,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+horizontal_break_up+elliott_wave5_bull,243,0.02469136,6.62821154,42,0.00000000,0.00000000,-0.00000000,44,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+retest_up+elliott_wave5_bull,243,0.02469136,6.62821154,42,0.00000000,0.00000000,-0.00000000,44,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+impulse_bull+mtf_volatility,122,0.02459016,6.60104674,19,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,3,200,squeeze_release_up+elliott_wave5_bull+mtf_volatility,122,0.02459016,6.60104674,19,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+impulse_bull+mtf_volatility,122,0.02459016,6.60104674,19,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+impulse_bull+mtf_volatility,122,0.02459016,6.60104674,19,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+elliott_wave5_bull+mtf_volatility,122,0.02459016,6.60104674,19,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+elliott_wave5_bull+mtf_volatility,122,0.02459016,6.60104674,19,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+mtf_adx25+cross_group_return_up,122,0.02459016,6.60104674,14,0.00000000,0.00000000,0.00000000,8,0.00000000,0.00000000,0.00000000
h4,3,300,adx25+atr_expand+impulse_bull+mtf_volatility,224,0.02232143,29.56063988,38,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_volatility,431,0.02088167,27.65394432,68,0.00000000,0.00000000,0.00000000,87,0.00000000,,0.00000000
h4,3,300,atr_expand+mtf_volatility+adx25,697,0.01865136,24.70031086,112,0.00000000,0.00000000,0.00000000,83,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility,697,0.01865136,24.70031086,112,0.00000000,0.00000000,0.00000000,83,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,0.01754386,23.23362573,32,0.00000000,0.00000000,0.00000000,27,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.01644737,21.78152412,57,0.00000000,0.00000000,0.00000000,35,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,0.01604278,21.24572193,33,0.00000000,0.00000000,0.00000000,33,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,0.01572327,20.82258910,70,0.00000000,0.00000000,0.00000000,53,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx25+cross_target_relative_up,271,0.01476015,19.54710947,33,0.00000000,0.00000000,0.00000000,44,0.00000000,,0.00000000
h4,3,300,atr_expand+impulse_bull+mtf_volatility,362,0.01381215,18.29166667,63,0.00000000,0.00000000,0.00000000,62,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,0.01379310,18.26643678,54,0.00000000,0.00000000,0.00000000,28,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_volatility+cross_group_return_up,146,0.01369863,18.14132420,22,0.00000000,0.00000000,0.00000000,39,0.00000000,,-0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx25,622,0.01286174,17.03301179,94,0.00000000,0.00000000,-0.00000000,112,0.00000000,,0.00000000
h4,3,300,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,0.01273885,16.87027601,31,0.00000000,0.00000000,0.00000000,27,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx25+cross_target_relative_up,473,0.01268499,16.79894292,78,0.00000000,0.00000000,-0.00000000,57,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+horizontal_break_up,171,0.01169591,15.48908382,26,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,atr_expand+mtf_volatility,1172,0.01109215,14.68951934,192,0.00000000,0.00000000,0.00000000,172,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,0.01075269,14.23996416,23,0.00000000,0.00000000,0.00000000,30,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+elliott_wave5_bull,192,0.01041667,13.79496528,26,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+elliott_wave5_bull,198,0.01010101,13.37693603,30,0.00000000,0.00000000,0.00000000,23,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,0.00975610,12.92016260,37,0.00000000,0.00000000,-0.00000000,30,0.00000000,,0.00000000
h4,3,300,atr_expand+mtf_volatility+cross_target_relative_up,514,0.00972763,12.88245785,88,0.00000000,0.00000000,0.00000000,70,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+breakout20_up,209,0.00956938,12.67288676,30,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+retest_up,209,0.00956938,12.67288676,28,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx_rising,867,0.00922722,12.21976163,174,0.00000000,0.00000000,0.00000000,167,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx25,1102,0.00907441,12.01739262,156,0.00000000,0.00000000,-0.00000000,131,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+elliott_impulse_bull,227,0.00881057,11.66798825,37,0.00000000,0.00000000,-0.00000000,27,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,0.00878735,11.63722906,100,0.00000000,0.00000000,0.00000000,93,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+elliott_impulse_bull,228,0.00877193,11.61681287,37,0.00000000,0.00000000,-0.00000000,18,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+cross_target_relative_up,577,0.00866551,11.47588099,115,0.00000000,0.00000000,0.00000000,82,0.00000000,,-0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising+cross_group_return_up,693,0.00865801,11.46594517,139,0.00000000,0.00000000,0.00000000,79,0.00000000,,-0.00000000
h4,3,300,adx25+atr_expand+mtf_volatility+cross_group_bull,232,0.00862069,11.41652299,49,0.00000000,0.00000000,0.00000000,28,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+horizontal_break_up+elliott_wave5_bull,240,0.00833333,11.03597222,40,0.00000000,0.00000000,0.00000000,26,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,0.00826446,10.94476584,42,0.00000000,0.00000000,-0.00000000,36,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,0.00826446,10.94476584,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,0.00826446,10.94476584,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,0.00826446,10.94476584,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,0.00826446,10.94476584,19,0.00000000,0.00000000,0.00000000,22,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+elliott_impulse_bull+mtf_adx25,122,0.00819672,10.85505464,12,0.00000000,0.00000000,0.00000000,12,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+elliott_impulse_bull+mtf_adx25,122,0.00819672,10.85505464,12,0.00000000,0.00000000,0.00000000,12,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+elliott_impulse_bull+mtf_adx25,122,0.00819672,10.85505464,12,0.00000000,0.00000000,0.00000000,12,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+retest_up+elliott_impulse_bull+mtf_adx25,122,0.00819672,10.85505464,12,0.00000000,0.00000000,0.00000000,12,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,0.00813008,10.76680217,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,0.00813008,10.76680217,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,0.00813008,10.76680217,19,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up,247,0.00809717,10.72321188,42,0.00000000,0.00000000,-0.00000000,30,0.00000000,,0.00000000
h4,3,300,price20_bull+adx25+atr_expand+horizontal_break_up,247,0.00809717,10.72321188,42,0.00000000,0.00000000,-0.00000000,30,0.00000000,,0.00000000
h4,3,300,ema20_rising+adx25+atr_expand+horizontal_break_up,247,0.00809717,10.72321188,42,0.00000000,0.00000000,-0.00000000,30,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+retest_up,247,0.00809717,10.72321188,40,0.00000000,0.00000000,0.00000000,29,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising,1486,0.00807537,10.69434724,295,0.00000000,0.00000000,0.00000000,208,0.00000000,,0.00000000
h4,3,300,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,0.00800000,10.59453333,20,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,0.00800000,10.59453333,20,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,atr_expand+mtf_volatility+cross_group_return_up,505,0.00792079,10.48963696,89,0.00000000,0.00000000,0.00000000,77,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+cross_group_bull,508,0.00787402,10.42769029,103,0.00000000,0.00000000,0.00000000,66,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,0.00781250,10.34622396,48,0.00000000,0.00000000,0.00000000,33,0.00000000,,0.00000000
h4,3,300,mtf_trend_bull+horizontal_break_up+atr_expand,260,0.00769231,10.18705128,50,0.00000000,0.00000000,0.00000000,30,0.00000000,,0.00000000
h4,3,300,atr_expand+impulse_bull+mtf_volatility+cross_group_bull,130,0.00769231,10.18705128,32,0.00000000,0.00000000,0.00000000,26,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+impulse_bull+mtf_adx_rising,266,0.00751880,9.95726817,53,0.00000000,0.00000000,0.00000000,43,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising+cross_target_relative_up,669,0.00747384,9.89773293,142,0.00000000,0.00000000,0.00000000,92,0.00000000,,0.00000000
h4,3,300,atr_expand+engulf_bull+mtf_adx25,134,0.00746269,9.88296020,17,0.00000000,0.00000000,0.00000000,13,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+mtf_volatility,135,0.00740741,9.80975309,24,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+mtf_volatility,135,0.00740741,9.80975309,24,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+mtf_volatility,135,0.00740741,9.80975309,24,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+retest_up+mtf_volatility,135,0.00740741,9.80975309,24,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+retest_up+mtf_volatility,135,0.00740741,9.80975309,24,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+retest_up+mtf_volatility,135,0.00740741,9.80975309,24,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,atr_expand+horizontal_break_up+mtf_adx25+cross_target_relative_up,135,0.00740741,9.80975309,16,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+mtf_adx_rising+cross_target_relative_up,408,0.00735294,9.73762255,85,0.00000000,0.00000000,0.00000000,80,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+cross_target_relative_up,1095,0.00730594,9.67537291,228,0.00000000,0.00000000,0.00000000,149,0.00000000,,0.00000000
h4,3,300,price20_bull+atr_expand+elliott_wave5_bull+mtf_volatility,137,0.00729927,9.66654501,21,0.00000000,0.00000000,-0.00000000,19,0.00000000,,0.00000000
h4,3,300,ema20_rising+atr_expand+elliott_wave5_bull+mtf_volatility,137,0.00729927,9.66654501,21,0.00000000,0.00000000,-0.00000000,19,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+horizontal_break_up+cross_group_bull,137,0.00729927,9.66654501,25,0.00000000,0.00000000,0.00000000,21,0.00000000,,-0.00000000
h4,3,300,atr_expand+impulse_bull+elliott_impulse_bull+mtf_volatility,137,0.00729927,9.66654501,28,0.00000000,0.00000000,0.00000000,21,0.00000000,,-0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+mtf_adx_rising+cross_group_bull,553,0.00723327,9.57914406,93,0.00000000,0.00000000,0.00000000,74,0.00000000,,-0.00000000
h4,3,300,adx25+atr_expand+mtf_adx_rising+cross_group_bull,556,0.00719424,9.52745803,113,0.00000000,0.00000000,0.00000000,70,0.00000000,,0.00000000
h4,3,300,atr_expand+elliott_wave5_bull+mtf_volatility,139,0.00719424,9.52745803,21,0.00000000,0.00000000,-0.00000000,19,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+breakout20_up+elliott_wave5_bull,280,0.00714286,9.45940476,45,0.00000000,0.00000000,0.00000000,29,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+retest_up+elliott_wave5_bull,280,0.00714286,9.45940476,45,0.00000000,0.00000000,0.00000000,29,0.00000000,,0.00000000
h4,3,300,atr_expand+mtf_volatility+breakout20_up,140,0.00714286,9.45940476,24,0.00000000,0.00000000,0.00000000,20,0.00000000,,0.00000000
h4,3,300,atr_expand+breakout20_up+mtf_volatility,140,0.00714286,9.45940476,24,0.00000000,0.00000000,0.00000000,20,0.00000000,,0.00000000
h4,3,300,atr_expand+retest_up+mtf_volatility,140,0.00714286,9.45940476,23,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,price20_bull+atr_expand+breakout20_up+mtf_volatility,140,0.00714286,9.45940476,24,0.00000000,0.00000000,0.00000000,20,0.00000000,,0.00000000
h4,3,300,ema20_rising+atr_expand+breakout20_up+mtf_volatility,140,0.00714286,9.45940476,24,0.00000000,0.00000000,0.00000000,20,0.00000000,,0.00000000
h4,3,300,price20_bull+atr_expand+retest_up+mtf_volatility,140,0.00714286,9.45940476,23,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,ema20_rising+atr_expand+retest_up+mtf_volatility,140,0.00714286,9.45940476,23,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+elliott_wave5_bull+mtf_adx25,140,0.00714286,9.45940476,24,0.00000000,0.00000000,0.00000000,12,0.00000000,,0.00000000
h4,3,300,atr_expand+breakout20_up+retest_up+mtf_volatility,140,0.00714286,9.45940476,23,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,atr_expand+mtf_adx25+cross_target_relative_up,842,0.00712589,9.43693587,131,0.00000000,0.00000000,0.00000000,126,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+elliott_wave5_bull+mtf_adx25,142,0.00704225,9.32617371,22,0.00000000,0.00000000,0.00000000,14,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+horizontal_break_up+elliott_impulse_bull,286,0.00699301,9.26095571,48,0.00000000,0.00000000,0.00000000,29,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx_up3+atr_expand+elliott_wave5_bull,143,0.00699301,9.26095571,26,0.00000000,0.00000000,0.00000000,15,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx25+atr_expand+impulse_bull,430,0.00697674,9.23941860,78,0.00000000,0.00000000,-0.00000000,49,0.00000000,,0.00000000
h4,3,300,adx25+triangle_breakout_up,145,0.00689655,9.13321839,20,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,price20_bull+adx25+triangle_breakout_up,145,0.00689655,9.13321839,20,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,ema20_rising+adx25+triangle_breakout_up,145,0.00689655,9.13321839,20,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,adx25+triangle_breakout_up+retest_up,145,0.00689655,9.13321839,20,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,price20_bull+adx25+triangle_breakout_up+retest_up,145,0.00689655,9.13321839,20,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,ema20_rising+adx25+triangle_breakout_up+retest_up,145,0.00689655,9.13321839,20,0.00000000,0.00000000,0.00000000,17,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+breakout20_up+mtf_adx25,146,0.00684932,9.07066210,20,0.00000000,0.00000000,0.00000000,14,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand+retest_up+mtf_adx25,146,0.00684932,9.07066210,20,0.00000000,0.00000000,0.00000000,13,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx_up3+atr_expand+horizontal_break_up,147,0.00680272,9.00895692,29,0.00000000,0.00000000,0.00000000,14,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+adx_up3+elliott_wave5_bull+mtf_adx25,297,0.00673401,8.91795735,51,0.00000000,0.00000000,0.00000000,47,0.00000000,,-0.00000000
h4,3,300,triangle_breakout_up+mtf_adx25,149,0.00671141,8.88803132,15,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+mtf_adx25,149,0.00671141,8.88803132,15,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+mtf_adx25,149,0.00671141,8.88803132,15,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+retest_up+mtf_adx25,149,0.00671141,8.88803132,15,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,ichimoku_cloud_bull+atr_expand+horizontal_break_up+mtf_adx25,149,0.00671141,8.88803132,19,0.00000000,0.00000000,0.00000000,11,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+retest_up+mtf_adx25,149,0.00671141,8.88803132,15,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+retest_up+mtf_adx25,149,0.00671141,8.88803132,15,0.00000000,0.00000000,0.00000000,19,0.00000000,,0.00000000
h4,3,300,atr_expand+horizontal_break_up+elliott_wave5_bull+mtf_adx25,149,0.00671141,8.88803132,22,0.00000000,0.00000000,0.00000000,18,0.00000000,,0.00000000
h4,3,300,adx25+atr_expand,2444,0.00654664,8.66983088,473,0.00000000,0.00000000,0.00000000,347,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+horizontal_break_up+cross_target_relative_up,153,0.00653595,8.65566449,36,0.00000000,0.00000000,0.00000000,24,0.00000000,,0.00000000
h4,3,300,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_bull,153,0.00653595,8.65566449,34,0.00000000,0.00000000,0.00000000,25,0.00000000,,0.00000000
h4,3,300,adx_up3+atr_expand+impulse_bull,461,0.00650759,8.61811280,99,0.00000000,0.00000000,0.00000000,89,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+mtf_adx_rising,155,0.00645161,8.54397849,28,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+mtf_adx_rising,155,0.00645161,8.54397849,28,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+mtf_adx_rising,155,0.00645161,8.54397849,28,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,3,300,triangle_breakout_up+retest_up+mtf_adx_rising,155,0.00645161,8.54397849,26,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,3,300,price20_bull+triangle_breakout_up+retest_up+mtf_adx_rising,155,0.00645161,8.54397849,26,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,3,300,ema20_rising+triangle_breakout_up+retest_up+mtf_adx_rising,155,0.00645161,8.54397849,26,0.00000000,0.00000000,0.00000000,16,0.00000000,,0.00000000
h4,6,50,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,136,0.52941176,1.81024741,24,0.50000000,1.76487559,0.31427426,15,0.26666667,1.15759644,0.10897453
h4,6,50,sma_stack_bull+atr_expand+mtf_volatility+cross_group_return_up,164,0.51829268,1.77222731,23,0.47826087,1.68814186,0.29237157,19,0.31578947,1.37083789,0.15364379
h4,6,50,sma_stack_bull+adx25+atr_expand+mtf_volatility,204,0.50490196,1.72643966,37,0.51351351,1.81257493,0.35894897,15,0.26666667,1.15759644,0.10897453
h4,6,50,sma_stack_bull+atr_expand+mtf_volatility,359,0.50139276,1.71444045,62,0.45161290,1.59408117,0.33419713,49,0.30612245,1.32887347,0.19515491
h4,6,50,atr_expand+mtf_volatility+breakout20_up,140,0.48571429,1.66083017,24,0.37500000,1.32365669,0.21159368,20,0.35000000,1.51934533,0.18119182
h4,6,50,atr_expand+breakout20_up+mtf_volatility,140,0.48571429,1.66083017,24,0.37500000,1.32365669,0.21159368,20,0.35000000,1.51934533,0.18119182
h4,6,50,atr_expand+breakout_up20+mtf_volatility,140,0.48571429,1.66083017,24,0.37500000,1.32365669,0.21159368,20,0.35000000,1.51934533,0.18119182
h4,6,50,atr_expand+retest_up+mtf_volatility,140,0.48571429,1.66083017,23,0.34782609,1.22773954,0.18811276,19,0.36842105,1.59931087,0.19149513
h4,6,50,price20_bull+atr_expand+breakout20_up+mtf_volatility,140,0.48571429,1.66083017,24,0.37500000,1.32365669,0.21159368,20,0.35000000,1.51934533,0.18119182
h4,6,50,price20_bull+atr_expand+breakout_up20+mtf_volatility,140,0.48571429,1.66083017,24,0.37500000,1.32365669,0.21159368,20,0.35000000,1.51934533,0.18119182
h4,6,50,price20_bull+atr_expand+retest_up+mtf_volatility,140,0.48571429,1.66083017,23,0.34782609,1.22773954,0.18811276,19,0.36842105,1.59931087,0.19149513
h4,6,50,atr_expand+breakout20_up+retest_up+mtf_volatility,140,0.48571429,1.66083017,23,0.34782609,1.22773954,0.18811276,19,0.36842105,1.59931087,0.19149513
