timeframe,horizon_bars,target_pips,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
h4,1,100,atr_expand+mtf_volatility,1172,0.04607509,6.66863425,192,0.05729167,8.01101190,0.03228853,172,0.01744186,8.13430233,0.00594924
h4,1,100,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.04605263,6.66538443,57,0.03508772,4.90626566,0.00967566,35,0.00000000,0.00000000,0.00000000
h4,1,100,adx25+atr_expand+impulse_bull+mtf_adx25,352,0.04545455,6.57882100,49,0.02040816,2.85364431,0.00361167,34,0.02941176,13.71666667,0.00521091
h4,1,100,atr_expand+pullback_bull+mtf_volatility,420,0.04523810,6.54749328,78,0.06410256,8.96336996,0.02768932,50,0.02000000,9.32733333,0.00353926
h4,1,100,ichimoku_cloud_bull+rsi_up1+superbb_bull+elliott_wave5_bull,135,0.04444444,6.43262497,32,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,100,adx_up3+atr_expand+mtf_adx25+cross_target_relative_up,271,0.04428044,6.40888835,33,0.00000000,0.00000000,0.00000000,44,0.04545455,21.19848485,0.01255511
h4,1,100,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_wave5_bull,136,0.04411765,6.38532626,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_wave5_bull,136,0.04411765,6.38532626,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+atr_expand+elliott_wave5_bull+mtf_volatility,137,0.04379562,6.33871804,21,0.00000000,0.00000000,-0.00000000,19,0.05263158,24.54561404,0.00935199
h4,1,100,ema20_rising+atr_expand+elliott_wave5_bull+mtf_volatility,137,0.04379562,6.33871804,21,0.00000000,0.00000000,-0.00000000,19,0.05263158,24.54561404,0.00935199
h4,1,100,superbb_bull+horizontal_break_up+elliott_impulse_bull+cross_group_return_up,137,0.04379562,6.33871804,33,0.03030303,4.23722944,0.00536941,31,0.00000000,0.00000000,0.00000000
h4,1,100,atr_expand+impulse_bull+elliott_impulse_bull+mtf_volatility,137,0.04379562,6.33871804,28,0.00000000,0.00000000,0.00000000,21,0.04761905,22.20793651,0.00845599
h4,1,100,rsi_up1+atr_expand+elliott_wave5_bull+mtf_adx25,183,0.04371585,6.32717211,33,0.00000000,0.00000000,0.00000000,19,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+rsi_up1+superbb_bull+horizontal_break_up,138,0.04347826,6.29278530,31,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,100,atr_expand+elliott_wave5_bull+mtf_volatility,139,0.04316547,6.24751346,21,0.00000000,0.00000000,-0.00000000,19,0.05263158,24.54561404,0.00935199
h4,1,100,rsi_up1+superbb_bull+horizontal_break_up+cross_group_return_up,139,0.04316547,6.24751346,34,0.02941176,4.11260504,0.00521091,31,0.00000000,0.00000000,0.00000000
h4,1,100,atr_expand+breakout20_up+elliott_wave5_bull+mtf_adx25,209,0.04306220,6.23256726,35,0.00000000,0.00000000,0.00000000,24,0.04166667,19.43194444,0.00739346
h4,1,100,atr_expand+retest_up+elliott_wave5_bull+mtf_adx25,209,0.04306220,6.23256726,35,0.00000000,0.00000000,0.00000000,24,0.04166667,19.43194444,0.00739346
h4,1,100,atr_expand+mtf_volatility+breakout20_up,140,0.04285714,6.20288837,24,0.00000000,0.00000000,0.00000000,20,0.05000000,23.31833333,0.00888145
h4,1,100,atr_expand+breakout20_up+mtf_volatility,140,0.04285714,6.20288837,24,0.00000000,0.00000000,0.00000000,20,0.05000000,23.31833333,0.00888145
h4,1,100,atr_expand+retest_up+mtf_volatility,140,0.04285714,6.20288837,23,0.00000000,0.00000000,0.00000000,19,0.05263158,24.54561404,0.00935199
h4,1,100,price20_bull+atr_expand+breakout20_up+mtf_volatility,140,0.04285714,6.20288837,24,0.00000000,0.00000000,0.00000000,20,0.05000000,23.31833333,0.00888145
h4,1,100,ema20_rising+atr_expand+breakout20_up+mtf_volatility,140,0.04285714,6.20288837,24,0.00000000,0.00000000,0.00000000,20,0.05000000,23.31833333,0.00888145
h4,1,100,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_wave5_bull,140,0.04285714,6.20288837,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+atr_expand+retest_up+mtf_volatility,140,0.04285714,6.20288837,23,0.00000000,0.00000000,0.00000000,19,0.05263158,24.54561404,0.00935199
h4,1,100,ema20_rising+atr_expand+retest_up+mtf_volatility,140,0.04285714,6.20288837,23,0.00000000,0.00000000,0.00000000,19,0.05263158,24.54561404,0.00935199
h4,1,100,atr_expand+breakout20_up+retest_up+mtf_volatility,140,0.04285714,6.20288837,23,0.00000000,0.00000000,0.00000000,19,0.05263158,24.54561404,0.00935199
h4,1,100,ichimoku_cloud_bull+superbb_bull+elliott_wave5_bull,142,0.04225352,6.11552374,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+atr_expand+elliott_wave5_bull+mtf_adx25,142,0.04225352,6.11552374,22,0.00000000,0.00000000,0.00000000,14,0.07142857,33.31190476,0.01272222
h4,1,100,ichimoku_cloud_bull+superbb_bull+horizontal_break_up,143,0.04195804,6.07275784,34,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+superbb_bull+horizontal_break_up+impulse_bull,143,0.04195804,6.07275784,33,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+superbb_bull+horizontal_break_up+retest_up,143,0.04195804,6.07275784,32,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,100,superbb_bull+horizontal_break_up+cross_group_return_up,144,0.04166667,6.03058591,36,0.02777778,3.88412698,0.00492041,31,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+superbb_bull+horizontal_break_up+cross_group_return_up,144,0.04166667,6.03058591,36,0.02777778,3.88412698,0.00492041,31,0.00000000,0.00000000,0.00000000
h4,1,100,ema20_rising+superbb_bull+horizontal_break_up+cross_group_return_up,144,0.04166667,6.03058591,36,0.02777778,3.88412698,0.00492041,31,0.00000000,0.00000000,0.00000000
h4,1,100,superbb_bull+horizontal_break_up+impulse_bull+cross_group_return_up,144,0.04166667,6.03058591,34,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,100,superbb_bull+horizontal_break_up+retest_up+cross_group_return_up,144,0.04166667,6.03058591,33,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,100,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,0.04137931,5.98899567,54,0.05555556,7.76825397,0.01907327,28,0.03571429,16.65595238,0.00633252
h4,1,100,triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,0.04132231,5.98074636,19,0.05263158,7.35939850,0.00935199,17,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,0.04132231,5.98074636,19,0.05263158,7.35939850,0.00935199,17,0.00000000,0.00000000,0.00000000
h4,1,100,ema20_rising+triangle_breakout_up+impulse_bull+elliott_wave5_bull,121,0.04132231,5.98074636,19,0.05263158,7.35939850,0.00935199,17,0.00000000,0.00000000,0.00000000
h4,1,100,adx25+atr_expand+elliott_impulse_bull+mtf_adx25,170,0.04117647,5.95963784,29,0.00000000,0.00000000,0.00000000,16,0.06250000,29.14791667,0.01111934
h4,1,100,atr_expand+elliott_wave5_bull+mtf_adx25+cross_group_return_up,171,0.04093567,5.92478616,29,0.00000000,0.00000000,0.00000000,22,0.04545455,21.19848485,0.00806943
h4,1,100,triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,0.04065041,5.88349845,19,0.05263158,7.35939850,0.00935199,17,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,0.04065041,5.88349845,19,0.05263158,7.35939850,0.00935199,17,0.00000000,0.00000000,0.00000000
h4,1,100,ema20_rising+triangle_breakout_up+impulse_bull+elliott_impulse_bull,123,0.04065041,5.88349845,19,0.05263158,7.35939850,0.00935199,17,0.00000000,0.00000000,0.00000000
h4,1,100,atr_expand+horizontal_break_up+elliott_wave5_bull+mtf_adx25,149,0.04026846,5.82821726,22,0.00000000,0.00000000,0.00000000,18,0.05555556,25.90925926,0.00987519
h4,1,100,rsi_up1+atr_expand+mtf_volatility+cross_target_relative_up,153,0.03921569,5.67584557,30,0.10000000,13.98285714,0.03459989,25,0.04000000,18.65466667,0.00709623
h4,1,100,atr_expand+impulse_bull+elliott_wave5_bull+mtf_adx25,207,0.03864734,5.59358693,38,0.00000000,0.00000000,0.00000000,24,0.04166667,19.43194444,0.00739346
h4,1,100,atr_expand+horizontal_break_up+mtf_adx25+cross_group_return_up,130,0.03846154,5.56669469,19,0.00000000,0.00000000,0.00000000,18,0.05555556,25.90925926,0.00987519
h4,1,100,adx_up3+atr_expand+mtf_adx_rising,867,0.03806228,5.50890893,174,0.01724138,2.41083744,0.00588066,167,0.01796407,8.37784431,0.00612790
h4,1,100,rsi_up1+atr_expand+breakout20_up+mtf_adx25,212,0.03773585,5.46166271,32,0.00000000,0.00000000,0.00000000,23,0.00000000,0.00000000,0.00000000
h4,1,100,rsi_up1+atr_expand+retest_up+mtf_adx25,212,0.03773585,5.46166271,32,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
h4,1,100,rsi_up1+superbb_bull+elliott_wave5_bull+cross_group_return_up,186,0.03763441,5.44698083,40,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
h4,1,100,superbb_bull+breakout20_up+elliott_wave5_bull+cross_group_return_up,186,0.03763441,5.44698083,40,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
h4,1,100,superbb_bull+retest_up+elliott_wave5_bull+cross_group_return_up,186,0.03763441,5.44698083,40,0.00000000,0.00000000,0.00000000,36,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+rsi_up1+superbb_bull+elliott_impulse_bull,160,0.03750000,5.42752732,36,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_impulse_bull,160,0.03750000,5.42752732,39,0.00000000,0.00000000,-0.00000000,22,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_impulse_bull,160,0.03750000,5.42752732,38,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
h4,1,100,atr_expand+breakout20_up+mtf_adx25+cross_group_return_up,187,0.03743316,5.41785259,26,0.00000000,0.00000000,0.00000000,25,0.04000000,18.65466667,0.00709623
h4,1,100,atr_expand+retest_up+mtf_adx25+cross_group_return_up,187,0.03743316,5.41785259,26,0.00000000,0.00000000,0.00000000,24,0.04166667,19.43194444,0.00739346
h4,1,100,triangle_breakout_up+mtf_volatility,135,0.03703704,5.36052081,24,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+triangle_breakout_up+mtf_volatility,135,0.03703704,5.36052081,24,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,1,100,ema20_rising+triangle_breakout_up+mtf_volatility,135,0.03703704,5.36052081,24,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,1,100,triangle_breakout_up+retest_up+mtf_volatility,135,0.03703704,5.36052081,24,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+triangle_breakout_up+retest_up+mtf_volatility,135,0.03703704,5.36052081,24,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,1,100,ema20_rising+triangle_breakout_up+retest_up+mtf_volatility,135,0.03703704,5.36052081,24,0.00000000,0.00000000,0.00000000,15,0.00000000,0.00000000,0.00000000
h4,1,100,adx_up3+atr_expand+mtf_adx25,622,0.03697749,5.35190261,94,0.01063830,1.48753799,0.00188040,112,0.02678571,12.49196429,0.00915082
h4,1,100,atr_expand+mtf_volatility+cross_target_relative_up,514,0.03696498,5.35009178,88,0.06818182,9.53376623,0.03162093,70,0.02857143,13.32476190,0.00787061
h4,1,100,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,0.03680982,5.32763418,27,0.03703704,5.17883598,0.00656815,16,0.06250000,29.14791667,0.01111934
h4,1,100,adx_up3+volatility+impulse_bull+mtf_volatility,329,0.03647416,5.27905393,78,0.03846154,5.37802198,0.01316583,71,0.01408451,6.56854460,0.00249060
h4,1,100,superbb_bull+impulse_bull+elliott_wave5_bull+cross_group_return_up,192,0.03645833,5.27676267,42,0.00000000,0.00000000,-0.00000000,36,0.00000000,0.00000000,0.00000000
h4,1,100,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_impulse_bull,165,0.03636364,5.26305680,38,0.00000000,0.00000000,0.00000000,22,0.00000000,0.00000000,0.00000000
h4,1,100,rsi_up1+superbb_bull+horizontal_break_up+elliott_wave5_bull,165,0.03636364,5.26305680,33,0.00000000,0.00000000,0.00000000,35,0.00000000,0.00000000,0.00000000
h4,1,100,superbb_bull+elliott_wave5_bull+cross_group_return_up,193,0.03626943,5.24942194,42,0.00000000,0.00000000,-0.00000000,36,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+superbb_bull+elliott_wave5_bull+cross_group_return_up,193,0.03626943,5.24942194,42,0.00000000,0.00000000,-0.00000000,36,0.00000000,0.00000000,0.00000000
h4,1,100,ema20_rising+superbb_bull+elliott_wave5_bull+cross_group_return_up,193,0.03626943,5.24942194,42,0.00000000,0.00000000,-0.00000000,36,0.00000000,0.00000000,0.00000000
h4,1,100,price20_bull+atr_expand+elliott_wave5_bull+mtf_adx25,249,0.03614458,5.23135164,43,0.00000000,0.00000000,0.00000000,27,0.03703704,17.27283951,0.00656815
h4,1,100,ema20_rising+atr_expand+elliott_wave5_bull+mtf_adx25,249,0.03614458,5.23135164,43,0.00000000,0.00000000,0.00000000,27,0.03703704,17.27283951,0.00656815
h4,1,100,adx25+atr_expand+impulse_bull+mtf_adx_rising,500,0.03600000,5.21042623,85,0.03529412,4.93512605,0.01207504,51,0.01960784,9.14444444,0.00346969
h4,1,100,atr_expand+breakout20_up+elliott_impulse_bull+mtf_adx25,250,0.03600000,5.21042623,38,0.00000000,0.00000000,0.00000000,28,0.03571429,16.65595238,0.00633252
h4,1,100,atr_expand+retest_up+elliott_impulse_bull+mtf_adx25,250,0.03600000,5.21042623,38,0.00000000,0.00000000,0.00000000,28,0.03571429,16.65595238,0.00633252
h4,1,100,ichimoku_cloud_bull+superbb_bull+elliott_impulse_bull,167,0.03592814,5.20002618,39,0.00000000,0.00000000,-0.00000000,22,0.00000000,0.00000000,0.00000000
h4,1,100,atr_expand+elliott_wave5_bull+mtf_adx25,251,0.03585657,5.18966756,43,0.00000000,0.00000000,0.00000000,27,0.03703704,17.27283951,0.00656815
h4,1,100,price20_bull+atr_expand+elliott_impulse_bull+mtf_volatility,169,0.03550296,5.13848741,30,0.00000000,0.00000000,0.00000000,23,0.04347826,20.27681159,0.00771667
h4,1,100,ema20_rising+atr_expand+elliott_impulse_bull+mtf_volatility,169,0.03550296,5.13848741,30,0.00000000,0.00000000,0.00000000,23,0.04347826,20.27681159,0.00771667
h4,1,100,ichimoku_cloud_bull+atr_expand+breakout20_up+mtf_adx25,170,0.03529412,5.10826101,24,0.00000000,0.00000000,0.00000000,14,0.07142857,33.31190476,0.01272222
h4,1,100,ichimoku_cloud_bull+atr_expand+retest_up+mtf_adx25,170,0.03529412,5.10826101,24,0.00000000,0.00000000,0.00000000,14,0.07142857,33.31190476,0.01272222
h4,1,100,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,0.03515625,5.08830686,48,0.04166667,5.82619048,0.01150189,33,0.03030303,14.13232323,0.00536941
h4,1,150,adx_up3+atr_expand+pullback_bull+mtf_volatility,141,0.04255319,25.61540941,24,0.04166667,23.30476190,0.00739346,24,0.00000000,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+mtf_volatility,431,0.03480278,20.94995781,68,0.02941176,16.45042017,0.00810318,87,0.00000000,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+impulse_bull+mtf_volatility,224,0.03125000,18.81131629,38,0.02631579,14.71879699,0.00466059,24,0.00000000,0.00000000,0.00000000
h4,1,150,atr_expand+pullback_bull+mtf_volatility+cross_target_relative_up,203,0.02955665,17.79198388,42,0.02380952,13.31700680,0.00421540,24,0.00000000,0.00000000,0.00000000
h4,1,150,rsi_up1+atr_expand+mtf_volatility+cross_group_return_up,146,0.02739726,16.49211291,31,0.00000000,0.00000000,0.00000000,21,0.00000000,0.00000000,-0.00000000
h4,1,150,atr_expand+mtf_volatility+adx25,697,0.02725968,16.40929742,112,0.02678571,14.98163265,0.00915082,83,0.00000000,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+mtf_volatility,697,0.02725968,16.40929742,112,0.02678571,14.98163265,0.00915082,83,0.00000000,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,0.02673797,16.09524388,33,0.06060606,33.89783550,0.01678088,33,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+atr_expand+pullback_bull+mtf_volatility,226,0.02654867,15.98129525,39,0.05128205,28.68278388,0.01417796,27,0.00000000,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+pullback_bull+mtf_volatility,229,0.02620087,15.77193331,51,0.03921569,21.93389356,0.01082108,24,0.00000000,0.00000000,0.00000000
h4,1,150,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,0.02547771,15.33661455,31,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+elliott_wave5_bull+cross_group_return_up,121,0.02479339,14.92468069,27,0.00000000,0.00000000,0.00000000,27,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+impulse_bull+cross_group_return_up,123,0.02439024,14.68200296,31,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+cross_group_return_up,125,0.02400000,14.44709091,33,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,1,150,atr_expand+pullback_bull+mtf_volatility,420,0.02380952,14.33243146,78,0.02564103,14.34139194,0.00706009,50,0.00000000,0.00000000,0.00000000
h4,1,150,rsi_up1+atr_expand+mtf_volatility,378,0.02380952,14.33243146,68,0.01470588,8.22521008,0.00260068,58,0.00000000,0.00000000,0.00000000
h4,1,150,rsi_up1+atr_expand+impulse_bull+mtf_volatility,338,0.02366864,14.24762417,58,0.01724138,9.64334975,0.00305004,50,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+horizontal_break_up+elliott_impulse_bull,128,0.02343750,14.10848722,29,0.00000000,0.00000000,0.00000000,17,0.00000000,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,0.02302632,13.86096990,57,0.03508772,19.62506266,0.00967566,35,0.00000000,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+impulse_bull+mtf_adx_rising,266,0.02255639,13.57809296,53,0.03773585,21.10619946,0.01041029,43,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull+elliott_wave5_bull,135,0.02222222,13.37693603,32,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,150,atr_expand+impulse_bull+mtf_volatility,362,0.02209945,13.30303030,63,0.01587302,8.87800454,0.00280749,62,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_wave5_bull,136,0.02205882,13.27857620,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_wave5_bull,136,0.02205882,13.27857620,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+elliott_impulse_bull+cross_group_return_up,137,0.02189781,13.18165229,33,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+pullback_bull+mtf_adx25,184,0.02173913,13.08613307,31,0.00000000,0.00000000,0.00000000,34,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+rsi_up1+superbb_bull+horizontal_break_up,138,0.02173913,13.08613307,31,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,150,rsi_up1+superbb_bull+horizontal_break_up+cross_group_return_up,139,0.02158273,12.99198823,34,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,0.02150538,12.94542196,23,0.00000000,0.00000000,0.00000000,30,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_wave5_bull,140,0.02142857,12.89918831,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,150,adx25+atr_expand+elliott_wave5_bull+mtf_adx25,140,0.02142857,12.89918831,24,0.00000000,0.00000000,0.00000000,12,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+elliott_wave5_bull,142,0.02112676,12.71750960,35,0.00000000,0.00000000,0.00000000,20,0.00000000,0.00000000,0.00000000
h4,1,150,adx_up3+atr_expand+pullback_bull+mtf_adx_rising,286,0.02097902,12.62857597,56,0.00000000,0.00000000,0.00000000,43,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+horizontal_break_up,143,0.02097902,12.62857597,34,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+horizontal_break_up+impulse_bull,143,0.02097902,12.62857597,33,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,150,ichimoku_cloud_bull+superbb_bull+horizontal_break_up+retest_up,143,0.02097902,12.62857597,32,0.00000000,0.00000000,0.00000000,18,0.00000000,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+cross_group_return_up,144,0.02083333,12.54087753,36,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,150,price20_bull+superbb_bull+horizontal_break_up+cross_group_return_up,144,0.02083333,12.54087753,36,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,150,ema20_rising+superbb_bull+horizontal_break_up+cross_group_return_up,144,0.02083333,12.54087753,36,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+impulse_bull+cross_group_return_up,144,0.02083333,12.54087753,34,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
h4,1,150,superbb_bull+horizontal_break_up+retest_up+cross_group_return_up,144,0.02083333,12.54087753,33,0.00000000,0.00000000,0.00000000,31,0.00000000,0.00000000,0.00000000
