pair,latest_completed_h4,state,direction,signal_candle,entry_candidate_h4,close,ema20,ema200,gc,dc,sma_stack_bull,di_strong_bull,strong_close_bear,source
usdjpy,2026-09-25T08:00:00+00:00,ARMED,long,2026-05-26T12:00:00+00:00,2026-05-26T16:00:00+00:00,157.59,158.02772551578806,157.47782232037483,False,False,False,False,True,dukascopy_h4_csv
