timeframe,horizon_bars,target_pips,conditions,discovery_n,discovery_hit,discovery_lift,validation_n,validation_hit,validation_lift,validation_wilson95,oos_n,oos_hit,oos_lift,oos_wilson95
d1,3,50,ichimoku_cloud_bull+adx25+atr_expand+mtf_adx25,162,0.70987654,1.42393649,14,0.57142857,1.18057520,0.32590645,37,0.59459459,1.34847327,0.43485965
d1,3,50,sma_stack_bull+adx_up3+bb_expand+close_near_high,170,0.62352941,1.25073337,28,0.53571429,1.10678925,0.35812689,39,0.58974359,1.33747174,0.43418623
h4,12,50,sma_stack_bull+volatility+breakout20_up+mtf_volatility,245,0.57142857,1.29024872,47,0.59574468,1.40155004,0.45342123,41,0.58536585,1.53540564,0.43367103
h4,12,50,adx25+horizontal_break_up+mtf_volatility+cross_group_bull,315,0.56190476,1.26874458,48,0.43750000,1.02926331,0.30701269,53,0.56603774,1.48470828,0.43265351
h4,12,50,dmi_adx_bull+horizontal_break_up+mtf_volatility+cross_group_bull,315,0.56190476,1.26874458,48,0.43750000,1.02926331,0.30701269,53,0.56603774,1.48470828,0.43265351
h4,12,50,trend_bull+dmi_adx_bull+horizontal_break_up+mtf_volatility,405,0.58518519,1.32131027,61,0.50819672,1.19558455,0.38602618,51,0.56862745,1.49150106,0.43265302
h4,12,50,trend_bull+adx25+horizontal_break_up+mtf_volatility,407,0.58230958,1.31481734,61,0.50819672,1.19558455,0.38602618,51,0.56862745,1.49150106,0.43265302
h4,12,50,trend_bull+dmi_adx_bull+breakout20_up+mtf_volatility,415,0.58072289,1.31123470,65,0.53846154,1.26678561,0.41853399,51,0.56862745,1.49150106,0.43265302
d1,5,50,sma_stack_bull+elliott_wave5_bull+cross_group_return_up,216,0.72222222,1.18604887,110,0.55454545,0.92121748,0.46138688,51,0.56862745,1.00523893,0.43265302
d1,5,50,sma_stack_bull+elliott_wave5_bull+mtf_rsi60+cross_group_return_up,214,0.71962617,1.18178557,109,0.55045872,0.91442854,0.45694216,51,0.56862745,1.00523893,0.43265302
d1,3,50,sma_stack_bull+atr_expand+mtf_adx25,188,0.64361702,1.29102697,32,0.71875000,1.48494224,0.54625491,74,0.54054054,1.22588479,0.42781346
d1,3,50,trend_bull+adx_up3+volatility+mtf_adx25,277,0.66425993,1.33243443,33,0.78787879,1.62776278,0.62248355,58,0.55172414,1.25124792,0.42452083
d1,5,50,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,0.73983740,1.21497689,65,0.50769231,0.84338448,0.38916452,30,0.60000000,1.06070039,0.42320360
h4,12,50,trend_bull+breakout20_up+mtf_volatility+cross_group_bull,442,0.57239819,1.29243806,73,0.50684932,1.19241464,0.39472241,100,0.52000000,1.36395201,0.42316578
h4,12,50,trend_bull+volatility+breakout20_up+mtf_volatility,291,0.57044674,1.28803180,55,0.58181818,1.36878653,0.45033104,50,0.56000000,1.46887139,0.42306028
d1,5,50,sma_stack_bull+elliott_wave5_bull+mtf_trend_bull+cross_group_return_up,212,0.72641509,1.19293449,110,0.55454545,0.92121748,0.46138688,50,0.56000000,0.98998703,0.42306028
d1,5,50,sma_stack_bull+rsi60+elliott_wave5_bull+cross_group_return_up,210,0.71904762,1.18083546,103,0.55339806,0.91931141,0.45719211,50,0.56000000,0.98998703,0.42306028
h4,12,50,sma_stack_bull+elliott_wave3_bull+mtf_volatility+cross_group_bull,255,0.56862745,1.28392398,37,0.54054054,1.27167668,0.38384047,48,0.56250000,1.47542885,0.42275017
d1,10,100,price200_bull+di_spread_up3+volatility+mtf_rsi60,466,0.62017167,1.30321986,74,0.66216216,1.36054764,0.54878513,98,0.52040816,1.19212828,0.42260806
d1,3,50,sma_stack_bull+adx_up3+mtf_volatility,339,0.61651917,1.23667158,80,0.41250000,0.85222772,0.31105858,98,0.52040816,1.18022683,0.42260806
d1,5,50,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_return_up,148,0.73648649,1.20947395,58,0.53448276,0.88788909,0.40800175,32,0.59375000,1.04965143,0.42260025
d1,10,100,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_return_up,202,0.61881188,1.30036241,101,0.43564356,0.89511883,0.34305972,46,0.56521739,1.29477530,0.42247434
h4,12,50,sma_stack_bull+volatility+retest_up+mtf_volatility,244,0.56967213,1.28628280,45,0.60000000,1.41156111,0.45451855,40,0.57500000,1.50821616,0.42195069
d1,10,100,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.62871287,1.32116821,99,0.42424242,0.87169286,0.33151107,40,0.57500000,1.31718487,0.42195069
d1,10,100,sma_stack_bull+elliott_wave5_bull+mtf_rsi60+cross_group_bull,201,0.62686567,1.31728653,98,0.42857143,0.88058768,0.33511579,40,0.57500000,1.31718487,0.42195069
d1,3,50,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.72000000,1.44424306,23,0.65217391,1.34739561,0.44890335,57,0.54385965,1.23341215,0.41590686
d1,3,50,trend_bull+adx_up3+volatility,341,0.64222874,1.28824222,41,0.75609756,1.56210255,0.60656664,70,0.52857143,1.19874019,0.41321887
h4,12,50,trend_bull+dmi_adx_bull+retest_up+mtf_volatility,414,0.57971014,1.30894798,65,0.53846154,1.26678561,0.41853399,49,0.55102041,1.44531806,0.41315108
h4,12,50,trend_bull+retest_up+mtf_volatility+cross_group_bull,442,0.57239819,1.29243806,73,0.50684932,1.19241464,0.39472241,98,0.51020408,1.33825746,0.41273047
h4,12,50,trend_bull+volatility+horizontal_break_up+mtf_volatility,257,0.56420233,1.27393235,49,0.55102041,1.29633163,0.41315108,45,0.55555556,1.45721368,0.41176134
h4,12,50,trend_bull+breakout20_up+mtf_volatility+cross_group_return_up,509,0.56188605,1.26870233,81,0.48148148,1.13273422,0.37599642,107,0.50467290,1.32374925,0.41143260
h4,12,50,sma_stack_bull+volatility+horizontal_break_up+mtf_volatility,227,0.56828194,1.28314383,45,0.57777778,1.35928107,0.43300789,39,0.56410256,1.47963235,0.40975692
h4,12,50,sma_stack_bull+volatility+elliott_wave3_bull+mtf_volatility,232,0.56465517,1.27495483,37,0.59459459,1.39884434,0.43485965,39,0.56410256,1.47963235,0.40975692
d1,10,100,sma_stack_bull+elliott_wave5_bull+mtf_trend_bull+cross_group_bull,199,0.63316583,1.33052559,99,0.42424242,0.87169286,0.33151107,39,0.56410256,1.29222150,0.40975692
d1,10,50,price200_bull+bb_expand+close_near_high+cross_group_bull,240,0.79583333,1.11180036,71,0.73239437,0.99777774,0.61946011,39,0.56410256,0.82585585,0.40975692
d1,10,50,sma_stack_bull+breakout20_up+close_near_high+cross_group_bull,138,0.79710145,1.11357195,55,0.63636364,0.86695024,0.50422761,37,0.56756757,0.83092867,0.40914181
d1,10,50,sma_stack_bull+breakout_up20+close_near_high+cross_group_bull,138,0.79710145,1.11357195,55,0.63636364,0.86695024,0.50422761,37,0.56756757,0.83092867,0.40914181
d1,10,50,sma_stack_bull+channel_breakout_up+close_near_high+cross_group_bull,138,0.79710145,1.11357195,55,0.63636364,0.86695024,0.50422761,37,0.56756757,0.83092867,0.40914181
d1,10,100,adx_up3+atr_expand,229,0.65502183,1.37645348,38,0.71052632,1.45992169,0.55242862,60,0.53333333,1.22173669,0.40893427
d1,5,50,sma_stack_bull+rsi60+strong_close_bull+cross_group_bull,212,0.71698113,1.17744184,84,0.53571429,0.88993492,0.42984716,50,0.54000000,0.95463035,0.40398871
h4,12,50,trend_bull+volatility+retest_up+mtf_volatility,290,0.56896552,1.28468731,53,0.58490566,1.37605014,0.45094422,48,0.54166667,1.42078334,0.40291075
h4,12,50,trend_bull+adx25+impulse_bull+mtf_volatility,707,0.56011315,1.26469924,129,0.46511628,1.09423342,0.38130031,98,0.50000000,1.31149231,0.40289183
h4,12,50,dmi_adx_bull+horizontal_break_up+mtf_trend_bull+cross_group_bull,610,0.56393443,1.27332743,131,0.45801527,1.07752757,0.37510791,87,0.50574713,1.32656694,0.40269097
h4,12,50,adx25+horizontal_break_up+mtf_trend_bull+cross_group_bull,613,0.56280587,1.27077923,133,0.45112782,1.06132414,0.36911564,87,0.50574713,1.32656694,0.40269097
h4,12,50,trend_bull+retest_up+mtf_volatility+cross_group_return_up,509,0.56188605,1.26870233,80,0.48750000,1.14689340,0.38107880,105,0.49523810,1.29900191,0.40147668
d1,5,100,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,0.50000000,1.52529377,57,0.26315789,0.80885520,0.16645787,83,0.50602410,1.84168449,0.40060395
d1,10,100,trend_bull+di_spread_up3+volatility+mtf_trend_bull,389,0.62210797,1.30728876,64,0.62500000,1.28419037,0.50250379,59,0.52542373,1.20361772,0.40039795
d1,10,100,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_return_up,177,0.62146893,1.30594588,94,0.39361702,0.80876670,0.30089893,42,0.54761905,1.25446178,0.39949119
d1,10,100,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_return_up,177,0.62146893,1.30594588,94,0.39361702,0.80876670,0.30089893,42,0.54761905,1.25446178,0.39949119
d1,10,100,sma_stack_bull+channel_breakout_up+elliott_wave5_bull+cross_group_return_up,177,0.62146893,1.30594588,94,0.39361702,0.80876670,0.30089893,42,0.54761905,1.25446178,0.39949119
d1,10,100,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_return_up,177,0.62146893,1.30594588,94,0.39361702,0.80876670,0.30089893,42,0.54761905,1.25446178,0.39949119
d1,5,100,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,0.59000000,1.79984664,23,0.39130435,1.20273251,0.22157623,57,0.52631579,1.91553650,0.39918016
h4,12,50,trend_bull+adx25+elliott_wave5_bull+mtf_volatility,372,0.56182796,1.26857116,59,0.52542373,1.23611284,0.40039795,57,0.52631579,1.38051822,0.39918016
d1,5,50,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,0.74752475,1.22760123,99,0.55555556,0.92289547,0.45742143,40,0.55000000,0.97230869,0.39829092
d1,5,50,sma_stack_bull+elliott_wave5_bull+mtf_rsi60+cross_group_bull,201,0.74626866,1.22553844,98,0.55102041,0.91536163,0.45247546,40,0.55000000,0.97230869,0.39829092
d1,10,100,sma_stack_bull+rci_bull+elliott_wave5_bull+cross_group_bull,190,0.63684211,1.33825086,90,0.43333333,0.89037199,0.33576573,36,0.55555556,1.27264239,0.39581062
d1,5,50,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,0.73880597,1.21328305,71,0.49295775,0.81890725,0.38005151,34,0.55882353,0.98790723,0.39453899
