timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
h4,bear,24,vertical_session,51403,28056,0.57053090,0.57328201,-0.00275110,0.99520113,12631,6945,0.53542871,0.53851692,-0.00308821,0.99426534,9032,4959,0.49590345,0.49344626,0.00245720,1.00497966,1.00175935
d1,bull,10,stoch_recover_up,948,14369,0.69620253,0.71709931,-0.02089678,0.97085930,229,3527,0.74672489,0.73320102,0.01352387,1.01844497,152,2574,0.68421053,0.68298368,0.00122684,1.00179630,1.00169597
h4,bull,24,superbb_squeeze,17574,61885,0.60048936,0.58708896,0.01340040,1.02282517,4532,15044,0.56575463,0.58009838,-0.01434374,0.97527360,2990,11001,0.53879599,0.53767839,0.00111759,1.00207855,1.00163362
h4,bear,6,ichimoku_tk_bear,36422,43037,0.28095656,0.29553640,-0.01457983,0.95066654,8777,10799,0.27685997,0.27956292,-0.00270295,0.99033152,5897,8094,0.23639139,0.23573017,0.00066121,1.00280497,1.00162080
d1,bull,10,stoch_cross_up,2975,12342,0.71462185,0.71609140,-0.00146955,0.99794782,730,3026,0.74657534,0.73099802,0.01557733,1.02130967,547,2179,0.68372943,0.68288206,0.00084738,1.00124088,1.00099164
d1,bear,3,fib_time_5,3066,12251,0.46901500,0.47743041,-0.00841541,0.98237353,756,3000,0.45238095,0.45333333,-0.00095238,0.99789916,543,2183,0.41252302,0.41227668,0.00024634,1.00059750,1.00047843
d1,bull,3,fib_time_zone,5417,9900,0.50987632,0.49232323,0.01755308,1.03565357,1342,2414,0.48360656,0.48425849,-0.00065193,0.99865375,959,1767,0.44108446,0.44086022,0.00022425,1.00050866,1.00032966
d1,bull,20,elliott_pullback_bull,2791,12526,0.79792189,0.79522593,0.00269596,1.00339018,735,3021,0.82312925,0.83647799,-0.01334874,0.98404174,522,2204,0.77203065,0.77177858,0.00025207,1.00032661,1.00026405
h4,bear,6,elliott_pullback_bear,14437,65022,0.28877191,0.28887146,-0.00009955,0.99965537,3767,15809,0.28510751,0.27674110,0.00836642,1.03023192,2627,11364,0.23601066,0.23600845,0.00000221,1.00000937,1.00000761
d1,bull,1,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,1,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,3,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,3,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,5,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,5,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,10,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,10,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,20,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bull,20,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,1,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,1,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,3,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,3,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,5,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,5,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,10,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,10,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,20,vertical_session,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
d1,bear,20,vertical_day_open,15317,0,,,,,3756,0,,,,,2726,0,,,,,1.00000000
h4,bull,24,rci_bull,41545,37914,0.58575039,0.59476710,-0.00901671,0.98483993,10333,9243,0.56237298,0.59288110,-0.03050812,0.94854260,7578,6413,0.53787279,0.53796975,-0.00009696,0.99981977,0.99991738
d1,bear,5,engulf_bear,1179,14138,0.59372349,0.58127034,0.01245316,1.02142404,297,3459,0.52861953,0.55044811,-0.02182858,0.96034399,219,2507,0.49771689,0.49780614,-0.00008925,0.99982072,0.99983512
d1,bull,10,strong_close_bull,2931,12386,0.71545548,0.71588891,-0.00043343,0.99939456,697,3059,0.73170732,0.73455378,-0.00284646,0.99612491,514,2212,0.68287938,0.68309222,-0.00021285,0.99968841,0.99974714
h4,bear,24,fib_time_zone,28118,51341,0.57351163,0.57040182,0.00310981,1.00545196,6930,12646,0.54069264,0.53424008,0.00645256,1.01207802,4950,9041,0.49474747,0.49518859,-0.00044111,0.99910921,0.99942419
d1,bull,5,vertical_week_open,2508,12809,0.61244019,0.60824420,0.00419599,1.00689853,624,3132,0.58493590,0.60536398,-0.02042809,0.96625487,444,2282,0.56531532,0.56573181,-0.00041650,0.99926379,0.99938362
h4,bull,1,vertical_session,51403,28056,0.05028889,0.04904477,0.00124413,1.02536715,12631,6945,0.05130235,0.05356371,-0.00226136,0.95778180,9032,4959,0.03177591,0.03186126,-0.00008535,0.99732106,0.99904883
h4,bear,12,vertical_session,51403,28056,0.42892438,0.43013972,-0.00121534,0.99717455,12631,6945,0.40741034,0.40993521,-0.00252487,0.99384082,9032,4959,0.36569973,0.36680782,-0.00110809,0.99697910,0.99892717
h4,bear,12,channel_mid_bear,37489,41970,0.42097682,0.43683584,-0.01585902,0.96369571,8970,10606,0.40423634,0.41174807,-0.00751172,0.98175651,5967,8024,0.36567790,0.36640080,-0.00072290,0.99802702,0.99886752
h4,bear,12,trendline_down,38169,41290,0.41989573,0.43809639,-0.01820066,0.95845511,9325,10251,0.40750670,0.40903327,-0.00152656,0.99626788,6258,7733,0.36561202,0.36648131,-0.00086930,0.99762799,0.99868757
h4,bear,6,nr4,22625,56834,0.27200000,0.29556252,-0.02356252,0.92027908,5385,14191,0.26555246,0.28320767,-0.01765521,0.93765986,3857,10134,0.23567540,0.23613578,-0.00046039,0.99805034,0.99858706
h4,bear,6,channel_lower,16810,62649,0.27989292,0.29125764,-0.01136472,0.96098052,3796,15780,0.28371970,0.27705957,0.00666014,1.02403864,2449,11542,0.23560637,0.23609426,-0.00048789,0.99793348,0.99829459
d1,bear,20,range_compression,12385,2932,0.78772709,0.74863574,0.03909135,1.05221678,2999,757,0.77492497,0.71862616,0.05629882,1.07834229,2151,575,0.72105997,0.72695652,-0.00589655,0.99188872,0.99827805
h4,bull,24,channel_mid_bull,41719,37740,0.58898823,0.59122946,-0.00224123,0.99620920,10602,8974,0.55555556,0.60184979,-0.04629423,0.92308009,8023,5968,0.53683161,0.53937668,-0.00254507,0.99528147,0.99798180
h4,bear,12,nr4,22625,56834,0.41387845,0.43551395,-0.02163550,0.95032191,5385,14191,0.39312906,0.41406525,-0.02093619,0.94943746,3857,10134,0.36530983,0.36639037,-0.00108054,0.99705084,0.99786212
h4,bull,24,vertical_day_open,12868,66591,0.58563879,0.59090568,-0.00526688,0.99108676,3166,16410,0.57738471,0.57666057,0.00072414,1.00125575,2258,11733,0.53675819,0.53814029,-0.00138209,0.99743172,0.99784532
h4,bear,6,vertical_session,51403,28056,0.28916600,0.28828058,0.00088542,1.00307138,12631,6945,0.27828359,0.27847372,-0.00019013,0.99931723,9032,4959,0.23549601,0.23694293,-0.00144692,0.99389339,0.99782699
h4,bull,12,engulf_bull,6251,73208,0.45896657,0.44150912,0.01745744,1.03954038,1475,18101,0.41016949,0.42627479,-0.01610530,0.96221850,1002,12989,0.38023952,0.38132266,-0.00108314,0.99715953,0.99736242
d1,bull,20,stoch_recover_up,948,14369,0.78586498,0.79636718,-0.01050220,0.98681236,229,3527,0.82096070,0.83470371,-0.01374302,0.98353546,152,2574,0.76973684,0.77195027,-0.00221343,0.99713268,0.99729213
d1,bull,20,stoch_cross_up,2975,12342,0.79764706,0.79525199,0.00239507,1.00301172,730,3026,0.85205479,0.82947786,0.02257694,1.02721825,547,2179,0.76965265,0.77237265,-0.00272000,0.99647839,0.99718304
d1,bull,3,strong_close_bull,2931,12386,0.50119413,0.49790086,0.00329328,1.00661432,697,3059,0.47919656,0.48512586,-0.00592930,0.98777781,514,2212,0.43968872,0.44122966,-0.00154094,0.99650762,0.99716426
h4,bull,24,channel_upper,20255,59204,0.60024685,0.58656510,0.01368176,1.02332521,5214,14362,0.54449559,0.58849742,-0.04400183,0.92523020,3878,10113,0.53635895,0.53851478,-0.00215584,0.99599670,0.99710311
h4,bull,24,bb_upper,17834,61625,0.58113715,0.59263286,-0.01149571,0.98060231,4615,14961,0.54127844,0.58772809,-0.04644965,0.92096744,3364,10627,0.53626635,0.53843982,-0.00217347,0.99596339,0.99693097
h4,bear,6,engulf_bear,6066,73393,0.29327399,0.28848800,0.00478598,1.01658989,1483,18093,0.30546190,0.27612889,0.02933301,1.10622942,1118,12873,0.23524150,0.23607551,-0.00083400,0.99646721,0.99674860
h4,bear,24,fib_time_5,15895,63564,0.57250708,0.57125102,0.00125606,1.00219878,3916,15660,0.53932584,0.53582375,0.00350209,1.00653590,2799,11192,0.49339050,0.49544317,-0.00205268,0.99585689,0.99668300
d1,bear,1,structure_bear_transition,4489,10828,0.23746937,0.25905061,-0.02158124,0.91669103,1177,2579,0.27697536,0.24389298,0.03308238,1.13564301,844,1882,0.21090047,0.21200850,-0.00110803,0.99477366,0.99638595
h4,bull,3,fib_time_8,9937,69522,0.16151756,0.16039527,0.00112229,1.00699703,2448,17128,0.15522876,0.16569360,-0.01046484,0.93684220,1749,12242,0.12006861,0.12056853,-0.00049992,0.99585361,0.99637007
d1,bull,20,sma200_bull,7189,8128,0.81666435,0.77718996,0.03947439,1.05079117,2245,1511,0.82227171,0.85109199,-0.02882028,0.96613729,1874,852,0.76894344,0.77816901,-0.00922558,0.98814451,0.99626417
h4,bear,24,stoch_bear,38909,40550,0.57148732,0.57151665,-0.00002933,0.99994868,9674,9902,0.54134794,0.53181176,0.00953619,1.01793151,6882,7109,0.49317059,0.49683500,-0.00366441,0.99262450,0.99623877
d1,bear,1,strong_close_bear,2129,13188,0.24612494,0.25379133,-0.00766638,0.96979257,470,3286,0.25957447,0.25349970,0.00607477,1.02396363,313,2413,0.21086262,0.21176958,-0.00090696,0.99571722,0.99620711
d1,bull,1,elliott_wave4_bull,1293,14024,0.25444702,0.25363662,0.00081040,1.00319512,371,3385,0.22641509,0.25317578,-0.02676068,0.89429999,229,2497,0.19650655,0.19743692,-0.00093037,0.99528774,0.99568189
d1,bear,20,shape_triangle_proxy,584,14733,0.77226027,0.78056065,-0.00830037,0.98936614,143,3613,0.66433566,0.76750623,-0.10317056,0.86557690,178,2548,0.71910112,0.72252747,-0.00342635,0.99525783,0.99556611
d1,bear,20,strong_close_bear,2129,13188,0.76514796,0.78268123,-0.01753327,0.97759846,470,3286,0.77234043,0.76232502,0.01001541,1.01313798,313,2413,0.71884984,0.72275176,-0.00390192,0.99460130,0.99521821
h4,bear,6,compression,10205,69254,0.25458109,0.29390360,-0.03932251,0.86620608,2300,17276,0.27217391,0.27917342,-0.00699951,0.97492775,1635,12356,0.23486239,0.23616057,-0.00129818,0.99450296,0.99514223
h4,bear,24,range_tight,4165,75294,0.55438175,0.57244933,-0.01806758,0.96843812,1420,18156,0.51760563,0.53800397,-0.02039833,0.96208516,879,13112,0.49260523,0.49519524,-0.00259001,0.99476972,0.99509671
d1,bear,1,stoch_cross_down,2979,12338,0.26686808,0.24931107,0.01755701,1.07042208,726,3030,0.26446281,0.25181518,0.01264763,1.05022584,546,2180,0.21062271,0.21192661,-0.00130389,0.99384742,0.99507367
h4,bear,12,fib_time_8,9937,69522,0.42729194,0.42964817,-0.00235623,0.99451591,2448,17128,0.41584967,0.40722793,0.00862174,1.02117179,1749,12242,0.36420812,0.36636171,-0.00215359,0.99412169,0.99485275
d1,bear,20,vertical_week_open,2508,12809,0.79306220,0.77773441,0.01532780,1.01970826,624,3132,0.77243590,0.76181354,0.01062236,1.01394352,444,2282,0.71846847,0.72304996,-0.00458149,0.99366366,0.99469022
d1,bear,1,bb_lower,3133,12184,0.24257900,0.25533487,-0.01275587,0.95004259,599,3157,0.27712855,0.24992081,0.02720774,1.10886543,494,2232,0.21052632,0.21191756,-0.00139125,0.99343496,0.99461826
h4,bear,12,fib_time_5,15895,63564,0.43019818,0.42914228,0.00105589,1.00246047,3916,15660,0.41292135,0.40715198,0.00576937,1.01417006,2799,11192,0.36405859,0.36660114,-0.00254255,0.99306453,0.99444431
h4,bull,24,fib_time_13,6117,73342,0.58656204,0.59034387,-0.00378183,0.99359386,1507,18069,0.57597877,0.57684432,-0.00086555,0.99849950,1075,12916,0.53488372,0.53816971,-0.00328599,0.99389414,0.99436064
d1,bull,20,fib_time_zone,5417,9900,0.80173528,0.79242424,0.00931104,1.01175006,1342,2414,0.83233979,0.83471417,-0.00237438,0.99715546,959,1767,0.76746611,0.77419355,-0.00672744,0.99131039,0.99435010
d1,bull,20,sma_stack_bull,4558,10759,0.81439228,0.78780556,0.02658672,1.03374782,1511,2245,0.82660490,0.83875278,-0.01214789,0.98551673,1139,1587,0.76733977,0.77504726,-0.00770749,0.99005546,0.99418642
h4,bear,24,horizontal_break_down,2555,76904,0.57612524,0.57134869,0.00477655,1.00836013,496,19080,0.45564516,0.53862683,-0.08298167,0.84593847,376,13615,0.49202128,0.49511568,-0.00309440,0.99375014,0.99391708
h4,bear,12,fib_below382,45560,33899,0.42482441,0.43544057,-0.01061617,0.97561971,10670,8906,0.39325211,0.42634179,-0.03308968,0.92238696,7454,6537,0.36383150,0.36867064,-0.00483914,0.98687407,0.99382400
h4,bear,24,elliott_impulse_bear,6002,73457,0.57014329,0.57161332,-0.00147004,0.99742826,1360,18216,0.53750000,0.53645147,0.00104853,1.00195456,921,13070,0.49185668,0.49525631,-0.00339963,0.99313561,0.99358458
h4,bear,6,fib_time_13,6117,73342,0.29916626,0.28799324,0.01117302,1.03879612,1507,18069,0.27471798,0.27865405,-0.00393607,0.98587472,1075,12916,0.23441860,0.23614122,-0.00172262,0.99270515,0.99326187
d1,bear,10,fib_time_zone,5417,9900,0.69392653,0.69535354,-0.00142701,0.99794780,1342,2414,0.66989568,0.67481359,-0.00491791,0.99271220,959,1767,0.61522419,0.62195812,-0.00673393,0.98917302,0.99295509
h4,bear,6,stoch_cross_down,15645,63814,0.29274529,0.28789921,0.00484608,1.01683255,3929,15647,0.28455078,0.27679427,0.00775650,1.02802263,2744,11247,0.23432945,0.23641860,-0.00208915,0.99116332,0.99288409
d1,bull,5,structure_bull_transition,5634,9683,0.60028399,0.61396261,-0.01367862,0.97772075,1447,2309,0.58396683,0.61325249,-0.02928566,0.95224534,1088,1638,0.56158088,0.56837607,-0.00679519,0.98804456,0.99278177
h4,bull,24,sma20_bull,41080,38379,0.58795034,0.59230308,-0.00435274,0.99265116,10352,9224,0.55863601,0.59713790,-0.03850189,0.93552262,7678,6313,0.53399323,0.54268969,-0.00869646,0.98397526,0.99270519
h4,bull,24,bb_bull,41080,38379,0.58795034,0.59230308,-0.00435274,0.99265116,10353,9223,0.55867864,0.59709422,-0.03841558,0.93566245,7678,6313,0.53399323,0.54268969,-0.00869646,0.98397526,0.99270519
h4,bull,24,vertical_session,51403,28056,0.58700854,0.59563017,-0.00862163,0.98552520,12631,6945,0.57358879,0.58257739,-0.00898860,0.98457097,9032,4959,0.53399026,0.54506957,-0.01107931,0.97967358,0.99269967
h4,bull,12,range_compression,62805,16654,0.44356341,0.44031464,0.00324877,1.00737830,15685,3891,0.43047498,0.40323824,0.02723673,1.06754502,11265,2726,0.37842876,0.39288335,-0.01445458,0.96320897,0.99261282
d1,bull,20,fib_time_5,3066,12251,0.80789302,0.79266999,0.01522303,1.01920476,756,3000,0.83730159,0.83300000,0.00430159,1.00516397,543,2183,0.76611418,0.77324782,-0.00713364,0.99077444,0.99259851
h4,bear,24,nr4,22625,56834,0.56450829,0.57428652,-0.00977823,0.98297325,5385,14191,0.52571959,0.54062434,-0.01490475,0.97243049,3857,10134,0.49131449,0.49644760,-0.00513311,0.98966032,0.99248933
h4,bull,24,nr4,22625,56834,0.58983425,0.59013971,-0.00030545,0.99948241,5385,14191,0.56100279,0.58276372,-0.02176094,0.96265907,3857,10134,0.53383459,0.53947109,-0.00563650,0.98955180,0.99241027
h4,bear,12,fib_time_zone,28118,51341,0.43121844,0.42833213,0.00288630,1.00673847,6930,12646,0.41443001,0.40495018,0.00947983,1.02340987,4950,9041,0.36323232,0.36765844,-0.00442612,0.98796132,0.99218732
d1,bull,20,channel_mid_bull,7897,7420,0.80397619,0.78692722,0.01704897,1.02166524,2180,1576,0.83302752,0.83502538,-0.00199786,0.99760743,1520,1206,0.76578947,0.77943615,-0.01364668,0.98249160,0.99217781
d1,bear,3,elliott_wave5_bear,885,14432,0.46214689,0.47657982,-0.01443293,0.96971561,172,3584,0.44186047,0.45368304,-0.01182257,0.97394090,132,2594,0.40909091,0.41249036,-0.00339945,0.99175871,0.99215464
d1,bear,10,nr7,1550,13767,0.68000000,0.69652067,-0.01652067,0.97628116,364,3392,0.68956044,0.67128538,0.01827506,1.02722398,314,2412,0.61464968,0.62023217,-0.00558249,0.99099935,0.99202785
d1,bull,20,structure_bull_transition,5634,9683,0.78718495,0.80068161,-0.01349666,0.98314354,1447,2309,0.82031790,0.84235600,-0.02203810,0.97383755,1088,1638,0.76562500,0.77594628,-0.01032128,0.98669847,0.99196471
d1,bear,1,dmi_adx_bear,2576,12741,0.28998447,0.24519269,0.04479179,1.18267995,408,3348,0.28431373,0.25059737,0.03371635,1.13454392,462,2264,0.20995671,0.21201413,-0.00205742,0.99029582,0.99192719
d1,bull,5,fib_time_zone,5417,9900,0.61639284,0.60484848,0.01154435,1.01908635,1342,2414,0.60208644,0.60190555,0.00018089,1.00030052,959,1767,0.56100104,0.56819468,-0.00719364,0.98733948,0.99175671
d1,bull,1,nr4,3717,11600,0.21818671,0.26508621,-0.04689950,0.82307832,965,2791,0.23730570,0.25510570,-0.01780000,0.93022501,695,2031,0.19568345,0.19793205,-0.00224860,0.98863954,0.99151133
d1,bull,20,stoch_bull,7840,7477,0.79604592,0.79537248,0.00067344,1.00084670,1874,1882,0.82870864,0.83900106,-0.01029242,0.98773253,1427,1299,0.76524177,0.77906082,-0.01381905,0.98226191,0.99146818
h4,bull,24,elliott_pullback_bull,14193,65266,0.58852956,0.59038397,-0.00185441,0.99685898,3753,15823,0.57287503,0.57770334,-0.00482831,0.99164223,2614,11377,0.53328233,0.53898216,-0.00569983,0.98942482,0.99138361
h4,bull,6,vertical_session,51403,28056,0.29103360,0.29505275,-0.00401915,0.98637818,12631,6945,0.27962948,0.28999280,-0.01036332,0.96426354,9032,4959,0.22829938,0.23411978,-0.00582040,0.97513921,0.99104456
h4,bull,3,superbb_squeeze,17574,61885,0.15670877,0.16162236,-0.00491359,0.96959833,4532,15044,0.14474846,0.17030045,-0.02555200,0.84995931,2990,11001,0.11939799,0.12080720,-0.00140921,0.98833508,0.99080506
d1,bull,20,strong_close_bull,2931,12386,0.79460935,0.79597933,-0.00136998,0.99827887,697,3059,0.80918221,0.83949003,-0.03030782,0.96389734,514,2212,0.76459144,0.77350814,-0.00891670,0.98847239,0.99062560
h4,bull,24,ichimoku_tk_bull,39353,40106,0.59177191,0.58836583,0.00340608,1.00578905,10018,9558,0.54541825,0.60964637,-0.06422812,0.89464692,7430,6561,0.53283984,0.54366712,-0.01082729,0.98008472,0.99056101
h4,bear,6,fib_below500,37479,41980,0.28130420,0.29559314,-0.01428894,0.95166010,8649,10927,0.27032027,0.28470761,-0.01438734,0.94946627,5955,8036,0.23375315,0.23768044,-0.00392729,0.98347660,0.99044225
h4,bear,6,fib_arc_bear,37479,41980,0.28130420,0.29559314,-0.01428894,0.95166010,8649,10927,0.27032027,0.28470761,-0.01438734,0.94946627,5955,8036,0.23375315,0.23768044,-0.00392729,0.98347660,0.99044225
h4,bear,6,fib_time_zone,28118,51341,0.29130806,0.28750901,0.00379905,1.01321367,6930,12646,0.28196248,0.27637198,0.00559051,1.02022820,4950,9041,0.23373737,0.23725252,-0.00351514,0.98518396,0.99037541
d1,bear,10,superbb_expand,3389,11928,0.70404249,0.69223675,0.01180574,1.01705448,787,2969,0.64675985,0.68002695,-0.03326710,0.95107974,603,2123,0.61359867,0.62129063,-0.00769195,0.98761940,0.99033155
h4,bull,1,horizontal_break_up,3267,76192,0.06703398,0.04911277,0.01792121,1.36489917,757,18819,0.06208719,0.05170307,0.01038412,1.20084148,635,13356,0.03149606,0.03182090,-0.00032484,0.98979157,0.99025038
h4,bear,12,sma50_bear,37893,41566,0.42551395,0.43285377,-0.00733983,0.98304317,8843,10733,0.39353161,0.42047890,-0.02694729,0.93591286,6147,7844,0.36245323,0.36894442,-0.00649119,0.98240606,0.99005918
d1,bear,10,range_compression,12385,2932,0.70149374,0.66678035,0.03471339,1.05206120,2999,757,0.68722908,0.61690885,0.07032023,1.11398803,2151,575,0.61320316,0.64347826,-0.03027510,0.95295086,0.98969320
h4,bear,1,fib_time_13,6117,73342,0.05018800,0.05451174,-0.00432374,0.92068243,1507,18069,0.06303915,0.05822126,0.00481789,1.08275134,1075,12916,0.04279070,0.04327965,-0.00048896,0.98870242,0.98956141
h4,bull,12,vertical_session,51403,28056,0.44100539,0.44632164,-0.00531625,0.98808874,12631,6945,0.42348191,0.42793377,-0.00445186,0.98959686,9032,4959,0.37721435,0.38858641,-0.01137206,0.97073480,0.98942744
d1,bear,3,superbb_expand,3389,11928,0.48627914,0.47275319,0.01352595,1.02861102,787,2969,0.45997459,0.45133041,0.00864417,1.01915265,603,2123,0.40796020,0.41356571,-0.00560551,0.98644590,0.98941237
h4,bull,12,elliott_pullback_bull,14193,65266,0.44860142,0.44163883,0.00696259,1.01576535,3753,15823,0.41966427,0.42634140,-0.00667713,0.98433853,2614,11377,0.37719969,0.38217456,-0.00497487,0.98698273,0.98938900
h4,bear,12,span_model_bear,25292,54167,0.41578365,0.43568963,-0.01990598,0.95431156,5597,13979,0.37716634,0.42077402,-0.04360768,0.89636319,3943,10048,0.36216079,0.36763535,-0.00547456,0.98510873,0.98926037
h4,bull,24,hh20,10015,69444,0.59410884,0.58946777,0.00464106,1.00787331,2615,16961,0.53613767,0.58304345,-0.04690579,0.91955010,1857,12134,0.53204093,0.53881655,-0.00677562,0.98742499,0.98907582
h4,bear,24,trendline_down,38169,41290,0.56286515,0.57948656,-0.01662141,0.97131701,9325,10251,0.52021448,0.55136084,-0.03114637,0.94351002,6258,7733,0.48961329,0.49941808,-0.00980478,0.98036758,0.98905279
d1,bear,20,fib_time_zone,5417,9900,0.77884438,0.78101010,-0.00216572,0.99722702,1342,2414,0.76005961,0.76553438,-0.00547477,0.99284843,959,1767,0.71428571,0.72665535,-0.01236963,0.98297730,0.98889937
