pair,timestamp,event,direction,state,reason,touch_candle,reference_level,signal_candle,sma_stack_bull,di_strong_bull,strong_close_bear
audusd,2025-07-20T20:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-07-20T20:00:00+00:00,0.65029,,,,
audusd,2025-07-21T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2025-07-21T12:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audusd,2025-07-30T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2025-08-01T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-08-01T12:00:00+00:00,0.64185,,,,
audusd,2025-08-06T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2025-08-06T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2025-08-08T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-08-11T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-08-11T08:00:00+00:00,0.65228,,,,
audusd,2025-08-12T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audusd,2025-08-12T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
audusd,2025-08-12T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-08-14T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-08-14T04:00:00+00:00,0.65529,,,,
audusd,2025-08-14T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audusd,2025-08-14T12:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2025-08-18T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2025-08-22T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-08-22T12:00:00+00:00,0.64208,,,,
audusd,2025-08-27T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2025-08-27T20:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2025-08-28T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-09-02T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-09-02T04:00:00+00:00,0.65431,,,,
audusd,2025-09-05T12:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.65431,2025-09-05T12:00:00+00:00,True,True,False
audusd,2025-09-26T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2025-09-29T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-09-29T00:00:00+00:00,0.65472,,,,
audusd,2025-09-29T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2025-09-29T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2025-09-30T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-10-02T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-10-02T12:00:00+00:00,0.66087,,,,
audusd,2025-10-08T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audusd,2025-10-08T04:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2025-10-10T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2025-10-15T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-10-15T00:00:00+00:00,0.64857,,,,
audusd,2025-10-15T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2025-10-22T08:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.64857,2025-10-22T08:00:00+00:00,False,False,True
audusd,2025-10-28T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-10-29T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-10-29T16:00:00+00:00,0.66156,,,,
audusd,2025-10-30T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audusd,2025-10-30T12:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2025-11-04T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2025-11-06T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2025-11-06T04:00:00+00:00,0.65051,,,,
audusd,2025-11-06T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.65051,2025-11-06T12:00:00+00:00,False,False,True
audusd,2025-11-13T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-11-13T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-11-13T16:00:00+00:00,0.65579,,,,
audusd,2025-11-14T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
audusd,2025-11-14T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-11-14T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-11-14T20:00:00+00:00,0.65386,,,,
audusd,2025-11-16T20:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
audusd,2025-11-28T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2025-12-08T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2025-12-08T12:00:00+00:00,0.66435,,,,
audusd,2025-12-10T04:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.66435,2025-12-10T04:00:00+00:00,True,True,False
audusd,2026-03-23T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2026-03-23T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-03-23T16:00:00+00:00,0.69823,,,,
audusd,2026-03-24T00:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.69823,2026-03-24T00:00:00+00:00,False,False,True
audusd,2026-04-08T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2026-04-13T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-04-13T00:00:00+00:00,0.70421,,,,
audusd,2026-04-14T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.70421,2026-04-14T20:00:00+00:00,True,True,False
audusd,2026-05-20T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2026-05-20T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-05-20T12:00:00+00:00,0.71147,,,,
audusd,2026-05-25T12:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audusd,2026-05-28T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2026-05-28T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-05-28T12:00:00+00:00,0.71172,,,,
audusd,2026-05-28T20:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2026-05-29T04:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audusd,2026-06-04T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2026-06-05T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-06-05T12:00:00+00:00,0.70577,,,,
audusd,2026-06-09T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.70577,2026-06-09T12:00:00+00:00,False,False,True
audusd,2026-07-20T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2026-07-21T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-07-21T20:00:00+00:00,0.70031,,,,
audusd,2026-07-22T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audusd,2026-07-22T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2026-07-24T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2026-07-24T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-07-24T04:00:00+00:00,0.69709,,,,
audusd,2026-07-24T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2026-07-26T20:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2026-07-27T00:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audusd,2026-07-27T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2026-07-27T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-07-27T12:00:00+00:00,0.70008,,,,
audusd,2026-07-28T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audusd,2026-07-28T04:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
audusd,2026-07-31T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audusd,2026-07-31T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-07-31T12:00:00+00:00,0.7027,,,,
audusd,2026-08-02T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.7027,2026-08-02T20:00:00+00:00,True,True,False
audusd,2026-09-17T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audusd,2026-09-17T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-09-17T12:00:00+00:00,0.71084,,,,
audusd,2026-09-18T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2026-09-21T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audusd,2026-09-22T04:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.71084,2026-09-22T04:00:00+00:00,False,False,True
nzdusd,2021-01-04T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-01-04T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-01-04T04:00:00+00:00,0.72176,,,,
nzdusd,2021-01-04T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-01-04T20:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
nzdusd,2021-01-05T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-01-05T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-01-05T12:00:00+00:00,0.72261,,,,
nzdusd,2021-01-11T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-01-11T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-01-12T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-01-12T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-01-12T16:00:00+00:00,0.71734,,,,
nzdusd,2021-01-12T20:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
nzdusd,2021-01-13T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-01-13T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-01-13T16:00:00+00:00,0.71771,,,,
nzdusd,2021-01-14T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-01-14T20:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-01-26T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-01-27T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-01-27T12:00:00+00:00,0.72159,,,,
nzdusd,2021-01-27T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-01-28T00:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
nzdusd,2021-02-04T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-02-04T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,SEARCH_TOUCH,reverse cross before touch,,,,,,
nzdusd,2021-02-08T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-02-10T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-02-10T08:00:00+00:00,0.7245,,,,
nzdusd,2021-02-12T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-02-16T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-02-17T00:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-03-05T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-03-09T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-03-09T08:00:00+00:00,0.71331,,,,
nzdusd,2021-03-10T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-03-10T20:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-04-15T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-04-18T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-04-18T20:00:00+00:00,0.71351,,,,
nzdusd,2021-04-19T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.71351,2021-04-19T20:00:00+00:00,True,True,False
nzdusd,2021-06-04T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-06-04T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-06-04T12:00:00+00:00,0.71436,,,,
nzdusd,2021-06-04T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-06-07T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-06-07T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-06-07T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-06-08T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-06-08T04:00:00+00:00,0.72234,,,,
nzdusd,2021-06-08T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-06-08T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-06-08T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-06-09T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-06-09T04:00:00+00:00,0.71935,,,,
nzdusd,2021-06-09T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.71935,2021-06-09T12:00:00+00:00,False,False,True
nzdusd,2021-08-04T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-08-06T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-08-06T12:00:00+00:00,0.70624,,,,
nzdusd,2021-08-08T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-08-09T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-08-09T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-08-10T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-08-10T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-08-10T12:00:00+00:00,0.69882,,,,
nzdusd,2021-08-11T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-08-11T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-08-11T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-08-12T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-08-12T04:00:00+00:00,0.704,,,,
nzdusd,2021-08-12T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-08-12T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-08-13T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-08-13T12:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,SEARCH_TOUCH,reverse cross before touch,,,,,,
nzdusd,2021-08-17T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-08-23T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-08-23T08:00:00+00:00,0.68429,,,,
nzdusd,2021-08-23T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-08-23T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-08-30T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-09-07T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-09-07T04:00:00+00:00,0.71473,,,,
nzdusd,2021-09-07T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-09-07T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-09-21T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-09-22T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-09-22T12:00:00+00:00,0.70031,,,,
nzdusd,2021-09-23T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-09-23T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2021-10-15T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2021-10-21T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-10-21T16:00:00+00:00,0.71716,,,,
nzdusd,2021-10-22T04:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.71716,2021-10-22T04:00:00+00:00,True,True,False
nzdusd,2021-11-11T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2021-11-15T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-11-15T04:00:00+00:00,0.70461,,,,
nzdusd,2021-11-15T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2021-11-15T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2022-01-13T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2022-01-14T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-01-14T12:00:00+00:00,0.68472,,,,
nzdusd,2022-01-14T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2022-01-14T20:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2022-01-17T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2022-01-19T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-01-19T08:00:00+00:00,0.67761,,,,
nzdusd,2022-01-20T00:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.67761,2022-01-20T00:00:00+00:00,False,False,True
nzdusd,2022-02-21T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2022-02-21T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-02-21T20:00:00+00:00,0.67043,,,,
nzdusd,2022-02-24T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2022-02-28T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2022-02-28T16:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.67043,2022-02-28T16:00:00+00:00,True,True,False
nzdusd,2022-04-11T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2022-04-12T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-04-12T12:00:00+00:00,0.68365,,,,
nzdusd,2022-04-13T08:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.68365,2022-04-13T08:00:00+00:00,False,False,True
nzdusd,2022-05-30T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2022-05-31T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-05-31T00:00:00+00:00,0.65635,,,,
nzdusd,2022-05-31T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2022-05-31T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2022-06-01T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2022-06-01T04:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2022-06-02T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2022-06-02T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,SEARCH_TOUCH,reverse cross before touch,,,,,,
nzdusd,2022-06-07T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2022-06-07T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-06-07T16:00:00+00:00,0.64667,,,,
nzdusd,2022-06-08T00:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.64667,2022-06-08T00:00:00+00:00,False,False,True
nzdusd,2022-07-28T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2022-07-29T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-07-29T08:00:00+00:00,0.63165,,,,
nzdusd,2022-08-01T12:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.63165,2022-08-01T12:00:00+00:00,True,True,False
nzdusd,2022-08-19T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2022-08-23T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-08-23T12:00:00+00:00,0.61637,,,,
nzdusd,2022-08-26T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.61637,2022-08-26T12:00:00+00:00,False,False,True
nzdusd,2022-10-27T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2022-10-28T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-10-28T08:00:00+00:00,0.58141,,,,
nzdusd,2022-10-31T00:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,0.58141,2022-10-31T00:00:00+00:00,True,True,False
nzdusd,2023-01-06T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2023-01-06T12:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,SEARCH_TOUCH,reverse cross before touch,,,,,,
nzdusd,2023-02-06T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2023-02-07T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-02-07T16:00:00+00:00,0.62853,,,,
nzdusd,2023-02-09T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2023-02-13T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2023-02-13T20:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2023-02-15T08:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,0.62853,2023-02-15T08:00:00+00:00,False,False,True
nzdusd,2023-03-23T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2023-03-24T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-03-24T00:00:00+00:00,0.62484,,,,
nzdusd,2023-03-24T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
nzdusd,2023-03-30T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2023-03-31T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-03-31T12:00:00+00:00,0.62737,,,,
nzdusd,2023-04-02T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2023-04-03T00:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2023-04-11T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2023-04-12T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-04-12T12:00:00+00:00,0.61857,,,,
nzdusd,2023-04-13T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2023-04-13T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2023-04-14T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2023-04-14T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-04-14T12:00:00+00:00,0.63096,,,,
nzdusd,2023-04-14T20:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
nzdusd,2023-05-04T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
nzdusd,2023-05-11T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-05-11T08:00:00+00:00,0.63471,,,,
nzdusd,2023-05-11T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
nzdusd,2023-05-11T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
nzdusd,2023-05-24T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
nzdusd,2023-06-01T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-06-01T12:00:00+00:00,0.6005,,,,
nzdusd,2023-06-02T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
nzdusd,2023-06-02T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
