pair,timestamp,event,direction,state,reason,touch_candle,reference_level,signal_candle,sma_stack_bull,di_strong_bull,strong_close_bear
gbpjpy,2026-08-19T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2026-08-19T00:00:00+00:00,215.972,,,,
gbpjpy,2026-08-19T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
gbpjpy,2026-08-19T12:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
gbpjpy,2026-09-02T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
gbpjpy,2026-09-10T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2026-09-10T12:00:00+00:00,207.939,,,,
gbpjpy,2026-09-15T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
gbpjpy,2026-09-15T16:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-01-04T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-01-04T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-01-04T12:00:00+00:00,79.212,,,,
audjpy,2021-01-05T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-01-05T20:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-01-06T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-01-10T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-01-10T20:00:00+00:00,80.686,,,,
audjpy,2021-01-11T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2021-01-11T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-01-28T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-01-28T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-01-28T12:00:00+00:00,79.286,,,,
audjpy,2021-01-28T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-01-29T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audjpy,2021-02-02T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-02-02T20:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-02-02T20:00:00+00:00,79.742,,,,
audjpy,2021-02-03T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-02-03T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-02-03T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-02-03T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-02-03T20:00:00+00:00,80.187,,,,
audjpy,2021-02-17T00:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,80.187,2021-02-17T00:00:00+00:00,True,True,False
audjpy,2021-03-25T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-03-26T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-03-26T00:00:00+00:00,82.828,,,,
audjpy,2021-03-26T04:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audjpy,2021-04-12T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-04-13T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-04-13T16:00:00+00:00,83.289,,,,
audjpy,2021-04-14T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-04-14T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-04-14T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-04-18T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-04-18T20:00:00+00:00,84.111,,,,
audjpy,2021-04-19T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2021-04-20T08:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,84.111,2021-04-20T08:00:00+00:00,True,True,False
audjpy,2021-04-22T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-04-23T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-04-23T12:00:00+00:00,83.179,,,,
audjpy,2021-04-23T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-04-26T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-04-26T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-04-26T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-04-29T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-04-29T16:00:00+00:00,84.671,,,,
audjpy,2021-04-29T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,84.671,2021-04-29T20:00:00+00:00,True,True,False
audjpy,2021-05-24T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-05-24T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-05-24T16:00:00+00:00,84.211,,,,
audjpy,2021-05-25T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-05-25T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-05-26T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-05-26T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-05-26T12:00:00+00:00,84.654,,,,
audjpy,2021-05-27T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,84.654,2021-05-27T20:00:00+00:00,True,True,False
audjpy,2021-06-17T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-06-21T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-06-21T16:00:00+00:00,82.959,,,,
audjpy,2021-06-22T04:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,82.959,2021-06-22T04:00:00+00:00,False,False,True
audjpy,2021-09-02T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-09-07T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-09-07T04:00:00+00:00,81.989,,,,
audjpy,2021-09-07T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2021-09-08T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2021-09-08T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-09-14T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-09-17T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-09-17T04:00:00+00:00,80.131,,,,
audjpy,2021-09-17T20:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,80.131,2021-09-17T20:00:00+00:00,False,False,True
audjpy,2021-09-28T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-09-28T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-09-28T12:00:00+00:00,80.889,,,,
audjpy,2021-09-29T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2021-09-29T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-10-01T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-10-01T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-10-01T08:00:00+00:00,80.104,,,,
audjpy,2021-10-01T12:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audjpy,2021-11-10T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-11-11T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-11-11T00:00:00+00:00,83.221,,,,
audjpy,2021-11-15T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2021-11-15T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-11-16T04:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-11-16T16:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-11-16T16:00:00+00:00,83.843,,,,
audjpy,2021-11-17T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2021-11-17T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2021-11-17T12:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2021-11-17T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2021-11-19T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2021-11-19T04:00:00+00:00,83.14,,,,
audjpy,2021-11-19T08:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,83.14,2021-11-19T08:00:00+00:00,False,False,True
audjpy,2021-12-23T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2021-12-26T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2021-12-26T20:00:00+00:00,82.75,,,,
audjpy,2021-12-27T12:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,82.75,2021-12-27T12:00:00+00:00,True,True,False
audjpy,2022-01-15T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2022-01-17T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-01-17T00:00:00+00:00,82.346,,,,
audjpy,2022-01-17T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2022-01-17T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2022-02-08T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2022-02-11T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-02-11T00:00:00+00:00,83.111,,,,
audjpy,2022-02-11T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2022-02-11T12:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,83.111,2022-02-11T12:00:00+00:00,True,True,False
audjpy,2022-05-10T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2022-05-11T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-05-11T12:00:00+00:00,90.596,,,,
audjpy,2022-05-11T20:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,90.596,2022-05-11T20:00:00+00:00,False,False,True
audjpy,2022-05-30T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2022-06-09T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-06-09T08:00:00+00:00,96.163,,,,
audjpy,2022-06-09T12:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2022-06-09T16:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2022-07-01T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2022-07-04T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-07-04T04:00:00+00:00,91.944,,,,
audjpy,2022-07-04T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2022-07-04T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2022-07-14T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2022-07-15T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-07-15T04:00:00+00:00,93.798,,,,
audjpy,2022-07-20T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,93.798,2022-07-20T20:00:00+00:00,True,True,False
audjpy,2022-08-01T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2022-08-03T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-08-03T00:00:00+00:00,91.844,,,,
audjpy,2022-08-03T08:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2022-08-03T12:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2022-08-09T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2022-08-10T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-08-10T12:00:00+00:00,94.194,,,,
audjpy,2022-08-12T16:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,94.194,2022-08-12T16:00:00+00:00,True,True,False
audjpy,2022-09-22T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2022-09-26T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-09-26T00:00:00+00:00,93.288,,,,
audjpy,2022-09-27T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,93.288,2022-09-27T12:00:00+00:00,False,False,True
audjpy,2022-10-20T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2022-10-21T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-10-21T12:00:00+00:00,95.741,,,,
audjpy,2022-11-03T16:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
audjpy,2022-11-04T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2022-11-06T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2022-11-06T20:00:00+00:00,94.69,,,,
audjpy,2022-11-09T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2022-11-10T00:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2022-11-10T16:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2022-11-11T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2022-11-11T04:00:00+00:00,93.726,,,,
audjpy,2022-11-15T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2022-11-16T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2022-11-16T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-01-09T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-01-10T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-01-10T00:00:00+00:00,91.302,,,,
audjpy,2023-01-12T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-01-12T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-01-12T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-01-16T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-01-16T00:00:00+00:00,89.155,,,,
audjpy,2023-01-17T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-01-17T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-01-23T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-01-25T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-01-25T12:00:00+00:00,91.969,,,,
audjpy,2023-01-26T04:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,91.969,2023-01-26T04:00:00+00:00,True,True,False
audjpy,2023-02-05T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-02-05T20:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-02-05T20:00:00+00:00,90.755,,,,
audjpy,2023-02-06T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audjpy,2023-02-10T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-02-12T20:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-02-12T20:00:00+00:00,90.766,,,,
audjpy,2023-02-13T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-02-13T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-02-13T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-02-15T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-02-15T04:00:00+00:00,92.373,,,,
audjpy,2023-02-15T16:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,92.373,2023-02-15T16:00:00+00:00,True,True,False
audjpy,2023-03-07T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-03-13T08:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-03-13T08:00:00+00:00,88.061,,,,
audjpy,2023-03-14T20:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-03-15T00:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-04-13T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-04-21T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-04-21T00:00:00+00:00,90.466,,,,
audjpy,2023-04-21T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-04-21T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-04-26T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-04-27T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-04-27T16:00:00+00:00,88.607,,,,
audjpy,2023-04-28T04:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-04-28T08:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-05-01T00:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-05-03T04:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-05-03T04:00:00+00:00,90.759,,,,
audjpy,2023-05-03T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-05-03T12:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-07-11T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-07-12T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-07-12T12:00:00+00:00,93.224,,,,
audjpy,2023-07-13T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-07-13T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-07-15T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-07-16T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-07-16T20:00:00+00:00,94.928,,,,
audjpy,2023-07-17T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-07-17T04:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-07-17T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-07-17T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-07-17T12:00:00+00:00,94.21,,,,
audjpy,2023-07-18T04:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,94.21,2023-07-18T04:00:00+00:00,False,False,True
audjpy,2023-07-20T08:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-07-20T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-07-20T20:00:00+00:00,94.984,,,,
audjpy,2023-07-26T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-07-27T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-07-27T20:00:00+00:00,REVERSE_CROSS_INVALIDATION,long,ARMED,reverse cross while armed,,,,,,
audjpy,2023-08-29T16:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-08-30T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-08-30T00:00:00+00:00,94.67,,,,
audjpy,2023-09-01T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-09-01T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-09-05T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-09-05T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-09-07T12:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-09-08T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-09-08T04:00:00+00:00,93.965,,,,
audjpy,2023-09-08T16:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audjpy,2023-09-11T00:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-09-11T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-09-11T04:00:00+00:00,93.909,,,,
audjpy,2023-09-11T08:00:00+00:00,REVERSE_CROSS_INVALIDATION,short,ARMED,reverse cross while armed,,,,,,
audjpy,2023-10-04T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-10-05T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-10-05T00:00:00+00:00,94.205,,,,
audjpy,2023-10-06T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-10-06T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-10-06T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-10-08T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-10-08T20:00:00+00:00,95.004,,,,
audjpy,2023-10-10T20:00:00+00:00,TRIGGERED,long,ARMED,entry conditions satisfied,,95.004,2023-10-10T20:00:00+00:00,True,True,False
audjpy,2023-10-13T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-10-16T12:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-10-16T12:00:00+00:00,94.501,,,,
audjpy,2023-10-16T16:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-10-17T00:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-10-17T04:00:00+00:00,INVALIDATED,short,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-10-17T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-10-18T12:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-10-18T12:00:00+00:00,95.336,,,,
audjpy,2023-10-18T20:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-10-19T00:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-10-19T08:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-10-19T16:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-10-19T16:00:00+00:00,94.664,,,,
audjpy,2023-10-20T04:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,94.664,2023-10-20T04:00:00+00:00,False,False,True
audjpy,2023-10-24T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-10-25T08:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-10-25T08:00:00+00:00,95.349,,,,
audjpy,2023-10-25T16:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-10-25T20:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-12-06T04:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2023-12-11T04:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2023-12-11T04:00:00+00:00,95.364,,,,
audjpy,2023-12-11T12:00:00+00:00,BREACH_TOLERATED,short,ARMED,one close through touch extreme,,,,,,
audjpy,2023-12-14T12:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,95.364,2023-12-14T12:00:00+00:00,False,False,True
audjpy,2023-12-20T12:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2023-12-20T20:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2023-12-20T20:00:00+00:00,97.027,,,,
audjpy,2023-12-25T00:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-12-28T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-12-29T08:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2023-12-29T12:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
audjpy,2023-12-29T20:00:00+00:00,DC,short,SEARCH_TOUCH,new short search,,,,,,
audjpy,2024-01-02T00:00:00+00:00,ARMED,short,ARMED,first EMA20 touch,2024-01-02T00:00:00+00:00,96.09,,,,
audjpy,2024-01-02T16:00:00+00:00,TRIGGERED,short,ARMED,entry conditions satisfied,,96.09,2024-01-02T16:00:00+00:00,False,False,True
audjpy,2024-01-04T20:00:00+00:00,GC,long,SEARCH_TOUCH,new long search,,,,,,
audjpy,2024-01-08T00:00:00+00:00,ARMED,long,ARMED,first EMA20 touch,2024-01-08T00:00:00+00:00,97.288,,,,
audjpy,2024-01-08T04:00:00+00:00,BREACH_TOLERATED,long,ARMED,one close through touch extreme,,,,,,
audjpy,2024-01-08T08:00:00+00:00,INVALIDATED,long,ARMED,two consecutive closes through touch extreme,,,,,,
