timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower,all_samples,all_hit_rate,all_lift,all_wilson95_lower
d1,bear,1,adx_up3+adx_cross25_up,170,0.31176471,1.22884714,38,0.18421053,0.73527602,0.09221765,37,0.21621622,1.09554908,0.11386512,245,0.27755102,1.12774179,0.22524242
d1,bear,1,bb_bear+adx_up3,995,0.31155779,1.22803156,193,0.28497409,1.13747364,0.22597105,234,0.28205128,1.42912973,0.22827387,1422,0.30309423,1.23152865,0.27976334
d1,bear,1,volatility+ema20_slope_down3,2369,0.31110173,1.22623397,401,0.37905237,1.51298693,0.33292728,426,0.30985915,1.57002984,0.26780896,3196,0.31946183,1.29803325,0.30352164
d1,bear,1,price20_bear+adx_up3,1000,0.31100000,1.22583299,193,0.28497409,1.13747364,0.22597105,233,0.28326180,1.43526333,0.22928526,1426,0.30294530,1.23092351,0.27965004
d1,bear,1,ema20_falling+adx_up3,1000,0.31100000,1.22583299,193,0.28497409,1.13747364,0.22597105,233,0.28326180,1.43526333,0.22928526,1426,0.30294530,1.23092351,0.27965004
d1,bear,1,volatility+bb_expand,1189,0.31034483,1.22325057,245,0.38775510,1.54772387,0.32892508,229,0.30567686,1.54883849,0.24962217,1663,0.32110643,1.30471559,0.29910057
d1,bear,1,adx25+price20_cross_down,265,0.30943396,1.21966032,47,0.27659574,1.10403147,0.16936563,55,0.21818182,1.10550862,0.12946024,367,0.29155313,1.18463500,0.24740619
d1,bear,1,volatility+price20_cross_down,314,0.30891720,1.21762345,60,0.36666667,1.46354942,0.25620917,57,0.31578947,1.60007826,0.21004288,431,0.31786543,1.29154678,0.27567862
d1,bear,1,rsi40+adx25,1463,0.30827068,1.21507513,222,0.27477477,1.09676308,0.22025999,224,0.30803571,1.56079063,0.25123705,1909,0.30434783,1.23662223,0.28411695
d1,bear,1,macd_bear+volatility,2329,0.30785745,1.21344636,449,0.32071269,1.28012421,0.27921745,435,0.31494253,1.59578686,0.27307390,3213,0.31061313,1.26207935,0.29484673
d1,bear,1,volatility+bb_bear,2323,0.30693069,1.20979347,404,0.34405941,1.37331257,0.29939946,429,0.31002331,1.57086160,0.26810569,3156,0.31210393,1.26813673,0.29617502
d1,bear,1,price200_bear+atr_expand,303,0.30693069,1.20979347,77,0.46753247,1.86615510,0.36030076,51,0.25490196,1.29156644,0.15545768,431,0.32946636,1.33868353,0.28676997
d1,bear,3,adx_up3+atr_expand,229,0.67685590,1.35770060,38,0.81578947,1.68542644,0.66581142,60,0.46666667,1.05834720,0.34627906,327,0.65443425,1.33877742,0.60136649
d1,bear,3,rsi40+atr_expand,236,0.65677966,1.31742982,50,0.76000000,1.57016502,0.62587316,70,0.47142857,1.06914666,0.35904876,356,0.63483146,1.29867596,0.58362409
d1,bear,3,bb_lower+atr_expand,275,0.63636364,1.27647745,55,0.76363636,1.57767777,0.63651634,85,0.49411765,1.12060292,0.39040835,415,0.62409639,1.27671519,0.57655821
d1,bear,3,di_spread_down3+atr_expand,342,0.62573099,1.25514951,57,0.84210526,1.73979503,0.72636823,95,0.46315789,1.05038970,0.36627643,494,0.61943320,1.26717570,0.57585204
d1,bear,3,di_strong_bear+atr_expand,320,0.62187500,1.24741480,64,0.68750000,1.42037954,0.56607664,87,0.45977011,1.04270660,0.35897094,471,0.60084926,1.22915850,0.55597795
d1,bear,3,adx25+atr_expand,323,0.61609907,1.23582890,47,0.57446809,1.18685486,0.43281919,69,0.57971014,1.31471702,0.46207405,439,0.60592255,1.23953695,0.55948272
d1,bear,3,volatility+adx_up3,853,0.61313013,1.22987352,142,0.66197183,1.36763817,0.58081488,189,0.62962963,1.42792876,0.55884176,1184,0.62162162,1.27165256,0.59364544
d1,bear,3,di_bear+atr_expand,380,0.61052632,1.22465055,78,0.70512821,1.45679953,0.59624206,97,0.47422680,1.07549274,0.37774492,555,0.60000000,1.22742117,0.55868964
d1,bear,3,adx25+breakout20_down,304,0.60855263,1.22069155,39,0.71794872,1.48328679,0.56224681,49,0.55102041,1.24965194,0.41315108,392,0.61224490,1.25247058,0.56314463
d1,bear,3,rsi_down3+atr_expand,335,0.60597015,1.21551136,59,0.79661017,1.64580187,0.67731988,91,0.51648352,1.17132618,0.41524032,485,0.61237113,1.25272882,0.56828943
d1,bear,3,volatility+atr_expand,436,0.59862385,1.20077548,112,0.71428571,1.47571900,0.62460782,96,0.46875000,1.06307196,0.37206074,644,0.59937888,1.22615055,0.56105113
d1,bear,3,atr_expand+bb_expand,313,0.59744409,1.19840900,96,0.73958333,1.52798405,0.64378945,84,0.48809524,1.10694477,0.38408354,493,0.60649087,1.24069956,0.56270314
d1,bear,3,macd_bear+atr_expand,392,0.59693878,1.19739539,96,0.70833333,1.46342134,0.61080110,99,0.48484848,1.09958151,0.38882227,587,0.59625213,1.21975415,0.55605897
d1,bear,3,price20_bear+atr_expand,404,0.59405941,1.19161969,85,0.74117647,1.53127548,0.63907725,97,0.47422680,1.07549274,0.37774492,586,0.59556314,1.21834468,0.55532908
d1,bear,3,ema20_falling+atr_expand,404,0.59405941,1.19161969,85,0.74117647,1.53127548,0.63907725,97,0.47422680,1.07549274,0.37774492,586,0.59556314,1.21834468,0.55532908
d1,bear,3,bb_bear+atr_expand,404,0.59158416,1.18665460,89,0.74157303,1.53209478,0.64197059,99,0.47474747,1.07667356,0.37917456,592,0.59459459,1.21636332,0.55455808
d1,bear,3,momentum_bear+atr_expand,268,0.58955224,1.18257879,53,0.71698113,1.48128775,0.58429714,75,0.44000000,0.99787022,0.33331457,396,0.57828283,1.18299431,0.52912047
d1,bear,3,macd_falling+atr_expand,406,0.58866995,1.18080901,76,0.77631579,1.60387355,0.67065432,104,0.47115385,1.06852361,0.37796486,586,0.59215017,1.21136276,0.55188605
d1,bear,3,macd_accel_down+atr_expand,406,0.58866995,1.18080901,76,0.77631579,1.60387355,0.67065432,104,0.47115385,1.06852361,0.37796486,586,0.59215017,1.21136276,0.55188605
d1,bear,3,di_strong_bear+price20_cross_down,216,0.58796296,1.17939087,48,0.50000000,1.03300330,0.36389331,54,0.46296296,1.04994762,0.33689901,318,0.55345912,1.13221240,0.49850470
d1,bear,3,adx_up3+di_spread_down3,573,0.58289703,1.16922916,116,0.59482759,1.22891772,0.50384123,135,0.43703704,0.99115055,0.35625432,824,0.56067961,1.14698338,0.52658863
d1,bear,3,ema20_slope_down3+atr_expand,381,0.58267717,1.16878813,86,0.72093023,1.48944662,0.61825409,89,0.46067416,1.04475687,0.36089721,556,0.58453237,1.19577902,0.54312677
d1,bear,3,di_strong_bear+volatility,1808,0.57909292,1.16159852,281,0.59430605,1.22784022,0.53599693,308,0.62662338,1.42111092,0.57135527,2397,0.58698373,1.20079376,0.56714874
d1,bear,3,adx_rising+atr_expand,401,0.57855362,1.16051673,97,0.72164948,1.49093260,0.62532365,114,0.45614035,1.03447471,0.36763142,612,0.57843137,1.18329819,0.53893825
d1,bear,3,volatility+breakout20_down,320,0.57812500,1.15965697,52,0.61538462,1.27138868,0.47959874,59,0.66101695,1.49911165,0.53372471,431,0.59396752,1.21508051,0.54697221
d1,bear,3,rsi40+volatility,1075,0.57767442,1.15875315,168,0.60714286,1.25436115,0.53168759,191,0.68586387,1.55546167,0.61692084,1434,0.59553696,1.21829112,0.56991242
d1,bear,3,bb_lower+adx_up3,835,0.57365269,1.15068600,151,0.56291391,1.16298385,0.48320908,194,0.52061856,1.18070398,0.45060414,1180,0.56355932,1.15287441,0.53510133
d1,bear,3,adx_up3+breakout20_down,250,0.57200000,1.14737087,32,0.59375000,1.22669142,0.42260025,49,0.57142857,1.29593535,0.43270493,331,0.57401813,1.17427000,0.52019741
d1,bear,3,volatility+rsi_down3,1263,0.57007126,1.14350203,234,0.61111111,1.26255959,0.54733542,229,0.51965066,1.17850889,0.45515265,1726,0.56894554,1.16389300,0.54545486
d1,bear,3,di_bear+volatility,2362,0.56985605,1.14307035,401,0.59600998,1.23136054,0.54729140,406,0.59605911,1.35179463,0.54764474,3169,0.57652256,1.17939333,0.55923684
d1,bear,3,adx25+volatility,2310,0.56969697,1.14275124,361,0.51523546,1.06447986,0.46379287,432,0.55324074,1.25468740,0.50609484,3103,0.56106993,1.14778186,0.54354429
d1,bear,3,rsi_down1+atr_expand,285,0.56842105,1.14019189,46,0.78260870,1.61687473,0.64426313,62,0.53225806,1.20710107,0.40984033,393,0.58778626,1.20243550,0.53849947
d1,bear,3,volatility+di_spread_down3,1320,0.56590909,1.13515316,244,0.66393443,1.37169291,0.60253072,249,0.49799197,1.12938944,0.43639271,1813,0.56977386,1.16558749,0.54685972
d1,bear,3,di_strong_bear+rsi_cross50_down,198,0.56565657,1.13464662,55,0.54545455,1.12691269,0.41522690,53,0.43396226,0.98417731,0.30950397,306,0.53921569,1.10307458,0.48322538
d1,bear,3,macd_bear+di_bear+volatility+bb_bear,1636,0.56418093,1.13168665,279,0.58422939,1.20702178,0.52563657,313,0.61980831,1.40565511,0.56488483,2228,0.57450628,1.17526863,0.55386553
d1,bear,3,volatility+rsi_cross50_down,266,0.56390977,1.13114275,50,0.60000000,1.23960396,0.46181438,53,0.50943396,1.15533859,0.37883529,369,0.56097561,1.14758890,0.50996993
d1,bear,3,rsi40+adx_up3,887,0.56257046,1.12845623,157,0.57961783,1.19749427,0.50140707,203,0.53694581,1.21773235,0.46830291,1247,0.56054531,1.14670863,0.53285388
d1,bear,3,volatility+bb_lower,1101,0.55858311,1.12045802,188,0.55851064,1.15388667,0.48706204,192,0.61979167,1.40561737,0.54941378,1481,0.56650912,1.15890880,0.54113060
d1,bear,3,rsi_down3+adx_up3,563,0.55772647,1.11873969,112,0.55357143,1.14368223,0.46125034,126,0.48412698,1.09794522,0.39863610,801,0.54556804,1.11606960,0.51095038
d1,bear,3,macd_bear+adx_up3,1021,0.55631734,1.11591313,195,0.56410256,1.16543962,0.49392977,237,0.54008439,1.22485028,0.47649808,1453,0.55471438,1.13478030,0.52904880
d1,bear,3,adx_cross25_up+bb_expand,162,0.55555556,1.11438508,37,0.48648649,1.00508429,0.33446404,32,0.50000000,1.13394343,0.33630883,231,0.53679654,1.09812572,0.47241665
d1,bear,3,volatility+body_expand,1344,0.55431548,1.11189761,263,0.59695817,1.23331953,0.53669283,205,0.59512195,1.34966925,0.52677525,1812,0.56512141,1.15606998,0.54218170
d1,bear,3,breakout20_down+bb_expand,473,0.55391121,1.11108669,68,0.66176471,1.36721025,0.54337239,90,0.54444444,1.23473840,0.44184634,631,0.56418384,1.15415197,0.52522103
d1,bear,3,volatility,4573,0.55324732,1.10975501,852,0.58098592,1.20032074,0.54756454,788,0.53553299,1.21452824,0.50062261,6213,0.55480444,1.13496453,0.54241650
d1,bear,3,macd_falling+volatility,2247,0.55318202,1.10962402,411,0.61070560,1.26172179,0.56274882,360,0.50277778,1.14024311,0.45137303,3018,0.55500331,1.13537136,0.53721429
d1,bear,3,volatility+macd_accel_down,2247,0.55318202,1.10962402,411,0.61070560,1.26172179,0.56274882,360,0.50277778,1.14024311,0.45137303,3018,0.55500331,1.13537136,0.53721429
d1,bear,3,price20_bear+adx_up3,1000,0.55300000,1.10925891,193,0.56476684,1.16681202,0.49423089,233,0.54506438,1.23614434,0.48091043,1426,0.55329593,1.13187857,0.52738363
d1,bear,3,ema20_falling+adx_up3,1000,0.55300000,1.10925891,193,0.56476684,1.16681202,0.49423089,233,0.54506438,1.23614434,0.48091043,1426,0.55329593,1.13187857,0.52738363
d1,bear,3,bb_bear+adx_up3,995,0.55276382,1.10878515,193,0.56476684,1.16681202,0.49423089,234,0.54273504,1.23086167,0.47872961,1422,0.55274262,1.13074665,0.52679222
d1,bear,3,di_bear+adx_up3,999,0.55255255,1.10836137,192,0.56250000,1.16212871,0.49178544,235,0.54042553,1.22562396,0.47656879,1426,0.55189341,1.12900942,0.52597720
d1,bear,3,di_strong_bear+adx_up3,999,0.55255255,1.10836137,192,0.56250000,1.16212871,0.49178544,235,0.54042553,1.22562396,0.47656879,1426,0.55189341,1.12900942,0.52597720
d1,bear,3,adx_up3+ema20_slope_down3,996,0.55120482,1.10565796,192,0.56250000,1.16212871,0.49178544,233,0.54077253,1.22641092,0.47664187,1421,0.55102041,1.12722352,0.52505620
d1,bear,3,volatility+bb_expand,1189,0.55088310,1.10501262,245,0.63265306,1.30706540,0.57067288,229,0.60262009,1.36667417,0.53804883,1663,0.57005412,1.16616082,0.54612559
d1,bear,3,volatility+di_cross_down,220,0.55000000,1.10324123,46,0.65217391,1.34739561,0.50770059,36,0.38888889,0.88195600,0.24784873,302,0.54635762,1.11768484,0.48997732
d1,bear,3,rsi40+adx25,1463,0.54955571,1.10235002,222,0.56306306,1.16329200,0.49729194,224,0.62053571,1.40730479,0.55546198,1909,0.55945521,1.14447862,0.53708773
d1,bear,3,price20_bear+volatility,2344,0.54863481,1.10050281,392,0.57653061,1.19111605,0.52710684,420,0.58333333,1.32293400,0.53563672,3156,0.55671736,1.13887780,0.53932727
d1,bear,3,ema20_falling+volatility,2344,0.54863481,1.10050281,392,0.57653061,1.19111605,0.52710684,420,0.58333333,1.32293400,0.53563672,3156,0.55671736,1.13887780,0.53932727
d1,bear,3,atr_expand,649,0.54853621,1.10030502,147,0.68707483,1.41950113,0.60816111,140,0.45714286,1.03674828,0.37686992,936,0.55662393,1.13868666,0.52463111
d1,bear,3,adx25+macd_cross_down,237,0.54852321,1.10027894,52,0.48076923,0.99327240,0.35104114,36,0.47222222,1.07094657,0.31986042,325,0.52923077,1.08264842,0.47493947
d1,bear,5,rsi40+atr_expand,236,0.79237288,1.30125179,50,0.78000000,1.29574525,0.64758450,70,0.70000000,1.23748379,0.58455683,356,0.77247191,1.28249164,0.72614930
d1,bear,5,adx_up3+atr_expand,229,0.78602620,1.29082913,38,0.81578947,1.35519914,0.66581142,60,0.60000000,1.06070039,0.47366053,327,0.75535168,1.25406788,0.70597033
d1,bear,5,bb_lower+atr_expand,275,0.76727273,1.26003177,55,0.81818182,1.35917333,0.69669540,85,0.69411765,1.22708476,0.58954205,415,0.75903614,1.26018499,0.71563430
d1,bear,5,di_strong_bear+atr_expand,320,0.74687500,1.22653419,64,0.76562500,1.27186533,0.64866742,87,0.67816092,1.19887592,0.57426109,471,0.73673036,1.22315195,0.69515679
d1,bear,5,di_spread_down3+atr_expand,342,0.74269006,1.21966159,57,0.91228070,1.51549152,0.81055123,95,0.68421053,1.20957062,0.58513468,494,0.75101215,1.24686320,0.71104067
d1,bear,5,di_bear+atr_expand,380,0.73157895,1.20141468,78,0.78205128,1.29915286,0.67839295,97,0.70103093,1.23930630,0.60369205,555,0.73333333,1.21751206,0.69503042
d1,bear,5,rsi_down3+atr_expand,335,0.72537313,1.19122336,59,0.88135593,1.46411892,0.77476360,91,0.69230769,1.22388506,0.59130503,485,0.73814433,1.22549949,0.69725485
d1,bear,5,macd_bear+atr_expand,392,0.71938776,1.18139404,96,0.79166667,1.31512605,0.69999753,99,0.70707071,1.24998362,0.61103823,587,0.72913118,1.21053545,0.69177651
d1,bear,5,atr_expand+bb_expand,313,0.71884984,1.18051067,96,0.86458333,1.43625608,0.78198861,84,0.63095238,1.11541906,0.52415240,493,0.73225152,1.21571599,0.69148008
d1,bear,5,adx25+atr_expand,323,0.71826625,1.17955229,47,0.72340426,1.20172772,0.58241436,69,0.75362319,1.33228068,0.64039337,439,0.72437358,1.20263668,0.68076523
d1,bear,5,volatility+atr_expand,436,0.71330275,1.17140112,112,0.79464286,1.32007013,0.71066347,96,0.67708333,1.19697093,0.57829831,644,0.72204969,1.19877846,0.68621094
d1,bear,5,adx_rising+atr_expand,401,0.70822943,1.16306960,97,0.80412371,1.33581984,0.71421622,114,0.62280702,1.10101941,0.53120219,612,0.70751634,1.17464956,0.67027063
d1,bear,5,adx25+breakout20_down,304,0.70723684,1.16143955,39,0.76923077,1.27785527,0.61663743,49,0.67346939,1.19058207,0.53379205,392,0.70918367,1.17741774,0.66236965
d1,bear,5,volatility+adx_up3,853,0.70457210,1.15706345,142,0.76760563,1.27515558,0.69164829,189,0.76719577,1.35627475,0.70198807,1184,0.72212838,1.19890910,0.69592583
d1,bear,5,macd_falling+atr_expand,406,0.70443350,1.15683584,76,0.85526316,1.42077330,0.75912551,104,0.68269231,1.20688666,0.58810066,586,0.72013652,1.19560213,0.68244509
d1,bear,5,macd_accel_down+atr_expand,406,0.70443350,1.15683584,76,0.85526316,1.42077330,0.75912551,104,0.68269231,1.20688666,0.58810066,586,0.72013652,1.19560213,0.68244509
d1,bear,5,price20_bear+atr_expand,404,0.70297030,1.15443294,85,0.82352941,1.36805682,0.72904397,97,0.68041237,1.20285611,0.58226633,586,0.71672355,1.18993577,0.67892156
d1,bear,5,ema20_falling+atr_expand,404,0.70297030,1.15443294,85,0.82352941,1.36805682,0.72904397,97,0.68041237,1.20285611,0.58226633,586,0.71672355,1.18993577,0.67892156
d1,bear,5,bb_bear+atr_expand,404,0.70049505,1.15036804,89,0.83146067,1.38123233,0.74037449,99,0.68686869,1.21426981,0.58998496,592,0.71790541,1.19189794,0.68033944
d1,bear,5,ema20_slope_down3+atr_expand,381,0.69816273,1.14653785,86,0.77906977,1.29419993,0.68052357,89,0.68539326,1.21166149,0.58295503,556,0.70863309,1.17650364,0.66953458
d1,bear,5,volatility+breakout20_down,320,0.69687500,1.14442311,52,0.73076923,1.21396251,0.59747780,59,0.76271186,1.34834795,0.64025109,431,0.70997680,1.17873452,0.66543131
d1,bear,5,momentum_bear+atr_expand,268,0.69402985,1.13975075,53,0.75471698,1.25374479,0.62433442,75,0.64000000,1.13141375,0.52700661,396,0.69191919,1.14875449,0.64478304
d1,bear,5,di_strong_bear+price20_cross_down,216,0.68518519,1.12522585,48,0.54166667,0.89982309,0.40291075,54,0.57407407,1.01486766,0.44162734,318,0.64465409,1.07028290,0.59060932
d1,bear,5,adx_up3+breakout20_down,250,0.68400000,1.12327951,32,0.71875000,1.19399602,0.54625491,49,0.61224490,1.08234734,0.47245999,331,0.67673716,1.12354862,0.62457100
d1,bear,5,rsi_down1+atr_expand,285,0.68070175,1.11786306,46,0.89130435,1.48064535,0.76962171,62,0.74193548,1.31161876,0.62118873,393,0.71501272,1.18709538,0.66846973
d1,bear,5,body_bear+atr_expand,190,0.67894737,1.11498197,29,0.86206897,1.43207918,0.69441006,31,0.67741935,1.19756496,0.50141009,250,0.70000000,1.16217060,0.64051846
d1,bear,5,rsi40+volatility,1075,0.67441860,1.10754474,168,0.71428571,1.18657990,0.64178188,191,0.81675393,1.44388535,0.75582973,1434,0.69804742,1.15892884,0.67378204
d1,bear,5,adx_up3+di_spread_down3,573,0.67364747,1.10627836,116,0.73275862,1.21726731,0.64571946,135,0.56296296,0.99522506,0.47869614,824,0.66383495,1.10212781,0.63088611
d1,bear,5,atr_expand,649,0.67334361,1.10577935,147,0.78911565,1.31088827,0.71623784,140,0.63571429,1.12383732,0.55336375,936,0.68589744,1.13875691,0.65545320
d1,bear,10,rsi40+atr_expand,236,0.86440678,1.20759929,50,0.80000000,1.08988030,0.66962894,70,0.75714286,1.10847015,0.64504961,356,0.83426966,1.16705669,0.79211677
d1,bear,10,bb_lower+atr_expand,275,0.84727273,1.18366257,55,0.81818182,1.11465031,0.69669540,85,0.75294118,1.10231882,0.65165447,415,0.82409639,1.15282533,0.78454016
d1,bear,10,adx_up3+atr_expand,229,0.84279476,1.17740673,38,0.86842105,1.18309375,0.72673141,60,0.65000000,0.95161117,0.52362619,327,0.81039755,1.13366208,0.76440142
d1,bear,10,di_strong_bear+atr_expand,320,0.82500000,1.15254697,64,0.81250000,1.10690968,0.70025639,87,0.74712644,1.09380594,0.64668426,471,0.80891720,1.13159122,0.77096788
d1,bear,10,di_bear+atr_expand,380,0.81578947,1.13967962,78,0.83333333,1.13529198,0.73544425,97,0.76288660,1.11687909,0.66925912,555,0.80900901,1.13171966,0.77422555
d1,bear,10,di_spread_down3+atr_expand,342,0.81578947,1.13967962,57,0.92982456,1.26674685,0.83299830,95,0.75789474,1.10957092,0.66283179,494,0.81781377,1.14403660,0.78136602
d1,bear,10,macd_bear+atr_expand,392,0.80612245,1.12617453,96,0.86458333,1.17786543,0.78198861,99,0.77777778,1.13868003,0.68638479,587,0.81090290,1.13436901,0.77724215
d1,bear,10,rsi_down3+atr_expand,335,0.80597015,1.12596176,59,0.89830508,1.22380627,0.79536186,91,0.78021978,1.14225517,0.68476076,485,0.81237113,1.13642292,0.77522032
d1,bear,10,volatility+adx_up3,853,0.80539273,1.12515510,142,0.81690141,1.11290594,0.74523413,189,0.85185185,1.24712575,0.79421606,1184,0.81418919,1.13896619,0.79103070
d1,bear,10,adx25+atr_expand,323,0.79566563,1.11156608,47,0.80851064,1.10147478,0.67455995,69,0.79710145,1.16697022,0.68775960,439,0.79726651,1.11529312,0.75715463
d1,bear,10,adx_rising+atr_expand,401,0.79551122,1.11135036,97,0.86597938,1.17976734,0.78410006,114,0.71052632,1.04022274,0.62149339,612,0.79084967,1.10631663,0.75686317
d1,bear,20,rsi40+atr_expand,236,0.91525424,1.15022556,50,0.90000000,1.07931034,0.78639769,70,0.81428571,1.05501086,0.70774422,356,0.89325843,1.11754709,0.85688100
d1,bear,20,bb_lower+atr_expand,275,0.90545455,1.13791002,55,0.90909091,1.09021247,0.80422505,85,0.80000000,1.03650190,0.70284629,415,0.88433735,1.10638601,0.84998146
d1,bear,20,di_spread_down3+atr_expand,342,0.88011696,1.10606756,57,0.98245614,1.17819453,0.90709251,95,0.81052632,1.05014008,0.72026403,494,0.87854251,1.09913614,0.84677897
d1,bear,20,adx_up3+breakout20_down,250,0.88000000,1.10592058,32,0.87500000,1.04932950,0.71931695,49,0.83673469,1.08409638,0.70963662,331,0.87311178,1.09234181,0.83292402
d1,bear,20,adx_up3+atr_expand,229,0.87772926,1.10306687,38,0.92105263,1.10455737,0.79200629,60,0.70000000,0.90693916,0.57491292,327,0.85015291,1.06361818,0.80741278
