timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower,all_samples,all_hit_rate,all_lift,all_wilson95_lower
h4,bear,3,rsi40+price20_cross_down,294,0.19387755,1.20769178,50,0.18000000,1.09499068,0.09770193,44,0.29545455,2.45178206,0.18155529,388,0.20360825,1.30311584,0.16653750
h4,bear,3,volatility+price200_cross_down,636,0.19339623,1.20469354,140,0.26428571,1.60772441,0.19824577,108,0.21296296,1.76723892,0.14630950,884,0.20701357,1.32491032,0.18160017
h4,bear,3,atr_expand+bb_expand,2638,0.19332828,1.20427028,511,0.19569472,1.19046606,0.16362035,470,0.17021277,1.41248328,0.13894242,3619,0.19066040,1.22024817,0.17819278
h4,bear,3,di_spread_down3+atr_expand,2256,0.19237589,1.19833769,408,0.23039216,1.40154036,0.19216136,408,0.18137255,1.50509095,0.14701158,3072,0.19596354,1.25418886,0.18231025
h4,bear,3,price200_bear+macd_bear+di_bear+volatility,6379,0.19219313,1.19719930,1308,0.25382263,1.54407452,0.23098233,1062,0.18549906,1.53933412,0.16326948,8749,0.20059435,1.28382658,0.19233561
h4,bear,3,trend_bear+volatility,8698,0.19188319,1.19526862,1655,0.24894260,1.51438791,0.22870779,1240,0.16693548,1.38528728,0.14721433,11593,0.19736048,1.26312940,0.19021620
h4,bear,3,price20_bear+price200_bear+macd_bear+volatility,6470,0.19180835,1.19480240,1319,0.24791509,1.50813727,0.22536654,1070,0.18504673,1.53558054,0.16291953,8859,0.19934530,1.27583249,0.19115720
h4,bear,3,adx25+rsi_cross50_down,1064,0.19172932,1.19431015,246,0.17073171,1.03860904,0.12886314,190,0.10526316,0.87350940,0.06918068,1500,0.17733333,1.13495342,0.15883567
h4,bear,3,rsi40+price200_cross_down,586,0.19112628,1.19055371,165,0.22424242,1.36412980,0.16729280,122,0.20491803,1.70047936,0.14282958,873,0.19931271,1.27562395,0.17415571
h4,bear,3,price200_bear+macd_bear+volatility,6789,0.19104434,1.19004327,1370,0.24598540,1.49639845,0.22391138,1108,0.18231047,1.51287413,0.16068676,9267,0.19812237,1.26800560,0.19013297
h4,bear,3,volatility+body_bear,4193,0.19103267,1.18997062,840,0.20000000,1.21665631,0.17434274,613,0.17618271,1.46202388,0.14806696,5646,0.19075452,1.22085051,0.18071773
h4,bear,3,price200_bear+volatility,12178,0.19091805,1.18925660,2298,0.23629243,1.43743337,0.21937297,1910,0.16858639,1.39898704,0.15246525,16386,0.19467838,1.24596370,0.18868769
h4,bear,3,ema200_falling+volatility,12178,0.19091805,1.18925660,2298,0.23629243,1.43743337,0.21937297,1910,0.16858639,1.39898704,0.15246525,16386,0.19467838,1.24596370,0.18868769
h4,bear,3,macd_falling+atr_expand,2587,0.19018168,1.18466964,479,0.20459290,1.24459622,0.17088443,433,0.17321016,1.43735669,0.14048060,3499,0.19005430,1.21636905,0.17739691
h4,bear,3,macd_accel_down+atr_expand,2587,0.19018168,1.18466964,479,0.20459290,1.24459622,0.17088443,433,0.17321016,1.43735669,0.14048060,3499,0.19005430,1.21636905,0.17739691
h4,bear,6,adx_cross25_up+atr_expand,196,0.40306122,1.37820991,38,0.23684211,0.83599370,0.12993707,38,0.23684211,1.02812842,0.12993707,272,0.35661765,1.25932034,0.30205239
h4,bear,6,breakout20_down+atr_expand+bb_expand,602,0.39867110,1.36319850,107,0.34579439,1.22056816,0.26243279,125,0.33600000,1.45857152,0.25918389,834,0.38249400,1.35069727,0.35012046
h4,bear,6,adx_up3+atr_expand,1626,0.39360394,1.34587207,337,0.37685460,1.33020296,0.32677757,330,0.26969697,1.17075095,0.22466669,2293,0.37331007,1.31826614,0.35374003
h4,bear,6,breakout20_down+atr_expand,778,0.38817481,1.32730794,150,0.34000000,1.20011540,0.26903335,144,0.30555556,1.32641259,0.23618327,1072,0.37033582,1.30776319,0.34193975
h4,bear,6,rsi40+atr_expand,1581,0.38266920,1.30848230,317,0.36908517,1.30277882,0.31782723,298,0.29194631,1.26733503,0.24323461,2196,0.36839709,1.30091696,0.34846828
h4,bear,6,rsi_cross50_down+breakout20_down,204,0.38235294,1.30740091,54,0.24074074,0.84975491,0.14644291,46,0.39130435,1.69864695,0.26393225,304,0.35855263,1.26615333,0.30671619
h4,bear,6,bb_lower+atr_expand,1846,0.37269772,1.27438629,347,0.34870317,1.23083542,0.30046562,334,0.29041916,1.26070571,0.24433693,2527,0.35852790,1.26606599,0.34005757
h4,bear,6,price20_cross_down+breakout20_down,186,0.37096774,1.26847086,38,0.28947368,1.02177008,0.17003278,31,0.45161290,1.96044559,0.29161736,255,0.36862745,1.30173044,0.31177317
h4,bear,6,di_strong_bear+atr_expand,2257,0.37084626,1.26805545,431,0.39675174,1.40043492,0.35167257,421,0.27315914,1.18578020,0.23279028,3109,0.36120939,1.27553513,0.34450540
h4,bear,6,ema20_slope_down3+atr_expand,2514,0.36953063,1.26355686,494,0.35829960,1.26470842,0.31725846,412,0.27669903,1.20114679,0.23571446,3420,0.35672515,1.25969995,0.34083947
h4,bear,6,momentum_bear+atr_expand,1730,0.36531792,1.24915210,334,0.38622754,1.36328713,0.33558721,272,0.27573529,1.19696323,0.22602935,2336,0.35787671,1.26376647,0.33868500
h4,bear,6,bb_bear+atr_expand,2608,0.36388037,1.24423660,491,0.36048880,1.27243576,0.31925362,429,0.28205128,1.22438085,0.24154844,3528,0.35345805,1.24816289,0.33785088
h4,bear,6,adx25+atr_expand,2444,0.36333879,1.24238475,473,0.33615222,1.18653369,0.29505189,347,0.21613833,0.93825360,0.17606407,3264,0.34375000,1.21388095,0.32764817
h4,bear,6,price20_bear+atr_expand,2595,0.36300578,1.24124608,493,0.36105477,1.27443349,0.31988185,429,0.27505828,1.19402430,0.23493970,3517,0.35200455,1.24303016,0.33638963
h4,bear,6,ema20_falling+atr_expand,2595,0.36300578,1.24124608,493,0.36105477,1.27443349,0.31988185,429,0.27505828,1.19402430,0.23493970,3517,0.35200455,1.24303016,0.33638963
h4,bear,6,macd_bear+atr_expand,2630,0.36273764,1.24032922,500,0.34400000,1.21423440,0.30369297,431,0.26914153,1.16833980,0.22944517,3561,0.34877843,1.23163780,0.33329584
h4,bear,6,di_bear+atr_expand,2674,0.36163052,1.23654356,506,0.38735178,1.36725539,0.34590677,458,0.27074236,1.17528896,0.23207968,3638,0.35376581,1.24924966,0.33839040
h4,bear,6,rsi40+volatility,6682,0.36126908,1.23530768,1250,0.43360000,1.53050011,0.40637222,1198,0.31218698,1.35519951,0.28658247,9130,0.36473165,1.28797325,0.35491680
h4,bear,6,adx_rising+atr_expand,3127,0.35881036,1.22690044,620,0.38064516,1.34358270,0.34327163,565,0.25132743,1.09100904,0.21732059,4312,0.34786642,1.22841722,0.33379132
h4,bear,6,momentum_bear+volatility,8704,0.35500919,1.21390289,1840,0.38532609,1.36010521,0.36334991,1478,0.28213802,1.22475740,0.25978197,12022,0.35069040,1.23838952,0.34220935
h4,bear,6,price200_cross_down+breakout20_down,355,0.35492958,1.21363066,101,0.37623762,1.32802519,0.28793112,72,0.36111111,1.56757852,0.25981680,528,0.35984848,1.27072937,0.32005781
h4,bear,6,atr_expand+bb_expand,2638,0.35443518,1.21194013,511,0.36007828,1.27098672,0.31964496,470,0.26382979,1.14528159,0.22601727,3619,0.34346505,1.21287469,0.32816714
h4,bear,6,volatility+atr_expand,2864,0.35335196,1.20823621,605,0.39504132,1.39439757,0.35686677,491,0.26476578,1.14934474,0.22767508,3960,0.34873737,1.23149281,0.33404723
h4,bear,6,di_spread_down3+atr_expand,2256,0.35239362,1.20495931,408,0.36519608,1.28905129,0.31993508,408,0.26470588,1.14908470,0.22423569,3072,0.34244792,1.20928291,0.32587371
h4,bear,6,di_strong_bear+volatility,10790,0.35041705,1.19820073,2284,0.38178634,1.34761078,0.36207644,2039,0.29965669,1.30080571,0.28016442,15113,0.34830940,1.22998152,0.34075297
h4,bear,6,adx_up3+price200_cross_down,223,0.34977578,1.19600801,49,0.22448980,0.79239312,0.13024970,58,0.37931034,1.64658115,0.26564273,330,0.33636364,1.18779756,0.28753033
h4,bear,6,volatility+bb_lower,6181,0.34751658,1.18828299,1287,0.39704740,1.40147852,0.37066043,956,0.30648536,1.33044884,0.27808328,8424,0.35042735,1.23746061,0.34030932
h4,bear,6,macd_falling+atr_expand,2587,0.34712022,1.18692767,479,0.34446764,1.21588506,0.30330151,433,0.26096998,1.13286719,0.22183585,3499,0.33609603,1.18685255,0.32063167
h4,bear,6,macd_accel_down+atr_expand,2587,0.34712022,1.18692767,479,0.34446764,1.21588506,0.30330151,433,0.26096998,1.13286719,0.22183585,3499,0.33609603,1.18685255,0.32063167
h4,bear,6,rsi40+price20_cross_down,294,0.34693878,1.18630726,50,0.28000000,0.98833033,0.17474171,44,0.45454545,1.97317575,0.31705234,388,0.35051546,1.23777176,0.30471594
h4,bear,6,di_cross_down+breakout20_down,300,0.34666667,1.18537683,81,0.34567901,1.22016090,0.25122650,34,0.32352941,1.40443686,0.19131644,415,0.34457831,1.21680596,0.30046929
h4,bear,6,adx25+volatility,13559,0.34604322,1.18324503,2791,0.35077033,1.23813199,0.33328213,2339,0.28345447,1.23047206,0.26555703,18689,0.33891594,1.19681048,0.33216342
h4,bear,6,rsi_down3+atr_expand,2211,0.34554500,1.18154146,399,0.34085213,1.20312321,0.29605826,394,0.26395939,1.14584419,0.22286619,3004,0.33422104,1.18023142,0.31757357
h4,bear,6,trend_bear+volatility+body_bear,1526,0.34534731,1.18086549,283,0.41696113,1.47176904,0.36100344,179,0.25139665,1.09130950,0.19352264,1988,0.34708249,1.22564895,0.32646956
h4,bear,6,volatility+ema20_slope_down3,12964,0.34395248,1.17609607,2778,0.36429086,1.28585608,0.34659449,2131,0.29422806,1.27724009,0.27526444,17873,0.34118503,1.20482329,0.33426916
h4,bear,6,adx25+di_cross_down,676,0.34319527,1.17350687,155,0.34193548,1.20694717,0.27189042,96,0.21875000,0.94959083,0.14776345,927,0.33009709,1.16566855,0.30058107
h4,bear,6,price20_bear+volatility,12908,0.34296560,1.17272157,2748,0.36790393,1.29860933,0.35006986,2099,0.29156741,1.26569025,0.27251933,17755,0.34074908,1.20328385,0.33381263
h4,bear,6,ema20_falling+volatility,12908,0.34296560,1.17272157,2748,0.36790393,1.29860933,0.35006986,2099,0.29156741,1.26569025,0.27251933,17755,0.34074908,1.20328385,0.33381263
h4,bear,6,rsi_cross50_down+atr_expand,493,0.34279919,1.17215254,74,0.24324324,0.85858812,0.15976498,68,0.35294118,1.53211294,0.25001977,635,0.33228346,1.17338929,0.29675206
h4,bear,6,volatility+breakout20_down,1855,0.34177898,1.16866407,346,0.40173410,1.41802142,0.35142950,272,0.34926471,1.51615343,0.29506499,2473,0.35099070,1.23944996,0.33242409
h4,bear,6,price20_bear+price200_bear+volatility,8818,0.34146065,1.16757560,1737,0.39320668,1.38792173,0.37049553,1482,0.30026991,1.30346765,0.27747374,12037,0.34385644,1.21425683,0.33542197
h4,bear,6,rsi40+rsi_cross50_down,261,0.34099617,1.16598737,49,0.24489796,0.86442886,0.14602345,45,0.40000000,1.73639466,0.27024887,355,0.33521127,1.18372821,0.28810101
h4,bear,6,atr_expand,4895,0.34075587,1.16516572,940,0.35106383,1.23916796,0.32121360,740,0.25810811,1.12044385,0.22788553,6575,0.33292776,1.17566447,0.32163723
h4,bear,6,di_bear+volatility,13851,0.34004765,1.16274405,2927,0.36863683,1.30119628,0.35134226,2415,0.28778468,1.24926945,0.27007659,19193,0.33783150,1.19298101,0.33117324
h4,bear,6,volatility+bb_bear,12893,0.33987435,1.16215148,2770,0.35776173,1.26280990,0.34011938,2066,0.28896418,1.25438966,0.26982439,17729,0.33673642,1.18911396,0.32981590
h4,bear,6,macd_bear+di_bear+volatility+bb_bear,9496,0.33972199,1.16163050,2103,0.35901094,1.26721927,0.33878256,1616,0.28341584,1.23030439,0.26197735,13215,0.33590617,1.18618210,0.32790224
h4,bear,6,body_bear+adx_up3,2018,0.33647175,1.15051679,426,0.24647887,0.87000909,0.20794064,402,0.30099502,1.30661539,0.25821278,2846,0.31799016,1.12291549,0.30113596
h4,bear,6,trend_bear+volatility,8698,0.33628420,1.14987548,1655,0.39939577,1.40976769,0.37605857,1240,0.27903226,1.21127531,0.25477946,11593,0.33917019,1.19770831,0.33060678
h4,bear,6,price200_bear+volatility+bb_bear,8515,0.33611274,1.14928920,1676,0.39260143,1.38578536,0.36949360,1407,0.30063966,1.30507275,0.27724963,11598,0.33997241,1.20054118,0.33140562
h4,bear,6,volatility+rsi_cross45_down,1440,0.33611111,1.14928362,330,0.33939394,1.19797616,0.29041570,202,0.36138614,1.56877241,0.29829441,1972,0.33924949,1.19798835,0.31868354
h4,bear,6,volatility+body_bear,4193,0.33532077,1.14658117,840,0.34523810,1.21860457,0.31385604,613,0.26916803,1.16845481,0.23557494,5646,0.32961389,1.16396223,0.31747188
h4,bear,6,rsi_cross45_down+breakout20_down,567,0.33509700,1.14581602,144,0.26388889,0.93146211,0.19871473,102,0.35294118,1.53211294,0.26707997,813,0.32472325,1.14669197,0.29342427
h4,bear,6,macd_bear+volatility,12688,0.33354351,1.14050406,2834,0.32674665,1.15333436,0.30972323,2011,0.26603680,1.15486219,0.24718312,17533,0.32470199,1.14661690,0.31780981
h4,bear,6,price200_bear+atr_expand,2286,0.33333333,1.13978541,486,0.35596708,1.25647521,0.31468027,365,0.26575342,1.15363207,0.22304663,3137,0.32897673,1.16171224,0.31275310
h4,bear,6,ema200_falling+atr_expand,2286,0.33333333,1.13978541,486,0.35596708,1.25647521,0.31468027,365,0.26575342,1.15363207,0.22304663,3137,0.32897673,1.16171224,0.31275310
h4,bear,6,trend_bear+price20_bear+macd_bear+volatility,3972,0.33282981,1.13806368,802,0.40274314,1.42158308,0.36934118,553,0.27486438,1.19318259,0.23930402,5327,0.33733809,1.19123863,0.32476280
h4,bear,6,price20_bear+price200_bear+macd_bear+volatility,6470,0.33214838,1.13573362,1319,0.38514026,1.35944928,0.35924812,1070,0.29065421,1.26172603,0.26423493,8859,0.33502653,1.18307583,0.32527117
h4,bear,6,price200_bear+macd_bear+volatility,6789,0.33156577,1.13374147,1370,0.38248175,1.35006541,0.35710962,1108,0.28700361,1.24587884,0.26113961,9267,0.33376497,1.17862092,0.32423468
h4,bear,6,price20_cross_down+atr_expand,531,0.33145009,1.13334594,80,0.23750000,0.83831590,0.15764673,69,0.33333333,1.44699555,0.23351051,680,0.32058824,1.13209004,0.28660229
h4,bear,6,price200_bear+macd_bear+di_bear+volatility,6379,0.33139991,1.13317433,1308,0.39220183,1.38437489,0.36609506,1062,0.28719397,1.24670521,0.26078730,8749,0.33512401,1.18342009,0.32530724
h4,bear,12,adx_cross25_up+atr_expand,196,0.51530612,1.16352787,38,0.36842105,0.86674805,0.23384219,38,0.26315789,0.69025911,0.14971621,272,0.45955882,1.06338483,0.40130771
h4,bear,12,adx_up3+atr_expand,1626,0.51414514,1.16090645,337,0.53709199,1.26356361,0.48373721,330,0.40303030,1.05714229,0.35151767,2293,0.50152638,1.16049464,0.48107584
h4,bear,12,rsi40+volatility,6682,0.51107453,1.15397320,1250,0.56080000,1.31933912,0.53314288,1198,0.42821369,1.12319792,0.40046710,9130,0.50700986,1.17318299,0.49675396
h4,bear,12,rsi40+atr_expand,1581,0.50727388,1.14539158,317,0.53312303,1.25422622,0.47813441,298,0.41946309,1.10024523,0.36480873,2196,0.49908925,1.15485530,0.47819684
h4,bear,12,breakout20_down+atr_expand+bb_expand,602,0.50664452,1.14397053,107,0.54205607,1.27524212,0.44783466,125,0.47200000,1.23804874,0.38663060,834,0.50599520,1.17083515,0.47211402
h4,bear,12,bb_lower+atr_expand,1846,0.50595883,1.14242229,347,0.50720461,1.19325051,0.45481171,334,0.41916168,1.09945463,0.36745777,2527,0.49465770,1.14460101,0.47518707
h4,bear,12,breakout20_down+atr_expand,778,0.50385604,1.13767433,150,0.52000000,1.22335296,0.44055237,144,0.42361111,1.11112543,0.34592021,1072,0.49533582,1.14617014,0.46547629
h4,bear,12,momentum_bear+atr_expand,1730,0.50346821,1.13679862,334,0.51497006,1.21151952,0.46150697,272,0.42279412,1.10898247,0.36556214,2336,0.49571918,1.14705720,0.47546763
h4,bear,12,di_strong_bear+atr_expand,2257,0.50155073,1.13246908,431,0.54524362,1.28274115,0.49803991,421,0.42755344,1.12146611,0.38116070,3109,0.49758765,1.15138070,0.48002618
h4,bear,12,macd_bear+atr_expand,2630,0.50114068,1.13154323,500,0.48000000,1.12924889,0.43652843,431,0.41531323,1.08936020,0.36973920,3561,0.48778433,1.12869655,0.47138901
h4,bear,12,ema20_slope_down3+atr_expand,2514,0.50000000,1.12896763,494,0.50202429,1.18106328,0.45808799,412,0.41990291,1.10139888,0.37320096,3420,0.49064327,1.13531194,0.47390877
h4,bear,12,trend_bear+price200_cross_down,160,0.50000000,1.12896763,28,0.39285714,0.92423644,0.23565687,27,0.37037037,0.97147579,0.21532513,215,0.46976744,1.08700681,0.40417218
h4,bear,12,momentum_bear+volatility,8704,0.49850643,1.12559526,1840,0.50869565,1.19675833,0.48585884,1478,0.41610284,1.09143136,0.39122274,12022,0.48993512,1.13367332,0.48100379
h4,bear,12,price20_bear+atr_expand,2595,0.49749518,1.12331192,493,0.50912779,1.19777498,0.46509927,429,0.42657343,1.11889554,0.38062766,3517,0.49047484,1.13492218,0.47397260
h4,bear,12,ema20_falling+atr_expand,2595,0.49749518,1.12331192,493,0.50912779,1.19777498,0.46509927,429,0.42657343,1.11889554,0.38062766,3517,0.49047484,1.13492218,0.47397260
h4,bear,12,trend_bear+volatility+body_bear,1526,0.49737877,1.12304906,283,0.50530035,1.18877055,0.44737009,179,0.34636872,0.90851981,0.28055317,1988,0.48490946,1.12204431,0.46299065
h4,bear,12,bb_bear+atr_expand,2608,0.49654908,1.12117568,491,0.50916497,1.19786245,0.46504720,429,0.43356643,1.13723809,0.38746638,3528,0.49064626,1.13531884,0.47416943
h4,bear,12,volatility+breakout20_down,1855,0.49649596,1.12105573,346,0.52601156,1.23749577,0.47340200,272,0.46323529,1.21505906,0.40489985,2473,0.49696725,1.14994513,0.47728126
h4,bear,12,rsi_cross50_down+breakout20_down,204,0.49509804,1.11789932,54,0.42592593,1.00203412,0.30331824,46,0.45652174,1.19744950,0.32154734,304,0.47697368,1.10368152,0.42146551
h4,bear,12,volatility+bb_lower,6181,0.49490374,1.11746060,1287,0.52059052,1.22474222,0.49327625,956,0.43514644,1.14138243,0.40404074,8424,0.49204653,1.13855897,0.48137670
h4,bear,12,di_bear+atr_expand,2674,0.49439043,1.11630158,506,0.52173913,1.22744444,0.47821499,458,0.42576419,1.11677293,0.38128213,3638,0.48955470,1.13279306,0.47333032
h4,bear,12,adx_up3+price200_cross_down,223,0.49327354,1.11377973,49,0.34693878,0.81620881,0.22924393,58,0.50000000,1.31149231,0.37538273,330,0.47272727,1.09385564,0.41948506
h4,bear,12,di_strong_bear+volatility,10790,0.49295644,1.11306373,2284,0.50481611,1.18763132,0.48432071,2039,0.43599804,1.14361615,0.41461435,15113,0.48706412,1.12703003,0.47909953
h4,bear,12,adx25+volatility,13559,0.49067040,1.10790201,2791,0.47689000,1.12193231,0.45840455,2339,0.42283027,1.10907730,0.40295265,18689,0.48012200,1.11096648,0.47296404
h4,bear,12,volatility+ema20_slope_down3,12964,0.48943227,1.10510639,2778,0.48920086,1.15089486,0.47063984,2131,0.43735336,1.14717113,0.41642318,17873,0.48318693,1.11805851,0.47586521
h4,bear,12,adx25+atr_expand,2444,0.48854337,1.10309931,473,0.43974630,1.03454796,0.39567836,347,0.35446686,0.92976112,0.30598087,3264,0.46721814,1.08110791,0.45015048
h4,bear,12,di_spread_down3+atr_expand,2256,0.48803191,1.10194447,408,0.52205882,1.22819655,0.47361011,408,0.40441176,1.06076584,0.35789611,3072,0.48144531,1.11402854,0.46381066
h4,bear,12,price20_bear+volatility,12908,0.48744964,1.10062974,2748,0.48981077,1.15232973,0.47114760,2099,0.43211053,1.13341927,0.41106159,17755,0.48127288,1.11362954,0.47392831
h4,bear,12,ema20_falling+volatility,12908,0.48744964,1.10062974,2748,0.48981077,1.15232973,0.47114760,2099,0.43211053,1.13341927,0.41106159,17755,0.48127288,1.11362954,0.47392831
h4,bear,24,volatility+breakout20_down,1855,0.65498652,1.11004744,346,0.68786127,1.19259342,0.63719934,272,0.55882353,1.03886527,0.49940344,2473,0.64900930,1.11647933,0.62998048
h4,bear,24,rsi40+volatility,6682,0.65354684,1.10760752,1250,0.68880000,1.19422095,0.66258831,1198,0.54757930,1.01796199,0.51928712,9130,0.64446878,1.10866836,0.63459123
d1,bull,1,adx_up3+atr_expand,229,0.42794760,1.68679191,38,0.60526316,2.41590693,0.44717868,60,0.21666667,1.09783147,0.13123044,327,0.40978593,1.66503701,0.35782972
d1,bull,1,volatility+atr_expand,436,0.38761468,1.52781627,112,0.50000000,1.99574920,0.40894871,96,0.28125000,1.42506970,0.20107411,644,0.39130435,1.58994287,0.35436210
d1,bull,1,adx25+atr_expand,323,0.37461300,1.47656906,47,0.36170213,1.44373347,0.23966213,69,0.28985507,1.46867087,0.19616058,439,0.35990888,1.46237722,0.31640414
d1,bull,1,atr_expand+bb_expand,313,0.35463259,1.39781455,96,0.52083333,2.07890542,0.42203768,84,0.25000000,1.26672862,0.16972313,493,0.36916836,1.50000019,0.32773443
d1,bull,1,volatility+adx_up3,853,0.35052755,1.38163419,142,0.36619718,1.46167547,0.29145378,189,0.29100529,1.47449893,0.23092437,1184,0.34290541,1.39328890,0.31641450
d1,bull,1,volatility+rsi_cross55_up,262,0.34732824,1.36902386,62,0.32258065,1.28758013,0.21954491,39,0.25641026,1.29920885,0.14568781,363,0.33333333,1.35439578,0.28680758
d1,bull,1,adx_rising+atr_expand,401,0.34413965,1.35645575,97,0.44329897,1.76942713,0.34847593,114,0.26315789,1.33339855,0.19099960,612,0.34477124,1.40087014,0.30818864
d1,bull,1,trend_bull+atr_expand,305,0.33770492,1.33109270,59,0.44067797,1.75896540,0.32150212,84,0.27380952,1.38736945,0.18992826,448,0.33928571,1.37858141,0.29697462
d1,bull,1,volatility+rsi_cross50_up,261,0.33716475,1.32896358,56,0.50000000,1.99574920,0.37331739,55,0.32727273,1.65826293,0.21813066,372,0.36021505,1.46362124,0.31308903
d1,bull,1,price200_bull+atr_expand,346,0.33526012,1.32145630,70,0.42857143,1.71064217,0.31935309,89,0.23595506,1.19556410,0.15982439,505,0.33069307,1.34366789,0.29107397
d1,bull,1,ema200_rising+atr_expand,346,0.33526012,1.32145630,70,0.42857143,1.71064217,0.31935309,89,0.23595506,1.19556410,0.15982439,505,0.33069307,1.34366789,0.29107397
d1,bull,1,adx_cross25_up+bb_expand,162,0.33333333,1.31386173,37,0.24324324,0.97090502,0.13361353,32,0.31250000,1.58341078,0.17952542,231,0.31601732,1.28403755,0.25948884
d1,bull,1,price200_bull+macd_bull+volatility,1234,0.33144246,1.30640870,193,0.37823834,1.50973774,0.31282678,236,0.24576271,1.24525865,0.19519516,1663,0.32471437,1.31937532,0.30263476
d1,bull,1,trend_bull+price20_bull+macd_bull+volatility,816,0.32965686,1.29937060,118,0.37288136,1.48835534,0.29093179,141,0.24113475,1.22180917,0.17799796,1075,0.32279070,1.31155907,0.29551539
d1,bull,1,price200_bull+volatility,2538,0.32939322,1.29833145,424,0.29952830,1.19556674,0.25788786,504,0.27182540,1.37731604,0.23481862,3466,0.31736872,1.28952858,0.30208256
d1,bull,1,ema200_rising+volatility,2538,0.32939322,1.29833145,424,0.29952830,1.19556674,0.25788786,504,0.27182540,1.37731604,0.23481862,3466,0.31736872,1.28952858,0.30208256
d1,bull,1,trend_bull+volatility,2009,0.32702837,1.28901018,327,0.29663609,1.18402246,0.24972094,379,0.26649077,1.35028592,0.22448424,2715,0.31491713,1.27956728,0.29771741
d1,bull,1,price20_bull+price200_bull+macd_bull+volatility,1150,0.32695652,1.28872698,185,0.36216216,1.44556969,0.29635899,211,0.24170616,1.22470445,0.18889171,1546,0.31953428,1.29832764,0.29676241
d1,bull,1,atr_expand,649,0.32203390,1.26932404,147,0.44897959,1.79210133,0.37089308,140,0.24285714,1.23053638,0.17931259,936,0.33012821,1.34137274,0.30074974
d1,bull,1,adx25+volatility,2310,0.31991342,1.26096599,361,0.27977839,1.11673501,0.23597751,432,0.28240741,1.43093419,0.24201870,3103,0.31002256,1.25967973,0.29399269
d1,bull,1,adx_rising+price20_cross_up,172,0.31976744,1.26039061,41,0.36585366,1.46030429,0.23589831,21,0.14285714,0.72384493,0.04981012,234,0.31196581,1.26757553,0.25604522
d1,bull,1,price200_bull+volatility+bb_bull,1574,0.31829733,1.25459604,277,0.33574007,1.34010596,0.28270954,293,0.24573379,1.24511210,0.19993817,2144,0.31063433,1.26216547,0.29139983
d1,bull,1,price20_bull+price200_bull+volatility,1649,0.31534263,1.24294984,300,0.31333333,1.25066950,0.26348440,310,0.24838710,1.25855618,0.20356483,2259,0.30588756,1.24287846,0.28722896
d1,bull,1,price200_bull+macd_bull+di_bull+volatility,1097,0.31358250,1.23601212,186,0.37096774,1.48071715,0.30481326,206,0.24757282,1.25443029,0.19361491,1489,0.31161854,1.26616449,0.28860372
d1,bull,1,adx_up3+adx_cross25_up,170,0.31176471,1.22884714,38,0.18421053,0.73527602,0.09221765,37,0.21621622,1.09554908,0.11386512,245,0.27755102,1.12774179,0.22524242
d1,bull,1,trend_bull+breakout20_up,649,0.31124807,1.22681079,172,0.27325581,1.09070015,0.21215705,138,0.18115942,0.91791929,0.12582545,959,0.28571429,1.16091066,0.25802176
d1,bull,1,volatility+bb_expand,1189,0.31034483,1.22325057,245,0.38775510,1.54772387,0.32892508,229,0.30567686,1.54883849,0.24962217,1663,0.32110643,1.30471559,0.29910057
d1,bull,1,volatility,4573,0.30658211,1.20841951,852,0.34272300,1.36797833,0.31162330,788,0.27791878,1.40819070,0.24777568,6213,0.30790278,1.25106669,0.29654585
d1,bull,1,volatility+bb_bull,2250,0.30622222,1.20700097,448,0.34151786,1.36316798,0.29911909,359,0.23955432,1.21380124,0.19830892,3057,0.30356559,1.23344385,0.28752127
d1,bull,1,adx_cross25_up,262,0.30534351,1.20353746,54,0.22222222,0.88699965,0.13195417,55,0.23636364,1.19763434,0.14366656,371,0.28301887,1.14995868,0.23958615
d1,bull,1,adx25+adx_cross25_up,262,0.30534351,1.20353746,54,0.22222222,0.88699965,0.13195417,55,0.23636364,1.19763434,0.14366656,371,0.28301887,1.14995868,0.23958615
d1,bull,1,adx_rising+adx_cross25_up,262,0.30534351,1.20353746,54,0.22222222,0.88699965,0.13195417,55,0.23636364,1.19763434,0.14366656,371,0.28301887,1.14995868,0.23958615
d1,bull,1,macd_bull+volatility,2244,0.30525847,1.20320225,403,0.36724566,1.46586046,0.32164081,353,0.23229462,1.17701697,0.19126638,3000,0.30500000,1.23927213,0.28878286
d1,bull,1,volatility+body_expand,1344,0.30505952,1.20241810,263,0.37262357,1.48732640,0.31641593,205,0.31219512,1.58186599,0.25270764,1812,0.31567329,1.28263971,0.29468204
d1,bull,1,volatility+body_bull,992,0.30443548,1.19995839,179,0.34078212,1.36023130,0.27534477,185,0.31891892,1.61593489,0.25602849,1356,0.31120944,1.26450225,0.28712912
d1,bull,1,price200_bull+adx_cross25_up,162,0.30246914,1.19220786,36,0.27777778,1.10874956,0.15848338,36,0.25000000,1.26672862,0.13750478,234,0.29059829,1.18075529,0.23617857
d1,bull,1,ema200_rising+adx_cross25_up,162,0.30246914,1.19220786,36,0.27777778,1.10874956,0.15848338,36,0.25000000,1.26672862,0.13750478,234,0.29059829,1.18075529,0.23617857
