timeframe,direction,horizon_bars,conditions,discovery_samples,discovery_hit_rate,discovery_lift,validation_samples,validation_hit_rate,validation_lift,validation_wilson95_lower,oos_samples,oos_hit_rate,oos_lift,oos_wilson95_lower
d1,bull,1,volatility+distance_high_ok,2395,0.30020877,1.18329843,507,0.34122288,1.36199058,0.30128519,417,0.26139089,1.32444528,0.22153256
d1,bull,1,volatility+mtf_bb_bull,2312,0.30017301,1.18315749,449,0.33184855,1.32457297,0.28988223,402,0.23880597,1.21000943,0.19972453
d1,bull,1,adx_cross25_up+mtf_adx25,190,0.30000000,1.18247555,42,0.26190476,1.04539244,0.15302640,41,0.24390244,1.23583280,0.13825003
d1,bull,1,adx_rising+volatility,2194,0.29990884,1.18211625,401,0.33416459,1.33381742,0.28976295,387,0.29457364,1.49257946,0.25135470
d1,bull,1,volatility+mtf_price20_bull,2301,0.29986962,1.18196166,443,0.31828442,1.27043177,0.27662863,398,0.23115578,1.17124657,0.19242728
d1,bull,1,volatility+mtf_ema20_rising,2301,0.29986962,1.18196166,443,0.31828442,1.27043177,0.27662863,398,0.23115578,1.17124657,0.19242728
d1,bull,1,breakout20_up+mtf_trend_bull+close_near_high,624,0.29967949,1.18121222,144,0.27777778,1.10874956,0.21112190,110,0.16363636,0.82913146,0.10608808
d1,bull,1,mtf_macd_rising+mtf_volatility,2304,0.29947917,1.18042264,501,0.28942116,1.15522409,0.25143238,404,0.24257426,1.22910302,0.20332821
d1,bull,1,macd_rising+volatility,2326,0.29879622,1.17773074,441,0.33333333,1.33049947,0.29094239,428,0.27336449,1.38511448,0.23329680
d1,bull,1,volatility+macd_accel_up,2326,0.29879622,1.17773074,441,0.33333333,1.33049947,0.29094239,428,0.27336449,1.38511448,0.23329680
d1,bull,1,price20_bull+volatility,2229,0.29878869,1.17770109,460,0.32826087,1.31025274,0.28692556,368,0.24184783,1.22542226,0.20091017
d1,bull,1,ema20_rising+volatility,2229,0.29878869,1.17770109,460,0.32826087,1.31025274,0.28692556,368,0.24184783,1.22542226,0.20091017
d1,bull,1,atr_expand+mtf_macd_bull,258,0.29844961,1.17636457,73,0.46575342,1.85905405,0.35592042,41,0.14634146,0.74149968,0.06884248
d1,bull,1,volatility+mtf_trend_bull,1629,0.29834254,1.17594254,306,0.30392157,1.21310246,0.25508097,249,0.24899598,1.26164136,0.19937155
d1,bull,1,volatility+mtf_di_bull,2092,0.29827916,1.17569271,397,0.33249370,1.32714808,0.28795193,328,0.24695122,1.25128071,0.20339011
d1,bull,1,breakout20_up+mtf_macd_rising,535,0.29719626,1.17142438,130,0.28461538,1.13604185,0.21410225,101,0.15841584,0.80267952,0.09992757
d1,bull,1,mtf_macd_rising+structure_breakout20_up,535,0.29719626,1.17142438,130,0.28461538,1.13604185,0.21410225,101,0.15841584,0.80267952,0.09992757
d1,bull,1,atr_expand+range_expand,498,0.29718876,1.17139479,100,0.35000000,1.39702444,0.26364248,103,0.24271845,1.22983362,0.17015037
d1,bull,1,volatility+di_spread_up3,1401,0.29693076,1.17037790,257,0.32295720,1.28908314,0.26875801,252,0.25396825,1.28683543,0.20419735
d1,bull,1,breakout20_up+mtf_di_strong_bull+close_near_high,657,0.29680365,1.16987688,144,0.29166667,1.16418704,0.22361258,106,0.15094340,0.76481728,0.09509859
d1,bull,1,volatility+pullback_bull,1813,0.29619415,1.16747448,356,0.36235955,1.44635757,0.31414221,305,0.28196721,1.42870376,0.23442351
d1,bull,1,bb_expand+mtf_di_strong_bull+structure_breakout20_up,575,0.29565217,1.16533823,145,0.24137931,0.96346513,0.17898463,89,0.13483146,0.68317948,0.07884271
d1,bull,1,atr_expand+mtf_adx_rising,359,0.29526462,1.16381067,79,0.46835443,1.86943596,0.36235784,98,0.28571429,1.44768986,0.20568761
d1,bull,1,bb_expand+mtf_trend_bull+structure_breakout20_up,553,0.29475588,1.16180540,147,0.22448980,0.89605066,0.16455201,84,0.13095238,0.66352452,0.07472221
d1,bull,1,adx_up3+mtf_macd_rising,1140,0.29385965,1.15827284,239,0.23849372,0.95194732,0.18887140,241,0.19917012,1.00917799,0.15364276
d1,bull,3,adx_up3+atr_expand,229,0.67685590,1.35770060,38,0.81578947,1.68542644,0.66581142,60,0.46666667,1.05834720,0.34627906
d1,bull,3,adx25+atr_expand,323,0.61609907,1.23582890,47,0.57446809,1.18685486,0.43281919,69,0.57971014,1.31471702,0.46207405
d1,bull,3,volatility+adx_up3,853,0.61313013,1.22987352,142,0.66197183,1.36763817,0.58081488,189,0.62962963,1.42792876,0.55884176
d1,bull,3,trend_bull+atr_expand,305,0.60000000,1.20353588,59,0.64406780,1.33064832,0.51655496,84,0.54761905,1.24193804,0.44143037
d1,bull,3,volatility+atr_expand,436,0.59862385,1.20077548,112,0.71428571,1.47571900,0.62460782,96,0.46875000,1.06307196,0.37206074
d1,bull,3,atr_expand+bb_expand,313,0.59744409,1.19840900,96,0.73958333,1.52798405,0.64378945,84,0.48809524,1.10694477,0.38408354
d1,bull,3,price200_bull+atr_expand,346,0.59248555,1.18846270,70,0.68571429,1.41669024,0.56972862,89,0.50561798,1.14668437,0.40368555
d1,bull,3,ema200_rising+atr_expand,346,0.59248555,1.18846270,70,0.68571429,1.41669024,0.56972862,89,0.50561798,1.14668437,0.40368555
d1,bull,3,trend_bull+volatility,2009,0.58387257,1.17118599,327,0.56574924,1.16884165,0.51157062,379,0.48284960,1.09504827,0.43296576
d1,bull,3,price200_bull+volatility,2538,0.58313633,1.16970916,424,0.57783019,1.19380098,0.53032567,504,0.51190476,1.16094208,0.46834049
d1,bull,3,ema200_rising+volatility,2538,0.58313633,1.16970916,424,0.57783019,1.19380098,0.53032567,504,0.51190476,1.16094208,0.46834049
d1,bull,3,adx_rising+atr_expand,401,0.57855362,1.16051673,97,0.72164948,1.49093260,0.62532365,114,0.45614035,1.03447471,0.36763142
d1,bull,3,adx_up3+mtf_volatility,1060,0.57735849,1.15811943,202,0.53960396,1.11482534,0.47077059,220,0.51363636,1.16486916,0.44792530
d1,bull,3,atr_expand+mtf_adx25,485,0.57525773,1.15390554,107,0.70093458,1.44813547,0.60845157,125,0.45600000,1.03415641,0.37130114
d1,bull,3,atr_expand+mtf_macd_rising,342,0.57309942,1.14957618,71,0.66197183,1.36763817,0.54616618,86,0.47674419,1.08120187,0.37445539
d1,bull,3,volatility+mtf_volatility,1957,0.56974962,1.14285685,342,0.60233918,1.24443672,0.54960930,274,0.52554745,1.19188214,0.46647778
d1,bull,3,adx25+volatility,2310,0.56969697,1.14275124,361,0.51523546,1.06447986,0.46379287,432,0.55324074,1.25468740,0.50609484
d1,bull,3,price200_bull+adx_cross25_up,162,0.56790123,1.13914919,36,0.44444444,0.91822516,0.29541269,36,0.52777778,1.19694028,0.37005938
d1,bull,3,ema200_rising+adx_cross25_up,162,0.56790123,1.13914919,36,0.44444444,0.91822516,0.29541269,36,0.52777778,1.19694028,0.37005938
d1,bull,3,atr_expand+pullback_bull,261,0.56704981,1.13744132,43,0.62790698,1.29725996,0.47859809,55,0.49090909,1.11332627,0.36376778
d1,bull,3,volatility+close_near_high,1221,0.56511057,1.13355140,218,0.59174312,1.22254519,0.52545644,215,0.54883721,1.24470069,0.48204609
d1,bull,3,volatility+ema20_slope_up3,2204,0.56215971,1.12763230,451,0.57206208,1.18188404,0.52597886,362,0.48066298,1.09008926,0.42966838
d1,bull,3,volatility+mtf_trend_bull,1629,0.56108042,1.12546736,306,0.56535948,1.16803641,0.50934743,249,0.47791165,1.08384954,0.41667624
d1,bull,3,volatility+mtf_price200_bull,2230,0.55964126,1.12258055,473,0.56871036,1.17495936,0.52370139,368,0.47826087,1.08464154,0.42771248
d1,bull,3,adx25+mtf_volatility,1932,0.55952381,1.12234497,350,0.47428571,0.97987742,0.42253595,296,0.54391892,1.23354657,0.48697794
d1,bull,3,volatility+bb_bull,2250,0.55911111,1.12151714,448,0.58928571,1.21746818,0.54315872,359,0.47353760,1.07392971,0.42244215
d1,bull,3,macd_bull+volatility,2244,0.55882353,1.12094028,403,0.59801489,1.23550271,0.54943772,353,0.49291785,1.11788191,0.44112157
d1,bull,3,price20_bull+volatility,2229,0.55809780,1.11948455,460,0.58478261,1.20816473,0.53923158,368,0.48097826,1.09080428,0.43039065
d1,bull,3,ema20_rising+volatility,2229,0.55809780,1.11948455,460,0.58478261,1.20816473,0.53923158,368,0.48097826,1.09080428,0.43039065
d1,bull,3,volatility+mtf_macd_rising,2246,0.55788068,1.11904902,396,0.59848485,1.23647365,0.54948063,378,0.51322751,1.16394193,0.46296117
d1,bull,3,trend_bull+mtf_volatility,2054,0.55696203,1.11720630,460,0.50000000,1.03300330,0.45449770,395,0.52405063,1.18848754,0.47480503
d1,bull,3,volatility+mtf_di_bull,2092,0.55688337,1.11704852,397,0.56926952,1.17611459,0.52012549,328,0.51219512,1.16160058,0.45827342
d1,bull,3,trend_bull+bb_expand,1491,0.55600268,1.11528197,359,0.49582173,1.02437096,0.44442079,296,0.45945946,1.04200207,0.40356855
d1,bull,3,adx_cross25_up+bb_expand,162,0.55555556,1.11438508,37,0.48648649,1.00508429,0.33446404,32,0.50000000,1.13394343,0.33630883
d1,bull,3,price200_bull+bb_expand,1892,0.55549683,1.11426728,468,0.47863248,0.98885786,0.43373242,383,0.42819843,0.97110560,0.37959722
d1,bull,3,ema200_rising+bb_expand,1892,0.55549683,1.11426728,468,0.47863248,0.98885786,0.43373242,383,0.42819843,0.97110560,0.37959722
d1,bull,3,momentum_bull+volatility,1482,0.55465587,1.11258040,295,0.57288136,1.18357666,0.51585329,238,0.47478992,1.07676981,0.41225296
d1,bull,3,volatility+body_expand,1344,0.55431548,1.11189761,263,0.59695817,1.23331953,0.53669283,205,0.59512195,1.34966925,0.52677525
d1,bull,3,atr_expand+mtf_volatility,612,0.55392157,1.11110747,145,0.68965517,1.42483214,0.61027614,135,0.46666667,1.05834720,0.38460040
d1,bull,3,macd_rising+volatility,2326,0.55331040,1.10988154,441,0.55328798,1.14309662,0.50662627,428,0.56308411,1.27701106,0.51573837
d1,bull,3,volatility+macd_accel_up,2326,0.55331040,1.10988154,441,0.55328798,1.14309662,0.50662627,428,0.56308411,1.27701106,0.51573837
d1,bull,3,trend_bull+breakout20_up,649,0.55161787,1.10648651,172,0.41860465,0.86483997,0.34744474,138,0.39130435,0.88743399,0.31387785
d1,bull,3,trend_bull+structure_breakout20_up,649,0.55161787,1.10648651,172,0.41860465,0.86483997,0.34744474,138,0.39130435,0.88743399,0.31387785
d1,bull,3,volatility+distance_high_ok,2395,0.55156576,1.10638198,507,0.60157791,1.24286393,0.55835279,417,0.48920863,1.10946983,0.44154777
d1,bull,3,volatility+bb_upper,1031,0.55092144,1.10508953,190,0.57368421,1.18523537,0.50258980,152,0.48026316,1.08918250,0.40230809
d1,bull,3,volatility+bb_expand,1189,0.55088310,1.10501262,245,0.63265306,1.30706540,0.57067288,229,0.60262009,1.36667417,0.53804883
d1,bull,3,volatility+mtf_price20_bull,2301,0.55063016,1.10450526,443,0.56207675,1.16125427,0.51553889,398,0.51005025,1.15673626,0.46107726
d1,bull,3,volatility+mtf_ema20_rising,2301,0.55063016,1.10450526,443,0.56207675,1.16125427,0.51553889,398,0.51005025,1.15673626,0.46107726
d1,bull,3,volatility+di_cross_up,209,0.55023923,1.10372110,52,0.59615385,1.23165778,0.46067575,35,0.40000000,0.90715474,0.25550729
d1,bull,3,trend_bull+body_bull,1406,0.54978663,1.10281323,370,0.48918919,1.01066809,0.43862760,335,0.48059701,1.08993965,0.42761887
d1,bull,3,bb_expand+mtf_trend_bull+structure_breakout20_up,553,0.54972875,1.10269713,147,0.36734694,0.75894120,0.29371875,84,0.42857143,0.97195151,0.32815977
d1,bull,3,volatility+pullback_bull,1813,0.54936569,1.10196887,356,0.57303371,1.18389142,0.52114122,305,0.53442623,1.21201822,0.47836518
d1,bull,3,volatility+mtf_bb_bull,2312,0.54930796,1.10185306,449,0.55902004,1.15493910,0.51278696,402,0.51990050,1.17907550,0.47110512
d1,bull,3,adx_up3+mtf_macd_rising,1140,0.54912281,1.10148167,239,0.47698745,0.98545922,0.41453067,241,0.43983402,0.99749380,0.37859690
d1,bull,3,bb_expand+mtf_volatility,1419,0.54897815,1.10119151,342,0.54970760,1.13569953,0.49671739,267,0.49812734,1.12969645,0.43860723
d1,bull,3,bb_expand+mtf_adx_rising+close_near_high,545,0.54862385,1.10048082,111,0.51351351,1.06092231,0.42164692,82,0.42682927,0.96800049,0.32541949
d1,bull,5,adx_up3+atr_expand,229,0.78602620,1.29082913,38,0.81578947,1.35519914,0.66581142,60,0.60000000,1.06070039,0.47366053
d1,bull,5,atr_expand+bb_expand,313,0.71884984,1.18051067,96,0.86458333,1.43625608,0.78198861,84,0.63095238,1.11541906,0.52415240
d1,bull,5,adx25+atr_expand,323,0.71826625,1.17955229,47,0.72340426,1.20172772,0.58241436,69,0.75362319,1.33228068,0.64039337
d1,bull,5,volatility+atr_expand,436,0.71330275,1.17140112,112,0.79464286,1.32007013,0.71066347,96,0.67708333,1.19697093,0.57829831
d1,bull,5,adx_rising+atr_expand,401,0.70822943,1.16306960,97,0.80412371,1.33581984,0.71421622,114,0.62280702,1.10101941,0.53120219
d1,bull,5,volatility+adx_up3,853,0.70457210,1.15706345,142,0.76760563,1.27515558,0.69164829,189,0.76719577,1.35627475,0.70198807
d1,bull,5,trend_bull+atr_expand,305,0.70163934,1.15224722,59,0.83050847,1.37965052,0.71536779,84,0.76190476,1.34692113,0.66064934
d1,bull,5,price200_bull+atr_expand,346,0.69364162,1.13911318,70,0.87142857,1.44762747,0.77335244,89,0.70786517,1.25138810,0.60636494
d1,bull,5,ema200_rising+atr_expand,346,0.69364162,1.13911318,70,0.87142857,1.44762747,0.77335244,89,0.70786517,1.25138810,0.60636494
d1,bull,5,atr_expand+mtf_adx_rising,359,0.69359331,1.13903386,79,0.83544304,1.38784788,0.73854335,98,0.67346939,1.19058207,0.57561481
d1,bull,5,atr_expand+mtf_adx25,485,0.69278351,1.13770397,107,0.81308411,1.35070496,0.72885170,125,0.62400000,1.10312840,0.53658267
d1,bull,5,price200_bull+volatility,2538,0.68794326,1.12975522,424,0.68160377,1.13228827,0.63580064,504,0.65476190,1.15751035,0.61222376
d1,bull,5,ema200_rising+volatility,2538,0.68794326,1.12975522,424,0.68160377,1.13228827,0.63580064,504,0.65476190,1.15751035,0.61222376
d1,bull,5,trend_bull+volatility,2009,0.68442011,1.12396942,327,0.67584098,1.12271504,0.62332209,379,0.62532982,1.10547930,0.57556979
d1,bull,5,atr_expand+mtf_volatility,612,0.68137255,1.11896465,145,0.79310345,1.31751285,0.72002350,135,0.62962963,1.11308066,0.54563829
d1,bull,5,atr_expand+mtf_macd_rising,342,0.67836257,1.11402161,71,0.73239437,1.21666220,0.61946011,86,0.67441860,1.19226013,0.56977855
d1,bull,5,volatility+mtf_volatility,1957,0.67807869,1.11355541,342,0.69298246,1.15119067,0.64217867,274,0.66788321,1.18070664,0.61013440
d1,bull,5,adx25+mtf_volatility,1932,0.67494824,1.10841452,350,0.59714286,0.99198079,0.54497294,296,0.69932432,1.23628930,0.64480508
d1,bull,5,atr_expand+pullback_bull,261,0.67432950,1.10739841,43,0.79069767,1.31351635,0.64794357,55,0.63636364,1.12498526,0.50422761
d1,bull,5,volatility+ema20_slope_up3,2204,0.67150635,1.10276217,451,0.67627494,1.12343595,0.63176047,362,0.60773481,1.07437424,0.55655869
d1,bull,5,volatility+mtf_price200_bull,2230,0.66995516,1.10021477,473,0.66596195,1.10630388,0.62227038,368,0.60869565,1.07607286,0.55795489
d1,bull,10,adx_up3+atr_expand,229,0.84279476,1.17740673,38,0.86842105,1.18309375,0.72673141,60,0.65000000,0.95161117,0.52362619
d1,bull,10,volatility+adx_up3,853,0.80539273,1.12515510,142,0.81690141,1.11290594,0.74523413,189,0.85185185,1.24712575,0.79421606
d1,bull,10,adx25+atr_expand,323,0.79566563,1.11156608,47,0.80851064,1.10147478,0.67455995,69,0.79710145,1.16697022,0.68775960
d1,bull,10,adx_rising+atr_expand,401,0.79551122,1.11135036,97,0.86597938,1.17976734,0.78410006,114,0.71052632,1.04022274,0.62149339
d1,bull,10,trend_bull+atr_expand,305,0.79016393,1.10388006,59,0.88135593,1.20071559,0.77476360,84,0.85714286,1.25487187,0.76669897
d1,bull,20,adx_up3+atr_expand,229,0.87772926,1.10306687,38,0.92105263,1.10455737,0.79200629,60,0.70000000,0.90693916,0.57491292
d1,bear,1,adx_up3+atr_expand,229,0.42794760,1.68679191,38,0.60526316,2.41590693,0.44717868,60,0.21666667,1.09783147,0.13123044
d1,bear,1,rsi40+atr_expand,236,0.40254237,1.58665505,50,0.48000000,1.91591923,0.34797135,70,0.31428571,1.59245884,0.21762290
d1,bear,1,atr_expand+mtf_price20_bear+structure_ll,251,0.39442231,1.55464913,49,0.38775510,1.54772387,0.26429012,64,0.37500000,1.90009294,0.26665980
d1,bear,1,atr_expand+mtf_macd_bear+structure_ll,243,0.39094650,1.54094894,48,0.39583333,1.57996812,0.27020828,62,0.38709677,1.96138626,0.27584645
d1,bear,1,bb_lower+atr_expand,275,0.38909091,1.53363496,55,0.45454545,1.81431746,0.33025280,85,0.31764706,1.60949049,0.22840201
d1,bear,1,volatility+atr_expand,436,0.38761468,1.52781627,112,0.50000000,1.99574920,0.40894871,96,0.28125000,1.42506970,0.20107411
d1,bear,1,di_spread_down3+atr_expand,342,0.38596491,1.52131358,57,0.50877193,2.03076235,0.38259898,95,0.27368421,1.38673449,0.19414554
d1,bear,1,atr_expand+structure_ll,272,0.38235294,1.50707669,59,0.37288136,1.48835534,0.26083999,64,0.37500000,1.90009294,0.26665980
d1,bear,1,di_strong_bear+atr_expand,320,0.38125000,1.50272935,64,0.40625000,1.62154623,0.29456909,87,0.28735632,1.45600991,0.20285728
d1,bear,1,atr_expand+mtf_di_strong_bear+structure_ll,242,0.38016529,1.49845387,48,0.39583333,1.57996812,0.27020828,63,0.38095238,1.93025314,0.27117468
d1,bear,1,rsi_down3+atr_expand,335,0.37910448,1.49427259,59,0.44067797,1.75896540,0.32150212,91,0.30769231,1.55905061,0.22226811
d1,bear,1,atr_expand+mtf_di_bear,430,0.37906977,1.49413578,83,0.45783133,1.82743301,0.35489377,108,0.27777778,1.40747625,0.20205027
d1,bear,1,di_bear+atr_expand,380,0.37631579,1.48328074,78,0.46153846,1.84223003,0.35532396,97,0.27835052,1.41037826,0.19891173
d1,bear,1,atr_expand+mtf_di_strong_bear,368,0.37500000,1.47809444,71,0.46478873,1.85520348,0.35358448,101,0.28712871,1.45485664,0.20797642
d1,bear,1,adx25+atr_expand,323,0.37461300,1.47656906,47,0.36170213,1.44373347,0.23966213,69,0.28985507,1.46867087,0.19616058
d1,bear,1,atr_expand+mtf_di_strong_bear+impulse_bear,233,0.36909871,1.45483401,38,0.36842105,1.47055204,0.23384219,54,0.42592593,2.15813025,0.30331824
d1,bear,1,price20_bear+atr_expand,404,0.36881188,1.45370344,85,0.45882353,1.83139339,0.35697132,97,0.28865979,1.46261449,0.20790256
d1,bear,1,ema20_falling+atr_expand,404,0.36881188,1.45370344,85,0.45882353,1.83139339,0.35697132,97,0.28865979,1.46261449,0.20790256
d1,bear,1,atr_expand+mtf_price20_bear,420,0.36666667,1.44524790,75,0.45333333,1.80947928,0.34569796,104,0.28846154,1.46160995,0.21015909
d1,bear,1,atr_expand+mtf_ema20_falling,420,0.36666667,1.44524790,75,0.45333333,1.80947928,0.34569796,104,0.28846154,1.46160995,0.21015909
d1,bear,1,atr_expand+mtf_rsi40,281,0.36654804,1.44478033,54,0.51851852,2.06966584,0.38851700,79,0.32911392,1.66759211,0.23554200
d1,bear,1,adx_up3+mtf_price20_bear+pullback_bear,299,0.36120401,1.42371639,61,0.27868852,1.11238480,0.18188544,80,0.26250000,1.33006506,0.17857401
d1,bear,1,bb_bear+atr_expand,404,0.35891089,1.41467785,89,0.44943820,1.79393187,0.35032388,99,0.29292929,1.48424768,0.21236632
d1,bear,1,atr_expand+mtf_price200_bear+structure_ll,223,0.35874439,1.41402159,51,0.39215686,1.56529349,0.27027341,58,0.39655172,2.00929368,0.28088758
d1,bear,1,macd_falling+atr_expand,406,0.35714286,1.40770899,76,0.46052632,1.83819006,0.35307731,104,0.26923077,1.36416929,0.19333261
d1,bear,1,macd_accel_down+atr_expand,406,0.35714286,1.40770899,76,0.46052632,1.83819006,0.35307731,104,0.26923077,1.36416929,0.19333261
d1,bear,1,atr_expand+mtf_bb_bear,420,0.35476190,1.39832427,73,0.46575342,1.85905405,0.35592042,104,0.28846154,1.46160995,0.21015909
d1,bear,1,atr_expand+bb_expand,313,0.35463259,1.39781455,96,0.52083333,2.07890542,0.42203768,84,0.25000000,1.26672862,0.16972313
d1,bear,1,ema20_slope_down3+atr_expand,381,0.35433071,1.39662467,86,0.46511628,1.85651089,0.36345872,89,0.26966292,1.36635897,0.18842053
d1,bear,1,atr_expand+mtf_price200_bear,382,0.35340314,1.39296858,78,0.48717949,1.94457615,0.37948952,92,0.29347826,1.48702925,0.21021717
d1,bear,1,atr_expand+mtf_adx_rising+structure_ll,201,0.35323383,1.39230123,40,0.40000000,1.59659936,0.26348326,58,0.39655172,2.00929368,0.28088758
d1,bear,1,volatility+adx_up3,853,0.35052755,1.38163419,142,0.36619718,1.46167547,0.29145378,189,0.29100529,1.47449893,0.23092437
d1,bear,1,atr_expand+mtf_trend_bear,280,0.35000000,1.37955481,68,0.48529412,1.93705070,0.37050845,52,0.25000000,1.26672862,0.15233154
d1,bear,1,atr_expand+mtf_price20_bear+range_expand,320,0.34687500,1.36723736,49,0.30612245,1.22188727,0.19515491,71,0.30985915,1.57002984,0.21439726
d1,bear,1,atr_expand+mtf_di_strong_bear+range_expand,280,0.34642857,1.36547772,44,0.29545455,1.17930635,0.18155529,71,0.29577465,1.49866485,0.20232885
d1,bear,1,macd_bear+atr_expand,392,0.34438776,1.35743367,96,0.44791667,1.78785866,0.35235759,99,0.29292929,1.48424768,0.21236632
d1,bear,1,atr_expand+mtf_macd_bear+impulse_bear,273,0.34432234,1.35717585,38,0.31578947,1.26047318,0.19084604,58,0.41379310,2.09665428,0.29628026
d1,bear,1,adx_rising+atr_expand,401,0.34413965,1.35645575,97,0.44329897,1.76942713,0.34847593,114,0.26315789,1.33339855,0.19099960
d1,bear,1,atr_expand+impulse_bear,288,0.34375000,1.35491990,42,0.35714286,1.42553514,0.22989188,62,0.38709677,1.96138626,0.27584645
d1,bear,1,atr_expand+mtf_price20_bear+impulse_bear,271,0.34317343,1.35264731,40,0.37500000,1.49681190,0.24222979,59,0.40677966,2.06111776,0.29089034
d1,bear,1,di_strong_bear+price20_cross_down,216,0.34259259,1.35035788,48,0.29166667,1.16418704,0.18241579,54,0.29629630,1.50130800,0.19137425
d1,bear,1,atr_expand+distance_low_ok,333,0.34234234,1.34937150,77,0.45454545,1.81431746,0.34814161,68,0.14705882,0.74513449,0.08188818
d1,bear,1,di_strong_bear+volatility,1808,0.34181416,1.34728962,281,0.36654804,1.46307593,0.31236003,308,0.33766234,1.71090619,0.28713577
d1,bear,1,rsi40+volatility,1075,0.34046512,1.34197226,168,0.38690476,1.54432974,0.31656919,191,0.39790576,2.01615446,0.33116179
d1,bear,1,atr_expand+mtf_adx_rising+impulse_bear,194,0.34020619,1.34095166,32,0.34375000,1.37207758,0.20410438,51,0.43137255,2.18572782,0.30501236
d1,bear,1,momentum_bear+atr_expand,268,0.33955224,1.33837407,53,0.47169811,1.88278227,0.34382243,75,0.30666667,1.55385378,0.21386867
d1,bear,1,atr_expand+mtf_price200_bear+impulse_bear,201,0.33830846,1.33347160,30,0.40000000,1.59659936,0.24590628,50,0.44000000,2.22944238,0.31162199
d1,bear,1,atr_expand+mtf_macd_bear,391,0.33759591,1.33066303,74,0.43243243,1.72605336,0.32566119,99,0.28282828,1.43306673,0.20351953
d1,bear,1,volatility+structure_ll,1161,0.33677864,1.32744169,202,0.37128713,1.48199198,0.30764264,167,0.31736527,1.60806269,0.25155603
d1,bear,1,adx_up3+mtf_di_strong_bear+pullback_bear,306,0.33660131,1.32674272,70,0.27142857,1.08340671,0.18119600,93,0.27956989,1.41655674,0.19850339
d1,bear,1,volatility+di_cross_down,220,0.33636364,1.32580592,46,0.43478261,1.73543409,0.30209263,36,0.22222222,1.12598100,0.11716332
d1,bear,1,di_bear+volatility,2362,0.33573243,1.32331797,401,0.36658354,1.46321762,0.32089312,406,0.30295567,1.53505045,0.26027451
d1,bear,1,atr_expand+mtf_macd_bear+range_expand,313,0.33546326,1.32225701,49,0.28571429,1.14042812,0.17849594,70,0.30000000,1.52007435,0.20536605
d1,bear,1,atr_expand+mtf_adx25,485,0.33402062,1.31657072,107,0.44859813,1.79057872,0.35777335,125,0.24800000,1.25659480,0.18056747
d1,bear,1,rsi_down1+atr_expand,285,0.33333333,1.31386173,46,0.41304348,1.64866239,0.28288603,62,0.35483871,1.79793740,0.24742733
d1,bear,1,atr_expand+mtf_trend_bear+structure_lh,186,0.33333333,1.31386173,40,0.45000000,1.79617428,0.30705308,44,0.29545455,1.49704292,0.18155529
d1,bear,1,adx_cross25_up+bb_expand,162,0.33333333,1.31386173,37,0.24324324,0.97090502,0.13361353,32,0.31250000,1.58341078,0.17952542
d1,bear,1,bb_lower+mtf_volatility,1247,0.33279872,1.31175449,248,0.35080645,1.40024339,0.29409890,226,0.30973451,1.56939830,0.25305263
d1,bear,1,rsi40+mtf_volatility,1086,0.33241252,1.31023227,193,0.35233161,1.40633104,0.28841803,182,0.32967033,1.67041137,0.26551285
d1,bear,1,atr_expand+mtf_price200_bear+range_expand,283,0.33215548,1.30921910,50,0.32000000,1.27727949,0.20758216,65,0.30769231,1.55905061,0.20887031
d1,bear,1,breakout20_down+mtf_volatility,386,0.33160622,1.30705415,72,0.38888889,1.55224938,0.28465714,71,0.40845070,2.06958480,0.30168730
d1,bear,1,mtf_volatility+structure_breakout20_down,386,0.33160622,1.30705415,72,0.38888889,1.55224938,0.28465714,71,0.40845070,2.06958480,0.30168730
d1,bear,1,volatility+breakout20_down,320,0.33125000,1.30565009,52,0.38461538,1.53519169,0.26470464,59,0.44067797,2.23287758,0.32150212
d1,bear,1,volatility+structure_breakout20_down,320,0.33125000,1.30565009,52,0.38461538,1.53519169,0.26470464,59,0.44067797,2.23287758,0.32150212
d1,bear,1,mtf_volatility+structure_ll,1341,0.33109620,1.30504386,291,0.32302405,1.28935000,0.27190262,227,0.26872247,1.36159376,0.21525653
d1,bear,1,atr_expand+mtf_di_strong_bear+structure_lh,287,0.33101045,1.30470590,55,0.43636364,1.74174476,0.31373442,85,0.30588235,1.54987973,0.21809385
d1,bear,1,volatility+mtf_volatility,1957,0.32958610,1.29909169,342,0.37719298,1.50556519,0.32745683,274,0.32846715,1.66431498,0.27556371
d1,bear,1,volatility+pullback_bear,2030,0.32955665,1.29897561,387,0.32816537,1.30987157,0.28327305,361,0.27146814,1.37550587,0.22817791
d1,bear,1,di_spread_down3+mtf_volatility,1602,0.32896380,1.29663882,353,0.32011331,1.27773178,0.27360718,302,0.23509934,1.19122824,0.19078458
d1,bear,1,atr_expand+mtf_volatility,612,0.32843137,1.29454023,145,0.44827586,1.78929239,0.36970462,135,0.25185185,1.27611180,0.18618897
d1,bear,1,atr_expand+mtf_price20_bear+structure_lh,326,0.32822086,1.29371047,57,0.42105263,1.68063091,0.30187597,86,0.31395349,1.59077548,0.22561297
d1,bear,1,adx_up3+mtf_price200_bear+pullback_bear,448,0.32812500,1.29333264,98,0.26530612,1.05896896,0.18795724,109,0.27522936,1.39456362,0.20012023
d1,bear,1,adx_up3+di_spread_down3,573,0.32809773,1.29322515,116,0.30172414,1.20433142,0.22565495,135,0.19259259,0.97585020,0.13495621
