h,lag,feature,n,wins,hit,rank_score
6,1,di_cross_down,50,21.0,0.42,1.6513667657442168
6,2,di_cross_down,51,21.0,0.4117647058823529,1.626982707651176
6,3,range_tight,71,27.0,0.38028169014084506,1.626337819907514
6,2,price200_cross_down,19,10.0,0.5263157894736842,1.5767011966073636
6,3,price200_cross_down,24,11.0,0.4583333333333333,1.4753180863979252
6,0,di_cross_down,10,6.0,0.6,1.4387371636790223
6,0,price200_cross_down,6,3.0,0.5,0.9729550745276566
12,1,volatility,470,309.0,0.6574468085106383,4.046491810746964
12,4,bb_bear,590,374.0,0.6338983050847458,4.045422356796408
12,1,bb_bear,589,372.0,0.631578947368421,4.029551075936693
12,0,volatility,453,298.0,0.6578366445916115,4.024708532044861
12,3,bb_bear,590,372.0,0.6305084745762712,4.023789082161134
12,2,bb_bear,585,369.0,0.6307692307692307,4.020094021117807
12,2,price20_bear,580,366.0,0.6310344827586207,4.016377201737585
12,5,bb_bear,602,376.0,0.6245847176079734,3.998539644467478
12,0,bb_bear,604,377.0,0.6241721854304636,3.997965444830509
12,5,macd_bear,669,411.0,0.6143497757847534,3.9977446035728548
12,6,bb_bear,616,383.0,0.6217532467532467,3.994683175577538
12,0,adx_rising,626,388.0,0.6198083067092651,3.99215216895459
12,3,price20_bear,585,366.0,0.6256410256410256,3.9874103298892076
12,6,macd_bear,652,401.0,0.6150306748466258,3.986368755889339
12,6,price20_bear,610,378.0,0.6196721311475409,3.975256804207972
12,3,volatility,447,290.0,0.6487695749440716,3.9606041105153147
12,1,adx_rising,646,395.0,0.6114551083591331,3.957549204841882
12,5,price20_bear,596,369.0,0.6191275167785235,3.95741176986891
12,4,macd_bear,668,406.0,0.6077844311377245,3.9541142640899114
12,3,macd_bear,663,403.0,0.6078431372549019,3.949936208505283
12,5,volatility,462,297.0,0.6428571428571429,3.9456816776268653
12,1,price20_bear,568,353.0,0.6214788732394366,3.94258766416654
12,2,macd_bear,645,392.0,0.6077519379844961,3.932640938732992
12,2,volatility,457,293.0,0.6411378555798687,3.9281677701213487
12,4,price20_bear,592,364.0,0.6148648648648649,3.926031691275629
12,0,price20_bear,598,367.0,0.6137123745819398,3.924851181452124
12,5,adx_rising,651,392.0,0.6021505376344086,3.90196231685906
12,2,adx_rising,620,376.0,0.6064516129032258,3.9002911077532065
12,4,volatility,465,295.0,0.6344086021505376,3.8979242194990653
12,3,adx25,580,355.0,0.6120689655172413,3.895666411521428
12,3,adx_rising,616,373.0,0.6055194805194806,3.890383353760893
12,6,volatility,453,287.0,0.6335540838852097,3.876145465425755
12,2,adx25,573,349.0,0.6090750436300174,3.8692280267286714
12,0,macd_bear,639,382.0,0.5978090766823161,3.8627243245181844
12,2,di_strong_bear,501,311.0,0.6207584830339321,3.8602487768944664
12,6,atr_expand,194,142.0,0.7319587628865979,3.859618233587897
12,5,atr_expand,212,152.0,0.7169811320754716,3.843945326357701
12,1,macd_bear,629,375.0,0.5961844197138315,3.842837730158334
12,3,di_strong_bear,508,313.0,0.6161417322834646,3.8400713172840817
12,6,adx_rising,630,375.0,0.5952380952380952,3.837682061036436
12,4,adx_rising,633,376.0,0.593996840442338,3.8324966933150026
12,1,adx25,582,350.0,0.6013745704467354,3.8296658337159317
12,6,adx25,563,340.0,0.6039076376554174,3.8257876474411017
12,4,adx25,564,340.0,0.6028368794326241,3.8200722492726773
12,5,adx25,559,337.0,0.6028622540250447,3.814874232766974
12,0,adx25,581,348.0,0.5989672977624785,3.813307600362376
12,1,di_strong_bear,504,306.0,0.6071428571428571,3.779196189202897
12,3,price200_bear,500,303.0,0.606,3.767263297257428
12,1,price200_bear,510,308.0,0.6039215686274509,3.7662781054563546
12,0,price200_bear,514,310.0,0.603112840466926,3.765937235808868
12,5,price200_bear,503,304.0,0.6043737574552683,3.760761800186274
12,4,price200_bear,504,303.0,0.6011904761904762,3.7421452461714964
12,3,bb_expand,325,210.0,0.6461538461538462,3.739226000267719
12,2,price200_bear,493,297.0,0.6024340770791075,3.7366187598474907
12,6,price200_bear,511,306.0,0.598825831702544,3.735669932019744
12,6,di_strong_bear,494,297.0,0.6012145748987854,3.730270557657694
12,4,di_strong_bear,502,298.0,0.5936254980079682,3.692700937628929
12,4,bb_expand,315,202.0,0.6412698412698413,3.6909838956970042
12,5,di_strong_bear,491,292.0,0.594704684317719,3.686264328341658
12,2,bb_expand,319,203.0,0.6363636363636364,3.6707497245960368
12,4,rsi_down1,250,164.0,0.656,3.62469712807045
12,5,bb_expand,311,196.0,0.6302250803858521,3.619384645693436
12,4,adx_up3,251,164.0,0.6533864541832669,3.612854065146906
12,3,adx_up3,243,159.0,0.654320987654321,3.596912542475799
12,4,atr_expand,216,144.0,0.6666666666666666,3.5865982356936397
12,0,di_strong_bear,419,248.0,0.5918854415274463,3.5751388267226694
12,6,bb_expand,313,194.0,0.6198083067092651,3.56352153120192
12,1,bb_expand,318,196.0,0.6163522012578616,3.5533882268736776
12,0,trend_bear,351,212.0,0.603988603988604,3.5415664080535514
12,2,adx_up3,241,155.0,0.6431535269709544,3.5302296579016037
12,1,trend_bear,352,211.0,0.5994318181818182,3.5165476136730844
12,0,atr_expand,160,110.0,0.6875,3.4934655009268183
12,6,rsi_down1,319,192.0,0.6018808777429467,3.471842104051424
12,2,trend_bear,348,206.0,0.5919540229885057,3.46593337923477
12,0,adx_up3,244,152.0,0.6229508196721312,3.4270133114868795
12,2,elliott_pullback_bear,214,136.0,0.6355140186915887,3.413115756193281
12,0,bb_expand,302,180.0,0.5960264900662252,3.405536109243995
12,3,trend_bear,351,203.0,0.5783475783475783,3.391216890730523
12,5,rsi_down1,242,149.0,0.6157024793388429,3.3820915498253785
12,3,rsi_down1,266,161.0,0.6052631578947368,3.381755766926467
12,4,trend_bear,346,200.0,0.5780346820809249,3.3811125895646588
12,5,trend_bear,349,201.0,0.5759312320916905,3.373766659172422
12,5,adx_up3,251,153.0,0.6095617529880478,3.370528487606565
12,1,elliott_pullback_bear,214,134.0,0.6261682242990654,3.3629228774257323
12,6,trend_bear,345,198.0,0.5739130434782609,3.355347470902694
12,0,elliott_pullback_bear,242,147.0,0.6074380165289256,3.3366943478142996
12,5,elliott_pullback_bear,240,146.0,0.6083333333333333,3.336584801206815
12,1,adx_up3,245,148.0,0.6040816326530613,3.3256696625224067
12,1,atr_expand,178,114.0,0.6404494382022472,3.322258325089023
12,2,rsi_down1,287,168.0,0.5853658536585366,3.3149036956893343
12,4,breakout_down20,126,86.0,0.6825396825396826,3.3063499161542764
12,6,adx_up3,227,138.0,0.6079295154185022,3.3006594572498362
12,6,elliott_pullback_bear,237,142.0,0.5991561181434599,3.278744454267297
12,4,retest_down,124,84.0,0.6774193548387096,3.270793176882204
12,3,elliott_pullback_bear,240,143.0,0.5958333333333333,3.2680248395381817
12,2,atr_expand,194,120.0,0.6185567010309279,3.2616492114827302
12,2,breakout_down20,154,98.0,0.6363636363636364,3.20945234713043
12,6,breakout_down20,170,106.0,0.6235294117647059,3.205978452878129
12,6,retest_down,170,106.0,0.6235294117647059,3.205978452878129
12,2,retest_down,152,96.0,0.631578947368421,3.177118687195222
12,1,rsi_down1,283,159.0,0.5618374558303887,3.1738053140199005
12,1,breakout_down20,146,90.0,0.6164383561643836,3.0762940603430566
12,3,breakout_down20,130,82.0,0.6307692307692307,3.075124465403803
12,3,retest_down,130,82.0,0.6307692307692307,3.075124465403803
12,4,elliott_pullback_bear,246,137.0,0.556910569105691,3.0682365939757434
12,5,breakout_down20,148,90.0,0.6081081081081081,3.0429403211830497
12,5,retest_down,148,90.0,0.6081081081081081,3.0429403211830497
12,1,retest_down,144,88.0,0.6111111111111112,3.0413372870347954
12,3,atr_expand,156,92.0,0.5897435897435898,2.981888551872079
12,1,range_tight,72,47.0,0.6527777777777778,2.800716579638533
12,3,price20_cross_down,63,42.0,0.6666666666666666,2.7725887222397807
12,5,price20_cross_down,59,38.0,0.6440677966101694,2.637035480753217
12,4,di_cross_down,51,34.0,0.6666666666666666,2.634162479054285
12,5,di_cross_down,51,34.0,0.6666666666666666,2.634162479054285
12,0,range_tight,82,48.0,0.5853658536585366,2.586638404563862
12,2,price20_cross_down,74,44.0,0.5945945945945946,2.5671550945351034
12,6,price20_cross_down,89,50.0,0.5617977528089888,2.5279829608596995
12,2,range_tight,81,46.0,0.5679012345679012,2.5025813009155016
12,1,price20_cross_down,70,41.0,0.5857142857142857,2.4967124994099135
12,4,price20_cross_down,72,41.0,0.5694444444444444,2.443178292876167
12,0,breakout_down20,40,26.0,0.65,2.4138218433578
12,0,retest_down,40,26.0,0.65,2.4138218433578
12,4,range_tight,64,37.0,0.578125,2.413317640408415
12,6,range_tight,62,36.0,0.5806451612903226,2.405691131453148
12,1,price200_cross_down,37,24.0,0.6486486486486487,2.359515346849548
12,5,range_tight,66,37.0,0.5606060606060606,2.3571761654161474
12,3,di_cross_down,43,26.0,0.6046511627906976,2.288114662369181
12,6,di_cross_down,55,31.0,0.5636363636363636,2.268834589323448
12,0,rsi_down1,42,25.0,0.5952380952380952,2.2388095926747393
12,3,range_tight,71,37.0,0.5211267605633803,2.2286851606140003
12,2,di_cross_down,51,28.0,0.5490196078431373,2.169310276868235
12,4,price200_cross_down,26,17.0,0.6538461538461539,2.154970258541292
12,6,price200_cross_down,35,21.0,0.6,2.1501113630736657
12,3,price200_cross_down,24,15.0,0.625,2.0117973905426254
12,5,price200_cross_down,20,13.0,0.65,1.9789395845202251
12,1,di_cross_down,50,25.0,0.5,1.9659128163621629
12,0,price20_cross_down,39,20.0,0.5128205128205128,1.891733053391762
12,2,price200_cross_down,19,11.0,0.5789473684210527,1.7343713162681
12,0,di_cross_down,10,6.0,0.6,1.4387371636790223
12,0,price200_cross_down,6,3.0,0.5,0.9729550745276566
24,0,adx_rising,626,456.0,0.7284345047923323,4.691807703719827
24,1,adx_rising,646,461.0,0.7136222910216719,4.618810590967361
24,5,macd_bear,669,474.0,0.7085201793721974,4.6105375720037305
24,6,macd_bear,652,462.0,0.7085889570552147,4.592773978106919
24,4,macd_bear,668,471.0,0.7050898203592815,4.58716211425209
24,5,bb_bear,602,429.0,0.7126245847176079,4.562163583714224
24,3,adx_rising,616,437.0,0.7094155844155844,4.557902213387426
24,3,macd_bear,663,465.0,0.7013574660633484,4.55761870212148
24,1,volatility,470,348.0,0.7404255319148936,4.5572140781227946
24,0,volatility,453,337.0,0.7439293598233996,4.551432131876235
24,2,adx_rising,620,438.0,0.7064516129032258,4.543424215946554
24,4,bb_bear,590,420.0,0.711864406779661,4.5429876734077315
24,2,bb_bear,585,416.0,0.7111111111111111,4.532138517032542
24,1,bb_bear,589,418.0,0.7096774193548387,4.527828897154672
24,5,price20_bear,596,422.0,0.7080536912751678,4.525820506462548
24,2,macd_bear,645,450.0,0.6976744186046512,4.514511281708792
24,2,price20_bear,580,410.0,0.7068965517241379,4.4992203626022125
24,5,adx_rising,651,452.0,0.6943164362519201,4.499201446990549
24,0,macd_bear,639,444.0,0.6948356807511737,4.4896586389687805
24,0,bb_bear,604,423.0,0.7003311258278145,4.485780857197096
24,6,bb_bear,616,430.0,0.698051948051948,4.484892338115774
24,3,volatility,447,328.0,0.7337807606263982,4.479579821548356
24,3,adx25,580,408.0,0.7034482758620689,4.477272946199275
24,1,macd_bear,629,436.0,0.6931637519872814,4.46793933426409
24,3,bb_bear,590,413.0,0.7,4.467271212184269
24,3,price20_bear,585,410.0,0.7008547008547008,4.466771134575342
24,4,volatility,465,338.0,0.7268817204301076,4.4660962243752005
24,4,adx_rising,633,438.0,0.6919431279620853,4.464450935297796
24,6,volatility,453,330.0,0.7284768211920529,4.456891998573167
24,1,price20_bear,568,399.0,0.7024647887323944,4.456352628902123
24,2,volatility,457,332.0,0.7264770240700219,4.451029691741597
24,5,volatility,462,335.0,0.7251082251082251,4.450516370387205
24,6,price20_bear,610,423.0,0.6934426229508197,4.448501661851779
24,4,price20_bear,592,412.0,0.6959459459459459,4.443750156059228
24,0,price20_bear,598,415.0,0.6939799331103679,4.4381832160834636
24,2,adx25,573,400.0,0.6980802792321117,4.4346453028408845
24,0,adx25,581,403.0,0.693631669535284,4.415985525707004
24,6,adx_rising,630,431.0,0.6841269841269841,4.410775915484544
24,4,adx25,564,392.0,0.6950354609929078,4.404318593279087
24,5,adx25,559,389.0,0.6958855098389982,4.403519514974342
24,1,adx25,582,402.0,0.6907216494845361,4.398644757582298
24,5,price200_bear,503,355.0,0.705765407554672,4.39167907587542
24,6,adx25,563,389.0,0.6909413854351687,4.377151161337025
24,2,bb_expand,319,242.0,0.7586206896551724,4.375967651981482
24,2,di_strong_bear,501,352.0,0.7025948103792415,4.369156171919139
24,1,price200_bear,510,357.0,0.7,4.365458713142592
24,0,price200_bear,514,359.0,0.6984435797665369,4.361198282759302
24,4,price200_bear,504,353.0,0.7003968253968254,4.359660963361512
24,3,price200_bear,500,350.0,0.7,4.351624270759405
24,3,di_strong_bear,508,354.0,0.6968503937007874,4.343083854052923
24,6,price200_bear,511,355.0,0.6947162426614482,4.3338654440098345
24,2,price200_bear,493,344.0,0.6977687626774848,4.32793553329137
24,1,bb_expand,318,237.0,0.7452830188679245,4.296699029433987
24,1,di_strong_bear,504,346.0,0.6865079365079365,4.27320876295491
24,4,di_strong_bear,502,344.0,0.6852589641434262,4.262715176323327
24,5,atr_expand,212,168.0,0.7924528301886793,4.248571150184828
24,5,di_strong_bear,491,336.0,0.6843177189409368,4.241728816173962
24,6,di_strong_bear,494,337.0,0.6821862348178138,4.232663898756374
24,3,bb_expand,325,237.0,0.7292307692307692,4.219983628873568
24,4,atr_expand,216,168.0,0.7777777777777778,4.184364608309247
24,4,bb_expand,315,227.0,0.7206349206349206,4.147788833283267
24,0,bb_expand,302,217.0,0.7185430463576159,4.1055629761441494
24,1,trend_bear,352,246.0,0.6988636363636364,4.09986119887952
24,0,trend_bear,351,244.0,0.6951566951566952,4.07614246964654
24,0,di_strong_bear,419,282.0,0.6730310262529833,4.065278827160455
24,4,rsi_down1,250,183.0,0.732,4.044631551444465
24,5,bb_expand,311,219.0,0.7041800643086816,4.044108354116645
24,0,adx_up3,244,179.0,0.7336065573770492,4.035759097079944
24,6,atr_expand,194,148.0,0.7628865979381443,4.022700694162033
24,2,trend_bear,348,239.0,0.6867816091954023,4.0211557166850005
24,4,adx_up3,251,182.0,0.7250996015936255,4.009386828394738
24,6,bb_expand,313,218.0,0.6964856230031949,4.004369555680509
24,2,adx_up3,241,175.0,0.7261410788381742,3.9857431621469717
24,3,adx_up3,243,176.0,0.7242798353909465,3.981488097331702
24,2,rsi_down1,287,201.0,0.7003484320557491,3.9660454930568823
24,6,trend_bear,345,234.0,0.6782608695652174,3.965410647430456
24,5,trend_bear,349,236.0,0.6762177650429799,3.961238465495978
24,4,trend_bear,346,234.0,0.6763005780346821,3.955901729790651
24,3,trend_bear,351,236.0,0.6723646723646723,3.942498454248293
24,6,rsi_down1,319,218.0,0.6833855799373041,3.941987388975054
24,0,atr_expand,160,124.0,0.775,3.938088382862959
24,1,adx_up3,245,175.0,0.7142857142857143,3.932379668523116
24,5,rsi_down1,242,172.0,0.7107438016528925,3.9041593729527864
24,5,adx_up3,251,177.0,0.7051792828685259,3.899238838603673
24,5,elliott_pullback_bear,240,170.0,0.7083333333333334,3.8850644945558805
24,3,elliott_pullback_bear,240,167.0,0.6958333333333333,3.8165045328872473
24,2,atr_expand,194,140.0,0.7216494845360825,3.8052574133965185
24,6,elliott_pullback_bear,237,164.0,0.6919831223628692,3.786718947181949
24,3,rsi_down1,266,180.0,0.6766917293233082,3.780844956812199
24,4,breakout_down20,126,98.0,0.7777777777777778,3.767701067245571
24,2,elliott_pullback_bear,214,150.0,0.7009345794392523,3.764465907566118
24,1,rsi_down1,283,188.0,0.6643109540636042,3.7526754656335926
24,1,elliott_pullback_bear,214,149.0,0.6962616822429907,3.7393694681823444
24,4,retest_down,124,96.0,0.7741935483870968,3.7380493450082333
24,6,adx_up3,227,156.0,0.6872246696035242,3.7311802560215543
24,1,atr_expand,178,128.0,0.7191011235955056,3.730254961503464
24,2,breakout_down20,154,112.0,0.7272727272727273,3.667945539577634
24,0,elliott_pullback_bear,242,161.0,0.6652892561983471,3.6544747618918523
24,2,retest_down,152,110.0,0.7236842105263158,3.6404484957445256
24,6,breakout_down20,170,120.0,0.7058823529411765,3.6294095692959956
24,6,retest_down,170,120.0,0.7058823529411765,3.6294095692959956
24,3,atr_expand,156,110.0,0.7051282051282052,3.5653015294122685
24,4,elliott_pullback_bear,246,159.0,0.6463414634146342,3.560946120015644
24,1,breakout_down20,146,104.0,0.7123287671232876,3.5548286919519763
24,1,retest_down,144,102.0,0.7083333333333334,3.5251864008812404
24,5,breakout_down20,148,102.0,0.6891891891891891,3.448665697340789
24,5,retest_down,148,102.0,0.6891891891891891,3.448665697340789
24,5,price20_cross_down,59,49.0,0.8305084745762712,3.4003878567607275
24,3,breakout_down20,130,90.0,0.6923076923076923,3.3751366083700276
24,3,retest_down,130,90.0,0.6923076923076923,3.3751366083700276
24,1,range_tight,72,56.0,0.7777777777777778,3.337024009782082
24,2,range_tight,81,60.0,0.7407407407407407,3.2642364794550023
24,5,di_cross_down,51,42.0,0.8235294117647058,3.253965415302352
24,6,price20_cross_down,89,62.0,0.6966292134831461,3.1346988714660275
24,0,range_tight,82,58.0,0.7073170731707317,3.1255214055146667
24,1,price20_cross_down,70,51.0,0.7285714285714285,3.1056667675586724
24,3,price20_cross_down,63,47.0,0.746031746031746,3.102658808220707
24,4,di_cross_down,51,40.0,0.7843137254901961,3.099014681240335
24,2,price20_cross_down,74,53.0,0.7162162162162162,3.0922550002354656
24,4,range_tight,64,47.0,0.734375,3.0655656513296083
24,3,range_tight,71,50.0,0.704225352112676,3.011736703532433
24,6,range_tight,62,45.0,0.7258064516129032,3.007113914316435
24,5,range_tight,66,47.0,0.7121212121212122,2.994250804717809
24,4,price20_cross_down,72,47.0,0.6527777777777778,2.800716579638533
24,2,di_cross_down,51,36.0,0.7058823529411765,2.789113213116302
24,0,breakout_down20,40,30.0,0.75,2.7851790500282307
24,0,retest_down,40,30.0,0.75,2.7851790500282307
24,6,di_cross_down,55,38.0,0.6909090909090909,2.7811520772351943
24,1,price200_cross_down,37,27.0,0.7297297297297297,2.654454765205741
24,1,di_cross_down,50,33.0,0.66,2.595004917598055
24,6,price200_cross_down,35,25.0,0.7142857142857143,2.559656384611507
24,3,di_cross_down,43,29.0,0.6744186046511628,2.552127892642548
24,0,rsi_down1,42,28.0,0.6666666666666666,2.507466743795708
24,5,price200_cross_down,20,16.0,0.8,2.4356179501787385
24,0,price20_cross_down,39,23.0,0.5897435897435898,2.1754930114005266
24,4,price200_cross_down,26,17.0,0.6538461538461539,2.154970258541292
24,3,price200_cross_down,24,16.0,0.6666666666666666,2.1459172165788
24,2,price200_cross_down,19,13.0,0.6842105263157895,2.049711555589573
24,0,di_cross_down,10,8.0,0.8,1.9183162182386966
24,0,price200_cross_down,6,3.0,0.5,0.9729550745276566
