pair,h,lag,feature,n,hit
usdjpy,1,0,adx_rising,132,0.14393939393939395
usdjpy,1,0,adx25,134,0.15671641791044777
usdjpy,1,0,di_strong_bear,100,0.2
usdjpy,1,0,macd_bear,138,0.18115942028985507
usdjpy,1,0,atr_expand,20,0.15
usdjpy,1,0,bb_bear,137,0.18248175182481752
usdjpy,1,0,breakout_down20,4,0.25
usdjpy,1,0,retest_down,4,0.25
usdjpy,1,0,elliott_pullback_bear,49,0.20408163265306123
usdjpy,1,0,range_tight,13,0.07692307692307693
usdjpy,1,0,price20_bear,137,0.19708029197080293
usdjpy,1,0,price200_bear,118,0.2033898305084746
usdjpy,1,0,trend_bear,80,0.225
usdjpy,1,0,volatility,108,0.17592592592592593
usdjpy,1,0,adx_up3,55,0.10909090909090909
usdjpy,1,0,rsi_down1,8,0.375
usdjpy,1,0,di_cross_down,2,0.0
usdjpy,1,0,price20_cross_down,9,0.3333333333333333
usdjpy,1,0,price200_cross_down,1,0.0
usdjpy,1,0,atr_expand,20,0.15
usdjpy,1,0,bb_expand,61,0.13114754098360656
usdjpy,1,0,breakout_down20,4,0.25
usdjpy,1,0,retest_down,4,0.25
usdjpy,1,1,adx_rising,144,0.1388888888888889
usdjpy,1,1,adx25,131,0.15267175572519084
usdjpy,1,1,di_strong_bear,117,0.19658119658119658
usdjpy,1,1,macd_bear,133,0.18796992481203006
usdjpy,1,1,atr_expand,22,0.13636363636363635
usdjpy,1,1,bb_bear,136,0.18382352941176472
usdjpy,1,1,breakout_down20,15,0.13333333333333333
usdjpy,1,1,retest_down,15,0.13333333333333333
usdjpy,1,1,elliott_pullback_bear,36,0.2222222222222222
usdjpy,1,1,range_tight,7,0.0
usdjpy,1,1,price20_bear,131,0.19083969465648856
usdjpy,1,1,price200_bear,117,0.20512820512820512
usdjpy,1,1,trend_bear,81,0.2345679012345679
usdjpy,1,1,volatility,108,0.18518518518518517
usdjpy,1,1,adx_up3,54,0.12962962962962962
usdjpy,1,1,rsi_down1,55,0.14545454545454545
usdjpy,1,1,di_cross_down,11,0.2727272727272727
usdjpy,1,1,price20_cross_down,19,0.15789473684210525
usdjpy,1,1,price200_cross_down,10,0.1
usdjpy,1,1,atr_expand,22,0.13636363636363635
usdjpy,1,1,bb_expand,63,0.14285714285714285
usdjpy,1,1,breakout_down20,15,0.13333333333333333
usdjpy,1,1,retest_down,15,0.13333333333333333
usdjpy,1,2,adx_rising,140,0.15714285714285714
usdjpy,1,2,adx25,129,0.14728682170542637
usdjpy,1,2,di_strong_bear,117,0.19658119658119658
usdjpy,1,2,macd_bear,138,0.17391304347826086
usdjpy,1,2,atr_expand,22,0.18181818181818182
usdjpy,1,2,bb_bear,125,0.184
usdjpy,1,2,breakout_down20,20,0.1
usdjpy,1,2,retest_down,20,0.1
usdjpy,1,2,elliott_pullback_bear,43,0.11627906976744186
usdjpy,1,2,range_tight,11,0.09090909090909091
usdjpy,1,2,price20_bear,129,0.18604651162790697
usdjpy,1,2,price200_bear,109,0.22018348623853212
usdjpy,1,2,trend_bear,79,0.24050632911392406
usdjpy,1,2,volatility,104,0.18269230769230768
usdjpy,1,2,adx_up3,61,0.14754098360655737
usdjpy,1,2,rsi_down1,66,0.15151515151515152
usdjpy,1,2,di_cross_down,11,0.18181818181818182
usdjpy,1,2,price20_cross_down,13,0.07692307692307693
usdjpy,1,2,price200_cross_down,2,0.5
usdjpy,1,2,atr_expand,22,0.18181818181818182
usdjpy,1,2,bb_expand,73,0.1643835616438356
usdjpy,1,2,breakout_down20,20,0.1
usdjpy,1,2,retest_down,20,0.1
usdjpy,1,3,adx_rising,140,0.14285714285714285
usdjpy,1,3,adx25,133,0.15037593984962405
usdjpy,1,3,di_strong_bear,118,0.17796610169491525
usdjpy,1,3,macd_bear,143,0.16783216783216784
usdjpy,1,3,atr_expand,15,0.13333333333333333
usdjpy,1,3,bb_bear,129,0.17829457364341086
usdjpy,1,3,breakout_down20,14,0.14285714285714285
usdjpy,1,3,retest_down,14,0.14285714285714285
usdjpy,1,3,elliott_pullback_bear,45,0.2222222222222222
usdjpy,1,3,range_tight,10,0.0
usdjpy,1,3,price20_bear,132,0.17424242424242425
usdjpy,1,3,price200_bear,113,0.20353982300884957
usdjpy,1,3,trend_bear,81,0.2345679012345679
usdjpy,1,3,volatility,99,0.21212121212121213
usdjpy,1,3,adx_up3,61,0.16393442622950818
usdjpy,1,3,rsi_down1,55,0.09090909090909091
usdjpy,1,3,di_cross_down,7,0.14285714285714285
usdjpy,1,3,price20_cross_down,8,0.0
usdjpy,1,3,price200_cross_down,4,0.0
usdjpy,1,3,atr_expand,15,0.13333333333333333
usdjpy,1,3,bb_expand,69,0.18840579710144928
usdjpy,1,3,breakout_down20,14,0.14285714285714285
usdjpy,1,3,retest_down,14,0.14285714285714285
usdjpy,1,4,adx_rising,142,0.14788732394366197
usdjpy,1,4,adx25,133,0.17293233082706766
usdjpy,1,4,di_strong_bear,117,0.1794871794871795
usdjpy,1,4,macd_bear,141,0.18439716312056736
usdjpy,1,4,atr_expand,19,0.2631578947368421
usdjpy,1,4,bb_bear,138,0.18840579710144928
usdjpy,1,4,breakout_down20,15,0.2
usdjpy,1,4,retest_down,14,0.21428571428571427
usdjpy,1,4,elliott_pullback_bear,50,0.2
usdjpy,1,4,range_tight,11,0.09090909090909091
usdjpy,1,4,price20_bear,138,0.18840579710144928
usdjpy,1,4,price200_bear,116,0.22413793103448276
usdjpy,1,4,trend_bear,80,0.2375
usdjpy,1,4,volatility,109,0.1834862385321101
usdjpy,1,4,adx_up3,61,0.14754098360655737
usdjpy,1,4,rsi_down1,48,0.1875
usdjpy,1,4,di_cross_down,7,0.14285714285714285
usdjpy,1,4,price20_cross_down,13,0.23076923076923078
usdjpy,1,4,price200_cross_down,5,0.0
usdjpy,1,4,atr_expand,19,0.2631578947368421
usdjpy,1,4,bb_expand,68,0.19117647058823528
usdjpy,1,4,breakout_down20,15,0.2
usdjpy,1,4,retest_down,14,0.21428571428571427
usdjpy,1,5,adx_rising,145,0.14482758620689656
usdjpy,1,5,adx25,132,0.18181818181818182
usdjpy,1,5,di_strong_bear,111,0.18018018018018017
usdjpy,1,5,macd_bear,140,0.18571428571428572
usdjpy,1,5,atr_expand,16,0.375
usdjpy,1,5,bb_bear,142,0.19014084507042253
usdjpy,1,5,breakout_down20,15,0.13333333333333333
usdjpy,1,5,retest_down,15,0.13333333333333333
usdjpy,1,5,elliott_pullback_bear,58,0.20689655172413793
usdjpy,1,5,range_tight,7,0.14285714285714285
usdjpy,1,5,price20_bear,140,0.17857142857142858
usdjpy,1,5,price200_bear,113,0.23008849557522124
usdjpy,1,5,trend_bear,80,0.2125
usdjpy,1,5,volatility,110,0.18181818181818182
usdjpy,1,5,adx_up3,54,0.18518518518518517
usdjpy,1,5,rsi_down1,42,0.21428571428571427
usdjpy,1,5,di_cross_down,9,0.1111111111111111
usdjpy,1,5,price20_cross_down,10,0.1
usdjpy,1,5,price200_cross_down,4,0.25
usdjpy,1,5,atr_expand,16,0.375
usdjpy,1,5,bb_expand,71,0.18309859154929578
usdjpy,1,5,breakout_down20,15,0.13333333333333333
usdjpy,1,5,retest_down,15,0.13333333333333333
usdjpy,1,6,adx_rising,137,0.15328467153284672
usdjpy,1,6,adx25,133,0.18045112781954886
usdjpy,1,6,di_strong_bear,120,0.175
usdjpy,1,6,macd_bear,135,0.2
usdjpy,1,6,atr_expand,20,0.35
usdjpy,1,6,bb_bear,148,0.1554054054054054
usdjpy,1,6,breakout_down20,17,0.29411764705882354
usdjpy,1,6,retest_down,17,0.29411764705882354
usdjpy,1,6,elliott_pullback_bear,54,0.14814814814814814
usdjpy,1,6,range_tight,7,0.14285714285714285
usdjpy,1,6,price20_bear,142,0.16901408450704225
usdjpy,1,6,price200_bear,118,0.2288135593220339
usdjpy,1,6,trend_bear,77,0.22077922077922077
usdjpy,1,6,volatility,111,0.18018018018018017
usdjpy,1,6,adx_up3,46,0.1956521739130435
usdjpy,1,6,rsi_down1,73,0.1917808219178082
usdjpy,1,6,di_cross_down,12,0.25
usdjpy,1,6,price20_cross_down,23,0.08695652173913043
usdjpy,1,6,price200_cross_down,10,0.2
usdjpy,1,6,atr_expand,20,0.35
usdjpy,1,6,bb_expand,68,0.17647058823529413
usdjpy,1,6,breakout_down20,17,0.29411764705882354
usdjpy,1,6,retest_down,17,0.29411764705882354
usdjpy,3,0,adx_rising,132,0.3560606060606061
usdjpy,3,0,adx25,134,0.35074626865671643
usdjpy,3,0,di_strong_bear,100,0.38
usdjpy,3,0,macd_bear,138,0.391304347826087
usdjpy,3,0,atr_expand,20,0.4
usdjpy,3,0,bb_bear,137,0.4233576642335766
usdjpy,3,0,breakout_down20,4,0.5
usdjpy,3,0,retest_down,4,0.5
usdjpy,3,0,elliott_pullback_bear,49,0.3877551020408163
usdjpy,3,0,range_tight,13,0.07692307692307693
usdjpy,3,0,price20_bear,137,0.43795620437956206
usdjpy,3,0,price200_bear,118,0.4406779661016949
usdjpy,3,0,trend_bear,80,0.425
usdjpy,3,0,volatility,108,0.39814814814814814
usdjpy,3,0,adx_up3,55,0.2909090909090909
usdjpy,3,0,rsi_down1,8,0.625
usdjpy,3,0,di_cross_down,2,0.5
usdjpy,3,0,price20_cross_down,9,0.5555555555555556
usdjpy,3,0,price200_cross_down,1,1.0
usdjpy,3,0,atr_expand,20,0.4
usdjpy,3,0,bb_expand,61,0.2459016393442623
usdjpy,3,0,breakout_down20,4,0.5
usdjpy,3,0,retest_down,4,0.5
usdjpy,3,1,adx_rising,144,0.3333333333333333
usdjpy,3,1,adx25,131,0.3435114503816794
usdjpy,3,1,di_strong_bear,117,0.39316239316239315
usdjpy,3,1,macd_bear,133,0.39097744360902253
usdjpy,3,1,atr_expand,22,0.36363636363636365
usdjpy,3,1,bb_bear,136,0.41911764705882354
usdjpy,3,1,breakout_down20,15,0.3333333333333333
usdjpy,3,1,retest_down,15,0.3333333333333333
usdjpy,3,1,elliott_pullback_bear,36,0.3888888888888889
usdjpy,3,1,range_tight,7,0.14285714285714285
usdjpy,3,1,price20_bear,131,0.42748091603053434
usdjpy,3,1,price200_bear,117,0.4358974358974359
usdjpy,3,1,trend_bear,81,0.43209876543209874
usdjpy,3,1,volatility,108,0.4074074074074074
usdjpy,3,1,adx_up3,54,0.2777777777777778
usdjpy,3,1,rsi_down1,55,0.4
usdjpy,3,1,di_cross_down,11,0.6363636363636364
usdjpy,3,1,price20_cross_down,19,0.42105263157894735
usdjpy,3,1,price200_cross_down,10,0.3
usdjpy,3,1,atr_expand,22,0.36363636363636365
usdjpy,3,1,bb_expand,63,0.2857142857142857
usdjpy,3,1,breakout_down20,15,0.3333333333333333
usdjpy,3,1,retest_down,15,0.3333333333333333
usdjpy,3,2,adx_rising,140,0.3357142857142857
usdjpy,3,2,adx25,129,0.3643410852713178
usdjpy,3,2,di_strong_bear,117,0.39316239316239315
usdjpy,3,2,macd_bear,138,0.38405797101449274
usdjpy,3,2,atr_expand,22,0.36363636363636365
usdjpy,3,2,bb_bear,125,0.392
usdjpy,3,2,breakout_down20,20,0.3
usdjpy,3,2,retest_down,20,0.3
usdjpy,3,2,elliott_pullback_bear,43,0.32558139534883723
usdjpy,3,2,range_tight,11,0.09090909090909091
usdjpy,3,2,price20_bear,129,0.40310077519379844
usdjpy,3,2,price200_bear,109,0.44954128440366975
usdjpy,3,2,trend_bear,79,0.43037974683544306
usdjpy,3,2,volatility,104,0.41346153846153844
usdjpy,3,2,adx_up3,61,0.29508196721311475
usdjpy,3,2,rsi_down1,66,0.3787878787878788
usdjpy,3,2,di_cross_down,11,0.45454545454545453
usdjpy,3,2,price20_cross_down,13,0.38461538461538464
usdjpy,3,2,price200_cross_down,2,0.5
usdjpy,3,2,atr_expand,22,0.36363636363636365
usdjpy,3,2,bb_expand,73,0.3150684931506849
usdjpy,3,2,breakout_down20,20,0.3
usdjpy,3,2,retest_down,20,0.3
usdjpy,3,3,adx_rising,140,0.36428571428571427
usdjpy,3,3,adx25,133,0.38345864661654133
usdjpy,3,3,di_strong_bear,118,0.3813559322033898
usdjpy,3,3,macd_bear,143,0.3776223776223776
usdjpy,3,3,atr_expand,15,0.4
usdjpy,3,3,bb_bear,129,0.40310077519379844
usdjpy,3,3,breakout_down20,14,0.35714285714285715
usdjpy,3,3,retest_down,14,0.35714285714285715
usdjpy,3,3,elliott_pullback_bear,45,0.4222222222222222
usdjpy,3,3,range_tight,10,0.0
usdjpy,3,3,price20_bear,132,0.3939393939393939
usdjpy,3,3,price200_bear,113,0.45132743362831856
usdjpy,3,3,trend_bear,81,0.41975308641975306
usdjpy,3,3,volatility,99,0.43434343434343436
usdjpy,3,3,adx_up3,61,0.3442622950819672
usdjpy,3,3,rsi_down1,55,0.2727272727272727
usdjpy,3,3,di_cross_down,7,0.42857142857142855
usdjpy,3,3,price20_cross_down,8,0.375
usdjpy,3,3,price200_cross_down,4,0.25
usdjpy,3,3,atr_expand,15,0.4
usdjpy,3,3,bb_expand,69,0.36231884057971014
usdjpy,3,3,breakout_down20,14,0.35714285714285715
usdjpy,3,3,retest_down,14,0.35714285714285715
usdjpy,3,4,adx_rising,142,0.36619718309859156
usdjpy,3,4,adx25,133,0.39097744360902253
usdjpy,3,4,di_strong_bear,117,0.37606837606837606
usdjpy,3,4,macd_bear,141,0.3900709219858156
usdjpy,3,4,atr_expand,19,0.5263157894736842
usdjpy,3,4,bb_bear,138,0.39855072463768115
usdjpy,3,4,breakout_down20,15,0.26666666666666666
usdjpy,3,4,retest_down,14,0.2857142857142857
usdjpy,3,4,elliott_pullback_bear,50,0.4
usdjpy,3,4,range_tight,11,0.18181818181818182
usdjpy,3,4,price20_bear,138,0.391304347826087
usdjpy,3,4,price200_bear,116,0.47413793103448276
usdjpy,3,4,trend_bear,80,0.4125
usdjpy,3,4,volatility,109,0.4036697247706422
usdjpy,3,4,adx_up3,61,0.36065573770491804
usdjpy,3,4,rsi_down1,48,0.3333333333333333
usdjpy,3,4,di_cross_down,7,0.14285714285714285
usdjpy,3,4,price20_cross_down,13,0.38461538461538464
usdjpy,3,4,price200_cross_down,5,0.4
usdjpy,3,4,atr_expand,19,0.5263157894736842
usdjpy,3,4,bb_expand,68,0.38235294117647056
usdjpy,3,4,breakout_down20,15,0.26666666666666666
usdjpy,3,4,retest_down,14,0.2857142857142857
usdjpy,3,5,adx_rising,145,0.3793103448275862
usdjpy,3,5,adx25,132,0.4090909090909091
usdjpy,3,5,di_strong_bear,111,0.38738738738738737
usdjpy,3,5,macd_bear,140,0.4
usdjpy,3,5,atr_expand,16,0.5
usdjpy,3,5,bb_bear,142,0.3873239436619718
usdjpy,3,5,breakout_down20,15,0.4666666666666667
usdjpy,3,5,retest_down,15,0.4666666666666667
usdjpy,3,5,elliott_pullback_bear,58,0.3275862068965517
usdjpy,3,5,range_tight,7,0.14285714285714285
usdjpy,3,5,price20_bear,140,0.37857142857142856
usdjpy,3,5,price200_bear,113,0.4778761061946903
usdjpy,3,5,trend_bear,80,0.4
usdjpy,3,5,volatility,110,0.41818181818181815
usdjpy,3,5,adx_up3,54,0.3333333333333333
usdjpy,3,5,rsi_down1,42,0.42857142857142855
usdjpy,3,5,di_cross_down,9,0.2222222222222222
usdjpy,3,5,price20_cross_down,10,0.4
usdjpy,3,5,price200_cross_down,4,0.5
usdjpy,3,5,atr_expand,16,0.5
usdjpy,3,5,bb_expand,71,0.39436619718309857
usdjpy,3,5,breakout_down20,15,0.4666666666666667
usdjpy,3,5,retest_down,15,0.4666666666666667
usdjpy,3,6,adx_rising,137,0.35766423357664234
usdjpy,3,6,adx25,133,0.40601503759398494
usdjpy,3,6,di_strong_bear,120,0.375
usdjpy,3,6,macd_bear,135,0.4
usdjpy,3,6,atr_expand,20,0.45
usdjpy,3,6,bb_bear,148,0.3716216216216216
usdjpy,3,6,breakout_down20,17,0.47058823529411764
usdjpy,3,6,retest_down,17,0.47058823529411764
usdjpy,3,6,elliott_pullback_bear,54,0.4074074074074074
usdjpy,3,6,range_tight,7,0.2857142857142857
usdjpy,3,6,price20_bear,142,0.38028169014084506
usdjpy,3,6,price200_bear,118,0.4830508474576271
usdjpy,3,6,trend_bear,77,0.4155844155844156
usdjpy,3,6,volatility,111,0.40540540540540543
usdjpy,3,6,adx_up3,46,0.3695652173913043
usdjpy,3,6,rsi_down1,73,0.410958904109589
usdjpy,3,6,di_cross_down,12,0.3333333333333333
usdjpy,3,6,price20_cross_down,23,0.30434782608695654
usdjpy,3,6,price200_cross_down,10,0.7
usdjpy,3,6,atr_expand,20,0.45
usdjpy,3,6,bb_expand,68,0.39705882352941174
usdjpy,3,6,breakout_down20,17,0.47058823529411764
usdjpy,3,6,retest_down,17,0.47058823529411764
usdjpy,6,0,adx_rising,132,0.4621212121212121
usdjpy,6,0,adx25,134,0.4552238805970149
usdjpy,6,0,di_strong_bear,100,0.45
usdjpy,6,0,macd_bear,138,0.4782608695652174
usdjpy,6,0,atr_expand,20,0.5
usdjpy,6,0,bb_bear,137,0.5109489051094891
usdjpy,6,0,breakout_down20,4,0.5
usdjpy,6,0,retest_down,4,0.5
usdjpy,6,0,elliott_pullback_bear,49,0.5102040816326531
usdjpy,6,0,range_tight,13,0.15384615384615385
usdjpy,6,0,price20_bear,137,0.5255474452554745
usdjpy,6,0,price200_bear,118,0.576271186440678
usdjpy,6,0,trend_bear,80,0.5375
usdjpy,6,0,volatility,108,0.5185185185185185
usdjpy,6,0,adx_up3,55,0.43636363636363634
usdjpy,6,0,rsi_down1,8,0.75
usdjpy,6,0,di_cross_down,2,0.5
usdjpy,6,0,price20_cross_down,9,0.7777777777777778
usdjpy,6,0,price200_cross_down,1,1.0
usdjpy,6,0,atr_expand,20,0.5
usdjpy,6,0,bb_expand,61,0.36065573770491804
usdjpy,6,0,breakout_down20,4,0.5
usdjpy,6,0,retest_down,4,0.5
usdjpy,6,1,adx_rising,144,0.4375
usdjpy,6,1,adx25,131,0.45038167938931295
usdjpy,6,1,di_strong_bear,117,0.48717948717948717
usdjpy,6,1,macd_bear,133,0.48120300751879697
usdjpy,6,1,atr_expand,22,0.5
usdjpy,6,1,bb_bear,136,0.5073529411764706
usdjpy,6,1,breakout_down20,15,0.4
usdjpy,6,1,retest_down,15,0.4
usdjpy,6,1,elliott_pullback_bear,36,0.5833333333333334
usdjpy,6,1,range_tight,7,0.2857142857142857
usdjpy,6,1,price20_bear,131,0.5114503816793893
usdjpy,6,1,price200_bear,117,0.5726495726495726
usdjpy,6,1,trend_bear,81,0.5432098765432098
usdjpy,6,1,volatility,108,0.5092592592592593
usdjpy,6,1,adx_up3,54,0.4074074074074074
usdjpy,6,1,rsi_down1,55,0.43636363636363634
usdjpy,6,1,di_cross_down,11,0.8181818181818182
usdjpy,6,1,price20_cross_down,19,0.5263157894736842
usdjpy,6,1,price200_cross_down,10,0.5
usdjpy,6,1,atr_expand,22,0.5
usdjpy,6,1,bb_expand,63,0.42857142857142855
usdjpy,6,1,breakout_down20,15,0.4
usdjpy,6,1,retest_down,15,0.4
usdjpy,6,2,adx_rising,140,0.44285714285714284
usdjpy,6,2,adx25,129,0.4728682170542636
usdjpy,6,2,di_strong_bear,117,0.5042735042735043
usdjpy,6,2,macd_bear,138,0.47101449275362317
usdjpy,6,2,atr_expand,22,0.45454545454545453
usdjpy,6,2,bb_bear,125,0.504
usdjpy,6,2,breakout_down20,20,0.35
usdjpy,6,2,retest_down,20,0.35
usdjpy,6,2,elliott_pullback_bear,43,0.4418604651162791
usdjpy,6,2,range_tight,11,0.18181818181818182
usdjpy,6,2,price20_bear,129,0.5116279069767442
usdjpy,6,2,price200_bear,109,0.5779816513761468
usdjpy,6,2,trend_bear,79,0.5443037974683544
usdjpy,6,2,volatility,104,0.5192307692307693
usdjpy,6,2,adx_up3,61,0.4262295081967213
usdjpy,6,2,rsi_down1,66,0.48484848484848486
usdjpy,6,2,di_cross_down,11,0.45454545454545453
usdjpy,6,2,price20_cross_down,13,0.5384615384615384
usdjpy,6,2,price200_cross_down,2,0.5
usdjpy,6,2,atr_expand,22,0.45454545454545453
usdjpy,6,2,bb_expand,73,0.4520547945205479
usdjpy,6,2,breakout_down20,20,0.35
usdjpy,6,2,retest_down,20,0.35
usdjpy,6,3,adx_rising,140,0.4785714285714286
usdjpy,6,3,adx25,133,0.48120300751879697
usdjpy,6,3,di_strong_bear,118,0.4830508474576271
usdjpy,6,3,macd_bear,143,0.45454545454545453
usdjpy,6,3,atr_expand,15,0.4
usdjpy,6,3,bb_bear,129,0.5038759689922481
usdjpy,6,3,breakout_down20,14,0.5
usdjpy,6,3,retest_down,14,0.5
usdjpy,6,3,elliott_pullback_bear,45,0.5111111111111111
usdjpy,6,3,range_tight,10,0.2
usdjpy,6,3,price20_bear,132,0.49242424242424243
usdjpy,6,3,price200_bear,113,0.584070796460177
usdjpy,6,3,trend_bear,81,0.5308641975308642
usdjpy,6,3,volatility,99,0.5353535353535354
usdjpy,6,3,adx_up3,61,0.45901639344262296
usdjpy,6,3,rsi_down1,55,0.43636363636363634
usdjpy,6,3,di_cross_down,7,0.5714285714285714
usdjpy,6,3,price20_cross_down,8,0.625
usdjpy,6,3,price200_cross_down,4,0.5
usdjpy,6,3,atr_expand,15,0.4
usdjpy,6,3,bb_expand,69,0.4927536231884058
usdjpy,6,3,breakout_down20,14,0.5
usdjpy,6,3,retest_down,14,0.5
usdjpy,6,4,adx_rising,142,0.4788732394366197
usdjpy,6,4,adx25,133,0.49624060150375937
usdjpy,6,4,di_strong_bear,117,0.47863247863247865
usdjpy,6,4,macd_bear,141,0.46808510638297873
usdjpy,6,4,atr_expand,19,0.6842105263157895
usdjpy,6,4,bb_bear,138,0.4927536231884058
usdjpy,6,4,breakout_down20,15,0.4
usdjpy,6,4,retest_down,14,0.35714285714285715
usdjpy,6,4,elliott_pullback_bear,50,0.48
usdjpy,6,4,range_tight,11,0.18181818181818182
usdjpy,6,4,price20_bear,138,0.4782608695652174
usdjpy,6,4,price200_bear,116,0.5948275862068966
usdjpy,6,4,trend_bear,80,0.5375
usdjpy,6,4,volatility,109,0.5137614678899083
usdjpy,6,4,adx_up3,61,0.45901639344262296
usdjpy,6,4,rsi_down1,48,0.4791666666666667
usdjpy,6,4,di_cross_down,7,0.2857142857142857
usdjpy,6,4,price20_cross_down,13,0.46153846153846156
usdjpy,6,4,price200_cross_down,5,0.4
usdjpy,6,4,atr_expand,19,0.6842105263157895
usdjpy,6,4,bb_expand,68,0.5147058823529411
usdjpy,6,4,breakout_down20,15,0.4
usdjpy,6,4,retest_down,14,0.35714285714285715
usdjpy,6,5,adx_rising,145,0.47586206896551725
usdjpy,6,5,adx25,132,0.5227272727272727
usdjpy,6,5,di_strong_bear,111,0.4864864864864865
usdjpy,6,5,macd_bear,140,0.4928571428571429
usdjpy,6,5,atr_expand,16,0.6875
usdjpy,6,5,bb_bear,142,0.4859154929577465
usdjpy,6,5,breakout_down20,15,0.6666666666666666
usdjpy,6,5,retest_down,15,0.6666666666666666
usdjpy,6,5,elliott_pullback_bear,58,0.46551724137931033
usdjpy,6,5,range_tight,7,0.14285714285714285
usdjpy,6,5,price20_bear,140,0.4785714285714286
usdjpy,6,5,price200_bear,113,0.6017699115044248
usdjpy,6,5,trend_bear,80,0.525
usdjpy,6,5,volatility,110,0.5272727272727272
usdjpy,6,5,adx_up3,54,0.42592592592592593
usdjpy,6,5,rsi_down1,42,0.47619047619047616
usdjpy,6,5,di_cross_down,9,0.3333333333333333
usdjpy,6,5,price20_cross_down,10,0.4
usdjpy,6,5,price200_cross_down,4,0.5
usdjpy,6,5,atr_expand,16,0.6875
usdjpy,6,5,bb_expand,71,0.5211267605633803
usdjpy,6,5,breakout_down20,15,0.6666666666666666
usdjpy,6,5,retest_down,15,0.6666666666666666
usdjpy,6,6,adx_rising,137,0.4744525547445255
usdjpy,6,6,adx25,133,0.5112781954887218
usdjpy,6,6,di_strong_bear,120,0.48333333333333334
usdjpy,6,6,macd_bear,135,0.5037037037037037
usdjpy,6,6,atr_expand,20,0.6
usdjpy,6,6,bb_bear,148,0.46621621621621623
usdjpy,6,6,breakout_down20,17,0.6470588235294118
usdjpy,6,6,retest_down,17,0.6470588235294118
usdjpy,6,6,elliott_pullback_bear,54,0.46296296296296297
usdjpy,6,6,range_tight,7,0.42857142857142855
usdjpy,6,6,price20_bear,142,0.4859154929577465
usdjpy,6,6,price200_bear,118,0.6016949152542372
usdjpy,6,6,trend_bear,77,0.5324675324675324
usdjpy,6,6,volatility,111,0.5135135135135135
usdjpy,6,6,adx_up3,46,0.45652173913043476
usdjpy,6,6,rsi_down1,73,0.5616438356164384
usdjpy,6,6,di_cross_down,12,0.5833333333333334
usdjpy,6,6,price20_cross_down,23,0.43478260869565216
usdjpy,6,6,price200_cross_down,10,0.8
usdjpy,6,6,atr_expand,20,0.6
usdjpy,6,6,bb_expand,68,0.4852941176470588
usdjpy,6,6,breakout_down20,17,0.6470588235294118
usdjpy,6,6,retest_down,17,0.6470588235294118
usdjpy,12,0,adx_rising,132,0.5757575757575758
usdjpy,12,0,adx25,134,0.5522388059701493
usdjpy,12,0,di_strong_bear,100,0.56
usdjpy,12,0,macd_bear,138,0.5579710144927537
usdjpy,12,0,atr_expand,20,0.7
usdjpy,12,0,bb_bear,137,0.5912408759124088
usdjpy,12,0,breakout_down20,4,0.5
usdjpy,12,0,retest_down,4,0.5
usdjpy,12,0,elliott_pullback_bear,49,0.5918367346938775
usdjpy,12,0,range_tight,13,0.3076923076923077
usdjpy,12,0,price20_bear,137,0.5985401459854015
usdjpy,12,0,price200_bear,118,0.6610169491525424
usdjpy,12,0,trend_bear,80,0.625
usdjpy,12,0,volatility,108,0.6111111111111112
usdjpy,12,0,adx_up3,55,0.5636363636363636
usdjpy,12,0,rsi_down1,8,0.75
usdjpy,12,0,di_cross_down,2,0.5
usdjpy,12,0,price20_cross_down,9,0.8888888888888888
usdjpy,12,0,price200_cross_down,1,1.0
usdjpy,12,0,atr_expand,20,0.7
usdjpy,12,0,bb_expand,61,0.47540983606557374
usdjpy,12,0,breakout_down20,4,0.5
usdjpy,12,0,retest_down,4,0.5
usdjpy,12,1,adx_rising,144,0.5486111111111112
usdjpy,12,1,adx25,131,0.5572519083969466
usdjpy,12,1,di_strong_bear,117,0.5811965811965812
usdjpy,12,1,macd_bear,133,0.556390977443609
usdjpy,12,1,atr_expand,22,0.6363636363636364
usdjpy,12,1,bb_bear,136,0.5882352941176471
usdjpy,12,1,breakout_down20,15,0.4666666666666667
usdjpy,12,1,retest_down,15,0.4666666666666667
usdjpy,12,1,elliott_pullback_bear,36,0.6388888888888888
usdjpy,12,1,range_tight,7,0.42857142857142855
usdjpy,12,1,price20_bear,131,0.5801526717557252
usdjpy,12,1,price200_bear,117,0.6581196581196581
usdjpy,12,1,trend_bear,81,0.6296296296296297
usdjpy,12,1,volatility,108,0.6111111111111112
usdjpy,12,1,adx_up3,54,0.5555555555555556
usdjpy,12,1,rsi_down1,55,0.5454545454545454
usdjpy,12,1,di_cross_down,11,0.9090909090909091
usdjpy,12,1,price20_cross_down,19,0.5789473684210527
usdjpy,12,1,price200_cross_down,10,0.6
usdjpy,12,1,atr_expand,22,0.6363636363636364
usdjpy,12,1,bb_expand,63,0.5238095238095238
usdjpy,12,1,breakout_down20,15,0.4666666666666667
usdjpy,12,1,retest_down,15,0.4666666666666667
usdjpy,12,2,adx_rising,140,0.5428571428571428
usdjpy,12,2,adx25,129,0.5813953488372093
usdjpy,12,2,di_strong_bear,117,0.5897435897435898
usdjpy,12,2,macd_bear,138,0.5579710144927537
usdjpy,12,2,atr_expand,22,0.5909090909090909
usdjpy,12,2,bb_bear,125,0.584
usdjpy,12,2,breakout_down20,20,0.5
