timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
h4,bear,100,24,pdi_gt_mdi,53590,0.28548299,0.29442060,0.00893761,1.03130700
h4,bear,100,24,mdi_gt_pdi,59280,0.28548299,0.27771592,-0.00776706,0.97279326
h4,bear,100,24,atr_high,34087,0.28548299,0.31771643,0.03223345,1.11290846
h4,bear,100,24,atr_low,40671,0.28548299,0.26977453,-0.01570845,0.94497587
h4,bear,100,24,bb_below_mid,53687,0.28548299,0.27786988,-0.00761311,0.97333252
h4,bear,100,24,bb_above_mid,59111,0.28548299,0.29263589,0.00715290,1.02505544
h4,bear,100,24,body_ratio_gt60,33691,0.28548299,0.28844499,0.00296200,1.01037540
h4,bear,150,24,ema_stack_bull,46082,0.14850565,0.15522330,0.00671764,1.04523494
h4,bear,150,24,ema_stack_bear,35714,0.14850565,0.13902111,-0.00948454,0.93613347
h4,bear,150,24,price_above_ema20,59479,0.14850565,0.15220498,0.00369933,1.02491034
h4,bear,150,24,price_above_200,62174,0.14850565,0.15514524,0.00663958,1.04470930
h4,bear,150,24,rsi_lt30,6051,0.14850565,0.14774417,-0.00076148,0.99487239
h4,bear,150,24,rsi_30_45,31153,0.14850565,0.14261869,-0.00588697,0.96035865
h4,bear,150,24,rsi_45_55,32651,0.14850565,0.14847937,-0.00002628,0.99982303
h4,bear,150,24,rsi_55_70,35371,0.14850565,0.15085805,0.00235239,1.01584043
h4,bear,150,24,rsi_gt70,7632,0.14850565,0.16430818,0.01580252,1.10641024
h4,bear,150,24,macd_hist_pos,56959,0.14850565,0.15030109,0.00179544,1.01209005
h4,bear,150,24,adx_gt25,48620,0.14850565,0.15292061,0.00441496,1.02972921
h4,bear,150,24,pdi_gt_mdi,53590,0.14850565,0.14775145,-0.00075421,0.99492136
h4,bear,150,24,mdi_gt_pdi,59280,0.14850565,0.14944332,0.00093767,1.00631401
h4,bear,150,24,atr_high,34087,0.14850565,0.17622554,0.02771989,1.18665880
h4,bear,150,24,atr_low,40671,0.14850565,0.13434634,-0.01415931,0.90465472
h4,bear,150,24,bb_below_mid,53687,0.14850565,0.14450426,-0.00400140,0.97305559
h4,bear,150,24,bb_above_mid,59111,0.14850565,0.15237435,0.00386869,1.02605081
h4,bear,150,24,body_ratio_gt60,33691,0.14850565,0.15146478,0.00295913,1.01992604
h4,bear,200,24,ema_stack_bull,46082,0.08358254,0.08478365,0.00120111,1.01437032
h4,bear,200,24,ema_stack_bear,35714,0.08358254,0.07991264,-0.00366990,0.95609251
h4,bear,200,24,price_above_ema20,59479,0.08358254,0.08265102,-0.00093152,0.98885510
h4,bear,200,24,price_above_200,62174,0.08358254,0.08545373,0.00187119,1.02238731
h4,bear,200,24,rsi_lt30,6051,0.08358254,0.09436457,0.01078203,1.12899859
h4,bear,200,24,rsi_30_45,31153,0.08358254,0.08621963,0.00263709,1.03155070
h4,bear,200,24,rsi_45_55,32651,0.08358254,0.07993630,-0.00364624,0.95637555
h4,bear,200,24,rsi_55_70,35371,0.08358254,0.08074411,-0.00283843,0.96604044
h4,bear,200,24,rsi_gt70,7632,0.08358254,0.09486373,0.01128119,1.13497069
h4,bear,200,24,macd_hist_pos,56959,0.08358254,0.08369178,0.00010924,1.00130697
h4,bear,200,24,adx_gt25,48620,0.08358254,0.08922254,0.00564000,1.06747825
h4,bear,200,24,pdi_gt_mdi,53590,0.08358254,0.07723456,-0.00634798,0.92405136
h4,bear,200,24,mdi_gt_pdi,59280,0.08358254,0.08954116,0.00595862,1.07129027
h4,bear,200,24,atr_high,34087,0.08358254,0.10640420,0.02282166,1.27304342
h4,bear,200,24,atr_low,40671,0.08358254,0.07083671,-0.01274582,0.84750613
h4,bear,200,24,bb_below_mid,53687,0.08358254,0.08424758,0.00066504,1.00795674
h4,bear,200,24,bb_above_mid,59111,0.08358254,0.08323324,-0.00034930,0.99582090
h4,bear,200,24,body_ratio_gt60,33691,0.08358254,0.08818379,0.00460125,1.05505037
h4,bear,300,24,ema_stack_bull,46082,0.03383292,0.03387440,0.00004147,1.00122586
h4,bear,300,24,ema_stack_bear,35714,0.03383292,0.03382427,-0.00000865,0.99974425
h4,bear,300,24,price_above_ema20,59479,0.03383292,0.03231393,-0.00151900,0.95510298
h4,bear,300,24,price_above_200,62174,0.03383292,0.03416219,0.00032927,1.00973214
h4,bear,300,24,rsi_lt30,6051,0.03383292,0.04346389,0.00963097,1.28466257
h4,bear,300,24,rsi_30_45,31153,0.03383292,0.03518120,0.00134828,1.03985110
h4,bear,300,24,rsi_45_55,32651,0.03383292,0.03280145,-0.00103148,0.96951260
h4,bear,300,24,rsi_55_70,35371,0.03383292,0.03155127,-0.00228165,0.93256118
h4,bear,300,24,rsi_gt70,7632,0.03383292,0.03642558,0.00259265,1.07663107
h4,bear,300,24,macd_hist_pos,56959,0.03383292,0.03307642,-0.00075650,0.97764012
h4,bear,300,24,adx_gt25,48620,0.03383292,0.03749486,0.00366193,1.10823583
h4,bear,300,24,pdi_gt_mdi,53590,0.03383292,0.02855010,-0.00528282,0.84385562
h4,bear,300,24,mdi_gt_pdi,59280,0.03383292,0.03869771,0.00486478,1.14378841
h4,bear,300,24,atr_high,34087,0.03383292,0.04555989,0.01172697,1.34661408
h4,bear,300,24,atr_low,40671,0.03383292,0.02702171,-0.00681121,0.79868093
h4,bear,300,24,bb_below_mid,53687,0.03383292,0.03505504,0.00122212,1.03612215
h4,bear,300,24,bb_above_mid,59111,0.03383292,0.03285345,-0.00097948,0.97104956
h4,bear,300,24,body_ratio_gt60,33691,0.03383292,0.03520228,0.00136936,1.04047407
d1,bull,50,1,ema_stack_bull,9837,0.24611221,0.25983532,0.01372311,1.05575956
d1,bull,50,1,ema_stack_bear,6398,0.24611221,0.22710222,-0.01900999,0.92275886
d1,bull,50,1,price_above_ema20,11727,0.24611221,0.24379637,-0.00231584,0.99059031
d1,bull,50,1,price_above_200,12917,0.24611221,0.25563211,0.00951991,1.03868116
d1,bull,50,1,rsi_lt30,807,0.24611221,0.31598513,0.06987292,1.28390678
d1,bull,50,1,rsi_30_45,5937,0.24611221,0.23580933,-0.01030288,0.95813749
d1,bull,50,1,rsi_45_55,6567,0.24611221,0.25308360,0.00697139,1.02832608
d1,bull,50,1,rsi_55_70,7169,0.24611221,0.24354861,-0.00256359,0.98958363
d1,bull,50,1,rsi_gt70,1151,0.24611221,0.23023458,-0.01587763,0.93548622
d1,bull,50,1,macd_hist_pos,11022,0.24611221,0.23761568,-0.00849653,0.96547701
d1,bull,50,1,adx_gt25,7908,0.24611221,0.25505817,0.00894596,1.03634912
d1,bull,50,1,pdi_gt_mdi,11900,0.24611221,0.23638655,-0.00972565,0.96048285
d1,bull,50,1,mdi_gt_pdi,9743,0.24611221,0.25854460,0.01243239,1.05051513
d1,bull,50,1,atr_high,6213,0.24611221,0.30790278,0.06179058,1.25106669
d1,bull,50,1,atr_low,8126,0.24611221,0.21289687,-0.03321533,0.86503988
d1,bull,50,1,bb_below_mid,10134,0.24611221,0.24817446,0.00206226,1.00837933
d1,bull,50,1,bb_above_mid,11437,0.24611221,0.24499432,-0.00111789,0.99545780
d1,bull,50,1,body_ratio_gt60,7360,0.24611221,0.24850543,0.00239323,1.00972413
d1,bull,100,1,ema_stack_bull,9837,0.06720492,0.07288808,0.00568316,1.08456461
d1,bull,100,1,ema_stack_bear,6398,0.06720492,0.05658018,-0.01062474,0.84190537
d1,bull,100,1,price_above_ema20,11727,0.06720492,0.06438134,-0.00282358,0.95798558
d1,bull,100,1,price_above_200,12917,0.06720492,0.07106913,0.00386422,1.05749901
d1,bull,100,1,rsi_lt30,807,0.06720492,0.10285006,0.03564514,1.53039488
d1,bull,100,1,rsi_30_45,5937,0.06720492,0.07057436,0.00336945,1.05013690
d1,bull,100,1,rsi_45_55,6567,0.06720492,0.06334704,-0.00385788,0.94259528
d1,bull,100,1,rsi_55_70,7169,0.06720492,0.06430464,-0.00290027,0.95684434
d1,bull,100,1,rsi_gt70,1151,0.06720492,0.07037359,0.00316867,1.04714938
d1,bull,100,1,macd_hist_pos,11022,0.06720492,0.06142261,-0.00578231,0.91396004
d1,bull,100,1,adx_gt25,7908,0.06720492,0.07422863,0.00702371,1.10451187
d1,bull,100,1,pdi_gt_mdi,11900,0.06720492,0.06268908,-0.00451584,0.93280489
d1,bull,100,1,mdi_gt_pdi,9743,0.06720492,0.07328338,0.00607847,1.09044673
d1,bull,100,1,atr_high,6213,0.06720492,0.09689361,0.02968869,1.44176369
d1,bull,100,1,atr_low,8126,0.06720492,0.05242432,-0.01478060,0.78006668
d1,bull,100,1,bb_below_mid,10134,0.06720492,0.07085060,0.00364568,1.05424728
d1,bull,100,1,bb_above_mid,11437,0.06720492,0.06487715,-0.00232776,0.96536318
d1,bull,100,1,body_ratio_gt60,7360,0.06720492,0.06725543,0.00005052,1.00075169
d1,bull,150,1,ema_stack_bull,9837,0.02330382,0.02368608,0.00038226,1.01640340
d1,bull,150,1,ema_stack_bear,6398,0.02330382,0.02016255,-0.00314127,0.86520363
d1,bull,150,1,price_above_ema20,11727,0.02330382,0.02080669,-0.00249714,0.89284436
d1,bull,150,1,price_above_200,12917,0.02330382,0.02368971,0.00038589,1.01655908
d1,bull,150,1,rsi_lt30,807,0.02330382,0.04337051,0.02006669,1.86108997
d1,bull,150,1,rsi_30_45,5937,0.02330382,0.02610746,0.00280364,1.12030818
d1,bull,150,1,rsi_45_55,6567,0.02330382,0.02131871,-0.00198511,0.91481627
d1,bull,150,1,rsi_55_70,7169,0.02330382,0.01938904,-0.00391479,0.83201102
d1,bull,150,1,rsi_gt70,1151,0.02330382,0.03388358,0.01057976,1.45399242
d1,bull,150,1,macd_hist_pos,11022,0.02330382,0.02041372,-0.00289010,0.87598157
d1,bull,150,1,adx_gt25,7908,0.02330382,0.02781993,0.00451611,1.19379259
d1,bull,150,1,pdi_gt_mdi,11900,0.02330382,0.02058824,-0.00271559,0.88347036
d1,bull,150,1,mdi_gt_pdi,9743,0.02330382,0.02699374,0.00368992,1.15833960
d1,bull,150,1,atr_high,6213,0.02330382,0.03943345,0.01612962,1.69214506
d1,bull,150,1,atr_low,8126,0.02330382,0.01722865,-0.00607517,0.73930574
d1,bull,150,1,bb_below_mid,10134,0.02330382,0.02634695,0.00304313,1.13058500
d1,bull,150,1,bb_above_mid,11437,0.02330382,0.02107196,-0.00223186,0.90422764
d1,bull,150,1,body_ratio_gt60,7360,0.02330382,0.02336957,0.00006574,1.00282117
d1,bull,200,1,ema_stack_bull,9837,0.00949585,0.00914913,-0.00034672,0.96348745
d1,bull,200,1,ema_stack_bear,6398,0.00949585,0.00844014,-0.00105571,0.88882395
d1,bull,200,1,price_above_ema20,11727,0.00949585,0.00793042,-0.00156543,0.83514570
d1,bull,200,1,price_above_200,12917,0.00949585,0.00944492,-0.00005093,0.99463651
d1,bull,200,1,rsi_lt30,807,0.00949585,0.01982652,0.01033067,2.08791432
d1,bull,200,1,rsi_30_45,5937,0.00949585,0.01061142,0.00111557,1.11747992
d1,bull,200,1,rsi_45_55,6567,0.00949585,0.00898432,-0.00051153,0.94613089
d1,bull,200,1,rsi_55_70,7169,0.00949585,0.00683498,-0.00266086,0.71978655
d1,bull,200,1,rsi_gt70,1151,0.00949585,0.01737619,0.00788035,1.82987278
d1,bull,200,1,macd_hist_pos,11022,0.00949585,0.00834694,-0.00114891,0.87900966
d1,bull,200,1,adx_gt25,7908,0.00949585,0.01100152,0.00150567,1.15856077
d1,bull,200,1,pdi_gt_mdi,11900,0.00949585,0.00857143,-0.00092442,0.90265010
d1,bull,200,1,mdi_gt_pdi,9743,0.00949585,0.01077697,0.00128112,1.13491366
d1,bull,200,1,atr_high,6213,0.00949585,0.01883148,0.00933563,1.98312794
d1,bull,200,1,atr_low,8126,0.00949585,0.00689146,-0.00260439,0.72573394
d1,bull,200,1,bb_below_mid,10134,0.00949585,0.01115058,0.00165473,1.17425865
d1,bull,200,1,bb_above_mid,11437,0.00949585,0.00821894,-0.00127691,0.86552967
d1,bull,200,1,body_ratio_gt60,7360,0.00949585,0.00951087,0.00001502,1.00158186
d1,bull,300,1,ema_stack_bull,9837,0.00178907,0.00152486,-0.00026422,0.85231582
d1,bull,300,1,ema_stack_bear,6398,0.00178907,0.00171929,-0.00006979,0.96099342
d1,bull,300,1,price_above_ema20,11727,0.00178907,0.00144965,-0.00033943,0.81027784
d1,bull,300,1,price_above_200,12917,0.00178907,0.00154835,-0.00024073,0.86544665
d1,bull,300,1,rsi_lt30,807,0.00178907,0.00991326,0.00812419,5.54100340
d1,bull,300,1,rsi_30_45,5937,0.00178907,0.00168435,-0.00010472,0.94146660
d1,bull,300,1,rsi_45_55,6567,0.00178907,0.00121821,-0.00057086,0.68091819
d1,bull,300,1,rsi_55_70,7169,0.00178907,0.00139489,-0.00039418,0.77967460
d1,bull,300,1,rsi_gt70,1151,0.00178907,0.00260643,0.00081736,1.45686026
d1,bull,300,1,macd_hist_pos,11022,0.00178907,0.00172383,-0.00006525,0.96352982
d1,bull,300,1,adx_gt25,7908,0.00178907,0.00240263,0.00061356,1.34294710
d1,bull,300,1,pdi_gt_mdi,11900,0.00178907,0.00134454,-0.00044454,0.75152769
d1,bull,300,1,mdi_gt_pdi,9743,0.00178907,0.00236067,0.00057160,1.31949302
d1,bull,300,1,atr_high,6213,0.00178907,0.00450668,0.00271761,2.51900275
d1,bull,300,1,atr_low,8126,0.00178907,0.00086143,-0.00092764,0.48149656
d1,bull,300,1,bb_below_mid,10134,0.00178907,0.00207223,0.00028316,1.15827147
d1,bull,300,1,bb_above_mid,11437,0.00178907,0.00157384,-0.00021523,0.87969546
d1,bull,300,1,body_ratio_gt60,7360,0.00178907,0.00190217,0.00011310,1.06321767
d1,bull,50,3,ema_stack_bull,9837,0.48837103,0.50808173,0.01971071,1.04036011
d1,bull,50,3,ema_stack_bear,6398,0.48837103,0.46420756,-0.02416346,0.95052233
d1,bull,50,3,price_above_ema20,11727,0.48837103,0.48810437,-0.00026665,0.99945400
d1,bull,50,3,price_above_200,12917,0.48837103,0.50298057,0.01460954,1.02991484
d1,bull,50,3,rsi_lt30,807,0.48837103,0.59355638,0.10518536,1.21538001
d1,bull,50,3,rsi_30_45,5937,0.48837103,0.47043962,-0.01793141,0.96328322
d1,bull,50,3,rsi_45_55,6567,0.48837103,0.49809654,0.00972552,1.01991420
d1,bull,50,3,rsi_55_70,7169,0.48837103,0.48556284,-0.00280819,0.99424989
d1,bull,50,3,rsi_gt70,1151,0.48837103,0.47089487,-0.01747615,0.96421542
d1,bull,50,3,macd_hist_pos,11022,0.48837103,0.48212666,-0.00624437,0.98721388
d1,bull,50,3,adx_gt25,7908,0.48837103,0.49671219,0.00834116,1.01707956
d1,bull,50,3,pdi_gt_mdi,11900,0.48837103,0.47731092,-0.01106010,0.97735308
d1,bull,50,3,mdi_gt_pdi,9743,0.48837103,0.50210407,0.01373305,1.02812011
d1,bull,50,3,atr_high,6213,0.48837103,0.55383873,0.06546770,1.13405320
d1,bull,50,3,atr_low,8126,0.48837103,0.45163672,-0.03673430,0.92478197
d1,bull,50,3,bb_below_mid,10134,0.48837103,0.48756661,-0.00080442,0.99835285
d1,bull,50,3,bb_above_mid,11437,0.48837103,0.48963889,0.00126787,1.00259611
d1,bull,50,3,body_ratio_gt60,7360,0.48837103,0.49279891,0.00442789,1.00906665
d1,bull,100,3,ema_stack_bull,9837,0.21423001,0.22964318,0.01541317,1.07194684
d1,bull,100,3,ema_stack_bear,6398,0.21423001,0.19162238,-0.02260763,0.89447030
d1,bull,100,3,price_above_ema20,11727,0.21423001,0.21002814,-0.00420187,0.98038617
d1,bull,100,3,price_above_200,12917,0.21423001,0.22505226,0.01082225,1.05051695
d1,bull,100,3,rsi_lt30,807,0.21423001,0.31226766,0.09803765,1.45762798
d1,bull,100,3,rsi_30_45,5937,0.21423001,0.20616473,-0.00806528,0.96235224
d1,bull,100,3,rsi_45_55,6567,0.21423001,0.21394853,-0.00028148,0.99868609
d1,bull,100,3,rsi_55_70,7169,0.21423001,0.21048961,-0.00374040,0.98254025
d1,bull,100,3,rsi_gt70,1151,0.21423001,0.21546481,0.00123480,1.00576391
d1,bull,100,3,macd_hist_pos,11022,0.21423001,0.20268554,-0.01154447,0.94611179
d1,bull,100,3,adx_gt25,7908,0.21423001,0.22015680,0.00592679,1.02766556
d1,bull,100,3,pdi_gt_mdi,11900,0.21423001,0.20521008,-0.00901993,0.95789606
d1,bull,100,3,mdi_gt_pdi,9743,0.21423001,0.22570050,0.01147049,1.05354288
d1,bull,100,3,atr_high,6213,0.21423001,0.27555126,0.06132125,1.28624026
d1,bull,100,3,atr_low,8126,0.21423001,0.18003938,-0.03419063,0.84040224
d1,bull,100,3,bb_below_mid,10134,0.21423001,0.21738701,0.00315700,1.01473651
d1,bull,100,3,bb_above_mid,11437,0.21423001,0.21264318,-0.00158683,0.99259285
d1,bull,100,3,body_ratio_gt60,7360,0.21423001,0.22038043,0.00615042,1.02870944
d1,bull,150,3,ema_stack_bull,9837,0.10023396,0.10907797,0.00884402,1.08823372
d1,bull,150,3,ema_stack_bear,6398,0.10023396,0.08221319,-0.01802076,0.82021298
d1,bull,150,3,price_above_ema20,11727,0.10023396,0.09780848,-0.00242548,0.97580182
d1,bull,150,3,price_above_200,12917,0.10023396,0.10668112,0.00644716,1.06432114
d1,bull,150,3,rsi_lt30,807,0.10023396,0.14869888,0.04846493,1.48351807
d1,bull,150,3,rsi_30_45,5937,0.10023396,0.10122958,0.00099562,1.00993298
d1,bull,150,3,rsi_45_55,6567,0.10023396,0.09776153,-0.00247242,0.97533350
d1,bull,150,3,rsi_55_70,7169,0.10023396,0.09638722,-0.00384673,0.96162246
d1,bull,150,3,rsi_gt70,1151,0.10023396,0.10599479,0.00576083,1.05747385
d1,bull,150,3,macd_hist_pos,11022,0.10023396,0.09118127,-0.00905268,0.90968448
d1,bull,150,3,adx_gt25,7908,0.10023396,0.10660091,0.00636695,1.06352094
d1,bull,150,3,pdi_gt_mdi,11900,0.10023396,0.09478992,-0.00544404,0.94568667
d1,bull,150,3,mdi_gt_pdi,9743,0.10023396,0.10766704,0.00743309,1.07415738
d1,bull,150,3,atr_high,6213,0.10023396,0.14228231,0.04204836,1.41950211
d1,bull,150,3,atr_low,8126,0.10023396,0.07912872,-0.02110523,0.78944029
d1,bull,150,3,bb_below_mid,10134,0.10023396,0.10331557,0.00308162,1.03074423
d1,bull,150,3,bb_above_mid,11437,0.10023396,0.09871470,-0.00151926,0.98484288
d1,bull,150,3,body_ratio_gt60,7360,0.10023396,0.10285326,0.00261931,1.02613191
d1,bull,200,3,ema_stack_bull,9837,0.04876370,0.05215005,0.00338634,1.06944388
d1,bull,200,3,ema_stack_bear,6398,0.04876370,0.04141919,-0.00734451,0.84938570
d1,bull,200,3,price_above_ema20,11727,0.04876370,0.04587704,-0.00288667,0.94080292
d1,bull,200,3,price_above_200,12917,0.04876370,0.04962453,0.00086082,1.01765291
d1,bull,200,3,rsi_lt30,807,0.04876370,0.08302354,0.03425984,1.70256842
d1,bull,200,3,rsi_30_45,5937,0.04876370,0.04968839,0.00092469,1.01896267
d1,bull,200,3,rsi_45_55,6567,0.04876370,0.04476930,-0.00399440,0.91808654
d1,bull,200,3,rsi_55_70,7169,0.04876370,0.04644999,-0.00231371,0.95255259
d1,bull,200,3,rsi_gt70,1151,0.04876370,0.06429192,0.01552822,1.31843797
d1,bull,200,3,macd_hist_pos,11022,0.04876370,0.04409363,-0.00467007,0.90423054
d1,bull,200,3,adx_gt25,7908,0.04876370,0.05601922,0.00725552,1.14878928
d1,bull,200,3,pdi_gt_mdi,11900,0.04876370,0.04605042,-0.00271328,0.94435852
d1,bull,200,3,mdi_gt_pdi,9743,0.04876370,0.05285846,0.00409476,1.08397142
d1,bull,200,3,atr_high,6213,0.04876370,0.07468212,0.02591841,1.53151034
d1,bull,200,3,atr_low,8126,0.04876370,0.03913365,-0.00963006,0.80251583
d1,bull,200,3,bb_below_mid,10134,0.04876370,0.05190448,0.00314078,1.06440805
d1,bull,200,3,bb_above_mid,11437,0.04876370,0.04695287,-0.00181083,0.96286516
d1,bull,200,3,body_ratio_gt60,7360,0.04876370,0.05163043,0.00286673,1.05878819
d1,bull,300,3,ema_stack_bull,9837,0.01142254,0.01128393,-0.00013861,0.98786485
d1,bull,300,3,ema_stack_bear,6398,0.01142254,0.01078462,-0.00063792,0.94415235
d1,bull,300,3,price_above_ema20,11727,0.01142254,0.01048862,-0.00093393,0.91823832
d1,bull,300,3,price_above_200,12917,0.01142254,0.01076101,-0.00066153,0.94208560
d1,bull,300,3,rsi_lt30,807,0.01142254,0.02602230,0.01459976,2.27815351
d1,bull,300,3,rsi_30_45,5937,0.01142254,0.01364325,0.00222071,1.19441485
d1,bull,300,3,rsi_45_55,6567,0.01142254,0.00761383,-0.00380872,0.66656148
d1,bull,300,3,rsi_55_70,7169,0.01142254,0.01060120,-0.00082134,0.92809458
d1,bull,300,3,rsi_gt70,1151,0.01142254,0.01824500,0.00682246,1.59728052
d1,bull,300,3,macd_hist_pos,11022,0.01142254,0.01070586,-0.00071668,0.93725729
d1,bull,300,3,adx_gt25,7908,0.01142254,0.01416287,0.00274033,1.23990550
d1,bull,300,3,pdi_gt_mdi,11900,0.01142254,0.01067227,-0.00075027,0.93431643
d1,bull,300,3,mdi_gt_pdi,9743,0.01142254,0.01252181,0.00109927,1.09623674
d1,bull,300,3,atr_high,6213,0.01142254,0.02124577,0.00982323,1.85998654
d1,bull,300,3,atr_low,8126,0.01142254,0.00836820,-0.00305434,0.73260406
d1,bull,300,3,bb_below_mid,10134,0.01142254,0.01243339,0.00101085,1.08849608
d1,bull,300,3,bb_above_mid,11437,0.01142254,0.01075457,-0.00066797,0.94152144
d1,bull,300,3,body_ratio_gt60,7360,0.01142254,0.01127717,-0.00014537,0.98727355
d1,bull,50,5,ema_stack_bull,9837,0.60117437,0.61614313,0.01496877,1.02489921
d1,bull,50,5,ema_stack_bear,6398,0.60117437,0.58455767,-0.01661669,0.97235961
d1,bull,50,5,price_above_ema20,11727,0.60117437,0.60143259,0.00025823,1.00042954
d1,bull,50,5,price_above_200,12917,0.60117437,0.61415189,0.01297753,1.02158696
d1,bull,50,5,rsi_lt30,807,0.60117437,0.70012392,0.09894955,1.16459376
d1,bull,50,5,rsi_30_45,5937,0.60117437,0.58615462,-0.01501974,0.97501600
d1,bull,50,5,rsi_45_55,6567,0.60117437,0.61413126,0.01295690,1.02155264
d1,bull,50,5,rsi_55_70,7169,0.60117437,0.59673595,-0.00443842,0.99261708
d1,bull,50,5,rsi_gt70,1151,0.60117437,0.57254561,-0.02862875,0.95237862
d1,bull,50,5,macd_hist_pos,11022,0.60117437,0.59689711,-0.00427725,0.99288517
d1,bull,50,5,adx_gt25,7908,0.60117437,0.60584219,0.00466782,1.00776450
d1,bull,50,5,pdi_gt_mdi,11900,0.60117437,0.58882353,-0.01235084,0.97945548
d1,bull,50,5,mdi_gt_pdi,9743,0.60117437,0.61736631,0.01619195,1.02693386
d1,bull,50,5,atr_high,6213,0.60117437,0.65942379,0.05824942,1.09689273
d1,bull,50,5,atr_low,8126,0.60117437,0.56608417,-0.03509019,0.94163059
d1,bull,50,5,bb_below_mid,10134,0.60117437,0.59798697,-0.00318739,0.99469806
d1,bull,50,5,bb_above_mid,11437,0.60117437,0.60496634,0.00379197,1.00630761
d1,bull,50,5,body_ratio_gt60,7360,0.60117437,0.60394022,0.00276585,1.00460075
d1,bull,100,5,ema_stack_bull,9837,0.31992293,0.33689133,0.01696840,1.05303901
d1,bull,100,5,ema_stack_bear,6398,0.31992293,0.29274773,-0.02717520,0.91505705
d1,bull,100,5,price_above_ema20,11727,0.31992293,0.31721668,-0.00270625,0.99154092
d1,bull,100,5,price_above_200,12917,0.31992293,0.33467523,0.01475230,1.04611205
d1,bull,100,5,rsi_lt30,807,0.31992293,0.43122677,0.11130383,1.34790827
d1,bull,100,5,rsi_30_45,5937,0.31992293,0.30318343,-0.01673951,0.94767644
d1,bull,100,5,rsi_45_55,6567,0.31992293,0.32358764,0.00366470,1.01145496
d1,bull,100,5,rsi_55_70,7169,0.31992293,0.31915190,-0.00077103,0.99758996
d1,bull,100,5,rsi_gt70,1151,0.31992293,0.31711555,-0.00280738,0.99122482
d1,bull,100,5,macd_hist_pos,11022,0.31992293,0.31373616,-0.00618677,0.98066169
d1,bull,100,5,adx_gt25,7908,0.31992293,0.32132018,0.00139725,1.00436746
d1,bull,100,5,pdi_gt_mdi,11900,0.31992293,0.31100840,-0.00891453,0.97213539
d1,bull,100,5,mdi_gt_pdi,9743,0.31992293,0.33152007,0.01159713,1.03624977
d1,bull,100,5,atr_high,6213,0.31992293,0.39626589,0.07634296,1.23862923
d1,bull,100,5,atr_low,8126,0.31992293,0.27270490,-0.04721803,0.85240810
d1,bull,100,5,bb_below_mid,10134,0.31992293,0.31902506,-0.00089787,0.99719349
d1,bull,100,5,bb_above_mid,11437,0.31992293,0.32211244,0.00218951,1.00684387
d1,bull,100,5,body_ratio_gt60,7360,0.31992293,0.32961957,0.00969663,1.03030928
d1,bull,150,5,ema_stack_bull,9837,0.17175100,0.18745553,0.01570453,1.09143776
d1,bull,150,5,ema_stack_bear,6398,0.17175100,0.14426383,-0.02748717,0.83995921
d1,bull,150,5,price_above_ema20,11727,0.17175100,0.17003496,-0.00171604,0.99000858
d1,bull,150,5,price_above_200,12917,0.17175100,0.18425331,0.01250231,1.07279324
d1,bull,150,5,rsi_lt30,807,0.17175100,0.25154895,0.07979795,1.46461418
d1,bull,150,5,rsi_30_45,5937,0.17175100,0.16422436,-0.00752664,0.95617701
d1,bull,150,5,rsi_45_55,6567,0.17175100,0.17009289,-0.00165811,0.99034585
d1,bull,150,5,rsi_55_70,7169,0.17175100,0.17017715,-0.00157385,0.99083647
d1,bull,150,5,rsi_gt70,1151,0.17175100,0.18592528,0.01417428,1.08252811
d1,bull,150,5,macd_hist_pos,11022,0.17175100,0.16167665,-0.01007435,0.94134327
d1,bull,150,5,adx_gt25,7908,0.17175100,0.17716237,0.00541137,1.03150706
d1,bull,150,5,pdi_gt_mdi,11900,0.17175100,0.16445378,-0.00729722,0.95751282
d1,bull,150,5,mdi_gt_pdi,9743,0.17175100,0.18197680,0.01022581,1.05953855
d1,bull,150,5,atr_high,6213,0.17175100,0.23853211,0.06678111,1.38882518
d1,bull,150,5,atr_low,8126,0.17175100,0.13856756,-0.03318344,0.80679334
d1,bull,150,5,bb_below_mid,10134,0.17175100,0.17327807,0.00152708,1.00889122
d1,bull,150,5,bb_above_mid,11437,0.17175100,0.17207310,0.00032210,1.00187538
d1,bull,150,5,body_ratio_gt60,7360,0.17175100,0.17880435,0.00705335,1.04106730
d1,bull,200,5,ema_stack_bull,9837,0.09459150,0.10663820,0.01204671,1.12735508
d1,bull,200,5,ema_stack_bear,6398,0.09459150,0.07267896,-0.02191253,0.76834563
d1,bull,200,5,price_above_ema20,11727,0.09459150,0.09311844,-0.00147305,0.98442724
d1,bull,200,5,price_above_200,12917,0.09459150,0.10273283,0.00814134,1.08606839
d1,bull,200,5,rsi_lt30,807,0.09459150,0.14126394,0.04667245,1.49341059
d1,bull,200,5,rsi_30_45,5937,0.09459150,0.08977598,-0.00481551,0.94909147
d1,bull,200,5,rsi_45_55,6567,0.09459150,0.09273641,-0.00185509,0.98038845
d1,bull,200,5,rsi_55_70,7169,0.09459150,0.09387641,-0.00071508,0.99244031
d1,bull,200,5,rsi_gt70,1151,0.09459150,0.11555169,0.02096020,1.22158651
d1,bull,200,5,macd_hist_pos,11022,0.09459150,0.08982036,-0.00477114,0.94956063
d1,bull,200,5,adx_gt25,7908,0.09459150,0.10230147,0.00770997,1.08150809
