timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
d1,bear,50,3,pdi_gt_mdi,11900,0.46378274,0.47016807,0.00638532,1.01376792
d1,bear,50,3,mdi_gt_pdi,9743,0.46378274,0.45571179,-0.00807095,0.98259756
d1,bear,50,3,atr_high,6213,0.46378274,0.50571383,0.04193108,1.09041105
d1,bear,50,3,atr_low,8126,0.46378274,0.43588481,-0.02789793,0.93984699
d1,bear,50,3,bb_below_mid,10134,0.46378274,0.45391751,-0.00986524,0.97872875
d1,bear,50,3,bb_above_mid,11437,0.46378274,0.47285127,0.00906853,1.01955340
d1,bear,50,3,body_ratio_gt60,7360,0.46378274,0.47921196,0.01542921,1.03326819
d1,bear,100,3,ema_stack_bull,9837,0.20744071,0.23248958,0.02504887,1.12075196
d1,bear,100,3,ema_stack_bear,6398,0.20744071,0.17333542,-0.03410529,0.83559017
d1,bear,100,3,price_above_ema20,11727,0.20744071,0.21369489,0.00625418,1.03014926
d1,bear,100,3,price_above_200,12917,0.20744071,0.22559418,0.01815347,1.08751161
d1,bear,100,3,rsi_lt30,807,0.20744071,0.22180917,0.01436846,1.06926539
d1,bear,100,3,rsi_30_45,5937,0.20744071,0.19370052,-0.01374019,0.93376331
d1,bear,100,3,rsi_45_55,6567,0.20744071,0.19719811,-0.01024260,0.95062398
d1,bear,100,3,rsi_55_70,7169,0.20744071,0.21606919,0.00862848,1.04159491
d1,bear,100,3,rsi_gt70,1151,0.20744071,0.27975673,0.07231602,1.34861058
d1,bear,100,3,macd_hist_pos,11022,0.20744071,0.20277627,-0.00466444,0.97751433
d1,bear,100,3,adx_gt25,7908,0.20744071,0.22660597,0.01916526,1.09238910
d1,bear,100,3,pdi_gt_mdi,11900,0.20744071,0.20621849,-0.00122222,0.99410810
d1,bear,100,3,mdi_gt_pdi,9743,0.20744071,0.20968901,0.00224830,1.01083827
d1,bear,100,3,atr_high,6213,0.20744071,0.24352165,0.03608094,1.17393375
d1,bear,100,3,atr_low,8126,0.20744071,0.19271474,-0.01472597,0.92901121
d1,bear,100,3,bb_below_mid,10134,0.20744071,0.20416420,-0.00327651,0.98420508
d1,bear,100,3,bb_above_mid,11437,0.20744071,0.21194369,0.00450298,1.02170733
d1,bear,100,3,body_ratio_gt60,7360,0.20744071,0.21983696,0.01239625,1.05975803
d1,bear,150,3,ema_stack_bull,9837,0.09931648,0.12036190,0.02104542,1.21190256
d1,bear,150,3,ema_stack_bear,6398,0.09931648,0.07267896,-0.02663752,0.73179155
d1,bear,150,3,price_above_ema20,11727,0.09931648,0.10138995,0.00207347,1.02087742
d1,bear,150,3,price_above_200,12917,0.09931648,0.11318418,0.01386769,1.13963134
d1,bear,150,3,rsi_lt30,807,0.09931648,0.12143742,0.02212094,1.22273181
d1,bear,150,3,rsi_30_45,5937,0.09931648,0.09196564,-0.00735084,0.92598567
d1,bear,150,3,rsi_45_55,6567,0.09931648,0.09288869,-0.00642780,0.93527966
d1,bear,150,3,rsi_55_70,7169,0.09931648,0.10322221,0.00390572,1.03932604
d1,bear,150,3,rsi_gt70,1151,0.09931648,0.14248480,0.04316831,1.43465407
d1,bear,150,3,macd_hist_pos,11022,0.09931648,0.09227001,-0.00704648,0.92905028
d1,bear,150,3,adx_gt25,7908,0.09931648,0.11115326,0.01183678,1.11918243
d1,bear,150,3,pdi_gt_mdi,11900,0.09931648,0.09554622,-0.00377026,0.96203788
d1,bear,150,3,mdi_gt_pdi,9743,0.09931648,0.10489582,0.00557934,1.05617738
d1,bear,150,3,atr_high,6213,0.09931648,0.12827941,0.02896293,1.29162261
d1,bear,150,3,atr_low,8126,0.09931648,0.08971204,-0.00960445,0.90329453
d1,bear,150,3,bb_below_mid,10134,0.09931648,0.10005921,0.00074272,1.00747836
d1,bear,150,3,bb_above_mid,11437,0.09931648,0.10002623,0.00070975,1.00714633
d1,bear,150,3,body_ratio_gt60,7360,0.09931648,0.10611413,0.00679765,1.06844431
d1,bear,200,3,ema_stack_bull,9837,0.05293821,0.06973671,0.01679850,1.31732279
d1,bear,200,3,ema_stack_bear,6398,0.05293821,0.03079087,-0.02214734,0.58163797
d1,bear,200,3,price_above_ema20,11727,0.05293821,0.05303999,0.00010179,1.00192271
d1,bear,200,3,price_above_200,12917,0.05293821,0.06324998,0.01031177,1.19478885
d1,bear,200,3,rsi_lt30,807,0.05293821,0.08054523,0.02760702,1.52149519
d1,bear,200,3,rsi_30_45,5937,0.05293821,0.04699343,-0.00594478,0.88770347
d1,bear,200,3,rsi_45_55,6567,0.05293821,0.04872849,-0.00420972,0.92047866
d1,bear,200,3,rsi_55_70,7169,0.05293821,0.05481936,0.00188115,1.03553488
d1,bear,200,3,rsi_gt70,1151,0.05293821,0.08427454,0.03133634,1.59194175
d1,bear,200,3,macd_hist_pos,11022,0.05293821,0.04681546,-0.00612275,0.88434161
d1,bear,200,3,adx_gt25,7908,0.05293821,0.06208902,0.00915082,1.17285843
d1,bear,200,3,pdi_gt_mdi,11900,0.05293821,0.04915966,-0.00377854,0.92862349
d1,bear,200,3,mdi_gt_pdi,9743,0.05293821,0.05840090,0.00546270,1.10319003
d1,bear,200,3,atr_high,6213,0.05293821,0.07371640,0.02077819,1.39249898
d1,bear,200,3,atr_low,8126,0.05293821,0.04762491,-0.00531330,0.89963203
d1,bear,200,3,bb_below_mid,10134,0.05293821,0.05486481,0.00192660,1.03639344
d1,bear,200,3,bb_above_mid,11437,0.05293821,0.05228644,-0.00065177,0.98768811
d1,bear,200,3,body_ratio_gt60,7360,0.05293821,0.05883152,0.00589331,1.11132439
d1,bear,300,3,ema_stack_bull,9837,0.01958805,0.02643082,0.00684277,1.34933372
d1,bear,300,3,ema_stack_bear,6398,0.01958805,0.00953423,-0.01005383,0.48673693
d1,bear,300,3,price_above_ema20,11727,0.01958805,0.01850431,-0.00108375,0.94467300
d1,bear,300,3,price_above_200,12917,0.01958805,0.02368971,0.00410166,1.20939582
d1,bear,300,3,rsi_lt30,807,0.01958805,0.04956629,0.02997824,2.53043481
d1,bear,300,3,rsi_30_45,5937,0.01958805,0.01802257,-0.00156548,0.92007965
d1,bear,300,3,rsi_45_55,6567,0.01958805,0.01842546,-0.00116259,0.94064781
d1,bear,300,3,rsi_55_70,7169,0.01958805,0.01729669,-0.00229136,0.88302256
d1,bear,300,3,rsi_gt70,1151,0.01958805,0.03040834,0.01082029,1.55239208
d1,bear,300,3,macd_hist_pos,11022,0.01958805,0.01578661,-0.00380145,0.80593040
d1,bear,300,3,adx_gt25,7908,0.01958805,0.02491148,0.00532343,1.27176908
d1,bear,300,3,pdi_gt_mdi,11900,0.01958805,0.01613445,-0.00345360,0.82368843
d1,bear,300,3,mdi_gt_pdi,9743,0.01958805,0.02411988,0.00453183,1.23135664
d1,bear,300,3,atr_high,6213,0.01958805,0.03251247,0.01292442,1.65981128
d1,bear,300,3,atr_low,8126,0.01958805,0.01562885,-0.00395921,0.79787636
d1,bear,300,3,bb_below_mid,10134,0.01958805,0.02180778,0.00221972,1.11332015
d1,bear,300,3,bb_above_mid,11437,0.01958805,0.01801172,-0.00157634,0.91952554
d1,bear,300,3,body_ratio_gt60,7360,0.01958805,0.02364130,0.00405325,1.20692457
d1,bear,50,5,ema_stack_bull,9837,0.56534703,0.60018298,0.03483595,1.06161870
d1,bear,50,5,ema_stack_bear,6398,0.56534703,0.51875586,-0.04659117,0.91758837
d1,bear,50,5,price_above_ema20,11727,0.56534703,0.58037009,0.01502305,1.02657315
d1,bear,50,5,price_above_200,12917,0.56534703,0.59193311,0.02658608,1.04702612
d1,bear,50,5,rsi_lt30,807,0.56534703,0.53903346,-0.02631358,0.95345589
d1,bear,50,5,rsi_30_45,5937,0.56534703,0.54286677,-0.02248027,0.96023634
d1,bear,50,5,rsi_45_55,6567,0.56534703,0.55169788,-0.01364915,0.97585704
d1,bear,50,5,rsi_55_70,7169,0.56534703,0.58878505,0.02343801,1.04145774
d1,bear,50,5,rsi_gt70,1151,0.56534703,0.62901825,0.06367121,1.11262323
d1,bear,50,5,macd_hist_pos,11022,0.56534703,0.56577754,0.00043050,1.00076148
d1,bear,50,5,adx_gt25,7908,0.56534703,0.59800202,0.03265499,1.05776096
d1,bear,50,5,pdi_gt_mdi,11900,0.56534703,0.57605042,0.01070339,1.01893242
d1,bear,50,5,mdi_gt_pdi,9743,0.56534703,0.55167813,-0.01366891,0.97582210
d1,bear,50,5,atr_high,6213,0.56534703,0.60148077,0.03613373,1.06391425
d1,bear,50,5,atr_low,8126,0.56534703,0.53790303,-0.02744401,0.95145635
d1,bear,50,5,bb_below_mid,10134,0.56534703,0.55279258,-0.01255445,0.97779337
d1,bear,50,5,bb_above_mid,11437,0.56534703,0.57646236,0.01111532,1.01966106
d1,bear,50,5,body_ratio_gt60,7360,0.56534703,0.58084239,0.01549536,1.02740858
d1,bear,100,5,ema_stack_bull,9837,0.29891279,0.33079191,0.03187911,1.10665022
d1,bear,100,5,ema_stack_bear,6398,0.29891279,0.25554861,-0.04336419,0.85492697
d1,bear,100,5,price_above_ema20,11727,0.29891279,0.31056536,0.01165257,1.03898317
d1,bear,100,5,price_above_200,12917,0.29891279,0.32314005,0.02422725,1.08105124
d1,bear,100,5,rsi_lt30,807,0.29891279,0.28748451,-0.01142828,0.96176716
d1,bear,100,5,rsi_30_45,5937,0.29891279,0.27657066,-0.02234214,0.92525534
d1,bear,100,5,rsi_45_55,6567,0.29891279,0.29008680,-0.00882600,0.97047301
d1,bear,100,5,rsi_55_70,7169,0.29891279,0.31315386,0.01424106,1.04764287
d1,bear,100,5,rsi_gt70,1151,0.29891279,0.38662033,0.08770754,1.29342182
d1,bear,100,5,macd_hist_pos,11022,0.29891279,0.29876610,-0.00014669,0.99950925
d1,bear,100,5,adx_gt25,7908,0.29891279,0.32005564,0.02114285,1.07073249
d1,bear,100,5,pdi_gt_mdi,11900,0.29891279,0.30184874,0.00293595,1.00982208
d1,bear,100,5,mdi_gt_pdi,9743,0.29891279,0.29549420,-0.00341859,0.98856324
d1,bear,100,5,atr_high,6213,0.29891279,0.32721713,0.02830433,1.09469093
d1,bear,100,5,atr_low,8126,0.29891279,0.28390352,-0.01500927,0.94978711
d1,bear,100,5,bb_below_mid,10134,0.29891279,0.29090191,-0.00801088,0.97319994
d1,bear,100,5,bb_above_mid,11437,0.29891279,0.30716097,0.00824817,1.02759392
d1,bear,100,5,body_ratio_gt60,7360,0.29891279,0.31086957,0.01195677,1.04000087
d1,bear,150,5,ema_stack_bull,9837,0.15730079,0.18633730,0.02903650,1.18459223
d1,bear,150,5,ema_stack_bear,6398,0.15730079,0.12410128,-0.03319951,0.78894250
d1,bear,150,5,price_above_ema20,11727,0.15730079,0.16270146,0.00540066,1.03433336
d1,bear,150,5,price_above_200,12917,0.15730079,0.17565998,0.01835919,1.11671390
d1,bear,150,5,rsi_lt30,807,0.15730079,0.17843866,0.02113787,1.13437865
d1,bear,150,5,rsi_30_45,5937,0.15730079,0.14131716,-0.01598363,0.89838812
d1,bear,150,5,rsi_45_55,6567,0.15730079,0.15486524,-0.00243556,0.98451655
d1,bear,150,5,rsi_55_70,7169,0.15730079,0.16445808,0.00715729,1.04550066
d1,bear,150,5,rsi_gt70,1151,0.15730079,0.20503910,0.04773830,1.30348418
d1,bear,150,5,macd_hist_pos,11022,0.15730079,0.15233170,-0.00496909,0.96841025
d1,bear,150,5,adx_gt25,7908,0.15730079,0.17488619,0.01758540,1.11179472
d1,bear,150,5,pdi_gt_mdi,11900,0.15730079,0.15411765,-0.00318315,0.97976395
d1,bear,150,5,mdi_gt_pdi,9743,0.15730079,0.16237299,0.00507219,1.03224518
d1,bear,150,5,atr_high,6213,0.15730079,0.18815387,0.03085308,1.19614063
d1,bear,150,5,atr_low,8126,0.15730079,0.14619739,-0.01110340,0.92941293
d1,bear,150,5,bb_below_mid,10134,0.15730079,0.15660154,-0.00069925,0.99555467
d1,bear,150,5,bb_above_mid,11437,0.15730079,0.15983212,0.00253133,1.01609229
d1,bear,150,5,body_ratio_gt60,7360,0.15730079,0.16480978,0.00750899,1.04773650
d1,bear,200,5,ema_stack_bull,9837,0.09050874,0.11141608,0.02090734,1.23099806
d1,bear,200,5,ema_stack_bear,6398,0.09050874,0.06517662,-0.02533212,0.72011408
d1,bear,200,5,price_above_ema20,11727,0.09050874,0.09064552,0.00013678,1.00151123
d1,bear,200,5,price_above_200,12917,0.09050874,0.10304250,0.01253376,1.13848125
d1,bear,200,5,rsi_lt30,807,0.09050874,0.11524164,0.02473290,1.27326529
d1,bear,200,5,rsi_30_45,5937,0.09050874,0.08404918,-0.00645956,0.92863058
d1,bear,200,5,rsi_45_55,6567,0.09050874,0.08573169,-0.00477705,0.94722001
d1,bear,200,5,rsi_55_70,7169,0.09050874,0.09359743,0.00308869,1.03412593
d1,bear,200,5,rsi_gt70,1151,0.09050874,0.12684622,0.03633748,1.40148037
d1,bear,200,5,macd_hist_pos,11022,0.09050874,0.08256215,-0.00794659,0.91220085
d1,bear,200,5,adx_gt25,7908,0.09050874,0.10166920,0.01116046,1.12330806
d1,bear,200,5,pdi_gt_mdi,11900,0.09050874,0.08420168,-0.00630706,0.93031548
d1,bear,200,5,mdi_gt_pdi,9743,0.09050874,0.09955866,0.00904992,1.09998944
d1,bear,200,5,atr_high,6213,0.09050874,0.11797843,0.02746969,1.30350322
d1,bear,200,5,atr_low,8126,0.09050874,0.08355895,-0.00694979,0.92321413
d1,bear,200,5,bb_below_mid,10134,0.09050874,0.09453325,0.00402452,1.04446549
d1,bear,200,5,bb_above_mid,11437,0.09050874,0.08865961,-0.00184913,0.97956965
d1,bear,200,5,body_ratio_gt60,7360,0.09050874,0.10013587,0.00962713,1.10636686
d1,bear,300,5,ema_stack_bull,9837,0.03702005,0.04798211,0.01096206,1.29611150
d1,bear,300,5,ema_stack_bear,6398,0.03702005,0.02141294,-0.01560711,0.57841476
d1,bear,300,5,price_above_ema20,11727,0.03702005,0.03649697,-0.00052307,0.98587052
d1,bear,300,5,price_above_200,12917,0.03702005,0.04374081,0.00672076,1.18154380
d1,bear,300,5,rsi_lt30,807,0.03702005,0.06567534,0.02865529,1.77404802
d1,bear,300,5,rsi_30_45,5937,0.03702005,0.03368705,-0.00333300,0.90996771
d1,bear,300,5,rsi_45_55,6567,0.03702005,0.03624182,-0.00077823,0.97897810
d1,bear,300,5,rsi_55_70,7169,0.03702005,0.03529084,-0.00172921,0.95328987
d1,bear,300,5,rsi_gt70,1151,0.03702005,0.05473501,0.01771497,1.47852360
d1,bear,300,5,macd_hist_pos,11022,0.03702005,0.03166394,-0.00535610,0.85531888
d1,bear,300,5,adx_gt25,7908,0.03702005,0.04400607,0.00698602,1.18870919
d1,bear,300,5,pdi_gt_mdi,11900,0.03702005,0.03294118,-0.00407887,0.88981996
d1,bear,300,5,mdi_gt_pdi,9743,0.03702005,0.04259468,0.00557464,1.15058427
d1,bear,300,5,atr_high,6213,0.03702005,0.05472397,0.01770392,1.47822519
d1,bear,300,5,atr_low,8126,0.03702005,0.03162688,-0.00539317,0.85431758
d1,bear,300,5,bb_below_mid,10134,0.03702005,0.03996448,0.00294443,1.07953608
d1,bear,300,5,bb_above_mid,11437,0.03702005,0.03514908,-0.00187097,0.94946065
d1,bear,300,5,body_ratio_gt60,7360,0.03702005,0.04266304,0.00564300,1.15243084
d1,bear,50,10,ema_stack_bull,9837,0.67961833,0.71292061,0.03330227,1.04900144
d1,bear,50,10,ema_stack_bear,6398,0.67961833,0.63410441,-0.04551392,0.93303017
d1,bear,50,10,price_above_ema20,11727,0.67961833,0.69318666,0.01356833,1.01996464
d1,bear,50,10,price_above_200,12917,0.67961833,0.70449795,0.02487962,1.03660822
d1,bear,50,10,rsi_lt30,807,0.67961833,0.61338290,-0.06623543,0.90254025
d1,bear,50,10,rsi_30_45,5937,0.67961833,0.66060300,-0.01901533,0.97202057
d1,bear,50,10,rsi_45_55,6567,0.67961833,0.67138724,-0.00823109,0.98788866
d1,bear,50,10,rsi_55_70,7169,0.67961833,0.69870275,0.01908442,1.02808108
d1,bear,50,10,rsi_gt70,1151,0.67961833,0.75152042,0.07190209,1.10579774
d1,bear,50,10,macd_hist_pos,11022,0.67961833,0.68000363,0.00038530,1.00056693
d1,bear,50,10,adx_gt25,7908,0.67961833,0.71004047,0.03042213,1.04476356
d1,bear,50,10,pdi_gt_mdi,11900,0.67961833,0.69226891,0.01265058,1.01861424
d1,bear,50,10,mdi_gt_pdi,9743,0.67961833,0.66375860,-0.01585974,0.97666376
d1,bear,50,10,atr_high,6213,0.67961833,0.70368582,0.02406749,1.03541324
d1,bear,50,10,atr_low,8126,0.67961833,0.66010337,-0.01951496,0.97128541
d1,bear,50,10,bb_below_mid,10134,0.67961833,0.66755477,-0.01206356,0.98224950
d1,bear,50,10,bb_above_mid,11437,0.67961833,0.69039084,0.01077251,1.01585082
d1,bear,50,10,body_ratio_gt60,7360,0.67961833,0.68980978,0.01019145,1.01499585
d1,bear,100,10,ema_stack_bull,9837,0.44052479,0.48358239,0.04305760,1.09774160
d1,bear,100,10,ema_stack_bear,6398,0.44052479,0.38293217,-0.05759263,0.86926359
d1,bear,100,10,price_above_ema20,11727,0.44052479,0.45450669,0.01398190,1.03173919
d1,bear,100,10,price_above_200,12917,0.44052479,0.47209104,0.03156625,1.07165601
d1,bear,100,10,rsi_lt30,807,0.44052479,0.37670384,-0.06382095,0.85512517
d1,bear,100,10,rsi_30_45,5937,0.44052479,0.41755095,-0.02297384,0.94784892
d1,bear,100,10,rsi_45_55,6567,0.44052479,0.42896300,-0.01156180,0.97375449
d1,bear,100,10,rsi_55_70,7169,0.44052479,0.46212861,0.02160381,1.04904109
d1,bear,100,10,rsi_gt70,1151,0.44052479,0.54474370,0.10421891,1.23657898
d1,bear,100,10,macd_hist_pos,11022,0.44052479,0.43512974,-0.00539505,0.98775312
d1,bear,100,10,adx_gt25,7908,0.44052479,0.46686899,0.02634420,1.05980185
d1,bear,100,10,pdi_gt_mdi,11900,0.44052479,0.44840336,0.00787857,1.01788450
d1,bear,100,10,mdi_gt_pdi,9743,0.44052479,0.43169455,-0.00883024,0.97995517
d1,bear,100,10,atr_high,6213,0.44052479,0.47239659,0.03187179,1.07234960
d1,bear,100,10,atr_low,8126,0.44052479,0.42887029,-0.01165450,0.97354405
d1,bear,100,10,bb_below_mid,10134,0.44052479,0.43230709,-0.00821771,0.98134564
d1,bear,100,10,bb_above_mid,11437,0.44052479,0.44950599,0.00898119,1.02038749
d1,bear,100,10,body_ratio_gt60,7360,0.44052479,0.44633152,0.00580673,1.01318139
d1,bear,150,10,ema_stack_bull,9837,0.27134272,0.31218868,0.04084595,1.15053270
d1,bear,150,10,ema_stack_bear,6398,0.27134272,0.21819319,-0.05314954,0.80412396
d1,bear,150,10,price_above_ema20,11727,0.27134272,0.28310736,0.01176464,1.04335711
d1,bear,150,10,price_above_200,12917,0.27134272,0.29921808,0.02787536,1.10273120
d1,bear,150,10,rsi_lt30,807,0.27134272,0.25402726,-0.01731546,0.93618601
d1,bear,150,10,rsi_30_45,5937,0.27134272,0.24220987,-0.02913285,0.89263448
d1,bear,150,10,rsi_45_55,6567,0.27134272,0.27440231,0.00305959,1.01127575
d1,bear,150,10,rsi_55_70,7169,0.27134272,0.28344260,0.01209988,1.04459260
d1,bear,150,10,rsi_gt70,1151,0.27134272,0.35273675,0.08139403,1.29996761
d1,bear,150,10,macd_hist_pos,11022,0.27134272,0.26438033,-0.00696239,0.97434097
d1,bear,150,10,adx_gt25,7908,0.27134272,0.28856854,0.01722582,1.06348361
d1,bear,150,10,pdi_gt_mdi,11900,0.27134272,0.27285714,0.00151442,1.00558121
d1,bear,150,10,mdi_gt_pdi,9743,0.27134272,0.27065586,-0.00068687,0.99746864
d1,bear,150,10,atr_high,6213,0.27134272,0.29824561,0.02690289,1.09914728
d1,bear,150,10,atr_low,8126,0.27134272,0.26298302,-0.00835970,0.96919134
d1,bear,150,10,bb_below_mid,10134,0.27134272,0.26751530,-0.00382743,0.98589449
d1,bear,150,10,bb_above_mid,11437,0.27134272,0.27682084,0.00547812,1.02018894
d1,bear,150,10,body_ratio_gt60,7360,0.27134272,0.27581522,0.00447250,1.01648283
d1,bear,200,10,ema_stack_bull,9837,0.17211799,0.20656704,0.03444906,1.20014791
d1,bear,200,10,ema_stack_bear,6398,0.17211799,0.12644576,-0.04567222,0.73464585
d1,bear,200,10,price_above_ema20,11727,0.17211799,0.18094994,0.00883196,1.05131339
d1,bear,200,10,price_above_200,12917,0.17211799,0.19377564,0.02165766,1.12583030
d1,bear,200,10,rsi_lt30,807,0.17211799,0.17596035,0.00384236,1.02232399
d1,bear,200,10,rsi_30_45,5937,0.17211799,0.14906518,-0.02305280,0.86606395
d1,bear,200,10,rsi_45_55,6567,0.17211799,0.17100655,-0.00111144,0.99354257
d1,bear,200,10,rsi_55_70,7169,0.17211799,0.18189427,0.00977628,1.05679987
d1,bear,200,10,rsi_gt70,1151,0.17211799,0.25282363,0.08070564,1.46889721
d1,bear,200,10,macd_hist_pos,11022,0.17211799,0.16585012,-0.00626787,0.96358388
d1,bear,200,10,adx_gt25,7908,0.17211799,0.18727871,0.01516072,1.08808329
d1,bear,200,10,pdi_gt_mdi,11900,0.17211799,0.17159664,-0.00052135,0.99697098
d1,bear,200,10,mdi_gt_pdi,9743,0.17211799,0.17479216,0.00267417,1.01553685
d1,bear,200,10,atr_high,6213,0.17211799,0.19958152,0.02746354,1.15956226
d1,bear,200,10,atr_low,8126,0.17211799,0.16564115,-0.00647684,0.96236979
d1,bear,200,10,bb_below_mid,10134,0.17211799,0.17021906,-0.00189892,0.98896732
d1,bear,200,10,bb_above_mid,11437,0.17211799,0.17653231,0.00441432,1.02564706
d1,bear,200,10,body_ratio_gt60,7360,0.17211799,0.18220109,0.01008310,1.05858249
d1,bear,300,10,ema_stack_bull,9837,0.07963668,0.09992884,0.02029216,1.25480921
d1,bear,300,10,ema_stack_bear,6398,0.07963668,0.05595499,-0.02368169,0.70262831
d1,bear,300,10,price_above_ema20,11727,0.07963668,0.08425002,0.00461334,1.05792985
d1,bear,300,10,price_above_200,12917,0.07963668,0.09235891,0.01272223,1.15975335
d1,bear,300,10,rsi_lt30,807,0.07963668,0.08426270,0.00462602,1.05808907
d1,bear,300,10,rsi_30_45,5937,0.07963668,0.06787940,-0.01175728,0.85236351
d1,bear,300,10,rsi_45_55,6567,0.07963668,0.08238160,0.00274492,1.03446809
d1,bear,300,10,rsi_55_70,7169,0.07963668,0.07936951,-0.00026717,0.99664510
d1,bear,300,10,rsi_gt70,1151,0.07963668,0.13466551,0.05502883,1.69099851
d1,bear,300,10,macd_hist_pos,11022,0.07963668,0.07630194,-0.00333474,0.95812559
d1,bear,300,10,adx_gt25,7908,0.07963668,0.09016186,0.01052518,1.13216499
d1,bear,300,10,pdi_gt_mdi,11900,0.07963668,0.07781513,-0.00182155,0.97712669
d1,bear,300,10,mdi_gt_pdi,9743,0.07963668,0.08313661,0.00349993,1.04394872
d1,bear,300,10,atr_high,6213,0.07963668,0.09962981,0.01999313,1.25105426
d1,bear,300,10,atr_low,8126,0.07963668,0.07679055,-0.00284613,0.96426105
d1,bear,300,10,bb_below_mid,10134,0.07963668,0.07805408,-0.00158261,0.98012718
d1,bear,300,10,bb_above_mid,11437,0.07963668,0.08262656,0.00298988,1.03754404
d1,bear,300,10,body_ratio_gt60,7360,0.07963668,0.08451087,0.00487419,1.06120533
d1,bear,50,20,ema_stack_bull,9837,0.76379650,0.79048490,0.02668840,1.03494177
d1,bear,50,20,ema_stack_bear,6398,0.76379650,0.73648015,-0.02731635,0.96423608
d1,bear,50,20,price_above_ema20,11727,0.76379650,0.78280890,0.01901240,1.02489197
d1,bear,50,20,price_above_200,12917,0.76379650,0.78400557,0.02020907,1.02645871
d1,bear,50,20,rsi_lt30,807,0.76379650,0.70136307,-0.06243343,0.91825908
d1,bear,50,20,rsi_30_45,5937,0.76379650,0.73926225,-0.02453425,0.96787855
d1,bear,50,20,rsi_45_55,6567,0.76379650,0.75711893,-0.00667758,0.99125739
d1,bear,50,20,rsi_55_70,7169,0.76379650,0.78476775,0.02097125,1.02745659
d1,bear,50,20,rsi_gt70,1151,0.76379650,0.84100782,0.07721131,1.10108886
d1,bear,50,20,macd_hist_pos,11022,0.76379650,0.77472328,0.01092678,1.01430587
d1,bear,50,20,adx_gt25,7908,0.76379650,0.78945372,0.02565721,1.03359169
d1,bear,50,20,pdi_gt_mdi,11900,0.76379650,0.78184874,0.01805224,1.02363488
d1,bear,50,20,mdi_gt_pdi,9743,0.76379650,0.74145540,-0.02234110,0.97074993
d1,bear,50,20,atr_high,6213,0.76379650,0.77788508,0.01408858,1.01844546
d1,bear,50,20,atr_low,8126,0.76379650,0.75313808,-0.01065843,0.98604546
d1,bear,50,20,bb_below_mid,10134,0.76379650,0.74472074,-0.01907576,0.97502507
d1,bear,50,20,bb_above_mid,11437,0.76379650,0.78071173,0.01691522,1.02214624
d1,bear,50,20,body_ratio_gt60,7360,0.76379650,0.76603261,0.00223610,1.00292762
d1,bear,100,20,ema_stack_bull,9837,0.56658562,0.61563485,0.04904922,1.08656984
d1,bear,100,20,ema_stack_bear,6398,0.56658562,0.50078149,-0.06580413,0.88385846
d1,bear,100,20,price_above_ema20,11727,0.56658562,0.58719195,0.02060633,1.03636931
d1,bear,100,20,price_above_200,12917,0.56658562,0.60184253,0.03525691,1.06222698
d1,bear,100,20,rsi_lt30,807,0.56658562,0.47335812,-0.09322751,0.83545734
d1,bear,100,20,rsi_30_45,5937,0.56658562,0.54000337,-0.02658225,0.95308343
d1,bear,100,20,rsi_45_55,6567,0.56658562,0.55002284,-0.01656278,0.97076738
d1,bear,100,20,rsi_55_70,7169,0.56658562,0.59185382,0.02526819,1.04459730
d1,bear,100,20,rsi_gt70,1151,0.56658562,0.70807993,0.14149431,1.24973155
d1,bear,100,20,macd_hist_pos,11022,0.56658562,0.56940664,0.00282102,1.00497898
d1,bear,100,20,adx_gt25,7908,0.56658562,0.59572585,0.02914022,1.05143128
d1,bear,100,20,pdi_gt_mdi,11900,0.56658562,0.58134454,0.01475891,1.02604887
d1,bear,100,20,mdi_gt_pdi,9743,0.56658562,0.54870163,-0.01788399,0.96843550
d1,bear,100,20,atr_high,6213,0.56658562,0.58989216,0.02330654,1.04113507
d1,bear,100,20,atr_low,8126,0.56658562,0.56017721,-0.00640841,0.98868942
d1,bear,100,20,bb_below_mid,10134,0.56658562,0.54835208,-0.01823354,0.96781856
d1,bear,100,20,bb_above_mid,11437,0.56658562,0.58354464,0.01695901,1.02993195
d1,bear,100,20,body_ratio_gt60,7360,0.56658562,0.57078804,0.00420242,1.00741710
d1,bear,150,20,ema_stack_bull,9837,0.40974357,0.46111619,0.05137263,1.12537751
d1,bear,150,20,ema_stack_bear,6398,0.40974357,0.33526102,-0.07448255,0.81822156
d1,bear,150,20,price_above_ema20,11727,0.40974357,0.42338194,0.01363837,1.03328514
d1,bear,150,20,price_above_200,12917,0.40974357,0.44754974,0.03780617,1.09226789
d1,bear,150,20,rsi_lt30,807,0.40974357,0.31970260,-0.09004096,0.78025045
d1,bear,150,20,rsi_30_45,5937,0.40974357,0.38420077,-0.02554279,0.93766152
d1,bear,150,20,rsi_45_55,6567,0.40974357,0.40749201,-0.00225156,0.99450495
d1,bear,150,20,rsi_55_70,7169,0.40974357,0.42070024,0.01095667,1.02674031
d1,bear,150,20,rsi_gt70,1151,0.40974357,0.56211990,0.15237633,1.37188218
d1,bear,150,20,macd_hist_pos,11022,0.40974357,0.40382871,-0.00591486,0.98556448
d1,bear,150,20,adx_gt25,7908,0.40974357,0.43614062,0.02639705,1.06442334
