timeframe,period,from_target,to_target,conditions,samples_after_from,continuation_rate,unconditional_to_rate,continuation_lift,wilson95_lower
h4,discovery,150,200,adx_up3+atr_expand+breakout20_up+cross_group_return_up,20,0.40000000,3751.26678899,0.00010663,0.21880653
h4,discovery,200,300,adx_up3+atr_expand+breakout20_up+cross_group_return_up,9,0.11111111,3934.45852895,0.00002824,0.01989089
h4,validation,50,100,adx_up3+atr_expand+breakout20_up+cross_group_return_up,23,0.43478261,7347.28747795,0.00005918,0.25634635
h4,validation,100,150,adx_up3+atr_expand+breakout20_up+cross_group_return_up,11,0.09090909,7312.54635108,0.00001243,0.01623217
h4,validation,150,200,adx_up3+atr_expand+breakout20_up+cross_group_return_up,5,0.40000000,7287.60933333,0.00005489,0.11762077
h4,validation,200,300,adx_up3+atr_expand+breakout20_up+cross_group_return_up,4,0.25000000,7258.32947977,0.00003444,0.04558726
h4,oos,50,100,adx_up3+atr_expand+breakout20_up+cross_group_return_up,11,0.18181818,8766.86496956,0.00002074,0.05136769
h4,oos,100,150,adx_up3+atr_expand+breakout20_up+cross_group_return_up,4,0.50000000,8737.06716418,0.00005723,0.15003899
h4,oos,150,200,adx_up3+atr_expand+breakout20_up+cross_group_return_up,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+atr_expand+breakout20_up+cross_group_return_up,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx_up3+atr_expand+retest_up+cross_group_return_up,75,0.45333333,3459.27368120,0.00013105,0.34569796
h4,discovery,100,150,adx_up3+atr_expand+retest_up+cross_group_return_up,42,0.35714286,3623.64245524,0.00009856,0.22989188
h4,discovery,150,200,adx_up3+atr_expand+retest_up+cross_group_return_up,20,0.40000000,3751.26678899,0.00010663,0.21880653
h4,discovery,200,300,adx_up3+atr_expand+retest_up+cross_group_return_up,9,0.11111111,3934.45852895,0.00002824,0.01989089
h4,validation,50,100,adx_up3+atr_expand+retest_up+cross_group_return_up,23,0.43478261,7347.28747795,0.00005918,0.25634635
h4,validation,100,150,adx_up3+atr_expand+retest_up+cross_group_return_up,11,0.09090909,7312.54635108,0.00001243,0.01623217
h4,validation,150,200,adx_up3+atr_expand+retest_up+cross_group_return_up,5,0.40000000,7287.60933333,0.00005489,0.11762077
h4,validation,200,300,adx_up3+atr_expand+retest_up+cross_group_return_up,4,0.25000000,7258.32947977,0.00003444,0.04558726
h4,oos,50,100,adx_up3+atr_expand+retest_up+cross_group_return_up,10,0.20000000,8766.86496956,0.00002281,0.05668215
h4,oos,100,150,adx_up3+atr_expand+retest_up+cross_group_return_up,3,0.33333333,8737.06716418,0.00003815,0.06149194
h4,oos,150,200,adx_up3+atr_expand+retest_up+cross_group_return_up,2,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+atr_expand+retest_up+cross_group_return_up,0,,8875.16666667,,
h4,discovery,50,100,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,80,0.43750000,3459.27368120,0.00012647,0.33413861
h4,discovery,100,150,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,43,0.37209302,3623.64245524,0.00010268,0.24376339
h4,discovery,150,200,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,28,0.39285714,3751.26678899,0.00010473,0.23565687
h4,discovery,200,300,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,20,0.00000000,3934.45852895,0.00000000,0.00000000
h4,validation,50,100,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,22,0.59090909,7347.28747795,0.00008043,0.38734818
h4,validation,100,150,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,14,0.42857143,7312.54635108,0.00005861,0.21380799
h4,validation,150,200,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,8,0.50000000,7287.60933333,0.00006861,0.21521606
h4,validation,200,300,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,6,0.16666667,7258.32947977,0.00002296,0.03005337
h4,oos,50,100,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,12,0.08333333,8766.86496956,0.00000951,0.01486509
h4,oos,100,150,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,1,0.00000000,8737.06716418,0.00000000,0.00000000
h4,oos,150,200,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,1,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,0,,8875.16666667,,
h4,discovery,50,100,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,219,0.43378995,3459.27368120,0.00012540,0.36985164
h4,discovery,100,150,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,122,0.44262295,3623.64245524,0.00012215,0.35757517
h4,discovery,150,200,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,77,0.33766234,3751.26678899,0.00009001,0.24199922
h4,discovery,200,300,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,39,0.15384615,3934.45852895,0.00003910,0.07247472
h4,validation,50,100,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,33,0.30303030,7347.28747795,0.00004124,0.17375531
h4,validation,100,150,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,12,0.08333333,7312.54635108,0.00001140,0.01486509
h4,validation,150,200,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,3,0.33333333,7287.60933333,0.00004574,0.06149194
h4,validation,200,300,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,2,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,41,0.31707317,8766.86496956,0.00003617,0.19564614
h4,oos,100,150,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,20,0.15000000,8737.06716418,0.00001717,0.05236875
h4,oos,150,200,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,5,0.20000000,8761.62068966,0.00002283,0.03622411
h4,oos,200,300,sma_stack_bull+horizontal_break_up+mtf_adx25+cross_group_bull,2,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx_up3+atr_expand+hh20+cross_group_return_up,131,0.46564885,3459.27368120,0.00013461,0.38242820
h4,discovery,100,150,adx_up3+atr_expand+hh20+cross_group_return_up,73,0.34246575,3623.64245524,0.00009451,0.24394867
h4,discovery,150,200,adx_up3+atr_expand+hh20+cross_group_return_up,31,0.38709677,3751.26678899,0.00010319,0.23733101
h4,discovery,200,300,adx_up3+atr_expand+hh20+cross_group_return_up,15,0.13333333,3934.45852895,0.00003389,0.03736126
h4,validation,50,100,adx_up3+atr_expand+hh20+cross_group_return_up,42,0.45238095,7347.28747795,0.00006157,0.31223393
h4,validation,100,150,adx_up3+atr_expand+hh20+cross_group_return_up,22,0.27272727,7312.54635108,0.00003730,0.13150760
h4,validation,150,200,adx_up3+atr_expand+hh20+cross_group_return_up,11,0.54545455,7287.60933333,0.00007485,0.28009154
h4,validation,200,300,adx_up3+atr_expand+hh20+cross_group_return_up,9,0.11111111,7258.32947977,0.00001531,0.01989089
h4,oos,50,100,adx_up3+atr_expand+hh20+cross_group_return_up,16,0.12500000,8766.86496956,0.00001426,0.03497749
h4,oos,100,150,adx_up3+atr_expand+hh20+cross_group_return_up,4,0.50000000,8737.06716418,0.00005723,0.15003899
h4,oos,150,200,adx_up3+atr_expand+hh20+cross_group_return_up,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+atr_expand+hh20+cross_group_return_up,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,price200_bull+adx_up3+atr_expand+cross_group_return_up,210,0.44761905,3459.27368120,0.00012940,0.38190712
h4,discovery,100,150,price200_bull+adx_up3+atr_expand+cross_group_return_up,110,0.40000000,3623.64245524,0.00011039,0.31331924
h4,discovery,150,200,price200_bull+adx_up3+atr_expand+cross_group_return_up,50,0.36000000,3751.26678899,0.00009597,0.24138750
h4,discovery,200,300,price200_bull+adx_up3+atr_expand+cross_group_return_up,23,0.17391304,3934.45852895,0.00004420,0.06978654
h4,validation,50,100,price200_bull+adx_up3+atr_expand+cross_group_return_up,48,0.43750000,7347.28747795,0.00005955,0.30701269
h4,validation,100,150,price200_bull+adx_up3+atr_expand+cross_group_return_up,23,0.26086957,7312.54635108,0.00003567,0.12548616
h4,validation,150,200,price200_bull+adx_up3+atr_expand+cross_group_return_up,13,0.61538462,7287.60933333,0.00008444,0.35522892
h4,validation,200,300,price200_bull+adx_up3+atr_expand+cross_group_return_up,11,0.09090909,7258.32947977,0.00001252,0.01623217
h4,oos,50,100,price200_bull+adx_up3+atr_expand+cross_group_return_up,27,0.14814815,8766.86496956,0.00001690,0.05915928
h4,oos,100,150,price200_bull+adx_up3+atr_expand+cross_group_return_up,7,0.28571429,8737.06716418,0.00003270,0.08221892
h4,oos,150,200,price200_bull+adx_up3+atr_expand+cross_group_return_up,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,price200_bull+adx_up3+atr_expand+cross_group_return_up,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,199,0.43718593,3459.27368120,0.00012638,0.37010217
h4,discovery,100,150,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,112,0.46428571,3623.64245524,0.00012813,0.37464361
h4,discovery,150,200,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,72,0.30555556,3751.26678899,0.00008145,0.21126631
h4,discovery,200,300,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,35,0.20000000,3934.45852895,0.00005083,0.10042446
h4,validation,50,100,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,23,0.30434783,7347.28747795,0.00004142,0.15604024
h4,validation,100,150,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,9,0.11111111,7312.54635108,0.00001519,0.01989089
h4,validation,150,200,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,2,0.50000000,7287.60933333,0.00006861,0.09453121
h4,validation,200,300,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,2,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,30,0.23333333,8766.86496956,0.00002662,0.11792388
h4,oos,100,150,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,13,0.23076923,8737.06716418,0.00002641,0.08179529
h4,oos,150,200,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,4,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx25+horizontal_break_up+mtf_adx25+cross_group_bull,2,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,price200_bull+adx_up3+atr_expand+horizontal_break_up,101,0.39603960,3459.27368120,0.00011449,0.30615423
h4,discovery,100,150,price200_bull+adx_up3+atr_expand+horizontal_break_up,49,0.40816327,3623.64245524,0.00011264,0.28215239
h4,discovery,150,200,price200_bull+adx_up3+atr_expand+horizontal_break_up,25,0.32000000,3751.26678899,0.00008530,0.17205190
h4,discovery,200,300,price200_bull+adx_up3+atr_expand+horizontal_break_up,11,0.09090909,3934.45852895,0.00002311,0.01623217
h4,validation,50,100,price200_bull+adx_up3+atr_expand+horizontal_break_up,22,0.40909091,7347.28747795,0.00005568,0.23255816
h4,validation,100,150,price200_bull+adx_up3+atr_expand+horizontal_break_up,10,0.10000000,7312.54635108,0.00001368,0.01787621
h4,validation,150,200,price200_bull+adx_up3+atr_expand+horizontal_break_up,4,0.50000000,7287.60933333,0.00006861,0.15003899
h4,validation,200,300,price200_bull+adx_up3+atr_expand+horizontal_break_up,3,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,price200_bull+adx_up3+atr_expand+horizontal_break_up,11,0.18181818,8766.86496956,0.00002074,0.05136769
h4,oos,100,150,price200_bull+adx_up3+atr_expand+horizontal_break_up,4,0.50000000,8737.06716418,0.00005723,0.15003899
h4,oos,150,200,price200_bull+adx_up3+atr_expand+horizontal_break_up,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,price200_bull+adx_up3+atr_expand+horizontal_break_up,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,273,0.42124542,3459.27368120,0.00012177,0.36416488
h4,discovery,100,150,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,139,0.46762590,3623.64245524,0.00012905,0.38666829
h4,discovery,150,200,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,82,0.31707317,3751.26678899,0.00008452,0.22648066
h4,discovery,200,300,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,34,0.29411765,3934.45852895,0.00007475,0.16834631
h4,validation,50,100,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,46,0.30434783,7347.28747795,0.00004142,0.19079841
h4,validation,100,150,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,21,0.09523810,7312.54635108,0.00001302,0.02651877
h4,validation,150,200,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,5,0.20000000,7287.60933333,0.00002744,0.03622411
h4,validation,200,300,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,3,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,39,0.46153846,8766.86496956,0.00005265,0.31566886
h4,oos,100,150,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,23,0.08695652,8737.06716418,0.00000995,0.02418000
h4,oos,150,200,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,4,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+horizontal_break_up+impulse_bull+mtf_trend_bull,0,,8875.16666667,,
h4,discovery,50,100,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,145,0.30344828,3459.27368120,0.00008772,0.23448780
h4,discovery,100,150,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,56,0.50000000,3623.64245524,0.00013798,0.37331739
h4,discovery,150,200,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,34,0.32352941,3751.26678899,0.00008625,0.19131644
h4,discovery,200,300,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,15,0.26666667,3934.45852895,0.00006778,0.10897453
h4,validation,50,100,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,21,0.23809524,7347.28747795,0.00003241,0.10628013
h4,validation,100,150,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,7,0.28571429,7312.54635108,0.00003907,0.08221892
h4,validation,150,200,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,2,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,1,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,27,0.22222222,8766.86496956,0.00002535,0.10607239
h4,oos,100,150,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,11,0.27272727,8737.06716418,0.00003121,0.09746059
h4,oos,150,200,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,3,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+breakout20_up+mtf_adx25+cross_target_relative_up,2,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,145,0.30344828,3459.27368120,0.00008772,0.23448780
h4,discovery,100,150,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,56,0.50000000,3623.64245524,0.00013798,0.37331739
h4,discovery,150,200,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,34,0.32352941,3751.26678899,0.00008625,0.19131644
h4,discovery,200,300,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,15,0.26666667,3934.45852895,0.00006778,0.10897453
h4,validation,50,100,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,21,0.23809524,7347.28747795,0.00003241,0.10628013
h4,validation,100,150,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,7,0.28571429,7312.54635108,0.00003907,0.08221892
h4,validation,150,200,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,2,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,1,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,25,0.24000000,8766.86496956,0.00002738,0.11496314
h4,oos,100,150,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,9,0.11111111,8737.06716418,0.00001272,0.01989089
h4,oos,150,200,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,1,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+retest_up+mtf_adx25+cross_target_relative_up,0,,8875.16666667,,
h4,discovery,50,100,sma_stack_bull+atr_expand+breakout20_up+close_near_high,112,0.42857143,3459.27368120,0.00012389,0.34079157
h4,discovery,100,150,sma_stack_bull+atr_expand+breakout20_up+close_near_high,59,0.37288136,3623.64245524,0.00010290,0.26083999
h4,discovery,150,200,sma_stack_bull+atr_expand+breakout20_up+close_near_high,34,0.26470588,3751.26678899,0.00007056,0.14601191
h4,discovery,200,300,sma_stack_bull+atr_expand+breakout20_up+close_near_high,22,0.09090909,3934.45852895,0.00002311,0.02529543
h4,validation,50,100,sma_stack_bull+atr_expand+breakout20_up+close_near_high,18,0.38888889,7347.28747795,0.00005293,0.20305247
h4,validation,100,150,sma_stack_bull+atr_expand+breakout20_up+close_near_high,7,0.14285714,7312.54635108,0.00001954,0.02567962
h4,validation,150,200,sma_stack_bull+atr_expand+breakout20_up+close_near_high,3,0.00000000,7287.60933333,0.00000000,0.00000000
h4,validation,200,300,sma_stack_bull+atr_expand+breakout20_up+close_near_high,1,0.00000000,7258.32947977,0.00000000,0.00000000
h4,oos,50,100,sma_stack_bull+atr_expand+breakout20_up+close_near_high,8,0.12500000,8766.86496956,0.00001426,0.02241749
h4,oos,100,150,sma_stack_bull+atr_expand+breakout20_up+close_near_high,1,0.00000000,8737.06716418,0.00000000,0.00000000
h4,oos,150,200,sma_stack_bull+atr_expand+breakout20_up+close_near_high,1,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,sma_stack_bull+atr_expand+breakout20_up+close_near_high,0,,8875.16666667,,
h4,discovery,50,100,adx_up3+atr_expand+cross_group_bull,259,0.44015444,3459.27368120,0.00012724,0.38101076
h4,discovery,100,150,adx_up3+atr_expand+cross_group_bull,129,0.37984496,3623.64245524,0.00010482,0.30071213
h4,discovery,150,200,adx_up3+atr_expand+cross_group_bull,55,0.38181818,3751.26678899,0.00010178,0.26515954
h4,discovery,200,300,adx_up3+atr_expand+cross_group_bull,26,0.15384615,3934.45852895,0.00003910,0.06150034
h4,validation,50,100,adx_up3+atr_expand+cross_group_bull,64,0.37500000,7347.28747795,0.00005104,0.26665980
h4,validation,100,150,adx_up3+atr_expand+cross_group_bull,28,0.32142857,7312.54635108,0.00004396,0.17933247
h4,validation,150,200,adx_up3+atr_expand+cross_group_bull,15,0.60000000,7287.60933333,0.00008233,0.35746830
h4,validation,200,300,adx_up3+atr_expand+cross_group_bull,12,0.08333333,7258.32947977,0.00001148,0.01486509
h4,oos,50,100,adx_up3+atr_expand+cross_group_bull,37,0.13513514,8766.86496956,0.00001541,0.05913294
h4,oos,100,150,adx_up3+atr_expand+cross_group_bull,8,0.37500000,8737.06716418,0.00004292,0.13684429
h4,oos,150,200,adx_up3+atr_expand+cross_group_bull,4,0.00000000,8761.62068966,0.00000000,0.00000000
h4,oos,200,300,adx_up3+atr_expand+cross_group_bull,1,0.00000000,8875.16666667,0.00000000,0.00000000
h4,discovery,50,100,atr_expand+horizontal_break_up+impulse_bull+mtf_trend_bull,109,0.44036697,3459.27368120,0.00012730,0.35077935
h4,discovery,100,150,atr_expand+horizontal_break_up+impulse_bull+mtf_trend_bull,61,0.36065574,3623.64245524,0.00009953,0.25174112
h4,discovery,150,200,atr_expand+horizontal_break_up+impulse_bull+mtf_trend_bull,35,0.37142857,3751.26678899,0.00009901,0.23165820
h4,discovery,200,300,atr_expand+horizontal_break_up+impulse_bull+mtf_trend_bull,23,0.08695652,3934.45852895,0.00002210,0.02418000
