timeframe,direction,horizon_bars,conditions,samples,base_rate,hit50_rate,rate_diff,lift
h4,bull,24,rsi_up1+price200_cross_up,1819,0.58129988,0.57064321,-0.01065667,0.98166752
h4,bull,24,rsi_up1+breakout20_up,4504,0.58129988,0.57526643,-0.00603345,0.98962076
h4,bull,24,rsi_up1+atr_expand,2219,0.58129988,0.58269491,0.00139503,1.00239985
h4,bull,24,rsi_up1+bb_expand,5878,0.58129988,0.57502552,-0.00627436,0.98920633
h4,bull,24,rsi_up1+body_expand,12458,0.58129988,0.57336651,-0.00793337,0.98635237
h4,bull,24,rsi_up3+rsi_cross50_up,3326,0.58129988,0.58268190,0.00138202,1.00237747
h4,bull,24,rsi_up3+rsi_cross55_up,3300,0.58129988,0.57424242,-0.00705745,0.98785919
h4,bull,24,rsi_up3+macd_cross_up,3137,0.58129988,0.56582722,-0.01547265,0.97338266
h4,bull,24,rsi_up3+macd_accel_up,26972,0.58129988,0.57567107,-0.00562881,0.99031685
h4,bull,24,rsi_up3+adx_up3,4497,0.58129988,0.57616189,-0.00513799,0.99116120
h4,bull,24,rsi_up3+adx_cross25_up,504,0.58129988,0.55555556,-0.02574432,0.95571249
h4,bull,24,rsi_up3+di_cross_up,2969,0.58129988,0.58403503,0.00273515,1.00470523
h4,bull,24,rsi_up3+di_spread_up3,21164,0.58129988,0.57857683,-0.00272305,0.99531559
h4,bull,24,rsi_up3+ema20_slope_up3,17310,0.58129988,0.57007510,-0.01122478,0.98069021
h4,bull,24,rsi_up3+price20_cross_up,3727,0.58129988,0.58465254,0.00335266,1.00576752
h4,bull,24,rsi_up3+price200_cross_up,1300,0.58129988,0.56923077,-0.01206911,0.97923772
h4,bull,24,rsi_up3+breakout20_up,5305,0.58129988,0.58001885,-0.00128103,0.99779627
h4,bull,24,rsi_up3+atr_expand,2413,0.58129988,0.56402818,-0.01727170,0.97028780
h4,bull,24,rsi_up3+bb_expand,7558,0.58129988,0.56112728,-0.02017260,0.96529744
h4,bull,24,rsi_up3+body_expand,9841,0.58129988,0.57534803,-0.00595184,0.98976115
h4,bull,24,rsi_cross50_up+rsi_cross55_up,1276,0.58129988,0.55564263,-0.02565724,0.95586229
h4,bull,24,rsi_cross50_up+macd_cross_up,782,0.58129988,0.60102302,0.01972314,1.03392937
h4,bull,24,rsi_cross50_up+macd_accel_up,5271,0.58129988,0.58243218,0.00113230,1.00194787
h4,bull,24,rsi_cross50_up+adx_up3,83,0.58129988,0.48192771,-0.09937217,0.82905180
h4,bull,24,rsi_cross50_up+di_cross_up,1802,0.58129988,0.58157603,0.00027615,1.00047505
h4,bull,24,rsi_cross50_up+di_spread_up3,2793,0.58129988,0.58539205,0.00409217,1.00703969
h4,bull,24,rsi_cross50_up+ema20_slope_up3,2650,0.58129988,0.56679245,-0.01450743,0.97504313
h4,bull,24,rsi_cross50_up+price20_cross_up,4503,0.58129988,0.57916944,-0.00213044,0.99633505
h4,bull,24,rsi_cross50_up+price200_cross_up,575,0.58129988,0.57739130,-0.00390857,0.99327615
h4,bull,24,rsi_cross50_up+breakout20_up,262,0.58129988,0.54580153,-0.03549835,0.93893281
h4,bull,24,rsi_cross50_up+atr_expand,534,0.58129988,0.53558052,-0.04571935,0.92134980
h4,bull,24,rsi_cross50_up+bb_expand,329,0.58129988,0.50759878,-0.07370109,0.87321330
h4,bull,24,rsi_cross50_up+body_expand,2914,0.58129988,0.57035003,-0.01094984,0.98116318
h4,bull,24,rsi_cross55_up+macd_cross_up,785,0.58129988,0.55668790,-0.02461198,0.95766044
h4,bull,24,rsi_cross55_up+macd_accel_up,5063,0.58129988,0.56824017,-0.01305970,0.97753362
h4,bull,24,rsi_cross55_up+adx_up3,91,0.58129988,0.50549451,-0.07580537,0.86959335
h4,bull,24,rsi_cross55_up+di_cross_up,1631,0.58129988,0.57572042,-0.00557946,0.99040175
h4,bull,24,rsi_cross55_up+di_spread_up3,2831,0.58129988,0.57541505,-0.00588483,0.98987643
h4,bull,24,rsi_cross55_up+ema20_slope_up3,5420,0.58129988,0.57214022,-0.00915966,0.98424280
h4,bull,24,rsi_cross55_up+price20_cross_up,1582,0.58129988,0.56194690,-0.01935298,0.96670742
h4,bull,24,rsi_cross55_up+price200_cross_up,531,0.58129988,0.55555556,-0.02574432,0.95571249
h4,bull,24,rsi_cross55_up+breakout20_up,785,0.58129988,0.58343949,0.00213961,1.00368074
h4,bull,24,rsi_cross55_up+atr_expand,547,0.58129988,0.54844607,-0.03285381,0.94348217
h4,bull,24,rsi_cross55_up+bb_expand,625,0.58129988,0.58560000,0.00430012,1.00739742
h4,bull,24,rsi_cross55_up+body_expand,2833,0.58129988,0.56583127,-0.01546860,0.97338963
h4,bull,24,macd_cross_up+macd_accel_up,4377,0.58129988,0.57527987,-0.00602001,0.98964389
h4,bull,24,macd_cross_up+adx_up3,136,0.58129988,0.51470588,-0.06659400,0.88543952
h4,bull,24,macd_cross_up+di_cross_up,675,0.58129988,0.58370370,0.00240383,1.00413526
h4,bull,24,macd_cross_up+di_spread_up3,2812,0.58129988,0.57467994,-0.00661993,0.98861184
h4,bull,24,macd_cross_up+ema20_slope_up3,2299,0.58129988,0.57285776,-0.00844211,0.98547718
h4,bull,24,macd_cross_up+price20_cross_up,970,0.58129988,0.60000000,0.01870012,1.03216949
h4,bull,24,macd_cross_up+price200_cross_up,263,0.58129988,0.60076046,0.01946058,1.03347769
h4,bull,24,macd_cross_up+breakout20_up,639,0.58129988,0.59154930,0.01024942,1.01763189
h4,bull,24,macd_cross_up+atr_expand,352,0.58129988,0.55681818,-0.02448170,0.95788457
h4,bull,24,macd_cross_up+bb_expand,432,0.58129988,0.56944444,-0.01185543,0.97960531
h4,bull,24,macd_cross_up+body_expand,1707,0.58129988,0.58582308,0.00452320,1.00778119
h4,bull,24,macd_accel_up+adx_up3,9817,0.58129988,0.58184782,0.00054794,1.00094261
h4,bull,24,macd_accel_up+adx_cross25_up,1004,0.58129988,0.56573705,-0.01556283,0.97322754
h4,bull,24,macd_accel_up+di_cross_up,4337,0.58129988,0.58058566,-0.00071422,0.99877134
h4,bull,24,macd_accel_up+di_spread_up3,25349,0.58129988,0.58081187,-0.00048801,0.99916048
h4,bull,24,macd_accel_up+ema20_slope_up3,28449,0.58129988,0.57056487,-0.01073501,0.98153275
h4,bull,24,macd_accel_up+price20_cross_up,6088,0.58129988,0.58114323,-0.00015665,0.99973053
h4,bull,24,macd_accel_up+price200_cross_up,2004,0.58129988,0.57185629,-0.00944359,0.98375436
h4,bull,24,macd_accel_up+breakout20_up,6927,0.58129988,0.57831673,-0.00298315,0.99486815
h4,bull,24,macd_accel_up+atr_expand,3076,0.58129988,0.57119636,-0.01010352,0.98261909
h4,bull,24,macd_accel_up+bb_expand,13324,0.58129988,0.57002402,-0.01127586,0.98060233
h4,bull,24,macd_accel_up+body_expand,16678,0.58129988,0.57932606,-0.00197382,0.99660447
h4,bull,24,adx_up3+adx_cross25_up,1322,0.58129988,0.58018154,-0.00111833,0.99807615
h4,bull,24,adx_up3+di_spread_up3,4581,0.58129988,0.57345558,-0.00784430,0.98650559
h4,bull,24,adx_up3+ema20_slope_up3,8833,0.58129988,0.56402128,-0.01727859,0.97027594
h4,bull,24,adx_up3+price20_cross_up,99,0.58129988,0.53535354,-0.04594634,0.92095931
h4,bull,24,adx_up3+price200_cross_up,296,0.58129988,0.53378378,-0.04751609,0.91825890
h4,bull,24,adx_up3+breakout20_up,2224,0.58129988,0.58588129,0.00458142,1.00788133
h4,bull,24,adx_up3+atr_expand,2293,0.58129988,0.61055386,0.02925398,1.05032511
h4,bull,24,adx_up3+bb_expand,11871,0.58129988,0.58444950,0.00314962,1.00541824
h4,bull,24,adx_up3+body_expand,5257,0.58129988,0.58512460,0.00382472,1.00657960
h4,bull,24,adx_cross25_up+di_spread_up3,520,0.58129988,0.55384615,-0.02745372,0.95277184
h4,bull,24,adx_cross25_up+ema20_slope_up3,982,0.58129988,0.56924644,-0.01205344,0.97926467
h4,bull,24,adx_cross25_up+breakout20_up,297,0.58129988,0.58922559,0.00792571,1.01363446
h4,bull,24,adx_cross25_up+atr_expand,272,0.58129988,0.60294118,0.02164130,1.03722915
h4,bull,24,adx_cross25_up+bb_expand,1274,0.58129988,0.58948195,0.00818207,1.01407547
h4,bull,24,adx_cross25_up+body_expand,624,0.58129988,0.58012821,-0.00117167,0.99798439
h4,bull,24,di_cross_up+di_spread_up3,2955,0.58129988,0.58104907,-0.00025081,0.99956854
h4,bull,24,di_cross_up+ema20_slope_up3,3008,0.58129988,0.56582447,-0.01547541,0.97337792
h4,bull,24,di_cross_up+price20_cross_up,1791,0.58129988,0.58123953,-0.00006035,0.99989619
h4,bull,24,di_cross_up+price200_cross_up,403,0.58129988,0.54342432,-0.03787556,0.93484334
h4,bull,24,di_cross_up+breakout20_up,713,0.58129988,0.55680224,-0.02449763,0.95785715
h4,bull,24,di_cross_up+atr_expand,443,0.58129988,0.56207675,-0.01922313,0.96693079
h4,bull,24,di_cross_up+bb_expand,545,0.58129988,0.53577982,-0.04552006,0.92169264
h4,bull,24,di_cross_up+body_expand,1997,0.58129988,0.57386079,-0.00743909,0.98720267
h4,bull,24,di_spread_up3+ema20_slope_up3,17958,0.58129988,0.57222408,-0.00907580,0.98438706
h4,bull,24,di_spread_up3+price20_cross_up,3087,0.58129988,0.58892128,0.00762140,1.01311097
h4,bull,24,di_spread_up3+price200_cross_up,1112,0.58129988,0.57464029,-0.00665959,0.98854362
h4,bull,24,di_spread_up3+breakout20_up,5030,0.58129988,0.57872763,-0.00257224,0.99557501
h4,bull,24,di_spread_up3+atr_expand,2495,0.58129988,0.55751503,-0.02378485,0.95908334
h4,bull,24,di_spread_up3+bb_expand,7895,0.58129988,0.56035465,-0.02094522,0.96396830
h4,bull,24,di_spread_up3+body_expand,9498,0.58129988,0.57622657,-0.00507330,0.99127248
h4,bull,24,ema20_slope_up3+price20_cross_up,2711,0.58129988,0.56990041,-0.01139947,0.98038969
h4,bull,24,ema20_slope_up3+price200_cross_up,1278,0.58129988,0.56494523,-0.01635465,0.97186538
h4,bull,24,ema20_slope_up3+breakout20_up,7301,0.58129988,0.58019449,-0.00110538,0.99809843
h4,bull,24,ema20_slope_up3+atr_expand,3155,0.58129988,0.55721078,-0.02408910,0.95855994
h4,bull,24,ema20_slope_up3+bb_expand,13685,0.58129988,0.55513336,-0.02616652,0.95498619
h4,bull,24,ema20_slope_up3+body_expand,17408,0.58129988,0.57485064,-0.00644923,0.98890549
h4,bull,24,price20_cross_up+price200_cross_up,626,0.58129988,0.57827476,-0.00302512,0.99479594
h4,bull,24,price20_cross_up+breakout20_up,218,0.58129988,0.53211009,-0.04918979,0.91537967
h4,bull,24,price20_cross_up+atr_expand,550,0.58129988,0.56363636,-0.01766351,0.96961377
h4,bull,24,price20_cross_up+bb_expand,291,0.58129988,0.51890034,-0.06239953,0.89265517
h4,bull,24,price20_cross_up+body_expand,3373,0.58129988,0.57812037,-0.00317951,0.99453034
h4,bull,24,price200_cross_up+breakout20_up,480,0.58129988,0.56875000,-0.01254988,0.97841066
h4,bull,24,price200_cross_up+atr_expand,266,0.58129988,0.56015038,-0.02114950,0.96361688
h4,bull,24,price200_cross_up+bb_expand,598,0.58129988,0.55685619,-0.02444369,0.95794995
h4,bull,24,price200_cross_up+body_expand,1087,0.58129988,0.56945722,-0.01184266,0.97962729
h4,bull,24,breakout20_up+atr_expand,974,0.58129988,0.55441478,-0.02688509,0.95375004
h4,bull,24,breakout20_up+bb_expand,4285,0.58129988,0.56966161,-0.01163827,0.97997889
h4,bull,24,breakout20_up+body_expand,3530,0.58129988,0.56940510,-0.01189478,0.97953762
h4,bull,24,atr_expand+bb_expand,3619,0.58129988,0.57833656,-0.00296332,0.99490225
h4,bull,24,atr_expand+body_expand,2492,0.58129988,0.57102729,-0.01027259,0.98232824
h4,bull,24,bb_expand+body_expand,7702,0.58129988,0.56816411,-0.01313576,0.97740277
h4,bull,24,price20_bull+price200_bull+macd_bull,30241,0.58129988,0.57422043,-0.00707945,0.98782135
h4,bull,24,price20_bull+price200_bull+volatility,11983,0.58129988,0.56705333,-0.01424655,0.97549191
h4,bull,24,price20_bull+price200_bull+macd_bull+volatility,8834,0.58129988,0.56678741,-0.01451247,0.97503446
h4,bull,24,price200_bull+macd_bull+volatility,9435,0.58129988,0.56693164,-0.01436824,0.97528257
h4,bull,24,price200_bull+macd_bull+di_bull+volatility,8128,0.58129988,0.56422244,-0.01707744,0.97062198
h4,bull,24,price200_bull+volatility+bb_bull,11570,0.58129988,0.56750216,-0.01379772,0.97626403
h4,bull,24,trend_bull+volatility+body_bull,2318,0.58129988,0.58110440,-0.00019548,0.99966372
h4,bull,24,trend_bull+price20_bull+macd_bull+volatility,5743,0.58129988,0.56416507,-0.01713481,0.97052329
h4,bull,24,macd_bull+di_bull+volatility+bb_bull,10853,0.58129988,0.57385055,-0.00744933,0.98718505
h4,bull,24,price20_cross_up+macd_cross_up+atr_expand,133,0.58129988,0.55639098,-0.02490890,0.95714965
h4,bull,24,breakout20_up+atr_expand+bb_expand,733,0.58129988,0.54979536,-0.03150452,0.94580333
h4,bull,24,ema20_slope_up3+macd_accel_up+di_spread_up3,15571,0.58129988,0.57208914,-0.00921074,0.98415493
h4,bear,1,trend_bear,35714,0.05358944,0.05479644,0.00120700,1.02252307
h4,bear,1,price20_bear,53535,0.05358944,0.05865322,0.00506378,1.09449209
h4,bear,1,price200_bear,50840,0.05358944,0.05505507,0.00146564,1.02734933
h4,bear,1,ema20_falling,53535,0.05358944,0.05865322,0.00506378,1.09449209
h4,bear,1,ema200_falling,50840,0.05358944,0.05505507,0.00146564,1.02734933
h4,bear,1,momentum_bear,34834,0.05358944,0.05836252,0.00477308,1.08906754
h4,bear,1,rsi40,23328,0.05358944,0.06455761,0.01096817,1.20467043
h4,bear,1,macd_bear,56055,0.05358944,0.05717599,0.00358655,1.06692640
h4,bear,1,macd_falling,56406,0.05358944,0.05682020,0.00323076,1.06028719
h4,bear,1,adx25,48620,0.05358944,0.06003702,0.00644758,1.12031442
h4,bear,1,adx_rising,53528,0.05358944,0.05625093,0.00266149,1.04966453
h4,bear,1,di_bear,59280,0.05358944,0.05698381,0.00339437,1.06334020
h4,bear,1,di_strong_bear,43150,0.05358944,0.06013905,0.00654961,1.12221830
h4,bear,1,volatility,34087,0.05358944,0.07392848,0.02033904,1.37953443
h4,bear,1,bb_bear,53687,0.05358944,0.05826364,0.00467420,1.08722240
h4,bear,1,bb_lower,22412,0.05358944,0.06541139,0.01182195,1.22060218
h4,bear,1,body_bear,16182,0.05358944,0.06395996,0.01037052,1.19351790
h4,bear,1,rsi_down1,23876,0.05358944,0.06487686,0.01128742,1.21062777
h4,bear,1,rsi_down3,27474,0.05358944,0.06449734,0.01090790,1.20354576
h4,bear,1,rsi_cross50_down,6088,0.05358944,0.06438896,0.01079952,1.20152333
h4,bear,1,rsi_cross45_down,5638,0.05358944,0.06615821,0.01256877,1.23453823
h4,bear,1,macd_cross_down,4375,0.05358944,0.06468571,0.01109627,1.20706085
h4,bear,1,macd_accel_down,56406,0.05358944,0.05682020,0.00323076,1.06028719
h4,bear,1,adx_up3,19423,0.05358944,0.06492303,0.01133359,1.21148924
h4,bear,1,adx_cross25_up,2056,0.05358944,0.06955253,0.01596309,1.29787752
h4,bear,1,di_cross_down,5000,0.05358944,0.06200000,0.00841056,1.15694436
h4,bear,1,di_spread_down3,28226,0.05358944,0.06323957,0.00965013,1.18007516
h4,bear,1,ema20_slope_down3,53477,0.05358944,0.05752006,0.00393062,1.07334683
h4,bear,1,price20_cross_down,7037,0.05358944,0.06394770,0.01035827,1.19328930
h4,bear,1,price200_cross_down,2305,0.05358944,0.06117137,0.00758193,1.14148174
h4,bear,1,breakout20_down,5654,0.05358944,0.08065087,0.02706143,1.50497686
h4,bear,1,atr_expand,6575,0.05358944,0.08212928,0.02853984,1.53256459
h4,bear,1,bb_expand,26231,0.05358944,0.06229271,0.00870327,1.16240639
h4,bear,1,body_expand,33191,0.05358944,0.05772649,0.00413705,1.07719903
h4,bear,1,trend_bear+price20_bear,23523,0.05358944,0.05815585,0.00456641,1.08521097
h4,bear,1,trend_bear+price200_bear,34671,0.05358944,0.05491621,0.00132677,1.02475810
h4,bear,1,trend_bear+ema20_falling,23523,0.05358944,0.05815585,0.00456641,1.08521097
h4,bear,1,trend_bear+ema200_falling,34671,0.05358944,0.05491621,0.00132677,1.02475810
h4,bear,1,trend_bear+momentum_bear,17605,0.05358944,0.05555240,0.00196296,1.03662961
h4,bear,1,trend_bear+rsi40,13260,0.05358944,0.06387632,0.01028688,1.19195723
h4,bear,1,trend_bear+macd_bear,15500,0.05358944,0.06090323,0.00731379,1.13647812
h4,bear,1,trend_bear+macd_falling,15691,0.05358944,0.05850488,0.00491544,1.09172396
h4,bear,1,trend_bear+adx25,17936,0.05358944,0.06467440,0.01108496,1.20684968
h4,bear,1,trend_bear+adx_rising,16184,0.05358944,0.05894711,0.00535767,1.09997620
h4,bear,1,trend_bear+di_bear,26109,0.05358944,0.05718335,0.00359391,1.06706372
h4,bear,1,trend_bear+di_strong_bear,20788,0.05358944,0.06013084,0.00654141,1.12206519
h4,bear,1,trend_bear+volatility,11593,0.05358944,0.08410248,0.03051304,1.56938524
h4,bear,1,trend_bear+bb_bear,21936,0.05358944,0.05848833,0.00489889,1.09141521
h4,bear,1,trend_bear+bb_lower,9618,0.05358944,0.06581410,0.01222466,1.22811694
h4,bear,1,trend_bear+body_bear,5433,0.05358944,0.06718204,0.01359260,1.25364318
h4,bear,1,trend_bear+rsi_down1,6683,0.05358944,0.06613796,0.01254852,1.23416036
h4,bear,1,trend_bear+rsi_down3,7294,0.05358944,0.06800110,0.01441166,1.26892719
h4,bear,1,trend_bear+rsi_cross50_down,1687,0.05358944,0.06164790,0.00805846,1.15037396
h4,bear,1,trend_bear+rsi_cross45_down,1981,0.05358944,0.06612822,0.01253878,1.23397853
h4,bear,1,trend_bear+macd_cross_down,1083,0.05358944,0.07663897,0.02304953,1.43011322
h4,bear,1,trend_bear+macd_accel_down,15691,0.05358944,0.05850488,0.00491544,1.09172396
h4,bear,1,trend_bear+adx_up3,5984,0.05358944,0.07169118,0.01810174,1.33778552
h4,bear,1,trend_bear+adx_cross25_up,590,0.05358944,0.06271186,0.00912242,1.17022803
h4,bear,1,trend_bear+di_cross_down,1223,0.05358944,0.06377760,0.01018816,1.19011500
h4,bear,1,trend_bear+di_spread_down3,7391,0.05358944,0.06764984,0.01406040,1.26237268
h4,bear,1,trend_bear+ema20_slope_down3,24353,0.05358944,0.05670759,0.00311815,1.05818596
h4,bear,1,trend_bear+price20_cross_down,2013,0.05358944,0.05961252,0.00602308,1.11239302
h4,bear,1,trend_bear+price200_cross_down,215,0.05358944,0.04651163,-0.00707781,0.86792525
h4,bear,1,trend_bear+breakout20_down,2652,0.05358944,0.08710407,0.03351463,1.62539622
h4,bear,1,trend_bear+atr_expand,2111,0.05358944,0.09142586,0.03783642,1.70604256
h4,bear,1,trend_bear+bb_expand,8110,0.05358944,0.06868064,0.01509120,1.28160775
h4,bear,1,trend_bear+body_expand,10503,0.05358944,0.06026849,0.00667906,1.12463379
h4,bear,1,price20_bear+price200_bear,34916,0.05358944,0.05825410,0.00466466,1.08704431
h4,bear,1,price20_bear+ema20_falling,53535,0.05358944,0.05865322,0.00506378,1.09449209
h4,bear,1,price20_bear+ema200_falling,34916,0.05358944,0.05825410,0.00466466,1.08704431
h4,bear,1,price20_bear+momentum_bear,34797,0.05358944,0.05842458,0.00483514,1.09022556
h4,bear,1,price20_bear+rsi40,23312,0.05358944,0.06460192,0.01101248,1.20549724
h4,bear,1,price20_bear+macd_bear,40714,0.05358944,0.06042148,0.00683204,1.12748850
h4,bear,1,price20_bear+macd_falling,29771,0.05358944,0.06251050,0.00892106,1.16647043
h4,bear,1,price20_bear+adx25,24787,0.05358944,0.06592165,0.01233221,1.23012394
h4,bear,1,price20_bear+adx_rising,27493,0.05358944,0.06310697,0.00951753,1.17760091
h4,bear,1,price20_bear+di_bear,47899,0.05358944,0.05985511,0.00626567,1.11691991
h4,bear,1,price20_bear+di_strong_bear,38998,0.05358944,0.06210575,0.00851631,1.15891768
h4,bear,1,price20_bear+volatility,17755,0.05358944,0.08465221,0.03106277,1.57964351
h4,bear,1,price20_bear+bb_bear,49946,0.05358944,0.05904377,0.00545433,1.10177990
h4,bear,1,price20_bear+bb_lower,22394,0.05358944,0.06546396,0.01187452,1.22158328
h4,bear,1,price20_bear+body_bear,11489,0.05358944,0.06797807,0.01438863,1.26849742
h4,bear,1,price20_bear+rsi_down1,14611,0.05358944,0.07035795,0.01676851,1.31290698
h4,bear,1,price20_bear+rsi_down3,19174,0.05358944,0.06706999,0.01348055,1.25155238
h4,bear,1,price20_bear+rsi_cross50_down,5520,0.05358944,0.06521739,0.01162795,1.21698215
h4,bear,1,price20_bear+rsi_cross45_down,5636,0.05358944,0.06618169,0.01259225,1.23497632
h4,bear,1,price20_bear+macd_cross_down,2814,0.05358944,0.07107321,0.01748377,1.32625394
h4,bear,1,price20_bear+macd_accel_down,29771,0.05358944,0.06251050,0.00892106,1.16647043
h4,bear,1,price20_bear+adx_up3,10545,0.05358944,0.07444286,0.02085342,1.38913309
h4,bear,1,price20_bear+adx_cross25_up,1069,0.05358944,0.07951356,0.02592412,1.48375435
h4,bear,1,price20_bear+di_cross_down,3471,0.05358944,0.06482282,0.01123338,1.20961925
h4,bear,1,price20_bear+di_spread_down3,18602,0.05358944,0.06644447,0.01285503,1.23987989
h4,bear,1,price20_bear+ema20_slope_down3,48373,0.05358944,0.05835900,0.00476956,1.08900191
h4,bear,1,price20_bear+price20_cross_down,7037,0.05358944,0.06394770,0.01035827,1.19328930
h4,bear,1,price20_bear+price200_cross_down,1738,0.05358944,0.06271577,0.00912633,1.17030082
h4,bear,1,price20_bear+breakout20_down,5654,0.05358944,0.08065087,0.02706143,1.50497686
h4,bear,1,price20_bear+atr_expand,3517,0.05358944,0.09525163,0.04166220,1.77743294
h4,bear,1,price20_bear+bb_expand,12578,0.05358944,0.07362061,0.02003117,1.37378946
h4,bear,1,price20_bear+body_expand,15849,0.05358944,0.06360023,0.01001079,1.18680523
h4,bear,1,price200_bear+ema20_falling,34916,0.05358944,0.05825410,0.00466466,1.08704431
h4,bear,1,price200_bear+ema200_falling,50840,0.05358944,0.05505507,0.00146564,1.02734933
h4,bear,1,price200_bear+momentum_bear,25757,0.05358944,0.05656715,0.00297771,1.05556519
h4,bear,1,price200_bear+rsi40,19320,0.05358944,0.06413043,0.01054100,1.19669911
h4,bear,1,price200_bear+macd_bear,26502,0.05358944,0.05995774,0.00636830,1.11883497
h4,bear,1,price200_bear+macd_falling,25056,0.05358944,0.05858876,0.00499932,1.09328931
h4,bear,1,price200_bear+adx25,23811,0.05358944,0.06564193,0.01205249,1.22490421
h4,bear,1,price200_bear+adx_rising,24509,0.05358944,0.05936595,0.00577651,1.10779190
h4,bear,1,price200_bear+di_bear,37364,0.05358944,0.05730115,0.00371171,1.06926189
h4,bear,1,price200_bear+di_strong_bear,29871,0.05358944,0.06072780,0.00713836,1.13320454
h4,bear,1,price200_bear+volatility,16386,0.05358944,0.08159404,0.02800460,1.52257692
h4,bear,1,price200_bear+bb_bear,33353,0.05358944,0.05825563,0.00466619,1.08707293
h4,bear,1,price200_bear+bb_lower,15717,0.05358944,0.06515238,0.01156294,1.21576906
h4,bear,1,price200_bear+body_bear,8750,0.05358944,0.06754286,0.01395342,1.26037625
h4,bear,1,price200_bear+rsi_down1,10990,0.05358944,0.06760692,0.01401748,1.26157161
h4,bear,1,price200_bear+rsi_down3,13015,0.05358944,0.06577027,0.01218083,1.22729899
h4,bear,1,price200_bear+rsi_cross50_down,2827,0.05358944,0.05942695,0.00583751,1.10893032
h4,bear,1,price200_bear+rsi_cross45_down,3290,0.05358944,0.06352584,0.00993640,1.18541706
h4,bear,1,price200_bear+macd_cross_down,1967,0.05358944,0.07117438,0.01758494,1.32814185
h4,bear,1,price200_bear+macd_accel_down,25056,0.05358944,0.05858876,0.00499932,1.09328931
h4,bear,1,price200_bear+adx_up3,9450,0.05358944,0.07248677,0.01889733,1.35263166
h4,bear,1,price200_bear+adx_cross25_up,913,0.05358944,0.07119387,0.01760443,1.32850552
h4,bear,1,price200_bear+di_cross_down,2155,0.05358944,0.05846868,0.00487924,1.09104850
h4,bear,1,price200_bear+di_spread_down3,13064,0.05358944,0.06514085,0.01155141,1.21555377
h4,bear,1,price200_bear+ema20_slope_down3,35231,0.05358944,0.05742102,0.00383158,1.07149882
h4,bear,1,price200_bear+price20_cross_down,3262,0.05358944,0.05916616,0.00557672,1.10406371
h4,bear,1,price200_bear+price200_cross_down,2305,0.05358944,0.06117137,0.00758193,1.14148174
h4,bear,1,price200_bear+breakout20_down,4425,0.05358944,0.08316384,0.02957440,1.55186997
h4,bear,1,price200_bear+atr_expand,3137,0.05358944,0.08638827,0.03279883,1.61203905
h4,bear,1,price200_bear+bb_expand,11882,0.05358944,0.06934859,0.01575915,1.29407202
h4,bear,1,price200_bear+body_expand,14967,0.05358944,0.06133494,0.00774550,1.14453402
h4,bear,1,ema20_falling+ema200_falling,34916,0.05358944,0.05825410,0.00466466,1.08704431
h4,bear,1,ema20_falling+momentum_bear,34797,0.05358944,0.05842458,0.00483514,1.09022556
h4,bear,1,ema20_falling+rsi40,23312,0.05358944,0.06460192,0.01101248,1.20549724
h4,bear,1,ema20_falling+macd_bear,40714,0.05358944,0.06042148,0.00683204,1.12748850
h4,bear,1,ema20_falling+macd_falling,29771,0.05358944,0.06251050,0.00892106,1.16647043
h4,bear,1,ema20_falling+adx25,24787,0.05358944,0.06592165,0.01233221,1.23012394
h4,bear,1,ema20_falling+adx_rising,27493,0.05358944,0.06310697,0.00951753,1.17760091
h4,bear,1,ema20_falling+di_bear,47899,0.05358944,0.05985511,0.00626567,1.11691991
h4,bear,1,ema20_falling+di_strong_bear,38998,0.05358944,0.06210575,0.00851631,1.15891768
h4,bear,1,ema20_falling+volatility,17755,0.05358944,0.08465221,0.03106277,1.57964351
h4,bear,1,ema20_falling+bb_bear,49946,0.05358944,0.05904377,0.00545433,1.10177990
h4,bear,1,ema20_falling+bb_lower,22394,0.05358944,0.06546396,0.01187452,1.22158328
h4,bear,1,ema20_falling+body_bear,11489,0.05358944,0.06797807,0.01438863,1.26849742
h4,bear,1,ema20_falling+rsi_down1,14611,0.05358944,0.07035795,0.01676851,1.31290698
h4,bear,1,ema20_falling+rsi_down3,19174,0.05358944,0.06706999,0.01348055,1.25155238
h4,bear,1,ema20_falling+rsi_cross50_down,5520,0.05358944,0.06521739,0.01162795,1.21698215
h4,bear,1,ema20_falling+rsi_cross45_down,5636,0.05358944,0.06618169,0.01259225,1.23497632
h4,bear,1,ema20_falling+macd_cross_down,2814,0.05358944,0.07107321,0.01748377,1.32625394
h4,bear,1,ema20_falling+macd_accel_down,29771,0.05358944,0.06251050,0.00892106,1.16647043
h4,bear,1,ema20_falling+adx_up3,10545,0.05358944,0.07444286,0.02085342,1.38913309
h4,bear,1,ema20_falling+adx_cross25_up,1069,0.05358944,0.07951356,0.02592412,1.48375435
h4,bear,1,ema20_falling+di_cross_down,3471,0.05358944,0.06482282,0.01123338,1.20961925
h4,bear,1,ema20_falling+di_spread_down3,18602,0.05358944,0.06644447,0.01285503,1.23987989
h4,bear,1,ema20_falling+ema20_slope_down3,48373,0.05358944,0.05835900,0.00476956,1.08900191
h4,bear,1,ema20_falling+price20_cross_down,7037,0.05358944,0.06394770,0.01035827,1.19328930
h4,bear,1,ema20_falling+price200_cross_down,1738,0.05358944,0.06271577,0.00912633,1.17030082
