horizon_bars,condition,disc_n,disc_hit,disc_lift,val_n,val_hit,val_lift,oos_n,oos_hit,oos_lift,oos_pairs_ge5,oos_pairs_above_base,oos_pair_mean,oos_pair_min
6,pin+early_drop_atr10<=1.0+di_strong_bear,20,0.30000000,1.03858923,15,0.40000000,1.43703432,12,0.50000000,2.11856451,1,1,0.60000000,0.60000000
6,pin+near_recent_high_atr10<=1.0+di_strong_bear,20,0.30000000,1.03858923,15,0.40000000,1.43703432,12,0.50000000,2.11856451,1,1,0.60000000,0.60000000
6,pin+early_drop_atr3<=1.0,539,0.47680891,1.65069531,180,0.50555556,1.81625171,96,0.48958333,2.07442775,4,4,0.48602208,0.38888889
6,pin+early_drop_atr3<=0.5,312,0.50000000,1.73098205,107,0.47663551,1.71235398,56,0.48214286,2.04290149,4,4,0.48740230,0.36363636
6,pin+adx_rising,430,0.50465116,1.74708421,127,0.47244094,1.69728463,69,0.47826087,2.02645301,4,3,0.48536184,0.31250000
6,pin+near_recent_high_atr10<=1.5+adx_rising,250,0.49600000,1.71713419,84,0.50000000,1.79629290,38,0.47368421,2.00706111,4,3,0.44880952,0.16666667
6,pin,869,0.47986191,1.66126471,262,0.51526718,1.85114154,146,0.45890411,1.94443592,4,4,0.46425796,0.39393939
6,pin+near_recent_high_atr10<=1.5,460,0.46739130,1.61809192,162,0.47530864,1.70758708,85,0.45882353,1.94409449,4,3,0.45690537,0.23529412
6,pin+range_atr<=1.5,763,0.46788991,1.61981806,240,0.50833333,1.82623111,136,0.45588235,1.93163234,4,3,0.46102504,0.33333333
6,pin+macd_bear,465,0.46881720,1.62302833,113,0.55752212,2.00294606,61,0.44262295,1.87545055,4,4,0.46036255,0.37500000
6,pin+early_drop_atr3<=1.0+di_strong_bear,111,0.39639640,1.37231009,36,0.55555556,1.99588100,32,0.43750000,1.85374394,4,3,0.47692308,0.30769231
6,pin+early_drop_atr3<=1.0+bb_bear,184,0.45652174,1.58046187,58,0.68965517,2.47764538,32,0.43750000,1.85374394,4,3,0.45555556,0.33333333
6,pin+early_drop_atr3<=1.5,691,0.48335745,1.67336615,221,0.52036199,1.86944510,119,0.43697479,1.85151856,4,3,0.44660791,0.34615385
6,pin+bb_bear,414,0.48550725,1.68080866,121,0.60330579,2.16742779,69,0.43478261,1.84223001,4,2,0.43274573,0.37500000
6,pin+price200_bear,352,0.46590909,1.61296055,95,0.62105263,2.23118486,67,0.43283582,1.83398121,4,2,0.45364011,0.28571429
6,pin+di_strong_bear,270,0.46296296,1.60276116,83,0.53012048,1.90450331,66,0.40909091,1.73337096,4,2,0.42037365,0.31578947
6,pin+early_drop_atr3<=1.0+macd_bear,216,0.43981481,1.52262310,55,0.63636364,2.28619096,30,0.40000000,1.69485161,4,2,0.43392857,0.25000000
6,pin+near_recent_high_atr10<=1.5+elliott_pullback_bear,59,0.33898305,1.17354715,10,0.40000000,1.43703432,10,0.40000000,1.69485161,0,0,,
6,pin+early_drop_atr3<=0.5+elliott_pullback_bear,31,0.54838710,1.89849644,6,0.66666667,2.39505720,5,0.40000000,1.69485161,0,0,,
6,pin+near_recent_high_atr10<=1.5+di_strong_bear,40,0.47500000,1.64443295,24,0.50000000,1.79629290,18,0.38888889,1.64777239,2,2,0.51428571,0.42857143
6,pin+early_drop_atr3<=1.0+elliott_pullback_bear,84,0.44047619,1.52491276,22,0.59090909,2.12289161,13,0.38461538,1.62966500,1,0,0.20000000,0.20000000
6,pin+near_recent_high_atr10<=1.5+bb_bear,70,0.44285714,1.53315553,35,0.60000000,2.15555148,13,0.38461538,1.62966500,1,0,0.00000000,0.00000000
6,pin+early_drop_atr10<=1.0+range_tight,19,0.63157895,2.18650364,12,0.50000000,1.79629290,3,0.33333333,1.41237634,0,0,,
6,pin+near_recent_high_atr10<=1.0+range_tight,19,0.63157895,2.18650364,12,0.50000000,1.79629290,3,0.33333333,1.41237634,0,0,,
6,pin+range_tight,42,0.42857143,1.48369890,29,0.55172414,1.98211630,11,0.27272727,1.15558064,1,1,0.50000000,0.50000000
6,pin+early_drop_atr10<=1.0+macd_bear,53,0.39622642,1.37172162,16,0.50000000,1.79629290,8,0.25000000,1.05928225,0,0,,
6,pin+near_recent_high_atr10<=1.0+macd_bear,53,0.39622642,1.37172162,16,0.50000000,1.79629290,8,0.25000000,1.05928225,0,0,,
6,pin+early_drop_atr3<=1.0+range_tight,24,0.50000000,1.73098205,15,0.60000000,2.15555148,5,0.20000000,0.84742580,0,0,,
6,pin+near_recent_high_atr10<=1.5+macd_bear,119,0.38655462,1.33823822,31,0.51612903,1.85423783,17,0.17647059,0.74772865,1,0,0.00000000,0.00000000
6,pin+near_recent_high_atr10<=1.5+range_tight,30,0.46666667,1.61558325,17,0.47058824,1.69062861,6,0.16666667,0.70618817,0,0,,
6,pin+early_drop_atr3<=0.5+range_tight,12,0.66666667,2.30797607,11,0.45454545,1.63299354,2,0.00000000,0.00000000,0,0,,
6,pin+breakout_down20,17,0.64705882,2.24009442,2,1.00000000,3.59258580,1,0.00000000,0.00000000,0,0,,
6,pin+retest_down,17,0.64705882,2.24009442,2,1.00000000,3.59258580,1,0.00000000,0.00000000,0,0,,
6,pin+early_drop_atr3<=0.5+breakout_down20,0,,,0,,,0,,,0,0,,
6,pin+early_drop_atr3<=0.5+retest_down,0,,,0,,,0,,,0,0,,
6,pin+early_drop_atr3<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
6,pin+early_drop_atr3<=1.0+retest_down,0,,,0,,,0,,,0,0,,
6,pin+early_drop_atr10<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
6,pin+early_drop_atr10<=1.0+retest_down,0,,,0,,,0,,,0,0,,
6,pin+near_recent_high_atr10<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
6,pin+near_recent_high_atr10<=1.0+retest_down,0,,,0,,,0,,,0,0,,
6,pin+near_recent_high_atr10<=1.5+breakout_down20,0,,,0,,,0,,,0,0,,
6,pin+near_recent_high_atr10<=1.5+retest_down,0,,,0,,,0,,,0,0,,
12,pin+early_drop_atr3<=0.5+atr_expand,13,0.61538462,1.43328193,3,0.66666667,1.63276200,2,1.00000000,2.73155018,0,0,,
12,pin+near_recent_high_atr10<=1.5+elliott_pullback_bear,59,0.50847458,1.18427956,10,0.70000000,1.71440010,10,0.80000000,2.18524014,0,0,,
12,pin+elliott_pullback_bear,177,0.54802260,1.27639019,41,0.75609756,1.85179105,24,0.79166667,2.16247722,3,3,0.79960317,0.66666667
12,pin+atr_expand,61,0.67213115,1.56544932,11,0.72727273,1.78119491,8,0.75000000,2.04866263,0,0,,
12,pin+early_drop_atr10<=1.0+adx25,145,0.57241379,1.33319931,41,0.56097561,1.37390949,31,0.74193548,2.02663400,3,3,0.78051948,0.71428571
12,pin+near_recent_high_atr10<=1.0+adx25,145,0.57241379,1.33319931,41,0.56097561,1.37390949,31,0.74193548,2.02663400,3,3,0.78051948,0.71428571
12,pin+early_drop_atr3<=0.5+adx25,137,0.58394161,1.36004854,36,0.63888889,1.56473025,30,0.73333333,2.00313680,4,4,0.72943723,0.50000000
12,pin+early_drop_atr3<=0.5+price200_bear,108,0.54629630,1.27236949,30,0.66666667,1.63276200,29,0.72413793,1.97801909,3,2,0.65000000,0.40000000
12,pin+early_drop_atr3<=1.0+adx25,247,0.58299595,1.35784603,60,0.66666667,1.63276200,46,0.71739130,1.95959034,4,4,0.70298972,0.57142857
12,pin+near_recent_high_atr10<=1.5+adx25,200,0.60000000,1.39744988,48,0.58333333,1.42866675,37,0.70270270,1.91946769,3,3,0.79365079,0.71428571
12,pin+near_recent_high_atr10<=1.5+price200_bear,130,0.58461538,1.36161783,46,0.65217391,1.59726717,33,0.69696970,1.90380770,3,3,0.70238095,0.50000000
12,pin+early_drop_atr10<=1.0+price200_bear,83,0.55421687,1.29081716,28,0.46428571,1.13710211,26,0.69230769,1.89107320,2,2,0.77472527,0.69230769
12,pin+near_recent_high_atr10<=1.0+price200_bear,83,0.55421687,1.29081716,28,0.46428571,1.13710211,26,0.69230769,1.89107320,2,2,0.77472527,0.69230769
12,pin+early_drop_atr3<=1.0+elliott_pullback_bear,84,0.58333333,1.35863182,22,0.77272727,1.89251959,13,0.69230769,1.89107320,1,1,0.60000000,0.60000000
12,pin+near_recent_high_atr10<=1.5+adx_rising,250,0.60400000,1.40676621,84,0.60714286,1.48697968,38,0.68421053,1.86895538,4,3,0.70873016,0.53333333
12,pin+early_drop_atr3<=1.0+adx_rising,261,0.58620690,1.36532459,84,0.58333333,1.42866675,40,0.67500000,1.84379637,4,3,0.70000000,0.50000000
12,pin+early_drop_atr3<=1.0+price200_bear,196,0.56122449,1.30713849,58,0.68965517,1.68906414,43,0.67441860,1.84220826,4,4,0.68035714,0.57142857
12,pin+early_drop_atr3<=1.0+atr_expand,19,0.63157895,1.47099987,5,0.40000000,0.97965720,3,0.66666667,1.82103345,0,0,,
12,pin+early_drop_atr10<=1.0+atr_expand,18,0.61111111,1.42332858,3,0.33333333,0.81638100,3,0.66666667,1.82103345,0,0,,
12,pin+early_drop_atr10<=1.0+elliott_pullback_bear,12,0.50000000,1.16454156,0,,,3,0.66666667,1.82103345,0,0,,
12,pin+near_recent_high_atr10<=1.0+atr_expand,18,0.61111111,1.42332858,3,0.33333333,0.81638100,3,0.66666667,1.82103345,0,0,,
12,pin+near_recent_high_atr10<=1.0+elliott_pullback_bear,12,0.50000000,1.16454156,0,,,3,0.66666667,1.82103345,0,0,,
12,pin+near_recent_high_atr10<=1.5+atr_expand,20,0.60000000,1.39744988,4,0.50000000,1.22457150,3,0.66666667,1.82103345,0,0,,
12,pin+early_drop_atr10<=1.0+adx_rising,200,0.58500000,1.36251363,73,0.54794521,1.34199616,32,0.65625000,1.79257980,3,2,0.67977208,0.46153846
12,pin+near_recent_high_atr10<=1.0+adx_rising,200,0.58500000,1.36251363,73,0.54794521,1.34199616,32,0.65625000,1.79257980,3,2,0.67977208,0.46153846
12,pin+adx_rising,430,0.62325581,1.45161460,127,0.59055118,1.44634429,69,0.65217391,1.78144577,4,3,0.66546053,0.55000000
12,pin+early_drop_atr3<=0.5+adx_rising,160,0.55625000,1.29555249,49,0.55102041,1.34952778,20,0.65000000,1.77550761,2,1,0.62222222,0.44444444
12,pin+early_drop_atr3<=0.5+di_strong_bear,48,0.50000000,1.16454156,20,0.65000000,1.59194295,20,0.65000000,1.77550761,2,2,0.58333333,0.50000000
12,pin+early_drop_atr10<=1.0,320,0.57812500,1.34650118,126,0.53174603,1.30232207,66,0.63636364,1.73825920,4,3,0.61483135,0.50000000
12,pin+near_recent_high_atr10<=1.0,320,0.57812500,1.34650118,126,0.53174603,1.30232207,66,0.63636364,1.73825920,4,3,0.61483135,0.50000000
12,pin+early_drop_atr3<=1.0,539,0.59369202,1.38275807,180,0.60000000,1.46948580,96,0.63541667,1.73567251,4,4,0.62758191,0.54166667
12,pin+early_drop_atr3<=1.0+di_strong_bear,111,0.54954955,1.27994658,36,0.63888889,1.56473025,32,0.62500000,1.70721886,4,4,0.63956044,0.57142857
12,pin+early_drop_atr3<=1.0+bb_bear,184,0.61956522,1.44301889,58,0.74137931,1.81574395,32,0.62500000,1.70721886,4,4,0.64444444,0.55555556
12,pin+early_drop_atr3<=0.5+bb_bear,88,0.63636364,1.48214381,29,0.72413793,1.77351734,16,0.62500000,1.70721886,1,1,0.50000000,0.50000000
12,pin+near_recent_high_atr10<=1.5+bb_bear,70,0.64285714,1.49726773,35,0.71428571,1.74938786,13,0.61538462,1.68095395,1,0,0.40000000,0.40000000
12,pin+near_recent_high_atr10<=1.5,460,0.58913043,1.37213376,162,0.58024691,1.42110767,85,0.61176471,1.67106599,4,3,0.61035806,0.52941176
12,pin+adx25,417,0.59232614,1.37957682,92,0.61956522,1.51740382,72,0.61111111,1.66928066,4,4,0.63168860,0.53333333
12,pin+range_atr<=1.5,763,0.59501966,1.38585025,240,0.59583333,1.45928104,136,0.60294118,1.64696408,4,3,0.60855217,0.56250000
12,pin+early_drop_atr3<=0.5+elliott_pullback_bear,31,0.70967742,1.65289770,6,0.83333333,2.04095250,5,0.60000000,1.63893011,0,0,,
12,pin+early_drop_atr3<=1.0+range_tight,24,0.62500000,1.45567696,15,0.66666667,1.63276200,5,0.60000000,1.63893011,0,0,,
12,pin,869,0.59493671,1.38565705,262,0.60305344,1.47696410,146,0.59589041,1.62770456,4,3,0.60144716,0.54545455
12,pin+macd_bear,465,0.59354839,1.38242353,113,0.61946903,1.51716823,61,0.59016393,1.61206240,4,4,0.59469697,0.50000000
12,pin+early_drop_atr3<=0.5,312,0.58974359,1.37356184,107,0.57943925,1.41912959,56,0.58928571,1.60966350,4,2,0.56895311,0.45454545
12,pin+early_drop_atr3<=1.5,691,0.59913169,1.39542752,221,0.61990950,1.51824702,119,0.58823529,1.60679422,4,3,0.59857995,0.51851852
12,pin+early_drop_atr10<=1.0+di_strong_bear,20,0.55000000,1.28099572,15,0.40000000,0.97965720,12,0.58333333,1.59340427,1,1,0.80000000,0.80000000
12,pin+near_recent_high_atr10<=1.0+di_strong_bear,20,0.55000000,1.28099572,15,0.40000000,0.97965720,12,0.58333333,1.59340427,1,1,0.80000000,0.80000000
12,pin+price200_bear,352,0.58238636,1.35642625,95,0.69473684,1.70150987,67,0.58208955,1.59000682,4,4,0.59775641,0.50000000
12,pin+bb_bear,414,0.61835749,1.44020599,121,0.66942149,1.63950895,69,0.57971014,1.58350735,4,2,0.58023504,0.50000000
12,pin+early_drop_atr10<=1.0+bb_bear,24,0.62500000,1.45567696,16,0.56250000,1.37764294,7,0.57142857,1.56088581,0,0,,
12,pin+near_recent_high_atr10<=1.0+bb_bear,24,0.62500000,1.45567696,16,0.56250000,1.37764294,7,0.57142857,1.56088581,0,0,,
12,pin+early_drop_atr3<=1.0+macd_bear,216,0.58333333,1.35863182,55,0.70909091,1.73666504,30,0.56666667,1.54787843,4,2,0.57589286,0.37500000
12,pin+near_recent_high_atr10<=1.5+di_strong_bear,40,0.65000000,1.51390403,24,0.58333333,1.42866675,18,0.55555556,1.51752788,2,1,0.72857143,0.60000000
12,pin+di_strong_bear,270,0.60000000,1.39744988,83,0.60240964,1.47538735,66,0.54545455,1.48993646,4,3,0.55681933,0.52631579
12,pin+early_drop_atr3<=0.5+macd_bear,107,0.55140187,1.28426079,29,0.62068966,1.52015772,12,0.50000000,1.36577509,1,1,0.60000000,0.60000000
12,pin+range_tight,42,0.57142857,1.33090464,29,0.65517241,1.60461093,11,0.45454545,1.24161372,1,1,0.66666667,0.66666667
12,pin+near_recent_high_atr10<=1.5+macd_bear,119,0.53781513,1.25261614,31,0.58064516,1.42208303,17,0.41176471,1.12475595,1,0,0.37500000,0.37500000
12,pin+early_drop_atr10<=1.0+macd_bear,53,0.50943396,1.18651405,16,0.50000000,1.22457150,8,0.37500000,1.02433132,0,0,,
12,pin+near_recent_high_atr10<=1.0+macd_bear,53,0.50943396,1.18651405,16,0.50000000,1.22457150,8,0.37500000,1.02433132,0,0,,
12,pin+near_recent_high_atr10<=1.5+range_tight,30,0.60000000,1.39744988,17,0.64705882,1.58473959,6,0.33333333,0.91051673,0,0,,
12,pin+early_drop_atr10<=1.0+range_tight,19,0.73684211,1.71616652,12,0.58333333,1.42866675,3,0.33333333,0.91051673,0,0,,
12,pin+near_recent_high_atr10<=1.0+range_tight,19,0.73684211,1.71616652,12,0.58333333,1.42866675,3,0.33333333,0.91051673,0,0,,
12,pin+early_drop_atr3<=0.5+range_tight,12,0.75000000,1.74681235,11,0.54545455,1.33589618,2,0.00000000,0.00000000,0,0,,
12,pin+breakout_down20,17,0.64705882,1.50705379,2,1.00000000,2.44914300,1,0.00000000,0.00000000,0,0,,
12,pin+retest_down,17,0.64705882,1.50705379,2,1.00000000,2.44914300,1,0.00000000,0.00000000,0,0,,
12,pin+early_drop_atr3<=0.5+breakout_down20,0,,,0,,,0,,,0,0,,
12,pin+early_drop_atr3<=0.5+retest_down,0,,,0,,,0,,,0,0,,
12,pin+early_drop_atr3<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
12,pin+early_drop_atr3<=1.0+retest_down,0,,,0,,,0,,,0,0,,
12,pin+early_drop_atr10<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
12,pin+early_drop_atr10<=1.0+retest_down,0,,,0,,,0,,,0,0,,
12,pin+near_recent_high_atr10<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
12,pin+near_recent_high_atr10<=1.0+retest_down,0,,,0,,,0,,,0,0,,
12,pin+near_recent_high_atr10<=1.5+breakout_down20,0,,,0,,,0,,,0,0,,
12,pin+near_recent_high_atr10<=1.5+retest_down,0,,,0,,,0,,,0,0,,
24,pin+early_drop_atr3<=0.5+atr_expand,13,0.76923077,1.34598022,3,0.66666667,1.24256562,2,1.00000000,2.02006930,0,0,,
24,pin+early_drop_atr10<=1.0+adx25,145,0.71034483,1.24294311,41,0.65853659,1.22741238,31,0.83870968,1.69425167,3,3,0.87445887,0.71428571
24,pin+near_recent_high_atr10<=1.0+adx25,145,0.71034483,1.24294311,41,0.65853659,1.22741238,31,0.83870968,1.69425167,3,3,0.87445887,0.71428571
24,pin+near_recent_high_atr10<=1.5+adx_rising,250,0.71600000,1.25283839,84,0.82142857,1.53101835,38,0.81578947,1.64795127,4,3,0.83611111,0.73333333
24,pin+early_drop_atr10<=1.0+adx_rising,200,0.71000000,1.24233974,73,0.79452055,1.48086587,32,0.81250000,1.64130631,3,2,0.82336182,0.69230769
24,pin+near_recent_high_atr10<=1.0+adx_rising,200,0.71000000,1.24233974,73,0.79452055,1.48086587,32,0.81250000,1.64130631,3,2,0.82336182,0.69230769
24,pin+early_drop_atr10<=1.0+price200_bear,83,0.69879518,1.22273384,28,0.60714286,1.13162226,26,0.80769231,1.63159444,2,2,0.89010989,0.85714286
24,pin+near_recent_high_atr10<=1.0+price200_bear,83,0.69879518,1.22273384,28,0.60714286,1.13162226,26,0.80769231,1.63159444,2,2,0.89010989,0.85714286
24,pin+early_drop_atr3<=1.0+adx_rising,261,0.69731801,1.22014912,84,0.79761905,1.48664101,40,0.80000000,1.61605544,4,3,0.83482143,0.71428571
24,pin+early_drop_atr3<=0.5+adx25,137,0.68613139,1.20057506,36,0.69444444,1.29433918,30,0.80000000,1.61605544,4,3,0.78787879,0.50000000
24,pin+early_drop_atr3<=0.5+adx_rising,160,0.67500000,1.18109764,49,0.77551020,1.44543347,20,0.80000000,1.61605544,2,2,0.78888889,0.77777778
24,pin+near_recent_high_atr10<=1.5+elliott_pullback_bear,59,0.64406780,1.12697327,10,0.80000000,1.49107874,10,0.80000000,1.61605544,0,0,,
24,pin+early_drop_atr3<=1.0+range_tight,24,0.83333333,1.45814524,15,0.66666667,1.24256562,5,0.80000000,1.61605544,0,0,,
24,pin+early_drop_atr3<=0.5+price200_bear,108,0.62962963,1.10170973,30,0.73333333,1.36682218,29,0.79310345,1.60212393,3,2,0.69166667,0.40000000
24,pin+elliott_pullback_bear,177,0.62146893,1.08743035,41,0.78048780,1.45471097,24,0.79166667,1.59922153,3,3,0.79960317,0.66666667
24,pin+near_recent_high_atr10<=1.5+price200_bear,130,0.70769231,1.23830180,46,0.73913043,1.37762710,33,0.78787879,1.59156975,3,2,0.76488095,0.50000000
24,pin+near_recent_high_atr10<=1.5+adx25,200,0.72500000,1.26858636,48,0.66666667,1.24256562,37,0.78378378,1.58329756,3,3,0.87698413,0.71428571
24,pin+early_drop_atr3<=1.0+adx25,247,0.70040486,1.22555041,60,0.73333333,1.36682218,46,0.78260870,1.58092380,4,3,0.75507305,0.57142857
24,pin+early_drop_atr10<=1.0,320,0.70937500,1.24124613,126,0.72222222,1.34611275,66,0.75757576,1.53035553,4,4,0.73283730,0.60000000
24,pin+near_recent_high_atr10<=1.0,320,0.70937500,1.24124613,126,0.72222222,1.34611275,66,0.75757576,1.53035553,4,4,0.73283730,0.60000000
24,pin+adx_rising,430,0.71627907,1.25332670,127,0.75590551,1.40889330,69,0.75362319,1.52237107,4,4,0.76507675,0.68750000
24,pin+atr_expand,61,0.78688525,1.37687157,11,0.72727273,1.35552613,8,0.75000000,1.51505198,0,0,,
24,pin+early_drop_atr3<=1.0+price200_bear,196,0.66326531,1.16056458,58,0.75862069,1.41395398,43,0.74418605,1.50330739,4,3,0.71785714,0.57142857
24,pin+range_tight,42,0.71428571,1.24983877,29,0.68965517,1.28541271,11,0.72727273,1.46914131,1,1,0.83333333,0.83333333
24,pin+early_drop_atr3<=1.0,539,0.70686456,1.23685344,180,0.73888889,1.37717689,96,0.71875000,1.45192481,4,4,0.70851140,0.58333333
24,pin+near_recent_high_atr10<=1.5,460,0.70869565,1.24005743,162,0.73456790,1.36912323,85,0.71764706,1.44969679,4,3,0.71237852,0.58823529
24,pin+early_drop_atr3<=1.5,691,0.70043415,1.22560167,221,0.74208145,1.38312734,119,0.69747899,1.40895590,4,4,0.70692219,0.59259259
24,pin+early_drop_atr3<=0.5,312,0.68910256,1.20577395,107,0.71028037,1.32385496,56,0.69642857,1.40683398,4,2,0.67116707,0.45454545
24,pin+adx25,417,0.69304556,1.21267330,92,0.69565217,1.29659021,72,0.69444444,1.40282591,4,3,0.71063596,0.53333333
24,pin+early_drop_atr3<=1.0+elliott_pullback_bear,84,0.66666667,1.16651619,22,0.81818182,1.52496689,13,0.69230769,1.39850952,1,0,0.60000000,0.60000000
24,pin,869,0.70080552,1.22625148,262,0.71755725,1.33741795,146,0.68493151,1.38360911,4,4,0.69041375,0.60606061
24,pin+range_atr<=1.5,763,0.69855832,1.22231939,240,0.71666667,1.33575804,136,0.68382353,1.38137092,4,4,0.69007353,0.60000000
24,pin+price200_bear,352,0.68181818,1.19302792,95,0.77894737,1.45183983,67,0.67164179,1.35676297,4,3,0.67788462,0.50000000
24,pin+near_recent_high_atr10<=1.5+range_tight,30,0.76666667,1.34149362,17,0.64705882,1.20601957,6,0.66666667,1.34671287,0,0,,
24,pin+early_drop_atr3<=1.0+atr_expand,19,0.73684211,1.28930737,5,0.40000000,0.74553937,3,0.66666667,1.34671287,0,0,,
24,pin+early_drop_atr10<=1.0+atr_expand,18,0.72222222,1.26372587,3,0.33333333,0.62128281,3,0.66666667,1.34671287,0,0,,
24,pin+early_drop_atr10<=1.0+elliott_pullback_bear,12,0.58333333,1.02070167,0,,,3,0.66666667,1.34671287,0,0,,
24,pin+early_drop_atr10<=1.0+range_tight,19,0.94736842,1.65768090,12,0.58333333,1.08724491,3,0.66666667,1.34671287,0,0,,
24,pin+near_recent_high_atr10<=1.0+atr_expand,18,0.72222222,1.26372587,3,0.33333333,0.62128281,3,0.66666667,1.34671287,0,0,,
24,pin+near_recent_high_atr10<=1.0+elliott_pullback_bear,12,0.58333333,1.02070167,0,,,3,0.66666667,1.34671287,0,0,,
24,pin+near_recent_high_atr10<=1.0+range_tight,19,0.94736842,1.65768090,12,0.58333333,1.08724491,3,0.66666667,1.34671287,0,0,,
24,pin+near_recent_high_atr10<=1.5+atr_expand,20,0.70000000,1.22484200,4,0.50000000,0.93192421,3,0.66666667,1.34671287,0,0,,
24,pin+macd_bear,465,0.70537634,1.23424939,113,0.67256637,1.25356177,61,0.65573770,1.32463561,4,2,0.66389340,0.54545455
24,pin+early_drop_atr3<=0.5+di_strong_bear,48,0.60416667,1.05715530,20,0.65000000,1.21150148,20,0.65000000,1.31304505,2,1,0.58333333,0.50000000
24,pin+bb_bear,414,0.70531401,1.23414032,121,0.71900826,1.34012242,69,0.63768116,1.28816014,4,3,0.64821047,0.56250000
24,pin+early_drop_atr3<=1.0+di_strong_bear,111,0.63063063,1.10346126,36,0.69444444,1.29433918,32,0.62500000,1.26254332,4,1,0.63956044,0.57142857
24,pin+early_drop_atr3<=1.0+bb_bear,184,0.70108696,1.22674393,58,0.75862069,1.41395398,32,0.62500000,1.26254332,4,2,0.64444444,0.55555556
24,pin+early_drop_atr3<=0.5+bb_bear,88,0.71590909,1.25267932,29,0.72413793,1.34968334,16,0.62500000,1.26254332,1,0,0.50000000,0.50000000
24,pin+di_strong_bear,270,0.68518519,1.19891942,83,0.67469880,1.25753629,66,0.62121212,1.25489154,4,2,0.64433620,0.56250000
24,pin+near_recent_high_atr10<=1.5+bb_bear,70,0.74285714,1.29983233,35,0.74285714,1.38457312,13,0.61538462,1.24311957,1,0,0.40000000,0.40000000
24,pin+near_recent_high_atr10<=1.5+di_strong_bear,40,0.75000000,1.31233071,24,0.66666667,1.24256562,18,0.61111111,1.23448680,2,2,0.82857143,0.80000000
24,pin+early_drop_atr3<=1.0+macd_bear,216,0.70370370,1.23132264,55,0.74545455,1.38941428,30,0.60000000,1.21204158,4,2,0.60089286,0.37500000
24,pin+early_drop_atr3<=0.5+elliott_pullback_bear,31,0.70967742,1.24177530,6,0.83333333,1.55320702,5,0.60000000,1.21204158,0,0,,
24,pin+early_drop_atr10<=1.0+di_strong_bear,20,0.65000000,1.13735328,15,0.53333333,0.99405249,12,0.58333333,1.17837376,1,1,0.80000000,0.80000000
24,pin+near_recent_high_atr10<=1.0+di_strong_bear,20,0.65000000,1.13735328,15,0.53333333,0.99405249,12,0.58333333,1.17837376,1,1,0.80000000,0.80000000
24,pin+early_drop_atr10<=1.0+bb_bear,24,0.66666667,1.16651619,16,0.62500000,1.16490527,7,0.57142857,1.15432532,0,0,,
24,pin+near_recent_high_atr10<=1.0+bb_bear,24,0.66666667,1.16651619,16,0.62500000,1.16490527,7,0.57142857,1.15432532,0,0,,
24,pin+near_recent_high_atr10<=1.5+macd_bear,119,0.69747899,1.22043080,31,0.64516129,1.20248285,17,0.52941176,1.06944846,1,0,0.50000000,0.50000000
24,pin+early_drop_atr3<=0.5+macd_bear,107,0.65420561,1.14471215,29,0.65517241,1.22114207,12,0.50000000,1.01003465,1,1,0.60000000,0.60000000
24,pin+early_drop_atr10<=1.0+macd_bear,53,0.69811321,1.22154054,16,0.62500000,1.16490527,8,0.50000000,1.01003465,0,0,,
24,pin+near_recent_high_atr10<=1.0+macd_bear,53,0.69811321,1.22154054,16,0.62500000,1.16490527,8,0.50000000,1.01003465,0,0,,
24,pin+early_drop_atr3<=0.5+range_tight,12,0.83333333,1.45814524,11,0.54545455,1.01664460,2,0.50000000,1.01003465,0,0,,
24,pin+breakout_down20,17,0.76470588,1.33806269,2,1.00000000,1.86384842,1,0.00000000,0.00000000,0,0,,
24,pin+retest_down,17,0.76470588,1.33806269,2,1.00000000,1.86384842,1,0.00000000,0.00000000,0,0,,
24,pin+early_drop_atr3<=0.5+breakout_down20,0,,,0,,,0,,,0,0,,
24,pin+early_drop_atr3<=0.5+retest_down,0,,,0,,,0,,,0,0,,
24,pin+early_drop_atr3<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
24,pin+early_drop_atr3<=1.0+retest_down,0,,,0,,,0,,,0,0,,
24,pin+early_drop_atr10<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
24,pin+early_drop_atr10<=1.0+retest_down,0,,,0,,,0,,,0,0,,
24,pin+near_recent_high_atr10<=1.0+breakout_down20,0,,,0,,,0,,,0,0,,
24,pin+near_recent_high_atr10<=1.0+retest_down,0,,,0,,,0,,,0,0,,
24,pin+near_recent_high_atr10<=1.5+breakout_down20,0,,,0,,,0,,,0,0,,
24,pin+near_recent_high_atr10<=1.5+retest_down,0,,,0,,,0,,,0,0,,
