timeframe,from_target,to_target,conditions,discovery_n,oos_n,oos_continuation_rate,oos_pairs_n_ge5,oos_pair_rate_mean,oos_pair_rate_min
h4,150,200,macd_accel_up+atr_expand+strong_close_bull,767,70,0.62857143,4,0.50299426,0.00000000
h4,150,200,adx25+atr_expand+close_near_high+cross_group_return_up,307,24,0.41666667,2,0.33333333,0.00000000
h4,150,200,adx25+atr_expand+breakout20_up+mtf_volatility,200,38,0.28947368,3,0.43333333,0.00000000
h4,150,200,adx25+atr_expand+horizontal_break_up+mtf_volatility,145,38,0.28947368,3,0.43333333,0.00000000
h4,150,200,atr_expand+strong_close_bull+mtf_adx25,337,12,1.00000000,1,1.00000000,1.00000000
h4,150,200,macd_accel_up+atr_expand+strong_close_bull+mtf_adx25,337,12,1.00000000,1,1.00000000,1.00000000
h4,200,300,atr_expand+breakout20_up+strong_close_bull+mtf_volatility,110,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+horizontal_break_up+strong_close_bull+mtf_volatility,73,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+structure_bull_transition+strong_close_bull+mtf_volatility,116,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+horizontal_break_up+close_near_high+mtf_volatility,78,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,adx25+atr_expand+strong_close_bull+mtf_volatility,100,5,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+strong_close_bull+mtf_volatility+cross_group_return_up,93,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+strong_close_bull+mtf_volatility,133,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,macd_accel_up+atr_expand+strong_close_bull+mtf_volatility,133,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+breakout20_up+close_near_high+mtf_volatility,126,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+structure_bull_transition+close_near_high+mtf_volatility,133,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,adx25+atr_expand+close_near_high+mtf_volatility,114,5,0.00000000,1,0.00000000,0.00000000
h4,200,300,di_strong_bull+atr_expand+strong_close_bull+mtf_volatility,122,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+strong_close_bull+mtf_macd_bull,167,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+close_near_high+mtf_volatility,151,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,macd_accel_up+atr_expand+close_near_high+mtf_volatility,151,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+strong_close_bull+mtf_macd_bull,132,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+structure_bull_transition+strong_close_bull,154,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+close_near_high+mtf_volatility+cross_group_return_up,110,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+structure_bull_transition+mtf_volatility,115,12,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+strong_close_bull+mtf_volatility+cross_group_bull,76,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,di_strong_bull+atr_expand+close_near_high+mtf_volatility,138,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+structure_bull_transition+strong_close_bull,214,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+breakout20_up+mtf_volatility,114,12,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+horizontal_break_up+mtf_volatility,114,12,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+strong_close_bull+cross_group_return_up,131,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+breakout20_up+mtf_volatility,116,14,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+horizontal_break_up+mtf_volatility,116,14,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+close_near_high+mtf_macd_bull,202,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,167,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,167,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+adx25+atr_expand+strong_close_bull,119,8,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+strong_close_bull+mtf_macd_bull+cross_group_return_up,164,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+strong_close_bull+cross_group_return_up,159,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+close_near_high+mtf_macd_bull,166,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+impulse_bull+mtf_volatility,98,12,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+impulse_bull+mtf_volatility,98,12,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+adx25+atr_expand+close_near_high,144,8,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+horizontal_break_up+strong_close_bull+mtf_macd_bull,190,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+breakout20_up+strong_close_bull,243,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+structure_bull_transition+close_near_high,190,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+horizontal_break_up+strong_close_bull,238,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+structure_bull_transition+mtf_volatility,125,14,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+mtf_volatility+cross_group_bull,61,12,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+horizontal_break_up+close_near_high+mtf_macd_bull,237,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+structure_bull_transition+impulse_bull+mtf_volatility,173,39,0.00000000,5,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+strong_close_bull,175,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,175,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+di_strong_bull+atr_expand+strong_close_bull,175,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+breakout20_up+strong_close_bull+mtf_macd_bull,224,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+close_near_high+mtf_macd_bull+cross_group_return_up,214,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+structure_bull_transition+strong_close_bull+mtf_adx25,147,11,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+breakout20_up+impulse_bull+mtf_volatility,155,39,0.00000000,5,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+strong_close_bull,251,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+macd_accel_up+atr_expand+strong_close_bull,251,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,trend_bull+di_strong_bull+atr_expand+strong_close_bull,251,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+breakout20_up+close_near_high,200,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+horizontal_break_up+close_near_high,200,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+breakout20_up+close_near_high+mtf_macd_bull,273,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,trend_bull+atr_expand+structure_bull_transition+close_near_high,262,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,adx25+atr_expand+close_near_high+mtf_macd_bull,178,8,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+structure_bull_transition+strong_close_bull+mtf_macd_bull,204,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,atr_expand+horizontal_break_up+impulse_bull+mtf_volatility,104,37,0.00000000,5,0.00000000,0.00000000
h4,200,300,atr_expand+close_near_high+mtf_volatility+cross_group_bull,93,13,0.00000000,2,0.00000000,0.00000000
h4,200,300,sma_stack_bull+atr_expand+close_near_high+cross_group_return_up,166,13,0.00000000,1,0.00000000,0.00000000
h4,200,300,di_strong_bull+atr_expand+strong_close_bull+mtf_macd_bull,232,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,trend_bull+volatility+strong_close_bull+mtf_macd_bull,223,17,0.11764706,2,0.14285714,0.00000000
h4,200,300,atr_expand+horizontal_break_up+mtf_volatility+cross_group_return_up,107,43,0.00000000,5,0.00000000,0.00000000
h4,200,300,atr_expand+impulse_bull+mtf_volatility,199,39,0.00000000,5,0.00000000,0.00000000
h4,200,300,adx25+atr_expand+strong_close_bull+mtf_macd_bull,154,8,0.00000000,1,0.00000000,0.00000000
h4,200,300,atr_expand+strong_close_bull+mtf_macd_bull,233,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,macd_accel_up+atr_expand+strong_close_bull+mtf_macd_bull,233,17,0.00000000,2,0.00000000,0.00000000
h4,200,300,adx25+atr_expand+structure_bull_transition+mtf_volatility,171,28,0.00000000,3,0.00000000,0.00000000
d1,50,100,atr_expand+structure_bull_transition+retest_up+cross_group_bull,39,13,0.84615385,1,0.83333333,0.83333333
d1,50,100,atr_expand+structure_bull_transition+strong_close_bull+cross_group_bull,42,11,0.90909091,1,0.80000000,0.80000000
d1,50,100,adx_up3+volatility+horizontal_break_up+cross_group_bull,104,18,0.94444444,2,0.90000000,0.80000000
d1,50,100,price200_bull+atr_expand+structure_bull_transition+retest_up,108,16,0.87500000,1,1.00000000,1.00000000
d1,50,100,ema200_rising+atr_expand+structure_bull_transition+retest_up,108,16,0.87500000,1,1.00000000,1.00000000
d1,50,100,adx_up3+volatility+horizontal_break_up+cross_group_return_up,116,24,0.79166667,3,0.75277778,0.62500000
d1,50,100,price200_bull+atr_expand+breakout20_up+close_near_high,103,11,0.90909091,1,1.00000000,1.00000000
d1,50,100,ema200_rising+atr_expand+breakout20_up+close_near_high,103,11,0.90909091,1,1.00000000,1.00000000
d1,50,100,price200_bull+atr_expand+structure_bull_transition+close_near_high,149,18,0.66666667,1,1.00000000,1.00000000
d1,50,100,ema200_rising+atr_expand+structure_bull_transition+close_near_high,149,18,0.66666667,1,1.00000000,1.00000000
d1,50,100,atr_expand+structure_bull_transition+retest_up,121,19,0.84210526,2,0.91666667,0.83333333
d1,50,100,macd_accel_up+atr_expand+structure_bull_transition+retest_up,121,19,0.84210526,2,0.91666667,0.83333333
d1,50,100,atr_expand+structure_bull_transition+retest_up+mtf_di_strong_bull,121,19,0.84210526,2,0.91666667,0.83333333
d1,50,100,atr_expand+structure_bull_transition+retest_up+mtf_adx25,119,18,0.83333333,2,0.91666667,0.83333333
d1,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,472,53,0.81132075,5,0.78848485,0.20000000
d1,50,100,volatility+strong_close_bull+mtf_adx_rising+cross_group_bull,425,47,0.80851064,5,0.80666667,0.20000000
d1,50,100,atr_expand+structure_bull_transition+retest_up+mtf_adx_rising,116,18,0.88888889,2,0.91666667,0.83333333
d1,50,100,price200_bull+adx_up3+volatility+horizontal_break_up,187,35,0.80000000,3,0.78888889,0.73333333
d1,50,100,ema200_rising+adx_up3+volatility+horizontal_break_up,187,35,0.80000000,3,0.78888889,0.73333333
d1,100,150,trend_bull+atr_expand+breakout20_up+strong_close_bull,48,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+horizontal_break_up+strong_close_bull,48,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,38,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,38,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,40,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+strong_close_bull+mtf_macd_bull,52,8,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+strong_close_bull+mtf_adx_rising,63,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+structure_bull_transition+strong_close_bull,42,8,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+strong_close_bull,54,8,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,53,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,price200_bull+atr_expand+breakout20_up+strong_close_bull,84,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,trend_bull+atr_expand+breakout20_up+close_near_high,72,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,atr_expand+horizontal_break_up+strong_close_bull,68,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,macd_accel_up+atr_expand+horizontal_break_up+strong_close_bull,68,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,di_strong_bull+atr_expand+horizontal_break_up+strong_close_bull,68,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,atr_expand+horizontal_break_up+strong_close_bull+mtf_macd_bull,68,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,atr_expand+horizontal_break_up+strong_close_bull+mtf_di_strong_bull,68,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,trend_bull+atr_expand+horizontal_break_up+close_near_high,67,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,price200_bull+atr_expand+horizontal_break_up+strong_close_bull,67,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,atr_expand+horizontal_break_up+strong_close_bull+mtf_adx_rising,67,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,adx_up3+volatility+horizontal_break_up+cross_group_bull,111,20,0.95000000,1,0.83333333,0.83333333
d1,100,150,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,44,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+strong_close_bull+mtf_macd_bull,76,10,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+di_strong_bull+atr_expand+strong_close_bull,42,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,atr_expand+horizontal_break_up+close_near_high+cross_group_return_up,52,13,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+breakout20_up+cross_group_return_up,41,16,1.00000000,2,1.00000000,1.00000000
d1,100,150,price200_bull+atr_expand+breakout20_up+close_near_high,117,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,trend_bull+atr_expand+strong_close_bull,78,10,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+structure_bull_transition+strong_close_bull,68,10,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+macd_accel_up+atr_expand+strong_close_bull,77,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+breakout20_up+close_near_high,57,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+horizontal_break_up+close_near_high,57,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,atr_expand+horizontal_break_up+close_near_high+cross_group_bull,46,13,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+close_near_high+mtf_adx_rising,90,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+horizontal_break_up+cross_group_return_up,36,16,1.00000000,2,1.00000000,1.00000000
d1,100,150,atr_expand+horizontal_break_up+close_near_high,96,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,macd_accel_up+atr_expand+horizontal_break_up+close_near_high,96,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,di_strong_bull+atr_expand+horizontal_break_up+close_near_high,96,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_macd_bull,96,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_di_strong_bull,96,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,price200_bull+atr_expand+horizontal_break_up+close_near_high,95,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_adx_rising,95,22,0.81818182,1,0.73333333,0.73333333
d1,100,150,trend_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,69,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,atr_expand+horizontal_break_up+strong_close_bull+cross_group_return_up,43,13,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+close_near_high+mtf_adx_rising,60,7,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+atr_expand+close_near_high+mtf_macd_bull,77,8,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+di_strong_bull+atr_expand+strong_close_bull,67,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,sma_stack_bull+adx_up3+close_near_high+cross_group_bull,129,30,0.90000000,4,0.85000000,0.40000000
d1,100,150,sma_stack_bull+atr_expand+close_near_high,80,8,1.00000000,1,1.00000000,1.00000000
d1,100,150,atr_expand+breakout20_up+strong_close_bull+cross_group_bull,31,20,0.85000000,2,0.83333333,0.66666667
d1,100,150,trend_bull+atr_expand+close_near_high+mtf_macd_bull,108,10,1.00000000,1,1.00000000,1.00000000
d1,100,150,volatility+structure_bull_transition+strong_close_bull+cross_group_bull,475,66,0.96969697,7,0.96530612,0.85714286
d1,100,150,macd_accel_up+volatility+strong_close_bull+cross_group_bull,542,70,0.95714286,7,0.95102041,0.85714286
d1,100,150,volatility+strong_close_bull+mtf_macd_bull+cross_group_bull,540,69,0.95652174,7,0.95102041,0.85714286
d1,100,150,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,512,54,0.96296296,5,0.96000000,0.90000000
d1,100,150,volatility+strong_close_bull+mtf_adx_rising+cross_group_bull,474,49,0.97959184,5,0.98000000,0.90000000
d1,100,150,trend_bull+atr_expand+strong_close_bull+cross_group_bull,30,9,1.00000000,1,1.00000000,1.00000000
d1,100,150,trend_bull+atr_expand+close_near_high,112,10,1.00000000,1,1.00000000,1.00000000
d1,150,200,sma_stack_bull+adx25+atr_expand+strong_close_bull,41,5,1.00000000,1,1.00000000,1.00000000
d1,150,200,trend_bull+adx25+atr_expand+strong_close_bull,48,11,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+breakout20_up+strong_close_bull+cross_group_return_up,273,87,0.79310345,7,0.81578401,0.46153846
d1,150,200,sma_stack_bull+horizontal_break_up+strong_close_bull+cross_group_bull,225,61,0.83606557,6,0.83134921,0.41666667
d1,150,200,sma_stack_bull+horizontal_break_up+strong_close_bull+cross_group_return_up,239,75,0.80000000,6,0.81781944,0.46153846
d1,150,200,sma_stack_bull+strong_close_bull+mtf_adx_rising+cross_group_bull,311,85,0.89411765,6,0.87337662,0.45454545
d1,150,200,atr_expand+breakout20_up+strong_close_bull+cross_group_bull,40,31,0.87096774,3,0.86666667,0.60000000
d1,150,200,sma_stack_bull+strong_close_bull+mtf_di_strong_bull+cross_group_bull,331,90,0.87777778,6,0.86944444,0.41666667
d1,150,200,sma_stack_bull+breakout20_up+strong_close_bull+cross_group_bull,266,71,0.81690141,7,0.81972789,0.41666667
d1,150,200,sma_stack_bull+bb_expand+strong_close_bull+cross_group_bull,201,55,0.83636364,7,0.83636364,0.40000000
d1,150,200,sma_stack_bull+strong_close_bull+mtf_macd_bull+cross_group_bull,360,95,0.86315789,7,0.82687075,0.41666667
d1,150,200,adx25+atr_expand+close_near_high+cross_group_bull,37,13,0.92307692,1,1.00000000,1.00000000
d1,150,200,price200_bull+atr_expand+strong_close_bull+cross_group_bull,49,27,1.00000000,3,1.00000000,1.00000000
d1,150,200,sma_stack_bull+macd_accel_up+strong_close_bull+cross_group_bull,355,97,0.86597938,7,0.82687075,0.41666667
d1,150,200,volatility+horizontal_break_up+strong_close_bull+cross_group_bull,157,30,0.93333333,4,0.90000000,0.60000000
d1,150,200,sma_stack_bull+strong_close_bull+cross_group_bull,362,97,0.86597938,7,0.82687075,0.41666667
d1,150,200,sma_stack_bull+bb_expand+strong_close_bull+cross_group_return_up,202,63,0.80952381,7,0.83163265,0.25000000
d1,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_bull,319,90,0.88888889,7,0.85544218,0.41666667
d1,150,200,atr_expand+horizontal_break_up+strong_close_bull+cross_group_bull,35,27,1.00000000,3,1.00000000,1.00000000
d1,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,229,64,0.84375000,7,0.82445887,0.40000000
d1,150,200,sma_stack_bull+strong_close_bull+mtf_adx_rising+cross_group_return_up,329,102,0.86274510,7,0.84702381,0.50000000
d1,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_bull,153,22,0.90909091,3,0.86666667,0.60000000
d1,150,200,sma_stack_bull+di_strong_bull+atr_expand+strong_close_bull,53,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,53,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,53,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,53,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+atr_expand+strong_close_bull,63,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,63,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_macd_bull,63,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_bull,178,37,0.91891892,4,0.89285714,0.57142857
d1,150,200,sma_stack_bull+di_strong_bull+strong_close_bull+cross_group_return_up,334,106,0.85849057,7,0.85631689,0.46153846
d1,150,200,sma_stack_bull+strong_close_bull+mtf_di_strong_bull+cross_group_return_up,352,107,0.85046729,7,0.83970357,0.46153846
d1,150,200,sma_stack_bull+strong_close_bull+mtf_macd_bull+cross_group_return_up,380,115,0.84347826,7,0.84249700,0.53333333
d1,150,200,trend_bull+atr_expand+close_near_high+cross_group_return_up,41,20,1.00000000,3,1.00000000,1.00000000
d1,150,200,sma_stack_bull+macd_accel_up+strong_close_bull+cross_group_return_up,377,117,0.84615385,7,0.84280621,0.53333333
d1,150,200,sma_stack_bull+strong_close_bull+cross_group_return_up,383,117,0.84615385,7,0.84280621,0.53333333
d1,150,200,volatility+horizontal_break_up+close_near_high+cross_group_bull,180,38,0.94736842,5,0.92000000,0.60000000
d1,150,200,price200_bull+adx25+atr_expand+strong_close_bull,60,11,1.00000000,2,1.00000000,1.00000000
d1,150,200,adx25+atr_expand+horizontal_break_up+strong_close_bull,40,11,1.00000000,2,1.00000000,1.00000000
d1,150,200,sma_stack_bull+bb_expand+close_near_high+cross_group_return_up,234,72,0.81944444,7,0.81972789,0.25000000
d1,150,200,sma_stack_bull+adx25+strong_close_bull+cross_group_return_up,192,51,0.84313725,4,0.86134454,0.58823529
d1,150,200,sma_stack_bull+bb_expand+horizontal_break_up+cross_group_bull,255,73,0.79452055,7,0.81553030,0.45454545
d1,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_bull,347,63,0.85714286,8,0.85681818,0.40000000
d1,150,200,price200_bull+bb_expand+close_near_high+cross_group_bull,438,76,0.84210526,8,0.82717075,0.40000000
d1,150,200,adx25+bb_expand+horizontal_break_up+cross_group_bull,205,34,0.67647059,4,0.69642857,0.28571429
d1,150,200,price200_bull+atr_expand+strong_close_bull+cross_target_relative_up,93,12,1.00000000,1,1.00000000,1.00000000
d1,150,200,bb_expand+horizontal_break_up+close_near_high+cross_group_bull,350,69,0.85507246,8,0.84431818,0.40000000
d1,150,200,adx25+atr_expand+breakout20_up+strong_close_bull,46,15,1.00000000,2,1.00000000,1.00000000
d1,150,200,adx25+atr_expand+strong_close_bull+mtf_adx_rising,55,15,1.00000000,2,1.00000000,1.00000000
d1,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_return_up,284,61,0.80327869,7,0.82142857,0.25000000
d1,150,200,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,320,110,0.77272727,7,0.79282482,0.46153846
d1,150,200,di_strong_bull+volatility+strong_close_bull+cross_group_bull,300,56,0.89285714,6,0.88571429,0.60000000
d1,150,200,adx25+bb_expand+strong_close_bull+cross_group_bull,181,23,0.86956522,3,0.80000000,0.40000000
d1,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_bull,289,60,0.85000000,7,0.83636364,0.40000000
d1,150,200,price200_bull+volatility+strong_close_bull+cross_group_bull,343,59,0.89830508,7,0.90204082,0.60000000
d1,150,200,price200_bull+bb_expand+strong_close_bull+cross_group_return_up,370,73,0.82191781,8,0.83878968,0.25000000
d1,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,54,14,1.00000000,2,1.00000000,1.00000000
d1,150,200,trend_bull+atr_expand+strong_close_bull+cross_group_return_up,36,20,1.00000000,3,1.00000000,1.00000000
d1,150,200,trend_bull+bb_expand+strong_close_bull+cross_group_bull,268,54,0.83333333,7,0.83636364,0.40000000
d1,150,200,trend_bull+bb_expand+close_near_high+cross_group_bull,330,63,0.84126984,7,0.82445887,0.40000000
d1,150,200,sma_stack_bull+volatility+strong_close_bull+cross_group_return_up,160,36,0.83333333,4,0.90000000,0.60000000
d1,150,200,trend_bull+atr_expand+strong_close_bull+mtf_adx_rising,80,20,1.00000000,3,1.00000000,1.00000000
d1,150,200,bb_expand+horizontal_break_up+strong_close_bull+cross_group_return_up,302,67,0.80597015,7,0.80555556,0.25000000
d1,150,200,adx25+atr_expand+strong_close_bull+mtf_di_strong_bull,62,15,1.00000000,2,1.00000000,1.00000000
d1,150,200,trend_bull+atr_expand+strong_close_bull,88,20,1.00000000,3,1.00000000,1.00000000
d1,150,200,trend_bull+macd_accel_up+atr_expand+strong_close_bull,88,20,1.00000000,3,1.00000000,1.00000000
d1,150,200,trend_bull+atr_expand+strong_close_bull+mtf_macd_bull,88,20,1.00000000,3,1.00000000,1.00000000
d1,150,200,price200_bull+atr_expand+strong_close_bull+mtf_adx_rising,123,37,0.75675676,4,0.87500000,0.50000000
d1,150,200,trend_bull+di_strong_bull+atr_expand+strong_close_bull,79,20,1.00000000,3,1.00000000,1.00000000
d1,150,200,atr_expand+breakout20_up+strong_close_bull,113,45,0.71111111,4,0.77500000,0.50000000
d1,150,200,macd_accel_up+atr_expand+breakout20_up+strong_close_bull,113,45,0.71111111,4,0.77500000,0.50000000
d1,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_macd_bull,113,45,0.71111111,4,0.77500000,0.50000000
d1,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_adx_rising,113,45,0.71111111,4,0.77500000,0.50000000
d1,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_di_strong_bull,113,45,0.71111111,4,0.77500000,0.50000000
d1,150,200,price200_bull+atr_expand+breakout20_up+strong_close_bull,104,37,0.75675676,4,0.87500000,0.50000000
d1,150,200,atr_expand+breakout20_up+strong_close_bull+cross_group_return_up,52,32,0.87500000,4,0.90000000,0.60000000
d1,150,200,adx25+atr_expand+strong_close_bull,69,15,1.00000000,2,1.00000000,1.00000000
