pair,timeframe,direction,threshold_pips,event_timestamp,hit_timestamp,bars_to_hit,entry_close,max_excursion_pips
audjpy,d1,bear,100,2023-12-26T00:00:00+00:00,2023-12-28T00:00:00+00:00,2,97.232,139.6
audjpy,d1,bear,100,2024-01-07T00:00:00+00:00,2024-01-09T00:00:00+00:00,2,97.188,104.5
audjpy,d1,bear,100,2024-01-10T00:00:00+00:00,2024-01-16T00:00:00+00:00,5,97.664,216.4
audjpy,d1,bear,100,2024-01-17T00:00:00+00:00,2024-02-01T00:00:00+00:00,13,97.054,155.4
audjpy,d1,bear,100,2024-02-16T00:00:00+00:00,2024-03-11T00:00:00+00:00,20,98.083,118.8
audjpy,d1,bear,100,2024-03-20T00:00:00+00:00,2024-03-28T00:00:00+00:00,7,99.471,130.1
audjpy,d1,bear,100,2024-03-31T00:00:00+00:00,2024-04-19T00:00:00+00:00,17,98.919,114.5
audjpy,d1,bear,100,2024-04-25T00:00:00+00:00,2024-05-01T00:00:00+00:00,5,101.496,159.4
audjpy,d1,bear,100,2024-05-14T00:00:00+00:00,2024-06-04T00:00:00+00:00,18,103.677,106.5
audjpy,d1,bear,100,2024-06-24T00:00:00+00:00,2024-07-17T00:00:00+00:00,20,106.26,173.7
audjpy,d1,bear,100,2024-07-18T00:00:00+00:00,2024-07-22T00:00:00+00:00,3,105.365,1524.1
audjpy,d1,bear,100,2024-07-23T00:00:00+00:00,2024-07-24T00:00:00+00:00,1,102.988,1286.4
audjpy,d1,bear,100,2024-07-25T00:00:00+00:00,2024-07-31T00:00:00+00:00,5,100.516,1039.2
audjpy,d1,bear,100,2024-08-01T00:00:00+00:00,2024-08-02T00:00:00+00:00,1,96.871,674.7
audjpy,d1,bear,100,2024-08-04T00:00:00+00:00,2024-08-05T00:00:00+00:00,1,94.595,447.1
audjpy,d1,bear,100,2024-08-08T00:00:00+00:00,2024-08-09T00:00:00+00:00,1,97.341,118.1
audjpy,d1,bear,100,2024-08-13T00:00:00+00:00,2024-09-04T00:00:00+00:00,19,97.533,142.8
audjpy,d1,bear,100,2024-09-05T00:00:00+00:00,2024-09-06T00:00:00+00:00,1,96.651,306.3
audjpy,d1,bear,100,2024-09-08T00:00:00+00:00,2024-09-11T00:00:00+00:00,3,95.033,144.5
audjpy,d1,bear,100,2024-09-12T00:00:00+00:00,2024-09-13T00:00:00+00:00,1,95.181,131.7
audjpy,d1,bear,100,2024-09-26T00:00:00+00:00,2024-09-27T00:00:00+00:00,1,99.997,200.1
audjpy,d1,bear,100,2024-09-30T00:00:00+00:00,2024-10-01T00:00:00+00:00,1,99.38,103.5
audjpy,d1,bear,100,2024-10-02T00:00:00+00:00,2024-10-07T00:00:00+00:00,4,100.89,180.7
audjpy,d1,bear,100,2024-10-11T00:00:00+00:00,2024-10-15T00:00:00+00:00,3,100.593,115.9
audjpy,d1,bear,100,2024-10-17T00:00:00+00:00,2024-10-31T00:00:00+00:00,12,100.563,103.0
audjpy,d1,bear,100,2024-11-03T00:00:00+00:00,2024-11-26T00:00:00+00:00,20,100.365,150.2
audjpy,d1,bear,100,2024-11-27T00:00:00+00:00,2024-12-01T00:00:00+00:00,3,98.32,280.3
audjpy,d1,bear,100,2024-12-02T00:00:00+00:00,2024-12-06T00:00:00+00:00,4,96.803,128.6
audjpy,d1,bear,100,2024-12-09T00:00:00+00:00,2024-12-10T00:00:00+00:00,1,97.452,165.2
audjpy,d1,bear,100,2024-12-11T00:00:00+00:00,2024-12-18T00:00:00+00:00,6,97.189,138.9
audjpy,d1,bear,100,2024-12-19T00:00:00+00:00,2024-12-31T00:00:00+00:00,10,98.226,143.6
audjpy,d1,bear,100,2025-01-01T00:00:00+00:00,2025-01-13T00:00:00+00:00,10,97.666,160.5
audjpy,d1,bear,100,2025-01-14T00:00:00+00:00,2025-01-16T00:00:00+00:00,2,97.843,322.6
audjpy,d1,bear,100,2025-01-17T00:00:00+00:00,2025-01-30T00:00:00+00:00,11,96.76,250.8
audjpy,d1,bear,100,2025-01-31T00:00:00+00:00,2025-02-02T00:00:00+00:00,1,96.374,212.2
audjpy,d1,bear,100,2025-02-03T00:00:00+00:00,2025-02-06T00:00:00+00:00,3,96.534,275.8
audjpy,d1,bear,100,2025-02-07T00:00:00+00:00,2025-02-26T00:00:00+00:00,16,94.912,238.0
audjpy,d1,bear,100,2025-02-27T00:00:00+00:00,2025-03-04T00:00:00+00:00,4,93.329,151.2
audjpy,d1,bear,100,2025-03-05T00:00:00+00:00,2025-03-06T00:00:00+00:00,1,94.341,252.4
audjpy,d1,bear,100,2025-03-07T00:00:00+00:00,2025-03-10T00:00:00+00:00,2,93.29,147.3
audjpy,d1,bear,100,2025-03-11T00:00:00+00:00,2025-04-03T00:00:00+00:00,20,93.2,112.9
audjpy,d1,bear,100,2025-04-04T00:00:00+00:00,2025-04-06T00:00:00+00:00,1,88.771,272.8
audjpy,d1,bear,100,2025-04-07T00:00:00+00:00,2025-04-08T00:00:00+00:00,1,88.626,258.3
audjpy,d1,bear,100,2025-04-09T00:00:00+00:00,2025-04-10T00:00:00+00:00,1,90.403,211.9
audjpy,d1,bear,100,2025-04-15T00:00:00+00:00,2025-04-22T00:00:00+00:00,6,90.689,105.1
audjpy,d1,bear,100,2025-04-25T00:00:00+00:00,2025-04-29T00:00:00+00:00,3,91.895,131.0
audjpy,d1,bear,100,2025-05-01T00:00:00+00:00,2025-05-23T00:00:00+00:00,19,92.848,120.1
audjpy,d1,bear,100,2025-05-28T00:00:00+00:00,2025-05-30T00:00:00+00:00,2,93.585,157.5
audjpy,d1,bear,100,2025-06-05T00:00:00+00:00,2025-06-13T00:00:00+00:00,7,93.444,113.2
audjpy,d1,bear,100,2025-07-10T00:00:00+00:00,2025-08-01T00:00:00+00:00,19,96.444,135.1
audjpy,d1,bear,100,2025-08-05T00:00:00+00:00,2025-08-20T00:00:00+00:00,13,95.476,107.7
audjpy,d1,bear,100,2025-09-11T00:00:00+00:00,2025-10-01T00:00:00+00:00,17,98.135,128.1
audjpy,d1,bear,100,2025-10-03T00:00:00+00:00,2025-10-17T00:00:00+00:00,12,97.308,106.1
audjpy,d1,bear,100,2025-10-26T00:00:00+00:00,2025-11-05T00:00:00+00:00,9,100.007,118.3
audjpy,d1,bear,100,2025-11-19T00:00:00+00:00,2025-11-21T00:00:00+00:00,2,101.894,155.2
audjpy,d1,bear,100,2025-11-24T00:00:00+00:00,2025-11-25T00:00:00+00:00,1,101.445,110.3
audjpy,d1,bear,100,2025-12-09T00:00:00+00:00,2025-12-15T00:00:00+00:00,5,104.11,178.9
audjpy,d1,bear,100,2026-01-13T00:00:00+00:00,2026-01-18T00:00:00+00:00,4,106.383,116.8
audjpy,d1,bear,100,2026-01-22T00:00:00+00:00,2026-01-23T00:00:00+00:00,1,108.386,232.0
audjpy,d1,bear,100,2026-01-25T00:00:00+00:00,2026-01-26T00:00:00+00:00,1,107.268,120.2
audjpy,d1,bear,100,2026-01-28T00:00:00+00:00,2026-01-29T00:00:00+00:00,1,107.759,124.0
audjpy,d1,bear,100,2026-02-03T00:00:00+00:00,2026-02-05T00:00:00+00:00,2,109.417,174.4
audjpy,d1,bear,100,2026-02-06T00:00:00+00:00,2026-02-10T00:00:00+00:00,3,110.202,252.9
audjpy,d1,bear,100,2026-02-11T00:00:00+00:00,2026-02-12T00:00:00+00:00,1,109.195,152.2
audjpy,d1,bear,100,2026-02-20T00:00:00+00:00,2026-02-23T00:00:00+00:00,2,109.81,100.4
audjpy,d1,bear,100,2026-02-25T00:00:00+00:00,2026-03-01T00:00:00+00:00,3,111.192,166.4
audjpy,d1,bear,100,2026-03-02T00:00:00+00:00,2026-03-03T00:00:00+00:00,1,111.696,216.8
audjpy,d1,bear,100,2026-03-04T00:00:00+00:00,2026-03-05T00:00:00+00:00,1,111.071,144.8
audjpy,d1,bear,100,2026-03-06T00:00:00+00:00,2026-03-26T00:00:00+00:00,17,110.883,183.8
audjpy,d1,bear,100,2026-03-27T00:00:00+00:00,2026-03-30T00:00:00+00:00,2,110.132,135.4
audjpy,d1,bear,100,2026-04-09T00:00:00+00:00,2026-04-12T00:00:00+00:00,2,112.555,123.7
audjpy,d1,bear,100,2026-04-13T00:00:00+00:00,2026-04-30T00:00:00+00:00,15,113.027,170.9
audjpy,d1,bear,100,2026-05-05T00:00:00+00:00,2026-05-06T00:00:00+00:00,1,113.575,121.0
audjpy,d1,bear,100,2026-05-11T00:00:00+00:00,2026-05-19T00:00:00+00:00,7,113.931,129.7
audjpy,d1,bear,100,2026-05-20T00:00:00+00:00,2026-06-07T00:00:00+00:00,15,113.594,155.9
audjpy,d1,bear,100,2026-06-08T00:00:00+00:00,2026-06-23T00:00:00+00:00,13,112.75,150.8
audjpy,d1,bear,100,2026-06-30T00:00:00+00:00,2026-07-02T00:00:00+00:00,2,112.41,125.6
audjpy,d1,bear,100,2026-07-07T00:00:00+00:00,2026-07-30T00:00:00+00:00,20,112.39,149.2
audjpy,d1,bear,100,2026-07-31T00:00:00+00:00,2026-08-03T00:00:00+00:00,2,110.436,120.1
audjpy,d1,bear,100,2026-08-14T00:00:00+00:00,2026-09-03T00:00:00+00:00,17,112.834,180.0
audjpy,d1,bear,150,2021-01-08T00:00:00+00:00,2021-01-28T00:00:00+00:00,20,80.706,150.5
audjpy,d1,bear,150,2021-02-24T00:00:00+00:00,2021-02-26T00:00:00+00:00,2,84.504,252.0
audjpy,d1,bear,150,2021-03-10T00:00:00+00:00,2021-03-24T00:00:00+00:00,14,83.834,154.8
audjpy,d1,bear,150,2021-05-28T00:00:00+00:00,2021-06-17T00:00:00+00:00,20,84.651,158.3
audjpy,d1,bear,150,2021-06-21T00:00:00+00:00,2021-07-08T00:00:00+00:00,17,83.165,184.6
audjpy,d1,bear,150,2021-07-09T00:00:00+00:00,2021-07-19T00:00:00+00:00,10,82.475,263.6
audjpy,d1,bear,150,2021-07-28T00:00:00+00:00,2021-08-17T00:00:00+00:00,20,81.062,172.7
audjpy,d1,bear,150,2021-08-18T00:00:00+00:00,2021-08-20T00:00:00+00:00,2,79.423,152.9
audjpy,d1,bear,150,2021-09-01T00:00:00+00:00,2021-09-20T00:00:00+00:00,19,81.093,224.0
audjpy,d1,bear,150,2021-10-19T00:00:00+00:00,2021-11-04T00:00:00+00:00,16,85.621,182.9
audjpy,d1,bear,150,2021-11-05T00:00:00+00:00,2021-11-19T00:00:00+00:00,14,83.915,175.9
audjpy,d1,bear,150,2021-11-20T00:00:00+00:00,2021-11-26T00:00:00+00:00,6,82.474,368.7
audjpy,d1,bear,150,2021-11-27T00:00:00+00:00,2021-12-03T00:00:00+00:00,6,80.549,176.2
audjpy,d1,bear,150,2021-12-15T00:00:00+00:00,2021-12-20T00:00:00+00:00,5,81.797,152.7
audjpy,d1,bear,150,2021-12-30T00:00:00+00:00,2022-01-21T00:00:00+00:00,20,83.415,192.2
audjpy,d1,bear,150,2022-02-10T00:00:00+00:00,2022-02-14T00:00:00+00:00,3,83.109,156.2
audjpy,d1,bear,150,2022-03-28T00:00:00+00:00,2022-03-30T00:00:00+00:00,2,92.658,189.9
audjpy,d1,bear,150,2022-04-04T00:00:00+00:00,2022-04-25T00:00:00+00:00,18,92.626,218.7
audjpy,d1,bear,150,2022-04-26T00:00:00+00:00,2022-05-12T00:00:00+00:00,14,90.887,358.0
audjpy,d1,bear,150,2022-05-17T00:00:00+00:00,2022-05-18T00:00:00+00:00,1,90.985,199.3
audjpy,d1,bear,150,2022-06-02T00:00:00+00:00,2022-06-13T00:00:00+00:00,9,94.399,243.7
audjpy,d1,bear,150,2022-06-14T00:00:00+00:00,2022-07-01T00:00:00+00:00,15,93.166,174.5
audjpy,d1,bear,150,2022-07-04T00:00:00+00:00,2022-07-05T00:00:00+00:00,1,93.354,182.7
audjpy,d1,bear,150,2022-07-10T00:00:00+00:00,2022-08-02T00:00:00+00:00,20,93.291,277.1
audjpy,d1,bear,150,2022-08-12T00:00:00+00:00,2022-08-15T00:00:00+00:00,2,95.04,197.7
audjpy,d1,bear,150,2022-08-30T00:00:00+00:00,2022-09-22T00:00:00+00:00,20,95.108,154.7
audjpy,d1,bear,150,2022-09-23T00:00:00+00:00,2022-10-10T00:00:00+00:00,14,93.57,273.3
audjpy,d1,bear,150,2022-10-20T00:00:00+00:00,2022-11-11T00:00:00+00:00,19,94.217,162.2
audjpy,d1,bear,150,2022-11-13T00:00:00+00:00,2022-12-02T00:00:00+00:00,17,93.464,244.6
audjpy,d1,bear,150,2022-12-04T00:00:00+00:00,2022-12-20T00:00:00+00:00,14,91.61,458.9
audjpy,d1,bear,150,2022-12-23T00:00:00+00:00,2023-01-03T00:00:00+00:00,9,89.107,169.8
audjpy,d1,bear,150,2023-01-04T00:00:00+00:00,2023-01-13T00:00:00+00:00,8,90.312,220.0
audjpy,d1,bear,150,2023-01-17T00:00:00+00:00,2023-01-19T00:00:00+00:00,2,89.639,152.7
audjpy,d1,bear,150,2023-01-23T00:00:00+00:00,2023-02-10T00:00:00+00:00,16,91.779,155.4
audjpy,d1,bear,150,2023-02-13T00:00:00+00:00,2023-03-07T00:00:00+00:00,19,92.214,204.6
audjpy,d1,bear,150,2023-03-08T00:00:00+00:00,2023-03-10T00:00:00+00:00,2,90.486,443.0
audjpy,d1,bear,150,2023-03-12T00:00:00+00:00,2023-03-13T00:00:00+00:00,1,89.521,346.5
audjpy,d1,bear,150,2023-03-14T00:00:00+00:00,2023-03-15T00:00:00+00:00,1,89.901,384.5
audjpy,d1,bear,150,2023-03-16T00:00:00+00:00,2023-03-20T00:00:00+00:00,3,88.865,280.9
audjpy,d1,bear,150,2023-03-21T00:00:00+00:00,2023-03-24T00:00:00+00:00,3,88.418,236.2
audjpy,d1,bear,150,2023-03-30T00:00:00+00:00,2023-04-05T00:00:00+00:00,5,89.446,185.5
audjpy,d1,bear,150,2023-04-13T00:00:00+00:00,2023-04-25T00:00:00+00:00,10,89.876,200.8
audjpy,d1,bear,150,2023-05-01T00:00:00+00:00,2023-05-03T00:00:00+00:00,2,91.094,193.3
audjpy,d1,bear,150,2023-05-08T00:00:00+00:00,2023-05-11T00:00:00+00:00,3,91.594,180.2
audjpy,d1,bear,150,2023-05-18T00:00:00+00:00,2023-05-31T00:00:00+00:00,11,91.866,160.7
audjpy,d1,bear,150,2023-06-15T00:00:00+00:00,2023-07-07T00:00:00+00:00,19,96.493,179.6
audjpy,d1,bear,150,2023-07-09T00:00:00+00:00,2023-07-11T00:00:00+00:00,2,95.107,332.1
audjpy,d1,bear,150,2023-07-12T00:00:00+00:00,2023-07-28T00:00:00+00:00,14,93.957,217.1
audjpy,d1,bear,150,2023-07-31T00:00:00+00:00,2023-08-02T00:00:00+00:00,2,95.584,279.6
audjpy,d1,bear,150,2023-08-10T00:00:00+00:00,2023-08-18T00:00:00+00:00,7,94.322,153.4
audjpy,d1,bear,150,2023-09-12T00:00:00+00:00,2023-10-03T00:00:00+00:00,18,94.595,157.9
audjpy,d1,bear,150,2023-10-10T00:00:00+00:00,2023-10-13T00:00:00+00:00,3,95.595,154.8
audjpy,d1,bear,150,2023-11-14T00:00:00+00:00,2023-12-05T00:00:00+00:00,18,97.785,409.4
audjpy,d1,bear,150,2023-12-06T00:00:00+00:00,2023-12-07T00:00:00+00:00,1,96.421,273.0
audjpy,d1,bear,150,2024-01-10T00:00:00+00:00,2024-02-01T00:00:00+00:00,19,97.664,216.4
audjpy,d1,bear,150,2024-02-21T00:00:00+00:00,2024-03-11T00:00:00+00:00,16,98.532,163.7
audjpy,d1,bear,150,2024-04-03T00:00:00+00:00,2024-04-19T00:00:00+00:00,14,99.563,178.9
audjpy,d1,bear,150,2024-04-25T00:00:00+00:00,2024-05-01T00:00:00+00:00,5,101.496,159.4
audjpy,d1,bear,150,2024-05-17T00:00:00+00:00,2024-06-04T00:00:00+00:00,15,104.151,153.9
audjpy,d1,bear,150,2024-06-24T00:00:00+00:00,2024-07-17T00:00:00+00:00,20,106.26,173.7
audjpy,d1,bear,150,2024-07-18T00:00:00+00:00,2024-07-23T00:00:00+00:00,4,105.365,1524.1
audjpy,d1,bear,150,2024-07-24T00:00:00+00:00,2024-07-25T00:00:00+00:00,1,101.176,1105.2
audjpy,d1,bear,150,2024-07-26T00:00:00+00:00,2024-07-31T00:00:00+00:00,4,100.62,1049.6
audjpy,d1,bear,150,2024-08-01T00:00:00+00:00,2024-08-02T00:00:00+00:00,1,96.871,674.7
audjpy,d1,bear,150,2024-08-04T00:00:00+00:00,2024-08-05T00:00:00+00:00,1,94.595,447.1
audjpy,d1,bear,150,2024-08-14T00:00:00+00:00,2024-09-06T00:00:00+00:00,20,97.163,239.0
audjpy,d1,bear,150,2024-09-09T00:00:00+00:00,2024-09-11T00:00:00+00:00,2,95.324,173.6
audjpy,d1,bear,150,2024-09-26T00:00:00+00:00,2024-09-27T00:00:00+00:00,1,99.997,200.1
audjpy,d1,bear,150,2024-10-02T00:00:00+00:00,2024-10-08T00:00:00+00:00,5,100.89,180.7
audjpy,d1,bear,150,2024-10-23T00:00:00+00:00,2024-10-31T00:00:00+00:00,7,101.351,193.6
audjpy,d1,bear,150,2024-11-03T00:00:00+00:00,2024-11-26T00:00:00+00:00,20,100.365,150.2
audjpy,d1,bear,150,2024-11-27T00:00:00+00:00,2024-12-02T00:00:00+00:00,4,98.32,280.3
audjpy,d1,bear,150,2024-12-03T00:00:00+00:00,2024-12-06T00:00:00+00:00,3,97.023,150.6
audjpy,d1,bear,150,2024-12-09T00:00:00+00:00,2024-12-18T00:00:00+00:00,8,97.452,165.2
audjpy,d1,bear,150,2024-12-22T00:00:00+00:00,2025-01-13T00:00:00+00:00,19,97.909,153.2
audjpy,d1,bear,150,2025-01-14T00:00:00+00:00,2025-01-16T00:00:00+00:00,2,97.843,322.6
audjpy,d1,bear,150,2025-01-17T00:00:00+00:00,2025-02-02T00:00:00+00:00,13,96.76,250.8
