pair,timeframe,direction,threshold_pips,horizon_bars,condition,samples,base_rate,hit_rate,rate_diff,lift
eurusd,h4,bull,300,24,price_above_ema20,4541,0.01165300,0.01211187,0.00045887,1.03937785
gbpjpy,h4,bull,300,24,price_above_ema20,5592,0.11769013,0.09585122,-0.02183892,0.81443713
gbpusd,h4,bull,300,24,price_above_ema20,4608,0.02420756,0.01671007,-0.00749749,0.69028323
nzdusd,h4,bull,300,24,price_above_ema20,4454,0.00183466,0.00044903,-0.00138563,0.24475026
usdcad,h4,bull,300,24,price_above_ema20,4790,0.01260684,0.01565762,0.00305078,1.24199427
usdchf,h4,bull,300,24,price_above_ema20,4855,0.00064171,0.00082389,0.00018218,1.28389976
usdjpy,h4,bull,300,24,price_above_ema20,5470,0.06063876,0.04844607,-0.01219269,0.79892913
audjpy,h4,bull,300,24,price_above_200,6104,0.01895784,0.01867628,-0.00028156,0.98514814
audnzd,h4,bull,300,24,price_above_200,5708,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,price_above_200,4592,0.00170014,0.00065331,-0.00104683,0.38426884
eurgbp,h4,bull,300,24,price_above_200,4092,0.00252180,0.00586510,0.00334330,2.32575758
eurjpy,h4,bull,300,24,price_above_200,6381,0.05935834,0.03776837,-0.02158997,0.63627743
eurusd,h4,bull,300,24,price_above_200,4216,0.01165300,0.01731499,0.00566199,1.48588270
gbpjpy,h4,bull,300,24,price_above_200,6345,0.11769013,0.08888889,-0.02880125,0.75527901
gbpusd,h4,bull,300,24,price_above_200,4688,0.02420756,0.01941126,-0.00479629,0.80186795
nzdusd,h4,bull,300,24,price_above_200,4108,0.00183466,0.00121714,-0.00061753,0.66341142
usdcad,h4,bull,300,24,price_above_200,5102,0.01260684,0.01489612,0.00228928,1.18159047
usdchf,h4,bull,300,24,price_above_200,4582,0.00064171,0.00065474,0.00001302,1.02029681
usdjpy,h4,bull,300,24,price_above_200,6256,0.06063876,0.04171995,-0.01891881,0.68800798
audjpy,h4,bull,300,24,rsi_lt30,468,0.01895784,0.04487179,0.02591396,2.36692588
audnzd,h4,bull,300,24,rsi_lt30,474,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,rsi_lt30,542,0.00170014,0.00369004,0.00198990,2.17043358
eurgbp,h4,bull,300,24,rsi_lt30,538,0.00252180,0.00000000,-0.00252180,0.00000000
eurjpy,h4,bull,300,24,rsi_lt30,419,0.05935834,0.11455847,0.05520013,1.92994723
eurusd,h4,bull,300,24,rsi_lt30,601,0.01165300,0.00665557,-0.00499743,0.57114685
gbpjpy,h4,bull,300,24,rsi_lt30,423,0.11769013,0.23404255,0.11635242,1.98863357
gbpusd,h4,bull,300,24,rsi_lt30,523,0.02420756,0.04015296,0.01594541,1.65869552
nzdusd,h4,bull,300,24,rsi_lt30,592,0.00183466,0.00506757,0.00323290,2.76212242
usdcad,h4,bull,300,24,rsi_lt30,519,0.01260684,0.00963391,-0.00297293,0.76418144
usdchf,h4,bull,300,24,rsi_lt30,550,0.00064171,0.00000000,-0.00064171,0.00000000
usdjpy,h4,bull,300,24,rsi_lt30,402,0.06063876,0.17164179,0.11100303,2.83056249
audjpy,h4,bull,300,24,rsi_30_45,2327,0.01895784,0.01890847,-0.00004937,0.99739574
audnzd,h4,bull,300,24,rsi_30_45,2627,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,rsi_30_45,2825,0.00170014,0.00389381,0.00219367,2.29028761
eurgbp,h4,bull,300,24,rsi_30_45,3090,0.00252180,0.00064725,-0.00187455,0.25666127
eurjpy,h4,bull,300,24,rsi_30_45,2362,0.05935834,0.08255715,0.02319881,1.39082644
eurusd,h4,bull,300,24,rsi_30_45,2791,0.01165300,0.00931566,-0.00233734,0.79942142
gbpjpy,h4,bull,300,24,rsi_30_45,2230,0.11769013,0.15381166,0.03612152,1.30692058
gbpusd,h4,bull,300,24,rsi_30_45,2648,0.02420756,0.03549849,0.01129093,1.46642190
nzdusd,h4,bull,300,24,rsi_30_45,2875,0.00183466,0.00313043,0.00129577,1.70627110
usdcad,h4,bull,300,24,rsi_30_45,2714,0.01260684,0.01215917,-0.00044766,0.96449046
usdchf,h4,bull,300,24,rsi_30_45,2577,0.00064171,0.00000000,-0.00064171,0.00000000
usdjpy,h4,bull,300,24,rsi_30_45,2087,0.06063876,0.08145664,0.02081788,1.34330980
audjpy,h4,bull,300,24,rsi_45_55,2936,0.01895784,0.01362398,-0.00533386,0.71864624
audnzd,h4,bull,300,24,rsi_45_55,2662,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,rsi_45_55,2632,0.00170014,0.00113982,-0.00056032,0.67042648
eurgbp,h4,bull,300,24,rsi_45_55,2944,0.00252180,0.00407609,0.00155428,1.61633832
eurjpy,h4,bull,300,24,rsi_45_55,2661,0.05935834,0.05223600,-0.00712234,0.88001109
eurusd,h4,bull,300,24,rsi_45_55,2638,0.01165300,0.01402578,0.00237278,1.20361946
gbpjpy,h4,bull,300,24,rsi_45_55,2775,0.11769013,0.11243243,-0.00525770,0.95532589
gbpusd,h4,bull,300,24,rsi_45_55,2832,0.02420756,0.02153955,-0.00266801,0.88978617
nzdusd,h4,bull,300,24,rsi_45_55,2618,0.00183466,0.00114591,-0.00068875,0.62458994
usdcad,h4,bull,300,24,rsi_45_55,2612,0.01260684,0.00803982,-0.00456702,0.63773458
usdchf,h4,bull,300,24,rsi_45_55,2777,0.00064171,0.00216060,0.00151889,3.36694274
usdjpy,h4,bull,300,24,rsi_45_55,2564,0.06063876,0.04602184,-0.01461692,0.75895093
audjpy,h4,bull,300,24,rsi_55_70,3172,0.01895784,0.01008827,-0.00886956,0.53214259
audnzd,h4,bull,300,24,rsi_55_70,3068,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,rsi_55_70,2928,0.00170014,0.00000000,-0.00170014,0.00000000
eurgbp,h4,bull,300,24,rsi_55_70,2417,0.00252180,0.00206868,-0.00045312,0.82031789
eurjpy,h4,bull,300,24,rsi_55_70,3361,0.05935834,0.03957156,-0.01978679,0.66665532
eurusd,h4,bull,300,24,rsi_55_70,2707,0.01165300,0.01514592,0.00349292,1.29974415
gbpjpy,h4,bull,300,24,rsi_55_70,3342,0.11769013,0.08258528,-0.03510486,0.70171793
gbpusd,h4,bull,300,24,rsi_55_70,2675,0.02420756,0.01719626,-0.00701129,0.71036755
nzdusd,h4,bull,300,24,rsi_55_70,2723,0.00183466,0.00073448,-0.00110018,0.40033700
usdcad,h4,bull,300,24,rsi_55_70,2868,0.01260684,0.01359833,0.00099149,1.07864690
usdchf,h4,bull,300,24,rsi_55_70,2813,0.00064171,0.00000000,-0.00064171,0.00000000
usdjpy,h4,bull,300,24,rsi_55_70,3297,0.06063876,0.04246285,-0.01817591,0.70025916
audjpy,h4,bull,300,24,rsi_gt70,736,0.01895784,0.06250000,0.04354216,3.29678962
audnzd,h4,bull,300,24,rsi_gt70,748,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,rsi_gt70,470,0.00170014,0.00000000,-0.00170014,0.00000000
eurgbp,h4,bull,300,24,rsi_gt70,514,0.00252180,0.00972763,0.00720582,3.85740921
eurjpy,h4,bull,300,24,rsi_gt70,752,0.05935834,0.07047872,0.01112038,1.18734314
eurusd,h4,bull,300,24,rsi_gt70,517,0.01165300,0.00000000,-0.01165300,0.00000000
gbpjpy,h4,bull,300,24,rsi_gt70,775,0.11769013,0.12258065,0.00489051,1.04155412
gbpusd,h4,bull,300,24,rsi_gt70,520,0.02420756,0.00192308,-0.02228448,0.07944119
nzdusd,h4,bull,300,24,rsi_gt70,444,0.00183466,0.00000000,-0.00183466,0.00000000
usdcad,h4,bull,300,24,rsi_gt70,633,0.01260684,0.03159558,0.01898874,2.50622540
usdchf,h4,bull,300,24,rsi_gt70,619,0.00064171,0.00000000,-0.00064171,0.00000000
usdjpy,h4,bull,300,24,rsi_gt70,904,0.06063876,0.07190265,0.01126390,1.18575410
audjpy,h4,bull,300,24,macd_hist_pos,4948,0.01895784,0.02021019,0.00125235,1.06605970
audnzd,h4,bull,300,24,macd_hist_pos,4823,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,macd_hist_pos,4633,0.00170014,0.00129506,-0.00040508,0.76173646
eurgbp,h4,bull,300,24,macd_hist_pos,4752,0.00252180,0.00105219,-0.00146961,0.41723660
eurjpy,h4,bull,300,24,macd_hist_pos,4847,0.05935834,0.06065608,0.00129773,1.02186266
eurusd,h4,bull,300,24,macd_hist_pos,4562,0.01165300,0.01074090,-0.00091210,0.92172861
gbpjpy,h4,bull,300,24,macd_hist_pos,4844,0.11769013,0.10714286,-0.01054728,0.91038095
gbpusd,h4,bull,300,24,macd_hist_pos,4564,0.02420756,0.02147239,-0.00273516,0.88701202
nzdusd,h4,bull,300,24,macd_hist_pos,4615,0.00183466,0.00151679,-0.00031787,0.82674144
usdcad,h4,bull,300,24,macd_hist_pos,4772,0.01260684,0.01550712,0.00290029,1.23005669
usdchf,h4,bull,300,24,macd_hist_pos,4869,0.00064171,0.00041076,-0.00023095,0.64010406
usdjpy,h4,bull,300,24,macd_hist_pos,4730,0.06063876,0.05264271,-0.00799605,0.86813630
audjpy,h4,bull,300,24,adx_gt25,4028,0.01895784,0.03401192,0.01505408,1.79408214
audnzd,h4,bull,300,24,adx_gt25,4243,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,adx_gt25,3908,0.00170014,0.00332651,0.00162637,1.95661144
eurgbp,h4,bull,300,24,adx_gt25,4235,0.00252180,0.00566706,0.00314526,2.24722550
eurjpy,h4,bull,300,24,adx_gt25,4167,0.05935834,0.07511399,0.01575565,1.26543271
eurusd,h4,bull,300,24,adx_gt25,4101,0.01165300,0.01024140,-0.00141160,0.87886423
gbpjpy,h4,bull,300,24,adx_gt25,4029,0.11769013,0.15165053,0.03396040,1.28855773
gbpusd,h4,bull,300,24,adx_gt25,3871,0.02420756,0.02299148,-0.00121608,0.94976443
nzdusd,h4,bull,300,24,adx_gt25,3544,0.00183466,0.00141084,-0.00042383,0.76898818
usdcad,h4,bull,300,24,adx_gt25,4308,0.01260684,0.01160631,-0.00100052,0.92063642
usdchf,h4,bull,300,24,adx_gt25,4062,0.00064171,0.00000000,-0.00064171,0.00000000
usdjpy,h4,bull,300,24,adx_gt25,4124,0.06063876,0.07783705,0.01719829,1.28361885
audjpy,h4,bull,300,24,pdi_gt_mdi,4614,0.01895784,0.01690507,-0.00205277,0.89171943
audnzd,h4,bull,300,24,pdi_gt_mdi,3405,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,pdi_gt_mdi,4540,0.00170014,0.00066079,-0.00103935,0.38867015
eurgbp,h4,bull,300,24,pdi_gt_mdi,3892,0.00252180,0.00282631,0.00030451,1.12074983
eurjpy,h4,bull,300,24,pdi_gt_mdi,4819,0.05935834,0.05042540,-0.00893295,0.84950818
eurusd,h4,bull,300,24,pdi_gt_mdi,4617,0.01165300,0.01429500,0.00264200,1.22672250
gbpjpy,h4,bull,300,24,pdi_gt_mdi,4867,0.11769013,0.09965071,-0.01803943,0.84672100
gbpusd,h4,bull,300,24,pdi_gt_mdi,4450,0.02420756,0.01752809,-0.00667947,0.72407518
nzdusd,h4,bull,300,24,pdi_gt_mdi,4194,0.00183466,0.00071531,-0.00111936,0.38988471
usdcad,h4,bull,300,24,pdi_gt_mdi,5133,0.01260684,0.01422170,0.00161487,1.12809438
usdchf,h4,bull,300,24,pdi_gt_mdi,4516,0.00064171,0.00132861,0.00068690,2.07041630
usdjpy,h4,bull,300,24,pdi_gt_mdi,4543,0.06063876,0.04952674,-0.01111201,0.81675065
audjpy,h4,bull,300,24,mdi_gt_pdi,5026,0.01895784,0.02089136,0.00193353,1.10199096
audnzd,h4,bull,300,24,mdi_gt_pdi,6175,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,mdi_gt_pdi,4858,0.00170014,0.00267600,0.00097586,1.57398878
eurgbp,h4,bull,300,24,mdi_gt_pdi,5612,0.00252180,0.00231646,-0.00020534,0.91857478
eurjpy,h4,bull,300,24,mdi_gt_pdi,4737,0.05935834,0.06860882,0.00925048,1.15584126
eurusd,h4,bull,300,24,mdi_gt_pdi,4638,0.01165300,0.00905563,-0.00259737,0.77710699
gbpjpy,h4,bull,300,24,mdi_gt_pdi,4679,0.11769013,0.13678136,0.01909123,1.16221605
gbpusd,h4,bull,300,24,mdi_gt_pdi,4749,0.02420756,0.03053274,0.00632519,1.26128984
nzdusd,h4,bull,300,24,mdi_gt_pdi,5059,0.00183466,0.00276735,0.00093268,1.50836599
usdcad,h4,bull,300,24,mdi_gt_pdi,4214,0.01260684,0.01067869,-0.00192815,0.84705542
usdchf,h4,bull,300,24,mdi_gt_pdi,4821,0.00064171,0.00000000,-0.00064171,0.00000000
usdjpy,h4,bull,300,24,mdi_gt_pdi,4712,0.06063876,0.07151952,0.01088077,1.17943586
audjpy,h4,bull,300,24,atr_high,2888,0.01895784,0.02908587,0.01012804,1.53424004
audnzd,h4,bull,300,24,atr_high,3036,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,atr_high,2734,0.00170014,0.00585223,0.00415209,3.44220922
eurgbp,h4,bull,300,24,atr_high,2860,0.00252180,0.00559441,0.00307260,2.21841492
eurjpy,h4,bull,300,24,atr_high,3096,0.05935834,0.07848837,0.01913003,1.32228034
eurusd,h4,bull,300,24,atr_high,2775,0.01165300,0.02198198,0.01032898,1.88637971
gbpjpy,h4,bull,300,24,atr_high,2859,0.11769013,0.14095838,0.02326824,1.19770767
gbpusd,h4,bull,300,24,atr_high,2533,0.02420756,0.04105803,0.01685048,1.69608345
nzdusd,h4,bull,300,24,atr_high,2734,0.00183466,0.00438917,0.00255451,2.39235767
usdcad,h4,bull,300,24,atr_high,2810,0.01260684,0.00996441,-0.00264242,0.79039749
usdchf,h4,bull,300,24,atr_high,2877,0.00064171,0.00069517,0.00005346,1.08330437
usdjpy,h4,bull,300,24,atr_high,2885,0.06063876,0.05823224,-0.00240652,0.96031381
audjpy,h4,bull,300,24,atr_low,3502,0.01895784,0.01399200,-0.00496583,0.73805913
audnzd,h4,bull,300,24,atr_low,3114,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,atr_low,3434,0.00170014,0.00000000,-0.00170014,0.00000000
eurgbp,h4,bull,300,24,atr_low,3410,0.00252180,0.00117302,-0.00134878,0.46515152
eurjpy,h4,bull,300,24,atr_low,3435,0.05935834,0.04657933,-0.01277901,0.78471411
eurusd,h4,bull,300,24,atr_low,3335,0.01165300,0.00599700,-0.00565600,0.51463157
gbpjpy,h4,bull,300,24,atr_low,3669,0.11769013,0.09784682,-0.01984331,0.83139360
gbpusd,h4,bull,300,24,atr_low,3463,0.02420756,0.01645972,-0.00774784,0.67994131
nzdusd,h4,bull,300,24,atr_low,3360,0.00183466,0.00059524,-0.00123943,0.32443978
usdcad,h4,bull,300,24,atr_low,3283,0.01260684,0.01492537,0.00231854,1.18391095
usdchf,h4,bull,300,24,atr_low,3343,0.00064171,0.00029913,-0.00034258,0.46614817
usdjpy,h4,bull,300,24,atr_low,3323,0.06063876,0.06590430,0.00526555,1.08683467
audjpy,h4,bull,300,24,bb_below_mid,4309,0.01895784,0.02111859,0.00216075,1.11397672
audnzd,h4,bull,300,24,bb_below_mid,4460,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,bb_below_mid,4683,0.00170014,0.00320307,0.00150294,1.88400865
eurgbp,h4,bull,300,24,bb_below_mid,5072,0.00252180,0.00276025,0.00023845,1.09455507
eurjpy,h4,bull,300,24,bb_below_mid,4187,0.05935834,0.07356102,0.01420268,1.23927011
eurusd,h4,bull,300,24,bb_below_mid,4743,0.01165300,0.01201771,0.00036471,1.03129758
gbpjpy,h4,bull,300,24,bb_below_mid,4036,0.11769013,0.13825570,0.02056556,1.17474331
gbpusd,h4,bull,300,24,bb_below_mid,4544,0.02420756,0.03169014,0.00748259,1.30910124
nzdusd,h4,bull,300,24,bb_below_mid,4771,0.00183466,0.00314399,0.00130933,1.71366220
usdcad,h4,bull,300,24,bb_below_mid,4551,0.01260684,0.00944847,-0.00315836,0.74947208
usdchf,h4,bull,300,24,bb_below_mid,4446,0.00064171,0.00044984,-0.00019187,0.70100465
usdjpy,h4,bull,300,24,bb_below_mid,3885,0.06063876,0.07619048,0.01555172,1.25646501
audjpy,h4,bull,300,24,bb_above_mid,5325,0.01895784,0.01727700,-0.00168084,0.91133790
audnzd,h4,bull,300,24,bb_above_mid,5114,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,bb_above_mid,4709,0.00170014,0.00021236,-0.00148778,0.12490709
eurgbp,h4,bull,300,24,bb_above_mid,4426,0.00252180,0.00225938,-0.00026243,0.89593689
eurjpy,h4,bull,300,24,bb_above_mid,5363,0.05935834,0.04848033,-0.01087802,0.81673989
eurusd,h4,bull,300,24,bb_above_mid,4506,0.01165300,0.01131824,-0.00033476,0.97127287
gbpjpy,h4,bull,300,24,bb_above_mid,5504,0.11769013,0.10301599,-0.01467415,0.87531541
gbpusd,h4,bull,300,24,bb_above_mid,4649,0.02420756,0.01699290,-0.00721465,0.70196686
nzdusd,h4,bull,300,24,bb_above_mid,4476,0.00183466,0.00044683,-0.00138784,0.24354728
usdcad,h4,bull,300,24,bb_above_mid,4790,0.01260684,0.01565762,0.00305078,1.24199427
usdchf,h4,bull,300,24,bb_above_mid,4885,0.00064171,0.00081883,0.00017712,1.27601501
usdjpy,h4,bull,300,24,bb_above_mid,5364,0.06063876,0.04958986,-0.01104890,0.81779147
audjpy,h4,bull,300,24,body_ratio_gt60,2830,0.01895784,0.02226148,0.00330365,1.17426287
audnzd,h4,bull,300,24,body_ratio_gt60,2607,0.00000000,0.00000000,0.00000000,
audusd,h4,bull,300,24,body_ratio_gt60,2850,0.00170014,0.00105263,-0.00064751,0.61914474
eurgbp,h4,bull,300,24,body_ratio_gt60,2620,0.00252180,0.00229008,-0.00023173,0.90811069
eurjpy,h4,bull,300,24,body_ratio_gt60,2795,0.05935834,0.06332737,0.00396903,1.06686550
eurusd,h4,bull,300,24,body_ratio_gt60,2863,0.01165300,0.01187565,0.00022266,1.01910713
gbpjpy,h4,bull,300,24,body_ratio_gt60,2802,0.11769013,0.11884368,0.00115355,1.00980157
gbpusd,h4,bull,300,24,body_ratio_gt60,2850,0.02420756,0.02526316,0.00105560,1.04360633
nzdusd,h4,bull,300,24,body_ratio_gt60,2818,0.00183466,0.00177431,-0.00006036,0.96710224
usdcad,h4,bull,300,24,body_ratio_gt60,2901,0.01260684,0.01137539,-0.00123145,0.90231890
usdchf,h4,bull,300,24,body_ratio_gt60,2854,0.00064171,0.00035039,-0.00029133,0.54601729
usdjpy,h4,bull,300,24,body_ratio_gt60,2901,0.06063876,0.06377111,0.00313236,1.05165601
audjpy,h4,bear,50,1,ema_stack_bull,4625,0.06961566,0.05448649,-0.01512918,0.78267568
audnzd,h4,bear,50,1,ema_stack_bull,4264,0.00615032,0.00492495,-0.00122536,0.80076398
audusd,h4,bear,50,1,ema_stack_bull,3285,0.01838274,0.02009132,0.00170858,1.09294481
eurgbp,h4,bear,50,1,ema_stack_bull,2898,0.00504361,0.00897170,0.00392810,1.77882735
eurjpy,h4,bear,50,1,ema_stack_bull,4889,0.10826628,0.09040704,-0.01785924,0.83504337
eurusd,h4,bear,50,1,ema_stack_bull,2996,0.03226155,0.03271028,0.00044874,1.01390929
gbpjpy,h4,bear,50,1,ema_stack_bull,4786,0.16644000,0.13664856,-0.02979145,0.82100790
gbpusd,h4,bear,50,1,ema_stack_bull,3312,0.06024750,0.05344203,-0.00680547,0.88704139
nzdusd,h4,bear,50,1,ema_stack_bull,2831,0.01424563,0.01660191,0.00235628,1.16540359
usdcad,h4,bear,50,1,ema_stack_bull,3686,0.03183761,0.04042322,0.00858562,1.26966902
usdchf,h4,bear,50,1,ema_stack_bull,3455,0.02288770,0.02228654,-0.00060116,0.97373440
usdjpy,h4,bear,50,1,ema_stack_bull,5055,0.10574018,0.07636004,-0.02938014,0.72214780
audjpy,h4,bear,50,1,ema_stack_bear,2277,0.06961566,0.10057093,0.03095526,1.44465946
audnzd,h4,bear,50,1,ema_stack_bear,2814,0.00615032,0.00675195,0.00060164,1.09782203
audusd,h4,bear,50,1,ema_stack_bear,3410,0.01838274,0.01964809,0.00126535,1.06883359
eurgbp,h4,bear,50,1,ema_stack_bear,3940,0.00504361,0.00279188,-0.00225173,0.55354801
eurjpy,h4,bear,50,1,ema_stack_bear,2070,0.10826628,0.13961353,0.03134725,1.28953845
eurusd,h4,bear,50,1,ema_stack_bear,3627,0.03226155,0.03336090,0.00109936,1.03407646
gbpjpy,h4,bear,50,1,ema_stack_bear,2116,0.16644000,0.20368620,0.03724620,1.22378151
gbpusd,h4,bear,50,1,ema_stack_bear,3324,0.06024750,0.06648616,0.00623866,1.10355048
nzdusd,h4,bear,50,1,ema_stack_bear,3761,0.01424563,0.01249668,-0.00174895,0.87722882
usdcad,h4,bear,50,1,ema_stack_bear,2851,0.03183761,0.02525430,-0.00658331,0.79322221
usdchf,h4,bear,50,1,ema_stack_bear,3479,0.02288770,0.02644438,0.00355668,1.15539700
usdjpy,h4,bear,50,1,ema_stack_bear,2045,0.10574018,0.17506112,0.06932094,1.65557806
audjpy,h4,bear,50,1,price_above_ema20,5428,0.06961566,0.05526898,-0.01434669,0.79391581
audnzd,h4,bear,50,1,price_above_ema20,5082,0.00615032,0.00531287,-0.00083745,0.86383647
audusd,h4,bear,50,1,price_above_ema20,4742,0.01838274,0.02024462,0.00186188,1.10128406
eurgbp,h4,bear,50,1,price_above_ema20,4414,0.00504361,0.00657000,0.00152640,1.30264027
eurjpy,h4,bear,50,1,price_above_ema20,5503,0.10826628,0.09158641,-0.01667987,0.84593661
eurusd,h4,bear,50,1,price_above_ema20,4541,0.03226155,0.03237172,0.00011018,1.00341519
gbpjpy,h4,bear,50,1,price_above_ema20,5592,0.16644000,0.13912732,-0.02731268,0.83590075
gbpusd,h4,bear,50,1,price_above_ema20,4608,0.06024750,0.05707465,-0.00317285,0.94733640
nzdusd,h4,bear,50,1,price_above_ema20,4454,0.01424563,0.01392007,-0.00032556,0.97714686
usdcad,h4,bear,50,1,price_above_ema20,4790,0.03183761,0.03507307,0.00323546,1.10162391
usdchf,h4,bear,50,1,price_above_ema20,4855,0.02288770,0.02121524,-0.00167246,0.92692763
usdjpy,h4,bear,50,1,price_above_ema20,5470,0.10574018,0.08043876,-0.02530142,0.76072081
audjpy,h4,bear,50,1,price_above_200,6104,0.06961566,0.05750328,-0.01211239,0.82601061
audnzd,h4,bear,50,1,price_above_200,5708,0.00615032,0.00578136,-0.00036896,0.94000986
audusd,h4,bear,50,1,price_above_200,4592,0.01838274,0.02068815,0.00230541,1.12541162
eurgbp,h4,bear,50,1,price_above_200,4092,0.00504361,0.00830890,0.00326529,1.64741162
eurjpy,h4,bear,50,1,price_above_200,6381,0.10826628,0.09387243,-0.01439384,0.86705147
eurusd,h4,bear,50,1,price_above_200,4216,0.03226155,0.03225806,-0.00000348,0.99989211
gbpjpy,h4,bear,50,1,price_above_200,6345,0.16644000,0.14452325,-0.02191676,0.86832037
gbpusd,h4,bear,50,1,price_above_200,4688,0.06024750,0.05482082,-0.00542668,0.90992682
nzdusd,h4,bear,50,1,price_above_200,4108,0.01424563,0.01509250,0.00084687,1.05944794
usdcad,h4,bear,50,1,price_above_200,5102,0.03183761,0.03861231,0.00677470,1.21278930
usdchf,h4,bear,50,1,price_above_200,4582,0.02288770,0.02029681,-0.00259089,0.88680003
usdjpy,h4,bear,50,1,price_above_200,6256,0.10574018,0.07736573,-0.02837445,0.73165875
audjpy,h4,bear,50,1,rsi_lt30,468,0.06961566,0.12606838,0.05645271,1.81091969
audnzd,h4,bear,50,1,rsi_lt30,474,0.00615032,0.01054852,0.00439821,1.71511836
audusd,h4,bear,50,1,rsi_lt30,542,0.01838274,0.01660517,-0.00177758,0.90330184
eurgbp,h4,bear,50,1,rsi_lt30,538,0.00504361,0.00185874,-0.00318487,0.36853315
eurjpy,h4,bear,50,1,rsi_lt30,419,0.10826628,0.20763723,0.09937095,1.91783848
eurusd,h4,bear,50,1,rsi_lt30,601,0.03226155,0.04658902,0.01432747,1.44410375
gbpjpy,h4,bear,50,1,rsi_lt30,423,0.16644000,0.29078014,0.12434014,1.74705680
gbpusd,h4,bear,50,1,rsi_lt30,523,0.06024750,0.08604207,0.02579456,1.42814325
nzdusd,h4,bear,50,1,rsi_lt30,592,0.01424563,0.01858108,0.00433545,1.30433559
usdcad,h4,bear,50,1,rsi_lt30,519,0.03183761,0.01541426,-0.01642335,0.48415254
usdchf,h4,bear,50,1,rsi_lt30,550,0.02288770,0.05090909,0.02802139,2.22429907
usdjpy,h4,bear,50,1,rsi_lt30,402,0.10574018,0.24626866,0.14052848,2.32899787
audjpy,h4,bear,50,1,rsi_30_45,2327,0.06961566,0.08981521,0.02019955,1.29015811
audnzd,h4,bear,50,1,rsi_30_45,2627,0.00615032,0.00570994,-0.00044038,0.92839677
audusd,h4,bear,50,1,rsi_30_45,2825,0.01838274,0.01380531,-0.00457743,0.75099289
eurgbp,h4,bear,50,1,rsi_30_45,3090,0.00504361,0.00388350,-0.00116011,0.76998382
eurjpy,h4,bear,50,1,rsi_30_45,2362,0.10826628,0.12616427,0.01789799,1.16531455
eurusd,h4,bear,50,1,rsi_30_45,2791,0.03226155,0.02794697,-0.00431457,0.86626268
gbpjpy,h4,bear,50,1,rsi_30_45,2230,0.16644000,0.20986547,0.04342547,1.26090763
gbpusd,h4,bear,50,1,rsi_30_45,2648,0.06024750,0.06533233,0.00508482,1.08439890
nzdusd,h4,bear,50,1,rsi_30_45,2875,0.01424563,0.01043478,-0.00381085,0.73249012
usdcad,h4,bear,50,1,rsi_30_45,2714,0.03183761,0.02689757,-0.00494004,0.84483637
usdchf,h4,bear,50,1,rsi_30_45,2577,0.02288770,0.02095460,-0.00193310,0.91553970
usdjpy,h4,bear,50,1,rsi_30_45,2087,0.10574018,0.15380930,0.04806911,1.45459648
audjpy,h4,bear,50,1,rsi_45_55,2936,0.06961566,0.06607629,-0.00353937,0.94915844
audnzd,h4,bear,50,1,rsi_45_55,2662,0.00615032,0.00788881,0.00173849,1.28266628
audusd,h4,bear,50,1,rsi_45_55,2632,0.01838274,0.02241641,0.00403367,1.21942697
eurgbp,h4,bear,50,1,rsi_45_55,2944,0.00504361,0.00509511,0.00005150,1.01021145
eurjpy,h4,bear,50,1,rsi_45_55,2661,0.10826628,0.10184141,-0.00642486,0.94065683
eurusd,h4,bear,50,1,rsi_45_55,2638,0.03226155,0.03032600,-0.00193554,0.94000472
gbpjpy,h4,bear,50,1,rsi_45_55,2775,0.16644000,0.15459459,-0.01184541,0.92883075
gbpusd,h4,bear,50,1,rsi_45_55,2832,0.06024750,0.05649718,-0.00375033,0.93775131
nzdusd,h4,bear,50,1,rsi_45_55,2618,0.01424563,0.01871658,0.00447095,1.31384703
usdcad,h4,bear,50,1,rsi_45_55,2612,0.03183761,0.03292496,0.00108735,1.03415316
usdchf,h4,bear,50,1,rsi_45_55,2777,0.02288770,0.02412676,0.00123905,1.05413628
