timeframe,direction,horizon_bars,base_feature,added_feature,disc_n,disc_rate,disc_increment,val_n,val_rate,val_increment,oos_n,oos_rate,oos_increment
h4,bear,1,breakout20_down,rsi_cross45_down,567,0.08289242,0.00032806,144,0.06250000,-0.00669643,102,0.08823529,0.00386029
h4,bear,1,breakout20_down,macd_cross_down,351,0.10826211,0.02569776,69,0.11594203,0.04674560,43,,
h4,bear,1,breakout20_down,macd_accel_down,3943,0.08369262,0.00112827,862,0.07076566,0.00156923,608,0.08552632,0.00115132
h4,bear,1,breakout20_down,adx_up3,1596,0.10338346,0.02081911,347,0.07492795,0.00573153,316,0.12974684,0.04537184
h4,bear,1,breakout20_down,adx_cross25_up,223,0.08071749,-0.00184686,54,0.12962963,0.06043320,41,,
h4,bear,1,breakout20_down,di_cross_down,300,0.06666667,-0.01589768,81,0.06172840,-0.00746803,34,,
h4,bear,1,breakout20_down,di_spread_down3,2882,0.08570437,0.00314002,663,0.07541478,0.00621835,451,0.09090909,0.00653409
h4,bear,1,breakout20_down,ema20_slope_down3,4103,0.08237875,-0.00018560,892,0.06950673,0.00031030,639,0.08450704,0.00013204
h4,bear,1,breakout20_down,price20_cross_down,186,0.09139785,0.00883350,38,,,31,,
h4,bear,1,breakout20_down,price200_cross_down,355,0.09295775,0.01039339,101,0.03960396,-0.02959247,72,0.13888889,0.05451389
h4,bear,1,breakout20_down,atr_expand,778,0.10925450,0.02669015,150,0.12000000,0.05080357,144,0.13888889,0.05451389
h4,bear,1,breakout20_down,bb_expand,2572,0.09292379,0.01035944,550,0.08181818,0.01262175,422,0.09952607,0.01515107
h4,bear,1,breakout20_down,body_expand,1984,0.08014113,-0.00242322,451,0.06651885,-0.00267758,323,0.09287926,0.00850426
h4,bear,1,atr_expand,trend_bear,1578,0.09125475,0.01015159,326,0.11042945,0.03489753,207,0.06280193,-0.03449536
h4,bear,1,atr_expand,price20_bear,2595,0.09479769,0.01369452,493,0.06896552,-0.00656640,429,0.12820513,0.03090783
h4,bear,1,atr_expand,price200_bear,2286,0.08311461,0.00201144,486,0.08024691,0.00471500,365,0.11506849,0.01777120
h4,bear,1,atr_expand,ema20_falling,2595,0.09479769,0.01369452,493,0.06896552,-0.00656640,429,0.12820513,0.03090783
h4,bear,1,atr_expand,ema200_falling,2286,0.08311461,0.00201144,486,0.08024691,0.00471500,365,0.11506849,0.01777120
h4,bear,1,atr_expand,momentum_bear,1730,0.09248555,0.01138238,334,0.06586826,-0.00966365,272,0.10294118,0.00564388
h4,bear,1,atr_expand,rsi40,1581,0.10309930,0.02199614,317,0.07886435,0.00333244,298,0.14765101,0.05035371
h4,bear,1,atr_expand,macd_bear,2630,0.09885932,0.01775615,500,0.07000000,-0.00553191,431,0.12993039,0.03263310
h4,bear,1,atr_expand,macd_falling,2587,0.09238500,0.01128184,479,0.07098121,-0.00455070,433,0.12240185,0.02510455
h4,bear,1,atr_expand,adx25,2444,0.09574468,0.01464151,473,0.07822410,0.00269219,347,0.13256484,0.03526754
h4,bear,1,atr_expand,adx_rising,3127,0.08858331,0.00748014,620,0.07580645,0.00027454,565,0.10973451,0.01243722
h4,bear,1,atr_expand,di_bear,2674,0.09199701,0.01089384,506,0.06916996,-0.00636195,458,0.13100437,0.03370707
h4,bear,1,atr_expand,di_strong_bear,2257,0.09968985,0.01858669,431,0.07424594,-0.00128598,421,0.13539192,0.03809463
h4,bear,1,atr_expand,volatility,2864,0.09741620,0.01631303,605,0.09256198,0.01703007,491,0.11608961,0.01879232
h4,bear,1,atr_expand,bb_bear,2608,0.09470859,0.01360542,491,0.06517312,-0.01035880,429,0.13053613,0.03323883
h4,bear,1,atr_expand,bb_lower,1846,0.10346696,0.02236379,347,0.06916427,-0.00636765,334,0.14071856,0.04342127
h4,bear,1,atr_expand,body_bear,1132,0.09452297,0.01341980,190,0.07368421,-0.00184770,192,0.08333333,-0.01396396
h4,bear,1,atr_expand,rsi_down1,1679,0.09053008,0.00942691,325,0.09846154,0.02292962,264,0.09848485,0.00118755
h4,bear,1,atr_expand,rsi_down3,2211,0.09543193,0.01432876,399,0.08521303,0.00968112,394,0.12436548,0.02706818
h4,bear,1,atr_expand,rsi_cross50_down,493,0.07707911,-0.00402406,74,0.10810811,0.03257619,68,0.08823529,-0.00906200
h4,bear,1,atr_expand,rsi_cross45_down,491,0.10794297,0.02683981,84,0.09523810,0.01970618,76,0.07894737,-0.01834993
h4,bear,1,atr_expand,macd_cross_down,354,0.11299435,0.03189118,57,0.12280702,0.04727510,44,,
h4,bear,1,atr_expand,macd_accel_down,2587,0.09238500,0.01128184,479,0.07098121,-0.00455070,433,0.12240185,0.02510455
h4,bear,1,atr_expand,adx_up3,1626,0.09901599,0.01791282,337,0.08308605,0.00755414,330,0.13030303,0.03300573
h4,bear,1,atr_expand,adx_cross25_up,196,0.10714286,0.02603969,38,,,38,,
h4,bear,1,atr_expand,di_cross_down,370,0.07297297,-0.00813019,58,0.13793103,0.06239912,40,,
h4,bear,1,atr_expand,di_spread_down3,2256,0.09397163,0.01286846,408,0.08333333,0.00780142,408,0.13480392,0.03750662
h4,bear,1,atr_expand,ema20_slope_down3,2514,0.09665871,0.01555554,494,0.07085020,-0.00468171,412,0.13349515,0.03619785
h4,bear,1,atr_expand,price20_cross_down,531,0.08474576,0.00364260,80,0.07500000,-0.00053191,69,0.08695652,-0.01034078
h4,bear,1,atr_expand,price200_cross_down,235,0.08510638,0.00400322,61,0.03278689,-0.04274503,43,,
h4,bear,1,atr_expand,breakout20_down,778,0.10925450,0.02815133,150,0.12000000,0.04446809,144,0.13888889,0.04159159
h4,bear,1,atr_expand,bb_expand,2638,0.09401061,0.01290745,511,0.08219178,0.00665987,470,0.10638298,0.00908568
h4,bear,1,atr_expand,body_expand,1867,0.08355651,0.00245334,349,0.08022923,0.00469731,276,0.09782609,0.00052879
h4,bear,1,volatility,trend_bear,8698,0.07622442,0.00481315,1655,0.14018127,0.04922145,1240,0.06451613,-0.00199821
h4,bear,1,volatility,price20_bear,12908,0.07894329,0.00753202,2748,0.10480349,0.01384367,2099,0.09337780,0.02686346
h4,bear,1,volatility,price200_bear,12178,0.07398588,0.00257461,2298,0.11966928,0.02870946,1910,0.08429319,0.01777885
h4,bear,1,volatility,ema20_falling,12908,0.07894329,0.00753202,2748,0.10480349,0.01384367,2099,0.09337780,0.02686346
h4,bear,1,volatility,ema200_falling,12178,0.07398588,0.00257461,2298,0.11966928,0.02870946,1910,0.08429319,0.01777885
h4,bear,1,volatility,momentum_bear,8704,0.07846967,0.00705840,1840,0.10815217,0.01719235,1478,0.09066306,0.02414871
h4,bear,1,volatility,rsi40,6682,0.08874588,0.01733461,1250,0.12160000,0.03064018,1198,0.12353923,0.05702489
h4,bear,1,volatility,macd_bear,12688,0.07605612,0.00464485,2834,0.09703599,0.00607617,2011,0.09547489,0.02896054
h4,bear,1,volatility,macd_falling,12258,0.07350302,0.00209175,2647,0.10200227,0.01104245,1838,0.06800871,0.00149436
h4,bear,1,volatility,adx25,13559,0.08540453,0.01399326,2791,0.10211394,0.01115412,2339,0.08080376,0.01428942
h4,bear,1,volatility,adx_rising,12036,0.07535726,0.00394599,2669,0.09778943,0.00682961,2084,0.08637236,0.01985802
h4,bear,1,volatility,di_bear,13851,0.07761172,0.00620045,2927,0.10761872,0.01665890,2415,0.09233954,0.02582520
h4,bear,1,volatility,di_strong_bear,10790,0.08341057,0.01199929,2284,0.11339755,0.02243773,2039,0.09906817,0.03255383
h4,bear,1,volatility,bb_bear,12893,0.07903514,0.00762386,2770,0.10252708,0.01156725,2066,0.09583737,0.02932302
h4,bear,1,volatility,bb_lower,6181,0.08493771,0.01352644,1287,0.10878011,0.01782029,956,0.11715481,0.05064047
h4,bear,1,volatility,body_bear,4193,0.08442642,0.01301515,840,0.11071429,0.01975446,613,0.07830343,0.01178908
h4,bear,1,volatility,rsi_down1,5835,0.08174807,0.01033680,1277,0.09631950,0.00535968,882,0.07823129,0.01171695
h4,bear,1,volatility,rsi_down3,7068,0.07979626,0.00838499,1496,0.10762032,0.01666050,1021,0.08227228,0.01575794
h4,bear,1,volatility,rsi_cross50_down,1425,0.07859649,0.00718522,305,0.10163934,0.01067952,195,0.05641026,-0.01010409
h4,bear,1,volatility,rsi_cross45_down,1440,0.07777778,0.00636651,330,0.10303030,0.01207048,202,0.03960396,-0.02691038
h4,bear,1,volatility,macd_cross_down,1028,0.07879377,0.00738250,208,0.15865385,0.06769402,128,0.06250000,-0.00401434
h4,bear,1,volatility,macd_accel_down,12258,0.07350302,0.00209175,2647,0.10200227,0.01104245,1838,0.06800871,0.00149436
h4,bear,1,volatility,adx_up3,5205,0.08837656,0.01696529,1109,0.09738503,0.00642521,1092,0.11721612,0.05070177
h4,bear,1,volatility,adx_cross25_up,529,0.08506616,0.01365489,117,0.14529915,0.05433932,95,0.10526316,0.03874881
h4,bear,1,volatility,di_cross_down,1141,0.07449606,0.00308479,250,0.10800000,0.01704018,138,0.06521739,-0.00129695
h4,bear,1,volatility,di_spread_down3,7332,0.07869613,0.00728486,1562,0.10691421,0.01595439,1099,0.08371247,0.01719812
h4,bear,1,volatility,ema20_slope_down3,12964,0.07813946,0.00672819,2778,0.10223182,0.01127200,2131,0.09150634,0.02499199
h4,bear,1,volatility,price20_cross_down,1596,0.07706767,0.00565640,359,0.09749304,0.00653321,215,0.06046512,-0.00604923
h4,bear,1,volatility,price200_cross_down,636,0.07075472,-0.00065655,140,0.10000000,0.00904018,108,0.09259259,0.02607825
h4,bear,1,volatility,breakout20_down,1855,0.10404313,0.03263186,346,0.11560694,0.02464711,272,0.13602941,0.06951507
h4,bear,1,volatility,atr_expand,2864,0.09741620,0.02600493,605,0.09256198,0.00160216,491,0.11608961,0.04957527
h4,bear,1,volatility,bb_expand,7176,0.08110368,0.00969241,1540,0.08831169,-0.00264813,1214,0.09143328,0.02491893
h4,bear,1,volatility,body_expand,7611,0.07817632,0.00676505,1669,0.09886159,0.00790177,1204,0.05730897,-0.00920537
h4,bear,1,adx_cross25_up,trend_bear,446,0.05381166,-0.01722659,97,0.12371134,0.05414612,47,,
h4,bear,1,adx_cross25_up,price20_bear,756,0.07539683,0.00435857,188,0.09574468,0.02617946,125,0.08000000,0.01927126
h4,bear,1,adx_cross25_up,price200_bear,661,0.06051437,-0.01052388,151,0.09271523,0.02315001,101,0.10891089,0.04818215
h4,bear,1,adx_cross25_up,ema20_falling,756,0.07539683,0.00435857,188,0.09574468,0.02617946,125,0.08000000,0.01927126
h4,bear,1,adx_cross25_up,ema200_falling,661,0.06051437,-0.01052388,151,0.09271523,0.02315001,101,0.10891089,0.04818215
h4,bear,1,adx_cross25_up,momentum_bear,634,0.07097792,-0.00006033,153,0.09150327,0.02193805,101,0.05940594,-0.00132280
h4,bear,1,adx_cross25_up,rsi40,642,0.07476636,0.00372810,149,0.10738255,0.03781733,98,0.10204082,0.04131207
h4,bear,1,adx_cross25_up,macd_bear,766,0.07441253,0.00337428,186,0.09139785,0.02183263,133,0.07518797,0.01445922
h4,bear,1,adx_cross25_up,macd_falling,761,0.07621551,0.00517725,165,0.09696970,0.02740448,126,0.10317460,0.04244586
h4,bear,1,adx_cross25_up,adx25,1464,0.07103825,0.00000000,345,0.06956522,0.00000000,247,0.06072874,0.00000000
h4,bear,1,adx_cross25_up,adx_rising,1464,0.07103825,0.00000000,345,0.06956522,0.00000000,247,0.06072874,0.00000000
h4,bear,1,adx_cross25_up,di_bear,766,0.07832898,0.00729073,189,0.09523810,0.02567288,132,0.07575758,0.01502883
h4,bear,1,adx_cross25_up,di_strong_bear,766,0.07832898,0.00729073,189,0.09523810,0.02567288,132,0.07575758,0.01502883
h4,bear,1,adx_cross25_up,volatility,529,0.08506616,0.01402791,117,0.14529915,0.07573393,95,0.10526316,0.04453441
h4,bear,1,adx_cross25_up,bb_bear,757,0.07661823,0.00557998,187,0.09625668,0.02669147,127,0.07874016,0.01801141
h4,bear,1,adx_cross25_up,bb_lower,633,0.07740916,0.00637091,149,0.11409396,0.04452874,96,0.10416667,0.04343792
h4,bear,1,adx_cross25_up,body_bear,253,0.06719368,-0.00384458,51,0.11764706,0.04808184,52,0.09615385,0.03542510
h4,bear,1,adx_cross25_up,rsi_down1,326,0.08282209,0.01178383,68,0.10294118,0.03337596,66,0.09090909,0.03018035
h4,bear,1,adx_cross25_up,rsi_down3,416,0.08894231,0.01790406,103,0.09708738,0.02752216,70,0.11428571,0.05355697
h4,bear,1,adx_cross25_up,rsi_cross50_down,9,,,1,,,5,,
h4,bear,1,adx_cross25_up,rsi_cross45_down,20,,,9,,,6,,
h4,bear,1,adx_cross25_up,macd_cross_down,30,,,4,,,3,,
h4,bear,1,adx_cross25_up,macd_accel_down,761,0.07621551,0.00517725,165,0.09696970,0.02740448,126,0.10317460,0.04244586
h4,bear,1,adx_cross25_up,adx_up3,927,0.07119741,0.00015916,223,0.06726457,-0.00230064,172,0.06395349,0.00322474
h4,bear,1,adx_cross25_up,di_cross_down,2,,,1,,,0,,
h4,bear,1,adx_cross25_up,di_spread_down3,420,0.08571429,0.01467603,117,0.11111111,0.04154589,66,0.10606061,0.04533186
h4,bear,1,adx_cross25_up,ema20_slope_down3,758,0.07915567,0.00811742,189,0.09523810,0.02567288,127,0.07874016,0.01801141
h4,bear,1,adx_cross25_up,price20_cross_down,13,,,1,,,3,,
h4,bear,1,adx_cross25_up,price200_cross_down,28,,,6,,,11,,
h4,bear,1,adx_cross25_up,breakout20_down,223,0.08071749,0.00967924,54,0.12962963,0.06006441,41,,
h4,bear,1,adx_cross25_up,atr_expand,196,0.10714286,0.03610461,38,,,38,,
h4,bear,1,adx_cross25_up,bb_expand,908,0.06718062,-0.00385763,205,0.08292683,0.01336161,161,0.08695652,0.02622778
h4,bear,1,adx_cross25_up,body_expand,443,0.08577878,0.01474053,100,0.06000000,-0.00956522,81,0.09876543,0.03803669
h4,bear,1,rsi_cross45_down,trend_bear,1510,0.06158940,-0.00495963,277,0.11552347,0.03533023,194,0.03092784,-0.00995267
h4,bear,1,rsi_cross45_down,price20_bear,3965,0.06658260,0.00003357,1035,0.08019324,0.00000000,636,0.04088050,0.00000000
h4,bear,1,rsi_cross45_down,price200_bear,2431,0.06293706,-0.00361197,530,0.08867925,0.00848601,329,0.02735562,-0.01352488
h4,bear,1,rsi_cross45_down,ema20_falling,3965,0.06658260,0.00003357,1035,0.08019324,0.00000000,636,0.04088050,0.00000000
h4,bear,1,rsi_cross45_down,ema200_falling,2431,0.06293706,-0.00361197,530,0.08867925,0.00848601,329,0.02735562,-0.01352488
h4,bear,1,rsi_cross45_down,momentum_bear,3961,0.06639737,-0.00015166,1035,0.08019324,0.00000000,629,0.03815580,-0.00272470
h4,bear,1,rsi_cross45_down,rsi40,861,0.08710801,0.02055898,190,0.08947368,0.00928045,139,0.06474820,0.02386770
h4,bear,1,rsi_cross45_down,macd_bear,2678,0.06385362,-0.00269541,761,0.07752957,-0.00266367,446,0.05381166,0.01293116
h4,bear,1,rsi_cross45_down,macd_falling,3470,0.06945245,0.00290342,886,0.07674944,-0.00344380,570,0.04210526,0.00122476
h4,bear,1,rsi_cross45_down,adx25,1076,0.07713755,0.01058852,258,0.09302326,0.01283002,189,0.04232804,0.00144754
h4,bear,1,rsi_cross45_down,adx_rising,1642,0.07978076,0.01323173,474,0.08860759,0.00841436,320,0.05625000,0.01536950
h4,bear,1,rsi_cross45_down,di_bear,3626,0.06811914,0.00157011,969,0.08049536,0.00030212,594,0.04377104,0.00289054
h4,bear,1,rsi_cross45_down,di_strong_bear,2672,0.07597305,0.00942402,723,0.08990318,0.00970994,486,0.03909465,-0.00178585
h4,bear,1,rsi_cross45_down,volatility,1440,0.07777778,0.01122875,330,0.10303030,0.02283707,202,0.03960396,-0.00127654
h4,bear,1,rsi_cross45_down,bb_bear,3833,0.06600574,-0.00054329,1008,0.08035714,0.00016391,607,0.04118616,0.00030566
h4,bear,1,rsi_cross45_down,bb_lower,1971,0.07001522,0.00346619,569,0.06854130,-0.01165194,340,0.04705882,0.00617832
h4,bear,1,rsi_cross45_down,body_bear,2311,0.07053224,0.00398321,606,0.08580858,0.00561534,391,0.03580563,-0.00507488
h4,bear,1,rsi_cross45_down,rsi_down1,3099,0.07195870,0.00540967,801,0.08489388,0.00470065,510,0.04509804,0.00421754
h4,bear,1,rsi_cross45_down,rsi_down3,2386,0.07334451,0.00679548,598,0.07525084,-0.00494240,413,0.04842615,0.00754565
h4,bear,1,rsi_cross45_down,rsi_cross50_down,1027,0.08860759,0.02205857,242,0.06198347,-0.01820977,177,0.03954802,-0.00133248
h4,bear,1,rsi_cross45_down,macd_cross_down,567,0.09171076,0.02516173,142,0.11971831,0.03952507,88,0.06818182,0.02730132
h4,bear,1,rsi_cross45_down,macd_accel_down,3470,0.06945245,0.00290342,886,0.07674944,-0.00344380,570,0.04210526,0.00122476
h4,bear,1,rsi_cross45_down,adx_up3,113,0.07964602,0.01309699,37,,,46,,
h4,bear,1,rsi_cross45_down,adx_cross25_up,20,,,9,,,6,,
h4,bear,1,rsi_cross45_down,di_cross_down,985,0.07106599,0.00451696,223,0.06726457,-0.01292866,124,0.03225806,-0.00862244
h4,bear,1,rsi_cross45_down,di_spread_down3,2003,0.07538692,0.00883789,506,0.08102767,0.00083443,347,0.04899135,0.00811085
h4,bear,1,rsi_cross45_down,ema20_slope_down3,3641,0.06426806,-0.00228097,961,0.08116545,0.00097222,581,0.04302926,0.00214876
h4,bear,1,rsi_cross45_down,price20_cross_down,1169,0.08554320,0.01899417,268,0.07462687,-0.00556637,185,0.04864865,0.00776815
h4,bear,1,rsi_cross45_down,price200_cross_down,440,0.07272727,0.00617824,115,0.10434783,0.02415459,67,0.02985075,-0.01102976
h4,bear,1,rsi_cross45_down,breakout20_down,567,0.08289242,0.01634339,144,0.06250000,-0.01769324,102,0.08823529,0.04735479
h4,bear,1,rsi_cross45_down,atr_expand,491,0.10794297,0.04139394,84,0.09523810,0.01504486,76,0.07894737,0.03806687
h4,bear,1,rsi_cross45_down,bb_expand,494,0.09311741,0.02656838,117,0.09401709,0.01382386,106,0.06603774,0.02515723
h4,bear,1,rsi_cross45_down,body_expand,1981,0.06865220,0.00210317,497,0.06841046,-0.01178277,322,0.02795031,-0.01293019
h4,bear,1,rsi_down1,trend_bear,5032,0.06558029,-0.00066634,976,0.09016393,0.02027650,675,0.03555556,-0.01432568
h4,bear,1,rsi_down1,price20_bear,10282,0.07060883,0.00436221,2622,0.07589626,0.00600883,1707,0.06033978,0.01045854
h4,bear,1,rsi_down1,price200_bear,8091,0.06748239,0.00123576,1697,0.07837360,0.00848617,1202,0.05324459,0.00336336
h4,bear,1,rsi_down1,ema20_falling,10282,0.07060883,0.00436221,2622,0.07589626,0.00600883,1707,0.06033978,0.01045854
h4,bear,1,rsi_down1,ema200_falling,8091,0.06748239,0.00123576,1697,0.07837360,0.00848617,1202,0.05324459,0.00336336
h4,bear,1,rsi_down1,momentum_bear,6690,0.07010463,0.00385801,1646,0.07290401,0.00301658,1070,0.05794393,0.00806269
h4,bear,1,rsi_down1,rsi40,4708,0.07837723,0.01213061,1057,0.07379376,0.00390633,748,0.08689840,0.03701716
h4,bear,1,rsi_down1,macd_bear,8885,0.07236916,0.00612254,2418,0.07857734,0.00868991,1589,0.06419132,0.01431008
h4,bear,1,rsi_down1,macd_falling,15017,0.06858893,0.00234231,3797,0.06979194,-0.00009549,2660,0.05112782,0.00124658
h4,bear,1,rsi_down1,adx25,6974,0.07327215,0.00702553,1626,0.07626076,0.00637333,1224,0.06290850,0.01302726
h4,bear,1,rsi_down1,adx_rising,7835,0.07351627,0.00726965,2044,0.06800391,-0.00188352,1417,0.06210303,0.01222180
h4,bear,1,rsi_down1,di_bear,9430,0.07211029,0.00586366,2384,0.07298658,0.00309915,1731,0.06528018,0.01539895
h4,bear,1,rsi_down1,di_strong_bear,6908,0.07686740,0.01062078,1721,0.07902382,0.00913639,1320,0.06666667,0.01678543
h4,bear,1,rsi_down1,volatility,5835,0.08174807,0.01550145,1277,0.09631950,0.02643207,882,0.07823129,0.02835006
h4,bear,1,rsi_down1,bb_bear,9915,0.07130610,0.00505948,2559,0.07815553,0.00826810,1675,0.06149254,0.01161130
h4,bear,1,rsi_down1,bb_lower,5667,0.07887771,0.01263109,1466,0.06957708,-0.00031035,931,0.07411386,0.02423262
h4,bear,1,rsi_down1,body_bear,9524,0.06971861,0.00347198,2388,0.07370184,0.00381441,1683,0.04396910,-0.00591213
h4,bear,1,rsi_down1,rsi_down3,9247,0.07353736,0.00729074,2304,0.07855903,0.00867160,1583,0.05811750,0.00823626
h4,bear,1,rsi_down1,rsi_cross50_down,3384,0.06855792,0.00231129,877,0.07867731,0.00878988,596,0.04362416,-0.00625707
h4,bear,1,rsi_down1,rsi_cross45_down,3099,0.07195870,0.00571207,801,0.08489388,0.01500645,510,0.04509804,-0.00478320
h4,bear,1,rsi_down1,macd_cross_down,1860,0.07688172,0.01063510,454,0.10352423,0.03363680,293,0.05460751,0.00472627
h4,bear,1,rsi_down1,macd_accel_down,15017,0.06858893,0.00234231,3797,0.06979194,-0.00009549,2660,0.05112782,0.00124658
h4,bear,1,rsi_down1,adx_up3,2552,0.08346395,0.01721733,624,0.06730769,-0.00257974,508,0.10629921,0.05641798
h4,bear,1,rsi_down1,adx_cross25_up,326,0.08282209,0.01657546,68,0.10294118,0.03305375,66,0.09090909,0.04102786
h4,bear,1,rsi_down1,di_cross_down,2265,0.07284768,0.00660106,565,0.07256637,0.00267894,371,0.06199461,0.01211337
h4,bear,1,rsi_down1,di_spread_down3,7498,0.07668712,0.01044049,1883,0.08072225,0.01083482,1282,0.06006240,0.01018117
h4,bear,1,rsi_down1,ema20_slope_down3,7792,0.07251027,0.00626364,1961,0.07394187,0.00405444,1269,0.06934594,0.01946471
h4,bear,1,rsi_down1,price20_cross_down,3873,0.06919700,0.00295038,1036,0.07432432,0.00443689,671,0.03874814,-0.01113310
h4,bear,1,rsi_down1,price200_cross_down,1245,0.06827309,0.00202647,324,0.07098765,0.00110022,219,0.05479452,0.00491329
h4,bear,1,rsi_down1,breakout20_down,2724,0.09067548,0.02442885,626,0.07188498,0.00199755,417,0.09592326,0.04604203
h4,bear,1,rsi_down1,atr_expand,1679,0.09053008,0.02428345,325,0.09846154,0.02857411,264,0.09848485,0.04860361
h4,bear,1,rsi_down1,bb_expand,4019,0.08161234,0.01536572,954,0.05974843,-0.01013900,741,0.07962213,0.02974090
h4,bear,1,rsi_down1,body_expand,8391,0.06804910,0.00180248,2189,0.06943810,-0.00044933,1475,0.04067797,-0.00920327
h4,bear,1,adx_up3,trend_bear,4413,0.06866077,0.00272509,933,0.07931404,0.02104970,638,0.08150470,0.01349071
h4,bear,1,adx_up3,price20_bear,7370,0.07191316,0.00597748,1683,0.06654783,0.00828350,1492,0.09584450,0.02783051
h4,bear,1,adx_up3,price200_bear,6667,0.06839658,0.00246090,1517,0.06789717,0.00963283,1266,0.09952607,0.03151207
h4,bear,1,adx_up3,ema20_falling,7370,0.07191316,0.00597748,1683,0.06654783,0.00828350,1492,0.09584450,0.02783051
h4,bear,1,adx_up3,ema200_falling,6667,0.06839658,0.00246090,1517,0.06789717,0.00963283,1266,0.09952607,0.03151207
h4,bear,1,adx_up3,momentum_bear,5660,0.06607774,0.00014206,1353,0.06577975,0.00751541,1135,0.08986784,0.02185385
h4,bear,1,adx_up3,rsi40,6336,0.07402146,0.00808578,1392,0.06968391,0.01141957,1227,0.10513447,0.03712048
h4,bear,1,adx_up3,macd_bear,7385,0.07176710,0.00583141,1694,0.06670602,0.00844169,1497,0.09418838,0.02617439
h4,bear,1,adx_up3,macd_falling,6695,0.07348768,0.00755199,1643,0.06147292,0.00320858,1268,0.07886435,0.01085036
h4,bear,1,adx_up3,adx25,9215,0.07097124,0.00503556,2052,0.06237817,0.00411383,1731,0.07510110,0.00708711
h4,bear,1,adx_up3,adx_rising,13438,0.06503944,-0.00089624,3227,0.05670902,-0.00155532,2553,0.06776342,-0.00025058
h4,bear,1,adx_up3,di_bear,7425,0.07259259,0.00665691,1692,0.06560284,0.00733850,1528,0.09554974,0.02753575
h4,bear,1,adx_up3,di_strong_bear,7423,0.07261215,0.00667647,1692,0.06560284,0.00733850,1527,0.09495743,0.02694344
h4,bear,1,adx_up3,volatility,5205,0.08837656,0.02244088,1109,0.09738503,0.03912070,1092,0.11721612,0.04920213
h4,bear,1,adx_up3,bb_bear,7372,0.07230060,0.00636491,1691,0.06564163,0.00737730,1505,0.09568106,0.02766707
h4,bear,1,adx_up3,bb_lower,5825,0.07347639,0.00754071,1341,0.06636838,0.00810405,1120,0.10357143,0.03555744
h4,bear,1,adx_up3,body_bear,2018,0.08771060,0.02177492,426,0.06572770,0.00746336,402,0.10696517,0.03895118
h4,bear,1,adx_up3,rsi_down1,2552,0.08346395,0.01752827,624,0.06730769,0.00904336,508,0.10629921,0.03828522
h4,bear,1,adx_up3,rsi_down3,3312,0.08846618,0.02253050,796,0.06783920,0.00957486,687,0.10043668,0.03242269
h4,bear,1,adx_up3,rsi_cross50_down,47,,,11,,,22,,
h4,bear,1,adx_up3,rsi_cross45_down,113,0.07964602,0.01371033,37,,,46,,
h4,bear,1,adx_up3,macd_cross_down,85,0.05882353,-0.00711215,24,,,16,,
h4,bear,1,adx_up3,macd_accel_down,6695,0.07348768,0.00755199,1643,0.06147292,0.00320858,1268,0.07886435,0.01085036
h4,bear,1,adx_up3,adx_cross25_up,927,0.07119741,0.00526173,223,0.06726457,0.00900024,172,0.06395349,-0.00406050
h4,bear,1,adx_up3,di_cross_down,13,,,1,,,4,,
h4,bear,1,adx_up3,di_spread_down3,3480,0.08477011,0.01883443,826,0.06537530,0.00711097,710,0.10000000,0.03198601
h4,bear,1,adx_up3,ema20_slope_down3,7391,0.07265593,0.00672025,1693,0.06556409,0.00729975,1506,0.09628154,0.02826755
h4,bear,1,adx_up3,price20_cross_down,52,0.03846154,-0.02747414,12,,,20,,
h4,bear,1,adx_up3,price200_cross_down,223,0.12107623,0.05514055,49,,,58,0.12068966,0.05267566
h4,bear,1,adx_up3,breakout20_down,1596,0.10338346,0.03744778,347,0.07492795,0.01666362,316,0.12974684,0.06173284
h4,bear,1,adx_up3,atr_expand,1626,0.09901599,0.03308031,337,0.08308605,0.02482172,330,0.13030303,0.06228904
h4,bear,1,adx_up3,bb_expand,8301,0.06999157,0.00405588,1996,0.06563126,0.00736693,1574,0.07687421,0.00886021
h4,bear,1,adx_up3,body_expand,3646,0.07624794,0.01031226,874,0.07093822,0.01267388,737,0.07191316,0.00389917
h4,bear,1,price20_cross_down,trend_bear,1538,0.06241873,-0.00290073,261,0.07662835,0.00223524,214,0.01869159,-0.02195882
h4,bear,1,price20_cross_down,price20_bear,4899,0.06531945,0.00000000,1277,0.07439311,0.00000000,861,0.04065041,0.00000000
h4,bear,1,price20_cross_down,price200_bear,2423,0.06355757,-0.00176188,481,0.06029106,-0.01410205,358,0.02793296,-0.01271745
h4,bear,1,price20_cross_down,ema20_falling,4899,0.06531945,0.00000000,1277,0.07439311,0.00000000,861,0.04065041,0.00000000
h4,bear,1,price20_cross_down,ema200_falling,2423,0.06355757,-0.00176188,481,0.06029106,-0.01410205,358,0.02793296,-0.01271745
h4,bear,1,price20_cross_down,momentum_bear,1177,0.08581138,0.02049193,268,0.07462687,0.00023376,181,0.03867403,-0.00197637
h4,bear,1,price20_cross_down,rsi40,294,0.10544218,0.04012272,50,0.08000000,0.00560689,44,,
h4,bear,1,price20_cross_down,macd_bear,2575,0.07145631,0.00613686,771,0.08041505,0.00602194,507,0.04339250,0.00274210
h4,bear,1,price20_cross_down,macd_falling,4267,0.06749473,0.00217527,1090,0.07247706,-0.00191604,770,0.04545455,0.00480414
