timeframe,direction,horizon_bars,base_feature,added_feature,disc_n,disc_rate,disc_increment,val_n,val_rate,val_increment,oos_n,oos_rate,oos_increment
h4,bear,1,rsi_cross50_down,bb_expand,308,0.09415584,0.03038636,56,0.10714286,0.02979982,50,0.10000000,0.05099338
h4,bear,1,rsi_cross50_down,body_expand,2085,0.06235012,-0.00141937,543,0.06629834,-0.01104470,361,0.03878116,-0.01022546
h4,bear,1,bb_expand,trend_bear,6077,0.06779661,0.00421248,1169,0.08896493,0.02886663,864,0.04745370,-0.01060496
h4,bear,1,bb_expand,price20_bear,9032,0.07207706,0.00849293,2059,0.07236523,0.01226692,1487,0.08473436,0.02667570
h4,bear,1,bb_expand,price200_bear,8696,0.06600736,0.00242323,1814,0.07552370,0.01542540,1372,0.08236152,0.02430285
h4,bear,1,bb_expand,ema20_falling,9032,0.07207706,0.00849293,2059,0.07236523,0.01226692,1487,0.08473436,0.02667570
h4,bear,1,bb_expand,ema200_falling,8696,0.06600736,0.00242323,1814,0.07552370,0.01542540,1372,0.08236152,0.02430285
h4,bear,1,bb_expand,momentum_bear,7450,0.06577181,0.00218768,1720,0.06918605,0.00908774,1186,0.08178752,0.02372886
h4,bear,1,bb_expand,rsi40,7182,0.07296018,0.00937605,1557,0.07129094,0.01119264,1168,0.09160959,0.03355093
h4,bear,1,bb_expand,macd_bear,9008,0.07149201,0.00790788,2086,0.07094919,0.01085088,1515,0.08514851,0.02708985
h4,bear,1,bb_expand,macd_falling,9156,0.06847969,0.00489556,2177,0.06293064,0.00283234,1574,0.06670902,0.00865036
h4,bear,1,bb_expand,adx25,8825,0.07524079,0.01165666,1909,0.06914615,0.00904785,1557,0.06807964,0.01002098
h4,bear,1,bb_expand,adx_rising,14616,0.06410783,0.00052370,3466,0.06260819,0.00250989,2564,0.06357254,0.00551388
h4,bear,1,bb_expand,di_bear,9262,0.07147484,0.00789072,2179,0.06883892,0.00874061,1597,0.08390733,0.02584866
h4,bear,1,bb_expand,di_strong_bear,8481,0.07275085,0.00916673,1969,0.07160995,0.01151165,1482,0.08704453,0.02898587
h4,bear,1,bb_expand,volatility,7176,0.08110368,0.01751955,1540,0.08831169,0.02821339,1214,0.09143328,0.03337461
h4,bear,1,bb_expand,bb_bear,9028,0.07210899,0.00852487,2060,0.07281553,0.01271723,1491,0.08517773,0.02711907
h4,bear,1,bb_expand,bb_lower,7974,0.07148232,0.00789819,1815,0.06942149,0.00932319,1323,0.08616780,0.02810914
h4,bear,1,bb_expand,body_bear,3071,0.08270922,0.01912509,662,0.07099698,0.01089868,535,0.07476636,0.01670769
h4,bear,1,bb_expand,rsi_down1,4019,0.08161234,0.01802821,954,0.05974843,-0.00034987,741,0.07962213,0.02156347
h4,bear,1,bb_expand,rsi_down3,5083,0.07810348,0.01451935,1169,0.06244654,0.00234823,867,0.08535179,0.02729312
h4,bear,1,bb_expand,rsi_cross50_down,308,0.09415584,0.03057172,56,0.10714286,0.04704456,50,0.10000000,0.04194134
h4,bear,1,bb_expand,rsi_cross45_down,494,0.09311741,0.02953328,117,0.09401709,0.03391879,106,0.06603774,0.00797907
h4,bear,1,bb_expand,macd_cross_down,299,0.10033445,0.03675032,50,0.10000000,0.03990170,33,,
h4,bear,1,bb_expand,macd_accel_down,9156,0.06847969,0.00489556,2177,0.06293064,0.00283234,1574,0.06670902,0.00865036
h4,bear,1,bb_expand,adx_up3,8301,0.06999157,0.00640744,1996,0.06563126,0.00553296,1574,0.07687421,0.01881554
h4,bear,1,bb_expand,adx_cross25_up,908,0.06718062,0.00359649,205,0.08292683,0.02282853,161,0.08695652,0.02889786
h4,bear,1,bb_expand,di_cross_down,390,0.07692308,0.01333895,84,0.04761905,-0.01247925,58,0.05172414,-0.00633453
h4,bear,1,bb_expand,di_spread_down3,5308,0.07460437,0.01102024,1235,0.05991903,-0.00017927,903,0.08416390,0.02610523
h4,bear,1,bb_expand,ema20_slope_down3,8994,0.07160329,0.00801916,2062,0.07274491,0.01264661,1490,0.08523490,0.02717624
h4,bear,1,bb_expand,price20_cross_down,288,0.10416667,0.04058254,54,0.11111111,0.05101281,42,,
h4,bear,1,bb_expand,price200_cross_down,435,0.08735632,0.02377219,112,0.07142857,0.01133027,94,0.11702128,0.05896261
h4,bear,1,bb_expand,breakout20_down,2572,0.09292379,0.02933967,550,0.08181818,0.02171988,422,0.09952607,0.04146740
h4,bear,1,bb_expand,atr_expand,2638,0.09401061,0.03042649,511,0.08219178,0.02209348,470,0.10638298,0.04832432
h4,bear,1,bb_expand,body_expand,5391,0.07178631,0.00820218,1318,0.07283763,0.01273933,993,0.06948640,0.01142774
h4,bear,1,di_spread_down3,trend_bear,5615,0.06464826,0.00144992,1051,0.10085633,0.03124374,725,0.04275862,-0.01166705
h4,bear,1,di_spread_down3,price20_bear,13120,0.06539634,0.00219800,3292,0.07320778,0.00359519,2190,0.06255708,0.00813141
h4,bear,1,di_spread_down3,price200_bear,9621,0.06267540,-0.00052294,1988,0.08048290,0.01087031,1455,0.06048110,0.00605543
h4,bear,1,di_spread_down3,ema20_falling,13120,0.06539634,0.00219800,3292,0.07320778,0.00359519,2190,0.06255708,0.00813141
h4,bear,1,di_spread_down3,ema200_falling,9621,0.06267540,-0.00052294,1988,0.08048290,0.01087031,1455,0.06048110,0.00605543
h4,bear,1,di_spread_down3,momentum_bear,8564,0.06492293,0.00172459,2087,0.06995688,0.00034429,1323,0.05820106,0.00377539
h4,bear,1,di_spread_down3,rsi40,6516,0.07320442,0.01000608,1425,0.07157895,0.00196636,999,0.08008008,0.02565441
h4,bear,1,di_spread_down3,macd_bear,13175,0.06421252,0.00101418,3400,0.07205882,0.00244623,2285,0.06608315,0.01165748
h4,bear,1,di_spread_down3,macd_falling,17462,0.06408201,0.00088366,4324,0.07284921,0.00323662,3057,0.05332025,-0.00110542
h4,bear,1,di_spread_down3,adx25,8589,0.07125393,0.00805559,2025,0.07209877,0.00248617,1534,0.05932203,0.00489637
h4,bear,1,di_spread_down3,adx_rising,9494,0.07057089,0.00737255,2369,0.07513719,0.00552460,1743,0.06769937,0.01327370
h4,bear,1,di_spread_down3,di_bear,13220,0.06626324,0.00306490,3314,0.06910078,-0.00051181,2399,0.06294289,0.00851723
h4,bear,1,di_spread_down3,di_strong_bear,10314,0.07009889,0.00690055,2508,0.07456140,0.00494881,1912,0.06589958,0.01147392
h4,bear,1,di_spread_down3,volatility,7332,0.07869613,0.01549778,1562,0.10691421,0.03730162,1099,0.08371247,0.02928680
h4,bear,1,di_spread_down3,bb_bear,12908,0.06507592,0.00187758,3236,0.07262052,0.00300793,2182,0.06416132,0.00973565
h4,bear,1,di_spread_down3,bb_lower,7977,0.07107935,0.00788101,1968,0.07063008,0.00101749,1257,0.07796340,0.02353774
h4,bear,1,di_spread_down3,body_bear,5164,0.07649109,0.01329275,1238,0.08319871,0.01358612,829,0.05548854,0.00106287
h4,bear,1,di_spread_down3,rsi_down1,7498,0.07668712,0.01348877,1883,0.08072225,0.01110966,1282,0.06006240,0.00563674
h4,bear,1,di_spread_down3,rsi_down3,14442,0.06737294,0.00417460,3564,0.07575758,0.00614498,2482,0.05882353,0.00439786
h4,bear,1,di_spread_down3,rsi_cross50_down,1945,0.06529563,0.00209729,525,0.08380952,0.01419693,355,0.04225352,-0.01217214
h4,bear,1,di_spread_down3,rsi_cross45_down,2003,0.07538692,0.01218858,506,0.08102767,0.01141508,347,0.04899135,-0.00543431
h4,bear,1,di_spread_down3,macd_cross_down,2032,0.06545276,0.00225441,483,0.09937888,0.02976629,329,0.04255319,-0.01187247
h4,bear,1,di_spread_down3,macd_accel_down,17462,0.06408201,0.00088366,4324,0.07284921,0.00323662,3057,0.05332025,-0.00110542
h4,bear,1,di_spread_down3,adx_up3,3480,0.08477011,0.02157177,826,0.06537530,-0.00423729,710,0.10000000,0.04557433
h4,bear,1,di_spread_down3,adx_cross25_up,420,0.08571429,0.02251594,117,0.11111111,0.04149852,66,0.10606061,0.05163494
h4,bear,1,di_spread_down3,di_cross_down,2082,0.06676273,0.00356439,557,0.07181329,0.00220069,366,0.04644809,-0.00797758
h4,bear,1,di_spread_down3,ema20_slope_down3,11585,0.06629262,0.00309428,2848,0.07162921,0.00201662,1909,0.06443164,0.01000597
h4,bear,1,di_spread_down3,price20_cross_down,2169,0.06915629,0.00595795,589,0.08658744,0.01697485,402,0.03980100,-0.01462467
h4,bear,1,di_spread_down3,price200_cross_down,779,0.07317073,0.00997239,208,0.06250000,-0.00711259,144,0.06944444,0.01501878
h4,bear,1,di_spread_down3,breakout20_down,2882,0.08570437,0.02250603,663,0.07541478,0.00580219,451,0.09090909,0.03648342
h4,bear,1,di_spread_down3,atr_expand,2256,0.09397163,0.03077329,408,0.08333333,0.01372074,408,0.13480392,0.08037826
h4,bear,1,di_spread_down3,bb_expand,5308,0.07460437,0.01140603,1235,0.05991903,-0.00969356,903,0.08416390,0.02973823
h4,bear,1,di_spread_down3,body_expand,6368,0.06626884,0.00307050,1637,0.06719609,-0.00241650,1104,0.05434783,-0.00007784
h4,bear,1,rsi40,trend_bear,9956,0.06106870,-0.00192806,1875,0.08640000,0.01772564,1429,0.05388383,-0.01493337
h4,bear,1,rsi40,price20_bear,16969,0.06305616,0.00005940,3553,0.06867436,0.00000000,2790,0.06881720,0.00000000
h4,bear,1,rsi40,price200_bear,14196,0.06079177,-0.00220499,2849,0.07476307,0.00608872,2275,0.07164835,0.00283115
h4,bear,1,rsi40,ema20_falling,16969,0.06305616,0.00005940,3553,0.06867436,0.00000000,2790,0.06881720,0.00000000
h4,bear,1,rsi40,ema200_falling,14196,0.06079177,-0.00220499,2849,0.07476307,0.00608872,2275,0.07164835,0.00283115
h4,bear,1,rsi40,momentum_bear,15232,0.05875788,-0.00423888,3253,0.06762988,-0.00104448,2473,0.06105944,-0.00775776
h4,bear,1,rsi40,macd_bear,14341,0.06436092,0.00136416,3148,0.06893266,0.00025830,2303,0.07642206,0.00760485
h4,bear,1,rsi40,macd_falling,9545,0.06956522,0.00656846,2031,0.07434761,0.00567325,1466,0.07298772,0.00417052
h4,bear,1,rsi40,adx25,10795,0.06975452,0.00675775,2205,0.07301587,0.00434151,2020,0.07722772,0.00841052
h4,bear,1,rsi40,adx_rising,13273,0.06516989,0.00217313,2863,0.07020608,0.00153172,2234,0.07609669,0.00727948
h4,bear,1,rsi40,di_bear,16852,0.06313791,0.00014114,3533,0.06906312,0.00038876,2785,0.06894075,0.00012355
h4,bear,1,rsi40,di_strong_bear,16255,0.06441095,0.00141419,3437,0.06895548,0.00028112,2743,0.06926723,0.00045002
h4,bear,1,rsi40,volatility,6682,0.08874588,0.02574912,1250,0.12160000,0.05292564,1198,0.12353923,0.05472203
h4,bear,1,rsi40,bb_bear,16912,0.06297304,-0.00002372,3541,0.06890709,0.00023273,2786,0.06891601,0.00009880
h4,bear,1,rsi40,bb_lower,12290,0.06566314,0.00266638,2675,0.07214953,0.00347517,1904,0.07300420,0.00418700
h4,bear,1,rsi40,body_bear,4338,0.07906870,0.01607193,913,0.07338445,0.00471009,704,0.07528409,0.00646689
h4,bear,1,rsi40,rsi_down1,4708,0.07837723,0.01538047,1057,0.07379376,0.00511940,748,0.08689840,0.01808119
h4,bear,1,rsi40,rsi_down3,6684,0.07345901,0.01046224,1463,0.07245386,0.00377950,1041,0.07973103,0.01091382
h4,bear,1,rsi40,rsi_cross50_down,261,0.10344828,0.04045151,49,,,45,,
h4,bear,1,rsi40,rsi_cross45_down,861,0.08710801,0.02411125,190,0.08947368,0.02079932,139,0.06474820,-0.00406900
h4,bear,1,rsi40,macd_cross_down,771,0.08690013,0.02390337,152,0.10526316,0.03658880,99,0.03030303,-0.03851417
h4,bear,1,rsi40,macd_accel_down,9545,0.06956522,0.00656846,2031,0.07434761,0.00567325,1466,0.07298772,0.00417052
h4,bear,1,rsi40,adx_up3,6336,0.07402146,0.01102470,1392,0.06968391,0.00100955,1227,0.10513447,0.03631727
h4,bear,1,rsi40,adx_cross25_up,642,0.07476636,0.01176959,149,0.10738255,0.03870819,98,0.10204082,0.03322361
h4,bear,1,rsi40,di_cross_down,443,0.06546275,0.00246599,91,0.06593407,-0.00274029,42,,
h4,bear,1,rsi40,di_spread_down3,6516,0.07320442,0.01020766,1425,0.07157895,0.00290459,999,0.08008008,0.01126288
h4,bear,1,rsi40,ema20_slope_down3,16950,0.06283186,-0.00016490,3550,0.06845070,-0.00022366,2789,0.06884188,0.00002467
h4,bear,1,rsi40,price20_cross_down,294,0.10544218,0.04244542,50,0.08000000,0.01132564,44,,
h4,bear,1,rsi40,price200_cross_down,586,0.08020478,0.01720802,165,0.06666667,-0.00200769,122,0.09016393,0.02134673
h4,bear,1,rsi40,breakout20_down,3930,0.08447837,0.02148161,833,0.06962785,0.00095349,604,0.08443709,0.01561988
h4,bear,1,rsi40,atr_expand,1581,0.10309930,0.04010254,317,0.07886435,0.01018999,298,0.14765101,0.07883380
h4,bear,1,rsi40,bb_expand,7182,0.07296018,0.00996342,1557,0.07129094,0.00261658,1168,0.09160959,0.02279238
h4,bear,1,rsi40,body_expand,5108,0.07223962,0.00924286,1115,0.07443946,0.00576510,885,0.06892655,0.00010935
h4,bear,1,macd_cross_down,trend_bear,844,0.07345972,0.01197002,141,0.12056738,0.03241311,98,0.04081633,-0.00979096
h4,bear,1,macd_cross_down,price20_bear,2047,0.07132389,0.00983419,466,0.08798283,-0.00017144,301,0.04318937,-0.00741792
h4,bear,1,macd_cross_down,price200_bear,1502,0.06857523,0.00708553,276,0.10869565,0.02054138,189,0.03703704,-0.01357025
h4,bear,1,macd_cross_down,ema20_falling,2047,0.07132389,0.00983419,466,0.08798283,-0.00017144,301,0.04318937,-0.00741792
h4,bear,1,macd_cross_down,ema200_falling,1502,0.06857523,0.00708553,276,0.10869565,0.02054138,189,0.03703704,-0.01357025
h4,bear,1,macd_cross_down,momentum_bear,1226,0.07993475,0.01844505,271,0.08487085,-0.00328342,159,0.03144654,-0.01916075
h4,bear,1,macd_cross_down,rsi40,771,0.08690013,0.02541043,152,0.10526316,0.01710889,99,0.03030303,-0.02030426
h4,bear,1,macd_cross_down,macd_bear,3155,0.06148970,0.00000000,726,0.08815427,0.00000000,494,0.05060729,0.00000000
h4,bear,1,macd_cross_down,macd_falling,3155,0.06148970,0.00000000,726,0.08815427,0.00000000,494,0.05060729,0.00000000
h4,bear,1,macd_cross_down,adx25,1248,0.06490385,0.00341415,276,0.11231884,0.02416457,188,0.05319149,0.00258420
h4,bear,1,macd_cross_down,adx_rising,1262,0.07131537,0.00982567,281,0.09608541,0.00793114,193,0.06735751,0.01675023
h4,bear,1,macd_cross_down,di_bear,1811,0.07399227,0.01250257,405,0.08395062,-0.00420365,285,0.04561404,-0.00499325
h4,bear,1,macd_cross_down,di_strong_bear,1265,0.07430830,0.01281860,287,0.08362369,-0.00453058,213,0.04225352,-0.00835377
h4,bear,1,macd_cross_down,volatility,1028,0.07879377,0.01730408,208,0.15865385,0.07049958,128,0.06250000,0.01189271
h4,bear,1,macd_cross_down,bb_bear,1965,0.07124682,0.00975712,450,0.08222222,-0.00593205,295,0.04406780,-0.00653949
h4,bear,1,macd_cross_down,bb_lower,939,0.08200213,0.02051243,200,0.09500000,0.00684573,106,0.04716981,-0.00343748
h4,bear,1,macd_cross_down,body_bear,1323,0.07482993,0.01334023,304,0.11842105,0.03026678,197,0.04060914,-0.00999815
h4,bear,1,macd_cross_down,rsi_down1,1860,0.07688172,0.01539202,454,0.10352423,0.01536996,293,0.05460751,0.00400022
h4,bear,1,macd_cross_down,rsi_down3,2296,0.06707317,0.00558347,539,0.09461967,0.00646540,354,0.04237288,-0.00823441
h4,bear,1,macd_cross_down,rsi_cross50_down,606,0.07260726,0.01111756,159,0.10062893,0.01247466,101,0.04950495,-0.00110234
h4,bear,1,macd_cross_down,rsi_cross45_down,567,0.09171076,0.03022106,142,0.11971831,0.03156404,88,0.06818182,0.01757453
h4,bear,1,macd_cross_down,macd_accel_down,3155,0.06148970,0.00000000,726,0.08815427,0.00000000,494,0.05060729,0.00000000
h4,bear,1,macd_cross_down,adx_up3,85,0.05882353,-0.00266617,24,,,16,,
h4,bear,1,macd_cross_down,adx_cross25_up,30,,,4,,,3,,
h4,bear,1,macd_cross_down,di_cross_down,516,0.07945736,0.01796767,124,0.11290323,0.02474896,70,0.02857143,-0.02203586
h4,bear,1,macd_cross_down,di_spread_down3,2032,0.06545276,0.00396306,483,0.09937888,0.01122461,329,0.04255319,-0.00805410
h4,bear,1,macd_cross_down,ema20_slope_down3,1463,0.07655502,0.01506533,311,0.08681672,-0.00133755,201,0.03980100,-0.01080629
h4,bear,1,macd_cross_down,price20_cross_down,750,0.07866667,0.01717697,200,0.09500000,0.00684573,130,0.04615385,-0.00445344
h4,bear,1,macd_cross_down,price200_cross_down,222,0.06756757,0.00607787,57,0.17543860,0.08728433,35,,
h4,bear,1,macd_cross_down,breakout20_down,351,0.10826211,0.04677241,69,0.11594203,0.02778776,43,,
h4,bear,1,macd_cross_down,atr_expand,354,0.11299435,0.05150465,57,0.12280702,0.03465275,44,,
h4,bear,1,macd_cross_down,bb_expand,299,0.10033445,0.03884475,50,0.10000000,0.01184573,33,,
h4,bear,1,macd_cross_down,body_expand,1289,0.07447634,0.01298664,295,0.08474576,-0.00340851,181,0.02209945,-0.02850784
h4,bear,1,adx25,trend_bear,12897,0.06451113,0.00358482,2757,0.07725789,0.01431100,2282,0.05039439,-0.00093764
h4,bear,1,adx25,price20_bear,17688,0.06535504,0.00442873,3880,0.06881443,0.00586755,3219,0.06554831,0.01421627
h4,bear,1,adx25,price200_bear,16953,0.06500324,0.00407693,3630,0.07162534,0.00867846,3228,0.06226766,0.01093562
h4,bear,1,adx25,ema20_falling,17688,0.06535504,0.00442873,3880,0.06881443,0.00586755,3219,0.06554831,0.01421627
h4,bear,1,adx25,ema200_falling,16953,0.06500324,0.00407693,3630,0.07162534,0.00867846,3228,0.06226766,0.01093562
h4,bear,1,adx25,momentum_bear,12929,0.06342331,0.00249700,2818,0.06990774,0.00696085,2334,0.06469580,0.01336377
h4,bear,1,adx25,rsi40,10795,0.06975452,0.00882821,2205,0.07301587,0.01006899,2020,0.07722772,0.02589569
h4,bear,1,adx25,macd_bear,17248,0.06307978,0.00215347,4002,0.06546727,0.00252038,2883,0.07110649,0.01977445
h4,bear,1,adx25,macd_falling,17073,0.06325778,0.00233146,3889,0.06968372,0.00673684,2956,0.05514208,0.00381005
h4,bear,1,adx25,adx_rising,18328,0.06307289,0.00214658,4105,0.06406821,0.00112132,3226,0.06075635,0.00942432
h4,bear,1,adx25,di_bear,18828,0.06458466,0.00365835,4222,0.06489815,0.00195127,3730,0.06300268,0.01167065
h4,bear,1,adx25,di_strong_bear,16532,0.06587225,0.00494594,3688,0.06697397,0.00402709,3349,0.06509406,0.01376202
h4,bear,1,adx25,volatility,13559,0.08540453,0.02447822,2791,0.10211394,0.03916705,2339,0.08080376,0.02947173
h4,bear,1,adx25,bb_bear,17487,0.06513410,0.00420779,3867,0.06723558,0.00428870,3145,0.06550079,0.01416876
h4,bear,1,adx25,bb_lower,7952,0.07369215,0.01276584,1731,0.07510110,0.01215421,1360,0.08235294,0.03102091
h4,bear,1,adx25,body_bear,4988,0.07778669,0.01686038,1061,0.08199811,0.01905123,866,0.06466513,0.01333309
h4,bear,1,adx25,rsi_down1,6974,0.07327215,0.01234584,1626,0.07626076,0.01331388,1224,0.06290850,0.01157646
h4,bear,1,adx25,rsi_down3,8304,0.07418112,0.01325481,1904,0.07615546,0.01320858,1423,0.06605762,0.01472559
h4,bear,1,adx25,rsi_cross50_down,1064,0.06766917,0.00674286,246,0.06097561,-0.00197127,190,0.04736842,-0.00396361
h4,bear,1,adx25,rsi_cross45_down,1076,0.07713755,0.01621124,258,0.09302326,0.03007637,189,0.04232804,-0.00900399
h4,bear,1,adx25,macd_cross_down,1248,0.06490385,0.00397754,276,0.11231884,0.04937196,188,0.05319149,0.00185946
h4,bear,1,adx25,macd_accel_down,17073,0.06325778,0.00233146,3889,0.06968372,0.00673684,2956,0.05514208,0.00381005
h4,bear,1,adx25,adx_up3,9215,0.07097124,0.01004493,2052,0.06237817,-0.00056872,1731,0.07510110,0.02376906
h4,bear,1,adx25,adx_cross25_up,1464,0.07103825,0.01011194,345,0.06956522,0.00661833,247,0.06072874,0.00939671
h4,bear,1,adx25,di_cross_down,676,0.06952663,0.00860032,155,0.06451613,0.00156924,96,0.03125000,-0.02008203
h4,bear,1,adx25,di_spread_down3,8589,0.07125393,0.01032762,2025,0.07209877,0.00915188,1534,0.05932203,0.00799000
h4,bear,1,adx25,ema20_slope_down3,17763,0.06468502,0.00375871,3903,0.06661542,0.00366854,3278,0.06467358,0.01334155
h4,bear,1,adx25,price20_cross_down,1428,0.06792717,0.00700086,347,0.06628242,0.00333554,257,0.03501946,-0.01631258
h4,bear,1,adx25,price200_cross_down,484,0.08884298,0.02791666,114,0.07894737,0.01600048,117,0.05982906,0.00849703
h4,bear,1,adx25,breakout20_down,2070,0.10048309,0.03955678,395,0.07341772,0.01047084,355,0.09859155,0.04725952
h4,bear,1,adx25,atr_expand,2444,0.09574468,0.03481837,473,0.07822410,0.01527722,347,0.13256484,0.08123281
h4,bear,1,adx25,bb_expand,8825,0.07524079,0.01431448,1909,0.06914615,0.00619927,1557,0.06807964,0.01674761
h4,bear,1,adx25,body_expand,9933,0.07157958,0.01065327,2317,0.06732844,0.00438156,1820,0.04505495,-0.00627709
h4,bear,1,price200_cross_down,trend_bear,160,0.04375000,-0.01687500,28,,,27,,
h4,bear,1,price200_cross_down,price20_bear,1191,0.06381192,0.00318692,344,0.05813953,-0.00961747,203,0.06403941,0.00988778
h4,bear,1,price200_cross_down,price200_bear,1600,0.06062500,0.00000000,428,0.06775701,0.00000000,277,0.05415162,0.00000000
h4,bear,1,price200_cross_down,ema20_falling,1191,0.06381192,0.00318692,344,0.05813953,-0.00961747,203,0.06403941,0.00988778
h4,bear,1,price200_cross_down,ema200_falling,1600,0.06062500,0.00000000,428,0.06775701,0.00000000,277,0.05415162,0.00000000
h4,bear,1,price200_cross_down,momentum_bear,850,0.06705882,0.00643382,245,0.07346939,0.00571238,147,0.04761905,-0.00653258
h4,bear,1,price200_cross_down,rsi40,586,0.08020478,0.01957978,165,0.06666667,-0.00109034,122,0.09016393,0.03601231
h4,bear,1,price200_cross_down,macd_bear,955,0.06806283,0.00743783,282,0.07092199,0.00316498,178,0.06741573,0.01326411
h4,bear,1,price200_cross_down,macd_falling,1381,0.06299783,0.00237283,379,0.07124011,0.00348310,241,0.05809129,0.00393966
h4,bear,1,price200_cross_down,adx25,484,0.08884298,0.02821798,114,0.07894737,0.01119036,117,0.05982906,0.00567744
h4,bear,1,price200_cross_down,adx_rising,812,0.06773399,0.00710899,217,0.07834101,0.01058400,170,0.07058824,0.01643661
h4,bear,1,price200_cross_down,di_bear,1086,0.06813996,0.00751496,318,0.05974843,-0.00800858,201,0.06965174,0.01550012
h4,bear,1,price200_cross_down,di_strong_bear,841,0.07015458,0.00952958,244,0.06557377,-0.00218324,170,0.08235294,0.02820132
h4,bear,1,price200_cross_down,volatility,636,0.07075472,0.01012972,140,0.10000000,0.03224299,108,0.09259259,0.03844097
h4,bear,1,price200_cross_down,bb_bear,1128,0.06294326,0.00231826,333,0.06306306,-0.00469395,198,0.06060606,0.00645444
h4,bear,1,price200_cross_down,bb_lower,695,0.07482014,0.01419514,208,0.05769231,-0.01006470,130,0.08461538,0.03046376
h4,bear,1,price200_cross_down,body_bear,936,0.07264957,0.01202457,239,0.08786611,0.02010910,172,0.05813953,0.00398791
h4,bear,1,price200_cross_down,rsi_down1,1245,0.06827309,0.00764809,324,0.07098765,0.00323064,219,0.05479452,0.00064290
h4,bear,1,price200_cross_down,rsi_down3,917,0.07415485,0.01352985,251,0.07171315,0.00395614,168,0.06547619,0.01132457
h4,bear,1,price200_cross_down,rsi_cross50_down,422,0.05687204,-0.00375296,100,0.04000000,-0.02775701,62,0.03225806,-0.02189356
h4,bear,1,price200_cross_down,rsi_cross45_down,440,0.07272727,0.01210227,115,0.10434783,0.03659082,67,0.02985075,-0.02430088
h4,bear,1,price200_cross_down,macd_cross_down,222,0.06756757,0.00694257,57,0.17543860,0.10768159,35,,
h4,bear,1,price200_cross_down,macd_accel_down,1381,0.06299783,0.00237283,379,0.07124011,0.00348310,241,0.05809129,0.00393966
h4,bear,1,price200_cross_down,adx_up3,223,0.12107623,0.06045123,49,,,58,0.12068966,0.06653803
h4,bear,1,price200_cross_down,adx_cross25_up,28,,,6,,,11,,
h4,bear,1,price200_cross_down,di_cross_down,284,0.07394366,0.01331866,79,0.03797468,-0.02978233,32,,
h4,bear,1,price200_cross_down,di_spread_down3,779,0.07317073,0.01254573,208,0.06250000,-0.00525701,144,0.06944444,0.01529282
h4,bear,1,price200_cross_down,ema20_slope_down3,926,0.06695464,0.00632964,275,0.06181818,-0.00593883,167,0.07784431,0.02369269
h4,bear,1,price200_cross_down,price20_cross_down,455,0.06373626,0.00311126,112,0.03571429,-0.03204272,65,0.04615385,-0.00799778
h4,bear,1,price200_cross_down,breakout20_down,355,0.09295775,0.03233275,101,0.03960396,-0.02815305,72,0.13888889,0.08473726
h4,bear,1,price200_cross_down,atr_expand,235,0.08510638,0.02448138,61,0.03278689,-0.03497012,43,,
h4,bear,1,price200_cross_down,bb_expand,435,0.08735632,0.02673132,112,0.07142857,0.00367156,94,0.11702128,0.06286965
h4,bear,1,price200_cross_down,body_expand,786,0.07124682,0.01062182,196,0.07653061,0.00877360,152,0.04605263,-0.00809899
h4,bear,1,body_expand,trend_bear,7816,0.06077277,0.00109897,1513,0.08195638,0.01792204,1174,0.02896082,-0.00922534
h4,bear,1,body_expand,price20_bear,11177,0.06325490,0.00358110,2770,0.07328520,0.00925086,1902,0.05152471,0.01333855
h4,bear,1,body_expand,price200_bear,10950,0.06100457,0.00133077,2263,0.07600530,0.01197097,1754,0.04446978,0.00628363
h4,bear,1,body_expand,ema20_falling,11177,0.06325490,0.00358110,2770,0.07328520,0.00925086,1902,0.05152471,0.01333855
h4,bear,1,body_expand,ema200_falling,10950,0.06100457,0.00133077,2263,0.07600530,0.01197097,1754,0.04446978,0.00628363
h4,bear,1,body_expand,momentum_bear,7409,0.06424619,0.00457239,1749,0.07032590,0.00629157,1230,0.04634146,0.00815531
h4,bear,1,body_expand,rsi40,5108,0.07223962,0.01256582,1115,0.07443946,0.01040513,885,0.06892655,0.03074040
h4,bear,1,body_expand,macd_bear,11487,0.06180900,0.00213520,2997,0.07273941,0.00870507,2055,0.04768856,0.00950241
h4,bear,1,body_expand,macd_falling,11499,0.06183146,0.00215766,2925,0.06564103,0.00160669,2089,0.04643370,0.00824754
h4,bear,1,body_expand,adx25,9933,0.07157958,0.01190578,2317,0.06732844,0.00329411,1820,0.04505495,0.00686879
h4,bear,1,body_expand,adx_rising,10925,0.06434783,0.00467403,2763,0.06442273,0.00038839,2001,0.04797601,0.00978985
h4,bear,1,body_expand,di_bear,12097,0.06224684,0.00257304,3005,0.06988353,0.00584919,2327,0.04770090,0.00951474
h4,bear,1,body_expand,di_strong_bear,8772,0.06748746,0.00781366,2181,0.07198533,0.00795099,1758,0.05346985,0.01528369
h4,bear,1,body_expand,volatility,7611,0.07817632,0.01850252,1669,0.09886159,0.03482726,1204,0.05730897,0.01912281
h4,bear,1,body_expand,bb_bear,11178,0.06351762,0.00384382,2780,0.07482014,0.01078581,1921,0.04997397,0.01178781
h4,bear,1,body_expand,bb_lower,5085,0.07020649,0.01053269,1251,0.07513989,0.01110555,845,0.07100592,0.03281976
h4,bear,1,body_expand,body_bear,7227,0.06669434,0.00702054,1794,0.06856187,0.00452754,1278,0.04225352,0.00406736
