conditions,pair,event_timestamp,hit100,hit150,hit200,hit300
price20+price200+macd+volatility,gbpusd,2024-11-06 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,gbpusd,2024-11-12 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,gbpusd,2024-11-14 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,gbpusd,2024-12-18 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-01-02 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-01-08 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-01-09 08:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,gbpusd,2025-01-10 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-04-08 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-04-09 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-06-17 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-07-30 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-07-31 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-09-02 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-09-19 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-10-02 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-10-07 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,gbpusd,2025-10-08 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-10-09 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-10-09 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-10-29 20:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,gbpusd,2025-10-30 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2025-11-20 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-03-02 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-03-02 08:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,gbpusd,2026-03-02 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-03-03 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-03-04 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-05-14 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-05-15 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-06-17 20:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,gbpusd,2026-06-18 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-06-19 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,gbpusd,2026-09-14 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-03-04 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-03-05 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-06-16 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-06-17 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-07-09 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-07-19 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-08-18 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-09-17 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-09-28 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-11-10 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-11-11 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-11-22 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2021-11-24 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-01-03 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-01-24 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,nzdusd,2022-01-27 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-04-13 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-04-22 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,nzdusd,2022-04-25 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-04-27 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-04-28 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-04-28 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-05-02 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-05-05 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-05-09 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-05-10 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-06-13 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-08-17 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-08-19 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-09-13 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-09-23 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-09-26 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-09-26 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2022-10-06 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2023-01-03 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2023-02-03 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2023-05-24 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2023-05-25 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2023-07-28 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2024-04-10 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2024-04-15 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2024-07-10 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2024-07-16 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2024-11-12 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2024-12-04 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-04-04 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-04-07 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-04-07 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-06-19 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-09-18 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-09-19 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-10-08 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-10-13 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2025-11-19 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2026-03-02 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2026-03-04 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2026-03-09 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2026-06-08 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2026-06-17 20:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,nzdusd,2026-06-19 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,nzdusd,2026-09-09 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2021-03-02 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2021-03-09 12:00:00+00:00,1,0,1,0
price20+price200+macd+volatility,usdcad,2021-04-21 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2021-04-26 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2021-05-17 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2022-01-07 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2022-01-11 20:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2022-02-28 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2022-03-02 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2022-03-11 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2022-07-19 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2022-10-26 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2022-11-04 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2022-11-10 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2022-11-11 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-01-04 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-01-06 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-01-09 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-02-10 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-04-12 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-05-05 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-05-05 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-06-01 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2023-06-15 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-07-12 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-11-24 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-12-13 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2023-12-14 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2023-12-14 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2024-09-19 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2024-09-23 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-02-04 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-02-06 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-04-03 00:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2025-04-03 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-04-04 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-04-09 20:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,usdcad,2025-04-10 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-04-10 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdcad,2025-04-11 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-04-11 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-05-30 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-06-02 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-10-28 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2025-11-28 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-01-23 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-01-26 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-01-27 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-01-28 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-01-28 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-01-29 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-03-06 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-03-10 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-07-14 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-07-30 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdcad,2026-08-10 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2021-05-06 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2021-05-21 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2021-11-26 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-01-12 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-03-31 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-05-24 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-06-16 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-07-19 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-07-22 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-07-28 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-07-29 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-08-08 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2022-08-10 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-09-09 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-09-12 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-11-07 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-11-10 16:00:00+00:00,1,1,1,0
price20+price200+macd+volatility,usdchf,2022-11-11 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-11-11 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2022-12-13 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-03-07 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-03-10 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2023-03-13 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-05-03 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-06-14 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-07-03 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-07-12 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2023-07-14 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-08-06 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-11-14 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-11-29 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-12-13 20:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2023-12-14 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-12-27 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2023-12-28 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-01-31 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-05-30 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2024-06-03 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-06-12 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2024-07-11 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2024-07-24 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-07-26 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-07-31 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-08-01 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-08-02 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2024-08-05 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2024-08-06 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-03-04 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2025-03-06 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-03 08:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-03 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-04 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-04 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-07 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-07 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-08 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-09 08:00:00+00:00,0,0,1,0
price20+price200+macd+volatility,usdchf,2025-04-10 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-11 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-04-13 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-06-24 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdchf,2025-06-26 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-09-05 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-10-15 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2025-11-13 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2026-01-20 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2026-01-23 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2026-01-26 00:00:00+00:00,0,1,0,0
price20+price200+macd+volatility,usdchf,2026-01-27 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2026-01-28 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2026-04-13 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdchf,2026-05-01 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2021-07-15 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2021-11-26 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2021-11-30 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2021-11-30 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2021-12-02 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-01-13 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-07-28 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-07-28 16:00:00+00:00,1,1,1,0
price20+price200+macd+volatility,usdjpy,2022-07-29 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2022-08-01 04:00:00+00:00,0,0,1,0
price20+price200+macd+volatility,usdjpy,2022-08-01 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-11-10 16:00:00+00:00,1,1,1,1
price20+price200+macd+volatility,usdjpy,2022-11-11 00:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,usdjpy,2022-11-11 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-11-11 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-12-13 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-12-20 04:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,usdjpy,2022-12-20 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-12-21 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2022-12-21 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-01-09 04:00:00+00:00,1,0,0,1
price20+price200+macd+volatility,usdjpy,2023-01-09 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-01-13 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-01-13 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-01-16 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-03-13 00:00:00+00:00,1,0,1,0
price20+price200+macd+volatility,usdjpy,2023-03-13 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-03-15 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-03-16 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-03-16 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-03-17 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-03-20 08:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-07-10 16:00:00+00:00,0,1,0,0
price20+price200+macd+volatility,usdjpy,2023-07-11 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-07-12 04:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,usdjpy,2023-07-12 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-07-13 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-07-27 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-11-17 12:00:00+00:00,1,1,1,0
price20+price200+macd+volatility,usdjpy,2023-11-20 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-11-20 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-11-28 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-11-29 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-11-30 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-12-04 00:00:00+00:00,1,1,1,0
price20+price200+macd+volatility,usdjpy,2023-12-07 08:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-12-07 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-12-08 04:00:00+00:00,1,1,1,1
price20+price200+macd+volatility,usdjpy,2023-12-13 20:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2023-12-14 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2023-12-14 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-03-07 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-03-08 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-05-02 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-11 16:00:00+00:00,1,1,1,0
price20+price200+macd+volatility,usdjpy,2024-07-12 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-15 20:00:00+00:00,0,1,0,0
price20+price200+macd+volatility,usdjpy,2024-07-17 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-18 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-18 08:00:00+00:00,0,1,1,0
price20+price200+macd+volatility,usdjpy,2024-07-24 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-25 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-31 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-31 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-07-31 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-08-01 04:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,usdjpy,2024-08-02 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-08-02 08:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-08-02 16:00:00+00:00,1,1,1,1
price20+price200+macd+volatility,usdjpy,2024-08-05 00:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-08-05 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-08-05 20:00:00+00:00,1,1,0,0
price20+price200+macd+volatility,usdjpy,2024-09-06 16:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-09-13 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-09-13 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-09-27 08:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-09-27 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-11-27 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2024-11-27 20:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2024-11-29 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2025-01-16 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-01-27 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-02-05 04:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2025-02-05 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-02-07 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-02-21 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-03-04 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2025-03-06 12:00:00+00:00,0,1,0,0
price20+price200+macd+volatility,usdjpy,2025-03-06 20:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-03-07 04:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-03-07 16:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-03-10 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-03-10 12:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-04-03 00:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2025-04-03 12:00:00+00:00,1,0,0,0
price20+price200+macd+volatility,usdjpy,2025-04-04 00:00:00+00:00,0,0,0,0
price20+price200+macd+volatility,usdjpy,2025-04-04 12:00:00+00:00,1,1,0,0
