timeframe,period,from_target,to_target,conditions,samples,continuation_rate,unconditional_rate,lift,wilson95_lower,post_target_mfe_pips_mean,post_target_mae_pips_mean
d1,oos,50,100,sma_stack_bull+atr_expand+horizontal_break_up+retest_up,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+atr_expand+breakout20_up+mtf_adx25,52,0.96153846,0.61101959,1.57366226,0.87018811,217.73846154,-87.94615385
d1,validation,50,100,sma_stack_bull+atr_expand+breakout20_up+mtf_adx25,23,0.73913043,0.61735986,1.19724408,0.53529995,149.63043478,-24.40869565
d1,oos,50,100,sma_stack_bull+atr_expand+breakout20_up+mtf_adx25,4,0.75000000,0.61319261,1.22310671,0.30064184,127.20000000,-60.40000000
d1,discovery,50,100,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx25,52,0.96153846,0.61101959,1.57366226,0.87018811,217.73846154,-87.94615385
d1,validation,50,100,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx25,23,0.73913043,0.61735986,1.19724408,0.53529995,149.63043478,-24.40869565
d1,oos,50,100,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx25,4,0.75000000,0.61319261,1.22310671,0.30064184,127.20000000,-60.40000000
d1,discovery,50,100,sma_stack_bull+atr_expand+retest_up+mtf_di_strong_bull,52,0.96153846,0.61101959,1.57366226,0.87018811,223.29615385,-78.53076923
d1,validation,50,100,sma_stack_bull+atr_expand+retest_up+mtf_di_strong_bull,26,0.76923077,0.61735986,1.24600063,0.57948446,151.58461538,-22.21923077
d1,oos,50,100,sma_stack_bull+atr_expand+retest_up+mtf_di_strong_bull,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+breakout20_up,50,0.96000000,0.61101959,1.57114440,0.86539909,234.49600000,-82.40800000
d1,validation,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+breakout20_up,27,0.77777778,0.61735986,1.25984508,0.59243071,154.00370370,-32.74444444
d1,oos,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+breakout20_up,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+horizontal_break_up,50,0.96000000,0.61101959,1.57114440,0.86539909,234.49600000,-82.40800000
d1,validation,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+horizontal_break_up,27,0.77777778,0.61735986,1.25984508,0.59243071,154.00370370,-32.74444444
d1,oos,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+horizontal_break_up,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+atr_expand+retest_up+mtf_adx25,50,0.96000000,0.61101959,1.57114440,0.86539909,214.22000000,-82.59200000
d1,validation,50,100,sma_stack_bull+atr_expand+retest_up+mtf_adx25,23,0.73913043,0.61735986,1.19724408,0.53529995,149.63043478,-24.40869565
d1,oos,50,100,sma_stack_bull+atr_expand+retest_up+mtf_adx25,4,0.75000000,0.61319261,1.22310671,0.30064184,127.20000000,-60.40000000
d1,discovery,50,100,sma_stack_bull+atr_expand+structure_bull_transition+retest_up,49,0.95918367,0.61101959,1.56980839,0.86286968,215.67142857,-71.71428571
d1,validation,50,100,sma_stack_bull+atr_expand+structure_bull_transition+retest_up,25,0.76000000,0.61735986,1.23104862,0.56570317,151.65200000,-20.55600000
d1,oos,50,100,sma_stack_bull+atr_expand+structure_bull_transition+retest_up,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+atr_expand+breakout20_up+mtf_adx_rising,49,0.95918367,0.61101959,1.56980839,0.86286968,242.15714286,-80.27142857
d1,validation,50,100,sma_stack_bull+atr_expand+breakout20_up+mtf_adx_rising,22,0.72727273,0.61735986,1.17803696,0.51848266,162.40000000,-35.80454545
d1,oos,50,100,sma_stack_bull+atr_expand+breakout20_up+mtf_adx_rising,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx_rising,49,0.95918367,0.61101959,1.56980839,0.86286968,242.15714286,-80.27142857
d1,validation,50,100,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx_rising,22,0.72727273,0.61735986,1.17803696,0.51848266,162.40000000,-35.80454545
d1,oos,50,100,sma_stack_bull+atr_expand+horizontal_break_up+mtf_adx_rising,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+retest_up,48,0.95833333,0.61101959,1.56841672,0.86024344,231.52916667,-76.60000000
d1,validation,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+retest_up,26,0.76923077,0.61735986,1.24600063,0.57948446,151.58461538,-22.21923077
d1,oos,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+retest_up,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_adx_rising,48,0.95833333,0.61101959,1.56841672,0.86024344,245.46875000,-66.64583333
d1,validation,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_adx_rising,13,1.00000000,0.61735986,1.61980082,0.77190463,233.80769231,-7.13076923
d1,oos,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_adx_rising,3,0.66666667,0.61319261,1.08720597,0.20765960,190.73333333,-13.46666667
d1,discovery,50,100,sma_stack_bull+atr_expand+retest_up+mtf_adx_rising,47,0.95744681,0.61101959,1.56696582,0.85751472,239.45319149,-74.24893617
d1,validation,50,100,sma_stack_bull+atr_expand+retest_up+mtf_adx_rising,21,0.71428571,0.61735986,1.15700059,0.50043619,159.80476190,-22.91904762
d1,oos,50,100,sma_stack_bull+atr_expand+retest_up+mtf_adx_rising,5,0.80000000,0.61319261,1.30464716,0.37553463,165.72000000,-31.20000000
d1,discovery,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+close_near_high,45,0.95555556,0.61101959,1.56387058,0.85172489,241.59777778,-65.99555556
d1,validation,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+close_near_high,15,1.00000000,0.61735986,1.61980082,0.79611670,229.30666667,-28.64000000
d1,oos,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+close_near_high,3,0.66666667,0.61319261,1.08720597,0.20765960,190.73333333,-13.46666667
d1,discovery,50,100,sma_stack_bull+macd_accel_up+atr_expand+close_near_high,67,0.95522388,0.61101959,1.56332776,0.87642167,232.30298507,-75.09253731
d1,validation,50,100,sma_stack_bull+macd_accel_up+atr_expand+close_near_high,18,0.94444444,0.61735986,1.52981189,0.74242699,217.95000000,-21.83333333
d1,oos,50,100,sma_stack_bull+macd_accel_up+atr_expand+close_near_high,4,0.50000000,0.61319261,0.81540448,0.15003899,149.70000000,-32.45000000
d1,discovery,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx25,39,0.94871795,0.61101959,1.55268009,0.83114360,267.64102564,-68.30000000
d1,validation,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx25,14,1.00000000,0.61735986,1.61980082,0.78468920,235.90000000,-3.07857143
d1,oos,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx25,3,0.33333333,0.61319261,0.54360298,0.06149194,93.00000000,-71.80000000
d1,discovery,50,100,atr_expand+structure_bull_transition+retest_up+cross_group_bull,39,0.94871795,0.61101959,1.55268009,0.83114360,175.11282051,-60.33333333
d1,validation,50,100,atr_expand+structure_bull_transition+retest_up+cross_group_bull,22,0.95454545,0.61735986,1.54617351,0.78201954,172.74090909,-28.10454545
d1,oos,50,100,atr_expand+structure_bull_transition+retest_up+cross_group_bull,13,0.84615385,0.61319261,1.37991527,0.57765369,160.40000000,-28.33076923
d1,discovery,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_di_strong_bull,57,0.94736842,0.61101959,1.55047145,0.85630450,219.33684211,-69.87894737
d1,validation,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_di_strong_bull,17,1.00000000,0.61735986,1.61980082,0.81568186,229.06470588,-18.64117647
d1,oos,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_di_strong_bull,3,0.66666667,0.61319261,1.08720597,0.20765960,190.73333333,-13.46666667
d1,discovery,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_adx25,57,0.94736842,0.61101959,1.55047145,0.85630450,230.83333333,-92.59649123
d1,validation,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_adx25,15,0.93333333,0.61735986,1.51181410,0.70183470,221.34000000,-23.29333333
d1,oos,50,100,sma_stack_bull+atr_expand+close_near_high+mtf_adx25,3,0.33333333,0.61319261,0.54360298,0.06149194,93.00000000,-71.80000000
d1,discovery,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+strong_close_bull,38,0.94736842,0.61101959,1.55047145,0.82714538,256.27368421,-52.61315789
d1,validation,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+strong_close_bull,14,1.00000000,0.61735986,1.61980082,0.78468920,227.81428571,-11.17857143
d1,oos,50,100,sma_stack_bull+dmi_adx_strong_bull+atr_expand+strong_close_bull,3,0.66666667,0.61319261,1.08720597,0.20765960,190.73333333,-13.46666667
d1,discovery,50,100,sma_stack_bull+atr_expand+strong_close_bull,53,0.94339623,0.61101959,1.54397052,0.84629792,257.91132075,-55.15283019
d1,validation,50,100,sma_stack_bull+atr_expand+strong_close_bull,18,0.94444444,0.61735986,1.52981189,0.74242699,212.85000000,-7.52777778
d1,oos,50,100,sma_stack_bull+atr_expand+strong_close_bull,5,0.60000000,0.61319261,0.97848537,0.23072428,148.06000000,-34.18000000
d1,discovery,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,35,0.94285714,0.61101959,1.54308825,0.81392943,278.48000000,-38.93142857
d1,validation,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,13,1.00000000,0.61735986,1.61980082,0.77190463,233.80769231,-7.13076923
d1,oos,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_adx_rising,3,0.66666667,0.61319261,1.08720597,0.20765960,190.73333333,-13.46666667
d1,discovery,50,100,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,52,0.94230769,0.61101959,1.54218901,0.84357489,258.76730769,-57.01346154
d1,validation,50,100,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,17,0.94117647,0.61735986,1.52451842,0.73017969,216.05294118,-7.05294118
d1,oos,50,100,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,4,0.50000000,0.61319261,0.81540448,0.15003899,149.70000000,-32.45000000
d1,discovery,50,100,sma_stack_bull+atr_expand+breakout20_up+cross_target_relative_up,31,0.93548387,0.61101959,1.53102109,0.79281363,253.71290323,-76.80967742
d1,validation,50,100,sma_stack_bull+atr_expand+breakout20_up+cross_target_relative_up,18,0.66666667,0.61735986,1.07986721,0.43749467,119.45555556,-54.25000000
d1,oos,50,100,sma_stack_bull+atr_expand+breakout20_up+cross_target_relative_up,1,1.00000000,0.61319261,1.63080895,0.20654931,204.80000000,12.00000000
d1,discovery,50,100,sma_stack_bull+atr_expand+horizontal_break_up+cross_target_relative_up,31,0.93548387,0.61101959,1.53102109,0.79281363,253.71290323,-76.80967742
d1,validation,50,100,sma_stack_bull+atr_expand+horizontal_break_up+cross_target_relative_up,18,0.66666667,0.61735986,1.07986721,0.43749467,119.45555556,-54.25000000
d1,oos,50,100,sma_stack_bull+atr_expand+horizontal_break_up+cross_target_relative_up,1,1.00000000,0.61319261,1.63080895,0.20654931,204.80000000,12.00000000
d1,discovery,50,100,sma_stack_bull+atr_expand+structure_bull_transition+close_near_high,61,0.93442623,0.61101959,1.52929014,0.84317198,209.36065574,-77.65081967
d1,validation,50,100,sma_stack_bull+atr_expand+structure_bull_transition+close_near_high,15,0.86666667,0.61735986,1.40382738,0.62118017,205.73333333,-31.67333333
d1,oos,50,100,sma_stack_bull+atr_expand+structure_bull_transition+close_near_high,5,0.60000000,0.61319261,0.97848537,0.23072428,148.06000000,-34.18000000
d1,discovery,50,100,sma_stack_bull+atr_expand+close_near_high,74,0.93243243,0.61101959,1.52602708,0.85138806,228.87837838,-74.80270270
d1,validation,50,100,sma_stack_bull+atr_expand+close_near_high,20,0.90000000,0.61735986,1.45782074,0.69896635,204.95000000,-35.74500000
d1,oos,50,100,sma_stack_bull+atr_expand+close_near_high,5,0.60000000,0.61319261,0.97848537,0.23072428,148.06000000,-34.18000000
d1,discovery,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,44,0.93181818,0.61101959,1.52502179,0.81774956,235.41818182,-59.75227273
d1,validation,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,16,1.00000000,0.61735986,1.61980082,0.80639232,227.74375000,-2.73750000
d1,oos,50,100,sma_stack_bull+atr_expand+strong_close_bull+mtf_di_strong_bull,3,0.66666667,0.61319261,1.08720597,0.20765960,190.73333333,-13.46666667
d1,discovery,50,100,sma_stack_bull+atr_expand+structure_bull_transition+strong_close_bull,42,0.92857143,0.61101959,1.51970812,0.80990573,233.26904762,-65.21666667
d1,validation,50,100,sma_stack_bull+atr_expand+structure_bull_transition+strong_close_bull,14,0.92857143,0.61735986,1.50410076,0.68531296,219.17857143,-12.05714286
d1,oos,50,100,sma_stack_bull+atr_expand+structure_bull_transition+strong_close_bull,5,0.60000000,0.61319261,0.97848537,0.23072428,148.06000000,-34.18000000
d1,discovery,50,100,atr_expand+structure_bull_transition+strong_close_bull+cross_group_bull,42,0.92857143,0.61101959,1.51970812,0.80990573,189.80714286,-60.82857143
d1,validation,50,100,atr_expand+structure_bull_transition+strong_close_bull+cross_group_bull,25,0.88000000,0.61735986,1.42542472,0.70044206,161.77600000,-23.73200000
d1,oos,50,100,atr_expand+structure_bull_transition+strong_close_bull+cross_group_bull,11,0.90909091,0.61319261,1.48255359,0.62264156,206.21818182,17.71818182
d1,discovery,50,100,adx_up3+volatility+horizontal_break_up+cross_group_bull,104,0.92307692,0.61101959,1.51071577,0.85550445,179.27692308,-26.93750000
d1,validation,50,100,adx_up3+volatility+horizontal_break_up+cross_group_bull,19,0.73684211,0.61735986,1.19353745,0.51208449,95.27368421,-44.54736842
d1,oos,50,100,adx_up3+volatility+horizontal_break_up+cross_group_bull,18,0.94444444,0.61319261,1.54020845,0.74242699,117.03333333,-39.64444444
d1,discovery,50,100,price200_bull+adx_up3+atr_expand+close_near_high,49,0.91836735,0.61101959,1.50300803,0.80810872,210.56938776,-57.18775510
d1,validation,50,100,price200_bull+adx_up3+atr_expand+close_near_high,8,1.00000000,0.61735986,1.61980082,0.67559244,213.96250000,-7.60000000
d1,oos,50,100,price200_bull+adx_up3+atr_expand+close_near_high,4,0.75000000,0.61319261,1.22310671,0.30064184,157.40000000,-26.80000000
d1,discovery,50,100,ema200_rising+adx_up3+atr_expand+close_near_high,49,0.91836735,0.61101959,1.50300803,0.80810872,210.56938776,-57.18775510
d1,validation,50,100,ema200_rising+adx_up3+atr_expand+close_near_high,8,1.00000000,0.61735986,1.61980082,0.67559244,213.96250000,-7.60000000
d1,oos,50,100,ema200_rising+adx_up3+atr_expand+close_near_high,4,0.75000000,0.61319261,1.22310671,0.30064184,157.40000000,-26.80000000
d1,discovery,50,100,price200_bull+atr_expand+structure_bull_transition+retest_up,108,0.91666667,0.61101959,1.50022469,0.84917094,174.01018519,-37.92962963
d1,validation,50,100,price200_bull+atr_expand+structure_bull_transition+retest_up,47,0.85106383,0.61735986,1.37855389,0.72314378,135.67659574,-16.80638298
d1,oos,50,100,price200_bull+atr_expand+structure_bull_transition+retest_up,16,0.87500000,0.61319261,1.42695783,0.63977173,148.37500000,-36.39375000
d1,discovery,50,100,ema200_rising+atr_expand+structure_bull_transition+retest_up,108,0.91666667,0.61101959,1.50022469,0.84917094,174.01018519,-37.92962963
d1,validation,50,100,ema200_rising+atr_expand+structure_bull_transition+retest_up,47,0.85106383,0.61735986,1.37855389,0.72314378,135.67659574,-16.80638298
d1,oos,50,100,ema200_rising+atr_expand+structure_bull_transition+retest_up,16,0.87500000,0.61319261,1.42695783,0.63977173,148.37500000,-36.39375000
d1,discovery,50,100,adx_up3+atr_expand+breakout20_up+close_near_high,34,0.91176471,0.61101959,1.49220209,0.77039513,205.91470588,-43.80294118
d1,validation,50,100,adx_up3+atr_expand+breakout20_up+close_near_high,6,1.00000000,0.61735986,1.61980082,0.60966571,227.61666667,-1.50000000
d1,oos,50,100,adx_up3+atr_expand+breakout20_up+close_near_high,4,0.75000000,0.61319261,1.22310671,0.30064184,157.40000000,-26.80000000
d1,discovery,50,100,adx_up3+atr_expand+strong_close_bull+mtf_adx25,45,0.91111111,0.61101959,1.49113241,0.79266425,229.66444444,-66.18888889
d1,validation,50,100,adx_up3+atr_expand+strong_close_bull+mtf_adx25,4,1.00000000,0.61735986,1.61980082,0.51010916,248.22500000,14.15000000
d1,oos,50,100,adx_up3+atr_expand+strong_close_bull+mtf_adx25,6,0.83333333,0.61319261,1.35900746,0.43649718,154.71666667,-6.48333333
d1,discovery,50,100,price200_bull+adx_up3+atr_expand+strong_close_bull,32,0.90625000,0.61101959,1.48317668,0.75781845,239.37187500,-61.74062500
d1,validation,50,100,price200_bull+adx_up3+atr_expand+strong_close_bull,4,1.00000000,0.61735986,1.61980082,0.51010916,248.22500000,14.15000000
d1,oos,50,100,price200_bull+adx_up3+atr_expand+strong_close_bull,4,0.75000000,0.61319261,1.22310671,0.30064184,157.40000000,-26.80000000
d1,discovery,50,100,ema200_rising+adx_up3+atr_expand+strong_close_bull,32,0.90625000,0.61101959,1.48317668,0.75781845,239.37187500,-61.74062500
d1,validation,50,100,ema200_rising+adx_up3+atr_expand+strong_close_bull,4,1.00000000,0.61735986,1.61980082,0.51010916,248.22500000,14.15000000
d1,oos,50,100,ema200_rising+adx_up3+atr_expand+strong_close_bull,4,0.75000000,0.61319261,1.22310671,0.30064184,157.40000000,-26.80000000
d1,discovery,50,100,adx_up3+volatility+horizontal_break_up+cross_group_return_up,116,0.90517241,0.61101959,1.48141309,0.83814699,172.69137931,-30.52758621
d1,validation,50,100,adx_up3+volatility+horizontal_break_up+cross_group_return_up,21,0.71428571,0.61735986,1.15700059,0.50043619,107.74285714,-37.64285714
d1,oos,50,100,adx_up3+volatility+horizontal_break_up+cross_group_return_up,24,0.79166667,0.61319261,1.29105709,0.59529547,108.40000000,-46.18333333
d1,discovery,50,100,price200_bull+adx_up3+atr_expand+breakout20_up,41,0.90243902,0.61101959,1.47693960,0.77452319,193.08536585,-52.63658537
d1,validation,50,100,price200_bull+adx_up3+atr_expand+breakout20_up,14,0.57142857,0.61735986,0.92560047,0.32590645,120.15000000,-28.40000000
d1,oos,50,100,price200_bull+adx_up3+atr_expand+breakout20_up,9,0.77777778,0.61319261,1.26840696,0.45258897,122.72222222,-66.28888889
d1,discovery,50,100,ema200_rising+adx_up3+atr_expand+breakout20_up,41,0.90243902,0.61101959,1.47693960,0.77452319,193.08536585,-52.63658537
d1,validation,50,100,ema200_rising+adx_up3+atr_expand+breakout20_up,14,0.57142857,0.61735986,0.92560047,0.32590645,120.15000000,-28.40000000
d1,oos,50,100,ema200_rising+adx_up3+atr_expand+breakout20_up,9,0.77777778,0.61319261,1.26840696,0.45258897,122.72222222,-66.28888889
d1,discovery,50,100,adx_up3+atr_expand+strong_close_bull,49,0.89795918,0.61101959,1.46960786,0.78243638,219.74081633,-66.03265306
d1,validation,50,100,adx_up3+atr_expand+strong_close_bull,5,0.80000000,0.61735986,1.29584066,0.37553463,206.98000000,-38.30000000
d1,oos,50,100,adx_up3+atr_expand+strong_close_bull,6,0.83333333,0.61319261,1.35900746,0.43649718,154.71666667,-6.48333333
d1,discovery,50,100,price200_bull+adx_up3+atr_expand+retest_up,39,0.89743590,0.61101959,1.46875144,0.76421146,187.31025641,-43.96153846
d1,validation,50,100,price200_bull+adx_up3+atr_expand+retest_up,14,0.57142857,0.61735986,0.92560047,0.32590645,120.15000000,-28.40000000
d1,oos,50,100,price200_bull+adx_up3+atr_expand+retest_up,9,0.77777778,0.61319261,1.26840696,0.45258897,122.72222222,-66.28888889
d1,discovery,50,100,ema200_rising+adx_up3+atr_expand+retest_up,39,0.89743590,0.61101959,1.46875144,0.76421146,187.31025641,-43.96153846
d1,validation,50,100,ema200_rising+adx_up3+atr_expand+retest_up,14,0.57142857,0.61735986,0.92560047,0.32590645,120.15000000,-28.40000000
d1,oos,50,100,ema200_rising+adx_up3+atr_expand+retest_up,9,0.77777778,0.61319261,1.26840696,0.45258897,122.72222222,-66.28888889
d1,discovery,50,100,price200_bull+atr_expand+breakout20_up+close_near_high,103,0.89320388,0.61101959,1.46182529,0.81882000,184.08155340,-38.62912621
d1,validation,50,100,price200_bull+atr_expand+breakout20_up+close_near_high,23,1.00000000,0.61735986,1.61980082,0.85688338,195.98695652,0.18260870
d1,oos,50,100,price200_bull+atr_expand+breakout20_up+close_near_high,11,0.90909091,0.61319261,1.48255359,0.62264156,172.64545455,-8.44545455
d1,discovery,50,100,ema200_rising+atr_expand+breakout20_up+close_near_high,103,0.89320388,0.61101959,1.46182529,0.81882000,184.08155340,-38.62912621
d1,validation,50,100,ema200_rising+atr_expand+breakout20_up+close_near_high,23,1.00000000,0.61735986,1.61980082,0.85688338,195.98695652,0.18260870
d1,oos,50,100,ema200_rising+atr_expand+breakout20_up+close_near_high,11,0.90909091,0.61319261,1.48255359,0.62264156,172.64545455,-8.44545455
d1,discovery,50,100,price200_bull+atr_expand+structure_bull_transition+close_near_high,149,0.89261745,0.61101959,1.46086553,0.83268488,168.72281879,-47.86107383
d1,validation,50,100,price200_bull+atr_expand+structure_bull_transition+close_near_high,36,0.94444444,0.61735986,1.52981189,0.81855343,198.90833333,-8.04722222
d1,oos,50,100,price200_bull+atr_expand+structure_bull_transition+close_near_high,18,0.66666667,0.61319261,1.08720597,0.43749467,139.86111111,-26.43333333
d1,discovery,50,100,ema200_rising+atr_expand+structure_bull_transition+close_near_high,149,0.89261745,0.61101959,1.46086553,0.83268488,168.72281879,-47.86107383
d1,validation,50,100,ema200_rising+atr_expand+structure_bull_transition+close_near_high,36,0.94444444,0.61735986,1.52981189,0.81855343,198.90833333,-8.04722222
d1,oos,50,100,ema200_rising+atr_expand+structure_bull_transition+close_near_high,18,0.66666667,0.61319261,1.08720597,0.43749467,139.86111111,-26.43333333
d1,discovery,50,100,atr_expand+structure_bull_transition+retest_up,121,0.89256198,0.61101959,1.46077475,0.82483484,164.84545455,-39.05041322
d1,validation,50,100,atr_expand+structure_bull_transition+retest_up,49,0.85714286,0.61735986,1.38840070,0.73332294,133.30612245,-18.89183673
d1,oos,50,100,atr_expand+structure_bull_transition+retest_up,19,0.84210526,0.61319261,1.37331280,0.62434525,136.61052632,-33.62105263
d1,discovery,50,100,macd_accel_up+atr_expand+structure_bull_transition+retest_up,121,0.89256198,0.61101959,1.46077475,0.82483484,164.84545455,-39.05041322
d1,validation,50,100,macd_accel_up+atr_expand+structure_bull_transition+retest_up,49,0.85714286,0.61735986,1.38840070,0.73332294,133.30612245,-18.89183673
d1,oos,50,100,macd_accel_up+atr_expand+structure_bull_transition+retest_up,19,0.84210526,0.61319261,1.37331280,0.62434525,136.61052632,-33.62105263
d1,discovery,50,100,atr_expand+structure_bull_transition+retest_up+mtf_di_strong_bull,121,0.89256198,0.61101959,1.46077475,0.82483484,164.84545455,-39.05041322
d1,validation,50,100,atr_expand+structure_bull_transition+retest_up+mtf_di_strong_bull,49,0.85714286,0.61735986,1.38840070,0.73332294,133.30612245,-18.89183673
d1,oos,50,100,atr_expand+structure_bull_transition+retest_up+mtf_di_strong_bull,19,0.84210526,0.61319261,1.37331280,0.62434525,136.61052632,-33.62105263
d1,discovery,50,100,price200_bull+atr_expand+strong_close_bull+cross_target_relative_up,65,0.89230769,0.61101959,1.46035857,0.79398686,220.39230769,-25.45384615
d1,validation,50,100,price200_bull+atr_expand+strong_close_bull+cross_target_relative_up,16,1.00000000,0.61735986,1.61980082,0.80639232,240.26875000,0.78750000
d1,oos,50,100,price200_bull+atr_expand+strong_close_bull+cross_target_relative_up,3,1.00000000,0.61319261,1.63080895,0.43850297,194.00000000,10.26666667
d1,discovery,50,100,ema200_rising+atr_expand+strong_close_bull+cross_target_relative_up,65,0.89230769,0.61101959,1.46035857,0.79398686,220.39230769,-25.45384615
d1,validation,50,100,ema200_rising+atr_expand+strong_close_bull+cross_target_relative_up,16,1.00000000,0.61735986,1.61980082,0.80639232,240.26875000,0.78750000
d1,oos,50,100,ema200_rising+atr_expand+strong_close_bull+cross_target_relative_up,3,1.00000000,0.61319261,1.63080895,0.43850297,194.00000000,10.26666667
d1,discovery,50,100,atr_expand+structure_bull_transition+retest_up+mtf_adx25,119,0.89075630,0.61101959,1.45781956,0.82203581,160.04957983,-40.09327731
d1,validation,50,100,atr_expand+structure_bull_transition+retest_up+mtf_adx25,46,0.84782609,0.61735986,1.37330939,0.71775860,131.13695652,-19.76956522
d1,oos,50,100,atr_expand+structure_bull_transition+retest_up+mtf_adx25,18,0.83333333,0.61319261,1.35900746,0.60777962,126.43333333,-40.24444444
d1,discovery,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,472,0.88983051,0.61101959,1.45630439,0.85837589,161.45317797,-47.11334746
d1,validation,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,79,0.82278481,0.61735986,1.33274751,0.72423804,117.97088608,-72.59240506
d1,oos,50,100,volatility+strong_close_bull+mtf_di_strong_bull+cross_group_bull,53,0.81132075,0.61319261,1.32310915,0.68641541,133.29056604,-21.91509434
d1,discovery,50,100,volatility+strong_close_bull+mtf_adx_rising+cross_group_bull,425,0.88941176,0.61101959,1.45561907,0.85603639,159.89623529,-49.32400000
d1,validation,50,100,volatility+strong_close_bull+mtf_adx_rising+cross_group_bull,68,0.82352941,0.61735986,1.33395362,0.71639560,118.13970588,-77.76470588
d1,oos,50,100,volatility+strong_close_bull+mtf_adx_rising+cross_group_bull,47,0.80851064,0.61319261,1.31852639,0.67455995,131.46808511,-2.74042553
d1,discovery,50,100,adx_up3+atr_expand+horizontal_break_up,36,0.88888889,0.61101959,1.45476333,0.74685191,191.72777778,-60.95277778
d1,validation,50,100,adx_up3+atr_expand+horizontal_break_up,14,0.57142857,0.61735986,0.92560047,0.32590645,120.15000000,-28.40000000
d1,oos,50,100,adx_up3+atr_expand+horizontal_break_up,9,0.77777778,0.61319261,1.26840696,0.45258897,122.72222222,-66.28888889
d1,discovery,50,100,price200_bull+adx_up3+atr_expand+horizontal_break_up,36,0.88888889,0.61101959,1.45476333,0.74685191,191.72777778,-60.95277778
d1,validation,50,100,price200_bull+adx_up3+atr_expand+horizontal_break_up,14,0.57142857,0.61735986,0.92560047,0.32590645,120.15000000,-28.40000000
d1,oos,50,100,price200_bull+adx_up3+atr_expand+horizontal_break_up,9,0.77777778,0.61319261,1.26840696,0.45258897,122.72222222,-66.28888889
d1,discovery,50,100,ema200_rising+adx_up3+atr_expand+horizontal_break_up,36,0.88888889,0.61101959,1.45476333,0.74685191,191.72777778,-60.95277778
d1,validation,50,100,ema200_rising+adx_up3+atr_expand+horizontal_break_up,14,0.57142857,0.61735986,0.92560047,0.32590645,120.15000000,-28.40000000
d1,oos,50,100,ema200_rising+adx_up3+atr_expand+horizontal_break_up,9,0.77777778,0.61319261,1.26840696,0.45258897,122.72222222,-66.28888889
