timeframe,period,from_target,to_target,conditions,samples,continuation_rate,unconditional_rate,lift,wilson95_lower,post_target_mfe_pips_mean,post_target_mae_pips_mean
h4,oos,100,150,ema200_rising+macd_accel_up+atr_expand+strong_close_bull,137,0.70072993,0.44026549,1.59160767,0.61942784,75.65255474,-10.13576642
h4,discovery,100,150,sma_stack_bull+atr_expand+breakout20_up+mtf_volatility,193,0.66839378,0.47775477,1.39903111,0.59925703,114.53367876,-52.25233161
h4,validation,100,150,sma_stack_bull+atr_expand+breakout20_up+mtf_volatility,35,0.40000000,0.49471831,0.80854093,0.25550729,59.94857143,-105.74000000
h4,oos,100,150,sma_stack_bull+atr_expand+breakout20_up+mtf_volatility,10,0.30000000,0.44026549,0.68140704,0.10779127,32.19000000,-100.18000000
h4,discovery,100,150,price200_bull+atr_expand+breakout20_up+strong_close_bull,1118,0.66815742,0.47775477,1.39853638,0.64002140,89.20330948,-26.33211091
h4,validation,100,150,price200_bull+atr_expand+breakout20_up+strong_close_bull,213,0.75117371,0.49471831,1.51838671,0.68900889,116.76056338,-13.70140845
h4,oos,100,150,price200_bull+atr_expand+breakout20_up+strong_close_bull,135,0.71111111,0.44026549,1.61518705,0.62965262,76.30518519,-10.14222222
h4,discovery,100,150,ema200_rising+atr_expand+breakout20_up+strong_close_bull,1118,0.66815742,0.47775477,1.39853638,0.64002140,89.20330948,-26.33211091
h4,validation,100,150,ema200_rising+atr_expand+breakout20_up+strong_close_bull,213,0.75117371,0.49471831,1.51838671,0.68900889,116.76056338,-13.70140845
h4,oos,100,150,ema200_rising+atr_expand+breakout20_up+strong_close_bull,135,0.71111111,0.44026549,1.61518705,0.62965262,76.30518519,-10.14222222
h4,discovery,100,150,price200_bull+atr_expand+close_near_high+mtf_volatility,299,0.66555184,0.47775477,1.39308257,0.61027353,103.75284281,-42.99264214
h4,validation,100,150,price200_bull+atr_expand+close_near_high+mtf_volatility,35,0.65714286,0.49471831,1.32831723,0.49151950,87.86285714,-42.70000000
h4,oos,100,150,price200_bull+atr_expand+close_near_high+mtf_volatility,38,0.84210526,0.44026549,1.91272150,0.69583188,89.68421053,11.48421053
h4,discovery,100,150,ema200_rising+atr_expand+close_near_high+mtf_volatility,299,0.66555184,0.47775477,1.39308257,0.61027353,103.75284281,-42.99264214
h4,validation,100,150,ema200_rising+atr_expand+close_near_high+mtf_volatility,35,0.65714286,0.49471831,1.32831723,0.49151950,87.86285714,-42.70000000
h4,oos,100,150,ema200_rising+atr_expand+close_near_high+mtf_volatility,38,0.84210526,0.44026549,1.91272150,0.69583188,89.68421053,11.48421053
h4,discovery,100,150,sma_stack_bull+atr_expand+strong_close_bull,508,0.66535433,0.47775477,1.39266916,0.62321556,97.32106299,-31.98622047
h4,validation,100,150,sma_stack_bull+atr_expand+strong_close_bull,79,0.74683544,0.49471831,1.50961755,0.64105741,87.82784810,-56.28101266
h4,oos,100,150,sma_stack_bull+atr_expand+strong_close_bull,59,0.76271186,0.44026549,1.73239077,0.64025109,84.40000000,-11.98135593
h4,discovery,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+cross_group_return_up,718,0.66434540,0.47775477,1.39055735,0.62901119,83.84164345,-33.15097493
h4,validation,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+cross_group_return_up,194,0.79381443,0.49471831,1.60457864,0.73144765,124.55979381,-10.98453608
h4,oos,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+cross_group_return_up,133,0.75187970,0.44026549,1.70778706,0.67209657,79.19774436,-11.50375940
h4,discovery,100,150,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,464,0.66379310,0.47775477,1.38940132,0.61961972,97.53275862,-27.29741379
h4,validation,100,150,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,77,0.75324675,0.49471831,1.52257707,0.64646648,88.79220779,-57.04935065
h4,oos,100,150,sma_stack_bull+atr_expand+horizontal_break_up+strong_close_bull,57,0.78947368,0.44026549,1.79317641,0.66713879,86.25263158,-12.06140351
h4,discovery,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_adx25,455,0.66373626,0.47775477,1.38928235,0.61911677,92.47384615,-26.23560440
h4,validation,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_adx25,35,0.68571429,0.49471831,1.38607016,0.52020236,105.58571429,-17.15714286
h4,oos,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_adx25,32,0.53125000,0.44026549,1.20665829,0.36449517,54.60937500,-25.10937500
h4,discovery,100,150,atr_expand+breakout20_up+strong_close_bull+mtf_adx25,511,0.66340509,0.47775477,1.38858916,0.62134938,93.64931507,-42.64324853
h4,validation,100,150,atr_expand+breakout20_up+strong_close_bull+mtf_adx25,37,0.62162162,0.49471831,1.25651630,0.46100430,94.92432432,-21.26216216
h4,oos,100,150,atr_expand+breakout20_up+strong_close_bull+mtf_adx25,28,0.64285714,0.44026549,1.46015793,0.45830307,63.12142857,-23.47857143
h4,discovery,100,150,price200_bull+atr_expand+structure_bull_transition+strong_close_bull,989,0.66329626,0.47775477,1.38836136,0.63326181,91.28281092,-31.97654196
h4,validation,100,150,price200_bull+atr_expand+structure_bull_transition+strong_close_bull,217,0.71428571,0.49471831,1.44382308,0.65086054,104.44101382,-31.65069124
h4,oos,100,150,price200_bull+atr_expand+structure_bull_transition+strong_close_bull,131,0.72519084,0.44026549,1.64716713,0.64315372,78.17938931,-8.48320611
h4,discovery,100,150,ema200_rising+atr_expand+structure_bull_transition+strong_close_bull,989,0.66329626,0.47775477,1.38836136,0.63326181,91.28281092,-31.97654196
h4,validation,100,150,ema200_rising+atr_expand+structure_bull_transition+strong_close_bull,217,0.71428571,0.49471831,1.44382308,0.65086054,104.44101382,-31.65069124
h4,oos,100,150,ema200_rising+atr_expand+structure_bull_transition+strong_close_bull,131,0.72519084,0.44026549,1.64716713,0.64315372,78.17938931,-8.48320611
h4,discovery,100,150,bb_expand+strong_close_bull+mtf_trend_bull+cross_group_bull,882,0.66326531,0.47775477,1.38829657,0.63142796,90.74013605,-43.95442177
h4,validation,100,150,bb_expand+strong_close_bull+mtf_trend_bull+cross_group_bull,235,0.63829787,0.49471831,1.29022488,0.57509603,101.59319149,0.70510638
h4,oos,100,150,bb_expand+strong_close_bull+mtf_trend_bull+cross_group_bull,218,0.65137615,0.44026549,1.47950763,0.58599237,74.70642202,-26.83990826
h4,discovery,100,150,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,504,0.66269841,0.47775477,1.38711000,0.62032949,97.31706349,-31.37103175
h4,validation,100,150,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,79,0.74683544,0.49471831,1.50961755,0.64105741,87.82784810,-56.28101266
h4,oos,100,150,sma_stack_bull+macd_accel_up+atr_expand+strong_close_bull,59,0.76271186,0.44026549,1.73239077,0.64025109,84.40000000,-11.98135593
h4,discovery,100,150,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,471,0.66242038,0.47775477,1.38652804,0.61855285,96.73290870,-27.50700637
h4,validation,100,150,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,77,0.75324675,0.49471831,1.52257707,0.64646648,88.79220779,-57.04935065
h4,oos,100,150,sma_stack_bull+atr_expand+breakout20_up+strong_close_bull,57,0.78947368,0.44026549,1.79317641,0.66713879,86.25263158,-12.06140351
h4,discovery,100,150,atr_expand+breakout20_up+strong_close_bull,1348,0.66097923,0.47775477,1.38351153,0.63528328,89.58635015,-33.08753709
h4,validation,100,150,atr_expand+breakout20_up+strong_close_bull,222,0.75225225,0.49471831,1.52056683,0.69149513,118.06261261,-15.08423423
h4,oos,100,150,atr_expand+breakout20_up+strong_close_bull,155,0.72903226,0.44026549,1.65589237,0.65415257,76.00451613,-12.16645161
h4,discovery,100,150,macd_accel_up+atr_expand+breakout20_up+strong_close_bull,1348,0.66097923,0.47775477,1.38351153,0.63528328,89.58635015,-33.08753709
h4,validation,100,150,macd_accel_up+atr_expand+breakout20_up+strong_close_bull,222,0.75225225,0.49471831,1.52056683,0.69149513,118.06261261,-15.08423423
h4,oos,100,150,macd_accel_up+atr_expand+breakout20_up+strong_close_bull,155,0.72903226,0.44026549,1.65589237,0.65415257,76.00451613,-12.16645161
h4,discovery,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+mtf_trend_bull,501,0.66067864,0.47775477,1.38288237,0.61813589,94.63053892,-31.96067864
h4,validation,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+mtf_trend_bull,125,0.70400000,0.49471831,1.42303203,0.61886043,131.47440000,20.88800000
h4,oos,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+mtf_trend_bull,68,0.67647059,0.44026549,1.53650606,0.55844498,75.56470588,-20.61323529
h4,discovery,100,150,dmi_adx_strong_bull+bb_expand+strong_close_bull+mtf_trend_bull,1247,0.65998396,0.47775477,1.38142831,0.63323598,90.58732959,-38.67089014
h4,validation,100,150,dmi_adx_strong_bull+bb_expand+strong_close_bull+mtf_trend_bull,284,0.60563380,0.49471831,1.22419929,0.54774834,94.18767606,-4.79119718
h4,oos,100,150,dmi_adx_strong_bull+bb_expand+strong_close_bull+mtf_trend_bull,243,0.61316872,0.44026549,1.39272494,0.55062593,68.43909465,-27.07901235
h4,discovery,100,150,sma_stack_bull+dmi_adx_strong_bull+atr_expand+strong_close_bull,476,0.65966387,0.47775477,1.38075831,0.61597139,96.45294118,-28.85252101
h4,validation,100,150,sma_stack_bull+dmi_adx_strong_bull+atr_expand+strong_close_bull,77,0.75324675,0.49471831,1.52257707,0.64646648,88.79220779,-57.04935065
h4,oos,100,150,sma_stack_bull+dmi_adx_strong_bull+atr_expand+strong_close_bull,59,0.76271186,0.44026549,1.73239077,0.64025109,84.40000000,-11.98135593
h4,discovery,100,150,price200_bull+horizontal_break_up+close_near_high+mtf_volatility,902,0.65853659,0.47775477,1.37839878,0.62697647,95.00365854,-33.65133038
h4,validation,100,150,price200_bull+horizontal_break_up+close_near_high+mtf_volatility,131,0.52671756,0.49471831,1.06468175,0.44168055,63.50610687,-37.85114504
h4,oos,100,150,price200_bull+horizontal_break_up+close_near_high+mtf_volatility,168,0.72023810,0.44026549,1.63591768,0.64801989,73.44761905,-17.69761905
h4,discovery,100,150,ema200_rising+horizontal_break_up+close_near_high+mtf_volatility,902,0.65853659,0.47775477,1.37839878,0.62697647,95.00365854,-33.65133038
h4,validation,100,150,ema200_rising+horizontal_break_up+close_near_high+mtf_volatility,131,0.52671756,0.49471831,1.06468175,0.44168055,63.50610687,-37.85114504
h4,oos,100,150,ema200_rising+horizontal_break_up+close_near_high+mtf_volatility,168,0.72023810,0.44026549,1.63591768,0.64801989,73.44761905,-17.69761905
h4,discovery,100,150,price200_bull+breakout20_up+strong_close_bull+mtf_volatility,1048,0.65839695,0.47775477,1.37810649,0.62915252,93.50200382,-35.80324427
h4,validation,100,150,price200_bull+breakout20_up+strong_close_bull+mtf_volatility,145,0.54482759,0.49471831,1.10128850,0.46365975,63.50206897,-37.07724138
h4,oos,100,150,price200_bull+breakout20_up+strong_close_bull+mtf_volatility,222,0.74324324,0.44026549,1.68817058,0.68198228,75.12162162,-19.36441441
h4,discovery,100,150,ema200_rising+breakout20_up+strong_close_bull+mtf_volatility,1048,0.65839695,0.47775477,1.37810649,0.62915252,93.50200382,-35.80324427
h4,validation,100,150,ema200_rising+breakout20_up+strong_close_bull+mtf_volatility,145,0.54482759,0.49471831,1.10128850,0.46365975,63.50206897,-37.07724138
h4,oos,100,150,ema200_rising+breakout20_up+strong_close_bull+mtf_volatility,222,0.74324324,0.44026549,1.68817058,0.68198228,75.12162162,-19.36441441
h4,discovery,100,150,price200_bull+breakout20_up+close_near_high+mtf_volatility,1298,0.65793529,0.47775477,1.37714018,0.63169502,90.60146379,-34.86163328
h4,validation,100,150,price200_bull+breakout20_up+close_near_high+mtf_volatility,182,0.53846154,0.49471831,1.08842048,0.46598869,63.11648352,-40.13791209
h4,oos,100,150,price200_bull+breakout20_up+close_near_high+mtf_volatility,239,0.71129707,0.44026549,1.61560943,0.65086155,72.08451883,-22.14979079
h4,discovery,100,150,ema200_rising+breakout20_up+close_near_high+mtf_volatility,1298,0.65793529,0.47775477,1.37714018,0.63169502,90.60146379,-34.86163328
h4,validation,100,150,ema200_rising+breakout20_up+close_near_high+mtf_volatility,182,0.53846154,0.49471831,1.08842048,0.46598869,63.11648352,-40.13791209
h4,oos,100,150,ema200_rising+breakout20_up+close_near_high+mtf_volatility,239,0.71129707,0.44026549,1.61560943,0.65086155,72.08451883,-22.14979079
h4,discovery,100,150,sma_stack_bull+breakout20_up+close_near_high+mtf_volatility,698,0.65759312,0.47775477,1.37642399,0.62161419,102.68266476,-34.22621777
h4,validation,100,150,sma_stack_bull+breakout20_up+close_near_high+mtf_volatility,53,0.52830189,0.49471831,1.06788424,0.39660081,61.84150943,-31.19056604
h4,oos,100,150,sma_stack_bull+breakout20_up+close_near_high+mtf_volatility,72,0.68055556,0.44026549,1.54578448,0.56607651,77.40416667,-27.75000000
h4,discovery,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+mtf_volatility,254,0.65748031,0.47775477,1.37618787,0.59716295,101.87125984,-37.44921260
h4,validation,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+mtf_volatility,37,0.75675676,0.49471831,1.52967202,0.59882708,124.97297297,-13.02702703
h4,oos,100,150,dmi_adx_strong_bull+atr_expand+strong_close_bull+mtf_volatility,46,0.80434783,0.44026549,1.82696089,0.66828741,82.82826087,6.56521739
h4,discovery,100,150,volatility+breakout20_up+strong_close_bull+mtf_trend_bull,958,0.65657620,0.47775477,1.37429545,0.62593516,93.70876827,-37.39561587
h4,validation,100,150,volatility+breakout20_up+strong_close_bull+mtf_trend_bull,189,0.74074074,0.49471831,1.49729801,0.67390828,123.79100529,6.80423280
h4,oos,100,150,volatility+breakout20_up+strong_close_bull+mtf_trend_bull,147,0.61904762,0.44026549,1.40607801,0.53845953,64.94693878,-37.18435374
h4,discovery,100,150,sma_stack_bull+bb_expand+strong_close_bull+cross_group_return_up,899,0.65628476,0.47775477,1.37368543,0.62463219,94.20934372,-43.23081201
h4,validation,100,150,sma_stack_bull+bb_expand+strong_close_bull+cross_group_return_up,188,0.64361702,0.49471831,1.30097675,0.57290842,71.97287234,-38.53244681
h4,oos,100,150,sma_stack_bull+bb_expand+strong_close_bull+cross_group_return_up,170,0.65882353,0.44026549,1.49642329,0.58474991,75.66470588,-21.16882353
h4,discovery,100,150,adx25+atr_expand+horizontal_break_up+mtf_volatility,157,0.65605096,0.47775477,1.37319604,0.57881772,94.19363057,-74.20891720
h4,validation,100,150,adx25+atr_expand+horizontal_break_up+mtf_volatility,21,0.19047619,0.49471831,0.38501949,0.07667565,25.36666667,-58.00952381
h4,oos,100,150,adx25+atr_expand+horizontal_break_up+mtf_volatility,19,0.47368421,0.44026549,1.07590585,0.27329805,38.47894737,-71.24210526
h4,discovery,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_volatility,186,0.65591398,0.47775477,1.37290933,0.58510679,109.17204301,-37.32311828
h4,validation,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_volatility,35,0.65714286,0.49471831,1.32831723,0.49151950,87.86285714,-42.70000000
h4,oos,100,150,atr_expand+horizontal_break_up+close_near_high+mtf_volatility,46,0.80434783,0.44026549,1.82696089,0.66828741,82.82826087,6.56521739
h4,discovery,100,150,atr_expand+strong_close_bull,1588,0.65554156,0.47775477,1.37212982,0.63181965,90.81958438,-38.18557935
h4,validation,100,150,atr_expand+strong_close_bull,312,0.73076923,0.49471831,1.47714208,0.67896432,111.48685897,-44.92564103
h4,oos,100,150,atr_expand+strong_close_bull,160,0.71875000,0.44026549,1.63253769,0.64458552,75.13187500,-16.66125000
h4,discovery,100,150,macd_accel_up+atr_expand+strong_close_bull,1582,0.65486726,0.47775477,1.37071841,0.63109061,90.76219975,-37.95872314
h4,validation,100,150,macd_accel_up+atr_expand+strong_close_bull,312,0.73076923,0.49471831,1.47714208,0.67896432,111.48685897,-44.92564103
h4,oos,100,150,macd_accel_up+atr_expand+strong_close_bull,158,0.71518987,0.44026549,1.62445137,0.64036169,75.20379747,-12.17025316
h4,discovery,100,150,price200_bull+close_near_high+mtf_volatility+cross_group_return_up,1121,0.65477252,0.47775477,1.37052013,0.62645458,93.95967886,-42.60561998
h4,validation,100,150,price200_bull+close_near_high+mtf_volatility+cross_group_return_up,184,0.54891304,0.49471831,1.10954665,0.47674599,72.19456522,-48.49673913
h4,oos,100,150,price200_bull+close_near_high+mtf_volatility+cross_group_return_up,229,0.73799127,0.44026549,1.67624147,0.67744765,73.92401747,-23.22401747
h4,discovery,100,150,ema200_rising+close_near_high+mtf_volatility+cross_group_return_up,1121,0.65477252,0.47775477,1.37052013,0.62645458,93.95967886,-42.60561998
h4,validation,100,150,ema200_rising+close_near_high+mtf_volatility+cross_group_return_up,184,0.54891304,0.49471831,1.10954665,0.47674599,72.19456522,-48.49673913
h4,oos,100,150,ema200_rising+close_near_high+mtf_volatility+cross_group_return_up,229,0.73799127,0.44026549,1.67624147,0.67744765,73.92401747,-23.22401747
h4,discovery,100,150,price200_bull+structure_bull_transition+close_near_high+mtf_volatility,1529,0.65467626,0.47775477,1.37031863,0.63048278,91.27861347,-41.36487901
h4,validation,100,150,price200_bull+structure_bull_transition+close_near_high+mtf_volatility,234,0.58974359,0.49471831,1.19207957,0.52576528,72.36794872,-46.59316239
h4,oos,100,150,price200_bull+structure_bull_transition+close_near_high+mtf_volatility,234,0.72649573,0.44026549,1.65013100,0.66606913,72.97094017,-23.13119658
h4,discovery,100,150,ema200_rising+structure_bull_transition+close_near_high+mtf_volatility,1529,0.65467626,0.47775477,1.37031863,0.63048278,91.27861347,-41.36487901
h4,validation,100,150,ema200_rising+structure_bull_transition+close_near_high+mtf_volatility,234,0.58974359,0.49471831,1.19207957,0.52576528,72.36794872,-46.59316239
h4,oos,100,150,ema200_rising+structure_bull_transition+close_near_high+mtf_volatility,234,0.72649573,0.44026549,1.65013100,0.66606913,72.97094017,-23.13119658
h4,discovery,100,150,price200_bull+horizontal_break_up+strong_close_bull+mtf_adx25,993,0.65458207,0.47775477,1.37012149,0.62446218,90.23413897,-43.33202417
h4,validation,100,150,price200_bull+horizontal_break_up+strong_close_bull+mtf_adx25,120,0.60833333,0.49471831,1.22965599,0.51893782,79.78166667,-18.75666667
h4,oos,100,150,price200_bull+horizontal_break_up+strong_close_bull+mtf_adx25,118,0.58474576,0.44026549,1.32816626,0.49453649,64.63050847,-16.87372881
h4,discovery,100,150,ema200_rising+horizontal_break_up+strong_close_bull+mtf_adx25,993,0.65458207,0.47775477,1.37012149,0.62446218,90.23413897,-43.33202417
h4,validation,100,150,ema200_rising+horizontal_break_up+strong_close_bull+mtf_adx25,120,0.60833333,0.49471831,1.22965599,0.51893782,79.78166667,-18.75666667
h4,oos,100,150,ema200_rising+horizontal_break_up+strong_close_bull+mtf_adx25,118,0.58474576,0.44026549,1.32816626,0.49453649,64.63050847,-16.87372881
h4,discovery,100,150,bb_expand+breakout20_up+strong_close_bull+mtf_adx25,1186,0.65430017,0.47775477,1.36953143,0.62677391,87.92192243,-42.81677909
h4,validation,100,150,bb_expand+breakout20_up+strong_close_bull+mtf_adx25,158,0.59493671,0.49471831,1.20257669,0.51701870,80.15443038,-23.41708861
h4,oos,100,150,bb_expand+breakout20_up+strong_close_bull+mtf_adx25,181,0.66298343,0.44026549,1.50587190,0.59136845,80.00276243,-23.95911602
h4,discovery,100,150,sma_stack_bull+breakout20_up+strong_close_bull+mtf_volatility,564,0.65425532,0.47775477,1.36943755,0.61407903,106.89946809,-35.24645390
h4,validation,100,150,sma_stack_bull+breakout20_up+strong_close_bull+mtf_volatility,33,0.57575758,0.49471831,1.16380891,0.40807263,59.83939394,-29.43636364
h4,oos,100,150,sma_stack_bull+breakout20_up+strong_close_bull+mtf_volatility,61,0.75409836,0.44026549,1.71282643,0.63315576,86.77213115,-19.65081967
h4,discovery,150,200,adx25+atr_expand+strong_close_bull+mtf_volatility,150,0.89333333,0.54280355,1.64577652,0.83375378,151.63666667,-80.10066667
h4,validation,150,200,adx25+atr_expand+strong_close_bull+mtf_volatility,38,0.71052632,0.54139290,1.31240419,0.55242862,120.34473684,-149.26315789
h4,oos,150,200,adx25+atr_expand+strong_close_bull+mtf_volatility,5,1.00000000,0.40000000,2.50000000,0.56551754,96.88000000,-71.42000000
h4,discovery,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_volatility,107,0.86915888,0.54280355,1.60124023,0.79229483,155.73831776,-61.99813084
h4,validation,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_volatility,3,1.00000000,0.54139290,1.84708738,0.43850297,89.53333333,-2.86666667
h4,oos,150,200,sma_stack_bull+atr_expand+strong_close_bull+mtf_volatility,0,,0.40000000,,,,
h4,discovery,150,200,adx25+atr_expand+close_near_high+mtf_volatility,162,0.85802469,0.54280355,1.58072786,0.79596817,144.90246914,-89.69938272
h4,validation,150,200,adx25+atr_expand+close_near_high+mtf_volatility,41,0.65853659,0.54139290,1.21637462,0.50549837,113.81951220,-142.74878049
h4,oos,150,200,adx25+atr_expand+close_near_high+mtf_volatility,5,1.00000000,0.40000000,2.50000000,0.56551754,96.88000000,-71.42000000
h4,discovery,150,200,price200_bull+atr_expand+strong_close_bull+mtf_volatility,161,0.85714286,0.54280355,1.57910327,0.79475694,133.50496894,-51.62360248
h4,validation,150,200,price200_bull+atr_expand+strong_close_bull+mtf_volatility,21,0.76190476,0.54139290,1.40730467,0.54908826,112.26190476,6.68095238
h4,oos,150,200,price200_bull+atr_expand+strong_close_bull+mtf_volatility,21,0.61904762,0.40000000,1.54761905,0.40878654,70.28571429,-14.54761905
h4,discovery,150,200,ema200_rising+atr_expand+strong_close_bull+mtf_volatility,161,0.85714286,0.54280355,1.57910327,0.79475694,133.50496894,-51.62360248
h4,validation,150,200,ema200_rising+atr_expand+strong_close_bull+mtf_volatility,21,0.76190476,0.54139290,1.40730467,0.54908826,112.26190476,6.68095238
h4,oos,150,200,ema200_rising+atr_expand+strong_close_bull+mtf_volatility,21,0.61904762,0.40000000,1.54761905,0.40878654,70.28571429,-14.54761905
h4,discovery,150,200,adx25+atr_expand+strong_close_bull+mtf_adx25,237,0.84810127,0.54280355,1.56244606,0.79688047,145.35232068,-71.48143460
h4,validation,150,200,adx25+atr_expand+strong_close_bull+mtf_adx25,10,0.20000000,0.54139290,0.36941748,0.05668215,31.12000000,-117.48000000
h4,oos,150,200,adx25+atr_expand+strong_close_bull+mtf_adx25,9,1.00000000,0.40000000,2.50000000,0.70085495,78.38888889,-68.88888889
h4,discovery,150,200,atr_expand+strong_close_bull+mtf_volatility,223,0.84304933,0.54280355,1.55313894,0.78954842,137.78251121,-65.69506726
h4,validation,150,200,atr_expand+strong_close_bull+mtf_volatility,60,0.73333333,0.54139290,1.35453074,0.60991287,132.94166667,-88.25666667
h4,oos,150,200,atr_expand+strong_close_bull+mtf_volatility,29,0.72413793,0.40000000,1.81034483,0.54282868,76.99655172,-32.15517241
h4,discovery,150,200,macd_accel_up+atr_expand+strong_close_bull+mtf_volatility,222,0.84234234,0.54280355,1.55183647,0.78863602,137.97477477,-65.30585586
h4,validation,150,200,macd_accel_up+atr_expand+strong_close_bull+mtf_volatility,60,0.73333333,0.54139290,1.35453074,0.60991287,132.94166667,-88.25666667
h4,oos,150,200,macd_accel_up+atr_expand+strong_close_bull+mtf_volatility,29,0.72413793,0.40000000,1.81034483,0.54282868,76.99655172,-32.15517241
h4,discovery,150,200,sma_stack_bull+atr_expand+close_near_high+mtf_volatility,114,0.84210526,0.54280355,1.55139971,0.76417888,150.85175439,-73.27631579
h4,validation,150,200,sma_stack_bull+atr_expand+close_near_high+mtf_volatility,6,0.50000000,0.54139290,0.92354369,0.18761631,60.35000000,-31.55000000
h4,oos,150,200,sma_stack_bull+atr_expand+close_near_high+mtf_volatility,0,,0.40000000,,,,
h4,discovery,150,200,di_strong_bull+atr_expand+strong_close_bull+mtf_volatility,197,0.83756345,0.54280355,1.54303238,0.77968799,128.65025381,-61.63197970
h4,validation,150,200,di_strong_bull+atr_expand+strong_close_bull+mtf_volatility,49,0.77551020,0.54139290,1.43243511,0.64121213,146.51020408,-53.13265306
h4,oos,150,200,di_strong_bull+atr_expand+strong_close_bull+mtf_volatility,29,0.72413793,0.40000000,1.81034483,0.54282868,76.99655172,-32.15517241
h4,discovery,150,200,adx25+atr_expand+strong_close_bull+mtf_trend_bull,181,0.83425414,0.54280355,1.53693569,0.77325263,154.49447514,-76.37071823
h4,validation,150,200,adx25+atr_expand+strong_close_bull+mtf_trend_bull,38,0.97368421,0.54139290,1.79847982,0.86505124,215.16315789,71.33947368
h4,oos,150,200,adx25+atr_expand+strong_close_bull+mtf_trend_bull,4,0.25000000,0.40000000,0.62500000,0.04558726,41.00000000,-39.05000000
h4,discovery,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_volatility,180,0.83333333,0.54280355,1.53523929,0.77204813,131.77000000,-58.18888889
h4,validation,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_volatility,33,0.81818182,0.54139290,1.51125331,0.65611768,133.20000000,-13.91515152
h4,oos,150,200,atr_expand+breakout20_up+strong_close_bull+mtf_volatility,29,0.72413793,0.40000000,1.81034483,0.54282868,76.99655172,-32.15517241
h4,discovery,150,200,atr_expand+strong_close_bull+mtf_trend_bull+cross_group_return_up,174,0.83333333,0.54280355,1.53523929,0.77088911,143.12298851,-59.60000000
h4,validation,150,200,atr_expand+strong_close_bull+mtf_trend_bull+cross_group_return_up,112,0.84821429,0.54139290,1.56672590,0.77031376,123.13660714,3.46517857
h4,oos,150,200,atr_expand+strong_close_bull+mtf_trend_bull+cross_group_return_up,29,0.65517241,0.40000000,1.63793103,0.47345104,83.33793103,-3.41379310
h4,discovery,150,200,adx25+atr_expand+close_near_high+mtf_adx25,257,0.83268482,0.54280355,1.53404455,0.78222428,145.67198444,-70.62684825
h4,validation,150,200,adx25+atr_expand+close_near_high+mtf_adx25,24,0.08333333,0.54139290,0.15392395,0.02315882,29.45416667,-86.94583333
h4,oos,150,200,adx25+atr_expand+close_near_high+mtf_adx25,9,1.00000000,0.40000000,2.50000000,0.70085495,78.38888889,-68.88888889
h4,discovery,150,200,atr_expand+horizontal_break_up+strong_close_bull+mtf_volatility,125,0.83200000,0.54280355,1.53278291,0.75679079,140.75200000,-42.53600000
h4,validation,150,200,atr_expand+horizontal_break_up+strong_close_bull+mtf_volatility,21,0.76190476,0.54139290,1.40730467,0.54908826,112.26190476,6.68095238
h4,oos,150,200,atr_expand+horizontal_break_up+strong_close_bull+mtf_volatility,29,0.72413793,0.40000000,1.81034483,0.54282868,76.99655172,-32.15517241
h4,discovery,150,200,price200_bull+atr_expand+close_near_high+mtf_volatility,171,0.83040936,0.54280355,1.52985249,0.76705282,129.26491228,-60.08654971
h4,validation,150,200,price200_bull+atr_expand+close_near_high+mtf_volatility,24,0.66666667,0.54139290,1.23139159,0.46706317,102.12500000,-1.68333333
h4,oos,150,200,price200_bull+atr_expand+close_near_high+mtf_volatility,21,0.61904762,0.40000000,1.54761905,0.40878654,70.28571429,-14.54761905
h4,discovery,150,200,ema200_rising+atr_expand+close_near_high+mtf_volatility,171,0.83040936,0.54280355,1.52985249,0.76705282,129.26491228,-60.08654971
h4,validation,150,200,ema200_rising+atr_expand+close_near_high+mtf_volatility,24,0.66666667,0.54139290,1.23139159,0.46706317,102.12500000,-1.68333333
h4,oos,150,200,ema200_rising+atr_expand+close_near_high+mtf_volatility,21,0.61904762,0.40000000,1.54761905,0.40878654,70.28571429,-14.54761905
