timeframe,direction,feature,offset,event_n,event_presence,control_n,control_presence,prevalence_lift,presence_delta
h4,bear,stoch_cross_down,-6,6879,0.19523187,4560,0.19100877,1.02210942,0.00422309
h4,bear,stoch_fall_down,0,6893,0.14115770,4560,0.05942982,2.37519961,0.08172787
h4,bear,stoch_fall_down,-1,6885,0.09164851,4560,0.05942982,1.54212993,0.03221869
h4,bear,stoch_fall_down,-2,6885,0.06274510,4560,0.05942982,1.05578468,0.00331527
h4,bear,stoch_fall_down,-3,6885,0.07334786,4560,0.05942982,1.23419273,0.01391803
h4,bear,stoch_fall_down,-4,6883,0.07089932,4560,0.05942982,1.19299220,0.01146949
h4,bear,stoch_fall_down,-5,6881,0.07818631,4560,0.05942982,1.31560728,0.01875649
h4,bear,stoch_fall_down,-6,6879,0.07690071,4560,0.05942982,1.29397509,0.01747089
h4,bear,rci_bear,0,6893,0.36080081,4560,0.54385965,0.66340795,-0.18305884
h4,bear,rci_bear,-1,6885,0.34596950,4560,0.54385965,0.63613747,-0.19789015
h4,bear,rci_bear,-2,6885,0.36005810,4560,0.54385965,0.66204231,-0.18380155
h4,bear,rci_bear,-3,6885,0.37414670,4560,0.54385965,0.68794715,-0.16971295
h4,bear,rci_bear,-4,6883,0.38762168,4560,0.54385965,0.71272373,-0.15623797
h4,bear,rci_bear,-5,6881,0.39921523,4560,0.54385965,0.73404091,-0.14464442
h4,bear,rci_bear,-6,6879,0.41328681,4560,0.54385965,0.75991447,-0.13057283
h4,bear,rci_strong_bear,0,6893,0.10459887,4560,0.12894737,0.81117490,-0.02434850
h4,bear,rci_strong_bear,-1,6885,0.08612927,4560,0.12894737,0.66794125,-0.04281810
h4,bear,rci_strong_bear,-2,6885,0.08467683,4560,0.12894737,0.65667749,-0.04427053
h4,bear,rci_strong_bear,-3,6885,0.08264343,4560,0.12894737,0.64090822,-0.04630394
h4,bear,rci_strong_bear,-4,6883,0.08833358,4560,0.12894737,0.68503589,-0.04061379
h4,bear,rci_strong_bear,-5,6881,0.09141113,4560,0.12894737,0.70890266,-0.03753624
h4,bear,rci_strong_bear,-6,6879,0.09332752,4560,0.12894737,0.72376443,-0.03561985
h4,bear,rci_cross_down,0,6893,0.04033077,4560,0.03442982,1.17139053,0.00590095
h4,bear,rci_cross_down,-1,6885,0.02788671,4560,0.03442982,0.80995795,-0.00654311
h4,bear,rci_cross_down,-2,6885,0.02817720,4560,0.03442982,0.81839502,-0.00625263
h4,bear,rci_cross_down,-3,6885,0.03108206,4560,0.03442982,0.90276564,-0.00334776
h4,bear,rci_cross_down,-4,6883,0.02920238,4560,0.03442982,0.84817111,-0.00522744
h4,bear,rci_cross_down,-5,6881,0.03328005,4560,0.03442982,0.96660517,-0.00114978
h4,bear,rci_cross_down,-6,6879,0.03169065,4560,0.03442982,0.92044189,-0.00273917
h4,bear,dmi_adx_bear,0,6893,0.20644132,4560,0.26447368,0.78057413,-0.05803237
h4,bear,dmi_adx_bear,-1,6885,0.17487291,4560,0.26447368,0.66121101,-0.08960077
h4,bear,dmi_adx_bear,-2,6885,0.18867102,4560,0.26447368,0.71338298,-0.07580266
h4,bear,dmi_adx_bear,-3,6885,0.19753086,4560,0.26447368,0.74688287,-0.06694282
h4,bear,dmi_adx_bear,-4,6883,0.20398082,4560,0.26447368,0.77127077,-0.06049286
h4,bear,dmi_adx_bear,-5,6881,0.20723732,4560,0.26447368,0.78358390,-0.05723636
h4,bear,dmi_adx_bear,-6,6879,0.20976886,4560,0.26447368,0.79315590,-0.05470482
h4,bear,dmi_adx_strong_bear,0,6893,0.26273031,4560,0.26907895,0.97640603,-0.00634864
h4,bear,dmi_adx_strong_bear,-1,6885,0.17806826,4560,0.26907895,0.66176959,-0.09101068
h4,bear,dmi_adx_strong_bear,-2,6885,0.17763253,4560,0.26907895,0.66015025,-0.09144641
h4,bear,dmi_adx_strong_bear,-3,6885,0.18358751,4560,0.26907895,0.68228121,-0.08549144
h4,bear,dmi_adx_strong_bear,-4,6883,0.19221270,4560,0.26907895,0.71433570,-0.07686625
h4,bear,dmi_adx_strong_bear,-5,6881,0.19604709,4560,0.26907895,0.72858575,-0.07303186
h4,bear,dmi_adx_strong_bear,-6,6879,0.19886611,4560,0.26907895,0.73906233,-0.07021283
h4,bear,fib_below382,0,6893,0.52560569,4560,0.61074561,0.86059674,-0.08513993
h4,bear,fib_below382,-1,6885,0.45490196,4560,0.61074561,0.74483050,-0.15584365
h4,bear,fib_below382,-2,6885,0.47581699,4560,0.61074561,0.77907558,-0.13492862
h4,bear,fib_below382,-3,6885,0.49484386,4560,0.61074561,0.81022909,-0.11590175
h4,bear,fib_below382,-4,6883,0.50341421,4560,0.61074561,0.82426168,-0.10733141
h4,bear,fib_below382,-5,6881,0.51402412,4560,0.61074561,0.84163375,-0.09672149
h4,bear,fib_below382,-6,6879,0.51882541,4560,0.61074561,0.84949511,-0.09192020
h4,bear,fib_below500,0,6893,0.42637458,4560,0.50833333,0.83876967,-0.08195875
h4,bear,fib_below500,-1,6885,0.35381264,4560,0.50833333,0.69602486,-0.15452070
h4,bear,fib_below500,-2,6885,0.37414670,4560,0.50833333,0.73602629,-0.13418664
h4,bear,fib_below500,-3,6885,0.39201162,4560,0.50833333,0.77117040,-0.11632171
h4,bear,fib_below500,-4,6883,0.39982566,4560,0.50833333,0.78654228,-0.10850768
h4,bear,fib_below500,-5,6881,0.40953350,4560,0.50833333,0.80563967,-0.09879984
h4,bear,fib_below500,-6,6879,0.41939235,4560,0.50833333,0.82503414,-0.08894098
h4,bear,fib_below618,0,6893,0.33396199,4560,0.39802632,0.83904500,-0.06406433
h4,bear,fib_below618,-1,6885,0.26071169,4560,0.39802632,0.65501119,-0.13731462
h4,bear,fib_below618,-2,6885,0.27480029,4560,0.39802632,0.69040734,-0.12322603
h4,bear,fib_below618,-3,6885,0.28772694,4560,0.39802632,0.72288422,-0.11029937
h4,bear,fib_below618,-4,6883,0.29856167,4560,0.39802632,0.75010536,-0.09946464
h4,bear,fib_below618,-5,6881,0.30693213,4560,0.39802632,0.77113527,-0.09109418
h4,bear,fib_below618,-6,6879,0.31123710,4560,0.39802632,0.78195106,-0.08678922
h4,bear,fib_retrace38_bear,0,6893,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace38_bear,-1,6885,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace38_bear,-2,6885,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace38_bear,-3,6885,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace38_bear,-4,6883,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace38_bear,-5,6881,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace38_bear,-6,6879,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace62_bear,0,6893,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace62_bear,-1,6885,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace62_bear,-2,6885,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace62_bear,-3,6885,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace62_bear,-4,6883,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace62_bear,-5,6881,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_retrace62_bear,-6,6879,0.00000000,4560,0.00000000,,0.00000000
h4,bear,fib_time_zone,0,6893,0.36065574,4560,1.00000000,0.36065574,-0.63934426
h4,bear,fib_time_zone,-1,6885,0.35003631,4560,1.00000000,0.35003631,-0.64996369
h4,bear,fib_time_zone,-2,6885,0.36310821,4560,1.00000000,0.36310821,-0.63689179
h4,bear,fib_time_zone,-3,6885,0.34306463,4560,1.00000000,0.34306463,-0.65693537
h4,bear,fib_time_zone,-4,6883,0.36306843,4560,1.00000000,0.36306843,-0.63693157
h4,bear,fib_time_zone,-5,6881,0.35445429,4560,1.00000000,0.35445429,-0.64554571
h4,bear,fib_time_zone,-6,6879,0.35121384,4560,1.00000000,0.35121384,-0.64878616
h4,bear,fib_time_5,0,6893,0.20223415,4560,1.00000000,0.20223415,-0.79776585
h4,bear,fib_time_5,-1,6885,0.19520697,4560,1.00000000,0.19520697,-0.80479303
h4,bear,fib_time_5,-2,6885,0.20014524,4560,1.00000000,0.20014524,-0.79985476
h4,bear,fib_time_5,-3,6885,0.19404503,4560,1.00000000,0.19404503,-0.80595497
h4,bear,fib_time_5,-4,6883,0.20935639,4560,1.00000000,0.20935639,-0.79064361
h4,bear,fib_time_5,-5,6881,0.20142421,4560,1.00000000,0.20142421,-0.79857579
h4,bear,fib_time_5,-6,6879,0.19537724,4560,1.00000000,0.19537724,-0.80462276
h4,bear,fib_time_8,0,6893,0.12969679,4560,0.25811404,0.50247866,-0.12841724
h4,bear,fib_time_8,-1,6885,0.12679739,4560,0.25811404,0.49124561,-0.13131665
h4,bear,fib_time_8,-2,6885,0.12839506,4560,0.25811404,0.49743541,-0.12971897
h4,bear,fib_time_8,-3,6885,0.11561365,4560,0.25811404,0.44791696,-0.14250038
h4,bear,fib_time_8,-4,6883,0.12276624,4560,0.25811404,0.47562790,-0.13534780
h4,bear,fib_time_8,-5,6881,0.12934167,4560,0.25811404,0.50110280,-0.12877237
h4,bear,fib_time_8,-6,6879,0.12894316,4560,0.25811404,0.49955889,-0.12917087
h4,bear,fib_time_13,0,6893,0.08037139,4560,0.07719298,1.04117484,0.00317841
h4,bear,fib_time_13,-1,6885,0.07465505,4560,0.07719298,0.96712220,-0.00253794
h4,bear,fib_time_13,-2,6885,0.08104575,4560,0.07719298,1.04991087,0.00385277
h4,bear,fib_time_13,-3,6885,0.07770516,4560,0.07719298,1.00663498,0.00051217
h4,bear,fib_time_13,-4,6883,0.08150516,4560,0.07719298,1.05586227,0.00431218
h4,bear,fib_time_13,-5,6881,0.07251853,4560,0.07719298,0.93944458,-0.00467445
h4,bear,fib_time_13,-6,6879,0.07442942,4560,0.07719298,0.96419934,-0.00276356
h4,bear,fib_fan_down,0,6893,0.33396199,4560,0.39802632,0.83904500,-0.06406433
h4,bear,fib_fan_down,-1,6885,0.26071169,4560,0.39802632,0.65501119,-0.13731462
h4,bear,fib_fan_down,-2,6885,0.27480029,4560,0.39802632,0.69040734,-0.12322603
h4,bear,fib_fan_down,-3,6885,0.28772694,4560,0.39802632,0.72288422,-0.11029937
h4,bear,fib_fan_down,-4,6883,0.29856167,4560,0.39802632,0.75010536,-0.09946464
h4,bear,fib_fan_down,-5,6881,0.30693213,4560,0.39802632,0.77113527,-0.09109418
h4,bear,fib_fan_down,-6,6879,0.31123710,4560,0.39802632,0.78195106,-0.08678922
h4,bear,fib_arc_bear,0,6893,0.42637458,4560,0.50833333,0.83876967,-0.08195875
h4,bear,fib_arc_bear,-1,6885,0.35381264,4560,0.50833333,0.69602486,-0.15452070
h4,bear,fib_arc_bear,-2,6885,0.37414670,4560,0.50833333,0.73602629,-0.13418664
h4,bear,fib_arc_bear,-3,6885,0.39201162,4560,0.50833333,0.77117040,-0.11632171
h4,bear,fib_arc_bear,-4,6883,0.39982566,4560,0.50833333,0.78654228,-0.10850768
h4,bear,fib_arc_bear,-5,6881,0.40953350,4560,0.50833333,0.80563967,-0.09879984
h4,bear,fib_arc_bear,-6,6879,0.41939235,4560,0.50833333,0.82503414,-0.08894098
h4,bear,trendline_down,0,6893,0.36747425,4560,0.55416667,0.66311143,-0.18669242
h4,bear,trendline_down,-1,6885,0.35439361,4560,0.55416667,0.63950726,-0.19977306
h4,bear,trendline_down,-2,6885,0.37763253,4560,0.55416667,0.68144217,-0.17653413
h4,bear,trendline_down,-3,6885,0.39593319,4560,0.55416667,0.71446590,-0.15823348
h4,bear,trendline_down,-4,6883,0.41057678,4560,0.55416667,0.74089044,-0.14358988
h4,bear,trendline_down,-5,6881,0.42551955,4560,0.55416667,0.76785482,-0.12864712
h4,bear,trendline_down,-6,6879,0.43538305,4560,0.55416667,0.78565362,-0.11878362
h4,bear,channel_lower,0,6893,0.26722762,4560,0.20526316,1.30187816,0.06196446
h4,bear,channel_lower,-1,6885,0.15628177,4560,0.20526316,0.76137274,-0.04898139
h4,bear,channel_lower,-2,6885,0.14291939,4560,0.20526316,0.69627395,-0.06234377
h4,bear,channel_lower,-3,6885,0.14015977,4560,0.20526316,0.68282964,-0.06510339
h4,bear,channel_lower,-4,6883,0.14673834,4560,0.20526316,0.71487910,-0.05852482
h4,bear,channel_lower,-5,6881,0.14460108,4560,0.20526316,0.70446678,-0.06066208
h4,bear,channel_lower,-6,6879,0.15321994,4560,0.20526316,0.74645614,-0.05204321
h4,bear,channel_mid_bear,0,6893,0.44712027,4560,0.51732456,0.86429352,-0.07020429
h4,bear,channel_mid_bear,-1,6885,0.33609296,4560,0.51732456,0.64967523,-0.18123161
h4,bear,channel_mid_bear,-2,6885,0.33899782,4560,0.51732456,0.65529040,-0.17832674
h4,bear,channel_mid_bear,-3,6885,0.35105301,4560,0.51732456,0.67859336,-0.16627155
h4,bear,channel_mid_bear,-4,6883,0.36902513,4560,0.51732456,0.71333388,-0.14829943
h4,bear,channel_mid_bear,-5,6881,0.38163058,4560,0.51732456,0.73770048,-0.13569398
h4,bear,channel_mid_bear,-6,6879,0.39555168,4560,0.51732456,0.76461028,-0.12177288
h4,bear,channel_breakout_down,0,6893,0.14957203,4560,0.03793860,3.94247662,0.11163343
h4,bear,channel_breakout_down,-1,6885,0.04923747,4560,0.03793860,1.29782009,0.01129888
h4,bear,channel_breakout_down,-2,6885,0.03936093,4560,0.03793860,1.03749040,0.00142233
h4,bear,channel_breakout_down,-3,6885,0.03587509,4560,0.03793860,0.94560933,-0.00206351
h4,bear,channel_breakout_down,-4,6883,0.03486852,4560,0.03793860,0.91907766,-0.00307008
h4,bear,channel_breakout_down,-5,6881,0.03487865,4560,0.03793860,0.91934480,-0.00305995
h4,bear,channel_breakout_down,-6,6879,0.03474342,4560,0.03793860,0.91578037,-0.00319517
h4,bear,horizontal_resistance_near,0,6893,0.10416364,4560,0.04100877,2.54003325,0.06315487
h4,bear,horizontal_resistance_near,-1,6885,0.20188816,4560,0.04100877,4.92304824,0.16087939
h4,bear,horizontal_resistance_near,-2,6885,0.12723312,4560,0.04100877,3.10258292,0.08622434
h4,bear,horizontal_resistance_near,-3,6885,0.09905592,4560,0.04100877,2.41548123,0.05804715
h4,bear,horizontal_resistance_near,-4,6883,0.09487142,4560,0.04100877,2.31344217,0.05386265
h4,bear,horizontal_resistance_near,-5,6881,0.08167418,4560,0.04100877,1.99162695,0.04066540
h4,bear,horizontal_resistance_near,-6,6879,0.08082570,4560,0.04100877,1.97093689,0.03981693
h4,bear,horizontal_support_near,0,6893,0.11547947,4560,0.03662281,3.15321193,0.07885666
h4,bear,horizontal_support_near,-1,6885,0.04386347,4560,0.03662281,1.19770916,0.00724066
h4,bear,horizontal_support_near,-2,6885,0.03602033,4560,0.03662281,0.98354924,-0.00060247
h4,bear,horizontal_support_near,-3,6885,0.03427741,4560,0.03662281,0.93595815,-0.00234539
h4,bear,horizontal_support_near,-4,6883,0.03239866,4560,0.03662281,0.88465811,-0.00422414
h4,bear,horizontal_support_near,-5,6881,0.03313472,4560,0.03662281,0.90475639,-0.00348809
h4,bear,horizontal_support_near,-6,6879,0.03314435,4560,0.03662281,0.90501944,-0.00347845
h4,bear,horizontal_break_down,0,6893,0.09328304,4560,0.01951754,4.77944568,0.07376550
h4,bear,horizontal_break_down,-1,6885,0.03050109,4560,0.01951754,1.56275244,0.01098355
h4,bear,horizontal_break_down,-2,6885,0.02381990,4560,0.01951754,1.22043524,0.00430235
h4,bear,horizontal_break_down,-3,6885,0.02236747,4560,0.01951754,1.14601846,0.00284992
h4,bear,horizontal_break_down,-4,6883,0.02106640,4560,0.01951754,1.07935689,0.00154885
h4,bear,horizontal_break_down,-5,6881,0.02063654,4560,0.01951754,1.05733260,0.00111899
h4,bear,horizontal_break_down,-6,6879,0.02020643,4560,0.01951754,1.03529550,0.00068888
h4,bear,vertical_session,0,6893,0.72842014,4560,0.63684211,1.14380021,0.09157803
h4,bear,vertical_session,-1,6885,0.72026144,4560,0.63684211,1.13098903,0.08341933
h4,bear,vertical_session,-2,6885,0.59825708,4560,0.63684211,0.93941194,-0.03858502
h4,bear,vertical_session,-3,6885,0.57356572,4560,0.63684211,0.90064039,-0.06327638
h4,bear,vertical_session,-4,6883,0.64172599,4560,0.63684211,1.00766891,0.00488389
h4,bear,vertical_session,-5,6881,0.63173957,4560,0.63684211,0.99198776,-0.00510253
h4,bear,vertical_session,-6,6879,0.70722489,4560,0.63684211,1.11051842,0.07038278
h4,bear,vertical_day_open,0,6893,0.10430872,4560,0.16864035,0.61852764,-0.06433163
h4,bear,vertical_day_open,-1,6885,0.15337691,4560,0.16864035,0.90949115,-0.01526344
h4,bear,vertical_day_open,-2,6885,0.16427015,4560,0.16864035,0.97408569,-0.00437020
h4,bear,vertical_day_open,-3,6885,0.22643428,4560,0.16864035,1.34270521,0.05779393
h4,bear,vertical_day_open,-4,6883,0.23463606,4560,0.16864035,1.39133996,0.06599571
h4,bear,vertical_day_open,-5,6881,0.10637989,4560,0.16864035,0.63080921,-0.06226046
h4,bear,vertical_day_open,-6,6879,0.09390900,4560,0.16864035,0.55685960,-0.07473135
h4,bear,vertical_week_open,0,6893,0.02393733,4560,0.03245614,0.73752848,-0.00851881
h4,bear,vertical_week_open,-1,6885,0.02962963,4560,0.03245614,0.91291291,-0.00282651
h4,bear,vertical_week_open,-2,6885,0.02774147,4560,0.03245614,0.85473709,-0.00471467
h4,bear,vertical_week_open,-3,6885,0.04299201,4560,0.03245614,1.32461874,0.01053587
h4,bear,vertical_week_open,-4,6883,0.04126108,4560,0.03245614,1.27128727,0.00880494
h4,bear,vertical_week_open,-5,6881,0.01555007,4560,0.03245614,0.47911012,-0.01690607
h4,bear,vertical_week_open,-6,6879,0.01584533,4560,0.03245614,0.48820735,-0.01661081
h4,bear,rectangle_range,0,6893,0.41708980,4560,0.54583333,0.76413399,-0.12874353
h4,bear,rectangle_range,-1,6885,0.36848221,4560,0.54583333,0.67508191,-0.17735113
h4,bear,rectangle_range,-2,6885,0.40217865,4560,0.54583333,0.73681585,-0.14365468
h4,bear,rectangle_range,-3,6885,0.47450980,4560,0.54583333,0.86933094,-0.07132353
h4,bear,rectangle_range,-4,6883,0.50588406,4560,0.54583333,0.92681050,-0.03994927
h4,bear,rectangle_range,-5,6881,0.52216248,4560,0.54583333,0.95663354,-0.02367086
h4,bear,rectangle_range,-6,6879,0.51112080,4560,0.54583333,0.93640452,-0.03471253
h4,bear,triangle_breakout_down,0,6893,0.00348179,4560,0.00241228,1.44336151,0.00106951
h4,bear,triangle_breakout_down,-1,6885,0.00217865,4560,0.00241228,0.90314914,-0.00023363
h4,bear,triangle_breakout_down,-2,6885,0.00145243,4560,0.00241228,0.60209943,-0.00095985
h4,bear,triangle_breakout_down,-3,6885,0.00072622,4560,0.00241228,0.30104971,-0.00168606
h4,bear,triangle_breakout_down,-4,6883,0.00058114,4560,0.00241228,0.24090975,-0.00183114
h4,bear,triangle_breakout_down,-5,6881,0.00101729,4560,0.00241228,0.42171460,-0.00139499
h4,bear,triangle_breakout_down,-6,6879,0.00130833,4560,0.00241228,0.54236213,-0.00110395
h4,bear,ellipse_compression,0,6893,0.02364718,4560,0.06557018,0.36063924,-0.04192300
h4,bear,ellipse_compression,-1,6885,0.03674655,4560,0.06557018,0.56041562,-0.02882362
h4,bear,ellipse_compression,-2,6885,0.05519245,4560,0.06557018,0.84173097,-0.01037773
h4,bear,ellipse_compression,-3,6885,0.04807553,4560,0.06557018,0.73319198,-0.01749465
h4,bear,ellipse_compression,-4,6883,0.04445736,4560,0.06557018,0.67801189,-0.02111282
h4,bear,ellipse_compression,-5,6881,0.04694085,4560,0.06557018,0.71588724,-0.01862932
h4,bear,ellipse_compression,-6,6879,0.05335078,4560,0.06557018,0.81364397,-0.01221940
h4,bear,elliott_wave2_bear,0,6893,0.04178152,4560,0.10460526,0.39942080,-0.06282375
h4,bear,elliott_wave2_bear,-1,6885,0.05867829,4560,0.10460526,0.56094965,-0.04592698
h4,bear,elliott_wave2_bear,-2,6885,0.07785040,4560,0.10460526,0.74423023,-0.02675486
h4,bear,elliott_wave2_bear,-3,6885,0.09077705,4560,0.10460526,0.86780578,-0.01382821
h4,bear,elliott_wave2_bear,-4,6883,0.09472614,4560,0.10460526,0.90555804,-0.00987913
h4,bear,elliott_wave2_bear,-5,6881,0.09504432,4560,0.10460526,0.90859984,-0.00956094
h4,bear,elliott_wave2_bear,-6,6879,0.09696177,4560,0.10460526,0.92693011,-0.00764350
h4,bear,elliott_wave3_bear,0,6893,0.17046279,4560,0.04276316,3.98620674,0.12769963
h4,bear,elliott_wave3_bear,-1,6885,0.05243282,4560,0.04276316,1.22612145,0.00966967
h4,bear,elliott_wave3_bear,-2,6885,0.03369644,4560,0.04276316,0.78797833,-0.00906672
h4,bear,elliott_wave3_bear,-3,6885,0.03500363,4560,0.04276316,0.81854645,-0.00775953
h4,bear,elliott_wave3_bear,-4,6883,0.04053465,4560,0.04276316,0.94788721,-0.00222851
h4,bear,elliott_wave3_bear,-5,6881,0.04330766,4560,0.04276316,1.01273294,0.00054450
h4,bear,elliott_wave3_bear,-6,6879,0.04608228,4560,0.04276316,1.07761638,0.00331912
h4,bear,elliott_wave4_bear,0,6893,0.03844480,4560,0.08706140,0.44158258,-0.04861660
h4,bear,elliott_wave4_bear,-1,6885,0.05751634,4560,0.08706140,0.66064108,-0.02954506
h4,bear,elliott_wave4_bear,-2,6885,0.05911402,4560,0.08706140,0.67899222,-0.02794739
h4,bear,elliott_wave4_bear,-3,6885,0.06797386,4560,0.08706140,0.78075764,-0.01908755
h4,bear,elliott_wave4_bear,-4,6883,0.06712189,4560,0.08706140,0.77097189,-0.01993951
h4,bear,elliott_wave4_bear,-5,6881,0.07702369,4560,0.08706140,0.88470534,-0.01003772
h4,bear,elliott_wave4_bear,-6,6879,0.07152202,4560,0.08706140,0.82151241,-0.01553938
h4,bear,elliott_wave5_bear,0,6893,0.15406935,4560,0.04802632,3.20801925,0.10604303
h4,bear,elliott_wave5_bear,-1,6885,0.05185185,4560,0.04802632,1.07965500,0.00382554
h4,bear,elliott_wave5_bear,-2,6885,0.03892520,4560,0.04802632,0.81049731,-0.00910112
h4,bear,elliott_wave5_bear,-3,6885,0.03790850,4560,0.04802632,0.78932760,-0.01011782
h4,bear,elliott_wave5_bear,-4,6883,0.03850065,4560,0.04802632,0.80165745,-0.00952566
h4,bear,elliott_wave5_bear,-5,6881,0.03909316,4560,0.04802632,0.81399446,-0.00893316
h4,bear,elliott_wave5_bear,-6,6879,0.04012211,4560,0.04802632,0.83541929,-0.00790421
h4,bear,elliott_impulse_bear,0,6893,0.20977804,4560,0.06228070,3.36826705,0.14749733
h4,bear,elliott_impulse_bear,-1,6885,0.07058824,4560,0.06228070,1.13338857,0.00830753
h4,bear,elliott_impulse_bear,-2,6885,0.04923747,4560,0.06228070,0.79057351,-0.01304323
h4,bear,elliott_impulse_bear,-3,6885,0.04967320,4560,0.06228070,0.79756973,-0.01260750
h4,bear,elliott_impulse_bear,-4,6883,0.05172163,4560,0.06228070,0.83046002,-0.01055907
h4,bear,elliott_impulse_bear,-5,6881,0.05638715,4560,0.06228070,0.90537119,-0.00589355
h4,bear,elliott_impulse_bear,-6,6879,0.05756651,4560,0.06228070,0.92430729,-0.00471419
h4,bear,elliott_pullback_bear,0,6893,0.08022632,4560,0.19166667,0.41857209,-0.11144035
h4,bear,elliott_pullback_bear,-1,6885,0.11619463,4560,0.19166667,0.60623283,-0.07547204
h4,bear,elliott_pullback_bear,-2,6885,0.13696442,4560,0.19166667,0.71459695,-0.05470225
h4,bear,elliott_pullback_bear,-3,6885,0.15875091,4560,0.19166667,0.82826561,-0.03291576
h4,bear,elliott_pullback_bear,-4,6883,0.16184803,4560,0.19166667,0.84442451,-0.02981864
h4,bear,elliott_pullback_bear,-5,6881,0.17206801,4560,0.19166667,0.89774616,-0.01959865
h4,bear,elliott_pullback_bear,-6,6879,0.16848379,4560,0.19166667,0.87904587,-0.02318288
h4,bear,range_compression,0,6893,0.75192224,4560,0.80021930,0.93964522,-0.04829706
h4,bear,range_compression,-1,6885,0.79230211,4560,0.80021930,0.99010622,-0.00791719
h4,bear,range_compression,-2,6885,0.78721859,4560,0.80021930,0.98375357,-0.01300071
h4,bear,range_compression,-3,6885,0.77719680,4560,0.80021930,0.97122977,-0.02302249
h4,bear,range_compression,-4,6883,0.78003777,4560,0.80021930,0.97478001,-0.02018152
h4,bear,range_compression,-5,6881,0.78854818,4560,0.80021930,0.98541510,-0.01167112
h4,bear,range_compression,-6,6879,0.80651257,4560,0.80021930,1.00786444,0.00629328
h4,bear,range_tight,0,6893,0.05266212,4560,0.06469298,0.81403143,-0.01203086
h4,bear,range_tight,-1,6885,0.07407407,4560,0.06469298,1.14500942,0.00938109
h4,bear,range_tight,-2,6885,0.06463326,4560,0.06469298,0.99907684,-0.00005972
h4,bear,range_tight,-3,6885,0.05940450,4560,0.06469298,0.91825265,-0.00528848
