pair,h,a,b,gap,n,hit
gbpjpy,1,breakout_down20,adx_up3,2,19,0.3157894736842105
gbpjpy,1,breakout_down20,adx_up3,3,15,0.4
gbpjpy,1,breakout_down20,atr_expand,1,5,0.0
gbpjpy,1,breakout_down20,atr_expand,2,6,0.0
gbpjpy,1,breakout_down20,bb_expand,1,18,0.3888888888888889
gbpjpy,1,breakout_down20,bb_expand,2,21,0.2857142857142857
gbpjpy,1,breakout_down20,bb_expand,3,15,0.4
gbpjpy,1,breakout_down20,retest_down,1,5,0.4
gbpjpy,1,retest_down,adx_up3,1,15,0.3333333333333333
gbpjpy,1,retest_down,adx_up3,2,19,0.3157894736842105
gbpjpy,1,retest_down,adx_up3,3,15,0.4
gbpjpy,1,retest_down,atr_expand,1,5,0.0
gbpjpy,1,retest_down,atr_expand,2,6,0.0
gbpjpy,1,retest_down,bb_expand,1,18,0.3888888888888889
gbpjpy,1,retest_down,bb_expand,2,21,0.2857142857142857
gbpjpy,1,retest_down,bb_expand,3,15,0.4
gbpjpy,1,retest_down,breakout_down20,1,5,0.4
gbpjpy,3,adx_up3,rsi_down1,1,6,0.6666666666666666
gbpjpy,3,adx_up3,rsi_down1,3,5,0.6
gbpjpy,3,adx_up3,atr_expand,1,16,0.5625
gbpjpy,3,adx_up3,atr_expand,2,9,0.5555555555555556
gbpjpy,3,adx_up3,atr_expand,3,10,0.7
gbpjpy,3,adx_up3,bb_expand,1,53,0.6226415094339622
gbpjpy,3,adx_up3,bb_expand,2,42,0.6428571428571429
gbpjpy,3,adx_up3,bb_expand,3,34,0.6764705882352942
gbpjpy,3,rsi_down1,adx_up3,1,18,0.5555555555555556
gbpjpy,3,rsi_down1,adx_up3,2,24,0.5416666666666666
gbpjpy,3,rsi_down1,adx_up3,3,19,0.6842105263157895
gbpjpy,3,rsi_down1,atr_expand,1,8,0.625
gbpjpy,3,rsi_down1,atr_expand,2,13,0.38461538461538464
gbpjpy,3,rsi_down1,atr_expand,3,10,0.5
gbpjpy,3,rsi_down1,bb_expand,1,19,0.5263157894736842
gbpjpy,3,rsi_down1,bb_expand,2,29,0.4827586206896552
gbpjpy,3,rsi_down1,bb_expand,3,24,0.6666666666666666
gbpjpy,3,price20_cross_down,atr_expand,2,5,0.4
gbpjpy,3,price20_cross_down,bb_expand,2,5,0.4
gbpjpy,3,price200_cross_down,bb_expand,2,6,0.3333333333333333
gbpjpy,3,atr_expand,adx_up3,1,14,0.7142857142857143
gbpjpy,3,atr_expand,adx_up3,2,18,0.6666666666666666
gbpjpy,3,atr_expand,adx_up3,3,19,0.5789473684210527
gbpjpy,3,atr_expand,bb_expand,1,18,0.6111111111111112
gbpjpy,3,atr_expand,bb_expand,2,19,0.631578947368421
gbpjpy,3,atr_expand,bb_expand,3,20,0.6
gbpjpy,3,bb_expand,adx_up3,1,64,0.609375
gbpjpy,3,bb_expand,adx_up3,2,58,0.5862068965517241
gbpjpy,3,bb_expand,adx_up3,3,47,0.5957446808510638
gbpjpy,3,bb_expand,rsi_down1,1,7,0.5714285714285714
gbpjpy,3,bb_expand,rsi_down1,2,7,0.5714285714285714
gbpjpy,3,bb_expand,rsi_down1,3,6,0.5
gbpjpy,3,bb_expand,atr_expand,1,21,0.47619047619047616
gbpjpy,3,bb_expand,atr_expand,2,18,0.4444444444444444
gbpjpy,3,bb_expand,atr_expand,3,10,0.5
gbpjpy,3,bb_expand,breakout_down20,1,6,0.5
gbpjpy,3,bb_expand,breakout_down20,2,5,0.6
gbpjpy,3,bb_expand,retest_down,1,6,0.5
gbpjpy,3,bb_expand,retest_down,2,5,0.6
gbpjpy,3,breakout_down20,adx_up3,1,15,0.4666666666666667
gbpjpy,3,breakout_down20,adx_up3,2,19,0.631578947368421
gbpjpy,3,breakout_down20,adx_up3,3,15,0.6666666666666666
gbpjpy,3,breakout_down20,atr_expand,1,5,0.2
gbpjpy,3,breakout_down20,atr_expand,2,6,0.3333333333333333
gbpjpy,3,breakout_down20,bb_expand,1,18,0.5
gbpjpy,3,breakout_down20,bb_expand,2,21,0.5238095238095238
gbpjpy,3,breakout_down20,bb_expand,3,15,0.6666666666666666
gbpjpy,3,breakout_down20,retest_down,1,5,0.4
gbpjpy,3,retest_down,adx_up3,1,15,0.4666666666666667
gbpjpy,3,retest_down,adx_up3,2,19,0.631578947368421
gbpjpy,3,retest_down,adx_up3,3,15,0.6666666666666666
gbpjpy,3,retest_down,atr_expand,1,5,0.2
gbpjpy,3,retest_down,atr_expand,2,6,0.3333333333333333
gbpjpy,3,retest_down,bb_expand,1,18,0.5
gbpjpy,3,retest_down,bb_expand,2,21,0.5238095238095238
gbpjpy,3,retest_down,bb_expand,3,15,0.6666666666666666
gbpjpy,3,retest_down,breakout_down20,1,5,0.4
gbpjpy,6,adx_up3,rsi_down1,1,6,0.6666666666666666
gbpjpy,6,adx_up3,rsi_down1,3,5,0.8
gbpjpy,6,adx_up3,atr_expand,1,16,0.6875
gbpjpy,6,adx_up3,atr_expand,2,9,0.6666666666666666
gbpjpy,6,adx_up3,atr_expand,3,10,0.8
gbpjpy,6,adx_up3,bb_expand,1,53,0.7358490566037735
gbpjpy,6,adx_up3,bb_expand,2,42,0.7619047619047619
gbpjpy,6,adx_up3,bb_expand,3,34,0.7941176470588235
gbpjpy,6,rsi_down1,adx_up3,1,18,0.7222222222222222
gbpjpy,6,rsi_down1,adx_up3,2,24,0.6666666666666666
gbpjpy,6,rsi_down1,adx_up3,3,19,0.7894736842105263
gbpjpy,6,rsi_down1,atr_expand,1,8,0.875
gbpjpy,6,rsi_down1,atr_expand,2,13,0.6923076923076923
gbpjpy,6,rsi_down1,atr_expand,3,10,0.8
gbpjpy,6,rsi_down1,bb_expand,1,19,0.6842105263157895
gbpjpy,6,rsi_down1,bb_expand,2,29,0.6206896551724138
gbpjpy,6,rsi_down1,bb_expand,3,24,0.7916666666666666
gbpjpy,6,price20_cross_down,atr_expand,2,5,0.6
gbpjpy,6,price20_cross_down,bb_expand,2,5,0.4
gbpjpy,6,price200_cross_down,bb_expand,2,6,0.6666666666666666
gbpjpy,6,atr_expand,adx_up3,1,14,0.8571428571428571
gbpjpy,6,atr_expand,adx_up3,2,18,0.7777777777777778
gbpjpy,6,atr_expand,adx_up3,3,19,0.7368421052631579
gbpjpy,6,atr_expand,bb_expand,1,18,0.7777777777777778
gbpjpy,6,atr_expand,bb_expand,2,19,0.7368421052631579
gbpjpy,6,atr_expand,bb_expand,3,20,0.7
gbpjpy,6,bb_expand,adx_up3,1,64,0.71875
gbpjpy,6,bb_expand,adx_up3,2,58,0.7241379310344828
gbpjpy,6,bb_expand,adx_up3,3,47,0.723404255319149
gbpjpy,6,bb_expand,rsi_down1,1,7,0.5714285714285714
gbpjpy,6,bb_expand,rsi_down1,2,7,0.5714285714285714
gbpjpy,6,bb_expand,rsi_down1,3,6,0.5
gbpjpy,6,bb_expand,atr_expand,1,21,0.6666666666666666
gbpjpy,6,bb_expand,atr_expand,2,18,0.6666666666666666
gbpjpy,6,bb_expand,atr_expand,3,10,0.6
gbpjpy,6,bb_expand,breakout_down20,1,6,0.8333333333333334
gbpjpy,6,bb_expand,breakout_down20,2,5,0.8
gbpjpy,6,bb_expand,retest_down,1,6,0.8333333333333334
gbpjpy,6,bb_expand,retest_down,2,5,0.8
gbpjpy,6,breakout_down20,adx_up3,1,15,0.6
gbpjpy,6,breakout_down20,adx_up3,2,19,0.7894736842105263
gbpjpy,6,breakout_down20,adx_up3,3,15,0.8666666666666667
gbpjpy,6,breakout_down20,atr_expand,1,5,0.6
gbpjpy,6,breakout_down20,atr_expand,2,6,0.6666666666666666
gbpjpy,6,breakout_down20,bb_expand,1,18,0.6666666666666666
gbpjpy,6,breakout_down20,bb_expand,2,21,0.6666666666666666
gbpjpy,6,breakout_down20,bb_expand,3,15,0.8666666666666667
gbpjpy,6,breakout_down20,retest_down,1,5,0.8
gbpjpy,6,retest_down,adx_up3,1,15,0.6
gbpjpy,6,retest_down,adx_up3,2,19,0.7894736842105263
gbpjpy,6,retest_down,adx_up3,3,15,0.8666666666666667
gbpjpy,6,retest_down,atr_expand,1,5,0.6
gbpjpy,6,retest_down,atr_expand,2,6,0.6666666666666666
gbpjpy,6,retest_down,bb_expand,1,18,0.6666666666666666
gbpjpy,6,retest_down,bb_expand,2,21,0.6666666666666666
gbpjpy,6,retest_down,bb_expand,3,15,0.8666666666666667
gbpjpy,6,retest_down,breakout_down20,1,5,0.8
gbpjpy,12,adx_up3,rsi_down1,1,6,0.8333333333333334
gbpjpy,12,adx_up3,rsi_down1,3,5,0.8
gbpjpy,12,adx_up3,atr_expand,1,16,0.6875
gbpjpy,12,adx_up3,atr_expand,2,9,0.6666666666666666
gbpjpy,12,adx_up3,atr_expand,3,10,0.8
gbpjpy,12,adx_up3,bb_expand,1,53,0.7924528301886793
gbpjpy,12,adx_up3,bb_expand,2,42,0.8571428571428571
gbpjpy,12,adx_up3,bb_expand,3,34,0.8529411764705882
gbpjpy,12,rsi_down1,adx_up3,1,18,0.7222222222222222
gbpjpy,12,rsi_down1,adx_up3,2,24,0.7916666666666666
gbpjpy,12,rsi_down1,adx_up3,3,19,0.8421052631578947
gbpjpy,12,rsi_down1,atr_expand,1,8,0.875
gbpjpy,12,rsi_down1,atr_expand,2,13,0.6923076923076923
gbpjpy,12,rsi_down1,atr_expand,3,10,0.8
gbpjpy,12,rsi_down1,bb_expand,1,19,0.6842105263157895
gbpjpy,12,rsi_down1,bb_expand,2,29,0.7241379310344828
gbpjpy,12,rsi_down1,bb_expand,3,24,0.8333333333333334
gbpjpy,12,price20_cross_down,atr_expand,2,5,0.6
gbpjpy,12,price20_cross_down,bb_expand,2,5,0.4
gbpjpy,12,price200_cross_down,bb_expand,2,6,0.6666666666666666
gbpjpy,12,atr_expand,adx_up3,1,14,0.8571428571428571
gbpjpy,12,atr_expand,adx_up3,2,18,0.7777777777777778
gbpjpy,12,atr_expand,adx_up3,3,19,0.7894736842105263
gbpjpy,12,atr_expand,bb_expand,1,18,0.7777777777777778
gbpjpy,12,atr_expand,bb_expand,2,19,0.7368421052631579
gbpjpy,12,atr_expand,bb_expand,3,20,0.75
gbpjpy,12,bb_expand,adx_up3,1,64,0.796875
gbpjpy,12,bb_expand,adx_up3,2,58,0.8103448275862069
gbpjpy,12,bb_expand,adx_up3,3,47,0.8085106382978723
gbpjpy,12,bb_expand,rsi_down1,1,7,0.5714285714285714
gbpjpy,12,bb_expand,rsi_down1,2,7,0.7142857142857143
gbpjpy,12,bb_expand,rsi_down1,3,6,0.6666666666666666
gbpjpy,12,bb_expand,atr_expand,1,21,0.6666666666666666
gbpjpy,12,bb_expand,atr_expand,2,18,0.6666666666666666
gbpjpy,12,bb_expand,atr_expand,3,10,0.6
gbpjpy,12,bb_expand,breakout_down20,1,6,0.8333333333333334
gbpjpy,12,bb_expand,breakout_down20,2,5,0.8
gbpjpy,12,bb_expand,retest_down,1,6,0.8333333333333334
gbpjpy,12,bb_expand,retest_down,2,5,0.8
gbpjpy,12,breakout_down20,adx_up3,1,15,0.6
gbpjpy,12,breakout_down20,adx_up3,2,19,0.8947368421052632
gbpjpy,12,breakout_down20,adx_up3,3,15,0.8666666666666667
gbpjpy,12,breakout_down20,atr_expand,1,5,0.6
gbpjpy,12,breakout_down20,atr_expand,2,6,0.6666666666666666
gbpjpy,12,breakout_down20,bb_expand,1,18,0.6666666666666666
gbpjpy,12,breakout_down20,bb_expand,2,21,0.7619047619047619
gbpjpy,12,breakout_down20,bb_expand,3,15,0.8666666666666667
gbpjpy,12,breakout_down20,retest_down,1,5,0.8
gbpjpy,12,retest_down,adx_up3,1,15,0.6
gbpjpy,12,retest_down,adx_up3,2,19,0.8947368421052632
gbpjpy,12,retest_down,adx_up3,3,15,0.8666666666666667
gbpjpy,12,retest_down,atr_expand,1,5,0.6
gbpjpy,12,retest_down,atr_expand,2,6,0.6666666666666666
gbpjpy,12,retest_down,bb_expand,1,18,0.6666666666666666
gbpjpy,12,retest_down,bb_expand,2,21,0.7619047619047619
gbpjpy,12,retest_down,bb_expand,3,15,0.8666666666666667
gbpjpy,12,retest_down,breakout_down20,1,5,0.8
gbpjpy,24,adx_up3,rsi_down1,1,6,1.0
gbpjpy,24,adx_up3,rsi_down1,3,5,1.0
gbpjpy,24,adx_up3,atr_expand,1,16,0.9375
gbpjpy,24,adx_up3,atr_expand,2,9,1.0
gbpjpy,24,adx_up3,atr_expand,3,10,1.0
gbpjpy,24,adx_up3,bb_expand,1,53,0.8867924528301887
gbpjpy,24,adx_up3,bb_expand,2,42,0.9285714285714286
gbpjpy,24,adx_up3,bb_expand,3,34,0.9117647058823529
gbpjpy,24,rsi_down1,adx_up3,1,18,0.7777777777777778
gbpjpy,24,rsi_down1,adx_up3,2,24,0.8333333333333334
gbpjpy,24,rsi_down1,adx_up3,3,19,0.8947368421052632
gbpjpy,24,rsi_down1,atr_expand,1,8,1.0
gbpjpy,24,rsi_down1,atr_expand,2,13,0.8461538461538461
gbpjpy,24,rsi_down1,atr_expand,3,10,0.8
gbpjpy,24,rsi_down1,bb_expand,1,19,0.7368421052631579
gbpjpy,24,rsi_down1,bb_expand,2,29,0.7931034482758621
gbpjpy,24,rsi_down1,bb_expand,3,24,0.875
gbpjpy,24,price20_cross_down,atr_expand,2,5,0.8
gbpjpy,24,price20_cross_down,bb_expand,2,5,0.6
gbpjpy,24,price200_cross_down,bb_expand,2,6,0.8333333333333334
gbpjpy,24,atr_expand,adx_up3,1,14,0.9285714285714286
gbpjpy,24,atr_expand,adx_up3,2,18,0.8888888888888888
gbpjpy,24,atr_expand,adx_up3,3,19,0.8421052631578947
gbpjpy,24,atr_expand,bb_expand,1,18,0.8888888888888888
gbpjpy,24,atr_expand,bb_expand,2,19,0.8947368421052632
gbpjpy,24,atr_expand,bb_expand,3,20,0.85
gbpjpy,24,bb_expand,adx_up3,1,64,0.875
gbpjpy,24,bb_expand,adx_up3,2,58,0.896551724137931
gbpjpy,24,bb_expand,adx_up3,3,47,0.8723404255319149
gbpjpy,24,bb_expand,rsi_down1,1,7,0.7142857142857143
gbpjpy,24,bb_expand,rsi_down1,2,7,0.8571428571428571
gbpjpy,24,bb_expand,rsi_down1,3,6,0.8333333333333334
gbpjpy,24,bb_expand,atr_expand,1,21,0.8571428571428571
gbpjpy,24,bb_expand,atr_expand,2,18,0.8888888888888888
gbpjpy,24,bb_expand,atr_expand,3,10,0.8
gbpjpy,24,bb_expand,breakout_down20,1,6,1.0
gbpjpy,24,bb_expand,breakout_down20,2,5,1.0
gbpjpy,24,bb_expand,retest_down,1,6,1.0
gbpjpy,24,bb_expand,retest_down,2,5,1.0
gbpjpy,24,breakout_down20,adx_up3,1,15,0.8
gbpjpy,24,breakout_down20,adx_up3,2,19,0.9473684210526315
gbpjpy,24,breakout_down20,adx_up3,3,15,0.9333333333333333
gbpjpy,24,breakout_down20,atr_expand,1,5,1.0
gbpjpy,24,breakout_down20,atr_expand,2,6,1.0
gbpjpy,24,breakout_down20,bb_expand,1,18,0.8333333333333334
gbpjpy,24,breakout_down20,bb_expand,2,21,0.8571428571428571
gbpjpy,24,breakout_down20,bb_expand,3,15,0.9333333333333333
gbpjpy,24,breakout_down20,retest_down,1,5,1.0
gbpjpy,24,retest_down,adx_up3,1,15,0.8
gbpjpy,24,retest_down,adx_up3,2,19,0.9473684210526315
gbpjpy,24,retest_down,adx_up3,3,15,0.9333333333333333
gbpjpy,24,retest_down,atr_expand,1,5,1.0
gbpjpy,24,retest_down,atr_expand,2,6,1.0
gbpjpy,24,retest_down,bb_expand,1,18,0.8333333333333334
gbpjpy,24,retest_down,bb_expand,2,21,0.8571428571428571
gbpjpy,24,retest_down,bb_expand,3,15,0.9333333333333333
gbpjpy,24,retest_down,breakout_down20,1,5,1.0
audjpy,1,adx_up3,atr_expand,3,5,0.4
audjpy,1,adx_up3,bb_expand,1,28,0.03571428571428571
audjpy,1,adx_up3,bb_expand,2,25,0.04
audjpy,1,adx_up3,bb_expand,3,21,0.047619047619047616
audjpy,1,rsi_down1,adx_up3,1,12,0.16666666666666666
audjpy,1,rsi_down1,adx_up3,2,9,0.1111111111111111
audjpy,1,rsi_down1,adx_up3,3,13,0.07692307692307693
audjpy,1,rsi_down1,atr_expand,1,5,0.2
audjpy,1,rsi_down1,bb_expand,1,19,0.10526315789473684
audjpy,1,rsi_down1,bb_expand,2,13,0.23076923076923078
audjpy,1,rsi_down1,bb_expand,3,19,0.10526315789473684
audjpy,1,atr_expand,adx_up3,1,8,0.125
audjpy,1,atr_expand,bb_expand,1,9,0.2222222222222222
audjpy,1,atr_expand,bb_expand,2,8,0.0
audjpy,1,atr_expand,bb_expand,3,5,0.0
audjpy,1,bb_expand,adx_up3,1,30,0.06666666666666667
audjpy,1,bb_expand,adx_up3,2,25,0.04
audjpy,1,bb_expand,adx_up3,3,19,0.05263157894736842
audjpy,1,bb_expand,atr_expand,1,5,0.4
audjpy,1,breakout_down20,adx_up3,1,11,0.18181818181818182
audjpy,1,breakout_down20,adx_up3,2,11,0.09090909090909091
audjpy,1,breakout_down20,adx_up3,3,9,0.0
audjpy,1,breakout_down20,bb_expand,1,15,0.2
audjpy,1,breakout_down20,bb_expand,2,12,0.16666666666666666
audjpy,1,breakout_down20,bb_expand,3,11,0.18181818181818182
audjpy,1,retest_down,adx_up3,1,11,0.18181818181818182
audjpy,1,retest_down,adx_up3,2,11,0.09090909090909091
audjpy,1,retest_down,adx_up3,3,9,0.0
audjpy,1,retest_down,bb_expand,1,15,0.2
audjpy,1,retest_down,bb_expand,2,12,0.16666666666666666
audjpy,1,retest_down,bb_expand,3,11,0.18181818181818182
audjpy,3,adx_up3,atr_expand,3,5,0.6
audjpy,3,adx_up3,bb_expand,1,28,0.21428571428571427
audjpy,3,adx_up3,bb_expand,2,25,0.16
audjpy,3,adx_up3,bb_expand,3,21,0.23809523809523808
audjpy,3,rsi_down1,adx_up3,1,12,0.4166666666666667
audjpy,3,rsi_down1,adx_up3,2,9,0.3333333333333333
audjpy,3,rsi_down1,adx_up3,3,13,0.3076923076923077
audjpy,3,rsi_down1,atr_expand,1,5,0.2
audjpy,3,rsi_down1,bb_expand,1,19,0.3684210526315789
audjpy,3,rsi_down1,bb_expand,2,13,0.38461538461538464
audjpy,3,rsi_down1,bb_expand,3,19,0.3684210526315789
audjpy,3,atr_expand,adx_up3,1,8,0.5
audjpy,3,atr_expand,bb_expand,1,9,0.4444444444444444
audjpy,3,atr_expand,bb_expand,2,8,0.25
audjpy,3,atr_expand,bb_expand,3,5,0.2
audjpy,3,bb_expand,adx_up3,1,30,0.23333333333333334
audjpy,3,bb_expand,adx_up3,2,25,0.24
audjpy,3,bb_expand,adx_up3,3,19,0.2631578947368421
audjpy,3,bb_expand,atr_expand,1,5,0.4
audjpy,3,breakout_down20,adx_up3,1,11,0.45454545454545453
audjpy,3,breakout_down20,adx_up3,2,11,0.18181818181818182
audjpy,3,breakout_down20,adx_up3,3,9,0.2222222222222222
audjpy,3,breakout_down20,bb_expand,1,15,0.4666666666666667
audjpy,3,breakout_down20,bb_expand,2,12,0.16666666666666666
audjpy,3,breakout_down20,bb_expand,3,11,0.36363636363636365
audjpy,3,retest_down,adx_up3,1,11,0.45454545454545453
audjpy,3,retest_down,adx_up3,2,11,0.18181818181818182
audjpy,3,retest_down,adx_up3,3,9,0.2222222222222222
audjpy,3,retest_down,bb_expand,1,15,0.4666666666666667
audjpy,3,retest_down,bb_expand,2,12,0.16666666666666666
audjpy,3,retest_down,bb_expand,3,11,0.36363636363636365
audjpy,6,adx_up3,atr_expand,3,5,0.6
audjpy,6,adx_up3,bb_expand,1,28,0.39285714285714285
audjpy,6,adx_up3,bb_expand,2,25,0.36
audjpy,6,adx_up3,bb_expand,3,21,0.38095238095238093
audjpy,6,rsi_down1,adx_up3,1,12,0.4166666666666667
audjpy,6,rsi_down1,adx_up3,2,9,0.4444444444444444
audjpy,6,rsi_down1,adx_up3,3,13,0.5384615384615384
audjpy,6,rsi_down1,atr_expand,1,5,0.4
audjpy,6,rsi_down1,bb_expand,1,19,0.3684210526315789
audjpy,6,rsi_down1,bb_expand,2,13,0.46153846153846156
audjpy,6,rsi_down1,bb_expand,3,19,0.5263157894736842
audjpy,6,atr_expand,adx_up3,1,8,0.5
audjpy,6,atr_expand,bb_expand,1,9,0.4444444444444444
audjpy,6,atr_expand,bb_expand,2,8,0.375
audjpy,6,atr_expand,bb_expand,3,5,0.4
audjpy,6,bb_expand,adx_up3,1,30,0.4666666666666667
audjpy,6,bb_expand,adx_up3,2,25,0.44
audjpy,6,bb_expand,adx_up3,3,19,0.5263157894736842
audjpy,6,bb_expand,atr_expand,1,5,0.4
audjpy,6,breakout_down20,adx_up3,1,11,0.45454545454545453
audjpy,6,breakout_down20,adx_up3,2,11,0.36363636363636365
audjpy,6,breakout_down20,adx_up3,3,9,0.5555555555555556
audjpy,6,breakout_down20,bb_expand,1,15,0.4666666666666667
audjpy,6,breakout_down20,bb_expand,2,12,0.3333333333333333
audjpy,6,breakout_down20,bb_expand,3,11,0.5454545454545454
audjpy,6,retest_down,adx_up3,1,11,0.45454545454545453
audjpy,6,retest_down,adx_up3,2,11,0.36363636363636365
audjpy,6,retest_down,adx_up3,3,9,0.5555555555555556
audjpy,6,retest_down,bb_expand,1,15,0.4666666666666667
audjpy,6,retest_down,bb_expand,2,12,0.3333333333333333
audjpy,6,retest_down,bb_expand,3,11,0.5454545454545454
audjpy,12,adx_up3,atr_expand,3,5,0.8
audjpy,12,adx_up3,bb_expand,1,28,0.5357142857142857
audjpy,12,adx_up3,bb_expand,2,25,0.52
audjpy,12,adx_up3,bb_expand,3,21,0.5714285714285714
audjpy,12,rsi_down1,adx_up3,1,12,0.6666666666666666
audjpy,12,rsi_down1,adx_up3,2,9,0.5555555555555556
audjpy,12,rsi_down1,adx_up3,3,13,0.5384615384615384
audjpy,12,rsi_down1,atr_expand,1,5,0.6
audjpy,12,rsi_down1,bb_expand,1,19,0.5789473684210527
audjpy,12,rsi_down1,bb_expand,2,13,0.5384615384615384
audjpy,12,rsi_down1,bb_expand,3,19,0.5263157894736842
audjpy,12,atr_expand,adx_up3,1,8,0.625
audjpy,12,atr_expand,bb_expand,1,9,0.5555555555555556
audjpy,12,atr_expand,bb_expand,2,8,0.375
audjpy,12,atr_expand,bb_expand,3,5,0.4
audjpy,12,bb_expand,adx_up3,1,30,0.6
audjpy,12,bb_expand,adx_up3,2,25,0.6
audjpy,12,bb_expand,adx_up3,3,19,0.6842105263157895
audjpy,12,bb_expand,atr_expand,1,5,0.6
audjpy,12,breakout_down20,adx_up3,1,11,0.7272727272727273
audjpy,12,breakout_down20,adx_up3,2,11,0.6363636363636364
audjpy,12,breakout_down20,adx_up3,3,9,0.6666666666666666
audjpy,12,breakout_down20,bb_expand,1,15,0.6666666666666666
audjpy,12,breakout_down20,bb_expand,2,12,0.5833333333333334
audjpy,12,breakout_down20,bb_expand,3,11,0.6363636363636364
audjpy,12,retest_down,adx_up3,1,11,0.7272727272727273
audjpy,12,retest_down,adx_up3,2,11,0.6363636363636364
audjpy,12,retest_down,adx_up3,3,9,0.6666666666666666
audjpy,12,retest_down,bb_expand,1,15,0.6666666666666666
audjpy,12,retest_down,bb_expand,2,12,0.5833333333333334
audjpy,12,retest_down,bb_expand,3,11,0.6363636363636364
audjpy,24,adx_up3,atr_expand,3,5,0.8
audjpy,24,adx_up3,bb_expand,1,28,0.5714285714285714
audjpy,24,adx_up3,bb_expand,2,25,0.56
audjpy,24,adx_up3,bb_expand,3,21,0.6190476190476191
audjpy,24,rsi_down1,adx_up3,1,12,0.6666666666666666
audjpy,24,rsi_down1,adx_up3,2,9,0.6666666666666666
audjpy,24,rsi_down1,adx_up3,3,13,0.5384615384615384
audjpy,24,rsi_down1,atr_expand,1,5,0.6
audjpy,24,rsi_down1,bb_expand,1,19,0.5789473684210527
audjpy,24,rsi_down1,bb_expand,2,13,0.6153846153846154
audjpy,24,rsi_down1,bb_expand,3,19,0.5263157894736842
audjpy,24,atr_expand,adx_up3,1,8,0.75
audjpy,24,atr_expand,bb_expand,1,9,0.6666666666666666
audjpy,24,atr_expand,bb_expand,2,8,0.5
audjpy,24,atr_expand,bb_expand,3,5,0.6
audjpy,24,bb_expand,adx_up3,1,30,0.7
audjpy,24,bb_expand,adx_up3,2,25,0.72
audjpy,24,bb_expand,adx_up3,3,19,0.7894736842105263
audjpy,24,bb_expand,atr_expand,1,5,0.6
audjpy,24,breakout_down20,adx_up3,1,11,0.7272727272727273
audjpy,24,breakout_down20,adx_up3,2,11,0.7272727272727273
audjpy,24,breakout_down20,adx_up3,3,9,0.6666666666666666
audjpy,24,breakout_down20,bb_expand,1,15,0.6666666666666666
audjpy,24,breakout_down20,bb_expand,2,12,0.6666666666666666
audjpy,24,breakout_down20,bb_expand,3,11,0.6363636363636364
audjpy,24,retest_down,adx_up3,1,11,0.7272727272727273
audjpy,24,retest_down,adx_up3,2,11,0.7272727272727273
audjpy,24,retest_down,adx_up3,3,9,0.6666666666666666
audjpy,24,retest_down,bb_expand,1,15,0.6666666666666666
audjpy,24,retest_down,bb_expand,2,12,0.6666666666666666
audjpy,24,retest_down,bb_expand,3,11,0.6363636363636364
