timeframe,direction,horizon_bars,conditions,discovery_samples,validation_samples,oos_samples,discovery_lift,validation_lift,oos_lift,oos_wilson95_lower,oos_pairs_n_ge5,oos_pairs_above_oos_base,oos_pair_hit_mean,oos_min_pair_hit
h4,bull,1,breakout20_up+body_expand,2421,610,499,1.41690122,1.16411443,1.19713134,0.02450940,12,4,0.04362827,0.00000000
h4,bull,1,price20_bull+price200_cross_up,1191,289,198,1.41483494,0.99613271,1.27032119,0.02061317,12,5,0.04626924,0.00000000
h4,bull,1,ema20_rising+price200_cross_up,1191,289,198,1.41483494,0.99613271,1.27032119,0.02061317,12,5,0.04626924,0.00000000
h4,bull,1,price200_bull+atr_expand,2609,454,375,1.40706857,1.60639198,1.17377678,0.02236677,12,5,0.04099838,0.00000000
h4,bull,1,ema200_rising+atr_expand,2609,454,375,1.40706857,1.60639198,1.17377678,0.02236677,12,5,0.04099838,0.00000000
h4,bull,1,di_bull+price200_cross_up,942,218,139,1.40550141,1.05644900,1.13095142,0.01546084,12,4,0.04431652,0.00000000
h4,bull,1,bb_bull+price200_cross_up,1123,280,187,1.39332715,0.95960784,1.17691522,0.01824886,12,5,0.04492389,0.00000000
h4,bull,1,volatility+rsi_up1,6002,1298,974,1.39038666,1.28637723,1.32346861,0.03117944,12,6,0.04294013,0.00000000
h4,bull,1,bb_upper+rsi_cross55_up,1965,498,322,1.38840000,1.31030790,1.26933492,0.02374339,12,7,0.03993970,0.00000000
h4,bull,1,volatility+breakout20_up,1720,384,274,1.38789550,1.64932598,1.14746166,0.01994279,12,4,0.03899035,0.00000000
h4,bull,1,adx25+bb_expand,8825,1909,1557,1.38433383,1.18631457,1.09042021,0.02667804,12,5,0.03910493,0.00000000
h4,bull,1,volatility+di_cross_up,1108,258,147,1.37597988,1.26459948,0.64164183,0.00696451,12,3,0.02440476,0.00000000
h4,bull,1,rsi_up1+bb_expand,4039,1063,776,1.36583140,1.11939203,1.17496525,0.02614439,12,7,0.03789298,0.00000000
h4,bull,1,di_strong_bull+rsi_up1,6199,1538,980,1.36561748,1.14803539,1.31536574,0.03098763,12,5,0.03967698,0.00000000
h4,bull,1,di_spread_up3+breakout20_up,3498,843,689,1.35914814,1.27492382,1.46022407,0.03308834,12,7,0.04702098,0.00000000
h4,bull,3,adx_up3+atr_expand,1626,337,330,1.41745659,1.19138452,1.58422841,0.15215703,12,6,0.16462101,0.00000000
h4,bull,3,adx25+volatility,13559,2791,2339,1.29369999,1.30122504,1.36590877,0.15012466,12,7,0.16620076,0.00896861
h4,bull,3,adx25+atr_expand,2444,473,347,1.28457043,1.18321755,1.05223898,0.09582989,12,6,0.12143634,0.00000000
h4,bull,3,volatility+atr_expand,2864,605,491,1.25061437,1.48814160,1.35207157,0.13290576,12,7,0.15794818,0.00000000
h4,bull,3,adx_rising+atr_expand,3127,620,565,1.23108823,1.28533852,1.35123400,0.13468258,12,7,0.15418194,0.00000000
h4,bull,3,adx25+breakout20_up,2351,527,366,1.22145334,1.08506350,0.90692232,0.08129205,12,6,0.12105093,0.00000000
h4,bull,3,trend_bull+breakout20_up,2893,752,552,1.22085254,0.98691536,0.97715951,0.09347039,12,6,0.12036904,0.00000000
h4,bull,3,volatility+adx_up3,5205,1109,1092,1.21112331,1.45362453,1.54263999,0.16393922,12,6,0.17497629,0.00000000
h4,bull,3,atr_expand+bb_expand,2638,511,470,1.20427028,1.19046606,1.41248328,0.13894242,12,6,0.15235922,0.00000000
h4,bull,3,rsi_cross55_up+breakout20_up,547,136,102,1.17294725,1.02879026,1.46441281,0.11464315,12,7,0.19298942,0.00000000
h4,bull,3,adx_up3+breakout20_up,1575,383,266,1.15881911,1.06417719,0.96709969,0.08332819,12,5,0.12301667,0.00000000
h4,bull,3,adx25+body_bull,5348,1181,971,1.14496103,1.07655025,1.19646498,0.12348796,12,6,0.14610878,0.01388889
h4,bull,3,macd_rising+volatility,12514,2729,2101,1.14488079,1.30180888,1.32710233,0.14487356,12,6,0.15863324,0.01234568
h4,bull,3,volatility+macd_accel_up,12514,2729,2101,1.14488079,1.30180888,1.32710233,0.14487356,12,6,0.15863324,0.01234568
h4,bull,3,trend_bull+volatility+body_bull,1653,377,288,1.14182188,1.11338575,1.26780183,0.11581939,12,7,0.16502290,0.00000000
h4,bull,3,volatility,24772,5376,3939,1.13911013,1.23114031,1.24506690,0.13922719,12,5,0.15749220,0.01104972
h4,bull,3,body_bull+breakout20_up,3053,715,578,1.13646738,1.02097033,1.17727304,0.11578373,12,6,0.13949022,0.00000000
h4,bull,3,adx25+bb_expand,8825,1909,1557,1.13430474,1.12169466,1.00731286,0.10609087,12,5,0.13541111,0.00000000
h4,bull,3,rsi_up1+adx_up3,2626,672,560,1.13386607,1.33071784,1.30402474,0.12934848,12,5,0.15493949,0.00000000
h4,bull,3,volatility+bb_expand,7176,1540,1214,1.13367699,1.35886289,1.24406734,0.13094173,12,5,0.16482821,0.00000000
h4,bull,3,volatility+body_bull,4413,915,702,1.13064736,1.26319507,1.32395156,0.13431936,12,7,0.16254618,0.00000000
h4,bull,3,adx_up3+body_expand,3646,874,737,1.12931054,1.14844560,1.49752934,0.15437619,12,7,0.17438530,0.00000000
h4,bull,3,adx_up3+bb_expand,8301,1996,1574,1.12636426,1.12156694,1.11242032,0.11810944,12,5,0.13490029,0.00000000
h4,bull,3,trend_bull+body_bull,4901,1341,1014,1.12610167,0.91181177,0.94931692,0.09624558,12,6,0.10533847,0.00000000
h4,bull,3,volatility+macd_cross_up,1035,225,154,1.12545942,1.16258269,1.18547704,0.09627119,12,7,0.15232572,0.00000000
h4,bull,3,adx_rising+volatility,12036,2669,2084,1.12513840,1.35158709,1.40960273,0.15435418,12,6,0.17321547,0.00561798
h4,bull,3,di_strong_bull+body_bull,5596,1292,897,1.12316108,0.99818552,0.97137751,0.09763274,12,6,0.11971923,0.00000000
h4,bull,3,trend_bull+atr_expand,2039,334,293,1.12118537,1.29315266,1.10455710,0.09892053,12,5,0.12549751,0.00000000
h4,bull,3,price200_bull+breakout20_up,4235,1082,799,1.11345085,0.98389489,0.97627521,0.09711493,12,6,0.12237978,0.00000000
h4,bull,3,ema200_rising+breakout20_up,4235,1082,799,1.11345085,0.98389489,0.97627521,0.09711493,12,6,0.12237978,0.00000000
h4,bull,3,adx_rising+breakout20_up,4122,1002,697,1.11072855,0.98959570,1.07152157,0.10624776,12,6,0.12788362,0.00000000
h4,bull,3,volatility+body_expand,7611,1669,1204,1.11062312,1.25747881,1.29575397,0.13673943,12,6,0.16742938,0.00000000
h4,bull,3,atr_expand,4895,940,740,1.10839369,1.22959946,1.27839281,0.12983646,12,6,0.15210649,0.00000000
h4,bull,3,di_strong_bull+breakout20_up,4648,1121,789,1.10698698,0.97679811,1.02020141,0.10183758,12,6,0.12323521,0.00000000
h4,bull,3,adx25+di_cross_up,681,154,106,1.10679412,1.02704753,0.78286219,0.05205250,11,5,0.11078972,0.00000000
h4,bull,3,volatility+rsi_up1,6002,1298,974,1.10426732,1.27945752,1.33761731,0.13943650,12,7,0.16470474,0.00000000
h4,bull,3,body_bull+adx_up3,2048,501,408,1.10409199,1.21422785,1.30170028,0.12479480,12,7,0.15483290,0.00000000
h4,bull,3,trend_bull+volatility,9265,2286,1512,1.10396756,1.01920246,1.13608216,0.12049594,12,6,0.14433746,0.00000000
h4,bull,3,volatility+di_cross_up,1108,258,147,1.10190688,1.08461609,1.12902575,0.08983087,12,6,0.13818092,0.00000000
h4,bull,3,macd_bull+volatility,12084,2542,1928,1.10108061,1.25877502,1.18793653,0.12822938,12,6,0.15617213,0.01069519
h4,bull,6,adx_up3+atr_expand,1626,337,330,1.34587207,1.33020296,1.17075095,0.22466669,12,5,0.25337280,0.00000000
h4,bull,6,adx25+atr_expand,2444,473,347,1.24238475,1.18653369,0.93825360,0.17606407,12,5,0.21708968,0.01818182
h4,bull,6,adx_rising+atr_expand,3127,620,565,1.22690044,1.34358270,1.09100904,0.21732059,12,6,0.24722099,0.00000000
h4,bull,6,breakout20_up+atr_expand+bb_expand,544,115,74,1.21311719,1.28912651,0.99725369,0.14867187,8,4,0.24841270,0.00000000
h4,bull,6,atr_expand+bb_expand,2638,511,470,1.21194013,1.27098672,1.14528159,0.22601727,12,6,0.24718334,0.01612903
h4,bull,6,volatility+atr_expand,2864,605,491,1.20823621,1.39439757,1.14934474,0.22767508,12,7,0.26371001,0.00000000
h4,bull,6,trend_bull+atr_expand,2039,334,293,1.19568464,1.16249290,1.14080537,0.21570280,12,7,0.25510445,0.00000000
h4,bull,6,price200_bull+atr_expand,2609,454,375,1.18740389,1.22064082,1.08814066,0.20947969,12,6,0.26227779,0.00000000
h4,bull,6,ema200_rising+atr_expand,2609,454,375,1.18740389,1.22064082,1.08814066,0.20947969,12,6,0.26227779,0.00000000
h4,bull,6,rsi_up1+atr_expand,1669,315,235,1.18417489,1.24381708,1.07139245,0.19604966,12,6,0.24982559,0.00000000
h4,bull,6,adx25+volatility,13559,2791,2339,1.18324503,1.23813199,1.23047206,0.26555703,12,8,0.28642385,0.03587444
h4,bull,6,breakout20_up+atr_expand,738,143,93,1.18148488,1.28354588,0.98022279,0.15270154,9,5,0.24291819,0.00000000
h4,bull,6,rsi_cross55_up+breakout20_up,547,136,102,1.17520836,1.16793237,1.27676078,0.21446358,12,7,0.31296296,0.00000000
h4,bull,6,atr_expand,4895,940,740,1.16516572,1.23916796,1.12044385,0.22788553,12,6,0.26200793,0.01041667
h4,bull,6,body_bull+atr_expand,1073,214,154,1.14403438,1.23706233,0.90202320,0.15121020,12,7,0.21620781,0.00000000
h4,bull,6,macd_rising+atr_expand,2308,461,307,1.14077309,1.26335996,1.10292169,0.20862003,12,8,0.27245945,0.00000000
h4,bull,6,macd_accel_up+atr_expand,2308,461,307,1.14077309,1.26335996,1.10292169,0.20862003,12,8,0.27245945,0.00000000
h4,bull,6,volatility+price200_cross_up,588,155,88,1.13397018,1.22971976,1.23323485,0.20044769,10,5,0.27632035,0.09090909
h4,bull,6,rsi_up3+atr_expand,1793,386,234,1.12707168,1.23449847,1.11307350,0.20471220,12,7,0.26260220,0.00000000
h4,bull,6,trend_bull+breakout20_up,2893,752,552,1.11929843,1.03263997,1.00660560,0.19860313,12,6,0.22300194,0.00000000
h4,bull,6,volatility+di_cross_up,1108,258,147,1.11406823,1.06713408,1.12215982,0.19451586,12,5,0.25815747,0.00000000
h4,bull,6,rsi_cross55_up+bb_expand,444,116,65,1.10898040,1.06501113,1.33568820,0.20887031,7,5,0.32108844,0.00000000
h4,bull,6,volatility+adx_up3,5205,1109,1092,1.10825244,1.39407666,1.29593558,0.27213773,12,8,0.28871532,0.00000000
h4,bull,6,di_cross_up+breakout20_up,466,124,123,1.10798882,1.13862941,0.81172921,0.12795837,10,3,0.20653430,0.00000000
h4,bull,6,macd_rising+volatility,12514,2729,2101,1.10772496,1.21193728,1.22316235,0.26294631,12,5,0.27971731,0.01851852
h4,bull,6,volatility+macd_accel_up,12514,2729,2101,1.10772496,1.21193728,1.22316235,0.26294631,12,5,0.27971731,0.01851852
h4,bull,6,adx25+price200_cross_up,504,122,112,1.10586322,1.01263353,1.12400547,0.18675389,10,5,0.24178322,0.00000000
h4,bull,6,volatility+rsi_up1,6002,1298,974,1.10522344,1.21012271,1.24346538,0.25893746,12,7,0.28932593,0.03125000
h4,bull,6,rsi60+atr_expand,1493,281,211,1.10390469,1.20589364,0.88465605,0.15496443,12,5,0.22298581,0.00000000
h4,bull,12,adx_up3+atr_expand,1626,337,330,1.16090645,1.26356361,1.05714229,0.35151767,12,6,0.40345686,0.00000000
h4,bull,12,adx25+volatility,13559,2791,2339,1.10790201,1.12193231,1.10907730,0.40295265,12,7,0.42447251,0.06278027
h4,bull,12,adx25+atr_expand,2444,473,347,1.10309931,1.03454796,0.92976112,0.30598087,12,5,0.38148608,0.01818182
h4,bear,1,breakout20_down+atr_expand+bb_expand,602,107,125,2.33016696,2.39258855,3.51509421,0.09952083,11,5,0.11404151,0.00000000
h4,bear,1,adx_up3+price200_cross_down,223,49,58,2.23474946,1.74154405,2.79102308,0.05970966,8,4,0.15357143,0.00000000
h4,bear,1,breakout20_down+atr_expand,778,150,144,2.01655127,2.04805580,3.21189164,0.09174178,12,5,0.10166916,0.00000000
h4,bear,1,rsi_cross45_down+atr_expand,491,84,76,1.99234396,1.62544111,1.82570683,0.03668401,9,3,0.06175214,0.00000000
h4,bear,1,volatility+breakout20_down,1855,346,272,1.92036302,1.97307880,3.14576446,0.10032577,12,8,0.12797508,0.00000000
h4,bear,1,bb_lower+atr_expand,1846,347,334,1.90972841,1.18043562,3.25420399,0.10749984,12,5,0.10260964,0.00000000
h4,bear,1,adx_up3+breakout20_down,1596,347,316,1.90818728,1.27880525,3.00047599,0.09710046,12,6,0.12801590,0.00000000
h4,bear,1,rsi40+atr_expand,1581,317,298,1.90294254,1.34598830,3.41452105,0.11186404,12,7,0.10901885,0.00000000
h4,bear,1,adx25+breakout20_down,2070,395,355,1.85465412,1.25302992,2.27999069,0.07174632,12,7,0.12188022,0.00000000
h4,bear,1,di_strong_bear+atr_expand,2257,431,421,1.84001303,1.26716523,3.13102216,0.10598789,12,5,0.09907264,0.00000000
h4,bear,1,adx_up3+atr_expand,1626,337,330,1.82757528,1.41804061,3.01333834,0.09819639,12,6,0.10668808,0.00000000
h4,bear,1,macd_bear+atr_expand,2630,500,431,1.82468347,1.19469922,3.00472091,0.10142896,12,5,0.10212900,0.00000000
h4,bear,1,volatility+atr_expand,2864,605,491,1.79804737,1.57976756,2.68464426,0.09068917,12,5,0.10592256,0.00000000
h4,bear,1,ema20_slope_down3+atr_expand,2514,494,412,1.78406609,1.20920973,3.08715799,0.10401692,12,5,0.10193119,0.00000000
h4,bear,1,adx25+atr_expand,2444,473,347,1.76719549,1.33506104,3.06564413,0.10087724,12,7,0.12314428,0.00000000
h4,bear,1,rsi_down3+atr_expand,2211,399,394,1.76142296,1.45434205,2.87602886,0.09536347,12,5,0.09265057,0.00000000
h4,bear,1,price20_bear+atr_expand,2595,493,429,1.74971649,1.17704356,2.96482306,0.09983728,12,4,0.09540579,0.00000000
h4,bear,1,ema20_falling+atr_expand,2595,493,429,1.74971649,1.17704356,2.96482306,0.09983728,12,4,0.09540579,0.00000000
h4,bear,1,bb_bear+atr_expand,2608,491,429,1.74807196,1.11231815,3.01872893,0.10190853,12,4,0.09545371,0.00000000
h4,bear,1,body_bear+atr_expand,1132,190,192,1.74464588,1.25757812,1.92713499,0.05194400,12,5,0.07488329,0.00000000
h4,bear,1,trend_bear+volatility+body_bear,1526,283,179,1.74171823,2.95508640,2.45467473,0.06901248,11,7,0.14217187,0.00000000
h4,bear,1,rsi_cross50_down+bb_expand,308,56,50,1.73786974,1.82862125,2.31256198,0.04347576,5,3,0.11547619,0.00000000
h4,bear,1,atr_expand+bb_expand,2638,511,470,1.73518917,1.40277794,2.46017232,0.08162973,12,4,0.08696107,0.00000000
h4,bear,1,di_spread_down3+atr_expand,2256,408,408,1.73446965,1.42226097,3.11742424,0.10505175,12,6,0.10390992,0.00000000
h4,bear,1,rsi_cross45_down+bb_expand,494,117,106,1.71870295,1.60460212,1.52716357,0.03235415,10,4,0.05938375,0.00000000
h4,bear,1,body_bear+breakout20_down,2485,544,393,1.71575600,1.22356275,2.11837739,0.06690105,12,6,0.10852757,0.00000000
h4,bear,1,price200_cross_down+breakout20_down,355,101,72,1.71575600,0.67592601,3.21189164,0.07722731,9,4,0.14264871,0.00000000
h4,bear,1,breakout20_down+bb_expand,2572,550,422,1.71512934,1.39640168,2.30160197,0.07447675,12,6,0.10309869,0.00000000
h4,bear,1,momentum_bear+atr_expand,1730,334,272,1.70704048,1.12418232,2.38057851,0.07218586,12,6,0.07729901,0.00000000
h4,bear,1,macd_falling+atr_expand,2587,479,433,1.70518464,1.21144567,2.83061859,0.09480886,12,4,0.09020538,0.00000000
h4,bear,1,macd_accel_down+atr_expand,2587,479,433,1.70518464,1.21144567,2.83061859,0.09480886,12,4,0.09020538,0.00000000
h4,bear,1,di_bear+atr_expand,2674,506,458,1.69802329,1.18053282,3.02955718,0.10314905,12,4,0.09785191,0.00000000
h4,bear,1,rsi_cross45_down+macd_cross_down,567,142,88,1.69273987,2.04324816,1.57674681,0.03162093,10,3,0.05555556,0.00000000
h4,bear,1,trend_bear+atr_expand,1578,326,207,1.68432321,1.88471392,1.45233361,0.03706559,11,6,0.10240193,0.00000000
h4,bear,1,rsi_down1+breakout20_down,2724,626,417,1.67363130,1.22687049,2.21828488,0.07123553,12,6,0.10539967,0.00000000
h4,bear,1,rsi_down1+atr_expand,1679,325,264,1.67094760,1.68045604,2.27752317,0.06809726,12,4,0.08182140,0.00000000
h4,bear,1,bb_lower+price20_cross_down,796,215,133,1.64632366,1.19073011,1.56489157,0.03600639,12,5,0.05744154,0.00000000
h4,bear,1,momentum_bear+rsi_cross50_down,1023,242,172,1.64185840,1.05788006,0.67225639,0.01247945,12,3,0.03034056,0.00000000
h4,bear,1,rsi_down3+adx_cross25_up,416,103,70,1.64164154,1.65700307,2.64292798,0.05906129,8,6,0.14955357,0.00000000
h4,bear,1,adx25+price200_cross_down,484,114,117,1.63980812,1.34740513,1.38358409,0.02928047,11,3,0.04807692,0.00000000
h4,bear,1,rsi40+volatility,6682,1250,1198,1.63801608,2.07536321,2.85692132,0.10610021,12,5,0.09733937,0.00000000
h4,bear,1,rsi_cross50_down+rsi_cross45_down,1027,242,177,1.63546362,1.05788006,0.91457254,0.01928690,12,4,0.03658787,0.00000000
h4,bear,1,adx_rising+atr_expand,3127,620,565,1.63501532,1.29379869,2.53767864,0.08654991,12,4,0.10141775,0.00000000
h4,bear,1,rsi_down3+adx_up3,3312,796,687,1.63285354,1.15782049,2.32266051,0.08013454,12,7,0.09728808,0.00000000
h4,bear,1,volatility+adx_up3,5205,1109,1092,1.63119934,1.66208315,2.71069537,0.09946513,12,5,0.10464502,0.00000000
h4,bear,1,body_bear+adx_up3,2018,426,402,1.61890753,1.12178330,2.47363595,0.08038671,12,6,0.10666107,0.00000000
h4,bear,1,price200_cross_down+bb_expand,435,112,94,1.61236840,1.21908083,2.70618956,0.06661363,10,4,0.10625000,0.00000000
h4,bear,1,rsi40+rsi_cross45_down,861,190,139,1.60778529,1.52705915,1.49734229,0.03443502,12,4,0.05650495,0.00000000
h4,bear,1,adx_rising+breakout20_down,3665,779,585,1.60652187,1.27072354,2.09514163,0.06993188,12,6,0.10550030,0.00000000
h4,bear,1,rsi40+macd_cross_down,771,152,99,1.60394829,1.79654017,0.70077636,0.01035864,10,2,0.05000000,0.00000000
h4,bear,1,trend_bear+breakout20_down,2039,354,259,1.58412979,1.78385274,1.69647404,0.04746381,12,7,0.12129143,0.00000000
h4,bear,1,momentum_bear+price20_cross_down,1177,268,181,1.58385292,1.27366654,0.89436099,0.01885782,12,3,0.03634386,0.00000000
h4,bear,3,breakout20_down+atr_expand+bb_expand,602,107,125,1.46746782,1.36004513,2.20166720,0.22302511,11,5,0.24060107,0.00000000
h4,bear,3,adx_up3+price200_cross_down,223,49,58,1.43808060,0.95036623,1.92363746,0.16345545,8,6,0.30575397,0.00000000
h4,bear,3,rsi40+atr_expand,1581,317,298,1.35865348,1.12012802,2.32127527,0.26214646,12,7,0.24968591,0.00000000
h4,bear,3,breakout20_down+atr_expand,778,150,144,1.35326195,1.16419863,2.06612913,0.21112190,12,5,0.22301425,0.00000000
h4,bear,3,adx25+atr_expand,2444,473,347,1.34929690,1.11989509,1.97205178,0.22144202,12,6,0.24739916,0.00000000
h4,bear,3,adx25+volatility,13559,2791,2339,1.34635588,1.45576970,1.44372871,0.17857865,12,7,0.19616051,0.01345291
h4,bear,3,bb_lower+atr_expand,1846,347,334,1.34389204,1.04006218,2.29377449,0.26126799,12,7,0.24669519,0.00000000
h4,bear,3,adx_up3+atr_expand,1626,337,330,1.33965874,1.31274623,2.11872151,0.23884549,12,6,0.24616837,0.00000000
h4,bear,3,adx25+breakout20_down,2070,395,355,1.33877426,0.95788495,1.59237445,0.17459486,12,7,0.25699910,0.00000000
h4,bear,3,adx_up3+breakout20_down,1596,347,316,1.33830173,1.12393816,1.81243985,0.19960126,12,7,0.24394798,0.00000000
h4,bear,3,volatility+breakout20_down,1855,346,272,1.33737181,1.31224701,1.91420787,0.20903055,12,6,0.24309386,0.00000000
h4,bear,3,rsi_cross45_down+atr_expand,491,84,76,1.33092776,1.03946306,1.66377767,0.14461183,9,6,0.20519943,0.00000000
h4,bear,3,di_strong_bear+atr_expand,2257,431,421,1.31900294,1.05345120,2.13778111,0.24625685,12,6,0.23176511,0.00000000
h4,bear,3,volatility+adx_up3,5205,1109,1092,1.31827052,1.41719401,1.92763036,0.23404511,12,6,0.23670075,0.00000000
h4,bear,3,trend_bear+volatility+body_bear,1526,283,179,1.31642394,1.97461252,1.20504961,0.11523472,11,6,0.20117616,0.00000000
h4,bear,3,rsi_down3+atr_expand,2211,399,394,1.30539474,1.15252747,2.05773876,0.23479604,12,6,0.22420231,0.00000000
h4,bear,3,volatility+atr_expand,2864,605,491,1.30142732,1.24117044,1.92389865,0.22190178,12,7,0.24448157,0.00000000
h4,bear,3,body_bear+adx_up3,2018,426,402,1.30131006,1.16146577,1.53571986,0.16976795,12,5,0.20314720,0.00000000
h4,bear,3,rsi40+volatility,6682,1250,1198,1.30034978,1.57399655,1.90608173,0.23234547,12,7,0.21108157,0.01075269
h4,bear,3,adx_cross25_up+body_expand,443,100,81,1.29757390,0.93135891,1.65290330,0.14544607,11,5,0.24076479,0.00000000
h4,bear,3,di_spread_down3+atr_expand,2256,408,408,1.29544881,1.09856979,2.06005228,0.23577230,12,7,0.22922357,0.00000000
h4,bear,3,rsi_down1+adx_up3,2552,624,508,1.29219499,1.15673582,1.65453018,0.18843472,12,6,0.21035320,0.00000000
h4,bear,3,volatility+bb_lower,6181,1287,956,1.29023520,1.41114986,1.83617501,0.22057821,12,6,0.23509687,0.01298701
h4,bear,3,atr_expand+bb_expand,2638,511,470,1.28906182,1.19609449,1.81995204,0.20798778,12,6,0.21600569,0.00000000
h4,bear,3,rsi40+macd_cross_down,771,152,99,1.28706859,1.26376825,0.90158362,0.07071551,10,4,0.13380952,0.00000000
h4,bear,3,macd_bear+atr_expand,2630,500,431,1.27917883,1.11763069,2.13995369,0.24698856,12,7,0.24411843,0.02941176
h4,bear,3,price200_cross_down+breakout20_down,355,101,72,1.27833633,0.57633596,1.96282267,0.17593777,9,4,0.25844557,0.00000000
h4,bear,3,adx_up3+di_spread_down3,3480,826,710,1.27796899,1.01479784,1.66570748,0.19481136,12,5,0.21601713,0.00000000
h4,bear,3,rsi_down3+adx_up3,3312,796,687,1.27702403,1.12617204,1.62403163,0.18906103,12,6,0.21160645,0.00000000
h4,bear,3,ema20_slope_down3+atr_expand,2514,494,412,1.26840388,1.02515467,2.14837310,0.24718135,12,7,0.23873820,0.00000000
h4,bear,3,price20_bear+atr_expand,2595,493,429,1.26378776,1.01542680,2.11525388,0.24375414,12,7,0.23289587,0.00000000
h4,bear,3,ema20_falling+atr_expand,2595,493,429,1.26378776,1.01542680,2.11525388,0.24375414,12,7,0.23289587,0.00000000
h4,bear,3,di_strong_bear+volatility,10790,2284,2039,1.26231072,1.51131740,1.72545595,0.21416978,12,7,0.20550135,0.01973684
h4,bear,3,macd_falling+atr_expand,2587,479,433,1.26067911,1.08156240,1.99264555,0.22835978,12,7,0.21837278,0.00000000
h4,bear,3,macd_accel_down+atr_expand,2587,479,433,1.26067911,1.08156240,1.99264555,0.22835978,12,7,0.21837278,0.00000000
h4,bear,3,trend_bear+breakout20_down,2039,354,259,1.25823236,1.29903520,0.91898871,0.08889306,12,6,0.19118364,0.00000000
h4,bear,3,volatility+body_bear,4193,840,613,1.25547079,1.43445903,1.28619066,0.14504352,12,6,0.19950349,0.01612903
h4,bear,3,di_bear+atr_expand,2674,506,458,1.25360462,0.96633088,2.14372175,0.24862588,12,7,0.23845623,0.00000000
h4,bear,3,adx25+price200_cross_down,484,114,117,1.25016363,0.86804284,1.33503728,0.12049899,11,5,0.15306915,0.00000000
h4,bear,3,volatility+bb_expand,7176,1540,1214,1.24877688,1.26625501,1.54398051,0.18570365,12,6,0.23398580,0.00877193
h4,bear,3,bb_bear+atr_expand,2608,491,429,1.24588776,0.99585219,2.14993017,0.24816967,12,7,0.23390855,0.00000000
h4,bear,3,breakout20_down+bb_expand,2572,550,422,1.24215325,1.10069689,1.65682013,0.18565120,12,7,0.23804105,0.00000000
h4,bear,3,momentum_bear+atr_expand,1730,334,272,1.24163650,1.02825927,1.91420787,0.20903055,12,7,0.21718001,0.00000000
h4,bear,3,macd_bear+di_bear+volatility+bb_bear,9496,2103,1616,1.24125345,1.43379670,1.83189964,0.22589873,12,7,0.22479714,0.00000000
h4,bear,3,body_bear+breakout20_down,2485,544,393,1.23937751,1.01653373,1.53303627,0.16905172,12,7,0.23509972,0.00000000
h4,bear,3,price20_bear+volatility,12908,2748,2099,1.23894044,1.42559258,1.61589213,0.20013009,12,7,0.20164628,0.01069519
h4,bear,3,ema20_falling+volatility,12908,2748,2099,1.23894044,1.42559258,1.61589213,0.20013009,12,7,0.20164628,0.01069519
h4,bear,3,rsi_cross50_down+bb_expand,308,56,50,1.23766199,1.24735568,1.04132908,0.06950833,5,3,0.16904762,0.00000000
h4,bear,3,trend_bear+price20_bear+macd_bear+volatility,3972,802,553,1.23392283,1.94516978,1.69474896,0.19483678,12,7,0.21813975,0.00000000
h4,bear,3,volatility+bb_bear,12893,2770,2066,1.23381153,1.41637162,1.65250328,0.20476798,12,7,0.20887020,0.01129944
h4,bear,6,breakout20_down+atr_expand+bb_expand,602,107,125,1.44344350,1.27587159,1.66095457,0.31086101,11,6,0.34621212,0.00000000
h4,bear,6,breakout20_down+atr_expand,778,150,144,1.36609637,1.31728146,1.61834789,0.30663350,12,6,0.34371809,0.00000000
h4,bear,6,adx25+atr_expand,2444,473,347,1.34427329,1.16208378,1.51413256,0.30874145,12,7,0.34495974,0.05454545
h4,bear,6,rsi_cross45_down+atr_expand,491,84,76,1.33966024,1.02645308,1.50529583,0.25701779,9,6,0.34932845,0.00000000
h4,bear,6,atr_expand+bb_expand,2638,511,470,1.33727878,1.21627660,1.42439656,0.29494333,12,6,0.30664414,0.00000000
h4,bear,6,volatility+atr_expand,2864,605,491,1.33570891,1.27670404,1.65688141,0.34888106,12,9,0.37901637,0.02173913
h4,bear,6,di_spread_down3+atr_expand,2256,408,408,1.33506594,1.17991788,1.65123410,0.34362339,12,7,0.34960165,0.00000000
h4,bear,6,rsi_down3+atr_expand,2211,399,394,1.32935664,1.23354450,1.67764499,0.34887737,12,7,0.35019768,0.00000000
h4,bear,6,rsi40+atr_expand,1581,317,298,1.31821783,1.20130629,1.81997488,0.37457645,12,8,0.36672299,0.00000000
h4,bear,6,adx_up3+atr_expand,1626,337,330,1.31367272,1.26859855,1.68201182,0.34565795,12,6,0.35892428,0.04761905
h4,bear,6,macd_falling+atr_expand,2587,479,433,1.31145142,1.17002794,1.62439588,0.33879186,12,8,0.34016582,0.04166667
h4,bear,6,macd_accel_down+atr_expand,2587,479,433,1.31145142,1.17002794,1.62439588,0.33879186,12,8,0.34016582,0.04166667
h4,bear,6,di_strong_bear+atr_expand,2257,431,421,1.30379685,1.10028150,1.75121247,0.36725427,12,9,0.36359027,0.00000000
h4,bear,6,bb_lower+atr_expand,1846,347,334,1.30151846,1.20097969,1.81410015,0.37619139,12,8,0.36881390,0.00000000
h4,bear,6,adx_rising+atr_expand,3127,620,565,1.29643747,1.19946010,1.51486736,0.31908735,12,7,0.34676818,0.02631579
h4,bear,6,atr_expand+body_expand,1867,349,276,1.29615046,1.12203969,1.45843209,0.29063526,12,8,0.34057835,0.03571429
