timeframe,horizon_bars,target_pips,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
h4,3,100,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,3.24227777,2.43660745,1,1,0.20000000,0.20000000
h4,3,100,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,3.23862792,3.57369093,2,1,0.07142857,0.00000000
h4,3,100,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_wave5_bull,140,20,3.23337041,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,atr_expand+mtf_volatility+cross_target_relative_up,514,70,3.22917667,1.53158183,9,1,0.02222222,0.00000000
h4,3,100,ichimoku_cloud_bull+adx25+breakout20_up+mtf_volatility,386,48,3.20544838,2.23355683,4,1,0.06250000,0.00000000
h4,3,100,ichimoku_cloud_bull+superbb_bull+elliott_wave5_bull,142,20,3.18782998,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,3.18284900,1.62440497,2,0,0.00000000,0.00000000
h4,3,100,adx25+breakout20_up+mtf_volatility+cross_group_return_up,488,91,3.15386130,2.94534967,8,3,0.05902778,0.00000000
h4,3,100,adx25+retest_up+mtf_volatility+cross_group_return_up,488,89,3.15386130,3.01153730,8,3,0.06092172,0.00000000
h4,3,100,adx_up3+atr_expand+mtf_adx25,622,112,3.15366246,3.35033525,10,4,0.05208855,0.00000000
h4,3,100,squeeze_release_up+impulse_bull+elliott_wave5_bull+mtf_adx25,134,21,3.15293831,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+atr_expand+horizontal_break_up+cross_group_return_up,202,22,3.13732970,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+adx25+retest_up+mtf_volatility,385,48,3.13538949,2.23355683,4,1,0.06250000,0.00000000
h4,3,100,adx25+impulse_bull+elliott_wave5_bull+mtf_volatility,502,87,3.12602079,3.08076805,9,3,0.07186949,0.00000000
h4,3,100,horizontal_break_up+impulse_bull+mtf_volatility+cross_group_return_up,410,83,3.09141756,3.87508655,9,4,0.09193122,0.00000000
h4,3,100,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,30,3.08271157,3.57369093,1,0,0.00000000,0.00000000
h4,3,100,adx25+horizontal_break_up+mtf_volatility+cross_group_bull,315,53,3.06571417,3.03426589,4,1,0.04545455,0.00000000
h4,3,100,adx_up3+atr_expand+impulse_bull+mtf_adx_rising,266,43,3.06319302,2.49327274,4,2,0.06944444,0.00000000
h4,3,100,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_return_up,178,29,3.05172039,1.84846083,2,1,0.08333333,0.00000000
h4,3,100,ichimoku_cloud_bull+squeeze_release_up+horizontal_break_up+mtf_adx_rising,129,19,3.04120628,0.00000000,2,0,0.00000000,0.00000000
h4,3,100,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,24,3.03679233,2.23355683,1,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+horizontal_break_up+impulse_bull+mtf_volatility,399,61,3.02537582,1.75755292,6,1,0.06666667,0.00000000
h4,3,100,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,28,3.01781238,1.91447729,2,1,0.05555556,0.00000000
h4,3,100,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_impulse_bull,160,22,3.01781238,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_impulse_bull,160,22,3.01781238,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,atr_expand+mtf_volatility+breakout20_up,140,20,3.01781238,2.68026820,1,1,0.16666667,0.16666667
h4,3,100,atr_expand+breakout20_up+mtf_volatility,140,20,3.01781238,2.68026820,1,1,0.16666667,0.16666667
h4,3,100,atr_expand+retest_up+mtf_volatility,140,19,3.01781238,2.82133495,1,1,0.20000000,0.20000000
h4,3,100,price20_bull+atr_expand+breakout20_up+mtf_volatility,140,20,3.01781238,2.68026820,1,1,0.16666667,0.16666667
h4,3,100,ema20_rising+atr_expand+breakout20_up+mtf_volatility,140,20,3.01781238,2.68026820,1,1,0.16666667,0.16666667
h4,3,100,price20_bull+atr_expand+retest_up+mtf_volatility,140,19,3.01781238,2.82133495,1,1,0.20000000,0.20000000
h4,3,100,ema20_rising+atr_expand+retest_up+mtf_volatility,140,19,3.01781238,2.82133495,1,1,0.20000000,0.20000000
h4,3,100,atr_expand+breakout20_up+retest_up+mtf_volatility,140,19,3.01781238,2.82133495,1,1,0.20000000,0.20000000
h4,3,100,squeeze_release_up+horizontal_break_up+elliott_impulse_bull+mtf_adx25,120,17,3.01781238,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,squeeze_release_up+elliott_wave5_bull+mtf_adx25,171,28,3.00016436,0.00000000,3,0,0.00000000,0.00000000
h4,3,100,price20_bull+squeeze_release_up+elliott_wave5_bull+mtf_adx25,171,28,3.00016436,0.00000000,3,0,0.00000000,0.00000000
h4,3,100,ema20_rising+squeeze_release_up+elliott_wave5_bull+mtf_adx25,171,28,3.00016436,0.00000000,3,0,0.00000000,0.00000000
h4,3,100,squeeze_release_up+breakout20_up+elliott_wave5_bull+mtf_adx25,171,28,3.00016436,0.00000000,3,0,0.00000000,0.00000000
h4,3,100,squeeze_release_up+retest_up+elliott_wave5_bull+mtf_adx25,171,28,3.00016436,0.00000000,3,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+squeeze_release_up+elliott_impulse_bull+mtf_adx25,131,15,2.99477565,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,impulse_bull+elliott_wave5_bull+mtf_volatility+cross_group_return_up,737,145,2.98914931,2.95753732,9,4,0.05744212,0.00000000
h4,3,100,ichimoku_cloud_bull+adx25+horizontal_break_up+cross_group_return_up,802,101,2.97265808,1.59223853,8,2,0.03165584,0.00000000
h4,3,100,breakout20_up+impulse_bull+mtf_volatility+cross_group_return_up,668,143,2.93649408,2.99890148,11,4,0.04777184,0.00000000
h4,3,100,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_impulse_bull,165,22,2.92636352,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,adx25+atr_expand+horizontal_break_up+elliott_impulse_bull,227,27,2.92475209,1.98538385,1,1,0.20000000,0.20000000
h4,3,100,ichimoku_cloud_bull+adx25+elliott_wave5_bull+mtf_volatility,403,51,2.92046359,2.10217114,4,1,0.05555556,0.00000000
h4,3,100,adx25+atr_expand+engulf_bull,176,18,2.91493241,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,adx25+horizontal_break_up+mtf_adx25+cross_group_return_up,466,57,2.91419651,3.76177993,5,2,0.10500000,0.00000000
h4,3,100,adx25+elliott_wave5_bull+mtf_volatility+cross_group_return_up,560,105,2.91003337,2.55263638,9,3,0.05084175,0.00000000
h4,3,100,superbb_bull+breakout20_up+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,superbb_bull+retest_up+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,price20_bull+superbb_bull+breakout20_up+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,ema20_rising+superbb_bull+breakout20_up+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,price20_bull+superbb_bull+retest_up+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,ema20_rising+superbb_bull+retest_up+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,superbb_bull+breakout20_up+retest_up+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,superbb_bull+breakout20_up+impulse_bull+mtf_adx25,135,22,2.90604155,2.43660745,1,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+adx25+horizontal_break_up+cross_group_bull,696,93,2.90507801,1.72920529,7,2,0.03617811,0.00000000
h4,3,100,mtf_trend_bull+horizontal_break_up+atr_expand,260,30,2.90174267,1.78684547,3,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+squeeze_release_up+impulse_bull+mtf_adx25,125,16,2.89709989,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,ichimoku_cloud_bull+superbb_bull+elliott_impulse_bull,167,22,2.89131725,0.00000000,1,0,0.00000000,0.00000000
h4,3,100,adx25+horizontal_break_up+elliott_wave5_bull+mtf_volatility,439,59,2.88720091,2.72569647,5,1,0.04000000,0.00000000
h4,3,100,squeeze_release_up+horizontal_break_up+mtf_adx25,136,21,2.88467360,0.00000000,3,0,0.00000000,0.00000000
h4,3,100,price20_bull+squeeze_release_up+horizontal_break_up+mtf_adx25,136,21,2.88467360,0.00000000,3,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+impulse_bull+mtf_volatility,224,24,9.72491025,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+mtf_volatility,431,87,9.62713466,0.00000000,10,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,33,8.32077882,0.00000000,3,0,0.00000000,0.00000000
h4,3,150,atr_expand+mtf_volatility+adx25,697,83,7.88782773,0.00000000,8,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+mtf_volatility,697,83,7.88782773,0.00000000,8,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,27,7.27946498,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,30,7.25011230,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,7.16572334,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,atr_expand+impulse_bull+mtf_volatility,362,62,6.87728460,0.00000000,6,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,6.85025124,0.00000000,5,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+impulse_bull+mtf_adx_rising,266,43,6.62951275,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,adx_up3+engulf_bull+mtf_adx25+cross_target_relative_up,127,27,6.53432290,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,24,6.52404880,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+mtf_adx25+cross_target_relative_up,271,44,6.50719702,14.45351240,4,1,0.05000000,0.00000000
h4,3,150,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,6.38072611,0.00000000,8,0,0.00000000,0.00000000
h4,3,150,atr_expand+mtf_volatility,1172,172,6.01860202,0.00000000,11,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,16,5.72755450,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,45,5.67689620,0.00000000,5,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+impulse_bull+mtf_adx25,352,34,5.59919075,0.00000000,2,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+mtf_adx25,622,112,5.50348619,5.67816558,10,1,0.01428571,0.00000000
h4,3,150,atr_expand+mtf_volatility+cross_target_relative_up,514,70,5.44897695,0.00000000,9,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+engulf_bull,176,18,5.30449650,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,5.26765972,0.00000000,2,0,0.00000000,0.00000000
h4,3,150,breakout20_up+engulf_bull+mtf_adx25+cross_target_relative_up,139,24,5.22393260,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_volatility,362,44,5.15796345,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+horizontal_break_up+cross_group_return_up,161,24,5.15440378,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+horizontal_break_up+impulse_bull+mtf_volatility,365,51,5.11556923,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,19,4.97915405,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,19,4.97915405,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+breakout20_up+impulse_bull+mtf_volatility,487,88,4.89906498,3.61337810,9,1,0.01587302,0.00000000
h4,3,150,adx25+horizontal_break_up+mtf_volatility+cross_group_return_up,363,52,4.85799006,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx25+breakout20_up+mtf_volatility,386,48,4.83726106,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+mtf_adx25+cross_target_relative_up,473,57,4.82476167,11.15709729,4,1,0.05555556,0.00000000
h4,3,150,mtf_trend_bull+horizontal_break_up+atr_expand,260,30,4.78764812,0.00000000,3,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,36,4.71510800,0.00000000,3,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+horizontal_break_up+elliott_wave5_bull,198,23,4.71510800,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+impulse_bull+mtf_adx25+cross_target_relative_up,265,40,4.69731514,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+mtf_adx_rising,867,167,4.66616224,3.80811105,11,1,0.00826446,0.00000000
h4,3,150,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_return_up,178,29,4.66212926,0.00000000,2,0,0.00000000,0.00000000
h4,3,150,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,27,4.62501039,0.00000000,2,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+atr_expand+horizontal_break_up+cross_group_return_up,202,22,4.62173952,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+breakout20_up+mtf_adx_rising,225,18,4.61032782,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx25+retest_up+mtf_volatility,385,48,4.58039063,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+horizontal_break_up+elliott_impulse_bull,227,27,4.56970819,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_adx25,545,63,4.56803124,0.00000000,6,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+impulse_bull+mtf_adx_rising,500,51,4.56422454,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,4.55410431,0.00000000,2,0,0.00000000,0.00000000
h4,3,150,adx25+impulse_bull+elliott_wave5_bull+mtf_volatility,502,87,4.54604038,3.65491118,9,1,0.01587302,0.00000000
h4,3,150,adx25+atr_expand+horizontal_break_up+cross_group_bull,137,21,4.54302377,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx_up3+atr_expand+impulse_bull,461,89,4.50032000,0.00000000,9,0,0.00000000,0.00000000
h4,3,150,adx25+horizontal_break_up+elliott_wave5_bull+mtf_volatility,439,59,4.48955614,0.00000000,5,0,0.00000000,0.00000000
h4,3,150,atr_expand+mtf_volatility+breakout20_up,140,20,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+breakout20_up+mtf_volatility,140,20,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+retest_up+mtf_volatility,140,19,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,price20_bull+atr_expand+breakout20_up+mtf_volatility,140,20,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ema20_rising+atr_expand+breakout20_up+mtf_volatility,140,20,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,price20_bull+atr_expand+retest_up+mtf_volatility,140,19,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ema20_rising+atr_expand+retest_up+mtf_volatility,140,19,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+breakout20_up+retest_up+mtf_volatility,140,19,4.44567326,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+horizontal_break_up+impulse_bull+mtf_volatility,399,61,4.41967517,0.00000000,6,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx25+elliott_wave5_bull+mtf_volatility,403,51,4.37580742,0.00000000,4,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+mtf_adx25,1102,131,4.33002658,4.85461485,10,1,0.01111111,0.00000000
h4,3,150,ichimoku_cloud_bull+atr_expand+horizontal_break_up+elliott_wave5_bull,240,26,4.32218233,0.00000000,2,0,0.00000000,0.00000000
h4,3,150,squeeze_release_up+horizontal_break_up+elliott_impulse_bull+mtf_adx25,120,17,4.32218233,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,horizontal_break_up+impulse_bull+mtf_volatility+cross_group_return_up,410,83,4.30109852,0.00000000,9,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+mtf_volatility+cross_group_return_up,290,28,4.29237418,0.00000000,2,0,0.00000000,0.00000000
h4,3,150,superbb_bull+horizontal_break_up+elliott_wave5_bull+cross_group_return_up,121,27,4.28646182,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,4.28646182,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+adx25+breakout20_up+mtf_adx25,584,68,4.26297436,0.00000000,6,0,0.00000000,0.00000000
h4,3,150,ichimoku_cloud_bull+horizontal_break_up+mtf_volatility+cross_group_return_up,390,59,4.25568722,0.00000000,5,0,0.00000000,0.00000000
h4,3,150,adx25+breakout20_up+mtf_volatility+cross_group_return_up,488,91,4.25132688,3.49425574,8,1,0.01388889,0.00000000
h4,3,150,adx25+retest_up+mtf_volatility+cross_group_return_up,488,89,4.25132688,3.57277835,8,1,0.01388889,0.00000000
h4,3,150,adx25+horizontal_break_up+mtf_adx25+cross_group_return_up,466,57,4.22943164,0.00000000,5,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+breakout20_up+cross_group_return_up,222,29,4.20536659,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+retest_up+cross_group_return_up,222,28,4.20536659,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+horizontal_break_up,247,30,4.19969134,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,price20_bull+adx25+atr_expand+horizontal_break_up,247,30,4.19969134,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ema20_rising+adx25+atr_expand+horizontal_break_up,247,30,4.19969134,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+atr_expand+horizontal_break_up+retest_up,247,29,4.19969134,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+horizontal_break_up+elliott_impulse_bull+mtf_volatility,474,62,4.15804883,0.00000000,6,0,0.00000000,0.00000000
h4,3,150,atr_expand+breakout20_up+elliott_impulse_bull+mtf_adx25,250,28,4.14929504,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,atr_expand+retest_up+elliott_impulse_bull+mtf_adx25,250,28,4.14929504,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+breakout20_up+elliott_wave5_bull+mtf_volatility,577,99,4.13491273,3.21189164,9,1,0.01234568,0.00000000
h4,3,150,horizontal_break_up+impulse_bull+elliott_wave5_bull+mtf_volatility,478,91,4.12325344,0.00000000,9,0,0.00000000,0.00000000
h4,3,150,adx25+squeeze_release_up+elliott_impulse_bull,151,25,4.12181626,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,price20_bull+adx25+squeeze_release_up+elliott_impulse_bull,151,25,4.12181626,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,ema20_rising+adx25+squeeze_release_up+elliott_impulse_bull,151,25,4.12181626,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+squeeze_release_up+breakout20_up+elliott_impulse_bull,151,25,4.12181626,0.00000000,1,0,0.00000000,0.00000000
h4,3,150,adx25+squeeze_release_up+retest_up+elliott_impulse_bull,151,25,4.12181626,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,27,17.26823534,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+impulse_bull+mtf_volatility,224,24,16.77766047,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx_up3+atr_expand+mtf_volatility,431,87,14.94807801,0.00000000,10,0,0.00000000,0.00000000
h4,3,200,adx_up3+atr_expand+mtf_volatility+cross_target_relative_up,187,33,12.91969577,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,12.66238526,0.00000000,5,0,0.00000000,0.00000000
h4,3,200,atr_expand+impulse_bull+mtf_volatility,362,62,12.60641892,0.00000000,6,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+adx_up3+atr_expand+mtf_volatility,201,45,12.01981646,0.00000000,5,0,0.00000000,0.00000000
h4,3,200,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,24,11.81822625,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,11.79448891,0.00000000,8,0,0.00000000,0.00000000
h4,3,200,atr_expand+mtf_volatility+adx25,697,83,11.55419946,0.00000000,8,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+mtf_volatility,697,83,11.55419946,0.00000000,8,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,11.47945190,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_impulse_bull+mtf_adx25,120,17,11.18510698,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,10.48603780,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,adx_up3+atr_expand+impulse_bull+mtf_adx25,186,30,10.10267727,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+elliott_wave5_bull,135,24,9.94231732,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,price20_bull+adx25+squeeze_release_up+elliott_wave5_bull,135,24,9.94231732,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ema20_rising+adx25+squeeze_release_up+elliott_wave5_bull,135,24,9.94231732,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+breakout20_up+elliott_wave5_bull,135,24,9.94231732,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+retest_up+elliott_wave5_bull,135,24,9.94231732,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx_up3+atr_expand+mtf_adx25+cross_target_relative_up,271,44,9.90562980,39.74715909,4,1,0.02500000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+mtf_adx25,136,21,9.86921204,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+horizontal_break_up+mtf_adx25,136,21,9.86921204,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+horizontal_break_up+mtf_adx25,136,21,9.86921204,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+retest_up+mtf_adx25,136,21,9.86921204,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,atr_expand+mtf_volatility,1172,172,9.39090893,0.00000000,11,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+elliott_impulse_bull,151,25,8.88882674,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,price20_bull+adx25+squeeze_release_up+elliott_impulse_bull,151,25,8.88882674,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ema20_rising+adx25+squeeze_release_up+elliott_impulse_bull,151,25,8.88882674,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+breakout20_up+elliott_impulse_bull,151,25,8.88882674,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+squeeze_release_up+retest_up+elliott_impulse_bull,151,25,8.88882674,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,atr_expand+mtf_volatility+cross_target_relative_up,514,70,8.87845068,0.00000000,9,0,0.00000000,0.00000000
h4,3,200,atr_expand+impulse_bull+mtf_volatility+cross_group_return_up,157,27,8.54912636,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_wave5_bull+mtf_adx_rising,127,19,8.45488402,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+impulse_bull+mtf_adx25,352,34,8.38883024,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+horizontal_break_up+elliott_wave5_bull,160,26,8.38883024,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+horizontal_break_up+mtf_adx_rising,129,19,8.32380054,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,16,8.23443459,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+squeeze_release_up+elliott_impulse_bull+mtf_adx25,131,15,8.19671962,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx25+atr_expand+horizontal_break_up+elliott_wave5_bull,198,23,8.13462326,0.00000000,1,0,0.00000000,0.00000000
h4,3,200,adx_up3+atr_expand+impulse_bull+mtf_adx_rising,266,43,8.07346068,0.00000000,4,0,0.00000000,0.00000000
h4,3,200,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,7.85685564,0.00000000,2,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+elliott_wave5_bull+mtf_adx25,171,28,7.84919788,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,price20_bull+squeeze_release_up+elliott_wave5_bull+mtf_adx25,171,28,7.84919788,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,ema20_rising+squeeze_release_up+elliott_wave5_bull+mtf_adx25,171,28,7.84919788,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+breakout20_up+elliott_wave5_bull+mtf_adx25,171,28,7.84919788,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+retest_up+elliott_wave5_bull+mtf_adx25,171,28,7.84919788,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,adx_up3+atr_expand+mtf_adx25,622,112,7.76843443,15.61495536,10,1,0.00714286,0.00000000
h4,3,200,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_return_up,242,36,7.76486766,0.00000000,3,0,0.00000000,0.00000000
h4,3,200,squeeze_release_up+horizontal_break_up+elliott_impulse_bull+mtf_adx_rising,140,21,7.66978764,0.00000000,1,0,0.00000000,0.00000000
