timeframe,horizon_bars,target_pips,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
d1,5,100,volatility+breakout20_up+mtf_trend_bull+cross_group_bull,129,21,1.58441368,1.38648357,1,0,0.20000000,0.20000000
d1,5,100,volatility+breakout_up20+mtf_trend_bull+cross_group_bull,129,21,1.58441368,1.38648357,1,0,0.20000000,0.20000000
d1,5,100,volatility+channel_breakout_up+mtf_trend_bull+cross_group_bull,129,21,1.58441368,1.38648357,1,0,0.20000000,0.20000000
d1,5,100,volatility+retest_up+mtf_trend_bull+cross_group_bull,129,21,1.58441368,1.38648357,1,0,0.20000000,0.20000000
d1,5,100,adx_up3+volatility+mtf_volatility,546,120,1.58116533,1.69844237,11,9,0.49372219,0.16666667
d1,5,100,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,34,1.57082492,0.74931281,2,1,0.30000000,0.00000000
d1,5,100,sma_stack_bull+bb_expand+breakout_up20+cross_group_return_up,134,34,1.57082492,0.74931281,2,1,0.30000000,0.00000000
d1,5,100,sma_stack_bull+bb_expand+channel_breakout_up+cross_group_return_up,134,34,1.57082492,0.74931281,2,1,0.30000000,0.00000000
d1,5,100,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,1.57082492,0.66173079,1,0,0.00000000,0.00000000
d1,5,100,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,32,1.57042080,1.36481976,3,2,0.33333333,0.20000000
d1,5,100,sma_stack_bull+breakout20_up+close_near_high+cross_group_return_up,146,46,1.56708264,0.87031985,6,3,0.24166667,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+close_near_high+cross_group_return_up,146,46,1.56708264,0.87031985,6,3,0.24166667,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+close_near_high+cross_group_return_up,146,46,1.56708264,0.87031985,6,3,0.24166667,0.00000000
d1,5,100,sma_stack_bull+bb_expand+mtf_rsi60+cross_group_bull,201,52,1.56323640,0.76989833,6,3,0.27559524,0.00000000
d1,5,100,sma_stack_bull+breakout20_up+strong_close_bull+cross_group_return_up,125,34,1.56190082,0.85635750,3,1,0.13690476,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+strong_close_bull+cross_group_return_up,125,34,1.56190082,0.85635750,3,1,0.13690476,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+strong_close_bull+cross_group_return_up,125,34,1.56190082,0.85635750,3,1,0.13690476,0.00000000
d1,5,100,sma_stack_bull+strong_close_bull+elliott_wave5_bull+cross_group_return_up,125,22,1.56190082,1.15802889,2,1,0.24285714,0.20000000
d1,5,100,price200_bull+volatility+breakout20_up+cross_group_bull,127,23,1.56132433,1.26591978,2,1,0.30000000,0.20000000
d1,5,100,price200_bull+volatility+breakout_up20+cross_group_bull,127,23,1.56132433,1.26591978,2,1,0.30000000,0.20000000
d1,5,100,price200_bull+volatility+channel_breakout_up+cross_group_bull,127,23,1.56132433,1.26591978,2,1,0.30000000,0.20000000
d1,5,100,trend_bull+volatility+strong_close_bull+elliott_impulse_bull,127,17,1.56132433,1.07044687,1,0,0.25000000,0.25000000
d1,5,100,price200_bull+volatility+retest_up+cross_group_bull,127,23,1.56132433,1.26591978,2,1,0.30000000,0.20000000
d1,5,100,sma_stack_bull+bb_expand+close_near_high+cross_group_bull,129,33,1.56076571,0.77201926,2,1,0.14285714,0.00000000
d1,5,100,price200_bull+adx_up3+volatility+mtf_volatility,278,60,1.55821378,1.63778371,6,5,0.48743386,0.00000000
d1,5,100,sma_stack_bull+bb_expand+close_near_high+elliott_impulse_bull,159,27,1.55407289,0.80878208,3,1,0.13333333,0.00000000
d1,5,100,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_return_up,177,42,1.55114620,0.86655223,5,2,0.22262626,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_return_up,177,42,1.55114620,0.86655223,5,2,0.22262626,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+elliott_wave5_bull+cross_group_return_up,177,42,1.55114620,0.86655223,5,2,0.22262626,0.00000000
d1,5,100,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_return_up,177,42,1.55114620,0.86655223,5,2,0.22262626,0.00000000
d1,5,100,sma_stack_bull+adx_up3+volatility,297,82,1.55097211,1.64222215,7,5,0.39972091,0.00000000
d1,5,100,sma_stack_bull+breakout20_up+mtf_rsi60+cross_group_bull,191,51,1.54925126,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+mtf_rsi60+cross_group_bull,191,51,1.54925126,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+mtf_rsi60+cross_group_bull,191,51,1.54925126,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+retest_up+mtf_rsi60+cross_group_bull,191,51,1.54925126,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+volatility+elliott_wave5_bull+mtf_rsi60,134,22,1.54805934,1.32346159,2,2,0.40384615,0.30769231
d1,5,100,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_return_up,148,32,1.54590584,1.13734980,2,0,0.25000000,0.25000000
d1,5,100,sma_stack_bull+bb_expand+breakout20_up+close_near_high,170,31,1.54323840,0.70442310,3,1,0.13333333,0.00000000
d1,5,100,sma_stack_bull+bb_expand+breakout_up20+close_near_high,170,31,1.54323840,0.70442310,3,1,0.13333333,0.00000000
d1,5,100,sma_stack_bull+bb_expand+channel_breakout_up+close_near_high,170,31,1.54323840,0.70442310,3,1,0.13333333,0.00000000
d1,5,100,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_return_up,188,55,1.54152030,0.86025003,7,4,0.26604467,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_return_up,188,55,1.54152030,0.86025003,7,4,0.26604467,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+elliott_impulse_bull+cross_group_return_up,188,55,1.54152030,0.86025003,7,4,0.26604467,0.00000000
d1,5,100,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_return_up,188,55,1.54152030,0.86025003,7,4,0.26604467,0.00000000
d1,5,100,price200_bull+volatility+close_near_high+elliott_impulse_bull,224,42,1.53891246,0.95320745,3,1,0.24206349,0.14285714
d1,5,100,sma_stack_bull+volatility+elliott_wave5_bull,135,22,1.53659224,1.32346159,2,2,0.40384615,0.30769231
d1,5,100,price200_bull+volatility+strong_close_bull+elliott_wave5_bull,141,20,1.53611145,1.27383178,1,1,0.33333333,0.33333333
d1,5,100,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,45,1.53581303,1.94107699,4,4,0.63819444,0.37500000
d1,5,100,sma_stack_bull+volatility+strong_close_bull+mtf_volatility,147,26,1.53566991,1.67977817,2,2,0.58750000,0.37500000
d1,5,100,volatility+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,155,23,1.53513437,1.42415975,1,1,0.40000000,0.40000000
d1,5,100,sma_stack_bull+elliott_wave5_bull+mtf_trend_bull+cross_group_bull,199,39,1.53295856,1.21317312,5,3,0.29111111,0.00000000
d1,5,100,sma_stack_bull+adx25+bb_expand+mtf_volatility,253,70,1.53132260,2.02773221,7,6,0.57392957,0.00000000
d1,5,100,sma_stack_bull+adx_up3+bb_expand+mtf_volatility,248,83,1.52529377,1.84168449,7,6,0.48101343,0.00000000
d1,5,100,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,54,1.52529377,1.07837611,6,3,0.29629630,0.00000000
d1,5,100,sma_stack_bull+elliott_wave5_bull+cross_group_bull,202,40,1.52529377,1.18284379,5,3,0.28666667,0.00000000
d1,5,100,sma_stack_bull+breakout20_up+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+retest_up+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+breakout20_up+retest_up+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+retest_up+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+retest_up+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+breakout20_up+mtf_trend_bull+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+mtf_trend_bull+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+mtf_trend_bull+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+retest_up+mtf_trend_bull+cross_group_bull,194,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+rsi60+breakout20_up+cross_group_bull,192,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+rsi60+breakout_up20+cross_group_bull,192,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+rsi60+channel_breakout_up+cross_group_bull,192,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+rsi60+retest_up+cross_group_bull,192,51,1.52529377,0.92772062,5,2,0.23748196,0.00000000
d1,5,100,sma_stack_bull+volatility+mtf_rsi60+cross_group_bull,164,32,1.52529377,1.13734980,3,2,0.33597884,0.22222222
d1,5,100,price200_bull+volatility+elliott_wave5_bull+cross_group_return_up,156,35,1.52529377,1.45580774,2,1,0.35064935,0.27272727
d1,5,100,sma_stack_bull+bb_expand+close_near_high+mtf_volatility,150,39,1.52529377,1.49313615,4,4,0.41190476,0.28571429
d1,5,100,sma_stack_bull+adx_up3+mtf_volatility,339,98,1.52079437,1.63406992,8,7,0.49579275,0.00000000
d1,5,100,sma_stack_bull+elliott_impulse_bull+mtf_rsi60+cross_group_bull,223,54,1.51845388,1.07837611,6,3,0.29629630,0.00000000
d1,5,100,sma_stack_bull+elliott_wave5_bull+mtf_rsi60+cross_group_bull,201,40,1.51770524,1.18284379,5,3,0.28666667,0.00000000
d1,5,100,sma_stack_bull+rsi60+elliott_wave5_bull+cross_group_bull,195,39,1.51747175,1.21317312,5,3,0.29111111,0.00000000
d1,5,100,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,1.51730793,0.83988908,1,0,0.00000000,0.00000000
d1,5,100,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_return_up,173,49,1.51647704,0.96558677,5,2,0.30168831,0.20000000
d1,5,100,sma_stack_bull+breakout20_up+mtf_rsi60+cross_group_return_up,204,66,1.51033991,0.82716349,7,4,0.26204867,0.00000000
d1,5,100,sma_stack_bull+breakout_up20+mtf_rsi60+cross_group_return_up,204,66,1.51033991,0.82716349,7,4,0.26204867,0.00000000
d1,5,100,sma_stack_bull+channel_breakout_up+mtf_rsi60+cross_group_return_up,204,66,1.51033991,0.82716349,7,4,0.26204867,0.00000000
d1,5,100,sma_stack_bull+retest_up+mtf_rsi60+cross_group_return_up,204,65,1.51033991,0.78389648,7,4,0.24844322,0.00000000
d1,5,100,sma_stack_bull+volatility+elliott_impulse_bull+mtf_rsi60,166,33,1.50691673,0.88230772,3,1,0.26388889,0.16666667
d1,5,100,sma_stack_bull+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,219,53,1.50439933,1.09872283,6,3,0.30008418,0.00000000
d1,5,100,sma_stack_bull+strong_close_bull+elliott_impulse_bull+cross_group_return_up,146,34,1.50439933,0.85635750,2,0,0.18253968,0.14285714
d1,5,100,sma_stack_bull+rsi60+elliott_impulse_bull+cross_group_bull,211,53,1.50360712,1.09872283,6,3,0.30008418,0.00000000
d1,5,100,price200_bull+volatility+mtf_rsi60+cross_group_bull,343,72,1.50305916,1.41536864,8,6,0.38885732,0.22222222
d1,5,100,sma_stack_bull+volatility+elliott_wave5_bull+mtf_trend_bull,132,22,1.50218325,1.32346159,2,2,0.40384615,0.30769231
d1,5,150,adx_up3+atr_expand+mtf_volatility,218,59,2.11662027,1.39625629,6,3,0.17222222,0.00000000
d1,5,150,volatility+breakout20_up+mtf_trend_bull+cross_group_bull,129,21,2.09380927,1.06985871,1,0,0.00000000,0.00000000
d1,5,150,volatility+breakout_up20+mtf_trend_bull+cross_group_bull,129,21,2.09380927,1.06985871,1,0,0.00000000,0.00000000
d1,5,150,volatility+channel_breakout_up+mtf_trend_bull+cross_group_bull,129,21,2.09380927,1.06985871,1,0,0.00000000,0.00000000
d1,5,150,volatility+retest_up+mtf_trend_bull+cross_group_bull,129,21,2.09380927,1.06985871,1,0,0.00000000,0.00000000
d1,5,150,adx_up3+atr_expand,229,60,2.08866618,1.37298535,6,3,0.16031746,0.00000000
d1,5,150,price200_bull+volatility+breakout20_up+cross_group_bull,127,23,2.08247467,0.97682752,2,1,0.10000000,0.00000000
d1,5,150,price200_bull+volatility+breakout_up20+cross_group_bull,127,23,2.08247467,0.97682752,2,1,0.10000000,0.00000000
d1,5,150,price200_bull+volatility+channel_breakout_up+cross_group_bull,127,23,2.08247467,0.97682752,2,1,0.10000000,0.00000000
d1,5,150,price200_bull+volatility+retest_up+cross_group_bull,127,23,2.08247467,0.97682752,2,1,0.10000000,0.00000000
d1,5,150,sma_stack_bull+bb_expand+breakout20_up+cross_group_bull,123,26,2.05869966,1.44019442,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+bb_expand+breakout_up20+cross_group_bull,123,26,2.05869966,1.44019442,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+bb_expand+channel_breakout_up+cross_group_bull,123,26,2.05869966,1.44019442,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+bb_expand+retest_up+cross_group_bull,123,26,2.05869966,1.44019442,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_bull,162,38,2.04938045,1.77371313,4,3,0.31527778,0.11111111
d1,5,150,sma_stack_bull+adx25+atr_expand+mtf_volatility,145,45,2.01799894,1.33137973,4,3,0.19305556,0.00000000
d1,5,150,price200_bull+volatility+elliott_impulse_bull+cross_group_bull,169,32,1.99779139,1.17015797,3,2,0.13333333,0.00000000
d1,5,150,trend_bull+volatility+strong_close_bull+elliott_impulse_bull,127,17,1.99385873,0.88106012,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+volatility+mtf_rsi60+cross_group_bull,164,32,1.99007634,1.40418956,3,2,0.15079365,0.00000000
d1,5,150,price200_bull+volatility+mtf_rsi60+cross_group_bull,343,72,1.98507464,1.35218254,8,5,0.18790584,0.00000000
d1,5,150,price200_bull+volatility+elliott_wave5_bull+cross_group_bull,131,24,1.97593260,1.24816850,1,1,0.20000000,0.20000000
d1,5,150,volatility+breakout20_up+elliott_impulse_bull+cross_group_bull,137,23,1.97154304,0.97682752,1,1,0.20000000,0.20000000
d1,5,150,volatility+breakout_up20+elliott_impulse_bull+cross_group_bull,137,23,1.97154304,0.97682752,1,1,0.20000000,0.20000000
d1,5,150,volatility+channel_breakout_up+elliott_impulse_bull+cross_group_bull,137,23,1.97154304,0.97682752,1,1,0.20000000,0.20000000
d1,5,150,volatility+retest_up+elliott_impulse_bull+cross_group_bull,137,23,1.97154304,0.97682752,1,1,0.20000000,0.20000000
d1,5,150,sma_stack_bull+adx_up3+volatility+mtf_volatility,200,57,1.96948935,2.10217852,7,4,0.21190476,0.00000000
d1,5,150,sma_stack_bull+bb_expand+elliott_impulse_bull+cross_group_return_up,123,30,1.96720190,1.74743590,2,1,0.30000000,0.00000000
d1,5,150,sma_stack_bull+adx25+atr_expand,155,45,1.96041336,1.33137973,4,3,0.19305556,0.00000000
d1,5,150,volatility+elliott_impulse_bull+mtf_trend_bull+cross_group_bull,155,23,1.96041336,0.97682752,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+strong_close_bull+elliott_impulse_bull+cross_group_bull,138,25,1.95725649,1.49780220,1,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+close_near_high+elliott_impulse_bull,150,23,1.95073230,0.65121835,3,1,0.05555556,0.00000000
d1,5,150,trend_bull+volatility+mtf_rsi60+cross_group_bull,238,40,1.93875302,1.31057692,4,3,0.21666667,0.00000000
d1,5,150,sma_stack_bull+bb_expand+breakout20_up+cross_group_return_up,134,34,1.93169531,1.54185520,2,1,0.30000000,0.00000000
d1,5,150,sma_stack_bull+bb_expand+breakout_up20+cross_group_return_up,134,34,1.93169531,1.54185520,2,1,0.30000000,0.00000000
d1,5,150,sma_stack_bull+bb_expand+channel_breakout_up+cross_group_return_up,134,34,1.93169531,1.54185520,2,1,0.30000000,0.00000000
d1,5,150,sma_stack_bull+bb_expand+retest_up+cross_group_return_up,134,33,1.93169531,1.36163836,1,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+elliott_impulse_bull+cross_group_return_up,129,29,1.91932517,0.51648352,2,1,0.08333333,0.00000000
d1,5,150,sma_stack_bull+breakout20_up+close_near_high+cross_group_bull,138,37,1.91648032,1.41683992,4,1,0.07142857,0.00000000
d1,5,150,sma_stack_bull+breakout_up20+close_near_high+cross_group_bull,138,37,1.91648032,1.41683992,4,1,0.07142857,0.00000000
d1,5,150,sma_stack_bull+channel_breakout_up+close_near_high+cross_group_bull,138,37,1.91648032,1.41683992,4,1,0.07142857,0.00000000
d1,5,150,trend_bull+volatility+elliott_wave5_bull+mtf_rsi60,185,28,1.91625990,0.53492936,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+bb_expand+elliott_impulse_bull+cross_group_bull,191,26,1.91498590,1.44019442,1,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+elliott_wave5_bull,186,28,1.90595743,0.53492936,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+elliott_impulse_bull+cross_target_relative_up,133,15,1.90391022,0.49926740,1,0,0.00000000,0.00000000
d1,5,150,rsi60+volatility+breakout20_up+cross_group_bull,136,22,1.90328802,1.02122877,2,1,0.10000000,0.00000000
d1,5,150,rsi60+volatility+breakout_up20+cross_group_bull,136,22,1.90328802,1.02122877,2,1,0.10000000,0.00000000
d1,5,150,rsi60+volatility+channel_breakout_up+cross_group_bull,136,22,1.90328802,1.02122877,2,1,0.10000000,0.00000000
d1,5,150,rsi60+volatility+retest_up+cross_group_bull,136,22,1.90328802,1.02122877,2,1,0.10000000,0.00000000
d1,5,150,sma_stack_bull+adx_up3+volatility+mtf_rsi60,139,26,1.90269269,0.86411665,2,1,0.25000000,0.00000000
d1,5,150,volatility+breakout20_up+mtf_trend_bull+cross_group_return_up,163,34,1.89871891,1.10132515,3,2,0.16666667,0.00000000
d1,5,150,volatility+breakout_up20+mtf_trend_bull+cross_group_return_up,163,34,1.89871891,1.10132515,3,2,0.16666667,0.00000000
d1,5,150,volatility+channel_breakout_up+mtf_trend_bull+cross_group_return_up,163,34,1.89871891,1.10132515,3,2,0.16666667,0.00000000
d1,5,150,volatility+retest_up+mtf_trend_bull+cross_group_return_up,163,32,1.89871891,0.70209478,3,2,0.12222222,0.00000000
d1,5,150,sma_stack_bull+breakout20_up+elliott_impulse_bull+cross_group_bull,178,45,1.89677947,1.33137973,5,2,0.13571429,0.00000000
d1,5,150,sma_stack_bull+breakout_up20+elliott_impulse_bull+cross_group_bull,178,45,1.89677947,1.33137973,5,2,0.13571429,0.00000000
d1,5,150,sma_stack_bull+channel_breakout_up+elliott_impulse_bull+cross_group_bull,178,45,1.89677947,1.33137973,5,2,0.13571429,0.00000000
d1,5,150,sma_stack_bull+retest_up+elliott_impulse_bull+cross_group_bull,178,45,1.89677947,1.33137973,5,2,0.13571429,0.00000000
d1,5,150,trend_bull+bb_expand+breakout20_up+cross_group_bull,202,29,1.89427547,1.29120879,1,0,0.00000000,0.00000000
d1,5,150,trend_bull+bb_expand+breakout_up20+cross_group_bull,202,29,1.89427547,1.29120879,1,0,0.00000000,0.00000000
d1,5,150,trend_bull+bb_expand+channel_breakout_up+cross_group_bull,202,29,1.89427547,1.29120879,1,0,0.00000000,0.00000000
d1,5,150,trend_bull+bb_expand+retest_up+cross_group_bull,202,29,1.89427547,1.29120879,1,0,0.00000000,0.00000000
d1,5,150,volatility+breakout20_up+mtf_rsi60+cross_group_bull,146,24,1.88855143,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+breakout_up20+mtf_rsi60+cross_group_bull,146,24,1.88855143,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+channel_breakout_up+mtf_rsi60+cross_group_bull,146,24,1.88855143,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+retest_up+mtf_rsi60+cross_group_bull,146,24,1.88855143,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,trend_bull+adx25+atr_expand+mtf_volatility,164,46,1.88714136,1.46524128,4,3,0.20000000,0.00000000
d1,5,150,sma_stack_bull+breakout20_up+elliott_wave5_bull+cross_group_bull,168,35,1.87570414,1.28383046,5,2,0.12000000,0.00000000
d1,5,150,sma_stack_bull+breakout_up20+elliott_wave5_bull+cross_group_bull,168,35,1.87570414,1.28383046,5,2,0.12000000,0.00000000
d1,5,150,sma_stack_bull+channel_breakout_up+elliott_wave5_bull+cross_group_bull,168,35,1.87570414,1.28383046,5,2,0.12000000,0.00000000
d1,5,150,sma_stack_bull+retest_up+elliott_wave5_bull+cross_group_bull,168,35,1.87570414,1.28383046,5,2,0.12000000,0.00000000
d1,5,150,sma_stack_bull+adx25+volatility+strong_close_bull,150,57,1.87570414,1.44524773,5,2,0.20095238,0.00000000
d1,5,150,volatility+breakout20_up+cross_group_bull,147,24,1.87570414,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+breakout_up20+cross_group_bull,147,24,1.87570414,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+channel_breakout_up+cross_group_bull,147,24,1.87570414,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+retest_up+cross_group_bull,147,24,1.87570414,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+breakout20_up+retest_up+cross_group_bull,147,24,1.87570414,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+breakout_up20+retest_up+cross_group_bull,147,24,1.87570414,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,volatility+channel_breakout_up+retest_up+cross_group_bull,147,24,1.87570414,0.93612637,2,1,0.10000000,0.00000000
d1,5,150,price200_bull+volatility+strong_close_bull+elliott_wave5_bull,141,20,1.87570414,1.12335165,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+close_near_high+elliott_wave5_bull+cross_group_bull,141,24,1.87570414,1.87225275,1,0,0.00000000,0.00000000
d1,5,150,price200_bull+adx25+atr_expand+mtf_volatility,190,45,1.86583201,1.33137973,3,3,0.24074074,0.22222222
d1,5,150,trend_bull+volatility+elliott_wave5_bull+mtf_trend_bull,178,27,1.86516648,0.55474155,2,0,0.00000000,0.00000000
d1,5,150,volatility+close_near_high+elliott_pullback_bull,127,37,1.86093482,2.83367983,4,4,0.56041667,0.37500000
d1,5,150,price200_bull+volatility+close_near_high+elliott_impulse_bull,224,42,1.85895678,1.06985871,3,1,0.04761905,0.00000000
d1,5,150,sma_stack_bull+close_near_high+elliott_impulse_bull+cross_group_return_up,173,49,1.85401970,1.37553263,5,3,0.22532468,0.00000000
d1,5,150,trend_bull+close_near_high+elliott_impulse_bull+cross_group_bull,255,42,1.85363703,1.96140764,4,3,0.28075397,0.11111111
d1,5,150,sma_stack_bull+elliott_impulse_bull+cross_group_bull,228,54,1.85102382,1.52553928,6,3,0.20833333,0.00000000
d1,5,150,price200_bull+volatility+breakout20_up+cross_group_return_up,152,36,1.85102382,1.04014042,4,3,0.21904762,0.00000000
d1,5,150,price200_bull+volatility+breakout_up20+cross_group_return_up,152,36,1.85102382,1.04014042,4,3,0.21904762,0.00000000
d1,5,150,price200_bull+volatility+channel_breakout_up+cross_group_return_up,152,36,1.85102382,1.04014042,4,3,0.21904762,0.00000000
d1,5,150,price200_bull+volatility+retest_up+cross_group_return_up,152,34,1.85102382,0.66079509,3,2,0.11428571,0.00000000
d1,5,150,sma_stack_bull+volatility+mtf_rsi60+cross_target_relative_up,210,31,1.84890837,1.44948600,3,2,0.17777778,0.00000000
d1,5,150,sma_stack_bull+volatility+elliott_wave5_bull+mtf_rsi60,134,22,1.84770855,0.34040959,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+breakout20_up+close_near_high,128,19,1.84639626,0.78831695,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+breakout_up20+close_near_high,128,19,1.84639626,0.78831695,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+channel_breakout_up+close_near_high,128,19,1.84639626,0.78831695,2,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+elliott_impulse_bull+mtf_rsi60+cross_group_bull,223,54,1.84205922,1.52553928,6,3,0.20833333,0.00000000
d1,5,150,trend_bull+volatility+breakout20_up+elliott_wave5_bull,147,24,1.83742446,0.62408425,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+breakout_up20+elliott_wave5_bull,147,24,1.83742446,0.62408425,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+channel_breakout_up+elliott_wave5_bull,147,24,1.83742446,0.62408425,2,0,0.00000000,0.00000000
d1,5,150,trend_bull+volatility+retest_up+elliott_wave5_bull,147,24,1.83742446,0.62408425,2,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+volatility+strong_close_bull+mtf_volatility,147,26,1.83742446,1.72823331,2,1,0.26250000,0.12500000
d1,5,150,volatility+breakout20_up+close_near_high+cross_group_return_up,138,20,1.83492796,1.12335165,1,0,0.00000000,0.00000000
d1,5,150,volatility+breakout_up20+close_near_high+cross_group_return_up,138,20,1.83492796,1.12335165,1,0,0.00000000,0.00000000
d1,5,150,volatility+channel_breakout_up+close_near_high+cross_group_return_up,138,20,1.83492796,1.12335165,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+volatility+elliott_wave5_bull,135,22,1.83402182,0.34040959,2,0,0.00000000,0.00000000
d1,5,150,price200_bull+volatility+close_near_high+elliott_wave5_bull,172,27,1.83208311,1.10948311,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+volatility+strong_close_bull+cross_target_relative_up,120,20,1.82881154,1.49780220,2,2,0.18333333,0.16666667
d1,5,150,sma_stack_bull+strong_close_bull+elliott_wave5_bull+cross_group_bull,120,16,1.82881154,1.87225275,1,0,0.00000000,0.00000000
d1,5,150,sma_stack_bull+breakout20_up+mtf_rsi60+cross_group_bull,191,51,1.82660194,1.17474682,5,2,0.13571429,0.00000000
d1,5,150,sma_stack_bull+breakout_up20+mtf_rsi60+cross_group_bull,191,51,1.82660194,1.17474682,5,2,0.13571429,0.00000000
d1,5,150,sma_stack_bull+channel_breakout_up+mtf_rsi60+cross_group_bull,191,51,1.82660194,1.17474682,5,2,0.13571429,0.00000000
d1,5,150,sma_stack_bull+retest_up+mtf_rsi60+cross_group_bull,191,51,1.82660194,1.17474682,5,2,0.13571429,0.00000000
d1,5,150,trend_bull+volatility+elliott_impulse_bull+mtf_rsi60,228,38,1.82634350,0.39415847,3,1,0.04761905,0.00000000
