timeframe,direction,horizon_bars,base_feature,toolkit_feature,period,samples,hit_rate
h4,bear,1,rsi_down3,superbb_bear,oos,80,0.10000000
h4,bear,1,rsi_down3,superbb_squeeze,disc,4005,0.04868914
h4,bear,1,rsi_down3,superbb_squeeze,val,1049,0.07435653
h4,bear,1,rsi_down3,superbb_squeeze,oos,699,0.04434907
h4,bear,1,rsi_down3,superbb_expand,disc,5083,0.07810348
h4,bear,1,rsi_down3,superbb_expand,val,1169,0.06244654
h4,bear,1,rsi_down3,superbb_expand,oos,867,0.08535179
h4,bear,1,rsi_down3,stoch_bear,disc,15714,0.06255568
h4,bear,1,rsi_down3,stoch_bear,val,3900,0.07205128
h4,bear,1,rsi_down3,stoch_bear,oos,2764,0.05643994
h4,bear,1,rsi_down3,stoch_cross_down,disc,2653,0.07576329
h4,bear,1,rsi_down3,stoch_cross_down,val,627,0.08133971
h4,bear,1,rsi_down3,stoch_cross_down,oos,413,0.06537530
h4,bear,1,rsi_down3,stoch_fall_down,disc,1963,0.07131941
h4,bear,1,rsi_down3,stoch_fall_down,val,448,0.08035714
h4,bear,1,rsi_down3,stoch_fall_down,oos,363,0.05785124
h4,bear,1,rsi_down3,rci_bear,disc,9640,0.06732365
h4,bear,1,rsi_down3,rci_bear,val,2425,0.07134021
h4,bear,1,rsi_down3,rci_bear,oos,1588,0.07052897
h4,bear,1,rsi_down3,rci_strong_bear,disc,2704,0.07359467
h4,bear,1,rsi_down3,rci_strong_bear,val,622,0.04983923
h4,bear,1,rsi_down3,rci_strong_bear,oos,376,0.07712766
h4,bear,1,rsi_down3,rci_cross_down,disc,1661,0.06863335
h4,bear,1,rsi_down3,rci_cross_down,val,395,0.07848101
h4,bear,1,rsi_down3,rci_cross_down,oos,289,0.05882353
h4,bear,1,rsi_down3,dmi_adx_bear,disc,4469,0.08368763
h4,bear,1,rsi_down3,dmi_adx_bear,val,977,0.07778915
h4,bear,1,rsi_down3,dmi_adx_bear,oos,827,0.08706167
h4,bear,1,rsi_down3,dmi_adx_strong_bear,disc,7727,0.07363789
h4,bear,1,rsi_down3,dmi_adx_strong_bear,val,1886,0.07741251
h4,bear,1,rsi_down3,dmi_adx_strong_bear,oos,1429,0.07417775
h4,bear,1,rsi_down3,fib_below382,disc,12523,0.06627805
h4,bear,1,rsi_down3,fib_below382,val,2921,0.07360493
h4,bear,1,rsi_down3,fib_below382,oos,2005,0.06134663
h4,bear,1,rsi_down3,fib_below500,disc,10305,0.07006308
h4,bear,1,rsi_down3,fib_below500,val,2374,0.07287279
h4,bear,1,rsi_down3,fib_below500,oos,1621,0.06354102
h4,bear,1,rsi_down3,fib_below618,disc,8367,0.07099319
h4,bear,1,rsi_down3,fib_below618,val,1871,0.07429182
h4,bear,1,rsi_down3,fib_below618,oos,1280,0.07109375
h4,bear,1,rsi_down3,fib_time_zone,disc,6824,0.06521102
h4,bear,1,rsi_down3,fib_time_zone,val,1682,0.06599287
h4,bear,1,rsi_down3,fib_time_zone,oos,1188,0.05134680
h4,bear,1,rsi_down3,fib_time_5,disc,3804,0.06677182
h4,bear,1,rsi_down3,fib_time_5,val,957,0.05642633
h4,bear,1,rsi_down3,fib_time_5,oos,696,0.05747126
h4,bear,1,rsi_down3,fib_time_8,disc,2448,0.05759804
h4,bear,1,rsi_down3,fib_time_8,val,610,0.06885246
h4,bear,1,rsi_down3,fib_time_8,oos,410,0.04390244
h4,bear,1,rsi_down3,fib_time_13,disc,1448,0.06560773
h4,bear,1,rsi_down3,fib_time_13,val,347,0.08933718
h4,bear,1,rsi_down3,fib_time_13,oos,237,0.04219409
h4,bear,1,rsi_down3,fib_fan_down,disc,8367,0.07099319
h4,bear,1,rsi_down3,fib_fan_down,val,1871,0.07429182
h4,bear,1,rsi_down3,fib_fan_down,oos,1280,0.07109375
h4,bear,1,rsi_down3,fib_arc_bear,disc,10305,0.07006308
h4,bear,1,rsi_down3,fib_arc_bear,val,2374,0.07287279
h4,bear,1,rsi_down3,fib_arc_bear,oos,1621,0.06354102
h4,bear,1,rsi_down3,trendline_down,disc,8542,0.07035823
h4,bear,1,rsi_down3,trendline_down,val,2133,0.07219878
h4,bear,1,rsi_down3,trendline_down,oos,1386,0.07070707
h4,bear,1,rsi_down3,channel_lower,disc,7414,0.07067710
h4,bear,1,rsi_down3,channel_lower,val,1763,0.07317073
h4,bear,1,rsi_down3,channel_lower,oos,1148,0.07578397
h4,bear,1,rsi_down3,channel_mid_bear,disc,12360,0.06771845
h4,bear,1,rsi_down3,channel_mid_bear,val,3037,0.07408627
h4,bear,1,rsi_down3,channel_mid_bear,oos,1986,0.06747231
h4,bear,1,rsi_down3,channel_breakout_down,disc,3128,0.08503836
h4,bear,1,rsi_down3,channel_breakout_down,val,720,0.07361111
h4,bear,1,rsi_down3,channel_breakout_down,oos,483,0.09109731
h4,bear,1,rsi_down3,horizontal_support_near,disc,2616,0.08792049
h4,bear,1,rsi_down3,horizontal_support_near,val,528,0.08712121
h4,bear,1,rsi_down3,horizontal_support_near,oos,366,0.10382514
h4,bear,1,rsi_down3,horizontal_break_down,disc,1848,0.10010823
h4,bear,1,rsi_down3,horizontal_break_down,val,382,0.09947644
h4,bear,1,rsi_down3,horizontal_break_down,oos,268,0.11567164
h4,bear,1,rsi_down3,vertical_session,disc,13102,0.06411235
h4,bear,1,rsi_down3,vertical_session,val,3172,0.06651955
h4,bear,1,rsi_down3,vertical_session,oos,2256,0.05718085
h4,bear,1,rsi_down3,vertical_day_open,disc,2449,0.06900776
h4,bear,1,rsi_down3,vertical_day_open,val,671,0.06706408
h4,bear,1,rsi_down3,vertical_day_open,oos,484,0.05785124
h4,bear,1,rsi_down3,vertical_week_open,disc,434,0.04608295
h4,bear,1,rsi_down3,vertical_week_open,val,126,0.06349206
h4,bear,1,rsi_down3,vertical_week_open,oos,109,0.05504587
h4,bear,1,rsi_down3,rectangle_range,disc,10729,0.05527076
h4,bear,1,rsi_down3,rectangle_range,val,2720,0.07022059
h4,bear,1,rsi_down3,rectangle_range,oos,1976,0.04858300
h4,bear,1,rsi_down3,triangle_breakout_down,disc,77,0.10389610
h4,bear,1,rsi_down3,triangle_breakout_down,val,24,0.16666667
h4,bear,1,rsi_down3,triangle_breakout_down,oos,8,0.00000000
h4,bear,1,rsi_down3,ellipse_compression,disc,271,0.09963100
h4,bear,1,rsi_down3,ellipse_compression,val,83,0.10843373
h4,bear,1,rsi_down3,ellipse_compression,oos,61,0.03278689
h4,bear,1,rsi_down3,elliott_wave2_bear,disc,2128,0.06203008
h4,bear,1,rsi_down3,elliott_wave2_bear,val,548,0.08211679
h4,bear,1,rsi_down3,elliott_wave2_bear,oos,407,0.03931204
h4,bear,1,rsi_down3,elliott_wave3_bear,disc,4001,0.07398150
h4,bear,1,rsi_down3,elliott_wave3_bear,val,876,0.09132420
h4,bear,1,rsi_down3,elliott_wave3_bear,oos,610,0.07049180
h4,bear,1,rsi_down3,elliott_wave4_bear,disc,1953,0.05683564
h4,bear,1,rsi_down3,elliott_wave4_bear,val,480,0.08125000
h4,bear,1,rsi_down3,elliott_wave4_bear,oos,351,0.05128205
h4,bear,1,rsi_down3,elliott_wave5_bear,disc,3824,0.07479079
h4,bear,1,rsi_down3,elliott_wave5_bear,val,864,0.07407407
h4,bear,1,rsi_down3,elliott_wave5_bear,oos,578,0.07266436
h4,bear,1,rsi_down3,elliott_impulse_bear,disc,5122,0.07087075
h4,bear,1,rsi_down3,elliott_impulse_bear,val,1180,0.08559322
h4,bear,1,rsi_down3,elliott_impulse_bear,oos,773,0.06338939
h4,bear,1,rsi_down3,elliott_pullback_bear,disc,4081,0.05954423
h4,bear,1,rsi_down3,elliott_pullback_bear,val,1028,0.08171206
h4,bear,1,rsi_down3,elliott_pullback_bear,oos,758,0.04485488
h4,bear,1,rsi_down3,range_compression,disc,14864,0.06182723
h4,bear,1,rsi_down3,range_compression,val,3722,0.07119828
h4,bear,1,rsi_down3,range_compression,oos,2594,0.04703161
h4,bear,1,rsi_down3,range_tight,disc,1164,0.06099656
h4,bear,1,rsi_down3,range_tight,val,391,0.05626598
h4,bear,1,rsi_down3,range_tight,oos,247,0.05668016
h4,bear,1,rsi_down3,inside_bar,disc,3141,0.04266157
h4,bear,1,rsi_down3,inside_bar,val,722,0.06094183
h4,bear,1,rsi_down3,inside_bar,oos,538,0.05204461
h4,bear,1,rsi_down3,inside_2,disc,392,0.03571429
h4,bear,1,rsi_down3,inside_2,val,71,0.00000000
h4,bear,1,rsi_down3,inside_2,oos,55,0.12727273
h4,bear,1,rsi_down3,nr7,disc,2219,0.04191077
h4,bear,1,rsi_down3,nr7,val,579,0.04663212
h4,bear,1,rsi_down3,nr7,oos,397,0.04785894
h4,bear,1,rsi_down3,nr4,disc,4909,0.03564881
h4,bear,1,rsi_down3,nr4,val,1198,0.04924875
h4,bear,1,rsi_down3,nr4,oos,825,0.03878788
h4,bear,1,rsi_down3,breakout_down20,disc,3128,0.08503836
h4,bear,1,rsi_down3,breakout_down20,val,720,0.07361111
h4,bear,1,rsi_down3,breakout_down20,oos,483,0.09109731
h4,bear,1,rsi_down3,retest_down,disc,3126,0.08509277
h4,bear,1,rsi_down3,retest_down,val,714,0.07142857
h4,bear,1,rsi_down3,retest_down,oos,478,0.08995816
h4,bear,1,rsi_down3,squeeze_release_down,disc,364,0.05494505
h4,bear,1,rsi_down3,squeeze_release_down,val,109,0.08256881
h4,bear,1,rsi_down3,squeeze_release_down,oos,50,0.06000000
h4,bear,1,rsi_down3,pin_bear,disc,211,0.15639810
h4,bear,1,rsi_down3,pin_bear,val,50,0.16000000
h4,bear,1,rsi_down3,pin_bear,oos,27,0.25925926
h4,bear,1,rsi_down3,engulf_bear,disc,2195,0.07471526
h4,bear,1,rsi_down3,engulf_bear,val,548,0.08941606
h4,bear,1,rsi_down3,engulf_bear,oos,410,0.05609756
h4,bear,1,rsi_down3,strong_close_bear,disc,5896,0.06462008
h4,bear,1,rsi_down3,strong_close_bear,val,1387,0.05984138
h4,bear,1,rsi_down3,strong_close_bear,oos,961,0.04578564
h4,bear,1,rsi_down3,gap_proxy_down,disc,240,0.06666667
h4,bear,1,rsi_down3,gap_proxy_down,val,78,0.16666667
h4,bear,1,rsi_down3,gap_proxy_down,oos,82,0.04878049
h4,bear,1,rsi_down3,ll20,disc,4964,0.07876712
h4,bear,1,rsi_down3,ll20,val,1192,0.08137584
h4,bear,1,rsi_down3,ll20,oos,770,0.08181818
h4,bear,1,rsi_down3,structure_bear_transition,disc,12463,0.06595523
h4,bear,1,rsi_down3,structure_bear_transition,val,3051,0.07046870
h4,bear,1,rsi_down3,structure_bear_transition,oos,2161,0.05460435
h4,bear,1,rsi_down3,compression,disc,1168,0.08304795
h4,bear,1,rsi_down3,compression,val,346,0.07803468
h4,bear,1,rsi_down3,compression,oos,213,0.04225352
h4,bear,1,rsi_down3,shape_triangle_proxy,disc,1071,0.07656396
h4,bear,1,rsi_down3,shape_triangle_proxy,val,323,0.08359133
h4,bear,1,rsi_down3,shape_triangle_proxy,oos,208,0.03846154
h4,bear,1,di_cross_down,sma20_bear,disc,2361,0.06565015
h4,bear,1,di_cross_down,sma20_bear,val,598,0.07525084
h4,bear,1,di_cross_down,sma20_bear,oos,342,0.04093567
h4,bear,1,di_cross_down,sma50_bear,disc,1831,0.06881486
h4,bear,1,di_cross_down,sma50_bear,val,423,0.06382979
h4,bear,1,di_cross_down,sma50_bear,oos,226,0.04424779
h4,bear,1,di_cross_down,sma200_bear,disc,1574,0.06543837
h4,bear,1,di_cross_down,sma200_bear,val,342,0.05847953
h4,bear,1,di_cross_down,sma200_bear,oos,220,0.00909091
h4,bear,1,di_cross_down,sma_stack_bear,disc,756,0.07142857
h4,bear,1,di_cross_down,sma_stack_bear,val,133,0.06766917
h4,bear,1,di_cross_down,sma_stack_bear,oos,96,0.01041667
h4,bear,1,di_cross_down,ichimoku_bear,disc,1256,0.06687898
h4,bear,1,di_cross_down,ichimoku_bear,val,268,0.06343284
h4,bear,1,di_cross_down,ichimoku_bear,oos,149,0.02013423
h4,bear,1,di_cross_down,ichimoku_tk_bear,disc,1180,0.06101695
h4,bear,1,di_cross_down,ichimoku_tk_bear,val,286,0.03846154
h4,bear,1,di_cross_down,ichimoku_tk_bear,oos,146,0.04109589
h4,bear,1,di_cross_down,ichimoku_cloud_bear,disc,1623,0.05853358
h4,bear,1,di_cross_down,ichimoku_cloud_bear,val,398,0.06281407
h4,bear,1,di_cross_down,ichimoku_cloud_bear,oos,264,0.04166667
h4,bear,1,di_cross_down,span_model_bear,disc,624,0.06730769
h4,bear,1,di_cross_down,span_model_bear,val,129,0.04651163
h4,bear,1,di_cross_down,span_model_bear,oos,64,0.03125000
h4,bear,1,di_cross_down,bb_bear,disc,2361,0.06565015
h4,bear,1,di_cross_down,bb_bear,val,598,0.07525084
h4,bear,1,di_cross_down,bb_bear,oos,342,0.04093567
h4,bear,1,di_cross_down,bb_lower,disc,926,0.06155508
h4,bear,1,di_cross_down,bb_lower,val,243,0.05761317
h4,bear,1,di_cross_down,bb_lower,oos,115,0.05217391
h4,bear,1,di_cross_down,superbb_bear,disc,73,0.10958904
h4,bear,1,di_cross_down,superbb_bear,val,14,0.07142857
h4,bear,1,di_cross_down,superbb_bear,oos,14,0.00000000
h4,bear,1,di_cross_down,superbb_squeeze,disc,1157,0.05704408
h4,bear,1,di_cross_down,superbb_squeeze,val,319,0.05642633
h4,bear,1,di_cross_down,superbb_squeeze,oos,194,0.05670103
h4,bear,1,di_cross_down,superbb_expand,disc,390,0.07692308
h4,bear,1,di_cross_down,superbb_expand,val,84,0.04761905
h4,bear,1,di_cross_down,superbb_expand,oos,58,0.05172414
h4,bear,1,di_cross_down,stoch_bear,disc,3030,0.06600660
h4,bear,1,di_cross_down,stoch_bear,val,762,0.06561680
h4,bear,1,di_cross_down,stoch_bear,oos,506,0.04743083
h4,bear,1,di_cross_down,stoch_cross_down,disc,1073,0.06337372
h4,bear,1,di_cross_down,stoch_cross_down,val,255,0.06274510
h4,bear,1,di_cross_down,stoch_cross_down,oos,182,0.06593407
h4,bear,1,di_cross_down,stoch_fall_down,disc,543,0.08655617
h4,bear,1,di_cross_down,stoch_fall_down,val,120,0.07500000
h4,bear,1,di_cross_down,stoch_fall_down,oos,109,0.07339450
h4,bear,1,di_cross_down,rci_bear,disc,1337,0.05534779
h4,bear,1,di_cross_down,rci_bear,val,366,0.06557377
h4,bear,1,di_cross_down,rci_bear,oos,191,0.04712042
h4,bear,1,di_cross_down,rci_strong_bear,disc,144,0.02777778
h4,bear,1,di_cross_down,rci_strong_bear,val,32,0.03125000
h4,bear,1,di_cross_down,rci_strong_bear,oos,12,0.00000000
h4,bear,1,di_cross_down,rci_cross_down,disc,308,0.07792208
h4,bear,1,di_cross_down,rci_cross_down,val,78,0.08974359
h4,bear,1,di_cross_down,rci_cross_down,oos,52,0.00000000
h4,bear,1,di_cross_down,dmi_adx_bear,disc,676,0.06952663
h4,bear,1,di_cross_down,dmi_adx_bear,val,155,0.06451613
h4,bear,1,di_cross_down,dmi_adx_bear,oos,96,0.03125000
h4,bear,1,di_cross_down,dmi_adx_strong_bear,disc,368,0.08423913
h4,bear,1,di_cross_down,dmi_adx_strong_bear,val,111,0.12612613
h4,bear,1,di_cross_down,dmi_adx_strong_bear,oos,77,0.05194805
h4,bear,1,di_cross_down,fib_below382,disc,2372,0.06534570
h4,bear,1,di_cross_down,fib_below382,val,550,0.05818182
h4,bear,1,di_cross_down,fib_below382,oos,332,0.04819277
h4,bear,1,di_cross_down,fib_below500,disc,1741,0.06835152
h4,bear,1,di_cross_down,fib_below500,val,390,0.06153846
h4,bear,1,di_cross_down,fib_below500,oos,208,0.03365385
h4,bear,1,di_cross_down,fib_below618,disc,1165,0.06609442
h4,bear,1,di_cross_down,fib_below618,val,242,0.06611570
h4,bear,1,di_cross_down,fib_below618,oos,132,0.03787879
h4,bear,1,di_cross_down,fib_time_zone,disc,1227,0.04889976
h4,bear,1,di_cross_down,fib_time_zone,val,341,0.07624633
h4,bear,1,di_cross_down,fib_time_zone,oos,206,0.04368932
h4,bear,1,di_cross_down,fib_time_5,disc,685,0.04233577
h4,bear,1,di_cross_down,fib_time_5,val,181,0.08287293
h4,bear,1,di_cross_down,fib_time_5,oos,129,0.04651163
h4,bear,1,di_cross_down,fib_time_8,disc,432,0.03935185
h4,bear,1,di_cross_down,fib_time_8,val,118,0.07627119
h4,bear,1,di_cross_down,fib_time_8,oos,72,0.01388889
h4,bear,1,di_cross_down,fib_time_13,disc,238,0.07563025
h4,bear,1,di_cross_down,fib_time_13,val,83,0.07228916
h4,bear,1,di_cross_down,fib_time_13,oos,33,0.06060606
h4,bear,1,di_cross_down,fib_fan_down,disc,1165,0.06609442
h4,bear,1,di_cross_down,fib_fan_down,val,242,0.06611570
h4,bear,1,di_cross_down,fib_fan_down,oos,132,0.03787879
h4,bear,1,di_cross_down,fib_arc_bear,disc,1741,0.06835152
h4,bear,1,di_cross_down,fib_arc_bear,val,390,0.06153846
h4,bear,1,di_cross_down,fib_arc_bear,oos,208,0.03365385
h4,bear,1,di_cross_down,trendline_down,disc,1223,0.05887163
h4,bear,1,di_cross_down,trendline_down,val,308,0.04870130
h4,bear,1,di_cross_down,trendline_down,oos,146,0.07534247
h4,bear,1,di_cross_down,channel_lower,disc,809,0.05315204
h4,bear,1,di_cross_down,channel_lower,val,191,0.04712042
h4,bear,1,di_cross_down,channel_lower,oos,85,0.05882353
h4,bear,1,di_cross_down,channel_mid_bear,disc,2177,0.06476803
h4,bear,1,di_cross_down,channel_mid_bear,val,531,0.07156309
h4,bear,1,di_cross_down,channel_mid_bear,oos,295,0.04745763
h4,bear,1,di_cross_down,channel_breakout_down,disc,300,0.06666667
h4,bear,1,di_cross_down,channel_breakout_down,val,81,0.06172840
h4,bear,1,di_cross_down,channel_breakout_down,oos,34,0.05882353
h4,bear,1,di_cross_down,horizontal_support_near,disc,108,0.09259259
h4,bear,1,di_cross_down,horizontal_support_near,val,22,0.04545455
h4,bear,1,di_cross_down,horizontal_support_near,oos,10,0.00000000
h4,bear,1,di_cross_down,horizontal_break_down,disc,75,0.12000000
h4,bear,1,di_cross_down,horizontal_break_down,val,12,0.08333333
h4,bear,1,di_cross_down,horizontal_break_down,oos,7,0.00000000
h4,bear,1,di_cross_down,vertical_session,disc,2461,0.06623324
h4,bear,1,di_cross_down,vertical_session,val,551,0.06715064
h4,bear,1,di_cross_down,vertical_session,oos,359,0.05013928
h4,bear,1,di_cross_down,vertical_day_open,disc,493,0.06896552
h4,bear,1,di_cross_down,vertical_day_open,val,117,0.03418803
h4,bear,1,di_cross_down,vertical_day_open,oos,53,0.01886792
h4,bear,1,di_cross_down,vertical_week_open,disc,77,0.07792208
h4,bear,1,di_cross_down,vertical_week_open,val,16,0.06250000
h4,bear,1,di_cross_down,vertical_week_open,oos,10,0.00000000
h4,bear,1,di_cross_down,rectangle_range,disc,2269,0.06434553
h4,bear,1,di_cross_down,rectangle_range,val,592,0.06418919
h4,bear,1,di_cross_down,rectangle_range,oos,405,0.05432099
h4,bear,1,di_cross_down,ellipse_compression,disc,111,0.07207207
h4,bear,1,di_cross_down,ellipse_compression,val,25,0.16000000
h4,bear,1,di_cross_down,ellipse_compression,oos,17,0.05882353
h4,bear,1,di_cross_down,elliott_wave2_bear,disc,275,0.08363636
h4,bear,1,di_cross_down,elliott_wave2_bear,val,76,0.10526316
h4,bear,1,di_cross_down,elliott_wave2_bear,oos,46,0.02173913
h4,bear,1,di_cross_down,elliott_wave3_bear,disc,657,0.05631659
h4,bear,1,di_cross_down,elliott_wave3_bear,val,165,0.10909091
h4,bear,1,di_cross_down,elliott_wave3_bear,oos,99,0.02020202
h4,bear,1,di_cross_down,elliott_wave4_bear,disc,264,0.04924242
h4,bear,1,di_cross_down,elliott_wave4_bear,val,66,0.09090909
h4,bear,1,di_cross_down,elliott_wave4_bear,oos,41,0.04878049
h4,bear,1,di_cross_down,elliott_wave5_bear,disc,561,0.06595365
h4,bear,1,di_cross_down,elliott_wave5_bear,val,145,0.08275862
h4,bear,1,di_cross_down,elliott_wave5_bear,oos,75,0.01333333
h4,bear,1,di_cross_down,elliott_impulse_bear,disc,878,0.05808656
h4,bear,1,di_cross_down,elliott_impulse_bear,val,222,0.09459459
h4,bear,1,di_cross_down,elliott_impulse_bear,oos,119,0.01680672
h4,bear,1,di_cross_down,elliott_pullback_bear,disc,539,0.06679035
h4,bear,1,di_cross_down,elliott_pullback_bear,val,142,0.09859155
h4,bear,1,di_cross_down,elliott_pullback_bear,oos,87,0.03448276
h4,bear,1,di_cross_down,range_compression,disc,2934,0.06100886
h4,bear,1,di_cross_down,range_compression,val,726,0.06473829
h4,bear,1,di_cross_down,range_compression,oos,512,0.04492188
h4,bear,1,di_cross_down,range_tight,disc,342,0.03508772
h4,bear,1,di_cross_down,range_tight,val,136,0.06617647
h4,bear,1,di_cross_down,range_tight,oos,65,0.06153846
h4,bear,1,di_cross_down,nr7,disc,81,0.07407407
h4,bear,1,di_cross_down,nr7,val,17,0.05882353
h4,bear,1,di_cross_down,nr7,oos,10,0.10000000
h4,bear,1,di_cross_down,nr4,disc,218,0.04587156
h4,bear,1,di_cross_down,nr4,val,43,0.06976744
h4,bear,1,di_cross_down,nr4,oos,37,0.02702703
h4,bear,1,di_cross_down,breakout_down20,disc,300,0.06666667
h4,bear,1,di_cross_down,breakout_down20,val,81,0.06172840
h4,bear,1,di_cross_down,breakout_down20,oos,34,0.05882353
h4,bear,1,di_cross_down,retest_down,disc,300,0.06666667
h4,bear,1,di_cross_down,retest_down,val,79,0.05063291
h4,bear,1,di_cross_down,retest_down,oos,34,0.05882353
h4,bear,1,di_cross_down,squeeze_release_down,disc,79,0.05063291
h4,bear,1,di_cross_down,squeeze_release_down,val,26,0.00000000
h4,bear,1,di_cross_down,squeeze_release_down,oos,10,0.00000000
h4,bear,1,di_cross_down,engulf_bear,disc,601,0.06322795
h4,bear,1,di_cross_down,engulf_bear,val,137,0.06569343
h4,bear,1,di_cross_down,engulf_bear,oos,112,0.08035714
h4,bear,1,di_cross_down,strong_close_bear,disc,1024,0.06738281
h4,bear,1,di_cross_down,strong_close_bear,val,235,0.05957447
h4,bear,1,di_cross_down,strong_close_bear,oos,143,0.04895105
h4,bear,1,di_cross_down,gap_proxy_down,disc,149,0.02684564
h4,bear,1,di_cross_down,gap_proxy_down,val,59,0.10169492
h4,bear,1,di_cross_down,gap_proxy_down,oos,44,0.00000000
h4,bear,1,di_cross_down,ll20,disc,553,0.05605787
h4,bear,1,di_cross_down,ll20,val,149,0.09395973
h4,bear,1,di_cross_down,ll20,oos,69,0.05797101
h4,bear,1,di_cross_down,structure_bear_transition,disc,2358,0.06743003
h4,bear,1,di_cross_down,structure_bear_transition,val,607,0.06260297
h4,bear,1,di_cross_down,structure_bear_transition,oos,412,0.03398058
h4,bear,1,di_cross_down,compression,disc,348,0.07471264
h4,bear,1,di_cross_down,compression,val,88,0.09090909
h4,bear,1,di_cross_down,compression,oos,51,0.03921569
h4,bear,1,di_cross_down,shape_triangle_proxy,disc,335,0.07462687
h4,bear,1,di_cross_down,shape_triangle_proxy,val,86,0.09302326
h4,bear,1,di_cross_down,shape_triangle_proxy,oos,51,0.03921569
h4,bear,3,breakout20_down,sma20_bear,disc,4118,0.19645459
h4,bear,3,breakout20_down,sma20_bear,val,896,0.17299107
h4,bear,3,breakout20_down,sma20_bear,oos,640,0.18750000
h4,bear,3,breakout20_down,sma50_bear,disc,4014,0.19755855
h4,bear,3,breakout20_down,sma50_bear,val,864,0.17592593
h4,bear,3,breakout20_down,sma50_bear,oos,628,0.18949045
h4,bear,3,breakout20_down,sma200_bear,disc,3020,0.20761589
h4,bear,3,breakout20_down,sma200_bear,val,627,0.19298246
h4,bear,3,breakout20_down,sma200_bear,oos,462,0.19480519
h4,bear,3,breakout20_down,sma_stack_bear,disc,1533,0.22439661
h4,bear,3,breakout20_down,sma_stack_bear,val,262,0.23664122
h4,bear,3,breakout20_down,sma_stack_bear,oos,189,0.11111111
h4,bear,3,breakout20_down,ichimoku_bear,disc,3398,0.20306062
h4,bear,3,breakout20_down,ichimoku_bear,val,705,0.18014184
h4,bear,3,breakout20_down,ichimoku_bear,oos,516,0.19379845
h4,bear,3,breakout20_down,ichimoku_tk_bear,disc,3518,0.19698692
h4,bear,3,breakout20_down,ichimoku_tk_bear,val,739,0.15967524
h4,bear,3,breakout20_down,ichimoku_tk_bear,oos,526,0.17870722
h4,bear,3,breakout20_down,ichimoku_cloud_bear,disc,1991,0.21245605
h4,bear,3,breakout20_down,ichimoku_cloud_bear,val,371,0.17789757
h4,bear,3,breakout20_down,ichimoku_cloud_bear,oos,274,0.13868613
h4,bear,3,breakout20_down,span_model_bear,disc,3025,0.20495868
h4,bear,3,breakout20_down,span_model_bear,val,631,0.16640254
h4,bear,3,breakout20_down,span_model_bear,oos,445,0.18651685
h4,bear,3,breakout20_down,bb_bear,disc,4118,0.19645459
h4,bear,3,breakout20_down,bb_bear,val,896,0.17299107
h4,bear,3,breakout20_down,bb_bear,oos,640,0.18750000
h4,bear,3,breakout20_down,bb_lower,disc,4084,0.19711068
h4,bear,3,breakout20_down,bb_lower,val,892,0.17376682
h4,bear,3,breakout20_down,bb_lower,oos,639,0.18779343
h4,bear,3,breakout20_down,superbb_bear,disc,309,0.24919094
h4,bear,3,breakout20_down,superbb_bear,val,71,0.25352113
h4,bear,3,breakout20_down,superbb_bear,oos,77,0.23376623
h4,bear,3,breakout20_down,superbb_squeeze,disc,427,0.15690867
h4,bear,3,breakout20_down,superbb_squeeze,val,121,0.19008264
h4,bear,3,breakout20_down,superbb_squeeze,oos,58,0.17241379
h4,bear,3,breakout20_down,superbb_expand,disc,2572,0.20528771
h4,bear,3,breakout20_down,superbb_expand,val,550,0.18909091
h4,bear,3,breakout20_down,superbb_expand,oos,422,0.22274882
h4,bear,3,breakout20_down,stoch_bear,disc,3347,0.18822826
h4,bear,3,breakout20_down,stoch_bear,val,755,0.17483444
h4,bear,3,breakout20_down,stoch_bear,oos,518,0.19305019
h4,bear,3,breakout20_down,stoch_cross_down,disc,1046,0.20267686
h4,bear,3,breakout20_down,stoch_cross_down,val,226,0.16371681
h4,bear,3,breakout20_down,stoch_cross_down,oos,144,0.18055556
h4,bear,3,breakout20_down,rci_bear,disc,3845,0.19635891
h4,bear,3,breakout20_down,rci_bear,val,844,0.17180095
h4,bear,3,breakout20_down,rci_bear,oos,595,0.18487395
h4,bear,3,breakout20_down,rci_strong_bear,disc,1870,0.20000000
h4,bear,3,breakout20_down,rci_strong_bear,val,380,0.11578947
h4,bear,3,breakout20_down,rci_strong_bear,oos,297,0.18181818
h4,bear,3,breakout20_down,rci_cross_down,disc,189,0.19576720
h4,bear,3,breakout20_down,rci_cross_down,val,44,0.27272727
h4,bear,3,breakout20_down,rci_cross_down,oos,34,0.14705882
h4,bear,3,breakout20_down,dmi_adx_bear,disc,2048,0.22070312
h4,bear,3,breakout20_down,dmi_adx_bear,val,391,0.16624041
h4,bear,3,breakout20_down,dmi_adx_bear,oos,349,0.21776504
h4,bear,3,breakout20_down,dmi_adx_strong_bear,disc,3662,0.19879847
h4,bear,3,breakout20_down,dmi_adx_strong_bear,val,779,0.18356868
h4,bear,3,breakout20_down,dmi_adx_strong_bear,oos,584,0.20034247
h4,bear,3,breakout20_down,fib_below382,disc,4040,0.19678218
h4,bear,3,breakout20_down,fib_below382,val,882,0.17346939
h4,bear,3,breakout20_down,fib_below382,oos,629,0.18759936
h4,bear,3,breakout20_down,fib_below500,disc,3875,0.19896774
h4,bear,3,breakout20_down,fib_below500,val,836,0.17703349
h4,bear,3,breakout20_down,fib_below500,oos,602,0.18770764
