timeframe,direction,horizon_bars,base_feature,toolkit_feature,period,samples,hit_rate
h4,bear,1,breakout20_down,horizontal_support_near,val,533,0.08067542
h4,bear,1,breakout20_down,horizontal_support_near,oos,396,0.09848485
h4,bear,1,breakout20_down,horizontal_break_down,disc,2555,0.09510763
h4,bear,1,breakout20_down,horizontal_break_down,val,496,0.08669355
h4,bear,1,breakout20_down,horizontal_break_down,oos,376,0.09840426
h4,bear,1,breakout20_down,vertical_session,disc,3059,0.07747630
h4,bear,1,breakout20_down,vertical_session,val,647,0.06336940
h4,bear,1,breakout20_down,vertical_session,oos,468,0.07692308
h4,bear,1,breakout20_down,vertical_day_open,disc,589,0.11375212
h4,bear,1,breakout20_down,vertical_day_open,val,142,0.07746479
h4,bear,1,breakout20_down,vertical_day_open,oos,101,0.10891089
h4,bear,1,breakout20_down,vertical_week_open,disc,108,0.14814815
h4,bear,1,breakout20_down,vertical_week_open,val,28,0.00000000
h4,bear,1,breakout20_down,vertical_week_open,oos,18,0.16666667
h4,bear,1,breakout20_down,triangle_breakout_down,disc,194,0.07216495
h4,bear,1,breakout20_down,triangle_breakout_down,val,42,0.14285714
h4,bear,1,breakout20_down,triangle_breakout_down,oos,22,0.00000000
h4,bear,1,breakout20_down,elliott_wave3_bear,disc,2480,0.08709677
h4,bear,1,breakout20_down,elliott_wave3_bear,val,558,0.08243728
h4,bear,1,breakout20_down,elliott_wave3_bear,oos,403,0.09925558
h4,bear,1,breakout20_down,elliott_wave5_bear,disc,3164,0.07964602
h4,bear,1,breakout20_down,elliott_wave5_bear,val,683,0.06588580
h4,bear,1,breakout20_down,elliott_wave5_bear,oos,498,0.08835341
h4,bear,1,breakout20_down,elliott_impulse_bear,disc,3541,0.08076814
h4,bear,1,breakout20_down,elliott_impulse_bear,val,790,0.06962025
h4,bear,1,breakout20_down,elliott_impulse_bear,oos,561,0.08912656
h4,bear,1,breakout20_down,range_compression,disc,3002,0.07561626
h4,bear,1,breakout20_down,range_compression,val,661,0.05446293
h4,bear,1,breakout20_down,range_compression,oos,454,0.05506608
h4,bear,1,breakout20_down,range_tight,disc,427,0.08899297
h4,bear,1,breakout20_down,range_tight,val,111,0.06306306
h4,bear,1,breakout20_down,range_tight,oos,88,0.11363636
h4,bear,1,breakout20_down,nr7,disc,124,0.04838710
h4,bear,1,breakout20_down,nr7,val,28,0.00000000
h4,bear,1,breakout20_down,nr7,oos,21,0.00000000
h4,bear,1,breakout20_down,nr4,disc,378,0.03703704
h4,bear,1,breakout20_down,nr4,val,83,0.04819277
h4,bear,1,breakout20_down,nr4,oos,74,0.01351351
h4,bear,1,breakout20_down,breakout_down20,disc,4118,0.08256435
h4,bear,1,breakout20_down,breakout_down20,val,896,0.06919643
h4,bear,1,breakout20_down,breakout_down20,oos,640,0.08437500
h4,bear,1,breakout20_down,retest_down,disc,4115,0.08262454
h4,bear,1,breakout20_down,retest_down,val,889,0.06749156
h4,bear,1,breakout20_down,retest_down,oos,632,0.08386076
h4,bear,1,breakout20_down,squeeze_release_down,disc,427,0.04918033
h4,bear,1,breakout20_down,squeeze_release_down,val,121,0.07438017
h4,bear,1,breakout20_down,squeeze_release_down,oos,58,0.05172414
h4,bear,1,breakout20_down,engulf_bear,disc,610,0.10655738
h4,bear,1,breakout20_down,engulf_bear,val,136,0.07352941
h4,bear,1,breakout20_down,engulf_bear,oos,95,0.08421053
h4,bear,1,breakout20_down,strong_close_bear,disc,1974,0.08409321
h4,bear,1,breakout20_down,strong_close_bear,val,443,0.06997743
h4,bear,1,breakout20_down,strong_close_bear,oos,295,0.07457627
h4,bear,1,breakout20_down,ll20,disc,4118,0.08256435
h4,bear,1,breakout20_down,ll20,val,896,0.06919643
h4,bear,1,breakout20_down,ll20,oos,640,0.08437500
h4,bear,1,breakout20_down,structure_bear_transition,disc,3565,0.08359046
h4,bear,1,breakout20_down,structure_bear_transition,val,777,0.07078507
h4,bear,1,breakout20_down,structure_bear_transition,oos,563,0.08170515
h4,bear,1,breakout20_down,compression,disc,194,0.07216495
h4,bear,1,breakout20_down,compression,val,42,0.14285714
h4,bear,1,breakout20_down,compression,oos,22,0.00000000
h4,bear,1,breakout20_down,shape_triangle_proxy,disc,183,0.07103825
h4,bear,1,breakout20_down,shape_triangle_proxy,val,40,0.15000000
h4,bear,1,breakout20_down,shape_triangle_proxy,oos,22,0.00000000
h4,bear,1,atr_expand,sma20_bear,disc,2608,0.09470859
h4,bear,1,atr_expand,sma20_bear,val,491,0.06517312
h4,bear,1,atr_expand,sma20_bear,oos,429,0.13053613
h4,bear,1,atr_expand,sma50_bear,disc,2445,0.09284254
h4,bear,1,atr_expand,sma50_bear,val,484,0.08264463
h4,bear,1,atr_expand,sma50_bear,oos,406,0.13054187
h4,bear,1,atr_expand,sma200_bear,disc,2257,0.08905627
h4,bear,1,atr_expand,sma200_bear,val,469,0.08528785
h4,bear,1,atr_expand,sma200_bear,oos,380,0.11315789
h4,bear,1,atr_expand,sma_stack_bear,disc,1393,0.09260589
h4,bear,1,atr_expand,sma_stack_bear,val,256,0.11718750
h4,bear,1,atr_expand,sma_stack_bear,oos,144,0.02083333
h4,bear,1,atr_expand,ichimoku_bear,disc,2086,0.08628955
h4,bear,1,atr_expand,ichimoku_bear,val,438,0.08904110
h4,bear,1,atr_expand,ichimoku_bear,oos,328,0.10975610
h4,bear,1,atr_expand,ichimoku_tk_bear,disc,2036,0.09233792
h4,bear,1,atr_expand,ichimoku_tk_bear,val,389,0.06940874
h4,bear,1,atr_expand,ichimoku_tk_bear,oos,298,0.10067114
h4,bear,1,atr_expand,ichimoku_cloud_bear,disc,2189,0.07720420
h4,bear,1,atr_expand,ichimoku_cloud_bear,val,455,0.08571429
h4,bear,1,atr_expand,ichimoku_cloud_bear,oos,312,0.07051282
h4,bear,1,atr_expand,span_model_bear,disc,1508,0.09151194
h4,bear,1,atr_expand,span_model_bear,val,325,0.07692308
h4,bear,1,atr_expand,span_model_bear,oos,235,0.10638298
h4,bear,1,atr_expand,bb_bear,disc,2608,0.09470859
h4,bear,1,atr_expand,bb_bear,val,491,0.06517312
h4,bear,1,atr_expand,bb_bear,oos,429,0.13053613
h4,bear,1,atr_expand,bb_lower,disc,1846,0.10346696
h4,bear,1,atr_expand,bb_lower,val,347,0.06916427
h4,bear,1,atr_expand,bb_lower,oos,334,0.14071856
h4,bear,1,atr_expand,superbb_bear,disc,239,0.16317992
h4,bear,1,atr_expand,superbb_bear,val,47,0.14893617
h4,bear,1,atr_expand,superbb_bear,oos,52,0.11538462
h4,bear,1,atr_expand,superbb_squeeze,disc,874,0.05034325
h4,bear,1,atr_expand,superbb_squeeze,val,130,0.02307692
h4,bear,1,atr_expand,superbb_squeeze,oos,89,0.02247191
h4,bear,1,atr_expand,superbb_expand,disc,2638,0.09401061
h4,bear,1,atr_expand,superbb_expand,val,511,0.08219178
h4,bear,1,atr_expand,superbb_expand,oos,470,0.10638298
h4,bear,1,atr_expand,stoch_bear,disc,2481,0.08061266
h4,bear,1,atr_expand,stoch_bear,val,463,0.07127430
h4,bear,1,atr_expand,stoch_bear,oos,393,0.12213740
h4,bear,1,atr_expand,stoch_cross_down,disc,1016,0.09153543
h4,bear,1,atr_expand,stoch_cross_down,val,181,0.07734807
h4,bear,1,atr_expand,stoch_cross_down,oos,144,0.10416667
h4,bear,1,atr_expand,stoch_fall_down,disc,491,0.08757637
h4,bear,1,atr_expand,stoch_fall_down,val,91,0.08791209
h4,bear,1,atr_expand,stoch_fall_down,oos,74,0.05405405
h4,bear,1,atr_expand,rci_bear,disc,2346,0.09420290
h4,bear,1,atr_expand,rci_bear,val,481,0.07276507
h4,bear,1,atr_expand,rci_bear,oos,390,0.11794872
h4,bear,1,atr_expand,rci_strong_bear,disc,565,0.09557522
h4,bear,1,atr_expand,rci_strong_bear,val,100,0.05000000
h4,bear,1,atr_expand,rci_strong_bear,oos,90,0.16666667
h4,bear,1,atr_expand,rci_cross_down,disc,332,0.10240964
h4,bear,1,atr_expand,rci_cross_down,val,46,0.08695652
h4,bear,1,atr_expand,rci_cross_down,oos,51,0.11764706
h4,bear,1,atr_expand,dmi_adx_bear,disc,1336,0.11002994
h4,bear,1,atr_expand,dmi_adx_bear,val,244,0.05327869
h4,bear,1,atr_expand,dmi_adx_bear,oos,225,0.16888889
h4,bear,1,atr_expand,dmi_adx_strong_bear,disc,1771,0.10446076
h4,bear,1,atr_expand,dmi_adx_strong_bear,val,351,0.07977208
h4,bear,1,atr_expand,dmi_adx_strong_bear,oos,371,0.14555256
h4,bear,1,atr_expand,fib_below382,disc,2842,0.09113300
h4,bear,1,atr_expand,fib_below382,val,552,0.07971014
h4,bear,1,atr_expand,fib_below382,oos,445,0.12584270
h4,bear,1,atr_expand,fib_below500,disc,2421,0.09293680
h4,bear,1,atr_expand,fib_below500,val,476,0.07773109
h4,bear,1,atr_expand,fib_below500,oos,393,0.12977099
h4,bear,1,atr_expand,fib_below618,disc,1978,0.09403438
h4,bear,1,atr_expand,fib_below618,val,387,0.08010336
h4,bear,1,atr_expand,fib_below618,oos,322,0.13664596
h4,bear,1,atr_expand,fib_time_zone,disc,1674,0.07586619
h4,bear,1,atr_expand,fib_time_zone,val,319,0.08777429
h4,bear,1,atr_expand,fib_time_zone,oos,256,0.10156250
h4,bear,1,atr_expand,fib_time_5,disc,944,0.06673729
h4,bear,1,atr_expand,fib_time_5,val,178,0.08988764
h4,bear,1,atr_expand,fib_time_5,oos,151,0.10596026
h4,bear,1,atr_expand,fib_time_8,disc,608,0.07401316
h4,bear,1,atr_expand,fib_time_8,val,110,0.10909091
h4,bear,1,atr_expand,fib_time_8,oos,83,0.08433735
h4,bear,1,atr_expand,fib_time_13,disc,339,0.07964602
h4,bear,1,atr_expand,fib_time_13,val,71,0.07042254
h4,bear,1,atr_expand,fib_time_13,oos,58,0.13793103
h4,bear,1,atr_expand,fib_fan_down,disc,1978,0.09403438
h4,bear,1,atr_expand,fib_fan_down,val,387,0.08010336
h4,bear,1,atr_expand,fib_fan_down,oos,322,0.13664596
h4,bear,1,atr_expand,fib_arc_bear,disc,2421,0.09293680
h4,bear,1,atr_expand,fib_arc_bear,val,476,0.07773109
h4,bear,1,atr_expand,fib_arc_bear,oos,393,0.12977099
h4,bear,1,atr_expand,trendline_down,disc,2427,0.09188298
h4,bear,1,atr_expand,trendline_down,val,477,0.07337526
h4,bear,1,atr_expand,trendline_down,oos,389,0.12082262
h4,bear,1,atr_expand,channel_lower,disc,1512,0.10185185
h4,bear,1,atr_expand,channel_lower,val,285,0.08771930
h4,bear,1,atr_expand,channel_lower,oos,255,0.12549020
h4,bear,1,atr_expand,channel_mid_bear,disc,2582,0.09682417
h4,bear,1,atr_expand,channel_mid_bear,val,495,0.06868687
h4,bear,1,atr_expand,channel_mid_bear,oos,415,0.13012048
h4,bear,1,atr_expand,channel_breakout_down,disc,778,0.10925450
h4,bear,1,atr_expand,channel_breakout_down,val,150,0.12000000
h4,bear,1,atr_expand,channel_breakout_down,oos,144,0.13888889
h4,bear,1,atr_expand,horizontal_resistance_near,disc,612,0.07843137
h4,bear,1,atr_expand,horizontal_resistance_near,val,123,0.06504065
h4,bear,1,atr_expand,horizontal_resistance_near,oos,87,0.06896552
h4,bear,1,atr_expand,horizontal_support_near,disc,612,0.11764706
h4,bear,1,atr_expand,horizontal_support_near,val,131,0.12977099
h4,bear,1,atr_expand,horizontal_support_near,oos,116,0.14655172
h4,bear,1,atr_expand,horizontal_break_down,disc,498,0.12851406
h4,bear,1,atr_expand,horizontal_break_down,val,106,0.15094340
h4,bear,1,atr_expand,horizontal_break_down,oos,101,0.15841584
h4,bear,1,atr_expand,vertical_session,disc,3821,0.07249411
h4,bear,1,atr_expand,vertical_session,val,675,0.06962963
h4,bear,1,atr_expand,vertical_session,oos,530,0.08867925
h4,bear,1,atr_expand,vertical_day_open,disc,313,0.15015974
h4,bear,1,atr_expand,vertical_day_open,val,68,0.10294118
h4,bear,1,atr_expand,vertical_day_open,oos,64,0.07812500
h4,bear,1,atr_expand,vertical_week_open,disc,63,0.11111111
h4,bear,1,atr_expand,vertical_week_open,val,18,0.16666667
h4,bear,1,atr_expand,vertical_week_open,oos,14,0.14285714
h4,bear,1,atr_expand,rectangle_range,disc,2304,0.07204861
h4,bear,1,atr_expand,rectangle_range,val,458,0.06768559
h4,bear,1,atr_expand,rectangle_range,oos,359,0.10027855
h4,bear,1,atr_expand,elliott_wave2_bear,disc,376,0.10372340
h4,bear,1,atr_expand,elliott_wave2_bear,val,63,0.03174603
h4,bear,1,atr_expand,elliott_wave2_bear,oos,61,0.08196721
h4,bear,1,atr_expand,elliott_wave3_bear,disc,807,0.09541512
h4,bear,1,atr_expand,elliott_wave3_bear,val,152,0.13815789
h4,bear,1,atr_expand,elliott_wave3_bear,oos,139,0.12230216
h4,bear,1,atr_expand,elliott_wave4_bear,disc,364,0.08791209
h4,bear,1,atr_expand,elliott_wave4_bear,val,70,0.11428571
h4,bear,1,atr_expand,elliott_wave4_bear,oos,69,0.14492754
h4,bear,1,atr_expand,elliott_wave5_bear,disc,707,0.10042433
h4,bear,1,atr_expand,elliott_wave5_bear,val,128,0.12500000
h4,bear,1,atr_expand,elliott_wave5_bear,oos,117,0.12820513
h4,bear,1,atr_expand,elliott_impulse_bear,disc,874,0.09496568
h4,bear,1,atr_expand,elliott_impulse_bear,val,166,0.12650602
h4,bear,1,atr_expand,elliott_impulse_bear,oos,148,0.12162162
h4,bear,1,atr_expand,elliott_pullback_bear,disc,740,0.09594595
h4,bear,1,atr_expand,elliott_pullback_bear,val,133,0.07518797
h4,bear,1,atr_expand,elliott_pullback_bear,oos,130,0.11538462
h4,bear,1,atr_expand,range_compression,disc,2565,0.07173489
h4,bear,1,atr_expand,range_compression,val,485,0.06185567
h4,bear,1,atr_expand,range_compression,oos,339,0.07964602
h4,bear,1,atr_expand,range_tight,disc,399,0.07518797
h4,bear,1,atr_expand,range_tight,val,68,0.05882353
h4,bear,1,atr_expand,range_tight,oos,71,0.08450704
h4,bear,1,atr_expand,inside_bar,disc,954,0.05765199
h4,bear,1,atr_expand,inside_bar,val,181,0.05524862
h4,bear,1,atr_expand,inside_bar,oos,180,0.07777778
h4,bear,1,atr_expand,inside_2,disc,99,0.06060606
h4,bear,1,atr_expand,inside_2,val,19,0.00000000
h4,bear,1,atr_expand,inside_2,oos,18,0.11111111
h4,bear,1,atr_expand,nr7,disc,126,0.04761905
h4,bear,1,atr_expand,nr7,val,28,0.14285714
h4,bear,1,atr_expand,nr7,oos,19,0.05263158
h4,bear,1,atr_expand,nr4,disc,752,0.04521277
h4,bear,1,atr_expand,nr4,val,130,0.06923077
h4,bear,1,atr_expand,nr4,oos,117,0.05128205
h4,bear,1,atr_expand,breakout_down20,disc,778,0.10925450
h4,bear,1,atr_expand,breakout_down20,val,150,0.12000000
h4,bear,1,atr_expand,breakout_down20,oos,144,0.13888889
h4,bear,1,atr_expand,retest_down,disc,778,0.10925450
h4,bear,1,atr_expand,retest_down,val,145,0.11724138
h4,bear,1,atr_expand,retest_down,oos,142,0.13380282
h4,bear,1,atr_expand,squeeze_release_down,disc,73,0.02739726
h4,bear,1,atr_expand,squeeze_release_down,val,12,0.00000000
h4,bear,1,atr_expand,squeeze_release_down,oos,6,0.00000000
h4,bear,1,atr_expand,pin_bear,disc,61,0.22950820
h4,bear,1,atr_expand,pin_bear,val,11,0.36363636
h4,bear,1,atr_expand,pin_bear,oos,8,0.50000000
h4,bear,1,atr_expand,engulf_bear,disc,420,0.10476190
h4,bear,1,atr_expand,engulf_bear,val,62,0.08064516
h4,bear,1,atr_expand,engulf_bear,oos,69,0.07246377
h4,bear,1,atr_expand,strong_close_bear,disc,1037,0.08389585
h4,bear,1,atr_expand,strong_close_bear,val,185,0.05945946
h4,bear,1,atr_expand,strong_close_bear,oos,133,0.07518797
h4,bear,1,atr_expand,ll20,disc,1339,0.10604929
h4,bear,1,atr_expand,ll20,val,259,0.09266409
h4,bear,1,atr_expand,ll20,oos,220,0.13181818
h4,bear,1,atr_expand,structure_bear_transition,disc,1817,0.08475509
h4,bear,1,atr_expand,structure_bear_transition,val,341,0.08211144
h4,bear,1,atr_expand,structure_bear_transition,oos,301,0.11295681
h4,bear,1,volatility,sma20_bear,disc,12893,0.07903514
h4,bear,1,volatility,sma20_bear,val,2770,0.10252708
h4,bear,1,volatility,sma20_bear,oos,2066,0.09583737
h4,bear,1,volatility,sma50_bear,disc,13186,0.08053997
h4,bear,1,volatility,sma50_bear,val,2735,0.10712980
h4,bear,1,volatility,sma50_bear,oos,2185,0.09107551
h4,bear,1,volatility,sma200_bear,disc,12011,0.07526434
h4,bear,1,volatility,sma200_bear,val,2227,0.12079030
h4,bear,1,volatility,sma200_bear,oos,1928,0.08246888
h4,bear,1,volatility,sma_stack_bear,disc,7469,0.08193868
h4,bear,1,volatility,sma_stack_bear,val,1383,0.14027477
h4,bear,1,volatility,sma_stack_bear,oos,960,0.05520833
h4,bear,1,volatility,ichimoku_bear,disc,11697,0.08087544
h4,bear,1,volatility,ichimoku_bear,val,2423,0.11473380
h4,bear,1,volatility,ichimoku_bear,oos,1940,0.08969072
h4,bear,1,volatility,ichimoku_tk_bear,disc,12074,0.07710784
h4,bear,1,volatility,ichimoku_tk_bear,val,2585,0.09206963
h4,bear,1,volatility,ichimoku_tk_bear,oos,2017,0.08428359
h4,bear,1,volatility,ichimoku_cloud_bear,disc,12261,0.07348503
h4,bear,1,volatility,ichimoku_cloud_bear,val,2326,0.11650903
h4,bear,1,volatility,ichimoku_cloud_bear,oos,1579,0.04939835
h4,bear,1,volatility,span_model_bear,disc,9168,0.08093368
h4,bear,1,volatility,span_model_bear,val,1903,0.10246978
h4,bear,1,volatility,span_model_bear,oos,1579,0.09119696
h4,bear,1,volatility,bb_bear,disc,12893,0.07903514
h4,bear,1,volatility,bb_bear,val,2770,0.10252708
h4,bear,1,volatility,bb_bear,oos,2066,0.09583737
h4,bear,1,volatility,bb_lower,disc,6181,0.08493771
h4,bear,1,volatility,bb_lower,val,1287,0.10878011
h4,bear,1,volatility,bb_lower,oos,956,0.11715481
h4,bear,1,volatility,superbb_bear,disc,175,0.16000000
h4,bear,1,volatility,superbb_bear,val,39,0.15384615
h4,bear,1,volatility,superbb_bear,oos,42,0.16666667
h4,bear,1,volatility,superbb_squeeze,disc,1824,0.04331140
h4,bear,1,volatility,superbb_squeeze,val,406,0.06650246
h4,bear,1,volatility,superbb_squeeze,oos,166,0.03012048
h4,bear,1,volatility,superbb_expand,disc,7176,0.08110368
h4,bear,1,volatility,superbb_expand,val,1540,0.08831169
h4,bear,1,volatility,superbb_expand,oos,1214,0.09143328
h4,bear,1,volatility,stoch_bear,disc,12142,0.07173448
h4,bear,1,volatility,stoch_bear,val,2666,0.09452363
h4,bear,1,volatility,stoch_bear,oos,1887,0.07684155
h4,bear,1,volatility,stoch_cross_down,disc,4857,0.07906115
h4,bear,1,volatility,stoch_cross_down,val,1081,0.08973173
h4,bear,1,volatility,stoch_cross_down,oos,762,0.08530184
h4,bear,1,volatility,stoch_fall_down,disc,1636,0.07334963
h4,bear,1,volatility,stoch_fall_down,val,361,0.07756233
h4,bear,1,volatility,stoch_fall_down,oos,257,0.05836576
h4,bear,1,volatility,rci_bear,disc,12717,0.07556814
h4,bear,1,volatility,rci_bear,val,2803,0.10060649
h4,bear,1,volatility,rci_bear,oos,2065,0.09346247
h4,bear,1,volatility,rci_strong_bear,disc,3864,0.08514493
h4,bear,1,volatility,rci_strong_bear,val,687,0.09898108
h4,bear,1,volatility,rci_strong_bear,oos,575,0.11478261
h4,bear,1,volatility,rci_cross_down,disc,938,0.08208955
h4,bear,1,volatility,rci_cross_down,val,187,0.09625668
h4,bear,1,volatility,rci_cross_down,oos,138,0.05072464
h4,bear,1,volatility,dmi_adx_bear,disc,7866,0.09318586
h4,bear,1,volatility,dmi_adx_bear,val,1568,0.11926020
h4,bear,1,volatility,dmi_adx_bear,oos,1595,0.10971787
h4,bear,1,volatility,dmi_adx_strong_bear,disc,6999,0.08572653
h4,bear,1,volatility,dmi_adx_strong_bear,val,1502,0.11517976
h4,bear,1,volatility,dmi_adx_strong_bear,oos,1325,0.12301887
h4,bear,1,volatility,fib_below382,disc,15494,0.07667484
h4,bear,1,volatility,fib_below382,val,3207,0.10695354
h4,bear,1,volatility,fib_below382,oos,2524,0.08359746
h4,bear,1,volatility,fib_below500,disc,12996,0.07894737
h4,bear,1,volatility,fib_below500,val,2644,0.10665658
h4,bear,1,volatility,fib_below500,oos,2131,0.08775223
h4,bear,1,volatility,fib_below618,disc,10423,0.07886405
h4,bear,1,volatility,fib_below618,val,2109,0.11379801
h4,bear,1,volatility,fib_below618,oos,1698,0.09128386
h4,bear,1,volatility,fib_time_zone,disc,8751,0.07153468
h4,bear,1,volatility,fib_time_zone,val,1887,0.09485957
h4,bear,1,volatility,fib_time_zone,oos,1393,0.06389088
h4,bear,1,volatility,fib_time_5,disc,4949,0.07334815
h4,bear,1,volatility,fib_time_5,val,1081,0.08973173
h4,bear,1,volatility,fib_time_5,oos,776,0.05154639
h4,bear,1,volatility,fib_time_8,disc,3083,0.06454752
h4,bear,1,volatility,fib_time_8,val,672,0.10267857
h4,bear,1,volatility,fib_time_8,oos,500,0.07000000
h4,bear,1,volatility,fib_time_13,disc,1908,0.06656184
h4,bear,1,volatility,fib_time_13,val,412,0.11407767
h4,bear,1,volatility,fib_time_13,oos,318,0.07232704
h4,bear,1,volatility,fib_fan_down,disc,10423,0.07886405
h4,bear,1,volatility,fib_fan_down,val,2109,0.11379801
h4,bear,1,volatility,fib_fan_down,oos,1698,0.09128386
h4,bear,1,volatility,fib_arc_bear,disc,12996,0.07894737
h4,bear,1,volatility,fib_arc_bear,val,2644,0.10665658
h4,bear,1,volatility,fib_arc_bear,oos,2131,0.08775223
h4,bear,1,volatility,trendline_down,disc,12921,0.07754818
h4,bear,1,volatility,trendline_down,val,2830,0.09752650
h4,bear,1,volatility,trendline_down,oos,2108,0.08918406
h4,bear,1,volatility,channel_lower,disc,6262,0.07856915
h4,bear,1,volatility,channel_lower,val,1259,0.10961080
h4,bear,1,volatility,channel_lower,oos,887,0.10710259
h4,bear,1,volatility,channel_mid_bear,disc,12730,0.07863315
h4,bear,1,volatility,channel_mid_bear,val,2705,0.10129390
h4,bear,1,volatility,channel_mid_bear,oos,2016,0.09176587
h4,bear,1,volatility,channel_breakout_down,disc,1855,0.10404313
h4,bear,1,volatility,channel_breakout_down,val,346,0.11560694
h4,bear,1,volatility,channel_breakout_down,oos,272,0.13602941
h4,bear,1,volatility,horizontal_resistance_near,disc,1767,0.07017544
h4,bear,1,volatility,horizontal_resistance_near,val,375,0.05333333
h4,bear,1,volatility,horizontal_resistance_near,oos,290,0.02413793
h4,bear,1,volatility,horizontal_support_near,disc,1899,0.10426540
h4,bear,1,volatility,horizontal_support_near,val,370,0.12972973
h4,bear,1,volatility,horizontal_support_near,oos,254,0.14566929
h4,bear,1,volatility,horizontal_break_down,disc,1289,0.12102405
h4,bear,1,volatility,horizontal_break_down,val,235,0.14893617
h4,bear,1,volatility,horizontal_break_down,oos,185,0.16756757
h4,bear,1,volatility,vertical_session,disc,16863,0.06807804
h4,bear,1,volatility,vertical_session,val,3600,0.08333333
h4,bear,1,volatility,vertical_session,oos,2636,0.06031866
h4,bear,1,volatility,vertical_day_open,disc,3522,0.07751278
h4,bear,1,volatility,vertical_day_open,val,783,0.08812261
h4,bear,1,volatility,vertical_day_open,oos,607,0.05601318
h4,bear,1,volatility,vertical_week_open,disc,649,0.08012327
h4,bear,1,volatility,vertical_week_open,val,146,0.08219178
h4,bear,1,volatility,vertical_week_open,oos,115,0.07826087
h4,bear,1,volatility,rectangle_range,disc,12571,0.06371808
h4,bear,1,volatility,rectangle_range,val,2847,0.09308044
h4,bear,1,volatility,rectangle_range,oos,2058,0.06365403
h4,bear,1,volatility,triangle_breakout_down,disc,60,0.08333333
h4,bear,1,volatility,triangle_breakout_down,val,12,0.08333333
h4,bear,1,volatility,triangle_breakout_down,oos,2,0.00000000
h4,bear,1,volatility,ellipse_compression,disc,802,0.11097257
h4,bear,1,volatility,ellipse_compression,val,113,0.07964602
h4,bear,1,volatility,ellipse_compression,oos,166,0.07831325
h4,bear,1,volatility,elliott_wave2_bear,disc,2271,0.08454425
h4,bear,1,volatility,elliott_wave2_bear,val,520,0.08653846
h4,bear,1,volatility,elliott_wave2_bear,oos,439,0.08883827
h4,bear,1,volatility,elliott_wave3_bear,disc,2081,0.08601634
h4,bear,1,volatility,elliott_wave3_bear,val,375,0.13066667
h4,bear,1,volatility,elliott_wave3_bear,oos,289,0.10034602
h4,bear,1,volatility,elliott_wave4_bear,disc,2040,0.07500000
h4,bear,1,volatility,elliott_wave4_bear,val,461,0.13232104
h4,bear,1,volatility,elliott_wave4_bear,oos,341,0.06744868
h4,bear,1,volatility,elliott_wave5_bear,disc,1921,0.09213951
h4,bear,1,volatility,elliott_wave5_bear,val,340,0.10882353
h4,bear,1,volatility,elliott_wave5_bear,oos,252,0.11904762
h4,bear,1,volatility,elliott_impulse_bear,disc,2588,0.08578053
h4,bear,1,volatility,elliott_impulse_bear,val,476,0.12184874
h4,bear,1,volatility,elliott_impulse_bear,oos,339,0.10619469
h4,bear,1,volatility,elliott_pullback_bear,disc,4311,0.08002784
h4,bear,1,volatility,elliott_pullback_bear,val,981,0.10805301
h4,bear,1,volatility,elliott_pullback_bear,oos,780,0.07948718
h4,bear,1,volatility,range_compression,disc,19039,0.06859604
h4,bear,1,volatility,range_compression,val,4097,0.08713693
h4,bear,1,volatility,range_compression,oos,3049,0.05706789
h4,bear,1,volatility,range_tight,disc,780,0.05000000
h4,bear,1,volatility,range_tight,val,250,0.06800000
h4,bear,1,volatility,range_tight,oos,143,0.06993007
h4,bear,1,volatility,inside_bar,disc,4466,0.05194805
h4,bear,1,volatility,inside_bar,val,876,0.08333333
h4,bear,1,volatility,inside_bar,oos,672,0.05059524
h4,bear,1,volatility,inside_2,disc,624,0.04166667
h4,bear,1,volatility,inside_2,val,78,0.05128205
h4,bear,1,volatility,inside_2,oos,80,0.08750000
h4,bear,1,volatility,nr7,disc,3155,0.05419968
h4,bear,1,volatility,nr7,val,709,0.09449929
h4,bear,1,volatility,nr7,oos,504,0.05357143
h4,bear,1,volatility,nr4,disc,6622,0.04454847
h4,bear,1,volatility,nr4,val,1394,0.08393113
h4,bear,1,volatility,nr4,oos,1023,0.05474096
h4,bear,1,volatility,breakout_down20,disc,1855,0.10404313
h4,bear,1,volatility,breakout_down20,val,346,0.11560694
h4,bear,1,volatility,breakout_down20,oos,272,0.13602941
h4,bear,1,volatility,retest_down,disc,1853,0.10415542
h4,bear,1,volatility,retest_down,val,343,0.11370262
h4,bear,1,volatility,retest_down,oos,267,0.13483146
h4,bear,1,volatility,pin_bear,disc,326,0.21779141
h4,bear,1,volatility,pin_bear,val,77,0.16883117
h4,bear,1,volatility,pin_bear,oos,50,0.22000000
h4,bear,1,volatility,engulf_bear,disc,1912,0.08525105
h4,bear,1,volatility,engulf_bear,val,409,0.10757946
h4,bear,1,volatility,engulf_bear,oos,315,0.06666667
h4,bear,1,volatility,strong_close_bear,disc,4090,0.07237164
h4,bear,1,volatility,strong_close_bear,val,849,0.08009423
h4,bear,1,volatility,strong_close_bear,oos,586,0.05631399
h4,bear,1,volatility,gap_proxy_down,disc,384,0.07291667
h4,bear,1,volatility,gap_proxy_down,val,99,0.09090909
h4,bear,1,volatility,gap_proxy_down,oos,74,0.09459459
h4,bear,1,volatility,ll20,disc,3536,0.09502262
h4,bear,1,volatility,ll20,val,753,0.11155378
h4,bear,1,volatility,ll20,oos,513,0.11500975
