timeframe,target_pips,horizon_bars,conditions,discovery_n,oos_n,discovery_lift,oos_lift,oos_pairs_n_ge5,oos_pairs_above_base,oos_pair_hit_mean,oos_min_pair_hit
h4,150,1,macd_cross_up+impulse_bull+elliott_impulse_bull+mtf_volatility,203,28,11.86132259,0.00000000,1,0,0.00000000,0.00000000
h4,150,1,adx25+pin_bull+mtf_volatility,254,48,11.84964806,0.00000000,4,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+macd_cross_up+breakout20_up+elliott_wave3_bull,204,32,11.80317885,0.00000000,2,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+macd_cross_up+retest_up+elliott_wave3_bull,204,32,11.80317885,0.00000000,2,0,0.00000000,0.00000000
h4,150,1,rsi_up1+atr_expand+mtf_volatility+cross_target_relative_up,153,25,11.80317885,0.00000000,1,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,11.75707268,0.00000000,2,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_group_bull,205,30,11.74560237,0.00000000,2,0,0.00000000,0.00000000
h4,150,1,atr_expand+mtf_volatility+cross_target_relative_up,514,70,11.71132532,0.00000000,9,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,11.63722906,0.00000000,8,0,0.00000000,0.00000000
h4,150,1,macd_cross_up+horizontal_break_up+elliott_impulse_bull+cross_group_return_up,207,40,11.63211828,0.00000000,3,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+macd_cross_up+impulse_bull+mtf_volatility,209,27,11.52080615,0.00000000,2,0,0.00000000,0.00000000
h4,150,1,macd_cross_up+breakout20_up+elliott_wave5_bull+cross_group_return_up,211,44,11.41160419,0.00000000,4,0,0.00000000,0.00000000
h4,150,1,macd_cross_up+retest_up+elliott_wave5_bull+cross_group_return_up,211,44,11.41160419,0.00000000,4,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,11.35777587,0.00000000,5,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+macd_cross_up+horizontal_break_up+elliott_wave5_bull,213,34,11.30445298,0.00000000,3,0,0.00000000,0.00000000
h4,150,1,macd_cross_up+horizontal_break_up+impulse_bull+elliott_wave3_bull,213,36,11.30445298,0.00000000,4,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+rsi_up1+superbb_bull+elliott_impulse_bull,160,22,11.28678977,0.00000000,1,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+superbb_bull+breakout20_up+elliott_impulse_bull,160,22,11.28678977,0.00000000,1,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+superbb_bull+retest_up+elliott_impulse_bull,160,22,11.28678977,0.00000000,1,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+superbb_bull+impulse_bull+elliott_impulse_bull,165,22,10.94476584,0.00000000,1,0,0.00000000,0.00000000
h4,150,1,rsi_up1+superbb_bull+horizontal_break_up+elliott_wave5_bull,165,35,10.94476584,0.00000000,2,0,0.00000000,0.00000000
h4,150,1,ichimoku_cloud_bull+superbb_bull+elliott_impulse_bull,167,22,10.81369080,0.00000000,1,0,0.00000000,0.00000000
h4,150,1,macd_cross_up+horizontal_break_up+cross_group_return_up,227,43,10.60726205,0.00000000,3,0,0.00000000,0.00000000
h4,150,1,price20_bull+macd_cross_up+horizontal_break_up+cross_group_return_up,227,43,10.60726205,0.00000000,3,0,0.00000000,0.00000000
h4,150,1,ema20_rising+macd_cross_up+horizontal_break_up+cross_group_return_up,227,43,10.60726205,0.00000000,3,0,0.00000000,0.00000000
h4,150,1,macd_cross_up+horizontal_break_up+retest_up+cross_group_return_up,227,43,10.60726205,0.00000000,3,0,0.00000000,0.00000000
h4,150,3,adx25+volatility+pin_bull+mtf_adx25,163,28,12.72789889,11.35633117,3,1,0.03333333,0.00000000
h4,150,3,adx25+volatility+pin_bull+mtf_volatility,159,28,10.43847809,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+volatility+pin_bull+mtf_adx_rising,174,45,10.13477237,7.06616162,4,1,0.01923077,0.00000000
h4,150,3,volatility+pin_bull+mtf_volatility,246,36,10.12023180,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,atr_expand+pin_bull,126,24,9.87927390,13.24905303,4,1,0.04166667,0.00000000
h4,150,3,adx25+atr_expand+impulse_bull+mtf_volatility,224,24,9.72491025,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,volatility+pin_bull+mtf_adx25,250,35,9.54337859,9.08506494,3,1,0.02777778,0.00000000
h4,150,3,adx25+volatility+pin_bull,268,57,9.28946651,5.57854864,4,1,0.01666667,0.00000000
h4,150,3,ichimoku_cloud_bull+volatility+pin_bull+cross_group_return_up,127,29,8.98469398,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,volatility+pin_bull+mtf_volatility+cross_group_return_up,128,22,8.91450106,0.00000000,3,0,0.00000000,0.00000000
h4,150,3,volatility+pin_bull+cross_group_bull,202,40,8.72995243,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,volatility+pin_bull+mtf_adx_rising,256,56,8.50929647,5.67816558,4,1,0.01666667,0.00000000
h4,150,3,adx25+pin_bull+mtf_adx25+cross_target_relative_up,135,36,8.45226767,8.83270202,4,1,0.02083333,0.00000000
h4,150,3,ichimoku_cloud_bull+volatility+pin_bull+mtf_adx_rising,123,42,8.43352650,7.57088745,4,1,0.03125000,0.00000000
h4,150,3,macd_bull+volatility+pin_bull,211,24,8.35758479,0.00000000,2,0,0.00000000,0.00000000
h4,150,3,adx25+volatility+pin_bull+cross_group_return_up,128,34,8.10409187,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,price20_bull+volatility+pin_bull+cross_group_return_up,156,13,7.97941354,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,ema20_rising+volatility+pin_bull+cross_group_return_up,156,13,7.97941354,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,volatility+pin_bull+cross_group_return_up,235,43,7.94545859,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+atr_expand+mtf_volatility,697,83,7.88782773,0.00000000,8,0,0.00000000,0.00000000
h4,150,3,volatility+pin_bull+mtf_adx_rising+cross_group_return_up,120,30,7.77992820,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,volatility+pin_bull+cross_target_relative_up,204,46,7.62738059,6.91254941,4,1,0.01923077,0.00000000
h4,150,3,volatility+pin_bull,479,82,7.57960994,3.87777162,4,1,0.01086957,0.00000000
h4,150,3,adx25+pin_bull+mtf_volatility,254,48,7.35111326,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+atr_expand+impulse_bull+mtf_volatility,171,27,7.27946498,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+volatility+pin_bull,243,59,7.25699750,5.38944530,4,1,0.01666667,0.00000000
h4,150,3,macd_bull+pin_bull+mtf_volatility,230,44,7.21616529,7.22675620,4,1,0.01666667,0.00000000
h4,150,3,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,7.16572334,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+pin_bull+mtf_adx25,310,67,7.02703192,4.74592944,4,1,0.01086957,0.00000000
h4,150,3,atr_expand+impulse_bull+mtf_volatility,362,62,6.87728460,0.00000000,6,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+adx25+atr_expand+mtf_volatility,318,53,6.85025124,0.00000000,5,0,0.00000000,0.00000000
h4,150,3,price20_bull+volatility+pin_bull,218,18,6.66171222,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,ema20_rising+volatility+pin_bull,218,18,6.66171222,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+pin_bull+mtf_volatility,235,36,6.62121549,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,macd_bull+pin_bull+mtf_adx25,269,65,6.55557766,4.89195804,4,1,0.01785714,0.00000000
h4,150,3,atr_expand+impulse_bull+mtf_volatility+cross_target_relative_up,159,24,6.52404880,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,macd_bull+volatility+pin_bull+cross_group_return_up,144,16,6.48327350,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,price20_bull+macd_bull+volatility+pin_bull,162,15,6.40323309,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,ema20_rising+macd_bull+volatility+pin_bull,162,15,6.40323309,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+atr_expand+mtf_volatility,569,93,6.38072611,0.00000000,8,0,0.00000000,0.00000000
h4,150,3,pin_bull+mtf_volatility,488,86,6.37699033,3.69741015,4,1,0.01000000,0.00000000
h4,150,3,price20_bull+adx25+pin_bull+mtf_adx25,147,27,6.35096179,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ema20_rising+adx25+pin_bull+mtf_adx25,147,27,6.35096179,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+pin_bull+mtf_volatility+cross_group_return_up,131,22,6.33480159,0.00000000,3,0,0.00000000,0.00000000
h4,150,3,atr_expand+mtf_volatility,1172,172,6.01860202,0.00000000,11,0,0.00000000,0.00000000
h4,150,3,macd_bull+pin_bull+mtf_adx25+cross_target_relative_up,156,36,5.98456015,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,price20_bull+pin_bull+mtf_adx25+cross_group_bull,175,41,5.92756434,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ema20_rising+pin_bull+mtf_adx25+cross_group_bull,175,41,5.92756434,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,pin_bull+mtf_volatility+cross_group_bull,211,47,5.89947162,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,price20_bull+pin_bull+mtf_adx25+cross_target_relative_up,176,37,5.89388500,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ema20_rising+pin_bull+mtf_adx25+cross_target_relative_up,176,37,5.89388500,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,16,5.72755450,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,adx25+pin_bull+mtf_adx_rising+cross_target_relative_up,164,47,5.69263039,6.76547389,4,1,0.02083333,0.00000000
h4,150,3,adx25+atr_expand+impulse_bull+mtf_adx25,352,34,5.59919075,0.00000000,2,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+adx25+pin_bull+mtf_adx25,149,30,5.56952354,10.59924242,3,1,0.03703704,0.00000000
h4,150,3,macd_bull+pin_bull+mtf_adx25+cross_group_bull,152,38,5.45959874,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,atr_expand+mtf_volatility+cross_target_relative_up,514,70,5.44897695,0.00000000,9,0,0.00000000,0.00000000
h4,150,3,adx25+pin_bull+mtf_adx_rising,363,90,5.42951830,3.53308081,4,1,0.01041667,0.00000000
h4,150,3,pin_bull+mtf_volatility+cross_group_return_up,250,53,5.39408355,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,price20_bull+pin_bull+mtf_volatility+cross_group_bull,137,27,5.30019439,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ema20_rising+pin_bull+mtf_volatility+cross_group_bull,137,27,5.30019439,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+pin_bull+mtf_adx25+cross_group_return_up,137,38,5.30019439,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+atr_expand+mtf_volatility+cross_target_relative_up,256,33,5.26765972,0.00000000,2,0,0.00000000,0.00000000
h4,150,3,price20_bull+macd_bull+pin_bull+mtf_volatility,180,32,5.18661880,9.93678977,4,1,0.02083333,0.00000000
h4,150,3,ema20_rising+macd_bull+pin_bull+mtf_volatility,180,32,5.18661880,9.93678977,4,1,0.02083333,0.00000000
h4,150,3,pin_bull+mtf_adx25+cross_target_relative_up,281,61,5.16816108,5.21274218,4,1,0.01315789,0.00000000
h4,150,3,volatility+horizontal_break_up+mtf_volatility+cross_group_return_up,201,45,5.16081473,0.00000000,5,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+adx25+horizontal_break_up+mtf_volatility,362,44,5.15796345,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+atr_expand+horizontal_break_up+cross_group_return_up,161,24,5.15440378,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,adx25+horizontal_break_up+impulse_bull+mtf_volatility,365,51,5.11556923,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,price20_bull+pin_bull+mtf_adx25+cross_group_return_up,205,45,5.06011590,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ema20_rising+pin_bull+mtf_adx25+cross_group_return_up,205,45,5.06011590,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,atr_expand+breakout20_up+elliott_impulse_bull+mtf_volatility,125,19,4.97915405,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,atr_expand+retest_up+elliott_impulse_bull+mtf_volatility,125,19,4.97915405,0.00000000,1,0,0.00000000,0.00000000
h4,150,3,adx25+pin_bull,588,130,4.93963695,2.44597902,4,1,0.00735294,0.00000000
h4,150,3,adx25+volatility+horizontal_break_up+mtf_volatility,211,31,4.91622635,0.00000000,3,0,0.00000000,0.00000000
h4,150,3,adx25+breakout20_up+impulse_bull+mtf_volatility,487,88,4.89906498,3.61337810,9,1,0.01587302,0.00000000
h4,150,3,price20_bull+macd_bull+pin_bull+mtf_adx25,212,52,4.89303660,6.11494755,4,1,0.02083333,0.00000000
h4,150,3,ema20_rising+macd_bull+pin_bull+mtf_adx25,212,52,4.89303660,6.11494755,4,1,0.02083333,0.00000000
h4,150,3,adx25+pin_bull+mtf_adx_rising+cross_group_bull,149,46,4.87333310,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+horizontal_break_up+mtf_volatility+cross_group_return_up,363,52,4.85799006,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+volatility+breakout20_up+mtf_volatility,300,49,4.84084421,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,ichimoku_cloud_bull+adx25+breakout20_up+mtf_volatility,386,48,4.83726106,0.00000000,4,0,0.00000000,0.00000000
h4,150,3,adx25+atr_expand+mtf_adx25+cross_target_relative_up,473,57,4.82476167,11.15709729,4,1,0.05555556,0.00000000
h4,150,3,volatility+horizontal_break_up+mtf_volatility+cross_group_bull,172,42,4.82476167,0.00000000,5,0,0.00000000,0.00000000
h4,150,3,pin_bull+mtf_adx25,585,117,4.78764812,5.43550894,4,2,0.01777389,0.00000000
h4,150,3,mtf_trend_bull+horizontal_break_up+atr_expand,260,30,4.78764812,0.00000000,3,0,0.00000000,0.00000000
h4,150,3,macd_bull+pin_bull+mtf_volatility+cross_target_relative_up,130,23,4.78764812,0.00000000,3,0,0.00000000,0.00000000
h4,150,6,adx25+volatility+pin_bull+mtf_volatility,159,28,7.76341538,2.61611818,4,1,0.03571429,0.00000000
h4,150,6,volatility+pin_bull+mtf_volatility,246,36,7.31167657,4.06951716,4,2,0.05000000,0.00000000
h4,150,6,atr_expand+pin_bull,126,24,7.27754176,3.05213787,4,1,0.04166667,0.00000000
h4,150,6,volatility+pin_bull+mtf_volatility+cross_group_return_up,128,22,7.16383017,6.65920990,3,2,0.11428571,0.00000000
h4,150,6,adx25+volatility+pin_bull+mtf_adx25,163,28,7.14016485,5.23223635,3,1,0.06666667,0.00000000
h4,150,6,adx25+volatility+pin_bull+cross_group_return_up,128,34,6.88829824,2.15445026,4,1,0.03125000,0.00000000
h4,150,6,adx25+pin_bull+mtf_adx25+cross_target_relative_up,135,36,6.79237231,6.10427574,4,2,0.06944444,0.00000000
h4,150,6,volatility+pin_bull+mtf_adx_rising+cross_group_return_up,120,30,6.75971667,4.88342059,4,2,0.06696429,0.00000000
h4,150,6,ichimoku_cloud_bull+volatility+pin_bull+cross_group_return_up,127,29,6.66483534,2.52590720,4,1,0.02272727,0.00000000
h4,150,6,volatility+pin_bull+cross_group_bull,202,40,6.63459062,3.66256545,4,2,0.04861111,0.00000000
h4,150,6,adx25+volatility+pin_bull,268,57,6.57986698,2.57022136,4,1,0.03333333,0.00000000
h4,150,6,adx25+volatility+pin_bull+mtf_adx_rising,174,45,6.48608496,3.25561373,4,1,0.03846154,0.00000000
h4,150,6,adx25+pin_bull+mtf_volatility,254,48,6.38713387,9.15641361,4,2,0.12662338,0.00000000
h4,150,6,volatility+pin_bull+mtf_adx_rising,256,56,6.33723438,3.92417726,4,2,0.05256410,0.00000000
h4,150,6,volatility+pin_bull+cross_group_return_up,235,43,6.15315560,3.40703762,4,2,0.04444444,0.00000000
h4,150,6,ichimoku_cloud_bull+volatility+pin_bull,243,59,5.95058258,2.48309522,4,2,0.02982456,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+pin_bull+cross_target_relative_up,127,32,5.83173092,2.28910340,4,1,0.03571429,0.00000000
h4,150,6,volatility+pin_bull+mtf_adx25,250,35,5.78396627,6.27868362,3,2,0.07936508,0.00000000
h4,150,6,volatility+pin_bull,479,82,5.74302878,2.67992594,4,2,0.03173913,0.00000000
h4,150,6,ichimoku_cloud_bull+volatility+pin_bull+mtf_adx_rising,123,42,5.73464829,3.48815757,4,2,0.05208333,0.00000000
h4,150,6,volatility+pin_bull+cross_target_relative_up,204,46,5.70513172,1.59241976,4,1,0.01923077,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+pin_bull+cross_group_bull,137,36,5.66348842,0.00000000,4,0,0.00000000,0.00000000
h4,150,6,adx25+pin_bull+mtf_adx_rising+cross_target_relative_up,164,47,5.59128208,4.67561546,4,2,0.06666667,0.00000000
h4,150,6,adx25+pin_bull+mtf_adx25,310,67,5.57463311,7.65312183,4,3,0.09466874,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_volatility,235,36,5.55284774,2.03475858,4,1,0.02083333,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+pin_bull+mtf_adx25,149,30,5.44406712,2.44171030,3,1,0.03703704,0.00000000
h4,150,6,adx25+pin_bull+mtf_adx_rising+cross_group_bull,149,46,5.44406712,1.59241976,4,1,0.02272727,0.00000000
h4,150,6,adx25+pin_bull+mtf_adx25+cross_group_return_up,137,38,5.40605713,1.92766602,4,1,0.02083333,0.00000000
h4,150,6,adx25+pin_bull+cross_target_relative_up,262,63,5.38444076,3.48815757,4,2,0.04503676,0.00000000
h4,150,6,pin_bull+mtf_volatility+cross_group_bull,211,47,5.34871462,4.67561546,4,2,0.07045455,0.00000000
h4,150,6,pin_bull+mtf_volatility,488,86,5.34802959,7.66583465,4,4,0.10455250,0.04000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_target_relative_up,161,30,5.25735458,2.44171030,3,1,0.04761905,0.00000000
h4,150,6,pin_bull+mtf_volatility+cross_group_return_up,250,53,5.07860453,4.14630050,4,2,0.05494505,0.00000000
h4,150,6,adx25+pin_bull+cross_group_bull,237,66,5.05955678,1.10986832,4,1,0.01666667,0.00000000
h4,150,6,pin_bull+mtf_adx25+cross_target_relative_up,281,61,5.02036826,3.60252339,4,2,0.04102167,0.00000000
h4,150,6,price20_bull+volatility+pin_bull+cross_group_return_up,156,13,4.97370458,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,ema20_rising+volatility+pin_bull+cross_group_return_up,156,13,4.97370458,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_volatility+cross_group_return_up,131,22,4.84599669,3.32960495,3,1,0.04761905,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+pin_bull,306,71,4.84071782,1.03170858,4,1,0.01470588,0.00000000
h4,150,6,pin_bull+mtf_volatility+cross_target_relative_up,234,44,4.82298626,3.32960495,4,1,0.03846154,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+pin_bull+cross_group_return_up,164,43,4.73108484,0.00000000,4,0,0.00000000,0.00000000
h4,150,6,adx25+pin_bull+mtf_adx_rising+cross_group_return_up,179,52,4.72868206,1.40867902,4,1,0.01923077,0.00000000
h4,150,6,adx25+pin_bull+cross_group_return_up,284,75,4.71896939,0.97668412,4,1,0.01388889,0.00000000
h4,150,6,adx25+pin_bull,588,130,4.67841970,4.50777286,4,3,0.06361656,0.00000000
h4,150,6,price20_bull+pin_bull+mtf_adx25+cross_target_relative_up,176,37,4.60889773,1.97976511,4,1,0.02272727,0.00000000
h4,150,6,ema20_rising+pin_bull+mtf_adx25+cross_target_relative_up,176,37,4.60889773,1.97976511,4,1,0.02272727,0.00000000
h4,150,6,adx25+pin_bull+mtf_adx_rising,363,90,4.56639143,4.88342059,4,3,0.06773619,0.00000000
h4,150,6,price20_bull+volatility+pin_bull,218,18,4.52984604,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,ema20_rising+volatility+pin_bull,218,18,4.52984604,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,pin_bull+mtf_adx_rising+cross_target_relative_up,293,66,4.45364921,3.32960495,4,2,0.04910714,0.00000000
h4,150,6,pin_bull+mtf_adx25,585,117,4.40097496,5.63471607,4,4,0.07635651,0.04545455
h4,150,6,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_bull,153,25,4.37969708,0.00000000,2,0,0.00000000,0.00000000
h4,150,6,pin_bull+mtf_adx_rising+cross_group_bull,266,70,4.37536418,2.09289454,4,2,0.03485577,0.00000000
h4,150,6,atr_expand+horizontal_break_up+mtf_adx_rising+cross_group_return_up,178,29,4.35897704,0.00000000,2,0,0.00000000,0.00000000
h4,150,6,price20_bull+adx25+pin_bull+mtf_adx25,147,27,4.31854126,5.42602288,4,2,0.08125000,0.00000000
h4,150,6,ema20_rising+adx25+pin_bull+mtf_adx25,147,27,4.31854126,5.42602288,4,2,0.08125000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx25,330,57,4.27491964,2.57022136,4,2,0.02638889,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx_rising+cross_group_bull,165,43,4.27491964,1.70351881,4,1,0.02777778,0.00000000
h4,150,6,dmi_adx_bull+pin_bull+mtf_adx25,124,10,4.26630085,7.32513089,1,0,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx_rising+cross_target_relative_up,174,37,4.25649326,1.97976511,4,1,0.05000000,0.00000000
h4,150,6,adx25+atr_expand+engulf_bull,176,18,4.20812402,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,adx25+atr_expand+mtf_volatility,697,83,4.19978654,0.00000000,8,0,0.00000000,0.00000000
h4,150,6,adx25+atr_expand+mtf_volatility+cross_target_relative_up,304,35,4.17648399,0.00000000,4,0,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx25+cross_group_bull,136,28,4.14918671,2.61611818,3,1,0.03333333,0.00000000
h4,150,6,dmi_adx_bull+atr_expand+horizontal_break_up+mtf_adx_rising,162,16,4.13638057,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,adx25+atr_expand+horizontal_break_up+mtf_adx_rising,163,16,4.11100401,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+adx25+pin_bull+mtf_adx_rising,181,48,4.09187750,1.52606894,4,1,0.02500000,0.00000000
h4,150,6,atr_expand+elliott_impulse_bull+mtf_volatility+cross_group_return_up,121,22,4.08060511,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,pin_bull+mtf_adx_rising+cross_group_return_up,321,75,4.06516891,1.95336824,4,2,0.03033088,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+cross_group_bull,340,83,4.04545704,0.88254589,4,1,0.01470588,0.00000000
h4,150,6,pin_bull+elliott_pullback_bull+cross_target_relative_up,131,25,4.03833057,0.00000000,3,0,0.00000000,0.00000000
h4,150,6,price20_bull+dmi_adx_bull+pin_bull+cross_group_bull,131,14,4.03833057,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,ema20_rising+dmi_adx_bull+pin_bull+cross_group_bull,131,14,4.03833057,0.00000000,1,0,0.00000000,0.00000000
h4,150,6,ichimoku_cloud_bull+pin_bull+mtf_adx_rising+cross_group_return_up,201,47,4.03565175,1.55853849,4,1,0.02083333,0.00000000
h4,150,6,pin_bull+mtf_adx_rising,639,133,4.02906158,4.40609377,4,4,0.06357849,0.02777778
h4,150,6,pin_bull+mtf_adx25+cross_group_bull,237,62,4.01788333,2.36294545,4,2,0.02786378,0.00000000
