timeframe,period,from_target,to_target,conditions,samples,exit_precision,unconditional_exit_precision,lift,wilson95_lower,target_capture_pips_mean,future_mfe_pips_mean,future_mae_pips_mean,bars_after_target_mean
d1,oos,50,100,close_near_low+atr_expand,13,0.69230769,0.60593570,1.14254317,0.42369343,-138.51538462,83.76153846,-106.65384615,1.00000000
d1,discovery,50,100,di_spread_down3+price20_cross_down+atr_expand,32,0.96875000,0.65308946,1.48333431,0.84255736,-167.13750000,79.15625000,-80.45000000,1.06250000
d1,validation,50,100,di_spread_down3+price20_cross_down+atr_expand,5,0.80000000,0.64774830,1.23504762,0.37553463,-226.98000000,130.18000000,-87.46000000,1.00000000
d1,oos,50,100,di_spread_down3+price20_cross_down+atr_expand,20,1.00000000,0.60593570,1.65034014,0.83887484,-235.92000000,47.00000000,-205.90500000,1.00000000
d1,discovery,50,100,price20_cross_down+mtf_adx_rising+volatility,127,0.96850394,0.65308946,1.48295755,0.92181266,-117.73543307,73.88740157,-55.32047244,1.24409449
d1,validation,50,100,price20_cross_down+mtf_adx_rising+volatility,15,0.80000000,0.64774830,1.23504762,0.54814551,-154.00000000,99.80000000,-116.38666667,1.06666667
d1,oos,50,100,price20_cross_down+mtf_adx_rising+volatility,32,0.93750000,0.60593570,1.54719388,0.79852877,-118.51875000,62.14062500,-117.23750000,1.09375000
d1,discovery,50,100,macd_accel_down+close_near_low+atr_expand,153,0.96732026,0.65308946,1.48114512,0.92578676,-170.18300654,68.90915033,-136.12875817,1.07843137
d1,validation,50,100,macd_accel_down+close_near_low+atr_expand,24,0.87500000,0.64774830,1.35083333,0.68996119,-186.30416667,124.00416667,-109.39583333,1.00000000
d1,oos,50,100,macd_accel_down+close_near_low+atr_expand,8,1.00000000,0.60593570,1.65034014,0.67559244,-202.28750000,20.91250000,-167.81250000,1.00000000
d1,discovery,50,100,price20_cross_down+mtf_adx_rising+atr_expand,58,0.96551724,0.65308946,1.47838437,0.88270855,-128.08620690,61.47758621,-74.80000000,1.17241379
d1,validation,50,100,price20_cross_down+mtf_adx_rising+atr_expand,14,0.85714286,0.64774830,1.32326531,0.60058621,-223.00714286,116.04285714,-103.68571429,1.00000000
d1,oos,50,100,price20_cross_down+mtf_adx_rising+atr_expand,20,1.00000000,0.60593570,1.65034014,0.83887484,-235.92000000,47.00000000,-205.90500000,1.00000000
d1,discovery,50,100,rsi_down3+mtf_adx_rising+atr_expand,125,0.96000000,0.65308946,1.46993646,0.90977445,-223.42000000,85.50480000,-185.76960000,1.03200000
d1,validation,50,100,rsi_down3+mtf_adx_rising+atr_expand,27,0.92592593,0.64774830,1.42945326,0.76630407,-254.08518519,114.51851852,-175.23333333,1.00000000
d1,oos,50,100,rsi_down3+mtf_adx_rising+atr_expand,44,0.93181818,0.60593570,1.53781694,0.81774956,-230.33181818,53.57272727,-221.63636364,1.00000000
d1,discovery,50,100,price20_cross_down+mtf_trend_bull+volatility,48,0.95833333,0.65308946,1.46738448,0.86024344,-116.80208333,97.91041667,-49.53541667,1.31250000
d1,validation,50,100,price20_cross_down+mtf_trend_bull+volatility,3,1.00000000,0.64774830,1.54380952,0.43850297,-143.66666667,50.26666667,-109.30000000,1.00000000
d1,oos,50,100,price20_cross_down+mtf_trend_bull+volatility,6,0.83333333,0.60593570,1.37528345,0.43649718,-102.96666667,82.50000000,-64.93333333,1.00000000
d1,discovery,50,100,price20_cross_down+close_near_low+atr_expand,91,0.95604396,0.65308946,1.46387903,0.89236907,-116.56703297,64.04175824,-61.72857143,1.08791209
d1,validation,50,100,price20_cross_down+close_near_low+atr_expand,12,1.00000000,0.64774830,1.54380952,0.75750599,-253.68333333,103.11666667,-102.62500000,1.00000000
d1,oos,50,100,price20_cross_down+close_near_low+atr_expand,6,1.00000000,0.60593570,1.65034014,0.60966571,-152.86666667,10.00000000,-132.90000000,1.00000000
d1,discovery,50,100,rsi_down3+close_near_low+atr_expand,89,0.95505618,0.65308946,1.46236656,0.89006954,-222.83033708,87.89662921,-190.01348315,1.05617978
d1,validation,50,100,rsi_down3+close_near_low+atr_expand,13,1.00000000,0.64774830,1.54380952,0.77190463,-267.91538462,99.46923077,-98.90769231,1.00000000
d1,oos,50,100,rsi_down3+close_near_low+atr_expand,9,0.88888889,0.60593570,1.46696901,0.56500029,-183.70000000,37.87777778,-149.73333333,1.00000000
d1,discovery,50,100,di_spread_down3+price20_cross_down+strong_close_bear,84,0.95238095,0.65308946,1.45827029,0.88386685,-154.16785714,79.20833333,-79.13571429,1.13095238
d1,validation,50,100,di_spread_down3+price20_cross_down+strong_close_bear,13,1.00000000,0.64774830,1.54380952,0.77190463,-192.17692308,100.36923077,-91.50769231,1.00000000
d1,oos,50,100,di_spread_down3+price20_cross_down+strong_close_bear,14,1.00000000,0.60593570,1.65034014,0.78468920,-151.03571429,68.31428571,-75.32142857,1.28571429
d1,discovery,50,100,rsi_down3+mtf_adx_rising+bb_expand,101,0.95049505,0.65308946,1.45538263,0.88930575,-246.87920792,103.14950495,-234.13663366,1.01980198
d1,validation,50,100,rsi_down3+mtf_adx_rising+bb_expand,31,0.87096774,0.64774830,1.34460829,0.71147594,-157.10000000,106.68709677,-89.42580645,1.32258065
d1,oos,50,100,rsi_down3+mtf_adx_rising+bb_expand,30,0.86666667,0.60593570,1.43029478,0.70318673,-219.41666667,58.71666667,-210.87000000,1.06666667
d1,discovery,50,100,price20_cross_down+close_near_low+mtf_trend_bull,118,0.94915254,0.65308946,1.45332700,0.89349265,-114.84322034,77.91779661,-63.79661017,1.13559322
d1,validation,50,100,price20_cross_down+close_near_low+mtf_trend_bull,21,0.61904762,0.64774830,0.95569161,0.40878654,-89.23333333,110.47619048,-46.58571429,1.09523810
d1,oos,50,100,price20_cross_down+close_near_low+mtf_trend_bull,16,0.93750000,0.60593570,1.54719388,0.71671262,-121.82500000,79.20000000,-62.66250000,1.43750000
d1,discovery,50,100,rsi_down3+price20_cross_down+strong_close_bear,165,0.94545455,0.65308946,1.44766469,0.89959797,-138.45696970,80.80484848,-75.86000000,1.09696970
d1,validation,50,100,rsi_down3+price20_cross_down+strong_close_bear,22,0.81818182,0.64774830,1.26311688,0.61483393,-206.59090909,133.75000000,-77.52272727,1.00000000
d1,oos,50,100,rsi_down3+price20_cross_down+strong_close_bear,23,0.95652174,0.60593570,1.57858622,0.79008845,-141.30000000,64.71739130,-75.86086957,1.21739130
d1,discovery,50,100,price20_cross_down+strong_close_bear+mtf_adx_rising,228,0.94298246,0.65308946,1.44387947,0.90490574,-118.19912281,68.82938596,-76.95614035,1.16666667
d1,validation,50,100,price20_cross_down+strong_close_bear+mtf_adx_rising,41,0.90243902,0.64774830,1.39319396,0.77452319,-137.37804878,98.62926829,-90.70000000,1.09756098
d1,oos,50,100,price20_cross_down+strong_close_bear+mtf_adx_rising,27,0.96296296,0.60593570,1.58921643,0.81716534,-132.06296296,59.31851852,-74.07407407,1.18518519
d1,discovery,50,100,di_spread_down3+price20_cross_down+close_near_low,102,0.94117647,0.65308946,1.44111417,0.87756406,-162.55490196,86.72647059,-75.79313725,1.11764706
d1,validation,50,100,di_spread_down3+price20_cross_down+close_near_low,20,0.90000000,0.64774830,1.38942857,0.69896635,-170.89500000,104.88000000,-74.53000000,1.40000000
d1,oos,50,100,di_spread_down3+price20_cross_down+close_near_low,20,1.00000000,0.60593570,1.65034014,0.83887484,-150.50500000,76.12500000,-73.62500000,1.30000000
d1,discovery,50,100,ema20_slope_down3+strong_close_bear+bb_expand,101,0.94059406,0.65308946,1.44022239,0.87640894,-189.25940594,85.57029703,-173.37227723,1.06930693
d1,validation,50,100,ema20_slope_down3+strong_close_bear+bb_expand,19,0.68421053,0.64774830,1.05629073,0.46010408,-208.16315789,201.76842105,-131.20526316,1.00000000
d1,oos,50,100,ema20_slope_down3+strong_close_bear+bb_expand,4,0.75000000,0.60593570,1.23775510,0.30064184,-239.22500000,122.27500000,-92.67500000,1.00000000
d1,discovery,50,100,price20_cross_down+mtf_trend_bull,168,0.94047619,0.65308946,1.44004191,0.89390909,-101.65119048,73.53273810,-64.40000000,1.25595238
d1,validation,50,100,price20_cross_down+mtf_trend_bull,25,0.68000000,0.64774830,1.04979048,0.48410269,-84.56000000,102.57600000,-49.10400000,1.08000000
d1,oos,50,100,price20_cross_down+mtf_trend_bull,22,0.95454545,0.60593570,1.57532468,0.78201954,-113.87727273,67.05909091,-70.78636364,1.31818182
d1,discovery,50,100,macd_accel_down+price20_cross_down+mtf_trend_bull,167,0.94011976,0.65308946,1.43949615,0.89329445,-101.99161677,73.78263473,-64.46646707,1.25748503
d1,validation,50,100,macd_accel_down+price20_cross_down+mtf_trend_bull,25,0.68000000,0.64774830,1.04979048,0.48410269,-84.56000000,102.57600000,-49.10400000,1.08000000
d1,oos,50,100,macd_accel_down+price20_cross_down+mtf_trend_bull,22,0.95454545,0.60593570,1.57532468,0.78201954,-113.87727273,67.05909091,-70.78636364,1.31818182
d1,discovery,50,100,price20_cross_down+structure_lh+mtf_trend_bull,150,0.94000000,0.65308946,1.43931278,0.88991023,-100.78866667,75.59933333,-63.87733333,1.28000000
d1,validation,50,100,price20_cross_down+structure_lh+mtf_trend_bull,19,0.73684211,0.64774830,1.13754386,0.51208449,-86.75789474,93.82105263,-57.86315789,1.10526316
d1,oos,50,100,price20_cross_down+structure_lh+mtf_trend_bull,20,0.95000000,0.60593570,1.56782313,0.76386881,-119.13500000,67.46500000,-69.78000000,1.35000000
d1,discovery,50,100,price20_cross_down+pullback_bull+mtf_trend_bull,160,0.93750000,0.65308946,1.43548482,0.88878425,-103.48062500,74.25437500,-64.62687500,1.25000000
d1,validation,50,100,price20_cross_down+pullback_bull+mtf_trend_bull,25,0.68000000,0.64774830,1.04979048,0.48410269,-84.56000000,102.57600000,-49.10400000,1.08000000
d1,oos,50,100,price20_cross_down+pullback_bull+mtf_trend_bull,22,0.95454545,0.60593570,1.57532468,0.78201954,-113.87727273,67.05909091,-70.78636364,1.31818182
d1,discovery,50,100,di_spread_down3+price20_cross_down+volatility,47,0.93617021,0.65308946,1.43344867,0.82837386,-170.14255319,104.63829787,-57.79148936,1.17021277
d1,validation,50,100,di_spread_down3+price20_cross_down+volatility,8,0.75000000,0.64774830,1.15785714,0.40927543,-163.13750000,107.72500000,-115.23750000,1.00000000
d1,oos,50,100,di_spread_down3+price20_cross_down+volatility,20,0.95000000,0.60593570,1.56782313,0.76386881,-161.14500000,64.84500000,-183.75000000,1.00000000
d1,discovery,50,100,macd_accel_down+range_compression+atr_expand,219,0.93607306,0.65308946,1.43329991,0.89556993,-153.75068493,67.16986301,-143.66803653,1.06849315
d1,validation,50,100,macd_accel_down+range_compression+atr_expand,16,0.93750000,0.64774830,1.44732143,0.71671262,-105.63125000,55.93750000,-80.97500000,1.00000000
d1,oos,50,100,macd_accel_down+range_compression+atr_expand,16,0.93750000,0.60593570,1.54719388,0.71671262,-251.06875000,76.67500000,-215.08125000,1.00000000
d1,discovery,50,100,di_spread_down3+mtf_adx_rising+atr_expand,109,0.93577982,0.65308946,1.43285090,0.87334280,-230.96513761,90.24495413,-191.48256881,1.01834862
d1,validation,50,100,di_spread_down3+mtf_adx_rising+atr_expand,17,0.88235294,0.64774830,1.36218487,0.65663649,-260.88235294,137.66470588,-128.25882353,1.00000000
d1,oos,50,100,di_spread_down3+mtf_adx_rising+atr_expand,44,0.88636364,0.60593570,1.46280148,0.76020848,-223.02954545,59.22727273,-212.52727273,1.00000000
d1,discovery,50,100,di_spread_down3+price20_cross_down+mtf_trend_bull,62,0.93548387,0.65308946,1.43239776,0.84552484,-134.11935484,81.51290323,-72.78225806,1.29032258
d1,validation,50,100,di_spread_down3+price20_cross_down+mtf_trend_bull,2,1.00000000,0.64774830,1.54380952,0.34238023,-109.15000000,67.50000000,-84.30000000,1.00000000
d1,oos,50,100,di_spread_down3+price20_cross_down+mtf_trend_bull,11,1.00000000,0.60593570,1.65034014,0.74116703,-131.39090909,64.98181818,-93.07272727,1.54545455
d1,discovery,50,100,price20_cross_down+close_near_low+mtf_adx_rising,263,0.93536122,0.65308946,1.43220995,0.89893293,-119.78288973,72.04296578,-73.84752852,1.17870722
d1,validation,50,100,price20_cross_down+close_near_low+mtf_adx_rising,62,0.90322581,0.64774830,1.39440860,0.80451181,-136.77258065,88.60967742,-106.82419355,1.22580645
d1,oos,50,100,price20_cross_down+close_near_low+mtf_adx_rising,37,0.97297297,0.60593570,1.60573635,0.86175930,-126.18378378,59.42972973,-79.89459459,1.27027027
d1,discovery,50,100,rsi_down3+false_break_up,46,0.93478261,0.65308946,1.43132399,0.82497259,-87.30000000,60.58260870,-76.70217391,1.04347826
d1,validation,50,100,rsi_down3+false_break_up,4,1.00000000,0.64774830,1.54380952,0.51010916,-125.92500000,35.90000000,-201.90000000,1.25000000
d1,oos,50,100,rsi_down3+false_break_up,12,1.00000000,0.60593570,1.65034014,0.75750599,-135.87500000,53.28333333,-116.76666667,1.33333333
d1,discovery,50,100,rsi_down3+false_break_up+pullback_bull,46,0.93478261,0.65308946,1.43132399,0.82497259,-87.30000000,60.58260870,-76.70217391,1.04347826
d1,validation,50,100,rsi_down3+false_break_up+pullback_bull,4,1.00000000,0.64774830,1.54380952,0.51010916,-125.92500000,35.90000000,-201.90000000,1.25000000
d1,oos,50,100,rsi_down3+false_break_up+pullback_bull,11,1.00000000,0.60593570,1.65034014,0.74116703,-118.55454545,49.57272727,-113.71818182,1.36363636
d1,discovery,50,100,di_spread_down3+strong_close_bear+volatility,91,0.93406593,0.65308946,1.43022663,0.86353534,-237.70439560,100.97582418,-183.62197802,1.08791209
d1,validation,50,100,di_spread_down3+strong_close_bear+volatility,7,1.00000000,0.64774830,1.54380952,0.64566956,-241.75714286,74.54285714,-108.95714286,1.00000000
d1,oos,50,100,di_spread_down3+strong_close_bear+volatility,16,1.00000000,0.60593570,1.65034014,0.80639232,-176.63125000,71.96250000,-100.39375000,1.00000000
d1,discovery,50,100,rsi_down3+price20_cross_down+range_compression,206,0.93203883,0.65308946,1.42712277,0.88917073,-139.90922330,79.93495146,-79.26796117,1.08737864
d1,validation,50,100,rsi_down3+price20_cross_down+range_compression,29,0.75862069,0.64774830,1.17116585,0.57892398,-123.80344828,105.87241379,-73.60344828,1.00000000
d1,oos,50,100,rsi_down3+price20_cross_down+range_compression,47,0.95744681,0.60593570,1.58011290,0.85751472,-164.95744681,64.98936170,-146.78936170,1.19148936
d1,discovery,50,100,rsi_down3+ema20_slope_down3+strong_close_bear,189,0.93121693,0.65308946,1.42586429,0.88588841,-197.42910053,93.90529101,-148.84814815,1.08994709
d1,validation,50,100,rsi_down3+ema20_slope_down3+strong_close_bear,19,0.84210526,0.64774830,1.30005013,0.62434525,-209.53157895,165.06315789,-82.86315789,1.00000000
d1,oos,50,100,rsi_down3+ema20_slope_down3+strong_close_bear,16,0.93750000,0.60593570,1.54719388,0.71671262,-163.30625000,87.38125000,-77.16875000,1.00000000
d1,discovery,50,100,rsi_down3+pullback_bull+atr_expand,101,0.93069307,0.65308946,1.42506216,0.86379972,-140.25049505,77.48118812,-84.34554455,1.02970297
d1,validation,50,100,rsi_down3+pullback_bull+atr_expand,12,0.83333333,0.64774830,1.28650794,0.55196914,-172.51666667,76.05000000,-214.90833333,1.00000000
d1,oos,50,100,rsi_down3+pullback_bull+atr_expand,26,0.96153846,0.60593570,1.58686552,0.81107221,-162.78076923,48.16538462,-210.61538462,1.00000000
d1,discovery,50,100,ema20_slope_down3+close_near_low+bb_expand,115,0.93043478,0.65308946,1.42466667,0.86871127,-178.94173913,82.71304348,-166.93391304,1.07826087
d1,validation,50,100,ema20_slope_down3+close_near_low+bb_expand,24,0.70833333,0.64774830,1.09353175,0.50832306,-200.92500000,180.15000000,-125.82916667,1.04166667
d1,oos,50,100,ema20_slope_down3+close_near_low+bb_expand,7,0.85714286,0.60593570,1.41457726,0.48687217,-164.55714286,96.64285714,-71.61428571,1.14285714
d1,discovery,50,100,ema20_slope_down3+mtf_adx_rising+atr_expand,128,0.92968750,0.65308946,1.42352245,0.87176520,-217.74687500,87.66093750,-181.51250000,1.03906250
d1,validation,50,100,ema20_slope_down3+mtf_adx_rising+atr_expand,31,0.87096774,0.64774830,1.34460829,0.71147594,-235.54838710,112.22580645,-223.04838710,1.00000000
d1,oos,50,100,ema20_slope_down3+mtf_adx_rising+atr_expand,31,0.83870968,0.60593570,1.38415624,0.67365646,-234.55161290,71.27741935,-215.50645161,1.00000000
d1,discovery,50,100,rsi_down3+atr_expand,195,0.92820513,0.65308946,1.42125266,0.88311034,-183.27794872,88.27846154,-165.50974359,1.02564103
d1,validation,50,100,rsi_down3+atr_expand,30,0.90000000,0.64774830,1.38942857,0.74378917,-240.28333333,111.51666667,-165.28666667,1.00000000
d1,oos,50,100,rsi_down3+atr_expand,47,0.91489362,0.60593570,1.50988566,0.80068462,-222.51489362,58.48936170,-211.30638298,1.00000000
d1,discovery,50,100,rsi_down3+structure_lh+atr_expand,167,0.92814371,0.65308946,1.42115862,0.87861297,-186.45568862,92.97185629,-175.13772455,1.01796407
d1,validation,50,100,rsi_down3+structure_lh+atr_expand,28,0.92857143,0.64774830,1.43353741,0.77354637,-253.00000000,111.86071429,-175.41428571,1.00000000
d1,oos,50,100,rsi_down3+structure_lh+atr_expand,35,0.88571429,0.60593570,1.46172983,0.74048531,-204.08571429,56.73142857,-218.69428571,1.00000000
d1,discovery,50,100,rsi_down3+strong_close_bear+volatility,152,0.92763158,0.65308946,1.42037445,0.87506813,-194.02631579,97.00986842,-151.85460526,1.09210526
d1,validation,50,100,rsi_down3+strong_close_bear+volatility,13,0.84615385,0.64774830,1.30630037,0.57765369,-204.90000000,131.87692308,-101.72307692,1.00000000
d1,oos,50,100,rsi_down3+strong_close_bear+volatility,22,0.86363636,0.60593570,1.42529375,0.66665013,-154.52727273,85.88181818,-90.31818182,1.00000000
d1,discovery,50,100,rsi_down3+close_near_low+bb_expand,82,0.92682927,0.65308946,1.41914597,0.84942156,-203.77439024,87.23536585,-201.72926829,1.02439024
d1,validation,50,100,rsi_down3+close_near_low+bb_expand,30,0.93333333,0.64774830,1.44088889,0.78676542,-169.38333333,90.57666667,-89.18666667,1.33333333
d1,oos,50,100,rsi_down3+close_near_low+bb_expand,15,0.86666667,0.60593570,1.43029478,0.62118017,-173.48000000,68.27333333,-106.48666667,1.13333333
d1,discovery,50,100,rsi_down3+false_break_up+close_near_low,41,0.92682927,0.65308946,1.41914597,0.80572551,-87.68292683,60.41463415,-76.34146341,1.04878049
d1,validation,50,100,rsi_down3+false_break_up+close_near_low,4,1.00000000,0.64774830,1.54380952,0.51010916,-125.92500000,35.90000000,-201.90000000,1.25000000
d1,oos,50,100,rsi_down3+false_break_up+close_near_low,4,1.00000000,0.60593570,1.65034014,0.51010916,-61.72500000,43.70000000,-51.90000000,1.25000000
d1,discovery,50,100,rsi_down3+ema20_slope_down3+atr_expand,109,0.92660550,0.65308946,1.41880334,0.86182225,-225.71926606,94.01926606,-206.33119266,1.02752294
d1,validation,50,100,rsi_down3+ema20_slope_down3+atr_expand,23,0.91304348,0.64774830,1.40956522,0.73204019,-263.30434783,122.55217391,-196.24347826,1.00000000
d1,oos,50,100,rsi_down3+ema20_slope_down3+atr_expand,30,0.86666667,0.60593570,1.43029478,0.70318673,-238.64000000,70.02666667,-220.30666667,1.00000000
d1,discovery,50,100,rsi_down3+false_break_up+mtf_trend_bull,40,0.92500000,0.65308946,1.41634502,0.80135766,-83.96500000,55.06000000,-83.15250000,1.05000000
d1,validation,50,100,rsi_down3+false_break_up+mtf_trend_bull,4,1.00000000,0.64774830,1.54380952,0.51010916,-125.92500000,35.90000000,-201.90000000,1.25000000
d1,oos,50,100,rsi_down3+false_break_up+mtf_trend_bull,7,1.00000000,0.60593570,1.65034014,0.64566956,-53.61428571,53.85714286,-29.78571429,1.57142857
d1,discovery,50,100,rsi_down3+ema20_slope_down3+close_near_low,213,0.92488263,0.65308946,1.41616531,0.88147474,-190.86854460,94.16291080,-142.52394366,1.07981221
d1,validation,50,100,rsi_down3+ema20_slope_down3+close_near_low,28,0.89285714,0.64774830,1.37840136,0.72804148,-184.22142857,126.30714286,-81.27857143,1.28571429
d1,oos,50,100,rsi_down3+ema20_slope_down3+close_near_low,19,0.94736842,0.60593570,1.56348013,0.75361269,-160.54736842,89.70526316,-66.53157895,1.00000000
d1,discovery,50,100,rsi_down3+close_near_low+volatility,182,0.92307692,0.65308946,1.41340044,0.87503514,-185.18131868,94.86703297,-140.16153846,1.09340659
d1,validation,50,100,rsi_down3+close_near_low+volatility,20,0.90000000,0.64774830,1.38942857,0.69896635,-189.26000000,110.24500000,-105.75000000,1.00000000
d1,oos,50,100,rsi_down3+close_near_low+volatility,27,0.88888889,0.60593570,1.46696901,0.71942199,-146.77407407,85.95185185,-79.79259259,1.00000000
d1,discovery,50,100,rsi_down3+price20_cross_down+close_near_low,194,0.92268041,0.65308946,1.41279331,0.87636056,-142.41907216,85.10360825,-73.66237113,1.08762887
d1,validation,50,100,rsi_down3+price20_cross_down+close_near_low,35,0.82857143,0.64774830,1.27915646,0.67317718,-183.56285714,122.48285714,-71.07714286,1.22857143
d1,oos,50,100,rsi_down3+price20_cross_down+close_near_low,32,0.96875000,0.60593570,1.59876701,0.84255736,-135.31250000,64.29062500,-78.98750000,1.31250000
d1,discovery,50,100,rsi_down3+price200_bull+atr_expand,103,0.92233010,0.65308946,1.41225691,0.85417100,-146.24077670,91.48058252,-123.87087379,1.03883495
d1,validation,50,100,rsi_down3+price200_bull+atr_expand,13,0.84615385,0.64774830,1.30630037,0.57765369,-189.56153846,93.93846154,-56.35384615,1.00000000
d1,oos,50,100,rsi_down3+price200_bull+atr_expand,36,0.97222222,0.60593570,1.60449735,0.85830281,-245.12777778,52.71111111,-213.36388889,1.00000000
d1,discovery,50,100,rsi_down3+mtf_trend_bull+atr_expand,77,0.92207792,0.65308946,1.41187078,0.84024384,-131.13636364,88.05324675,-108.82337662,1.01298701
d1,validation,50,100,rsi_down3+mtf_trend_bull+atr_expand,6,1.00000000,0.64774830,1.54380952,0.60966571,-177.06666667,59.38333333,-70.78333333,1.00000000
d1,oos,50,100,rsi_down3+mtf_trend_bull+atr_expand,5,1.00000000,0.60593570,1.65034014,0.56551754,-206.90000000,51.90000000,-174.68000000,1.00000000
d1,discovery,50,100,structure_lh+mtf_adx_rising+atr_expand,152,0.92105263,0.65308946,1.41030088,0.86708338,-186.26644737,82.53750000,-161.17828947,1.06578947
d1,validation,50,100,structure_lh+mtf_adx_rising+atr_expand,36,0.83333333,0.64774830,1.28650794,0.68109206,-221.08611111,107.04166667,-197.71111111,1.00000000
d1,oos,50,100,structure_lh+mtf_adx_rising+atr_expand,42,0.92857143,0.60593570,1.53245870,0.80990573,-166.03809524,38.42380952,-189.59285714,1.23809524
d1,discovery,50,100,rsi_down3+price200_bull+false_break_up,38,0.92105263,0.65308946,1.41030088,0.79200629,-87.11052632,57.61052632,-85.41315789,1.05263158
d1,validation,50,100,rsi_down3+price200_bull+false_break_up,4,1.00000000,0.64774830,1.54380952,0.51010916,-125.92500000,35.90000000,-201.90000000,1.25000000
d1,oos,50,100,rsi_down3+price200_bull+false_break_up,12,1.00000000,0.60593570,1.65034014,0.75750599,-135.87500000,53.28333333,-116.76666667,1.33333333
d1,discovery,50,100,macd_accel_down+price20_cross_down+strong_close_bear,389,0.92030848,0.65308946,1.40916145,0.88910478,-105.64575835,70.88637532,-76.09228792,1.12082262
d1,validation,50,100,macd_accel_down+price20_cross_down+strong_close_bear,49,0.77551020,0.64774830,1.19724004,0.64121213,-137.09795918,112.09387755,-82.48163265,1.06122449
d1,oos,50,100,macd_accel_down+price20_cross_down+strong_close_bear,29,0.96551724,0.60593570,1.59343186,0.82824478,-127.04137931,58.22413793,-73.13793103,1.17241379
d1,discovery,50,100,di_spread_down3+structure_lh+strong_close_bear,188,0.92021277,0.65308946,1.40901489,0.87254282,-195.34574468,89.17553191,-139.00904255,1.07446809
d1,validation,50,100,di_spread_down3+structure_lh+strong_close_bear,19,0.89473684,0.64774830,1.38130326,0.68605917,-188.80000000,114.97894737,-81.11052632,1.00000000
d1,oos,50,100,di_spread_down3+structure_lh+strong_close_bear,19,1.00000000,0.60593570,1.65034014,0.83182078,-167.21052632,66.86315789,-90.36315789,1.21052632
d1,discovery,50,100,rsi_down3+strong_close_bear+bb_expand,75,0.92000000,0.65308946,1.40868910,0.83625210,-215.70933333,90.42000000,-211.38133333,1.02666667
d1,validation,50,100,rsi_down3+strong_close_bear+bb_expand,13,0.84615385,0.64774830,1.30630037,0.57765369,-270.53846154,170.38461538,-85.72307692,1.00000000
d1,oos,50,100,rsi_down3+strong_close_bear+bb_expand,12,0.83333333,0.60593570,1.37528345,0.55196914,-173.46666667,69.05000000,-103.25833333,1.00000000
d1,discovery,50,100,close_near_low+mtf_trend_bull+atr_expand,62,0.91935484,0.65308946,1.40770124,0.82471429,-110.17741935,78.05806452,-64.04516129,1.08064516
d1,validation,50,100,close_near_low+mtf_trend_bull+atr_expand,7,1.00000000,0.64774830,1.54380952,0.64566956,-98.72857143,36.55714286,-48.34285714,1.00000000
d1,oos,50,100,close_near_low+mtf_trend_bull+atr_expand,0,,0.60593570,,,,,,
d1,discovery,50,100,macd_accel_down+price200_bull+atr_expand,145,0.91724138,0.65308946,1.40446515,0.86091929,-128.30620690,75.78482759,-102.87034483,1.02758621
d1,validation,50,100,macd_accel_down+price200_bull+atr_expand,23,0.91304348,0.64774830,1.40956522,0.73204019,-140.96956522,79.93913043,-99.62173913,1.00000000
d1,oos,50,100,macd_accel_down+price200_bull+atr_expand,38,0.94736842,0.60593570,1.56348013,0.82714538,-234.71315789,58.19736842,-205.69736842,1.00000000
d1,discovery,50,100,rsi_down3+price20_cross_down+mtf_trend_bull,107,0.91588785,0.65308946,1.40239265,0.84783060,-120.57102804,89.84392523,-52.05607477,1.27102804
d1,validation,50,100,rsi_down3+price20_cross_down+mtf_trend_bull,9,0.66666667,0.64774830,1.02920635,0.35420214,-132.48888889,137.02222222,-54.70000000,1.00000000
d1,oos,50,100,rsi_down3+price20_cross_down+mtf_trend_bull,16,0.93750000,0.60593570,1.54719388,0.71671262,-135.13750000,74.25000000,-86.54375000,1.43750000
d1,discovery,50,100,di_spread_down3+mtf_adx_rising+bb_expand,95,0.91578947,0.65308946,1.40224201,0.84254787,-253.72210526,109.60736842,-234.93578947,1.01052632
d1,validation,50,100,di_spread_down3+mtf_adx_rising+bb_expand,26,0.73076923,0.64774830,1.12816850,0.53916960,-120.53846154,120.79615385,-85.31923077,1.42307692
d1,oos,50,100,di_spread_down3+mtf_adx_rising+bb_expand,37,0.86486486,0.60593570,1.42732120,0.72022588,-188.54594595,58.68108108,-189.24864865,1.05405405
d1,discovery,50,100,di_spread_down3+strong_close_bear+mtf_adx_rising,177,0.91525424,0.65308946,1.40142247,0.86489504,-202.82881356,91.26497175,-139.10790960,1.08474576
d1,validation,50,100,di_spread_down3+strong_close_bear+mtf_adx_rising,20,0.95000000,0.64774830,1.46661905,0.76386881,-185.97000000,101.06500000,-92.86500000,1.05000000
d1,oos,50,100,di_spread_down3+strong_close_bear+mtf_adx_rising,17,1.00000000,0.60593570,1.65034014,0.81568186,-175.48823529,64.01176471,-97.08235294,1.23529412
d1,discovery,100,150,rsi_down3+range_compression+atr_expand,86,1.00000000,0.60984394,1.63976378,0.95724180,-270.71511628,92.65930233,-273.97325581,1.00000000
d1,validation,100,150,rsi_down3+range_compression+atr_expand,3,1.00000000,0.61695906,1.62085308,0.43850297,-180.90000000,62.83333333,-67.66666667,1.00000000
d1,oos,100,150,rsi_down3+range_compression+atr_expand,14,1.00000000,0.60666667,1.64835165,0.78468920,-242.45000000,76.71428571,-296.40000000,1.00000000
