timeframe,period,from_target,to_target,conditions,samples,exit_precision,unconditional_exit_precision,lift,wilson95_lower,target_capture_pips_mean,future_mfe_pips_mean,future_mae_pips_mean,bars_after_target_mean
h4,oos,100,150,di_spread_down3+price20_cross_down,18,1.00000000,0.72963230,1.37055336,0.82412078,-275.99444444,95.61666667,-116.05555556,1.05555556
h4,discovery,100,150,di_spread_down3+close_near_low+bb_expand,52,0.98076923,0.70855537,1.38418149,0.89879489,-91.69807692,32.76346154,-62.11730769,1.13461538
h4,validation,100,150,di_spread_down3+close_near_low+bb_expand,10,1.00000000,0.70285714,1.42276423,0.72246720,-212.80000000,52.87000000,-110.51000000,1.00000000
h4,oos,100,150,di_spread_down3+close_near_low+bb_expand,18,1.00000000,0.72963230,1.37055336,0.82412078,-228.67777778,79.95555556,-59.80000000,1.16666667
h4,discovery,100,150,di_spread_down3+price20_cross_down+mtf_di_strong_bull,51,0.98039216,0.70855537,1.38364932,0.89695431,-137.46470588,76.15098039,-44.27843137,1.03921569
h4,validation,100,150,di_spread_down3+price20_cross_down+mtf_di_strong_bull,11,1.00000000,0.70285714,1.42276423,0.74116703,-113.37272727,56.14545455,-60.39090909,1.18181818
h4,oos,100,150,di_spread_down3+price20_cross_down+mtf_di_strong_bull,6,1.00000000,0.72963230,1.37055336,0.60966571,-233.41666667,106.03333333,-240.56666667,1.00000000
h4,discovery,100,150,di_spread_down3+strong_close_bear+bb_expand,51,0.98039216,0.70855537,1.38364932,0.89695431,-91.71372549,33.37843137,-62.64901961,1.13725490
h4,validation,100,150,di_spread_down3+strong_close_bear+bb_expand,10,1.00000000,0.70285714,1.42276423,0.72246720,-212.80000000,52.87000000,-110.51000000,1.00000000
h4,oos,100,150,di_spread_down3+strong_close_bear+bb_expand,9,1.00000000,0.72963230,1.37055336,0.70085495,-62.25555556,34.56666667,-51.40000000,1.33333333
h4,discovery,100,150,di_spread_down3+close_near_low+mtf_di_strong_bull,99,0.97979798,0.70855537,1.38281074,0.92930969,-92.37272727,62.44545455,-56.14949495,1.13131313
h4,validation,100,150,di_spread_down3+close_near_low+mtf_di_strong_bull,20,0.90000000,0.70285714,1.28048780,0.69896635,-146.80500000,99.73000000,-60.40000000,1.10000000
h4,oos,100,150,di_spread_down3+close_near_low+mtf_di_strong_bull,10,1.00000000,0.72963230,1.37055336,0.72246720,-134.28000000,74.93000000,-49.38000000,1.30000000
h4,discovery,100,150,di_spread_down3+range_compression+strong_close_bear,142,0.97887324,0.70855537,1.38150563,0.93973009,-89.54295775,57.41056338,-52.46619718,1.16901408
h4,validation,100,150,di_spread_down3+range_compression+strong_close_bear,15,1.00000000,0.70285714,1.42276423,0.79611670,-87.23333333,49.47333333,-54.60000000,1.13333333
h4,oos,100,150,di_spread_down3+range_compression+strong_close_bear,11,1.00000000,0.72963230,1.37055336,0.74116703,-51.79090909,26.99090909,-55.09090909,1.27272727
h4,discovery,100,150,di_spread_down3+price20_cross_down+pullback_bull,93,0.97849462,0.70855537,1.38097129,0.92494537,-112.86129032,62.51505376,-49.86129032,1.09677419
h4,validation,100,150,di_spread_down3+price20_cross_down+pullback_bull,16,1.00000000,0.70285714,1.42276423,0.80639232,-90.25625000,43.17500000,-55.34375000,1.12500000
h4,oos,100,150,di_spread_down3+price20_cross_down+pullback_bull,10,1.00000000,0.72963230,1.37055336,0.72246720,-140.05000000,61.43000000,-150.68000000,1.10000000
h4,discovery,100,150,rsi_down3+price20_cross_down,182,0.97802198,0.70855537,1.38030423,0.94486116,-110.57197802,55.35000000,-50.96483516,1.08791209
h4,validation,100,150,rsi_down3+price20_cross_down,31,1.00000000,0.70285714,1.42276423,0.88974460,-96.37096774,42.53225806,-68.09032258,1.09677419
h4,oos,100,150,rsi_down3+price20_cross_down,27,1.00000000,0.72963230,1.37055336,0.87544497,-210.66666667,78.70370370,-84.55185185,1.00000000
h4,discovery,100,150,rsi_down3+close_near_low+volatility,269,0.97769517,0.70855537,1.37984299,0.95220062,-91.80408922,40.82639405,-54.21078067,1.12639405
h4,validation,100,150,rsi_down3+close_near_low+volatility,48,0.95833333,0.70285714,1.36348238,0.86024344,-125.24791667,73.51041667,-79.00208333,1.08333333
h4,oos,100,150,rsi_down3+close_near_low+volatility,30,1.00000000,0.72963230,1.37055336,0.88648661,-159.19333333,63.12333333,-47.17333333,1.16666667
h4,discovery,100,150,di_spread_down3+strong_close_bear,175,0.97714286,0.70855537,1.37906351,0.94271171,-92.40685714,56.30057143,-54.29142857,1.14285714
h4,validation,100,150,di_spread_down3+strong_close_bear,27,1.00000000,0.70285714,1.42276423,0.87544497,-156.82962963,70.37407407,-70.52222222,1.07407407
h4,oos,100,150,di_spread_down3+strong_close_bear,12,1.00000000,0.72963230,1.37055336,0.75750599,-60.75000000,30.16666667,-51.42500000,1.25000000
h4,discovery,100,150,di_spread_down3+ema20_slope_down3+close_near_low,43,0.97674419,0.70855537,1.37850085,0.87941007,-176.80465116,71.91162791,-70.83255814,1.00000000
h4,validation,100,150,di_spread_down3+ema20_slope_down3+close_near_low,17,1.00000000,0.70285714,1.42276423,0.81568186,-233.15882353,106.55882353,-86.40000000,1.00000000
h4,oos,100,150,di_spread_down3+ema20_slope_down3+close_near_low,8,1.00000000,0.72963230,1.37055336,0.67559244,-445.92500000,138.35000000,-72.77500000,1.00000000
h4,discovery,100,150,rsi_down3+price20_cross_down+pullback_bull,171,0.97660819,0.70855537,1.37830892,0.94140651,-103.53625731,53.57719298,-50.05730994,1.09356725
h4,validation,100,150,rsi_down3+price20_cross_down+pullback_bull,28,1.00000000,0.70285714,1.42276423,0.87935670,-83.18214286,40.67500000,-55.70357143,1.10714286
h4,oos,100,150,rsi_down3+price20_cross_down+pullback_bull,19,1.00000000,0.72963230,1.37055336,0.83182078,-111.61052632,53.58947368,-89.51052632,1.00000000
h4,discovery,100,150,di_spread_down3+range_compression+close_near_low,170,0.97647059,0.70855537,1.37811472,0.94107087,-88.10647059,57.24529412,-53.06705882,1.14705882
h4,validation,100,150,di_spread_down3+range_compression+close_near_low,20,1.00000000,0.70285714,1.42276423,0.83887484,-88.84500000,55.25000000,-50.97500000,1.10000000
h4,oos,100,150,di_spread_down3+range_compression+close_near_low,20,1.00000000,0.72963230,1.37055336,0.83887484,-206.28000000,71.25000000,-60.99000000,1.15000000
h4,discovery,100,150,di_spread_down3+price20_cross_down+range_compression,85,0.97647059,0.70855537,1.37811472,0.91821300,-121.99058824,69.17176471,-45.49529412,1.10588235
h4,validation,100,150,di_spread_down3+price20_cross_down+range_compression,16,1.00000000,0.70285714,1.42276423,0.80639232,-95.44375000,45.48125000,-51.84375000,1.12500000
h4,oos,100,150,di_spread_down3+price20_cross_down+range_compression,15,1.00000000,0.72963230,1.37055336,0.79611670,-313.51333333,110.66000000,-54.30666667,1.06666667
h4,discovery,100,150,di_spread_down3+close_near_low,211,0.97630332,0.70855537,1.37787865,0.94573692,-97.90663507,54.60853081,-56.42180095,1.12322275
h4,validation,100,150,di_spread_down3+close_near_low,36,0.94444444,0.70285714,1.34372177,0.81855343,-152.34722222,81.22222222,-68.92222222,1.05555556
h4,oos,100,150,di_spread_down3+close_near_low,21,1.00000000,0.72963230,1.37055336,0.84536098,-204.04285714,70.95714286,-58.61428571,1.14285714
h4,discovery,100,150,di_spread_down3+price20_cross_down+close_near_low,84,0.97619048,0.70855537,1.37771939,0.91728559,-121.60714286,67.37023810,-50.50714286,1.05952381
h4,validation,100,150,di_spread_down3+price20_cross_down+close_near_low,16,1.00000000,0.70285714,1.42276423,0.80639232,-114.34375000,47.34375000,-78.96875000,1.12500000
h4,oos,100,150,di_spread_down3+price20_cross_down+close_near_low,8,1.00000000,0.72963230,1.37055336,0.67559244,-445.92500000,138.35000000,-72.77500000,1.00000000
h4,discovery,100,150,di_spread_down3+strong_close_bear+mtf_di_strong_bull,83,0.97590361,0.70855537,1.37731454,0.91633691,-98.02771084,66.24698795,-54.58072289,1.14457831
h4,validation,100,150,di_spread_down3+strong_close_bear+mtf_di_strong_bull,14,1.00000000,0.70285714,1.42276423,0.78468920,-142.50000000,87.30000000,-53.70000000,1.14285714
h4,oos,100,150,di_spread_down3+strong_close_bear+mtf_di_strong_bull,8,1.00000000,0.72963230,1.37055336,0.67559244,-38.55000000,26.71250000,-55.55000000,1.37500000
h4,discovery,100,150,rsi_down3+structure_lh+atr_expand,283,0.97526502,0.70855537,1.37641327,0.94983248,-135.63180212,49.75724382,-69.64240283,1.05300353
h4,validation,100,150,rsi_down3+structure_lh+atr_expand,39,1.00000000,0.70285714,1.42276423,0.91033315,-129.57435897,60.15128205,-81.62051282,1.07692308
h4,oos,100,150,rsi_down3+structure_lh+atr_expand,33,1.00000000,0.72963230,1.37055336,0.89573000,-188.83030303,72.01818182,-89.42727273,1.00000000
h4,discovery,100,150,rsi_down3+mtf_adx_rising+volatility,311,0.97427653,0.70855537,1.37501819,0.95007043,-98.49131833,46.87524116,-61.43954984,1.05144695
h4,validation,100,150,rsi_down3+mtf_adx_rising+volatility,45,0.88888889,0.70285714,1.26467931,0.76500903,-105.45777778,78.43111111,-64.93111111,1.06666667
h4,oos,100,150,rsi_down3+mtf_adx_rising+volatility,35,0.97142857,0.72963230,1.33139469,0.85466913,-104.10571429,59.27714286,-92.52571429,1.14285714
h4,discovery,100,150,rsi_down3+range_compression+atr_expand,186,0.97311828,0.70855537,1.37338353,0.93862511,-91.91021505,39.79462366,-59.43817204,1.05376344
h4,validation,100,150,rsi_down3+range_compression+atr_expand,17,1.00000000,0.70285714,1.42276423,0.81568186,-80.64705882,41.94705882,-49.12352941,1.17647059
h4,oos,100,150,rsi_down3+range_compression+atr_expand,24,1.00000000,0.72963230,1.37055336,0.86202380,-219.74583333,84.82083333,-66.24583333,1.00000000
h4,discovery,100,150,rsi_down3+price20_cross_down+range_compression,145,0.97241379,0.70855537,1.37238927,0.93122137,-110.33172414,57.38551724,-50.29724138,1.11034483
h4,validation,100,150,rsi_down3+price20_cross_down+range_compression,29,1.00000000,0.70285714,1.42276423,0.88303020,-86.94482759,42.31379310,-54.20000000,1.10344828
h4,oos,100,150,rsi_down3+price20_cross_down+range_compression,20,1.00000000,0.72963230,1.37055336,0.83887484,-250.47000000,91.48500000,-49.10500000,1.00000000
h4,discovery,100,150,rsi_down3+mtf_di_strong_bull+volatility,324,0.97222222,0.70855537,1.37211891,0.94805946,-96.37376543,47.10246914,-61.42283951,1.06481481
h4,validation,100,150,rsi_down3+mtf_di_strong_bull+volatility,40,0.87500000,0.70285714,1.24491870,0.73887880,-94.52500000,79.02000000,-50.17250000,1.05000000
h4,oos,100,150,rsi_down3+mtf_di_strong_bull+volatility,33,0.96969697,0.72963230,1.32902144,0.84681275,-80.93636364,47.42121212,-102.84545455,1.09090909
h4,discovery,100,150,di_spread_down3+strong_close_bear+mtf_trend_bull,72,0.97222222,0.70855537,1.37211891,0.90425825,-108.52222222,67.05000000,-68.07083333,1.18055556
h4,validation,100,150,di_spread_down3+strong_close_bear+mtf_trend_bull,12,1.00000000,0.70285714,1.42276423,0.75750599,-81.16666667,45.79166667,-30.43333333,1.16666667
h4,oos,100,150,di_spread_down3+strong_close_bear+mtf_trend_bull,8,1.00000000,0.72963230,1.37055336,0.67559244,-43.70000000,26.70000000,-58.47500000,1.37500000
h4,discovery,100,150,rsi_down3+strong_close_bear+volatility,209,0.97129187,0.70855537,1.37080587,0.93879378,-87.71244019,42.50813397,-49.70047847,1.16267943
h4,validation,100,150,rsi_down3+strong_close_bear+volatility,42,1.00000000,0.70285714,1.42276423,0.91620121,-118.99285714,63.67380952,-79.03095238,1.09523810
h4,oos,100,150,rsi_down3+strong_close_bear+volatility,22,1.00000000,0.72963230,1.37055336,0.85134513,-54.92727273,35.76818182,-37.86363636,1.22727273
h4,discovery,100,150,price20_cross_down+close_near_low+volatility,173,0.97109827,0.70855537,1.37053264,0.93413651,-110.88092486,56.42658960,-56.30578035,1.05202312
h4,validation,100,150,price20_cross_down+close_near_low+volatility,34,1.00000000,0.70285714,1.42276423,0.89848545,-82.61176471,40.66176471,-77.11764706,1.17647059
h4,oos,100,150,price20_cross_down+close_near_low+volatility,12,1.00000000,0.72963230,1.37055336,0.75750599,-316.26666667,102.03333333,-58.75000000,1.00000000
h4,discovery,100,150,di_spread_down3+price200_bull+strong_close_bear,99,0.96969697,0.70855537,1.36855496,0.91466320,-88.24444444,59.47777778,-58.43333333,1.19191919
h4,validation,100,150,di_spread_down3+price200_bull+strong_close_bear,15,1.00000000,0.70285714,1.42276423,0.79611670,-88.72000000,40.30666667,-60.49333333,1.13333333
h4,oos,100,150,di_spread_down3+price200_bull+strong_close_bear,9,1.00000000,0.72963230,1.37055336,0.70085495,-41.62222222,24.61111111,-54.51111111,1.33333333
h4,discovery,100,150,di_spread_down3+close_near_low+mtf_adx_rising,99,0.96969697,0.70855537,1.36855496,0.91466320,-93.07171717,60.20404040,-59.26666667,1.13131313
h4,validation,100,150,di_spread_down3+close_near_low+mtf_adx_rising,24,0.91666667,0.70285714,1.30420054,0.74151198,-157.30833333,96.60416667,-83.49583333,1.08333333
h4,oos,100,150,di_spread_down3+close_near_low+mtf_adx_rising,11,1.00000000,0.72963230,1.37055336,0.74116703,-136.55454545,74.03636364,-45.90000000,1.27272727
h4,discovery,100,150,rsi_down3+atr_expand,326,0.96932515,0.70855537,1.36803021,0.94446414,-129.87914110,49.13098160,-69.16595092,1.05214724
h4,validation,100,150,rsi_down3+atr_expand,41,1.00000000,0.70285714,1.42276423,0.91433243,-134.62195122,59.44634146,-90.78536585,1.07317073
h4,oos,100,150,rsi_down3+atr_expand,34,0.97058824,0.72963230,1.33024297,0.85084427,-182.40000000,71.83823529,-88.64117647,1.00000000
h4,discovery,100,150,di_spread_down3+pullback_bull+atr_expand,96,0.96875000,0.70855537,1.36721848,0.91211321,-111.12500000,43.60312500,-67.24479167,1.09375000
h4,validation,100,150,di_spread_down3+pullback_bull+atr_expand,20,1.00000000,0.70285714,1.42276423,0.83887484,-170.59500000,88.40000000,-46.35500000,1.10000000
h4,oos,100,150,di_spread_down3+pullback_bull+atr_expand,16,1.00000000,0.72963230,1.37055336,0.80639232,-125.60000000,54.62500000,-166.96875000,1.06250000
h4,discovery,100,150,di_spread_down3+close_near_low+mtf_trend_bull,93,0.96774194,0.70855537,1.36579578,0.90940617,-98.91182796,62.24193548,-65.50967742,1.15053763
h4,validation,100,150,di_spread_down3+close_near_low+mtf_trend_bull,15,1.00000000,0.70285714,1.42276423,0.79611670,-80.66000000,47.94666667,-31.30000000,1.13333333
h4,oos,100,150,di_spread_down3+close_near_low+mtf_trend_bull,17,1.00000000,0.72963230,1.37055336,0.81568186,-229.73529412,78.92352941,-63.62352941,1.17647059
h4,discovery,100,150,price20_cross_down+structure_lh+mtf_adx_rising,183,0.96721311,0.70855537,1.36504944,0.93032591,-86.84535519,47.63825137,-77.77540984,1.05464481
h4,validation,100,150,price20_cross_down+structure_lh+mtf_adx_rising,31,0.87096774,0.70285714,1.23918175,0.71147594,-70.67741935,45.61612903,-77.20967742,1.16129032
h4,oos,100,150,price20_cross_down+structure_lh+mtf_adx_rising,14,0.85714286,0.72963230,1.17476002,0.60058621,-177.24285714,101.14285714,-104.64285714,1.00000000
h4,discovery,100,150,price20_cross_down+structure_lh+close_near_low,240,0.96666667,0.70855537,1.36427823,0.93561514,-96.90791667,54.18916667,-81.54833333,1.05833333
h4,validation,100,150,price20_cross_down+structure_lh+close_near_low,49,0.93877551,0.70285714,1.33565621,0.83479512,-74.00408163,50.82040816,-72.16530612,1.14285714
h4,oos,100,150,price20_cross_down+structure_lh+close_near_low,18,0.88888889,0.72963230,1.21826965,0.67200235,-230.31111111,91.45000000,-53.90000000,1.05555556
h4,discovery,100,150,price20_cross_down+atr_expand,150,0.96666667,0.70855537,1.36427823,0.92434820,-144.51666667,63.61866667,-73.50533333,1.04000000
h4,validation,100,150,price20_cross_down+atr_expand,19,1.00000000,0.70285714,1.42276423,0.83182078,-102.41052632,35.90526316,-69.92105263,1.21052632
h4,oos,100,150,price20_cross_down+atr_expand,24,1.00000000,0.72963230,1.37055336,0.86202380,-228.25833333,82.01250000,-86.80000000,1.04166667
h4,discovery,100,150,di_spread_down3+ema20_slope_down3+strong_close_bear,30,0.96666667,0.70855537,1.36427823,0.83329609,-157.64666667,86.40000000,-61.40666667,1.00000000
h4,validation,100,150,di_spread_down3+ema20_slope_down3+strong_close_bear,13,1.00000000,0.70285714,1.42276423,0.77190463,-238.14615385,106.43846154,-77.60000000,1.00000000
h4,oos,100,150,di_spread_down3+ema20_slope_down3+strong_close_bear,0,,0.72963230,,,,,,
h4,discovery,100,150,di_spread_down3+range_compression+atr_expand,88,0.96590909,0.70855537,1.36320904,0.90450396,-105.17159091,48.80795455,-61.10568182,1.10227273
h4,validation,100,150,di_spread_down3+range_compression+atr_expand,7,1.00000000,0.70285714,1.42276423,0.64566956,-67.50000000,56.72857143,-20.18571429,1.28571429
h4,oos,100,150,di_spread_down3+range_compression+atr_expand,20,1.00000000,0.72963230,1.37055336,0.83887484,-257.62500000,92.72500000,-98.41000000,1.05000000
h4,discovery,100,150,di_spread_down3+price200_bull+close_near_low,116,0.96551724,0.70855537,1.36265602,0.91468046,-85.52500000,58.07931034,-59.43275862,1.17241379
h4,validation,100,150,di_spread_down3+price200_bull+close_near_low,20,0.90000000,0.70285714,1.28048780,0.69896635,-85.65500000,60.03500000,-51.22500000,1.10000000
h4,oos,100,150,di_spread_down3+price200_bull+close_near_low,10,1.00000000,0.72963230,1.37055336,0.72246720,-36.31000000,24.28000000,-52.22000000,1.30000000
h4,discovery,100,150,macd_accel_down+price20_cross_down+atr_expand,144,0.96527778,0.70855537,1.36231806,0.92129708,-148.37013889,65.89583333,-74.11527778,1.04166667
h4,validation,100,150,macd_accel_down+price20_cross_down+atr_expand,13,1.00000000,0.70285714,1.42276423,0.77190463,-121.30000000,42.27692308,-74.50000000,1.30769231
h4,oos,100,150,macd_accel_down+price20_cross_down+atr_expand,24,1.00000000,0.72963230,1.37055336,0.86202380,-228.25833333,82.01250000,-86.80000000,1.04166667
h4,discovery,100,150,di_spread_down3+price20_cross_down+mtf_trend_bull,56,0.96428571,0.70855537,1.36091793,0.87881220,-140.89464286,75.02500000,-57.58928571,1.03571429
h4,validation,100,150,di_spread_down3+price20_cross_down+mtf_trend_bull,12,1.00000000,0.70285714,1.42276423,0.75750599,-94.75000000,53.55000000,-32.75833333,1.16666667
h4,oos,100,150,di_spread_down3+price20_cross_down+mtf_trend_bull,18,1.00000000,0.72963230,1.37055336,0.82412078,-275.99444444,95.61666667,-116.05555556,1.05555556
h4,discovery,100,150,rsi_down3+price200_bull+volatility,355,0.96338028,0.70855537,1.35964008,0.93836300,-85.40535211,46.10281690,-59.39436620,1.10985915
h4,validation,100,150,rsi_down3+price200_bull+volatility,54,0.90740741,0.70285714,1.29102680,0.80090117,-63.90185185,51.85185185,-64.08703704,1.05555556
h4,oos,100,150,rsi_down3+price200_bull+volatility,38,0.97368421,0.72963230,1.33448617,0.86505124,-54.67368421,34.61842105,-89.31578947,1.07894737
h4,discovery,100,150,price20_cross_down+structure_lh+strong_close_bear,190,0.96315789,0.70855537,1.35932622,0.92591739,-100.49894737,56.45947368,-86.86578947,1.06842105
h4,validation,100,150,price20_cross_down+structure_lh+strong_close_bear,45,0.93333333,0.70285714,1.32791328,0.82143398,-76.11555556,51.88666667,-64.46888889,1.15555556
h4,oos,100,150,price20_cross_down+structure_lh+strong_close_bear,9,0.77777778,0.72963230,1.06598595,0.45258897,-57.05555556,53.15555556,-37.88888889,1.00000000
h4,discovery,150,200,rsi_down3+price20_cross_down+structure_lh,51,1.00000000,0.68218830,1.46587094,0.92995338,-187.40000000,87.14313725,-54.34313725,1.15686275
h4,validation,150,200,rsi_down3+price20_cross_down+structure_lh,10,1.00000000,0.67309547,1.48567335,0.72246720,-122.71000000,35.93000000,-50.48000000,1.00000000
h4,oos,150,200,rsi_down3+price20_cross_down+structure_lh,14,1.00000000,0.75422139,1.32587065,0.78468920,-139.34285714,60.96428571,-24.47142857,1.00000000
h4,discovery,150,200,di_spread_down3+range_compression+atr_expand,51,1.00000000,0.68218830,1.46587094,0.92995338,-163.04313725,71.23725490,-48.36274510,1.03921569
h4,validation,150,200,di_spread_down3+range_compression+atr_expand,0,,0.67309547,,,,,,
h4,oos,150,200,di_spread_down3+range_compression+atr_expand,13,1.00000000,0.75422139,1.32587065,0.77190463,-131.57692308,54.92307692,-143.00000000,1.00000000
h4,discovery,150,200,di_spread_down3+close_near_low+volatility,51,1.00000000,0.68218830,1.46587094,0.92995338,-182.86470588,56.85098039,-74.76470588,1.21568627
h4,validation,150,200,di_spread_down3+close_near_low+volatility,21,0.95238095,0.67309547,1.41492700,0.77330640,-196.27142857,125.78571429,-49.79047619,1.00000000
h4,oos,150,200,di_spread_down3+close_near_low+volatility,11,1.00000000,0.75422139,1.32587065,0.74116703,-78.21818182,47.14545455,-19.33636364,1.00000000
h4,discovery,150,200,di_spread_down3+price200_bull+close_near_low,40,1.00000000,0.68218830,1.46587094,0.91237840,-106.13250000,59.27500000,-62.33000000,1.30000000
h4,validation,150,200,di_spread_down3+price200_bull+close_near_low,20,0.95000000,0.67309547,1.41138968,0.76386881,-95.13500000,45.80000000,-89.67500000,1.00000000
h4,oos,150,200,di_spread_down3+price200_bull+close_near_low,2,1.00000000,0.75422139,1.32587065,0.34238023,-52.55000000,31.55000000,-31.80000000,1.00000000
h4,discovery,150,200,price20_cross_down+di_spread_down3,39,1.00000000,0.68218830,1.46587094,0.91033315,-222.51282051,99.50769231,-48.97948718,1.02564103
h4,validation,150,200,price20_cross_down+di_spread_down3,6,1.00000000,0.67309547,1.48567335,0.60966571,-122.38333333,57.01666667,-39.08333333,1.00000000
h4,oos,150,200,price20_cross_down+di_spread_down3,6,1.00000000,0.75422139,1.32587065,0.60966571,-176.18333333,73.63333333,-43.25000000,1.00000000
h4,discovery,150,200,di_spread_down3+price20_cross_down,39,1.00000000,0.68218830,1.46587094,0.91033315,-222.51282051,99.50769231,-48.97948718,1.02564103
h4,validation,150,200,di_spread_down3+price20_cross_down,6,1.00000000,0.67309547,1.48567335,0.60966571,-122.38333333,57.01666667,-39.08333333,1.00000000
h4,oos,150,200,di_spread_down3+price20_cross_down,6,1.00000000,0.75422139,1.32587065,0.60966571,-176.18333333,73.63333333,-43.25000000,1.00000000
h4,discovery,150,200,di_spread_down3+close_near_low+mtf_adx_rising,39,1.00000000,0.68218830,1.46587094,0.91033315,-119.11794872,62.56410256,-58.02820513,1.30769231
h4,validation,150,200,di_spread_down3+close_near_low+mtf_adx_rising,27,0.96296296,0.67309547,1.43064841,0.81716534,-146.27777778,88.71111111,-94.10370370,1.00000000
h4,oos,150,200,di_spread_down3+close_near_low+mtf_adx_rising,1,1.00000000,0.75422139,1.32587065,0.20654931,-59.90000000,48.70000000,-34.40000000,1.00000000
h4,discovery,150,200,price20_cross_down+pullback_bull+atr_expand,37,1.00000000,0.68218830,1.46587094,0.90594217,-208.75675676,76.70540541,-78.62432432,1.00000000
h4,validation,150,200,price20_cross_down+pullback_bull+atr_expand,6,1.00000000,0.67309547,1.48567335,0.60966571,-110.46666667,18.38333333,-54.46666667,1.16666667
h4,oos,150,200,price20_cross_down+pullback_bull+atr_expand,10,1.00000000,0.75422139,1.32587065,0.72246720,-163.12000000,64.98000000,-3.29000000,1.00000000
h4,discovery,150,200,di_spread_down3+price20_cross_down+pullback_bull,35,1.00000000,0.68218830,1.46587094,0.90109901,-203.70571429,97.63714286,-45.29142857,1.02857143
h4,validation,150,200,di_spread_down3+price20_cross_down+pullback_bull,5,1.00000000,0.67309547,1.48567335,0.56551754,-109.26000000,50.78000000,-44.48000000,1.00000000
h4,oos,150,200,di_spread_down3+price20_cross_down+pullback_bull,6,1.00000000,0.75422139,1.32587065,0.60966571,-176.18333333,73.63333333,-43.25000000,1.00000000
h4,discovery,150,200,di_spread_down3+strong_close_bear+volatility,35,1.00000000,0.68218830,1.46587094,0.90109901,-185.28857143,68.61714286,-75.25142857,1.02857143
h4,validation,150,200,di_spread_down3+strong_close_bear+volatility,16,1.00000000,0.67309547,1.48567335,0.80639232,-188.72500000,122.44375000,-19.47500000,1.00000000
h4,oos,150,200,di_spread_down3+strong_close_bear+volatility,11,1.00000000,0.75422139,1.32587065,0.74116703,-78.21818182,47.14545455,-19.33636364,1.00000000
h4,discovery,150,200,di_spread_down3+price20_cross_down+structure_lh,34,1.00000000,0.68218830,1.46587094,0.89848545,-222.86764706,104.92058824,-41.77352941,1.02941176
h4,validation,150,200,di_spread_down3+price20_cross_down+structure_lh,5,1.00000000,0.67309547,1.48567335,0.56551754,-129.02000000,56.76000000,-41.96000000,1.00000000
h4,oos,150,200,di_spread_down3+price20_cross_down+structure_lh,6,1.00000000,0.75422139,1.32587065,0.60966571,-176.18333333,73.63333333,-43.25000000,1.00000000
h4,discovery,150,200,di_spread_down3+price20_cross_down+range_compression,33,1.00000000,0.68218830,1.46587094,0.89573000,-213.01818182,105.01818182,-44.45757576,1.03030303
h4,validation,150,200,di_spread_down3+price20_cross_down+range_compression,6,1.00000000,0.67309547,1.48567335,0.60966571,-122.38333333,57.01666667,-39.08333333,1.00000000
h4,oos,150,200,di_spread_down3+price20_cross_down+range_compression,6,1.00000000,0.75422139,1.32587065,0.60966571,-176.18333333,73.63333333,-43.25000000,1.00000000
h4,discovery,150,200,rsi_down3+price20_cross_down+close_near_low,33,1.00000000,0.68218830,1.46587094,0.89573000,-172.04848485,70.07878788,-62.73939394,1.00000000
h4,validation,150,200,rsi_down3+price20_cross_down+close_near_low,5,1.00000000,0.67309547,1.48567335,0.56551754,-130.62000000,62.20000000,-36.86000000,1.00000000
h4,oos,150,200,rsi_down3+price20_cross_down+close_near_low,1,1.00000000,0.75422139,1.32587065,0.20654931,-86.20000000,90.70000000,-20.10000000,1.00000000
h4,discovery,150,200,rsi_down3+price20_cross_down+mtf_trend_bull,33,1.00000000,0.68218830,1.46587094,0.89573000,-244.37878788,94.91212121,-59.10303030,1.00000000
h4,validation,150,200,rsi_down3+price20_cross_down+mtf_trend_bull,9,1.00000000,0.67309547,1.48567335,0.70085495,-123.75555556,41.64444444,-45.87777778,1.00000000
h4,oos,150,200,rsi_down3+price20_cross_down+mtf_trend_bull,13,1.00000000,0.75422139,1.32587065,0.77190463,-145.80769231,63.02307692,-22.47692308,1.00000000
h4,discovery,150,200,rsi_down3+price20_cross_down+mtf_adx_rising,32,1.00000000,0.68218830,1.46587094,0.89282080,-232.18750000,103.76250000,-44.51875000,1.03125000
h4,validation,150,200,rsi_down3+price20_cross_down+mtf_adx_rising,8,1.00000000,0.67309547,1.48567335,0.67559244,-114.72500000,32.42500000,-53.28750000,1.00000000
h4,oos,150,200,rsi_down3+price20_cross_down+mtf_adx_rising,4,1.00000000,0.75422139,1.32587065,0.51010916,-219.75000000,90.75000000,-5.07500000,1.00000000
h4,discovery,150,200,di_spread_down3+price20_cross_down+mtf_adx_rising,32,1.00000000,0.68218830,1.46587094,0.89282080,-232.18750000,103.76250000,-44.51875000,1.03125000
h4,validation,150,200,di_spread_down3+price20_cross_down+mtf_adx_rising,3,1.00000000,0.67309547,1.48567335,0.43850297,-111.93333333,61.30000000,-43.76666667,1.00000000
h4,oos,150,200,di_spread_down3+price20_cross_down+mtf_adx_rising,4,1.00000000,0.75422139,1.32587065,0.51010916,-219.75000000,90.75000000,-5.07500000,1.00000000
h4,discovery,150,200,rsi_down3+price20_cross_down+atr_expand,32,1.00000000,0.68218830,1.46587094,0.89282080,-248.54062500,89.02187500,-56.72812500,1.00000000
