timeframe,direction,target_pips,conditions,samples,base_rate,hit_rate,rate_diff,lift
h4,bull,100,trend,3073,0.12519948,0.12886430,0.00366482,1.02927188
h4,bull,100,price20,3645,0.12519948,0.13415638,0.00895690,1.07154104
h4,bull,100,price200,3970,0.12519948,0.12619647,0.00099700,1.00796326
h4,bull,100,momentum,3561,0.12519948,0.11738276,-0.00781672,0.93756587
h4,bull,100,rsi_extreme,569,0.12519948,0.16168717,0.03648769,1.29143646
h4,bull,100,macd,3956,0.12519948,0.13549039,0.01029092,1.08219616
h4,bull,100,adx,3117,0.12519948,0.13249920,0.00729972,1.05830472
h4,bull,100,di,3744,0.12519948,0.13541667,0.01021719,1.08160728
h4,bull,100,volatility,2909,0.12519948,0.14953592,0.02433645,1.19438136
h4,bull,100,bb,3727,0.12519948,0.13388785,0.00868837,1.06939620
h4,bull,100,body,2993,0.12519948,0.14968259,0.02448311,1.19555285
h4,bull,100,trend+price20,1995,0.12519948,0.13634085,0.01114137,1.08898898
h4,bull,100,trend+price200,2940,0.12519948,0.12619048,0.00099100,1.00791536
h4,bull,100,trend+momentum,1755,0.12519948,0.10997151,-0.01522797,0.87837036
h4,bull,100,trend+macd,1769,0.12519948,0.14358395,0.01838447,1.14684141
h4,bull,100,trend+adx,1361,0.12519948,0.14180749,0.01660802,1.13265244
h4,bull,100,trend+di,2110,0.12519948,0.13412322,0.00892375,1.07127622
h4,bull,100,trend+volatility,1215,0.12519948,0.14732510,0.02212563,1.17672298
h4,bull,100,trend+bb,1974,0.12519948,0.13576494,0.01056547,1.08438906
h4,bull,100,trend+body,1297,0.12519948,0.15034695,0.02514748,1.20085928
h4,bull,100,price20+price200,2792,0.12519948,0.13753582,0.01233634,1.09853347
h4,bull,100,price20+momentum,2808,0.12519948,0.12286325,-0.00233623,0.98133994
h4,bull,100,price20+macd,3221,0.12519948,0.14032909,0.01512961,1.12084406
h4,bull,100,price20+adx,1649,0.12519948,0.13887204,0.01367257,1.10920625
h4,bull,100,price20+di,3344,0.12519948,0.13875598,0.01355650,1.10827923
h4,bull,100,price20+volatility,1353,0.12519948,0.14412417,0.01892469,1.15115631
h4,bull,100,price20+bb,3535,0.12519948,0.13606789,0.01086841,1.08680879
h4,bull,100,price20+body,1141,0.12519948,0.14285714,0.01765767,1.14103625
h4,bull,100,price200+momentum,2451,0.12519948,0.11750306,-0.00769642,0.93852676
h4,bull,100,price200+macd,2602,0.12519948,0.14181399,0.01661451,1.13270432
h4,bull,100,price200+adx,1765,0.12519948,0.13484419,0.00964471,1.07703479
h4,bull,100,price200+di,2875,0.12519948,0.13739130,0.01219183,1.09737921
h4,bull,100,price200+volatility,1550,0.12519948,0.14645161,0.02125214,1.16974620
h4,bull,100,price200+bb,2780,0.12519948,0.13741007,0.01221059,1.09752911
h4,bull,100,price200+body,1541,0.12519948,0.14341337,0.01821389,1.14547896
h4,bull,100,momentum+macd,2698,0.12519948,0.12861379,0.00341431,1.02727096
h4,bull,100,momentum+adx,1309,0.12519948,0.11306341,-0.01213607,0.90306612
h4,bull,100,momentum+di,2839,0.12519948,0.12398732,-0.00121216,0.99031818
h4,bull,100,momentum+volatility,1312,0.12519948,0.13109756,0.00589808,1.04710949
h4,bull,100,momentum+bb,2865,0.12519948,0.12216405,-0.00303543,0.97575526
h4,bull,100,momentum+body,1244,0.12519948,0.12781350,0.00261403,1.02087890
h4,bull,100,rsi_extreme+adx,445,0.12519948,0.14606742,0.02086794,1.16667752
h4,bull,100,rsi_extreme+volatility,355,0.12519948,0.20563380,0.08043433,1.64244937
h4,bull,100,rsi_extreme+body,361,0.12519948,0.21883657,0.09363709,1.74790318
h4,bull,100,macd+adx,1781,0.12519948,0.14430095,0.01910148,1.15256834
h4,bull,100,macd+di,3147,0.12519948,0.14331109,0.01811161,1.14466204
h4,bull,100,macd+volatility,1537,0.12519948,0.15159401,0.02639454,1.21081986
h4,bull,100,macd+bb,3382,0.12519948,0.13837966,0.01318018,1.10527344
h4,bull,100,macd+body,1406,0.12519948,0.14864865,0.02344917,1.18729448
h4,bull,100,adx+di,1694,0.12519948,0.13754427,0.01234480,1.09860102
h4,bull,100,adx+volatility,1647,0.12519948,0.15361263,0.02841315,1.22694305
h4,bull,100,adx+bb,1696,0.12519948,0.13915094,0.01395147,1.11143390
h4,bull,100,adx+body,1339,0.12519948,0.16280807,0.03760859,1.30038934
h4,bull,100,di+volatility,1385,0.12519948,0.14801444,0.02281496,1.18222890
h4,bull,100,di+bb,3364,0.12519948,0.13822830,0.01302882,1.10406451
h4,bull,100,di+body,1302,0.12519948,0.14439324,0.01919376,1.15330546
h4,bull,100,volatility+bb,1401,0.12519948,0.14204140,0.01684192,1.13452070
h4,bull,100,volatility+body,1378,0.12519948,0.18505080,0.05985132,1.47804769
h4,bull,100,bb+body,1204,0.12519948,0.14202658,0.01682710,1.13440232
h4,bull,100,trend+price20+price200,1995,0.12519948,0.13634085,0.01114137,1.08898898
h4,bull,100,trend+price20+momentum,1341,0.12519948,0.11558538,-0.00961409,0.92320979
h4,bull,100,trend+price20+macd,1666,0.12519948,0.14465786,0.01945839,1.15541906
h4,bull,100,trend+price20+adx,977,0.12519948,0.14431934,0.01911987,1.15271523
h4,bull,100,trend+price20+di,1895,0.12519948,0.13984169,0.01464221,1.11695105
h4,bull,100,trend+price20+volatility,722,0.12519948,0.14265928,0.01745980,1.13945587
h4,bull,100,trend+price20+bb,1923,0.12519948,0.13832553,0.01312606,1.10484113
h4,bull,100,trend+price20+body,652,0.12519948,0.14263804,0.01743856,1.13928620
h4,bull,100,trend+price200+momentum,1751,0.12519948,0.11022273,-0.01497675,0.88037691
h4,bull,100,trend+price200+macd,1765,0.12519948,0.14277620,0.01757673,1.14038977
h4,bull,100,trend+price200+adx,1335,0.12519948,0.14082397,0.01562449,1.12479679
h4,bull,100,trend+price200+di,2107,0.12519948,0.13383958,0.00864010,1.06901071
h4,bull,100,trend+price200+volatility,1140,0.12519948,0.14298246,0.01778298,1.14203716
h4,bull,100,trend+price200+bb,1974,0.12519948,0.13576494,0.01056547,1.08438906
h4,bull,100,trend+price200+body,1194,0.12519948,0.14237856,0.01717908,1.13721369
h4,bull,100,trend+momentum+macd,1115,0.12519948,0.12376682,-0.00143266,0.98855697
h4,bull,100,trend+momentum+adx,660,0.12519948,0.10151515,-0.02368433,0.81082728
h4,bull,100,trend+momentum+di,1437,0.12519948,0.11412665,-0.01107282,0.91155854
h4,bull,100,trend+momentum+volatility,623,0.12519948,0.12359551,-0.00160397,0.98718867
h4,bull,100,trend+momentum+bb,1325,0.12519948,0.11396226,-0.01123721,0.91024552
h4,bull,100,trend+momentum+body,647,0.12519948,0.11746522,-0.00773425,0.93822455
h4,bull,100,trend+macd+adx,819,0.12519948,0.16239316,0.03719368,1.29707540
h4,bull,100,trend+macd+di,1659,0.12519948,0.14526823,0.02006876,1.16029425
h4,bull,100,trend+macd+volatility,647,0.12519948,0.15146832,0.02626884,1.20981587
h4,bull,100,trend+macd+bb,1699,0.12519948,0.14243673,0.01723725,1.13767829
h4,bull,100,trend+macd+body,617,0.12519948,0.14262561,0.01742613,1.13918692
h4,bull,100,trend+adx+di,1075,0.12519948,0.13953488,0.01433541,1.11450053
h4,bull,100,trend+adx+volatility,661,0.12519948,0.14826021,0.02306073,1.18419194
h4,bull,100,trend+adx+bb,966,0.12519948,0.14389234,0.01869286,1.14930463
h4,bull,100,trend+adx+body,563,0.12519948,0.16873890,0.04353942,1.34776040
h4,bull,100,trend+di+volatility,776,0.12519948,0.13917526,0.01397578,1.11162810
h4,bull,100,trend+di+bb,1884,0.12519948,0.13906582,0.01386634,1.11075397
h4,bull,100,trend+di+body,754,0.12519948,0.13395225,0.00875278,1.06991065
h4,bull,100,trend+volatility+bb,718,0.12519948,0.14066852,0.01546905,1.12355520
h4,bull,100,trend+volatility+body,580,0.12519948,0.17413793,0.04893845,1.39088385
h4,bull,100,trend+bb+body,655,0.12519948,0.13587786,0.01067838,1.08529097
h4,bull,100,price20+price200+momentum,1970,0.12519948,0.12335025,-0.00184922,0.98522978
h4,bull,100,price20+price200+macd,2416,0.12519948,0.14445364,0.01925416,1.15378790
h4,bull,100,price20+price200+adx,1319,0.12519948,0.14253222,0.01733274,1.13844102
h4,bull,100,price20+price200+di,2624,0.12519948,0.14176829,0.01656881,1.13233933
h4,bull,100,price20+price200+volatility,1029,0.12519948,0.14965986,0.02446039,1.19537131
h4,bull,100,price20+price200+bb,2707,0.12519948,0.13963798,0.01443850,1.11532395
h4,bull,100,price20+price200+body,886,0.12519948,0.14672686,0.02152738,1.17194468
h4,bull,100,price20+momentum+macd,2404,0.12519948,0.12978369,0.00458422,1.03661530
h4,bull,100,price20+momentum+adx,1048,0.12519948,0.11450382,-0.01069566,0.91457104
h4,bull,100,price20+momentum+di,2516,0.12519948,0.12718601,0.00198653,1.01586693
h4,bull,100,price20+momentum+volatility,1011,0.12519948,0.13155292,0.00635344,1.05074654
h4,bull,100,price20+momentum+bb,2703,0.12519948,0.12467629,-0.00052319,0.99582113
h4,bull,100,price20+momentum+body,852,0.12519948,0.13028169,0.00508221,1.04059292
h4,bull,100,price20+macd+adx,1432,0.12519948,0.14804469,0.02284522,1.18247053
h4,bull,100,price20+macd+di,2986,0.12519948,0.14400536,0.01880588,1.15020734
h4,bull,100,price20+macd+volatility,1207,0.12519948,0.14747307,0.02227360,1.17790486
h4,bull,100,price20+macd+bb,3205,0.12519948,0.14040562,0.01520614,1.12145529
h4,bull,100,price20+macd+body,1010,0.12519948,0.14554455,0.02034508,1.16250129
h4,bull,100,price20+adx+di,1532,0.12519948,0.14295039,0.01775091,1.14178105
h4,bull,100,price20+adx+volatility,766,0.12519948,0.14229765,0.01709817,1.13656744
h4,bull,100,price20+adx+bb,1607,0.12519948,0.14001245,0.01481297,1.11831493
h4,bull,100,price20+adx+body,531,0.12519948,0.15065913,0.02545966,1.20335273
h4,bull,100,price20+di+volatility,1227,0.12519948,0.14832926,0.02312978,1.18474343
h4,bull,100,price20+di+bb,3273,0.12519948,0.13993278,0.01473331,1.11767865
h4,bull,100,price20+di+body,1058,0.12519948,0.14744802,0.02224854,1.17770471
h4,bull,100,price20+volatility+bb,1317,0.12519948,0.14502658,0.01982710,1.15836406
h4,bull,100,price20+volatility+body,463,0.12519948,0.14686825,0.02166877,1.17307399
h4,bull,100,price20+bb+body,1109,0.12519948,0.14156898,0.01636950,1.13074738
h4,bull,100,price200+momentum+macd,1746,0.12519948,0.13058419,0.00538471,1.04300908
h4,bull,100,price200+momentum+adx,914,0.12519948,0.10831510,-0.01688438,0.86514018
h4,bull,100,price200+momentum+di,2030,0.12519948,0.12364532,-0.00155416,0.98758655
h4,bull,100,price200+momentum+volatility,894,0.12519948,0.13534676,0.01014728,1.08104889
h4,bull,100,price200+momentum+bb,1960,0.12519948,0.12295918,-0.00224029,0.98210620
h4,bull,100,price200+momentum+body,850,0.12519948,0.13058824,0.00538876,1.04304137
h4,bull,100,price200+macd+adx,1161,0.12519948,0.15417743,0.02897796,1.23145428
h4,bull,100,price200+macd+di,2371,0.12519948,0.14677351,0.02157404,1.17231730
h4,bull,100,price200+macd+volatility,966,0.12519948,0.15527950,0.03008003,1.24025680
h4,bull,100,price200+macd+bb,2464,0.12519948,0.14285714,0.01765767,1.14103625
h4,bull,100,price200+macd+body,879,0.12519948,0.14903299,0.02383351,1.19036433
h4,bull,100,price200+adx+di,1393,0.12519948,0.13998564,0.01478616,1.11810085
h4,bull,100,price200+adx+volatility,844,0.12519948,0.14810427,0.02290479,1.18294635
h4,bull,100,price200+adx+bb,1312,0.12519948,0.14253049,0.01733101,1.13842718
h4,bull,100,price200+adx+body,685,0.12519948,0.16058394,0.03538446,1.28262469
h4,bull,100,price200+di+volatility,1072,0.12519948,0.14925373,0.02405425,1.19212743
h4,bull,100,price200+di+bb,2613,0.12519948,0.14121699,0.01601751,1.12793595
h4,bull,100,price200+di+body,994,0.12519948,0.14084507,0.01564559,1.12496532
h4,bull,100,price200+volatility+bb,1032,0.12519948,0.14922481,0.02402533,1.19189640
h4,bull,100,price200+volatility+body,667,0.12519948,0.17541229,0.05021282,1.40106250
h4,bull,100,price200+bb+body,898,0.12519948,0.14253898,0.01733950,1.13849497
h4,bull,100,momentum+macd+adx,933,0.12519948,0.12861736,0.00341789,1.02729952
h4,bull,100,momentum+macd+di,2308,0.12519948,0.13214905,0.00694957,1.05550797
h4,bull,100,momentum+macd+volatility,997,0.12519948,0.13941825,0.01421878,1.11356898
h4,bull,100,momentum+macd+bb,2540,0.12519948,0.12716535,0.00196588,1.01570196
h4,bull,100,momentum+macd+body,896,0.12519948,0.13616071,0.01096124,1.08755018
h4,bull,100,momentum+adx+di,1069,0.12519948,0.11318990,-0.01200958,0.90407643
h4,bull,100,momentum+adx+volatility,646,0.12519948,0.12538700,0.00018752,1.00149776
h4,bull,100,momentum+adx+bb,1071,0.12519948,0.11391223,-0.01128725,0.90984590
h4,bull,100,momentum+adx+body,487,0.12519948,0.13141684,0.00621736,1.04965963
h4,bull,100,momentum+di+volatility,1013,0.12519948,0.13425469,0.00905521,1.07232627
h4,bull,100,momentum+di+bb,2533,0.12519948,0.12672720,0.00152772,1.01220231
h4,bull,100,momentum+di+body,967,0.12519948,0.13236815,0.00716867,1.05725800
h4,bull,100,momentum+volatility+bb,1044,0.12519948,0.12931034,0.00411087,1.03283454
h4,bull,100,momentum+volatility+body,496,0.12519948,0.13911290,0.01391343,1.11113006
h4,bull,100,momentum+bb+body,903,0.12519948,0.12735327,0.00215379,1.01720286
h4,bull,100,rsi_extreme+adx+volatility,286,0.12519948,0.19580420,0.07060472,1.56393780
h4,bull,100,rsi_extreme+adx+body,268,0.12519948,0.20149254,0.07629306,1.60937203
h4,bull,100,rsi_extreme+volatility+body,232,0.12519948,0.27586207,0.15066259,2.20338035
h4,bull,100,macd+adx+di,1367,0.12519948,0.15142648,0.02622700,1.20948173
h4,bull,100,macd+adx+volatility,885,0.12519948,0.15141243,0.02621295,1.20936950
h4,bull,100,macd+adx+bb,1508,0.12519948,0.14721485,0.02201538,1.17584240
h4,bull,100,macd+adx+body,641,0.12519948,0.16068643,0.03548695,1.28344327
h4,bull,100,macd+di+volatility,1171,0.12519948,0.15200683,0.02680735,1.21411714
h4,bull,100,macd+di+bb,3059,0.12519948,0.14253024,0.01733076,1.13842519
h4,bull,100,macd+di+body,1053,0.12519948,0.15194682,0.02674734,1.21363780
h4,bull,100,macd+volatility+bb,1283,0.12519948,0.14497272,0.01977324,1.15793391
h4,bull,100,macd+volatility+body,581,0.12519948,0.17039587,0.04519639,1.36099505
h4,bull,100,macd+bb+body,1098,0.12519948,0.14571949,0.02052001,1.16389855
h4,bull,100,adx+di+volatility,790,0.12519948,0.13797468,0.01277521,1.10203881
h4,bull,100,adx+di+bb,1530,0.12519948,0.14313725,0.01793778,1.14327358
h4,bull,100,adx+di+body,597,0.12519948,0.14907873,0.02387925,1.19072962
h4,bull,100,adx+volatility+bb,799,0.12519948,0.14142678,0.01622731,1.12961161
h4,bull,100,adx+volatility+body,769,0.12519948,0.19375813,0.06855865,1.54759533
h4,bull,100,adx+bb+body,560,0.12519948,0.15178571,0.02658624,1.21235102
h4,bull,100,di+volatility+bb,1236,0.12519948,0.14644013,0.02124065,1.16965448
h4,bull,100,di+volatility+body,525,0.12519948,0.15428571,0.02908624,1.23231915
h4,bull,100,di+bb+body,1089,0.12519948,0.14508724,0.01988776,1.15884857
h4,bull,100,volatility+bb+body,485,0.12519948,0.14639175,0.02119227,1.16926808
h4,bull,100,trend+price20+price200+momentum,1341,0.12519948,0.11558538,-0.00961409,0.92320979
h4,bull,100,trend+price20+price200+macd,1666,0.12519948,0.14465786,0.01945839,1.15541906
h4,bull,100,trend+price20+price200+adx,977,0.12519948,0.14431934,0.01911987,1.15271523
h4,bull,100,trend+price20+price200+di,1895,0.12519948,0.13984169,0.01464221,1.11695105
h4,bull,100,trend+price20+price200+volatility,722,0.12519948,0.14265928,0.01745980,1.13945587
h4,bull,100,trend+price20+price200+bb,1923,0.12519948,0.13832553,0.01312606,1.10484113
h4,bull,100,trend+price20+price200+body,652,0.12519948,0.14263804,0.01743856,1.13928620
h4,bull,100,trend+price20+momentum+macd,1032,0.12519948,0.12403101,-0.00116847,0.99066713
h4,bull,100,trend+price20+momentum+adx,491,0.12519948,0.09979633,-0.02540314,0.79709864
h4,bull,100,trend+price20+momentum+di,1247,0.12519948,0.11868484,-0.00651463,0.94796596
h4,bull,100,trend+price20+momentum+volatility,457,0.12519948,0.12472648,-0.00047300,0.99622202
h4,bull,100,trend+price20+momentum+bb,1274,0.12519948,0.11695447,-0.00824500,0.93414506
h4,bull,100,trend+price20+momentum+body,433,0.12519948,0.12240185,-0.00279763,0.97765462
h4,bull,100,trend+price20+macd+adx,797,0.12519948,0.15934755,0.03414808,1.27274935
h4,bull,100,trend+price20+macd+di,1616,0.12519948,0.14603960,0.02084013,1.16645538
h4,bull,100,trend+price20+macd+volatility,605,0.12519948,0.15041322,0.02521375,1.20138858
h4,bull,100,trend+price20+macd+bb,1660,0.12519948,0.14457831,0.01937884,1.15478368
h4,bull,100,trend+price20+macd+body,550,0.12519948,0.14181818,0.01661870,1.13273781
h4,bull,100,trend+price20+adx+di,956,0.12519948,0.14748954,0.02229006,1.17803638
h4,bull,100,trend+price20+adx+volatility,434,0.12519948,0.14055300,0.01535352,1.12263244
h4,bull,100,trend+price20+adx+bb,947,0.12519948,0.14572334,0.02052386,1.16392927
h4,bull,100,trend+price20+adx+body,319,0.12519948,0.15673981,0.03154033,1.25192065
h4,bull,100,trend+price20+di+volatility,688,0.12519948,0.14680233,0.02160285,1.17254743
h4,bull,100,trend+price20+di+bb,1849,0.12519948,0.14061655,0.01541707,1.12314006
h4,bull,100,trend+price20+di+body,621,0.12519948,0.14331723,0.01811775,1.14471109
h4,bull,100,trend+price20+volatility+bb,698,0.12519948,0.14326648,0.01806700,1.14430570
h4,bull,100,trend+price20+volatility+body,263,0.12519948,0.14068441,0.01548493,1.12368209
h4,bull,100,trend+price20+bb+body,629,0.12519948,0.13831479,0.01311531,1.10475529
h4,bull,100,trend+price200+momentum+macd,1115,0.12519948,0.12376682,-0.00143266,0.98855697
h4,bull,100,trend+price200+momentum+adx,659,0.12519948,0.10166920,-0.02353028,0.81205767
h4,bull,100,trend+price200+momentum+di,1436,0.12519948,0.11420613,-0.01099335,0.91219333
h4,bull,100,trend+price200+momentum+volatility,622,0.12519948,0.12379421,-0.00140527,0.98877579
h4,bull,100,trend+price200+momentum+bb,1325,0.12519948,0.11396226,-0.01123721,0.91024552
h4,bull,100,trend+price200+momentum+body,645,0.12519948,0.11782946,-0.00737002,0.94113378
h4,bull,100,trend+price200+macd+adx,818,0.12519948,0.16136919,0.03616972,1.28889670
h4,bull,100,trend+price200+macd+di,1658,0.12519948,0.14475271,0.01955324,1.15617666
h4,bull,100,trend+price200+macd+volatility,645,0.12519948,0.15038760,0.02518812,1.20118390
h4,bull,100,trend+price200+macd+bb,1699,0.12519948,0.14243673,0.01723725,1.13767829
h4,bull,100,trend+price200+macd+body,613,0.12519948,0.14029364,0.01509416,1.12056089
h4,bull,100,trend+price200+adx+di,1073,0.12519948,0.13886300,0.01366352,1.10913403
h4,bull,100,trend+price200+adx+volatility,642,0.12519948,0.14953271,0.02433323,1.19435570
h4,bull,100,trend+price200+adx+bb,966,0.12519948,0.14389234,0.01869286,1.14930463
h4,bull,100,trend+price200+adx+body,543,0.12519948,0.16574586,0.04054638,1.32385422
h4,bull,100,trend+price200+di+volatility,775,0.12519948,0.13935484,0.01415536,1.11306246
h4,bull,100,trend+price200+di+bb,1884,0.12519948,0.13906582,0.01386634,1.11075397
h4,bull,100,trend+price200+di+body,753,0.12519948,0.13280212,0.00760265,1.06072427
h4,bull,100,trend+price200+volatility+bb,718,0.12519948,0.14066852,0.01546905,1.12355520
h4,bull,100,trend+price200+volatility+body,519,0.12519948,0.16377649,0.03857702,1.30812441
h4,bull,100,trend+price200+bb+body,655,0.12519948,0.13587786,0.01067838,1.08529097
h4,bull,100,trend+momentum+macd+adx,348,0.12519948,0.12643678,0.00123730,1.00988266
h4,bull,100,trend+momentum+macd+di,1030,0.12519948,0.12330097,-0.00189851,0.98483614
h4,bull,100,trend+momentum+macd+volatility,381,0.12519948,0.13910761,0.01390813,1.11108779
h4,bull,100,trend+momentum+macd+bb,1070,0.12519948,0.12056075,-0.00463873,0.96294929
h4,bull,100,trend+momentum+macd+body,389,0.12519948,0.12339332,-0.00180616,0.98557373
h4,bull,100,trend+momentum+adx+di,574,0.12519948,0.09930314,-0.02589634,0.79315935
h4,bull,100,trend+momentum+adx+volatility,307,0.12519948,0.11726384,-0.00793563,0.93661608
h4,bull,100,trend+momentum+adx+bb,480,0.12519948,0.09791667,-0.02728281,0.78208526
h4,bull,100,trend+momentum+adx+body,263,0.12519948,0.12927757,0.00407809,1.03257273
h4,bull,100,trend+momentum+di+volatility,500,0.12519948,0.12200000,-0.00319948,0.97444496
h4,bull,100,trend+momentum+di+bb,1237,0.12519948,0.11721908,-0.00798040,0.93625853
h4,bull,100,trend+momentum+di+body,518,0.12519948,0.11389961,-0.01129986,0.90974512
h4,bull,100,trend+momentum+volatility+bb,453,0.12519948,0.12141280,-0.00378667,0.96975487
h4,bull,100,trend+momentum+volatility+body,261,0.12519948,0.12643678,0.00123730,1.00988266
h4,bull,100,trend+momentum+bb+body,436,0.12519948,0.11238532,-0.01281416,0.89765008
h4,bull,100,trend+macd+adx+di,798,0.12519948,0.16290727,0.03770779,1.30118169
h4,bull,100,trend+macd+adx+volatility,375,0.12519948,0.15200000,0.02680052,1.21406257
h4,bull,100,trend+macd+adx+bb,807,0.12519948,0.15861214,0.03341267,1.26687544
h4,bull,100,trend+macd+adx+body,281,0.12519948,0.16725979,0.04206031,1.33594636
h4,bull,100,trend+macd+di+volatility,606,0.12519948,0.15016502,0.02496554,1.19940609
h4,bull,100,trend+macd+di+bb,1640,0.12519948,0.14451220,0.01931272,1.15425557
h4,bull,100,trend+macd+di+body,566,0.12519948,0.13957597,0.01437649,1.11482871
h4,bull,100,trend+macd+volatility+bb,621,0.12519948,0.14814815,0.02294867,1.18329685
h4,bull,100,trend+macd+volatility+body,245,0.12519948,0.14285714,0.01765767,1.14103625
h4,bull,100,trend+macd+bb+body,571,0.12519948,0.13835377,0.01315429,1.10506663
h4,bull,100,trend+adx+di+volatility,487,0.12519948,0.13141684,0.00621736,1.04965963
h4,bull,100,trend+adx+di+bb,945,0.12519948,0.14708995,0.02189047,1.17484473
h4,bull,100,trend+adx+di+body,386,0.12519948,0.14766839,0.02246892,1.17946493
h4,bull,100,trend+adx+volatility+bb,430,0.12519948,0.13720930,0.01200982,1.09592552
h4,bull,100,trend+adx+volatility+body,310,0.12519948,0.17741935,0.05221988,1.41709341
h4,bull,100,trend+adx+bb+body,318,0.12519948,0.15094340,0.02574392,1.20562321
h4,bull,100,trend+di+volatility+bb,686,0.12519948,0.14577259,0.02057312,1.16432271
h4,bull,100,trend+di+volatility+body,309,0.12519948,0.12621359,0.00101411,1.00809999
h4,bull,100,trend+di+bb+body,625,0.12519948,0.13760000,0.01240052,1.09904612
h4,bull,100,trend+volatility+bb+body,266,0.12519948,0.13157895,0.00637947,1.05095444
h4,bull,100,price20+price200+momentum+macd,1614,0.12519948,0.13135068,0.00615120,1.04913123
h4,bull,100,price20+price200+momentum+adx,725,0.12519948,0.10896552,-0.01623396,0.87033524
h4,bull,100,price20+price200+momentum+di,1811,0.12519948,0.12755384,0.00235436,1.01880487
h4,bull,100,price20+price200+momentum+volatility,693,0.12519948,0.13564214,0.01044266,1.08340816
h4,bull,100,price20+price200+momentum+bb,1890,0.12519948,0.12539683,0.00019735,1.00157627
h4,bull,100,price20+price200+momentum+body,606,0.12519948,0.13366337,0.00846389,1.06760323
h4,bull,100,price20+price200+macd+adx,1115,0.12519948,0.15426009,0.02906061,1.23211448
h4,bull,100,price20+price200+macd+di,2302,0.12519948,0.14769765,0.02249818,1.17969864
h4,bull,100,price20+price200+macd+volatility,897,0.12519948,0.15384615,0.02864668,1.22880827
h4,bull,100,price20+price200+macd+bb,2403,0.12519948,0.14481898,0.01961950,1.15670591
h4,bull,100,price20+price200+macd+body,769,0.12519948,0.14824447,0.02304500,1.18406623
h4,bull,100,price20+price200+adx+di,1271,0.12519948,0.14634146,0.02114199,1.16886640
h4,bull,100,price20+price200+adx+volatility,590,0.12519948,0.14745763,0.02225815,1.17778149
h4,bull,100,price20+price200+adx+bb,1284,0.12519948,0.14408100,0.01888152,1.15081148
h4,bull,100,price20+price200+adx+body,424,0.12519948,0.16037736,0.03517788,1.28097466
h4,bull,100,price20+price200+di+volatility,966,0.12519948,0.15320911,0.02800963,1.22372004
h4,bull,100,price20+price200+di+bb,2569,0.12519948,0.14285714,0.01765767,1.14103625
h4,bull,100,price20+price200+di+body,840,0.12519948,0.14761905,0.02241957,1.17907079
h4,bull,100,price20+price200+volatility+bb,1001,0.12519948,0.15084915,0.02564967,1.20487045
h4,bull,100,price20+price200+volatility+body,363,0.12519948,0.15977961,0.03458014,1.27620033
h4,bull,100,price20+price200+bb+body,860,0.12519948,0.14418605,0.01898657,1.15165054
h4,bull,100,price20+momentum+macd+adx,850,0.12519948,0.12588235,0.00068288,1.00545430
h4,bull,100,price20+momentum+macd+di,2178,0.12519948,0.13314968,0.00795020,1.06350027
h4,bull,100,price20+momentum+macd+volatility,873,0.12519948,0.13516609,0.00996662,1.07960589
h4,bull,100,price20+momentum+macd+bb,2393,0.12519948,0.12954450,0.00434503,1.03470483
h4,bull,100,price20+momentum+macd+body,726,0.12519948,0.13498623,0.00978675,1.07816924
h4,bull,100,price20+momentum+adx+di,932,0.12519948,0.11802575,-0.00717373,0.94270162
h4,bull,100,price20+momentum+adx+volatility,504,0.12519948,0.12301587,-0.00218360,0.98255900
h4,bull,100,price20+momentum+adx+bb,1006,0.12519948,0.11530815,-0.00989133,0.92099546
h4,bull,100,price20+momentum+adx+body,345,0.12519948,0.13043478,0.00523530,1.04181571
h4,bull,100,price20+momentum+di+volatility,885,0.12519948,0.13559322,0.01039374,1.08301746
h4,bull,100,price20+momentum+di+bb,2446,0.12519948,0.12837285,0.00317338,1.02534656
h4,bull,100,price20+momentum+di+body,771,0.12519948,0.13488975,0.00969028,1.07739869
h4,bull,100,price20+momentum+volatility+bb,975,0.12519948,0.13230769,0.00710821,1.05677511
h4,bull,100,price20+momentum+volatility+body,336,0.12519948,0.13095238,0.00575290,1.04594990
h4,bull,100,price20+momentum+bb+body,820,0.12519948,0.12804878,0.00284930,1.02275810
h4,bull,100,price20+macd+adx+di,1326,0.12519948,0.15233786,0.02713838,1.21676113
h4,bull,100,price20+macd+adx+volatility,680,0.12519948,0.14705882,0.02185935,1.17459614
h4,bull,100,price20+macd+adx+bb,1428,0.12519948,0.14775910,0.02255963,1.18018946
h4,bull,100,price20+macd+adx+body,469,0.12519948,0.15138593,0.02618645,1.20915782
h4,bull,100,price20+macd+di+volatility,1107,0.12519948,0.15085818,0.02565870,1.20494253
h4,bull,100,price20+macd+di+bb,2979,0.12519948,0.14400806,0.01880858,1.15022889
h4,bull,100,price20+macd+di+body,949,0.12519948,0.14963119,0.02443171,1.19514229
h4,bull,100,price20+macd+volatility+bb,1204,0.12519948,0.14784053,0.02264105,1.18083984
h4,bull,100,price20+macd+volatility+body,410,0.12519948,0.14390244,0.01870296,1.14938530
h4,bull,100,price20+macd+bb+body,1007,0.12519948,0.14498510,0.01978563,1.15803282
h4,bull,100,price20+adx+di+volatility,705,0.12519948,0.14751773,0.02231825,1.17826155
h4,bull,100,price20+adx+di+bb,1498,0.12519948,0.14419226,0.01899278,1.15170014
