timeframe,direction,target_pips,conditions,samples,base_rate,hit_rate,rate_diff,lift
h4,bull,300,trend+momentum+volatility,623,0.00449732,0.00642055,0.00192323,1.42763941
h4,bull,300,trend+momentum+bb,1325,0.00449732,0.00301887,-0.00147845,0.67125989
h4,bull,300,trend+momentum+body,647,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+macd+adx,819,0.00449732,0.01221001,0.00771270,2.71495530
h4,bull,300,trend+macd+di,1659,0.00449732,0.00663050,0.00213318,1.47432383
h4,bull,300,trend+macd+volatility,647,0.00449732,0.00618238,0.00168506,1.37468216
h4,bull,300,trend+macd+bb,1699,0.00449732,0.00647440,0.00197708,1.43961343
h4,bull,300,trend+macd+body,617,0.00449732,0.00324149,-0.00125583,0.72076123
h4,bull,300,trend+adx+di,1075,0.00449732,0.00930233,0.00480501,2.06841710
h4,bull,300,trend+adx+volatility,661,0.00449732,0.01059002,0.00609270,2.35474111
h4,bull,300,trend+adx+bb,966,0.00449732,0.01035197,0.00585465,2.30180992
h4,bull,300,trend+adx+body,563,0.00449732,0.00888099,0.00438368,1.97473214
h4,bull,300,trend+di+volatility,776,0.00449732,0.00515464,0.00065732,1.14615896
h4,bull,300,trend+di+bb,1884,0.00449732,0.00583864,0.00134133,1.29825012
h4,bull,300,trend+di+body,754,0.00449732,0.00265252,-0.00184480,0.58980063
h4,bull,300,trend+volatility+bb,718,0.00449732,0.00557103,0.00107371,1.23874562
h4,bull,300,trend+volatility+body,580,0.00449732,0.00862069,0.00412337,1.91685206
h4,bull,300,trend+bb+body,655,0.00449732,0.00305344,-0.00144388,0.67894607
h4,bull,300,price20+price200+momentum,1970,0.00449732,0.00355330,-0.00094402,0.79009334
h4,bull,300,price20+price200+macd,2416,0.00449732,0.00579470,0.00129739,1.28848003
h4,bull,300,price20+price200+adx,1319,0.00449732,0.00833965,0.00384234,1.85436181
h4,bull,300,price20+price200+di,2624,0.00449732,0.00533537,0.00083805,1.18634441
h4,bull,300,price20+price200+volatility,1029,0.00449732,0.00485909,0.00036177,1.08044139
h4,bull,300,price20+price200+bb,2707,0.00449732,0.00517178,0.00067446,1.14996961
h4,bull,300,price20+price200+body,886,0.00449732,0.00451467,0.00001736,1.00385932
h4,bull,300,price20+momentum+macd,2404,0.00449732,0.00415973,-0.00033758,0.92493693
h4,bull,300,price20+momentum+adx,1048,0.00449732,0.00572519,0.00122787,1.27302389
h4,bull,300,price20+momentum+di,2516,0.00449732,0.00397456,-0.00052275,0.88376327
h4,bull,300,price20+momentum+volatility,1011,0.00449732,0.00593472,0.00143740,1.31961329
h4,bull,300,price20+momentum+bb,2703,0.00449732,0.00369959,-0.00079772,0.82262241
h4,bull,300,price20+momentum+body,852,0.00449732,0.00586854,0.00137123,1.30489929
h4,bull,300,price20+macd+adx,1432,0.00449732,0.00907821,0.00458090,2.01858443
h4,bull,300,price20+macd+di,2986,0.00449732,0.00602813,0.00153082,1.34038416
h4,bull,300,price20+macd+volatility,1207,0.00449732,0.00662800,0.00213069,1.47376861
h4,bull,300,price20+macd+bb,3205,0.00449732,0.00561622,0.00111891,1.24879473
h4,bull,300,price20+macd+body,1010,0.00449732,0.00792079,0.00342348,1.76122645
h4,bull,300,price20+adx+di,1532,0.00449732,0.00848564,0.00398832,1.88682304
h4,bull,300,price20+adx+volatility,766,0.00449732,0.00783290,0.00333558,1.74168281
h4,bull,300,price20+adx+bb,1607,0.00449732,0.00808961,0.00359229,1.79876347
h4,bull,300,price20+adx+body,531,0.00449732,0.00753296,0.00303564,1.67498937
h4,bull,300,price20+di+volatility,1227,0.00449732,0.00651997,0.00202265,1.44974630
h4,bull,300,price20+di+bb,3273,0.00449732,0.00549954,0.00100223,1.22284971
h4,bull,300,price20+di+body,1058,0.00449732,0.00756144,0.00306412,1.68132203
h4,bull,300,price20+volatility+bb,1317,0.00449732,0.00607441,0.00157710,1.35067480
h4,bull,300,price20+volatility+body,463,0.00449732,0.00647948,0.00198217,1.44074410
h4,bull,300,price20+bb+body,1109,0.00449732,0.00721371,0.00271639,1.60400244
h4,bull,300,price200+momentum+macd,1746,0.00449732,0.00400916,-0.00048815,0.89145697
h4,bull,300,price200+momentum+adx,914,0.00449732,0.00547046,0.00097314,1.21638314
h4,bull,300,price200+momentum+di,2030,0.00449732,0.00344828,-0.00104904,0.76674082
h4,bull,300,price200+momentum+volatility,894,0.00449732,0.00559284,0.00109553,1.24359529
h4,bull,300,price200+momentum+bb,1960,0.00449732,0.00357143,-0.00092589,0.79412442
h4,bull,300,price200+momentum+body,850,0.00449732,0.00235294,-0.00214437,0.52318786
h4,bull,300,price200+macd+adx,1161,0.00449732,0.00947459,0.00497727,2.10672112
h4,bull,300,price200+macd+di,2371,0.00449732,0.00590468,0.00140737,1.31293452
h4,bull,300,price200+macd+volatility,966,0.00449732,0.00517598,0.00067867,1.15090496
h4,bull,300,price200+macd+bb,2464,0.00449732,0.00568182,0.00118450,1.26337977
h4,bull,300,price200+macd+body,879,0.00449732,0.00455063,0.00005331,1.01185365
h4,bull,300,price200+adx+di,1393,0.00449732,0.00789663,0.00339931,1.75585300
h4,bull,300,price200+adx+volatility,844,0.00449732,0.00947867,0.00498136,2.10762880
h4,bull,300,price200+adx+bb,1312,0.00449732,0.00838415,0.00388683,1.86425551
h4,bull,300,price200+adx+body,685,0.00449732,0.00729927,0.00280195,1.62302802
h4,bull,300,price200+di+volatility,1072,0.00449732,0.00466418,0.00016686,1.03710279
h4,bull,300,price200+di+bb,2613,0.00449732,0.00535783,0.00086051,1.19133859
h4,bull,300,price200+di+body,994,0.00449732,0.00402414,-0.00047317,0.89478808
h4,bull,300,price200+volatility+bb,1032,0.00449732,0.00484496,0.00034765,1.07730058
h4,bull,300,price200+volatility+body,667,0.00449732,0.00749625,0.00299894,1.66682788
h4,bull,300,price200+bb+body,898,0.00449732,0.00445434,-0.00004297,0.99044472
h4,bull,300,momentum+macd+adx,933,0.00449732,0.00643087,0.00193355,1.42993465
h4,bull,300,momentum+macd+di,2308,0.00449732,0.00433276,-0.00016456,0.96340918
h4,bull,300,momentum+macd+volatility,997,0.00449732,0.00601805,0.00152074,1.33814346
h4,bull,300,momentum+macd+bb,2540,0.00449732,0.00433071,-0.00016661,0.96295403
h4,bull,300,momentum+macd+body,896,0.00449732,0.00669643,0.00219911,1.48898329
h4,bull,300,momentum+adx+di,1069,0.00449732,0.00561272,0.00111541,1.24801593
h4,bull,300,momentum+adx+volatility,646,0.00449732,0.00928793,0.00479061,2.06521522
h4,bull,300,momentum+adx+bb,1071,0.00449732,0.00560224,0.00110492,1.24568537
h4,bull,300,momentum+adx+body,487,0.00449732,0.00410678,-0.00039054,0.91316156
h4,bull,300,momentum+di+volatility,1013,0.00449732,0.00592300,0.00142568,1.31700793
h4,bull,300,momentum+di+bb,2533,0.00449732,0.00394789,-0.00054943,0.87783197
h4,bull,300,momentum+di+body,967,0.00449732,0.00517063,0.00067331,1.14971478
h4,bull,300,momentum+volatility+bb,1044,0.00449732,0.00574713,0.00124981,1.27790137
h4,bull,300,momentum+volatility+body,496,0.00449732,0.00403226,-0.00046506,0.89659209
h4,bull,300,momentum+bb+body,903,0.00449732,0.00664452,0.00214720,1.47744079
h4,bull,300,rsi_extreme+adx+volatility,286,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,rsi_extreme+adx+body,268,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,rsi_extreme+volatility+body,232,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,macd+adx+di,1367,0.00449732,0.00950988,0.00501256,2.11456686
h4,bull,300,macd+adx+volatility,885,0.00449732,0.00790960,0.00341229,1.75873884
h4,bull,300,macd+adx+bb,1508,0.00449732,0.00862069,0.00412337,1.91685206
h4,bull,300,macd+adx+body,641,0.00449732,0.00780031,0.00330300,1.73443712
h4,bull,300,macd+di+volatility,1171,0.00449732,0.00683177,0.00233445,1.51907661
h4,bull,300,macd+di+bb,3059,0.00449732,0.00588428,0.00138696,1.30839722
h4,bull,300,macd+di+body,1053,0.00449732,0.00759734,0.00310002,1.68930552
h4,bull,300,macd+volatility+bb,1283,0.00449732,0.00623539,0.00173807,1.38646821
h4,bull,300,macd+volatility+body,581,0.00449732,0.00688468,0.00238737,1.53084226
h4,bull,300,macd+bb+body,1098,0.00449732,0.00819672,0.00369941,1.82258065
h4,bull,300,adx+di+volatility,790,0.00449732,0.00759494,0.00309762,1.68877093
h4,bull,300,adx+di+bb,1530,0.00449732,0.00849673,0.00399942,1.88928948
h4,bull,300,adx+di+body,597,0.00449732,0.00670017,0.00220285,1.48981466
h4,bull,300,adx+volatility+bb,799,0.00449732,0.00750939,0.00301207,1.66974848
h4,bull,300,adx+volatility+body,769,0.00449732,0.00910273,0.00460541,2.02403624
h4,bull,300,adx+bb+body,560,0.00449732,0.00714286,0.00264554,1.58824885
h4,bull,300,di+volatility+bb,1236,0.00449732,0.00647249,0.00197518,1.43918989
h4,bull,300,di+volatility+body,525,0.00449732,0.00571429,0.00121697,1.27059908
h4,bull,300,di+bb+body,1089,0.00449732,0.00734619,0.00284887,1.63346071
h4,bull,300,volatility+bb+body,485,0.00449732,0.00618557,0.00168825,1.37539075
h4,bull,300,trend+price20+price200+momentum,1341,0.00449732,0.00298285,-0.00151447,0.66325082
h4,bull,300,trend+price20+price200+macd,1666,0.00449732,0.00660264,0.00210532,1.46812919
h4,bull,300,trend+price20+price200+adx,977,0.00449732,0.01023541,0.00573810,2.27589395
h4,bull,300,trend+price20+price200+di,1895,0.00449732,0.00580475,0.00130743,1.29071410
h4,bull,300,trend+price20+price200+volatility,722,0.00449732,0.00554017,0.00104285,1.23188276
h4,bull,300,trend+price20+price200+bb,1923,0.00449732,0.00572023,0.00122291,1.27192055
h4,bull,300,trend+price20+price200+body,652,0.00449732,0.00306748,-0.00142983,0.68207006
h4,bull,300,trend+price20+momentum+macd,1032,0.00449732,0.00387597,-0.00062135,0.86184046
h4,bull,300,trend+price20+momentum+adx,491,0.00449732,0.00610998,0.00161266,1.35858354
h4,bull,300,trend+price20+momentum+di,1247,0.00449732,0.00320770,-0.00128962,0.71324728
h4,bull,300,trend+price20+momentum+volatility,457,0.00449732,0.00656455,0.00206724,1.45965977
h4,bull,300,trend+price20+momentum+bb,1274,0.00449732,0.00313972,-0.00135760,0.69813136
h4,bull,300,trend+price20+momentum+body,433,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+price20+macd+adx,797,0.00449732,0.01254705,0.00804974,2.78989760
h4,bull,300,trend+price20+macd+di,1616,0.00449732,0.00680693,0.00230961,1.51355398
h4,bull,300,trend+price20+macd+volatility,605,0.00449732,0.00661157,0.00211425,1.47011464
h4,bull,300,trend+price20+macd+bb,1660,0.00449732,0.00662651,0.00212919,1.47343568
h4,bull,300,trend+price20+macd+body,550,0.00449732,0.00363636,-0.00086095,0.80856305
h4,bull,300,trend+price20+adx+di,956,0.00449732,0.01046025,0.00596293,2.32588743
h4,bull,300,trend+price20+adx+volatility,434,0.00449732,0.00691244,0.00241513,1.53701501
h4,bull,300,trend+price20+adx+bb,947,0.00449732,0.01055966,0.00606235,2.34799196
h4,bull,300,trend+price20+adx+body,319,0.00449732,0.00626959,0.00177228,1.39407422
h4,bull,300,trend+price20+di+volatility,688,0.00449732,0.00581395,0.00131664,1.29276069
h4,bull,300,trend+price20+di+bb,1849,0.00449732,0.00594916,0.00145185,1.32282489
h4,bull,300,trend+price20+di+body,621,0.00449732,0.00322061,-0.00127670,0.71611864
h4,bull,300,trend+price20+volatility+bb,698,0.00449732,0.00573066,0.00123334,1.27423976
h4,bull,300,trend+price20+volatility+body,263,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+price20+bb+body,629,0.00449732,0.00317965,-0.00131767,0.70701062
h4,bull,300,trend+price200+momentum+macd,1115,0.00449732,0.00358744,-0.00090987,0.79768552
h4,bull,300,trend+price200+momentum+adx,659,0.00449732,0.00606980,0.00157249,1.34965001
h4,bull,300,trend+price200+momentum+di,1436,0.00449732,0.00278552,-0.00171180,0.61937281
h4,bull,300,trend+price200+momentum+volatility,622,0.00449732,0.00643087,0.00193355,1.42993465
h4,bull,300,trend+price200+momentum+bb,1325,0.00449732,0.00301887,-0.00147845,0.67125989
h4,bull,300,trend+price200+momentum+body,645,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+price200+macd+adx,818,0.00449732,0.01222494,0.00772762,2.71827431
h4,bull,300,trend+price200+macd+di,1658,0.00449732,0.00663450,0.00213718,1.47521304
h4,bull,300,trend+price200+macd+volatility,645,0.00449732,0.00620155,0.00170423,1.37894474
h4,bull,300,trend+price200+macd+bb,1699,0.00449732,0.00647440,0.00197708,1.43961343
h4,bull,300,trend+price200+macd+body,613,0.00449732,0.00326264,-0.00123467,0.72546440
h4,bull,300,trend+price200+adx+di,1073,0.00449732,0.00931966,0.00482235,2.07227249
h4,bull,300,trend+price200+adx+volatility,642,0.00449732,0.01090343,0.00640611,2.42442971
h4,bull,300,trend+price200+adx+bb,966,0.00449732,0.01035197,0.00585465,2.30180992
h4,bull,300,trend+price200+adx+body,543,0.00449732,0.00920810,0.00471079,2.04746629
h4,bull,300,trend+price200+di+volatility,775,0.00449732,0.00516129,0.00066397,1.14763788
h4,bull,300,trend+price200+di+bb,1884,0.00449732,0.00583864,0.00134133,1.29825012
h4,bull,300,trend+price200+di+body,753,0.00449732,0.00265604,-0.00184127,0.59058390
h4,bull,300,trend+price200+volatility+bb,718,0.00449732,0.00557103,0.00107371,1.23874562
h4,bull,300,trend+price200+volatility+body,519,0.00449732,0.00963391,0.00513660,2.14214681
h4,bull,300,trend+price200+bb+body,655,0.00449732,0.00305344,-0.00144388,0.67894607
h4,bull,300,trend+momentum+macd+adx,348,0.00449732,0.00862069,0.00412337,1.91685206
h4,bull,300,trend+momentum+macd+di,1030,0.00449732,0.00388350,-0.00061382,0.86351394
h4,bull,300,trend+momentum+macd+volatility,381,0.00449732,0.00787402,0.00337670,1.75082550
h4,bull,300,trend+momentum+macd+bb,1070,0.00449732,0.00373832,-0.00075900,0.83123304
h4,bull,300,trend+momentum+macd+body,389,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+momentum+adx+di,574,0.00449732,0.00522648,0.00072916,1.16213330
h4,bull,300,trend+momentum+adx+volatility,307,0.00449732,0.00977199,0.00527467,2.17284859
h4,bull,300,trend+momentum+adx+bb,480,0.00449732,0.00625000,0.00175268,1.38971774
h4,bull,300,trend+momentum+adx+body,263,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+momentum+di+volatility,500,0.00449732,0.00600000,0.00150268,1.33412903
h4,bull,300,trend+momentum+di+bb,1237,0.00449732,0.00323363,-0.00126369,0.71901322
h4,bull,300,trend+momentum+di+body,518,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+momentum+volatility+bb,453,0.00449732,0.00662252,0.00212520,1.47254860
h4,bull,300,trend+momentum+volatility+body,261,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+momentum+bb+body,436,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+macd+adx+di,798,0.00449732,0.01253133,0.00803401,2.78640149
h4,bull,300,trend+macd+adx+volatility,375,0.00449732,0.00800000,0.00350268,1.77883871
h4,bull,300,trend+macd+adx+bb,807,0.00449732,0.01239157,0.00789426,2.75532638
h4,bull,300,trend+macd+adx+body,281,0.00449732,0.00711744,0.00262012,1.58259672
h4,bull,300,trend+macd+di+volatility,606,0.00449732,0.00660066,0.00210334,1.46768870
h4,bull,300,trend+macd+di+bb,1640,0.00449732,0.00670732,0.00221000,1.49140441
h4,bull,300,trend+macd+di+body,566,0.00449732,0.00353357,-0.00096375,0.78570614
h4,bull,300,trend+macd+volatility+bb,621,0.00449732,0.00644122,0.00194391,1.43223729
h4,bull,300,trend+macd+volatility+body,245,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+macd+bb+body,571,0.00449732,0.00350263,-0.00099469,0.77882606
h4,bull,300,trend+adx+di+volatility,487,0.00449732,0.00616016,0.00166285,1.36974233
h4,bull,300,trend+adx+di+bb,945,0.00449732,0.01058201,0.00608469,2.35296126
h4,bull,300,trend+adx+di+body,386,0.00449732,0.00518135,0.00068403,1.15209761
h4,bull,300,trend+adx+volatility+bb,430,0.00449732,0.00697674,0.00247943,1.55131283
h4,bull,300,trend+adx+volatility+body,310,0.00449732,0.00967742,0.00518010,2.15182102
h4,bull,300,trend+adx+bb+body,318,0.00449732,0.00628931,0.00179199,1.39845811
h4,bull,300,trend+di+volatility+bb,686,0.00449732,0.00583090,0.00133359,1.29652967
h4,bull,300,trend+di+volatility+body,309,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,trend+di+bb+body,625,0.00449732,0.00320000,-0.00129732,0.71153548
h4,bull,300,trend+volatility+bb+body,266,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,price20+price200+momentum+macd,1614,0.00449732,0.00433705,-0.00016027,0.96436423
h4,bull,300,price20+price200+momentum+adx,725,0.00449732,0.00551724,0.00101993,1.22678532
h4,bull,300,price20+price200+momentum+di,1811,0.00449732,0.00386527,-0.00063205,0.85946100
h4,bull,300,price20+price200+momentum+volatility,693,0.00449732,0.00577201,0.00127469,1.28343341
h4,bull,300,price20+price200+momentum+bb,1890,0.00449732,0.00370370,-0.00079361,0.82353644
h4,bull,300,price20+price200+momentum+body,606,0.00449732,0.00330033,-0.00119699,0.73384435
h4,bull,300,price20+price200+macd+adx,1115,0.00449732,0.00986547,0.00536815,2.19363518
h4,bull,300,price20+price200+macd+di,2302,0.00449732,0.00608167,0.00158435,1.35228833
h4,bull,300,price20+price200+macd+volatility,897,0.00449732,0.00557414,0.00107682,1.23943611
h4,bull,300,price20+price200+macd+bb,2403,0.00449732,0.00582605,0.00132873,1.29545058
h4,bull,300,price20+price200+macd+body,769,0.00449732,0.00520156,0.00070424,1.15659214
h4,bull,300,price20+price200+adx+di,1271,0.00449732,0.00865460,0.00415729,1.92439278
h4,bull,300,price20+price200+adx+volatility,590,0.00449732,0.00677966,0.00228234,1.50749043
h4,bull,300,price20+price200+adx+bb,1284,0.00449732,0.00856698,0.00406966,1.90490905
h4,bull,300,price20+price200+adx+body,424,0.00449732,0.00471698,0.00021967,1.04884358
h4,bull,300,price20+price200+di+volatility,966,0.00449732,0.00517598,0.00067867,1.15090496
h4,bull,300,price20+price200+di+bb,2569,0.00449732,0.00544959,0.00095228,1.21174299
h4,bull,300,price20+price200+di+body,840,0.00449732,0.00476190,0.00026459,1.05883257
h4,bull,300,price20+price200+volatility+bb,1001,0.00449732,0.00499500,0.00049769,1.11066353
h4,bull,300,price20+price200+volatility+body,363,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,price20+price200+bb+body,860,0.00449732,0.00465116,0.00015385,1.03420855
h4,bull,300,price20+momentum+macd+adx,850,0.00449732,0.00705882,0.00256151,1.56956357
h4,bull,300,price20+momentum+macd+di,2178,0.00449732,0.00459137,0.00009405,1.02091294
h4,bull,300,price20+momentum+macd+volatility,873,0.00449732,0.00687285,0.00237554,1.52821195
h4,bull,300,price20+momentum+macd+bb,2393,0.00449732,0.00417885,-0.00031846,0.92918863
h4,bull,300,price20+momentum+macd+body,726,0.00449732,0.00688705,0.00238974,1.53136941
h4,bull,300,price20+momentum+adx+di,932,0.00449732,0.00643777,0.00194045,1.43146892
h4,bull,300,price20+momentum+adx+volatility,504,0.00449732,0.00992063,0.00542332,2.20590118
h4,bull,300,price20+momentum+adx+bb,1006,0.00449732,0.00596421,0.00146690,1.32617200
h4,bull,300,price20+momentum+adx+body,345,0.00449732,0.00579710,0.00129979,1.28901356
h4,bull,300,price20+momentum+di+volatility,885,0.00449732,0.00677966,0.00228234,1.50749043
h4,bull,300,price20+momentum+di+bb,2446,0.00449732,0.00408831,-0.00040901,0.90905494
h4,bull,300,price20+momentum+di+body,771,0.00449732,0.00648508,0.00198777,1.44198987
h4,bull,300,price20+momentum+volatility+bb,975,0.00449732,0.00615385,0.00165653,1.36833747
h4,bull,300,price20+momentum+volatility+body,336,0.00449732,0.00595238,0.00145506,1.32354071
h4,bull,300,price20+momentum+bb+body,820,0.00449732,0.00609756,0.00160024,1.35582219
h4,bull,300,price20+macd+adx+di,1326,0.00449732,0.00980392,0.00530661,2.17994940
h4,bull,300,price20+macd+adx+volatility,680,0.00449732,0.00882353,0.00432621,1.96195446
h4,bull,300,price20+macd+adx+bb,1428,0.00449732,0.00910364,0.00460633,2.02423873
h4,bull,300,price20+macd+adx+body,469,0.00449732,0.00852878,0.00403147,1.89641653
h4,bull,300,price20+macd+di+volatility,1107,0.00449732,0.00722674,0.00272942,1.60690037
h4,bull,300,price20+macd+di+bb,2979,0.00449732,0.00604230,0.00154498,1.34353377
h4,bull,300,price20+macd+di+body,949,0.00449732,0.00842993,0.00393261,1.87443489
h4,bull,300,price20+macd+volatility+bb,1204,0.00449732,0.00664452,0.00214720,1.47744079
h4,bull,300,price20+macd+volatility+body,410,0.00449732,0.00731707,0.00281976,1.62698662
h4,bull,300,price20+macd+bb+body,1007,0.00449732,0.00794439,0.00344707,1.76647340
h4,bull,300,price20+adx+di+volatility,705,0.00449732,0.00851064,0.00401332,1.89238161
h4,bull,300,price20+adx+di+bb,1498,0.00449732,0.00867824,0.00418092,1.92964813
h4,bull,300,price20+adx+di+body,498,0.00449732,0.00803213,0.00353481,1.78598264
h4,bull,300,price20+adx+volatility+bb,749,0.00449732,0.00801068,0.00351336,1.78121366
h4,bull,300,price20+adx+volatility+body,268,0.00449732,0.00746269,0.00296537,1.65936447
h4,bull,300,price20+adx+bb+body,521,0.00449732,0.00767754,0.00318023,1.70713888
h4,bull,300,price20+di+volatility+bb,1201,0.00449732,0.00666112,0.00216380,1.48113132
h4,bull,300,price20+di+volatility+body,427,0.00449732,0.00702576,0.00252845,1.56221198
h4,bull,300,price20+di+bb+body,1036,0.00449732,0.00772201,0.00322469,1.71702578
h4,bull,300,price20+volatility+bb+body,449,0.00449732,0.00668151,0.00218420,1.48566707
h4,bull,300,price200+momentum+macd+adx,571,0.00449732,0.00700525,0.00250794,1.55765211
h4,bull,300,price200+momentum+macd+di,1571,0.00449732,0.00445576,-0.00004156,0.99075994
h4,bull,300,price200+momentum+macd+volatility,626,0.00449732,0.00638978,0.00189246,1.42079769
h4,bull,300,price200+momentum+macd+bb,1664,0.00449732,0.00420673,-0.00029059,0.93538694
h4,bull,300,price200+momentum+macd+body,571,0.00449732,0.00350263,-0.00099469,0.77882606
h4,bull,300,price200+momentum+adx+di,786,0.00449732,0.00508906,0.00059174,1.13157679
h4,bull,300,price200+momentum+adx+volatility,429,0.00449732,0.00932401,0.00482669,2.07323859
h4,bull,300,price200+momentum+adx+bb,716,0.00449732,0.00558659,0.00108928,1.24220580
h4,bull,300,price200+momentum+adx+body,343,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,price200+momentum+di+volatility,724,0.00449732,0.00552486,0.00102755,1.22847977
h4,bull,300,price200+momentum+di+bb,1800,0.00449732,0.00388889,-0.00060843,0.86471326
h4,bull,300,price200+momentum+di+body,694,0.00449732,0.00288184,-0.00161547,0.64079204
h4,bull,300,price200+momentum+volatility+bb,695,0.00449732,0.00575540,0.00125808,1.27974008
h4,bull,300,price200+momentum+volatility+body,349,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,price200+momentum+bb+body,616,0.00449732,0.00324675,-0.00125056,0.72193129
h4,bull,300,price200+macd+adx+di,1090,0.00449732,0.01009174,0.00559443,2.24394791
h4,bull,300,price200+macd+adx+volatility,531,0.00449732,0.00753296,0.00303564,1.67498937
h4,bull,300,price200+macd+adx+bb,1132,0.00449732,0.00971731,0.00522000,2.16069190
h4,bull,300,price200+macd+adx+body,392,0.00449732,0.00510204,0.00060472,1.13446346
h4,bull,300,price200+macd+di+volatility,883,0.00449732,0.00566251,0.00116520,1.25908742
h4,bull,300,price200+macd+di+bb,2331,0.00449732,0.00600601,0.00150869,1.33546450
h4,bull,300,price200+macd+di+body,784,0.00449732,0.00510204,0.00060472,1.13446346
h4,bull,300,price200+macd+volatility+bb,922,0.00449732,0.00542299,0.00092568,1.20582884
h4,bull,300,price200+macd+volatility+body,355,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,price200+macd+bb+body,801,0.00449732,0.00499376,0.00049644,1.11038621
h4,bull,300,price200+adx+di+volatility,635,0.00449732,0.00629921,0.00180190,1.40066040
h4,bull,300,price200+adx+di+bb,1259,0.00449732,0.00873709,0.00423978,1.94273489
h4,bull,300,price200+adx+di+body,483,0.00449732,0.00414079,-0.00035653,0.92072397
h4,bull,300,price200+adx+volatility+bb,590,0.00449732,0.00677966,0.00228234,1.50749043
h4,bull,300,price200+adx+volatility+body,363,0.00449732,0.00826446,0.00376715,1.83764330
h4,bull,300,price200+adx+bb+body,427,0.00449732,0.00468384,0.00018652,1.04147465
h4,bull,300,price200+di+volatility+bb,965,0.00449732,0.00518135,0.00068403,1.15209761
h4,bull,300,price200+di+volatility+body,413,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,price200+di+bb+body,846,0.00449732,0.00472813,0.00023082,1.05132311
h4,bull,300,price200+volatility+bb+body,368,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,momentum+macd+adx+di,778,0.00449732,0.00771208,0.00321477,1.71481881
h4,bull,300,momentum+macd+adx+volatility,477,0.00449732,0.01048218,0.00598486,2.33076351
h4,bull,300,momentum+macd+adx+bb,902,0.00449732,0.00665188,0.00215457,1.47907875
h4,bull,300,momentum+macd+adx+body,336,0.00449732,0.00595238,0.00145506,1.32354071
h4,bull,300,momentum+macd+di+volatility,825,0.00449732,0.00727273,0.00277541,1.61712610
h4,bull,300,momentum+macd+di+bb,2248,0.00449732,0.00444840,-0.00004892,0.98912295
h4,bull,300,momentum+macd+di+body,753,0.00449732,0.00664011,0.00214279,1.47645975
h4,bull,300,momentum+macd+volatility+bb,934,0.00449732,0.00642398,0.00192667,1.42840367
h4,bull,300,momentum+macd+volatility+body,353,0.00449732,0.00566572,0.00116841,1.25980079
h4,bull,300,momentum+macd+bb+body,802,0.00449732,0.00748130,0.00298398,1.66350253
h4,bull,300,momentum+adx+di+volatility,513,0.00449732,0.00974659,0.00524927,2.16720116
h4,bull,300,momentum+adx+di+bb,929,0.00449732,0.00645856,0.00196124,1.43609153
h4,bull,300,momentum+adx+di+body,397,0.00449732,0.00503778,0.00054047,1.12017551
h4,bull,300,momentum+adx+volatility+bb,523,0.00449732,0.00956023,0.00506291,2.12576328
h4,bull,300,momentum+adx+volatility+body,258,0.00449732,0.00775194,0.00325462,1.72368092
h4,bull,300,momentum+adx+bb+body,365,0.00449732,0.00547945,0.00098214,1.21838268
h4,bull,300,momentum+di+volatility+bb,893,0.00449732,0.00671892,0.00222161,1.49398548
h4,bull,300,momentum+di+volatility+body,379,0.00449732,0.00527704,0.00077973,1.17337646
h4,bull,300,momentum+di+bb+body,800,0.00449732,0.00625000,0.00175268,1.38971774
h4,bull,300,momentum+volatility+bb+body,353,0.00449732,0.00566572,0.00116841,1.25980079
h4,bull,300,rsi_extreme+adx+volatility+body,180,0.00449732,0.00000000,-0.00449732,0.00000000
h4,bull,300,macd+adx+di+volatility,651,0.00449732,0.00921659,0.00471927,2.04935335
h4,bull,300,macd+adx+di+bb,1350,0.00449732,0.00962963,0.00513231,2.14119474
h4,bull,300,macd+adx+di+body,469,0.00449732,0.00852878,0.00403147,1.89641653
h4,bull,300,macd+adx+volatility+bb,726,0.00449732,0.00826446,0.00376715,1.83764330
