timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,disc_base_lift,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,val_base_lift,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
h4,bear,24,mtf_horizontal_resistance_near,5555.00000000,73904.00000000,0.61458146,0.56826423,0.04631722,1.08150649,1.07537883,1666.00000000,17910.00000000,0.64345738,0.52657733,0.11688005,1.22196180,1.19930703,1035.00000000,12956.00000000,0.59323671,0.48718740,0.10604931,1.21767663,1.19837928
h4,bear,1,channel_mid_bear,37489.00000000,41970.00000000,0.05662994,0.05198952,0.00464043,1.08925700,1.04524014,8970.00000000,10606.00000000,0.06588629,0.05242316,0.01346313,1.25681649,1.12448994,5967.00000000,8024.00000000,0.05178482,0.03688933,0.01489548,1.40378840,1.19755598
h4,bull,3,mtf_fib_time_13,6133.00000000,73326.00000000,0.15424751,0.16106156,-0.00681405,0.95769290,0.96083045,1533.00000000,18043.00000000,0.13502935,0.16687912,-0.03184977,0.80914468,0.82142158,1070.00000000,12921.00000000,0.14392523,0.11856667,0.02535856,1.21387594,1.19434042
h4,bear,6,price200_cross_down,1600.00000000,77859.00000000,0.29562500,0.28871421,0.00691079,1.02393642,1.02344314,428.00000000,19148.00000000,0.25000000,0.27898475,-0.02898475,0.89610633,0.89814645,277.00000000,13714.00000000,0.28158845,0.23508823,0.04650022,1.19779900,1.19312658
h4,bull,6,vertical_week_open,2497.00000000,76962.00000000,0.28914698,0.29255996,-0.00341299,0.98833406,0.98869651,624.00000000,18952.00000000,0.30769231,0.28250317,0.02518914,1.08916410,1.08607728,444.00000000,13547.00000000,0.27477477,0.22890677,0.04586801,1.20037855,1.19279363
h4,bull,24,mtf_ellipse_compression,2529.00000000,76930.00000000,0.61921708,0.58909398,0.03012310,1.05113463,1.04942668,576.00000000,19000.00000000,0.64236111,0.57478947,0.06757164,1.11755893,1.11370659,568.00000000,13423.00000000,0.64084507,0.53356180,0.10728327,1.20107001,1.19134512
h4,bull,3,mtf_elliott_wave2_bull,7667.00000000,71792.00000000,0.16068867,0.16051928,0.00016939,1.00105525,1.00095333,1913.00000000,17663.00000000,0.14793518,0.16616656,-0.01823138,0.89028248,0.89993135,1519.00000000,12472.00000000,0.14351547,0.11770366,0.02581181,1.21929493,1.19094007
h4,bull,1,elliott_wave3_bull,4693.00000000,74766.00000000,0.05689325,0.04940748,0.00748576,1.15151066,1.14129775,1065.00000000,18511.00000000,0.06384977,0.05142888,0.01242089,1.24151576,1.22541471,792.00000000,13199.00000000,0.03787879,0.03144178,0.00643701,1.20472800,1.19092612
d1,bull,1,mtf_volatility,4527.00000000,10790.00000000,0.28495693,0.24059314,0.04436378,1.18439338,1.12318199,987.00000000,2769.00000000,0.29179331,0.23582521,0.05596811,1.23732877,1.16469254,728.00000000,1998.00000000,0.23489011,0.18368368,0.05120643,1.27877504,1.19016810
d1,bear,3,volatility,4573.00000000,10744.00000000,0.50382681,0.46379375,0.04003306,1.08631652,1.05902501,852.00000000,2904.00000000,0.53403756,0.42940771,0.10462985,1.24366084,1.17852237,788.00000000,1938.00000000,0.48984772,0.38080495,0.10904276,1.28634807,1.18801145
d1,bear,1,mtf_volatility,4527.00000000,10790.00000000,0.28694500,0.23836886,0.04857614,1.20378558,1.13540080,987.00000000,2769.00000000,0.29787234,0.23871434,0.05915800,1.24781923,1.17152724,728.00000000,1998.00000000,0.25137363,0.19719720,0.05417643,1.27473225,1.18759880
h4,bear,1,adx25,34632.00000000,44827.00000000,0.06092631,0.04896602,0.01196029,1.24425683,1.12453978,7832.00000000,11744.00000000,0.06294688,0.05568801,0.00725887,1.13034895,1.07432277,6156.00000000,7835.00000000,0.05133203,0.03688577,0.01444626,1.39164874,1.18708510
d1,bear,10,horizontal_resistance_near,1032.00000000,14285.00000000,0.75872093,0.69023451,0.06848642,1.09922196,1.09192225,309.00000000,3447.00000000,0.76375405,0.66492602,0.09882802,1.14863010,1.13475482,196.00000000,2530.00000000,0.73469388,0.61067194,0.12402194,1.20309095,1.18577591
h4,bull,3,squeeze_release_up,659.00000000,78800.00000000,0.16084977,0.16053299,0.00031678,1.00197329,1.00195689,154.00000000,19422.00000000,0.11038961,0.16481310,-0.05442349,0.66978663,0.67153108,112.00000000,13879.00000000,0.14285714,0.12032567,0.02253147,1.18725406,1.18547704
h4,bull,24,mtf_volatility,22922.00000000,56537.00000000,0.64671495,0.56707997,0.07963498,1.14042990,1.09602907,4310.00000000,15266.00000000,0.65591647,0.55443469,0.10148178,1.18303649,1.13720847,3968.00000000,10023.00000000,0.63734879,0.49855333,0.13879546,1.27839642,1.18484546
d1,bear,3,range_tight,870.00000000,14447.00000000,0.40574713,0.47996124,-0.07421411,0.84537478,0.85286520,327.00000000,3429.00000000,0.38226300,0.45990085,-0.07763785,0.83118568,0.84358391,172.00000000,2554.00000000,0.48837209,0.40720439,0.08116771,1.19932916,1.18443267
h4,bear,12,mtf_range_tight,4535.00000000,74924.00000000,0.35479603,0.43386632,-0.07907029,0.81775426,0.82634945,1672.00000000,17904.00000000,0.36184211,0.41264522,-0.05080311,0.87688428,0.88620306,882.00000000,13109.00000000,0.43310658,0.36158364,0.07152293,1.19780466,1.18305234
h4,bear,1,rci_bear,37757.00000000,41702.00000000,0.05514209,0.05330680,0.00183530,1.03442895,1.01777829,9242.00000000,10334.00000000,0.06643584,0.05157732,0.01485852,1.28808243,1.13386917,6413.00000000,7578.00000000,0.05114611,0.03655318,0.01459293,1.39922461,1.18278548
h4,bear,3,mtf_retest_down,4149.00000000,75310.00000000,0.18920222,0.16394901,0.02525321,1.15403086,1.14482326,666.00000000,18910.00000000,0.19669670,0.17091486,0.02578184,1.15084608,1.14497013,629.00000000,13362.00000000,0.15898251,0.13328843,0.02569408,1.19277054,1.18252224
h4,bear,1,adx_rising,37723.00000000,41736.00000000,0.05649074,0.05208932,0.00440141,1.08449739,1.04267069,9209.00000000,10367.00000000,0.05896406,0.05826179,0.00070226,1.01205361,1.00634732,6596.00000000,7395.00000000,0.05109157,0.03624070,0.01485087,1.40978420,1.18152424
h4,bear,3,price200_cross_down,1600.00000000,77859.00000000,0.16437500,0.16528597,-0.00091097,0.99448855,0.99459893,428.00000000,19148.00000000,0.15887850,0.17208064,-0.01320213,0.92327940,0.92483069,277.00000000,13714.00000000,0.15884477,0.13395071,0.02489406,1.18584492,1.18149767
h4,bear,3,mtf_ll20,8770.00000000,70689.00000000,0.17571266,0.16397176,0.01174089,1.07160314,1.06320073,1662.00000000,17914.00000000,0.20216606,0.16897399,0.03319208,1.19643307,1.17680728,1297.00000000,12694.00000000,0.15882806,0.13195210,0.02687596,1.20367967,1.18137345
h4,bull,1,retest_up,5106.00000000,74353.00000000,0.06560909,0.04876737,0.01684172,1.34534817,1.31614049,1240.00000000,18336.00000000,0.05806452,0.05170157,0.00636295,1.12307064,1.11438330,959.00000000,13032.00000000,0.03753910,0.03138428,0.00615482,1.19611148,1.18024628
h4,bear,1,ichimoku_bear,32353.00000000,47106.00000000,0.05702717,0.05222265,0.00480452,1.09200074,1.05257185,7186.00000000,12390.00000000,0.06512664,0.05480226,0.01032438,1.18839324,1.11152486,5036.00000000,8955.00000000,0.05103257,0.03886097,0.01217159,1.31320869,1.18015971
h4,bull,1,mtf_sma_stack_bull,24078.00000000,55381.00000000,0.06312817,0.04407649,0.01905168,1.43224130,1.26637238,7768.00000000,11808.00000000,0.04544284,0.05648713,-0.01104428,0.80448138,0.87214616,5866.00000000,8125.00000000,0.03750426,0.02769231,0.00981195,1.35432057,1.17915085
d1,bull,1,mtf_fib_time_5,3071.00000000,12246.00000000,0.26668838,0.25044913,0.01623925,1.06484051,1.05117495,753.00000000,3003.00000000,0.25896414,0.24841825,0.01054590,1.04245218,1.03365497,546.00000000,2180.00000000,0.23260073,0.18853211,0.04406862,1.23374598,1.17856802
h4,bull,1,mtf_range_tight,4535.00000000,74924.00000000,0.03748622,0.05059794,-0.01311172,0.74086453,0.75198622,1672.00000000,17904.00000000,0.04964115,0.05233467,-0.00269353,0.94853268,0.95272071,882.00000000,13109.00000000,0.03741497,0.03142879,0.00598618,1.19046793,1.17634335
d1,bear,10,atr_expand,649.00000000,14668.00000000,0.73651772,0.69300518,0.04351254,1.06278819,1.05996823,147.00000000,3609.00000000,0.72789116,0.67082294,0.05706821,1.08507195,1.08147120,140.00000000,2586.00000000,0.72857143,0.61368910,0.11488233,1.18719957,1.17589444
h4,bull,3,adx_cross25_up,1464.00000000,77995.00000000,0.15437158,0.16065132,-0.00627974,0.96091075,0.96160330,345.00000000,19231.00000000,0.15942029,0.16447403,-0.00505374,0.96927335,0.96979851,247.00000000,13744.00000000,0.14170040,0.12012515,0.02157526,1.17960652,1.17587803
d1,bull,3,mtf_compression,1209.00000000,14108.00000000,0.53019024,0.49581798,0.03437226,1.06932436,1.06350496,378.00000000,3378.00000000,0.48412698,0.48401421,0.00011277,1.00023300,1.00020954,272.00000000,2454.00000000,0.51838235,0.43235534,0.08602701,1.19897294,1.17563252
h4,bull,12,vertical_week_open,2497.00000000,76962.00000000,0.45494594,0.44249110,0.01245484,1.02814709,1.02723847,624.00000000,18952.00000000,0.45192308,0.42417687,0.02774621,1.06541189,1.06319507,444.00000000,13547.00000000,0.44819820,0.37905071,0.06914749,1.18242278,1.17561698
h4,bull,1,breakout20_up,5109.00000000,74350.00000000,0.06576629,0.04875588,0.01701041,1.34888938,1.31929412,1251.00000000,18325.00000000,0.06155076,0.05145975,0.01009100,1.19609509,1.18129183,963.00000000,13028.00000000,0.03738318,0.03139392,0.00598926,1.19077760,1.17534390
h4,bull,1,channel_breakout_up,5109.00000000,74350.00000000,0.06576629,0.04875588,0.01701041,1.34888938,1.31929412,1251.00000000,18325.00000000,0.06155076,0.05145975,0.01009100,1.19609509,1.18129183,963.00000000,13028.00000000,0.03738318,0.03139392,0.00598926,1.19077760,1.17534390
h4,bull,1,breakout_up20,5109.00000000,74350.00000000,0.06576629,0.04875588,0.01701041,1.34888938,1.31929412,1251.00000000,18325.00000000,0.06155076,0.05145975,0.01009100,1.19609509,1.18129183,963.00000000,13028.00000000,0.03738318,0.03139392,0.00598926,1.19077760,1.17534390
h4,bull,1,structure_breakout20_up,5109.00000000,74350.00000000,0.06576629,0.04875588,0.01701041,1.34888938,1.31929412,1251.00000000,18325.00000000,0.06155076,0.05145975,0.01009100,1.19609509,1.18129183,963.00000000,13028.00000000,0.03738318,0.03139392,0.00598926,1.19077760,1.17534390
h4,bear,3,mtf_fib_time_13,6133.00000000,73326.00000000,0.17006359,0.16486649,0.00519710,1.03152311,1.02901941,1533.00000000,18043.00000000,0.17873451,0.17120213,0.00753238,1.04399700,1.04041235,1070.00000000,12921.00000000,0.15794393,0.13249748,0.02544644,1.19205225,1.17479716
d1,bull,5,volatility,4573.00000000,10744.00000000,0.65711787,0.58842144,0.06869642,1.11674697,1.07913309,852.00000000,2904.00000000,0.68544601,0.57747934,0.10796667,1.18696196,1.13867104,788.00000000,1938.00000000,0.66370558,0.52579979,0.13790579,1.26227814,1.17332128
h4,bull,6,mtf_sma_stack_bull,24078.00000000,55381.00000000,0.33200432,0.27525686,0.05674746,1.20616185,1.13524104,7768.00000000,11808.00000000,0.29621524,0.27481369,0.02140156,1.07787660,1.04556610,5866.00000000,8125.00000000,0.27020116,0.20160000,0.06860116,1.34028353,1.17293963
h4,bear,1,macd_cross_down,3155.00000000,76304.00000000,0.06148970,0.05387660,0.00761310,1.14130625,1.13493844,726.00000000,18850.00000000,0.08815427,0.05745358,0.03070069,1.53435641,1.50454053,494.00000000,13497.00000000,0.05060729,0.04297251,0.00763478,1.17766648,1.17032489
h4,bull,6,stoch_recover_up,4858.00000000,74601.00000000,0.30032935,0.29193979,0.00838957,1.02873732,1.02693305,1248.00000000,18328.00000000,0.28605769,0.28311873,0.00293897,1.01038069,1.00971247,794.00000000,13197.00000000,0.26952141,0.22800637,0.04151505,1.18207845,1.16998885
h4,bear,6,adx_up3,13589.00000000,65870.00000000,0.30730738,0.28504630,0.02226108,1.07809636,1.06388712,3261.00000000,16315.00000000,0.29285495,0.27545204,0.01740291,1.06317947,1.05210654,2573.00000000,11418.00000000,0.27594248,0.22700998,0.04893250,1.21555217,1.16920389
h4,bear,1,mtf_strong_close_bear,10273.00000000,69186.00000000,0.06483014,0.05259735,0.01223279,1.23257430,1.19659416,2313.00000000,17263.00000000,0.07263294,0.05671088,0.01592206,1.28075844,1.23963602,1405.00000000,12586.00000000,0.05053381,0.04242809,0.00810571,1.19104589,1.16862563
h4,bear,3,rci_strong_bear,10361.00000000,69098.00000000,0.16928868,0.16466468,0.00462400,1.02808131,1.02433058,2282.00000000,17294.00000000,0.18317266,0.17029027,0.01288238,1.07564954,1.06624678,1554.00000000,12437.00000000,0.15701416,0.13162338,0.02539078,1.19290475,1.16788148
h4,bull,1,adx_rising,37723.00000000,41736.00000000,0.05116242,0.04866302,0.00249940,1.05136130,1.02633547,9209.00000000,10367.00000000,0.05766098,0.04716890,0.01049208,1.22243644,1.10663865,6596.00000000,7395.00000000,0.03714372,0.02704530,0.01009842,1.37338918,1.16781536
h4,bear,3,mtf_superbb_expand,17382.00000000,62077.00000000,0.18196985,0.16059088,0.02137897,1.13312696,1.10106173,4089.00000000,15487.00000000,0.18977745,0.16704333,0.02273413,1.13609718,1.10469325,2949.00000000,11042.00000000,0.15700237,0.12841876,0.02858361,1.22258125,1.16779384
h4,bear,12,mtf_inside_2,1521.00000000,77938.00000000,0.42932281,0.42935410,-0.00003129,0.99992713,0.99992852,458.00000000,19118.00000000,0.41048035,0.40825400,0.00222635,1.00545334,1.00532507,241.00000000,13750.00000000,0.42738589,0.36501818,0.06236771,1.17086193,1.16742601
d1,bull,1,stoch_recover_up,948.00000000,14369.00000000,0.25000000,0.25394947,-0.00394947,0.98444779,0.98539629,229.00000000,3527.00000000,0.24890830,0.25063794,-0.00172964,0.99309905,0.99351707,152.00000000,2574.00000000,0.23026316,0.19541570,0.03484746,1.17832479,1.16672373
h4,bear,3,vertical_day_open,12868.00000000,66591.00000000,0.22746348,0.15324894,0.07421454,1.48427440,1.37633417,3166.00000000,16410.00000000,0.20909665,0.16459476,0.04450189,1.27037248,1.21715018,2258.00000000,11733.00000000,0.15677591,0.13014574,0.02663017,1.20461803,1.16610937
d1,bear,1,impulse_bear,2893.00000000,12424.00000000,0.25993778,0.25104636,0.00889142,1.03541744,1.02853707,647.00000000,3109.00000000,0.29675425,0.24541653,0.05133772,1.20918606,1.16712981,458.00000000,2268.00000000,0.24672489,0.20458554,0.04213935,1.20597425,1.16563614
d1,bull,1,sma_stack_bull,4558.00000000,10759.00000000,0.28872312,0.23886978,0.04985334,1.20870509,1.13802679,1511.00000000,2245.00000000,0.25148908,0.24988864,0.00160044,1.00640461,1.00381826,1139.00000000,1587.00000000,0.23002634,0.17391304,0.05611330,1.32265145,1.16552379
h4,bull,6,volatility,24772.00000000,54687.00000000,0.32116906,0.27944484,0.04172422,1.14931112,1.09819143,5376.00000000,14200.00000000,0.33426339,0.26401408,0.07024931,1.26608167,1.17986660,3939.00000000,10052.00000000,0.26834222,0.21547951,0.05286271,1.24532594,1.16486999
h4,bear,3,mtf_engulf_bear,6156.00000000,73303.00000000,0.17316439,0.16460445,0.00855994,1.05200310,1.04778171,1598.00000000,17978.00000000,0.18710889,0.17043053,0.01667836,1.09786017,1.08915955,1086.00000000,12905.00000000,0.15653775,0.13258427,0.02395348,1.18066610,1.16433796
h4,bull,12,mtf_ellipse_compression,2529.00000000,76930.00000000,0.47924081,0.44168725,0.03755356,1.08502296,1.08209472,576.00000000,19000.00000000,0.49826389,0.42284211,0.07542178,1.17836867,1.17221655,568.00000000,13423.00000000,0.44366197,0.37860389,0.06505808,1.17183681,1.16371853
h4,bear,6,mtf_engulf_bear,6156.00000000,73303.00000000,0.29369721,0.28844658,0.00525062,1.01820310,1.01676918,1598.00000000,17978.00000000,0.29474343,0.27689398,0.01784945,1.06446311,1.05889106,1086.00000000,12905.00000000,0.27440147,0.23277799,0.04162348,1.17881192,1.16267444
h4,bull,6,mtf_horizontal_support_near,3732.00000000,75727.00000000,0.27652733,0.29323755,-0.01671022,0.94301474,0.94554545,702.00000000,18874.00000000,0.34900285,0.28086256,0.06814029,1.24261079,1.23189322,463.00000000,13528.00000000,0.26781857,0.22908043,0.03873815,1.16910283,1.16259686
h4,bull,1,di_spread_up3,20043.00000000,59416.00000000,0.05328544,0.04869059,0.00459485,1.09436830,1.06892388,4948.00000000,14628.00000000,0.06123686,0.04901559,0.01222128,1.24933450,1.17526749,3597.00000000,10394.00000000,0.03697526,0.03001732,0.00695794,1.23179751,1.16251870
h4,bull,3,mtf_superbb_expand,17382.00000000,62077.00000000,0.17472098,0.15656362,0.01815735,1.11597428,1.08836265,4089.00000000,15487.00000000,0.18928833,0.15780978,0.03147856,1.19947154,1.15149423,2949.00000000,11042.00000000,0.13970838,0.11537765,0.02433073,1.21087903,1.15934750
h4,bear,12,atr_expand,4895.00000000,74564.00000000,0.48621042,0.42562094,0.06058948,1.14235548,1.13242448,940.00000000,18636.00000000,0.43829787,0.40679330,0.03150457,1.07744613,1.07345417,740.00000000,13251.00000000,0.42432432,0.36284054,0.06148378,1.16945125,1.15906318
d1,bear,3,macd_cross_down,611.00000000,14706.00000000,0.46481178,0.47620019,-0.01138841,0.97608483,0.97701689,169.00000000,3587.00000000,0.44378698,0.45358238,-0.00979540,0.97840437,0.97935600,111.00000000,2615.00000000,0.47747748,0.40956023,0.06791725,1.16582970,1.15801032
h4,bear,6,volatility,24772.00000000,54687.00000000,0.33073632,0.26988132,0.06085499,1.22548796,1.14499725,5376.00000000,14200.00000000,0.32440476,0.26091549,0.06348927,1.24333269,1.16545194,3939.00000000,10052.00000000,0.27316578,0.22144847,0.05171731,1.23354106,1.15743864
h4,bear,1,trendline_down,38169.00000000,41290.00000000,0.05541146,0.05303948,0.00237198,1.04472108,1.02275010,9325.00000000,10251.00000000,0.06305630,0.05453127,0.00852504,1.15633298,1.07619018,6258.00000000,7733.00000000,0.05001598,0.03776025,0.01225573,1.32456702,1.15665053
d1,bull,3,mtf_shape_triangle_proxy,1102.00000000,14215.00000000,0.50998185,0.49764333,0.01233852,1.02479390,1.02296910,360.00000000,3396.00000000,0.46944444,0.48557126,-0.01612682,0.96678795,0.96987532,255.00000000,2471.00000000,0.50980392,0.43383246,0.07597147,1.17511706,1.15617761
d1,bull,3,nr4,3717.00000000,11600.00000000,0.51197202,0.49422414,0.01774788,1.03591059,1.02696116,965.00000000,2791.00000000,0.51295337,0.47402365,0.03892972,1.08212611,1.05976504,695.00000000,2031.00000000,0.50935252,0.41752831,0.09182421,1.21992331,1.15515388
h4,bear,1,fib_below618,29444.00000000,50015.00000000,0.05603858,0.05308407,0.00295451,1.05565712,1.03432513,6614.00000000,12962.00000000,0.06395525,0.05585558,0.00809967,1.14501092,1.09153261,4590.00000000,9401.00000000,0.04989107,0.03999575,0.00989532,1.24740938,1.15376186
h4,bear,1,fib_fan_down,29444.00000000,50015.00000000,0.05603858,0.05308407,0.00295451,1.05565712,1.03432513,6614.00000000,12962.00000000,0.06395525,0.05585558,0.00809967,1.14501092,1.09153261,4590.00000000,9401.00000000,0.04989107,0.03999575,0.00989532,1.24740938,1.15376186
h4,bear,1,rsi_down1,16665.00000000,62794.00000000,0.06624662,0.05097621,0.01527042,1.29955968,1.22273880,4264.00000000,15312.00000000,0.06988743,0.05544671,0.01444072,1.26044325,1.19277796,2947.00000000,11044.00000000,0.04988124,0.04147048,0.00841075,1.20281302,1.15353448
h4,bear,6,mtf_dmi_adx_strong_bear,15800.00000000,63659.00000000,0.28708861,0.28929138,-0.00220277,0.99238563,0.99389045,3611.00000000,15965.00000000,0.26170036,0.28211713,-0.02041677,0.92763016,0.94018100,2778.00000000,11213.00000000,0.27213823,0.22705788,0.04508035,1.19854123,1.15308479
d1,bear,3,elliott_wave2_bear,1508.00000000,13809.00000000,0.49867374,0.47324209,0.02543165,1.05373920,1.04819345,386.00000000,3370.00000000,0.50000000,0.44777448,0.05222552,1.11663353,1.10340776,263.00000000,2463.00000000,0.47528517,0.40560292,0.06968225,1.17179918,1.15269340
h4,bear,3,elliott_wave2_bear,7736.00000000,71723.00000000,0.16804550,0.16496800,0.00307750,1.01865513,1.01680837,2070.00000000,17506.00000000,0.17632850,0.17125557,0.00507293,1.02962200,1.02640701,1439.00000000,12552.00000000,0.15496873,0.13209050,0.02287822,1.17320113,1.15266745
h4,bull,12,mtf_nr7,7438.00000000,72021.00000000,0.45307878,0.44182947,0.01124932,1.02546077,1.02302257,2059.00000000,17517.00000000,0.43127732,0.42433065,0.00694667,1.01637089,1.01462382,1582.00000000,12409.00000000,0.43931732,0.37384157,0.06547575,1.17514305,1.15232258
d1,bear,20,horizontal_resistance_near,1032.00000000,14285.00000000,0.84883721,0.77528876,0.07354844,1.09486587,1.08791227,309.00000000,3447.00000000,0.83171521,0.75747026,0.07424495,1.09801698,1.08923373,196.00000000,2530.00000000,0.83163265,0.71383399,0.11779866,1.16502249,1.15136141
h4,bear,3,mtf_di_strong_bear,24709.00000000,54750.00000000,0.17876078,0.15917808,0.01958269,1.12302380,1.08164426,5196.00000000,14380.00000000,0.17859892,0.16933241,0.00926652,1.05472382,1.03962310,4271.00000000,9720.00000000,0.15476469,0.12551440,0.02925029,1.23304328,1.15114982
d1,bear,3,horizontal_resistance_near,1032.00000000,14285.00000000,0.52810078,0.47196360,0.05613718,1.11894387,1.11004797,309.00000000,3447.00000000,0.56310680,0.44328402,0.11982278,1.27030702,1.24267281,196.00000000,2530.00000000,0.47448980,0.40750988,0.06697991,1.16436390,1.15076440
h4,bear,1,mtf_macd_falling,39193.00000000,40266.00000000,0.05546909,0.05292306,0.00254603,1.04810809,1.02381378,9660.00000000,9916.00000000,0.06376812,0.05354982,0.01021830,1.19081853,1.08833883,6733.00000000,7258.00000000,0.04975494,0.03720033,0.01255461,1.33748645,1.15061379
h4,bull,1,bb_expand,18448.00000000,61011.00000000,0.05729618,0.04759797,0.00969821,1.20375257,1.14938083,4476.00000000,15100.00000000,0.05786416,0.05039735,0.00746681,1.14815885,1.11053812,3307.00000000,10684.00000000,0.03658905,0.03032572,0.00626333,1.20653533,1.15037629
h4,bull,1,superbb_expand,18448.00000000,61011.00000000,0.05729618,0.04759797,0.00969821,1.20375257,1.14938083,4476.00000000,15100.00000000,0.05786416,0.05039735,0.00746681,1.14815885,1.11053812,3307.00000000,10684.00000000,0.03658905,0.03032572,0.00626333,1.20653533,1.15037629
d1,bull,3,compression,1482.00000000,13835.00000000,0.53171390,0.49497651,0.03673739,1.07422047,1.06656126,354.00000000,3402.00000000,0.49435028,0.48295121,0.01139908,1.02360296,1.02133095,314.00000000,2412.00000000,0.50636943,0.43242123,0.07394820,1.17100964,1.14838857
h4,bull,1,stoch_recover_up,4858.00000000,74601.00000000,0.05269658,0.04966421,0.00303237,1.06105743,1.05711128,1248.00000000,18328.00000000,0.05128205,0.05216063,-0.00087858,0.98315631,0.98421317,794.00000000,13197.00000000,0.03652393,0.03152232,0.00500161,1.15866898,1.14832876
h4,bear,3,di_strong_bear,30076.00000000,49383.00000000,0.16664450,0.16442905,0.00221545,1.01347357,1.00833120,7285.00000000,12291.00000000,0.17776253,0.16825319,0.00950933,1.05651799,1.03475445,5789.00000000,8202.00000000,0.15425808,0.12045842,0.03379965,1.28059184,1.14738157
h4,bull,3,impulse_bull,14567.00000000,64892.00000000,0.16619757,0.15926462,0.00693295,1.04353098,1.03526910,3523.00000000,16053.00000000,0.16775475,0.16364542,0.00410933,1.02511118,1.02049940,2642.00000000,11349.00000000,0.13815291,0.11639792,0.02175499,1.18690191,1.14643975
h4,bull,1,adx_cross25_up,1464.00000000,77995.00000000,0.05191257,0.04981089,0.00210168,1.04219325,1.04138368,345.00000000,19231.00000000,0.05797101,0.05199938,0.00597164,1.11484058,1.11258880,247.00000000,13744.00000000,0.03643725,0.03172293,0.00471431,1.14860900,1.14560342
h4,bear,1,fib_below500,37479.00000000,41980.00000000,0.05624483,0.05233444,0.00391039,1.07471915,1.03813194,8649.00000000,10927.00000000,0.06289744,0.05518441,0.00771304,1.13976846,1.07347897,5955.00000000,8036.00000000,0.04953820,0.03857641,0.01096180,1.28415807,1.14560165
h4,bear,1,fib_arc_bear,37479.00000000,41980.00000000,0.05624483,0.05233444,0.00391039,1.07471915,1.03813194,8649.00000000,10927.00000000,0.06289744,0.05518441,0.00771304,1.13976846,1.07347897,5955.00000000,8036.00000000,0.04953820,0.03857641,0.01096180,1.28415807,1.14560165
h4,bull,12,mtf_shape_triangle_proxy,3397.00000000,76062.00000000,0.33676774,0.44762168,-0.11085394,0.75234903,0.76039975,825.00000000,18751.00000000,0.35636364,0.42808384,-0.07172020,0.83246226,0.83838175,1010.00000000,12981.00000000,0.43564356,0.37701256,0.05863101,1.15551473,1.14268637
h4,bear,24,mtf_volatility,22922.00000000,56537.00000000,0.59654480,0.56134920,0.03519560,1.06269823,1.04381876,4310.00000000,15266.00000000,0.60672854,0.51670379,0.09002475,1.17422894,1.13085003,3968.00000000,10023.00000000,0.56552419,0.46712561,0.09839858,1.21064694,1.14239806
h4,bull,1,mtf_adx_rising,37043.00000000,42416.00000000,0.05075183,0.04906167,0.00169015,1.03444958,1.01809886,9368.00000000,10208.00000000,0.05038429,0.05368339,-0.00329910,0.93854526,0.96698314,6366.00000000,7625.00000000,0.03628652,0.02806557,0.00822095,1.29291931,1.14086456
d1,bull,10,volatility,4573.00000000,10744.00000000,0.74830527,0.70197319,0.04633208,1.06600263,1.04540239,852.00000000,2904.00000000,0.79225352,0.71694215,0.07531137,1.10504526,1.07932689,788.00000000,1938.00000000,0.77918782,0.64396285,0.13522497,1.20998877,1.14074436
h4,bear,3,bb_expand,18448.00000000,61011.00000000,0.18446444,0.15946305,0.02500139,1.15678487,1.11615595,4476.00000000,15100.00000000,0.17515639,0.17079470,0.00436169,1.02553761,1.01958415,3307.00000000,10684.00000000,0.15331116,0.12860352,0.02470764,1.19212257,1.14033834
h4,bear,3,superbb_expand,18448.00000000,61011.00000000,0.18446444,0.15946305,0.02500139,1.15678487,1.11615595,4476.00000000,15100.00000000,0.17515639,0.17079470,0.00436169,1.02553761,1.01958415,3307.00000000,10684.00000000,0.15331116,0.12860352,0.02470764,1.19212257,1.14033834
h4,bear,1,stoch_bear,38909.00000000,40550.00000000,0.05566835,0.05274969,0.00291866,1.05533042,1.02749170,9674.00000000,9902.00000000,0.06264213,0.05463543,0.00800671,1.14654789,1.06912154,6882.00000000,7109.00000000,0.04925894,0.03741736,0.01184158,1.31647285,1.13914344
h4,bull,12,mtf_horizontal_support_near,3732.00000000,75727.00000000,0.43542337,0.44325010,-0.00782673,0.98234241,0.98315777,702.00000000,18874.00000000,0.48433048,0.42285684,0.06147364,1.14537697,1.13943679,463.00000000,13528.00000000,0.43412527,0.37943525,0.05469002,1.14413533,1.13870391
h4,bear,1,mtf_adx25,29614.00000000,49845.00000000,0.06723171,0.04642391,0.02080780,1.44821297,1.24092098,6151.00000000,13425.00000000,0.05413754,0.06063315,-0.00649561,0.89287034,0.92397250,5242.00000000,8749.00000000,0.04921786,0.03966168,0.00955618,1.24094242,1.13819342
d1,bear,5,elliott_wave2_bear,1508.00000000,13809.00000000,0.59350133,0.58099790,0.01250343,1.02152061,1.01936082,386.00000000,3370.00000000,0.56476684,0.54688427,0.01788257,1.03269900,1.02924030,263.00000000,2463.00000000,0.56653992,0.49045879,0.07608113,1.15512238,1.13808978
