timeframe,direction,horizon_bars,feature,disc_true_n,disc_false_n,disc_true_hit,disc_false_hit,disc_diff,disc_true_false_ratio,disc_base_lift,val_true_n,val_false_n,val_true_hit,val_false_hit,val_diff,val_true_false_ratio,val_base_lift,oos_true_n,oos_false_n,oos_true_hit,oos_false_hit,oos_diff,oos_true_false_ratio,oos_base_lift
h4,bull,1,mtf_trendline_up,41003.00000000,38456.00000000,0.04977685,0.04992719,-0.00015034,0.99698874,0.99854036,11142.00000000,8434.00000000,0.04693951,0.05892815,-0.01198864,0.79655495,0.90087040,7630.00000000,6361.00000000,0.02634338,0.03835875,-0.01201537,0.68676332,0.82824775
h4,bull,3,fib_above500,41367.00000000,38092.00000000,0.16022433,0.16087367,-0.00064934,0.99596366,0.99806094,10924.00000000,8652.00000000,0.15168436,0.18042071,-0.02873635,0.84072590,0.92273870,8036.00000000,5955.00000000,0.09980090,0.14844668,-0.04864579,0.67230128,0.82818169
h4,bull,3,fib_arc_bull,41367.00000000,38092.00000000,0.16022433,0.16087367,-0.00064934,0.99596366,0.99806094,10924.00000000,8652.00000000,0.15168436,0.18042071,-0.02873635,0.84072590,0.92273870,8036.00000000,5955.00000000,0.09980090,0.14844668,-0.04864579,0.67230128,0.82818169
h4,bull,3,ichimoku_bull,36107.00000000,43352.00000000,0.15971972,0.16121517,-0.00149545,0.99072391,0.99491764,9542.00000000,10034.00000000,0.15007336,0.17799482,-0.02792146,0.84313331,0.91293850,6955.00000000,7036.00000000,0.09978433,0.14098920,-0.04120487,0.70774449,0.82804421
h4,bear,1,fib_time_5,15895.00000000,63564.00000000,0.05504876,0.05396136,0.00108740,1.02015138,1.01605557,3916.00000000,15660.00000000,0.05694586,0.05900383,-0.00205797,0.96512145,0.97190254,2799.00000000,11192.00000000,0.03572705,0.04512152,-0.00939447,0.79179622,0.82621007
h4,bull,12,mtf_elliott_impulse_bull,7320.00000000,72139.00000000,0.44125683,0.44304745,-0.00179062,0.99595840,0.99632936,1853.00000000,17723.00000000,0.34970318,0.43294025,-0.08323706,0.80774007,0.82271236,1435.00000000,12556.00000000,0.31498258,0.38881809,-0.07383552,0.81010267,0.82619446
h4,bull,3,mtf_macd_bull,40370.00000000,39089.00000000,0.15588308,0.16534063,-0.00945755,0.94279959,0.97101864,9853.00000000,9723.00000000,0.15193342,0.17700298,-0.02506956,0.85836645,0.92425378,6993.00000000,6998.00000000,0.09952810,0.14146899,-0.04194089,0.70353297,0.82591794
d1,bear,5,rsi40,3051.00000000,12266.00000000,0.56571616,0.58633621,-0.02062006,0.96483237,0.97163875,513.00000000,3243.00000000,0.49707602,0.55689177,-0.05981574,0.89259000,0.90587945,433.00000000,2293.00000000,0.41108545,0.51417357,-0.10308812,0.79950716,0.82580614
d1,bull,1,mtf_nr7,5815.00000000,9502.00000000,0.22648323,0.27036413,-0.04388090,0.83769703,0.89270295,1209.00000000,2547.00000000,0.21670802,0.26658814,-0.04988012,0.81289446,0.86498973,792.00000000,1934.00000000,0.16287879,0.21147880,-0.04860001,0.77018967,0.82529289
d1,bear,10,mtf_trend_bear,5162.00000000,10155.00000000,0.67822549,0.70329887,-0.02507337,0.96434891,0.97607628,960.00000000,2796.00000000,0.63333333,0.68669528,-0.05336195,0.92229167,0.94098101,765.00000000,1961.00000000,0.51111111,0.66190719,-0.15079608,0.77217942,0.82491941
d1,bull,1,horizontal_break_up,617.00000000,14700.00000000,0.27066451,0.25299320,0.01767131,1.06984895,1.06684720,185.00000000,3571.00000000,0.26486486,0.24978997,0.01507489,1.06035026,1.05720769,129.00000000,2597.00000000,0.16279070,0.19907586,-0.03628516,0.81773200,0.82484655
h4,bear,6,mtf_span_model_bear,24112.00000000,55347.00000000,0.27131719,0.29649303,-0.02517585,0.91508789,0.93929036,5131.00000000,14445.00000000,0.28590918,0.27566632,0.01024286,1.03715673,1.02715326,3514.00000000,10477.00000000,0.19464997,0.24988069,-0.05523072,0.77897164,0.82475704
h4,bull,6,mtf_channel_upper,20722.00000000,58737.00000000,0.29813725,0.29044725,0.00769000,1.02647640,1.01943745,5427.00000000,14149.00000000,0.26239174,0.29132801,-0.02893626,0.90067462,0.92617757,4053.00000000,9938.00000000,0.18998273,0.24683035,-0.05684762,0.76968951,0.82471249
d1,bear,1,mtf_fib_time_13,1176.00000000,14141.00000000,0.27551020,0.25083092,0.02467929,1.09839013,1.09015495,287.00000000,3469.00000000,0.25087108,0.25454021,-0.00366913,0.98558525,0.98667202,212.00000000,2514.00000000,0.17452830,0.21479714,-0.04026883,0.81252621,0.82454792
h4,bear,1,mtf_superbb_squeeze,16503.00000000,62956.00000000,0.05235412,0.05465722,-0.00230310,0.95786278,0.96631959,5009.00000000,14567.00000000,0.05689758,0.05917485,-0.00227726,0.96151637,0.97107856,3142.00000000,10849.00000000,0.03564609,0.04544198,-0.00979589,0.78443079,0.82433782
d1,bear,1,cross_group_return_down,5918.00000000,9399.00000000,0.23284894,0.26524098,-0.03239205,0.87787691,0.92135033,1704.00000000,2052.00000000,0.26291080,0.24707602,0.01583477,1.06408867,1.03402404,1027.00000000,1699.00000000,0.17429406,0.23425544,-0.05996138,0.74403419,0.82344126
d1,bear,5,fib_below618,5368.00000000,9949.00000000,0.55290611,0.59805006,-0.04514394,0.92451477,0.94963701,1040.00000000,2716.00000000,0.53653846,0.55338733,-0.01684887,0.96955320,0.97779644,787.00000000,1939.00000000,0.40914867,0.53378030,-0.12463163,0.76651137,0.82191545
d1,bear,5,fib_fan_down,5368.00000000,9949.00000000,0.55290611,0.59805006,-0.04514394,0.92451477,0.94963701,1040.00000000,2716.00000000,0.53653846,0.55338733,-0.01684887,0.96955320,0.97779644,787.00000000,1939.00000000,0.40914867,0.53378030,-0.12463163,0.76651137,0.82191545
h4,bull,1,distance_high_ok,45883.00000000,33576.00000000,0.04480962,0.05673695,-0.01192733,0.78977845,0.89889623,12005.00000000,7571.00000000,0.04706372,0.06009774,-0.01303402,0.78311967,0.90325436,8620.00000000,5371.00000000,0.02610209,0.04096071,-0.01485863,0.63724689,0.82066138
d1,bear,1,fib_time_8,1919.00000000,13398.00000000,0.27410109,0.24966413,0.02443697,1.09787936,1.08457930,472.00000000,3284.00000000,0.22457627,0.25852619,-0.03394992,0.86867900,0.88325495,340.00000000,2386.00000000,0.17352941,0.21709975,-0.04357034,0.79930729,0.81982873
d1,bear,20,mtf_trend_bear,5162.00000000,10155.00000000,0.75513367,0.79300837,-0.03787470,0.95223922,0.96781712,960.00000000,2796.00000000,0.75520833,0.76645207,-0.01124374,0.98533014,0.98903853,765.00000000,1961.00000000,0.59215686,0.77307496,-0.18091810,0.76597599,0.81981697
d1,bear,1,mtf_range_tight,695.00000000,14622.00000000,0.25467626,0.25263302,0.00204324,1.00808778,1.00771797,274.00000000,3482.00000000,0.21897810,0.25703619,-0.03805808,0.85193492,0.86123744,173.00000000,2553.00000000,0.17341040,0.21425774,-0.04084733,0.80935423,0.81926649
d1,bull,1,mtf_span_model_bull,5413.00000000,9904.00000000,0.25254018,0.25434168,-0.00180150,0.99291701,0.99540863,1424.00000000,2332.00000000,0.22963483,0.26329331,-0.03365848,0.87216356,0.91658706,1065.00000000,1661.00000000,0.16150235,0.22034919,-0.05884684,0.73293825,0.81831859
h4,bear,12,mtf_fib_below618,27530.00000000,51929.00000000,0.40461315,0.44246953,-0.03785638,0.91444297,0.94237766,5489.00000000,14087.00000000,0.38987065,0.41548946,-0.02561881,0.93834065,0.95484897,3996.00000000,9995.00000000,0.29954955,0.39269635,-0.09314680,0.76280197,0.81823462
h4,bear,12,mtf_fib_fan_down,27530.00000000,51929.00000000,0.40461315,0.44246953,-0.03785638,0.91444297,0.94237766,5489.00000000,14087.00000000,0.38987065,0.41548946,-0.02561881,0.93834065,0.95484897,3996.00000000,9995.00000000,0.29954955,0.39269635,-0.09314680,0.76280197,0.81823462
h4,bull,1,ellipse_compression,4550.00000000,74909.00000000,0.04351648,0.05023428,-0.00671780,0.86627060,0.87295538,808.00000000,18768.00000000,0.04702970,0.05232310,-0.00529340,0.89883245,0.90260144,654.00000000,13337.00000000,0.02599388,0.03209117,-0.00609729,0.81000100,0.81725939
h4,bear,3,mtf_span_model_bear,24112.00000000,55347.00000000,0.15419708,0.17009052,-0.01589344,0.90655893,0.93301445,5131.00000000,14445.00000000,0.18885208,0.16573209,0.02311999,1.13950219,1.09930664,3514.00000000,10477.00000000,0.10984633,0.14269352,-0.03284719,0.76980601,0.81704412
d1,bear,20,mtf_sma_stack_bear,4243.00000000,11074.00000000,0.76148951,0.78743002,-0.02594050,0.96705675,0.97596309,802.00000000,2954.00000000,0.72069825,0.77522004,-0.05452179,0.92966928,0.94384332,607.00000000,2119.00000000,0.58978583,0.76026428,-0.17047844,0.77576423,0.81653437
d1,bull,1,bb_upper,3521.00000000,11796.00000000,0.24907697,0.25508647,-0.00600950,0.97644131,0.98175808,901.00000000,2855.00000000,0.21864595,0.26059545,-0.04194950,0.83902444,0.87272496,664.00000000,2062.00000000,0.16114458,0.20902037,-0.04787579,0.77095156,0.81650580
h4,bear,12,sma_stack_bear,21818.00000000,57641.00000000,0.42189935,0.43217501,-0.01027567,0.97622337,0.98263866,4287.00000000,15289.00000000,0.36808957,0.41958271,-0.05149313,0.87727537,0.90150400,3108.00000000,10883.00000000,0.29890605,0.38527979,-0.08637375,0.77581553,0.81647687
d1,bear,3,ichimoku_bear,5854.00000000,9463.00000000,0.44431158,0.49519180,-0.05088022,0.89725149,0.93392624,1224.00000000,2532.00000000,0.46078431,0.44944708,0.01133724,1.02522485,1.01686597,909.00000000,1817.00000000,0.33663366,0.45019263,-0.11355896,0.74775473,0.81642648
h4,bear,1,mtf_vertical_week_open,15048.00000000,64411.00000000,0.05429293,0.05415224,0.00014069,1.00259801,1.00210496,3744.00000000,15832.00000000,0.05582265,0.05924709,-0.00342444,0.94220063,0.95273251,2664.00000000,11327.00000000,0.03528529,0.04511345,-0.00982816,0.78214565,0.81599409
d1,bull,1,cross_group_return_up,6463.00000000,8854.00000000,0.21893857,0.27908290,-0.06014433,0.78449297,0.86296504,2044.00000000,1712.00000000,0.22945205,0.27570093,-0.04624888,0.83224983,0.91585751,1255.00000000,1471.00000000,0.16095618,0.22841604,-0.06745987,0.70466230,0.81555118
h4,bear,1,nr4,22625.00000000,56834.00000000,0.03001105,0.06379984,-0.03378879,0.47039382,0.55392520,5385.00000000,14191.00000000,0.04531105,0.06363188,-0.01832083,0.71208095,0.77332964,3857.00000000,10134.00000000,0.03526057,0.04627985,-0.01101928,0.76189887,0.81542243
h4,bull,1,channel_mid_bull,41719.00000000,37740.00000000,0.04889858,0.05090090,-0.00200232,0.96066243,0.98092212,10602.00000000,8974.00000000,0.04895303,0.05582795,-0.00687492,0.87685523,0.93951419,8023.00000000,5968.00000000,0.02592546,0.03971180,-0.01378633,0.65284038,0.81510825
h4,bull,1,bb_bull,41080.00000000,38379.00000000,0.04839338,0.05140832,-0.00301494,0.94135301,0.97078755,10353.00000000,9223.00000000,0.04926108,0.05529654,-0.00603546,0.89085289,0.94542645,7678.00000000,6313.00000000,0.02591821,0.03896721,-0.01304900,0.66512864,0.81488010
h4,bull,1,sma20_bull,41080.00000000,38379.00000000,0.04839338,0.05140832,-0.00301494,0.94135301,0.97078755,10352.00000000,9224.00000000,0.04926584,0.05529055,-0.00602470,0.89103555,0.94551777,7678.00000000,6313.00000000,0.02591821,0.03896721,-0.01304900,0.66512864,0.81488010
h4,bull,6,mtf_bb_upper,18441.00000000,61018.00000000,0.29477794,0.29174998,0.00302797,1.01037863,1.00795079,4714.00000000,14862.00000000,0.24925753,0.29410577,-0.04484824,0.84750982,0.87981706,3452.00000000,10539.00000000,0.18771727,0.24433058,-0.05661332,0.76829214,0.81487814
h4,bull,1,di_bull,37867.00000000,41592.00000000,0.04880239,0.05080304,-0.00200065,0.96061945,0.97899240,9447.00000000,10129.00000000,0.04805758,0.05587916,-0.00782157,0.86002698,0.92232870,6276.00000000,7715.00000000,0.02581262,0.03668179,-0.01086917,0.70369032,0.81156036
h4,bull,6,mtf_elliott_wave3_bull,4293.00000000,75166.00000000,0.28162124,0.29307134,-0.01145009,0.96093070,0.96296335,1032.00000000,18544.00000000,0.23740310,0.28586066,-0.04845755,0.83048540,0.83797387,904.00000000,13087.00000000,0.18694690,0.23336135,-0.04641445,0.80110482,0.81153401
h4,bear,24,mtf_horizontal_support_near,3732.00000000,75727.00000000,0.51098607,0.57448466,-0.06349860,0.88946860,0.89411028,702.00000000,18874.00000000,0.42592593,0.54063791,-0.11471199,0.78782104,0.79386137,463.00000000,13528.00000000,0.40172786,0.49822590,-0.09649804,0.80631669,0.81151812
d1,bear,3,mtf_sma_stack_bear,4243.00000000,11074.00000000,0.46570823,0.47959184,-0.01388361,0.97105119,0.97890118,802.00000000,2954.00000000,0.40274314,0.46682464,-0.06408150,0.86272896,0.88877981,607.00000000,2119.00000000,0.33443163,0.43463898,-0.10020735,0.76944693,0.81108597
h4,bear,24,sma_stack_bear,21818.00000000,57641.00000000,0.56338803,0.57457365,-0.01118563,0.98053230,0.98580188,4287.00000000,15289.00000000,0.45906228,0.55824449,-0.09918221,0.82233195,0.85562251,3108.00000000,10883.00000000,0.40122265,0.52182303,-0.12060038,0.76888644,0.81049756
h4,bear,1,mtf_span_model_bear,24112.00000000,55347.00000000,0.05221466,0.05503460,-0.00281993,0.94876069,0.96374566,5131.00000000,14445.00000000,0.07639836,0.05226722,0.02413114,1.46168788,1.30390092,3514.00000000,10477.00000000,0.03500285,0.04600554,-0.01100269,0.76083987,0.80946250
d1,bear,20,span_model_bear,4699.00000000,10618.00000000,0.75313897,0.79223959,-0.03910063,0.95064545,0.96526061,960.00000000,2796.00000000,0.79166667,0.75393419,0.03773247,1.05004744,1.03678522,691.00000000,2035.00000000,0.58465991,0.76904177,-0.18438186,0.76024468,0.80943775
h4,bear,12,mtf_ichimoku_bear,29933.00000000,49526.00000000,0.40159690,0.44612931,-0.04453241,0.90018050,0.93535256,6493.00000000,13083.00000000,0.40951794,0.40770465,0.00181329,1.00444755,1.00296800,4654.00000000,9337.00000000,0.29630425,0.40087823,-0.10457397,0.73913781,0.80936994
h4,bull,1,mtf_di_bull,42726.00000000,36733.00000000,0.04617797,0.05412027,-0.00794230,0.85324719,0.92634573,11465.00000000,8111.00000000,0.04596598,0.06078165,-0.01481567,0.75624765,0.88218636,7614.00000000,6377.00000000,0.02574205,0.03904657,-0.01330452,0.65926538,0.80934175
d1,bull,1,rsi60,3648.00000000,11669.00000000,0.25000000,0.25486331,-0.00486331,0.98091796,0.98539629,917.00000000,2839.00000000,0.20937841,0.26382529,-0.05444688,0.79362523,0.83573358,683.00000000,2043.00000000,0.15959004,0.20998532,-0.05039527,0.76000573,0.80862911
d1,bear,10,mtf_sma_stack_bear,4243.00000000,11074.00000000,0.69172755,0.69604479,-0.00431724,0.99379747,0.99550793,802.00000000,2954.00000000,0.61471322,0.68889641,-0.07418319,0.89231589,0.91331600,607.00000000,2119.00000000,0.50082372,0.65361019,-0.15278647,0.76624222,0.80831585
d1,bull,1,mtf_rsi60,3630.00000000,11687.00000000,0.25068871,0.25464191,-0.00395320,0.98447544,0.98811088,911.00000000,2845.00000000,0.23161361,0.25659051,-0.02497690,0.90265853,0.92448536,690.00000000,2036.00000000,0.15942029,0.21021611,-0.05079582,0.75836381,0.80776898
d1,bear,5,mtf_sma_stack_bear,4243.00000000,11074.00000000,0.57270799,0.58587683,-0.01316884,0.97752285,0.98364749,802.00000000,2954.00000000,0.47381546,0.56905890,-0.09524344,0.83262991,0.86348902,607.00000000,2119.00000000,0.40197694,0.52524776,-0.12327082,0.76530919,0.80750857
d1,bear,3,ichimoku_cloud_bear,6642.00000000,8675.00000000,0.46251129,0.48587896,-0.02336767,0.95190640,0.97218134,1570.00000000,2186.00000000,0.45350318,0.45288198,0.00062121,1.00137168,1.00079786,1083.00000000,1643.00000000,0.33240997,0.46500304,-0.13259307,0.71485548,0.80618290
h4,bull,1,mtf_rci_bull,41036.00000000,38423.00000000,0.04829905,0.05150561,-0.00320655,0.93774359,0.96889537,10895.00000000,8681.00000000,0.04827903,0.05690589,-0.00862686,0.84840128,0.92657866,7918.00000000,6073.00000000,0.02563779,0.03984851,-0.01421072,0.64338133,0.80606356
d1,bull,1,hh20,2014.00000000,13303.00000000,0.26464747,0.25204841,0.01259906,1.04998666,1.04313054,503.00000000,3253.00000000,0.24453280,0.25146019,-0.00692739,0.97245136,0.97605229,390.00000000,2336.00000000,0.15897436,0.20376712,-0.04479276,0.78017669,0.80550948
h4,bear,12,mtf_span_model_bear,24112.00000000,55347.00000000,0.40245521,0.44107178,-0.03861657,0.91244832,0.93735164,5131.00000000,14445.00000000,0.39992204,0.41128418,-0.01136214,0.97237399,0.97946627,3514.00000000,10477.00000000,0.29482072,0.38999714,-0.09517642,0.75595611,0.80531758
h4,bull,3,rsi60,19363.00000000,60096.00000000,0.15483138,0.16237354,-0.00754216,0.95355058,0.96446743,4831.00000000,14745.00000000,0.14489754,0.17076975,-0.02587222,0.84849650,0.88145251,3639.00000000,10352.00000000,0.09700467,0.12876739,-0.03176272,0.75333260,0.80497768
h4,bear,24,mtf_fib_below618,27530.00000000,51929.00000000,0.54333454,0.58643533,-0.04310078,0.92650378,0.95071281,5489.00000000,14087.00000000,0.50883585,0.54731313,-0.03847727,0.92969788,0.94839290,3996.00000000,9995.00000000,0.39839840,0.53366683,-0.13526844,0.74653018,0.80479238
h4,bear,24,mtf_fib_fan_down,27530.00000000,51929.00000000,0.54333454,0.58643533,-0.04310078,0.92650378,0.95071281,5489.00000000,14087.00000000,0.50883585,0.54731313,-0.03847727,0.92969788,0.94839290,3996.00000000,9995.00000000,0.39839840,0.53366683,-0.13526844,0.74653018,0.80479238
h4,bear,6,sma_stack_bear,21818.00000000,57641.00000000,0.28118984,0.29175413,-0.01056429,0.96379044,0.97346914,4287.00000000,15289.00000000,0.27105202,0.28039767,-0.00934565,0.96667000,0.97377763,3108.00000000,10883.00000000,0.18983269,0.24919599,-0.05936330,0.76178066,0.80434560
h4,bull,3,mtf_squeeze_release_up,631.00000000,78828.00000000,0.18225040,0.16036180,0.02188860,1.13649507,1.13526452,206.00000000,19370.00000000,0.11165049,0.16494579,-0.05329531,0.67689199,0.67920134,186.00000000,13805.00000000,0.09677419,0.12082579,-0.02405159,0.80093989,0.80306509
h4,bear,24,mtf_ichimoku_bear,29933.00000000,49526.00000000,0.53990579,0.59059888,-0.05069309,0.91416664,0.94471327,6493.00000000,13083.00000000,0.52025258,0.54459986,-0.02434728,0.95529326,0.96967195,4654.00000000,9337.00000000,0.39729265,0.54375067,-0.14645802,0.73065225,0.80255869
d1,bull,1,elliott_wave3_bull,863.00000000,14454.00000000,0.22247972,0.25556939,-0.03308967,0.87052569,0.87692277,202.00000000,3554.00000000,0.22772277,0.25182893,-0.02410615,0.90427568,0.90895508,177.00000000,2549.00000000,0.15819209,0.20007846,-0.04188637,0.79065027,0.80154580
h4,bear,3,mtf_vertical_week_open,15048.00000000,64411.00000000,0.16839447,0.16453711,0.00385736,1.02344369,1.01891991,3744.00000000,15832.00000000,0.16960470,0.17230925,-0.00270455,0.98430411,0.98726780,2664.00000000,11327.00000000,0.10773273,0.14072570,-0.03299297,0.76555123,0.80132305
d1,bear,20,rsi40,3051.00000000,12266.00000000,0.76860046,0.78314039,-0.01453993,0.98143382,0.98507683,513.00000000,3243.00000000,0.73489279,0.76811594,-0.03322315,0.95674721,0.96243281,433.00000000,2293.00000000,0.57736721,0.74967292,-0.17230571,0.77015881,0.79934129
d1,bear,5,ichimoku_bear,5854.00000000,9463.00000000,0.55056372,0.60181761,-0.05125389,0.91483485,0.94561387,1224.00000000,2532.00000000,0.54575163,0.55015798,-0.00440634,0.99199077,0.99458668,909.00000000,1817.00000000,0.39713971,0.54815630,-0.15101659,0.72450086,0.79779135
d1,bear,10,fib_below618,5368.00000000,9949.00000000,0.67436662,0.70590009,-0.03153347,0.95532870,0.97052274,1040.00000000,2716.00000000,0.68269231,0.66936672,0.01332559,1.01990776,1.01431658,787.00000000,1939.00000000,0.49428208,0.67044868,-0.17616660,0.73724074,0.79775782
d1,bear,10,fib_fan_down,5368.00000000,9949.00000000,0.67436662,0.70590009,-0.03153347,0.95532870,0.97052274,1040.00000000,2716.00000000,0.68269231,0.66936672,0.01332559,1.01990776,1.01431658,787.00000000,1939.00000000,0.49428208,0.67044868,-0.17616660,0.73724074,0.79775782
d1,bear,10,ichimoku_bear,5854.00000000,9463.00000000,0.67014008,0.71013421,-0.03999413,0.94368088,0.96444006,1224.00000000,2532.00000000,0.67238562,0.67338073,-0.00099511,0.99852222,0.99900332,909.00000000,1817.00000000,0.49394939,0.68244359,-0.18849419,0.72379520,0.79722087
h4,bear,6,gap_proxy_down,1372.00000000,78087.00000000,0.26676385,0.28924149,-0.02247764,0.92228764,0.92352687,391.00000000,19185.00000000,0.27621483,0.27839458,-0.00217975,0.99217030,0.99232549,298.00000000,13693.00000000,0.18791946,0.23705543,-0.04913597,0.79272372,0.79623901
h4,bear,1,sma_stack_bear,21818.00000000,57641.00000000,0.05674214,0.05320865,0.00353349,1.06640811,1.04731096,4287.00000000,15289.00000000,0.07557733,0.05382955,0.02174778,1.40401185,1.28988819,3108.00000000,10883.00000000,0.03442728,0.04575944,-0.01133216,0.75235369,0.79615229
h4,bull,1,mtf_fib_above618,48851.00000000,30608.00000000,0.05154449,0.04714454,0.00439996,1.09332905,1.03399996,14087.00000000,5489.00000000,0.04876837,0.06066679,-0.01189842,0.80387259,0.93597017,9995.00000000,3996.00000000,0.02531266,0.04804805,-0.02273539,0.52681966,0.79584129
d1,bear,1,ichimoku_bear,5854.00000000,9463.00000000,0.22975743,0.26693438,-0.03717695,0.86072627,0.90911769,1224.00000000,2532.00000000,0.27532680,0.24407583,0.03125097,1.12803795,1.08285597,909.00000000,1817.00000000,0.16831683,0.23335168,-0.06503485,0.72130114,0.79520222
h4,bull,1,ema20_slope_up3,41324.00000000,38135.00000000,0.04922079,0.05053101,-0.00131022,0.97407104,0.98738573,10400.00000000,9176.00000000,0.04721154,0.05765039,-0.01043885,0.81892831,0.90609125,7789.00000000,6202.00000000,0.02529208,0.03998710,-0.01469502,0.63250593,0.79519432
d1,bear,20,fib_below618,5368.00000000,9949.00000000,0.75242176,0.79525580,-0.04283405,0.94613803,0.96434140,1040.00000000,2716.00000000,0.78653846,0.75478645,0.03175201,1.04206754,1.03006920,787.00000000,1939.00000000,0.57433291,0.78236204,-0.20802913,0.73410119,0.79514043
d1,bear,20,fib_fan_down,5368.00000000,9949.00000000,0.75242176,0.79525580,-0.04283405,0.94613803,0.96434140,1040.00000000,2716.00000000,0.78653846,0.75478645,0.03175201,1.04206754,1.03006920,787.00000000,1939.00000000,0.57433291,0.78236204,-0.20802913,0.73410119,0.79514043
h4,bull,1,price20_bull,41315.00000000,38144.00000000,0.04862641,0.05117450,-0.00254809,0.95020782,0.97546217,10406.00000000,9170.00000000,0.04776091,0.05703381,-0.00927290,0.83741399,0.91663482,7758.00000000,6233.00000000,0.02526424,0.03994866,-0.01468442,0.63241779,0.79431917
h4,bull,1,ema20_rising,41315.00000000,38144.00000000,0.04862641,0.05117450,-0.00254809,0.95020782,0.97546217,10406.00000000,9170.00000000,0.04776091,0.05703381,-0.00927290,0.83741399,0.91663482,7758.00000000,6233.00000000,0.02526424,0.03994866,-0.01468442,0.63241779,0.79431917
h4,bull,12,mtf_channel_breakout_up,5630.00000000,73829.00000000,0.45204263,0.44218397,0.00985866,1.02229539,1.02068299,1436.00000000,18140.00000000,0.34192201,0.43164278,-0.08972077,0.79214115,0.80440634,1080.00000000,12911.00000000,0.30277778,0.38780885,-0.08503107,0.78073974,0.79418146
h4,bull,12,mtf_breakout_up20,5630.00000000,73829.00000000,0.45204263,0.44218397,0.00985866,1.02229539,1.02068299,1436.00000000,18140.00000000,0.34192201,0.43164278,-0.08972077,0.79214115,0.80440634,1080.00000000,12911.00000000,0.30277778,0.38780885,-0.08503107,0.78073974,0.79418146
d1,bear,10,rsi40,3051.00000000,12266.00000000,0.69255982,0.69541823,-0.00285841,0.99588965,0.99670569,513.00000000,3243.00000000,0.61793372,0.68177613,-0.06384241,0.90635869,0.91810090,433.00000000,2293.00000000,0.49191686,0.64369821,-0.15178135,0.76420417,0.79394041
h4,bull,1,vertical_day_open,12868.00000000,66591.00000000,0.04406279,0.05096785,-0.00690506,0.86452132,0.88391450,3166.00000000,16410.00000000,0.04390398,0.05368678,-0.00978280,0.81778015,0.84261207,2258.00000000,11733.00000000,0.02524358,0.03306912,-0.00782554,0.76335800,0.79366945
h4,bull,6,mtf_squeeze_release_up,631.00000000,78828.00000000,0.30744849,0.29233267,0.01511582,1.05170760,1.05127592,206.00000000,19370.00000000,0.21844660,0.28399587,-0.06554927,0.76918936,0.77106215,186.00000000,13805.00000000,0.18279570,0.23100326,-0.04820756,0.79131221,0.79351369
h4,bull,1,fib_above618,49415.00000000,30044.00000000,0.04891227,0.05139129,-0.00247902,0.95176188,0.98119676,12962.00000000,6614.00000000,0.04790927,0.06032658,-0.01241731,0.79416525,0.91948229,9401.00000000,4590.00000000,0.02521008,0.04531590,-0.02010582,0.55631868,0.79261637
h4,bull,1,mtf_fib_time_5,15876.00000000,63583.00000000,0.04856387,0.05017064,-0.00160677,0.96797384,0.97420766,3928.00000000,15648.00000000,0.05677189,0.05093303,0.00583887,1.11463814,1.08957510,2778.00000000,11213.00000000,0.02519798,0.03344332,-0.00824534,0.75345332,0.79223595
h4,bear,3,sma_stack_bear,21818.00000000,57641.00000000,0.16261802,0.16627054,-0.00365251,0.97803270,0.98396782,4287.00000000,15289.00000000,0.18357826,0.16848715,0.01509111,1.08956833,1.06860780,3108.00000000,10883.00000000,0.10649936,0.14242396,-0.03592461,0.74776290,0.79214912
h4,bull,3,rci_strong_bull,12232.00000000,67227.00000000,0.15761936,0.16106624,-0.00344688,0.97859962,0.98183417,3042.00000000,16534.00000000,0.14365549,0.16819886,-0.02454337,0.85408122,0.87389679,2398.00000000,11593.00000000,0.09507923,0.12576555,-0.03068632,0.75600380,0.78899973
h4,bull,6,mtf_rci_strong_bull,13297.00000000,66162.00000000,0.29841318,0.29125480,0.00715838,1.02457771,1.02038095,2810.00000000,16766.00000000,0.21779359,0.29428606,-0.07649246,0.74007446,0.76875719,2466.00000000,11525.00000000,0.18167072,0.24078091,-0.05911019,0.75450633,0.78863018
h4,bear,3,superbb_squeeze,17574.00000000,61885.00000000,0.14686469,0.17049366,-0.02362897,0.86140850,0.88864766,4532.00000000,15044.00000000,0.15600177,0.17654879,-0.02054702,0.88361843,0.90808521,2990.00000000,11001.00000000,0.10602007,0.14216889,-0.03614883,0.74573322,0.78858413
d1,bear,3,span_model_bear,4699.00000000,10618.00000000,0.44562673,0.48907516,-0.04344843,0.91116207,0.93669063,960.00000000,2796.00000000,0.45104167,0.45386266,-0.00282099,0.99378448,0.99536575,691.00000000,2035.00000000,0.32416787,0.44226044,-0.11809257,0.73297958,0.78619361
h4,bull,12,mtf_elliott_wave5_bull,5878.00000000,73581.00000000,0.44283770,0.44288607,-0.00004837,0.99989078,0.99989886,1492.00000000,18084.00000000,0.34986595,0.43126521,-0.08139926,0.81125476,0.82309529,1141.00000000,12850.00000000,0.29886065,0.38856031,-0.08969966,0.76914867,0.78390689
h4,bull,1,mtf_span_model_bull,28741.00000000,50718.00000000,0.05288612,0.04812887,0.00475725,1.09884403,1.06091348,8541.00000000,11035.00000000,0.04999415,0.05373811,-0.00374396,0.93032951,0.95949549,5979.00000000,8012.00000000,0.02492056,0.03694458,-0.01202403,0.67453881,0.78351346
