timeframe,direction,horizon_bars,conditions,samples,base_rate,hit50_rate,rate_diff,lift
h4,bull,1,bb_upper+distance_high_ok,14186,0.04800665,0.04109686,-0.00690980,0.85606584
h4,bull,1,body_bull+structure_hh,8841,0.04800665,0.05904309,0.01103644,1.22989400
h4,bull,1,body_bull+structure_hl,14020,0.04800665,0.05206847,0.00406182,1.08460953
h4,bull,1,body_bull+structure_breakout20_up,4346,0.04800665,0.06649793,0.01849128,1.38518152
h4,bull,1,body_bull+range_expand,8685,0.04800665,0.06954519,0.02153854,1.44865738
h4,bull,1,body_bull+close_near_high,13475,0.04800665,0.05009276,0.00208611,1.04345462
h4,bull,1,body_bull+impulse_bull,14507,0.04800665,0.05597298,0.00796633,1.16594211
h4,bull,1,body_bull+pullback_bull,176,0.04800665,0.03977273,-0.00823393,0.82848365
h4,bull,1,body_bull+distance_high_ok,8780,0.04800665,0.04339408,-0.00461258,0.90391799
h4,bull,1,rsi_up1+structure_hh,11727,0.04800665,0.05875330,0.01074665,1.22385753
h4,bull,1,rsi_up1+structure_hl,17852,0.04800665,0.05495183,0.00694517,1.14467105
h4,bull,1,rsi_up1+structure_breakout20_up,4504,0.04800665,0.06816163,0.02015498,1.41983724
h4,bull,1,rsi_up1+range_expand,14331,0.04800665,0.06628986,0.01828321,1.38084737
h4,bull,1,rsi_up1+close_near_high,15371,0.04800665,0.05094008,0.00293343,1.06110463
h4,bull,1,rsi_up1+impulse_bull,18831,0.04800665,0.05729913,0.00929248,1.19356653
h4,bull,1,rsi_up1+distance_high_ok,12846,0.04800665,0.05005449,0.00204784,1.04265739
h4,bull,1,rsi_up3+structure_hh,16196,0.04800665,0.05365522,0.00564857,1.11766224
h4,bull,1,rsi_up3+structure_hl,22633,0.04800665,0.05023638,0.00222973,1.04644621
h4,bull,1,rsi_up3+structure_breakout20_up,5305,0.04800665,0.06333648,0.01532982,1.31932702
h4,bull,1,rsi_up3+range_expand,12917,0.04800665,0.06603701,0.01803035,1.37558028
h4,bull,1,rsi_up3+close_near_high,11964,0.04800665,0.05215647,0.00414982,1.08644252
h4,bull,1,rsi_up3+impulse_bull,11860,0.04800665,0.06138280,0.01337615,1.27863109
h4,bull,1,rsi_up3+pullback_bull,5965,0.04800665,0.04107293,-0.00693373,0.85556735
h4,bull,1,rsi_up3+distance_high_ok,14596,0.04800665,0.04425870,-0.00374795,0.92192848
h4,bull,1,rsi_cross50_up+structure_hh,2929,0.04800665,0.05223626,0.00422960,1.08810455
h4,bull,1,rsi_cross50_up+structure_hl,4381,0.04800665,0.05021685,0.00221019,1.04603929
h4,bull,1,rsi_cross50_up+structure_breakout20_up,262,0.04800665,0.08396947,0.03596281,1.74912142
h4,bull,1,rsi_cross50_up+range_expand,3513,0.04800665,0.06091660,0.01290994,1.26891985
h4,bull,1,rsi_cross50_up+close_near_high,3680,0.04800665,0.04619565,-0.00181100,0.96227604
h4,bull,1,rsi_cross50_up+impulse_bull,4219,0.04800665,0.05380422,0.00579757,1.12076588
h4,bull,1,rsi_cross50_up+distance_high_ok,5218,0.04800665,0.04791108,-0.00009558,0.99800910
h4,bull,1,rsi_cross55_up+structure_hh,3381,0.04800665,0.06004141,0.01203475,1.25068930
h4,bull,1,rsi_cross55_up+structure_hl,4274,0.04800665,0.05568554,0.00767889,1.15995464
h4,bull,1,rsi_cross55_up+structure_breakout20_up,785,0.04800665,0.08789809,0.03989144,1.83095640
h4,bull,1,rsi_cross55_up+range_expand,3508,0.04800665,0.06271380,0.01470714,1.30635636
h4,bull,1,rsi_cross55_up+close_near_high,3598,0.04800665,0.04836020,0.00035355,1.00736454
h4,bull,1,rsi_cross55_up+impulse_bull,4084,0.04800665,0.05607248,0.00806582,1.16801472
h4,bull,1,rsi_cross55_up+distance_high_ok,4544,0.04800665,0.05039613,0.00238947,1.04977380
h4,bull,1,macd_cross_up+structure_hh,2652,0.04800665,0.05279035,0.00478369,1.09964647
h4,bull,1,macd_cross_up+structure_hl,3384,0.04800665,0.04875887,0.00075221,1.01566891
h4,bull,1,macd_cross_up+structure_breakout20_up,639,0.04800665,0.06416275,0.01615610,1.33653879
h4,bull,1,macd_cross_up+range_expand,2213,0.04800665,0.06055129,0.01254463,1.26131033
h4,bull,1,macd_cross_up+close_near_high,2085,0.04800665,0.04508393,-0.00292272,0.93911843
h4,bull,1,macd_cross_up+impulse_bull,2194,0.04800665,0.05651778,0.00851112,1.17729048
h4,bull,1,macd_cross_up+pullback_bull,624,0.04800665,0.04006410,-0.00794255,0.83455313
h4,bull,1,macd_cross_up+distance_high_ok,2467,0.04800665,0.04418322,-0.00382343,0.92035615
h4,bull,1,macd_accel_up+structure_hh,22760,0.04800665,0.05413005,0.00612340,1.12755314
h4,bull,1,macd_accel_up+structure_hl,39288,0.04800665,0.04805539,0.00004873,1.00101512
h4,bull,1,macd_accel_up+structure_breakout20_up,6927,0.04800665,0.06135412,0.01334747,1.27803372
h4,bull,1,macd_accel_up+range_expand,22117,0.04800665,0.06583171,0.01782506,1.37130395
h4,bull,1,macd_accel_up+close_near_high,20582,0.04800665,0.04834321,0.00033656,1.00701068
h4,bull,1,macd_accel_up+impulse_bull,18499,0.04800665,0.05762474,0.00961808,1.20034896
h4,bull,1,macd_accel_up+pullback_bull,13953,0.04800665,0.04601161,-0.00199504,0.95844237
h4,bull,1,macd_accel_up+distance_high_ok,28147,0.04800665,0.04284648,-0.00516017,0.89251138
h4,bull,1,adx_up3+structure_hh,4471,0.04800665,0.05524491,0.00723826,1.15077615
h4,bull,1,adx_up3+structure_hl,10019,0.04800665,0.04830821,0.00030156,1.00628165
h4,bull,1,adx_up3+structure_breakout20_up,2224,0.04800665,0.05665468,0.00864802,1.18014217
h4,bull,1,adx_up3+range_expand,7147,0.04800665,0.07793480,0.02992814,1.62341660
h4,bull,1,adx_up3+close_near_high,4544,0.04800665,0.05545775,0.00745109,1.15520959
h4,bull,1,adx_up3+impulse_bull,3477,0.04800665,0.06327294,0.01526628,1.31800349
h4,bull,1,adx_up3+pullback_bull,7219,0.04800665,0.04876022,0.00075356,1.01569705
h4,bull,1,adx_up3+distance_high_ok,6760,0.04800665,0.03742604,-0.01058062,0.77960101
h4,bull,1,adx_cross25_up+structure_hh,572,0.04800665,0.06468531,0.01667866,1.34742395
h4,bull,1,adx_cross25_up+structure_hl,1058,0.04800665,0.04631380,-0.00169285,0.96473710
h4,bull,1,adx_cross25_up+structure_breakout20_up,297,0.04800665,0.07070707,0.02270042,1.47285982
h4,bull,1,adx_cross25_up+range_expand,884,0.04800665,0.07352941,0.02552276,1.53165044
h4,bull,1,adx_cross25_up+close_near_high,492,0.04800665,0.06097561,0.01296896,1.27014915
h4,bull,1,adx_cross25_up+impulse_bull,394,0.04800665,0.06852792,0.02052127,1.42746711
h4,bull,1,adx_cross25_up+pullback_bull,700,0.04800665,0.04571429,-0.00229237,0.95224896
h4,bull,1,adx_cross25_up+distance_high_ok,701,0.04800665,0.03708987,-0.01091678,0.77259857
h4,bull,1,di_cross_up+structure_hh,3405,0.04800665,0.05315712,0.00515047,1.10728656
h4,bull,1,di_cross_up+structure_hl,4033,0.04800665,0.05256633,0.00455967,1.09498005
h4,bull,1,di_cross_up+structure_breakout20_up,713,0.04800665,0.06451613,0.01650948,1.34389974
h4,bull,1,di_cross_up+range_expand,3060,0.04800665,0.05915033,0.01114367,1.23212769
h4,bull,1,di_cross_up+close_near_high,2085,0.04800665,0.04460432,-0.00340234,0.92912781
h4,bull,1,di_cross_up+impulse_bull,2948,0.04800665,0.05257802,0.00457137,1.09522359
h4,bull,1,di_cross_up+pullback_bull,616,0.04800665,0.05357143,0.00556478,1.11591675
h4,bull,1,di_cross_up+distance_high_ok,3508,0.04800665,0.04931585,0.00130920,1.02727114
h4,bull,1,di_spread_up3+structure_hh,16443,0.04800665,0.05868759,0.01068093,1.22248862
h4,bull,1,di_spread_up3+structure_hl,22436,0.04800665,0.05228205,0.00427539,1.08905835
h4,bull,1,di_spread_up3+structure_breakout20_up,5030,0.04800665,0.06461233,0.01660567,1.34590357
h4,bull,1,di_spread_up3+range_expand,13455,0.04800665,0.06911929,0.02111263,1.43978557
h4,bull,1,di_spread_up3+close_near_high,8916,0.04800665,0.05607896,0.00807231,1.16814973
h4,bull,1,di_spread_up3+impulse_bull,10003,0.04800665,0.06478057,0.01677391,1.34940808
h4,bull,1,di_spread_up3+pullback_bull,9125,0.04800665,0.04536986,-0.00263679,0.94507448
h4,bull,1,di_spread_up3+distance_high_ok,15275,0.04800665,0.04680851,-0.00119814,0.97504215
h4,bull,1,ema20_slope_up3+structure_hh,21879,0.04800665,0.05361305,0.00560640,1.11678382
h4,bull,1,ema20_slope_up3+structure_hl,33598,0.04800665,0.04479433,-0.00321232,0.93308593
h4,bull,1,ema20_slope_up3+structure_breakout20_up,7301,0.04800665,0.06122449,0.01321784,1.27533343
h4,bull,1,ema20_slope_up3+range_expand,23438,0.04800665,0.06382797,0.01582132,1.32956512
h4,bull,1,ema20_slope_up3+close_near_high,15481,0.04800665,0.04683160,-0.00117505,0.97552312
h4,bull,1,ema20_slope_up3+impulse_bull,12503,0.04800665,0.05774614,0.00973949,1.20287787
h4,bull,1,ema20_slope_up3+pullback_bull,26447,0.04800665,0.04446629,-0.00354036,0.92625268
h4,bull,1,ema20_slope_up3+distance_high_ok,46150,0.04800665,0.04288191,-0.00512475,0.89324924
h4,bull,1,price20_cross_up+structure_hh,3201,0.04800665,0.05435801,0.00635136,1.13230166
h4,bull,1,price20_cross_up+structure_hl,4968,0.04800665,0.04951691,0.00151025,1.03145928
h4,bull,1,price20_cross_up+structure_breakout20_up,218,0.04800665,0.08256881,0.03456215,1.71994508
h4,bull,1,price20_cross_up+range_expand,4028,0.04800665,0.06082423,0.01281758,1.26699585
h4,bull,1,price20_cross_up+close_near_high,4213,0.04800665,0.04557323,-0.00243343,0.94931062
h4,bull,1,price20_cross_up+impulse_bull,4790,0.04800665,0.05323591,0.00522925,1.10892771
h4,bull,1,price20_cross_up+distance_high_ok,6045,0.04800665,0.04714640,-0.00086025,0.98208058
h4,bull,1,price200_cross_up+structure_hh,1212,0.04800665,0.06765677,0.01965011,1.40932060
h4,bull,1,price200_cross_up+structure_hl,1706,0.04800665,0.05861665,0.01060999,1.22101090
h4,bull,1,price200_cross_up+structure_breakout20_up,480,0.04800665,0.07916667,0.03116001,1.64907698
h4,bull,1,price200_cross_up+range_expand,1363,0.04800665,0.07263390,0.02462724,1.51299644
h4,bull,1,price200_cross_up+close_near_high,1392,0.04800665,0.05531609,0.00730944,1.15225887
h4,bull,1,price200_cross_up+impulse_bull,1617,0.04800665,0.06184292,0.01383627,1.28821558
h4,bull,1,price200_cross_up+distance_high_ok,1294,0.04800665,0.05255023,0.00454358,1.09464477
h4,bull,1,breakout20_up+structure_hh,7323,0.04800665,0.06131367,0.01330702,1.27719108
h4,bull,1,breakout20_up+structure_hl,6347,0.04800665,0.06034347,0.01233682,1.25698138
h4,bull,1,breakout20_up+structure_breakout20_up,7323,0.04800665,0.06131367,0.01330702,1.27719108
h4,bull,1,breakout20_up+range_expand,4533,0.04800665,0.07279947,0.02479282,1.51644544
h4,bull,1,breakout20_up+close_near_high,4568,0.04800665,0.06545534,0.01744869,1.36346396
h4,bull,1,breakout20_up+impulse_bull,5275,0.04800665,0.06786730,0.01986065,1.41370610
h4,bull,1,atr_expand+structure_hh,2176,0.04800665,0.07077206,0.02276541,1.47421355
h4,bull,1,atr_expand+structure_hl,3393,0.04800665,0.06719717,0.01919052,1.39974703
h4,bull,1,atr_expand+structure_breakout20_up,974,0.04800665,0.06981520,0.02180854,1.45428165
h4,bull,1,atr_expand+range_expand,4632,0.04800665,0.08139033,0.03338367,1.69539684
h4,bull,1,atr_expand+close_near_high,1833,0.04800665,0.06655756,0.01855090,1.38642357
h4,bull,1,atr_expand+impulse_bull,2111,0.04800665,0.06916153,0.02115488,1.44066562
h4,bull,1,atr_expand+pullback_bull,2233,0.04800665,0.06403941,0.01603276,1.33396945
h4,bull,1,atr_expand+distance_high_ok,2748,0.04800665,0.04912664,0.00111998,1.02332977
h4,bull,1,bb_expand+structure_hh,7755,0.04800665,0.05738233,0.00937568,1.19529961
h4,bull,1,bb_expand+structure_hl,13769,0.04800665,0.04974944,0.00174278,1.03630296
h4,bull,1,bb_expand+structure_breakout20_up,4285,0.04800665,0.06161027,0.01360362,1.28336937
h4,bull,1,bb_expand+range_expand,10575,0.04800665,0.07498818,0.02698153,1.56203723
h4,bull,1,bb_expand+close_near_high,6675,0.04800665,0.05483146,0.00682481,1.14216378
h4,bull,1,bb_expand+impulse_bull,5498,0.04800665,0.06329574,0.01528909,1.31847858
h4,bull,1,bb_expand+pullback_bull,9180,0.04800665,0.05065359,0.00264694,1.05513697
h4,bull,1,bb_expand+distance_high_ok,9251,0.04800665,0.04183332,-0.00617334,0.87140662
h4,bull,1,body_expand+structure_hh,9484,0.04800665,0.05609447,0.00808782,1.16847293
h4,bull,1,body_expand+structure_hl,17043,0.04800665,0.04752684,-0.00047981,0.99000535
h4,bull,1,body_expand+structure_breakout20_up,3530,0.04800665,0.06430595,0.01629930,1.33952160
h4,bull,1,body_expand+range_expand,17292,0.04800665,0.06714087,0.01913422,1.39857436
h4,bull,1,body_expand+close_near_high,11118,0.04800665,0.04955927,0.00155262,1.03234177
h4,bull,1,body_expand+impulse_bull,11414,0.04800665,0.05589627,0.00788961,1.16434419
h4,bull,1,body_expand+pullback_bull,13475,0.04800665,0.04756957,-0.00043708,0.99089543
h4,bull,1,body_expand+distance_high_ok,18295,0.04800665,0.04416507,-0.00384158,0.91997816
h4,bull,1,mtf_trend_bull+structure_hh,12993,0.04800665,0.05556838,0.00756173,1.15751420
h4,bull,1,mtf_trend_bull+structure_hl,26361,0.04800665,0.04586321,-0.00214345,0.95535106
h4,bull,1,mtf_trend_bull+structure_breakout20_up,3564,0.04800665,0.06930415,0.02129750,1.44363641
h4,bull,1,mtf_trend_bull+range_expand,20139,0.04800665,0.07130443,0.02329778,1.48530317
h4,bull,1,mtf_trend_bull+close_near_high,12233,0.04800665,0.04806670,0.00006005,1.00125090
h4,bull,1,mtf_trend_bull+impulse_bull,9426,0.04800665,0.05824316,0.01023650,1.21323094
h4,bull,1,mtf_trend_bull+pullback_bull,21883,0.04800665,0.05122698,0.00322033,1.06708084
h4,bull,1,mtf_trend_bull+distance_high_ok,30968,0.04800665,0.04349651,-0.00451014,0.90605176
h4,bull,1,mtf_price20_bull+structure_hh,16900,0.04800665,0.05165680,0.00365015,1.07603428
h4,bull,1,mtf_price20_bull+structure_hl,31489,0.04800665,0.04230049,-0.00570617,0.88113799
h4,bull,1,mtf_price20_bull+structure_breakout20_up,5679,0.04800665,0.06022187,0.01221522,1.25444841
h4,bull,1,mtf_price20_bull+range_expand,24228,0.04800665,0.06352155,0.01551489,1.32318212
h4,bull,1,mtf_price20_bull+close_near_high,14738,0.04800665,0.04166101,-0.00634564,0.86781747
h4,bull,1,mtf_price20_bull+impulse_bull,11308,0.04800665,0.05129112,0.00328447,1.06841693
h4,bull,1,mtf_price20_bull+pullback_bull,27426,0.04800665,0.04404580,-0.00396086,0.91749357
h4,bull,1,mtf_price20_bull+distance_high_ok,42627,0.04800665,0.04037347,-0.00763318,0.84099743
h4,bull,1,mtf_price200_bull+structure_hh,17498,0.04800665,0.05606355,0.00805690,1.16782875
h4,bull,1,mtf_price200_bull+structure_hl,34624,0.04800665,0.04545980,-0.00254686,0.94694784
h4,bull,1,mtf_price200_bull+structure_breakout20_up,5044,0.04800665,0.06522601,0.01721936,1.35868690
h4,bull,1,mtf_price200_bull+range_expand,26570,0.04800665,0.07045540,0.02244875,1.46761742
h4,bull,1,mtf_price200_bull+close_near_high,16101,0.04800665,0.04645674,-0.00154991,0.96771465
h4,bull,1,mtf_price200_bull+impulse_bull,12381,0.04800665,0.05694209,0.00893544,1.18612910
h4,bull,1,mtf_price200_bull+pullback_bull,29166,0.04800665,0.04933827,0.00133162,1.02773818
h4,bull,1,mtf_price200_bull+distance_high_ok,42254,0.04800665,0.04326218,-0.00474448,0.90117043
h4,bull,1,mtf_ema20_rising+structure_hh,16900,0.04800665,0.05165680,0.00365015,1.07603428
h4,bull,1,mtf_ema20_rising+structure_hl,31489,0.04800665,0.04230049,-0.00570617,0.88113799
h4,bull,1,mtf_ema20_rising+structure_breakout20_up,5679,0.04800665,0.06022187,0.01221522,1.25444841
h4,bull,1,mtf_ema20_rising+range_expand,24228,0.04800665,0.06352155,0.01551489,1.32318212
h4,bull,1,mtf_ema20_rising+close_near_high,14738,0.04800665,0.04166101,-0.00634564,0.86781747
h4,bull,1,mtf_ema20_rising+impulse_bull,11308,0.04800665,0.05129112,0.00328447,1.06841693
h4,bull,1,mtf_ema20_rising+pullback_bull,27426,0.04800665,0.04404580,-0.00396086,0.91749357
h4,bull,1,mtf_ema20_rising+distance_high_ok,42627,0.04800665,0.04037347,-0.00763318,0.84099743
h4,bull,1,mtf_macd_bull+structure_hh,14857,0.04800665,0.05142357,0.00341692,1.07117593
h4,bull,1,mtf_macd_bull+structure_hl,29110,0.04800665,0.04108554,-0.00692112,0.85583007
h4,bull,1,mtf_macd_bull+structure_breakout20_up,4743,0.04800665,0.05882353,0.01081688,1.22532035
h4,bull,1,mtf_macd_bull+range_expand,22621,0.04800665,0.06215464,0.01414798,1.29470877
h4,bull,1,mtf_macd_bull+close_near_high,13533,0.04800665,0.04226705,-0.00573960,0.88044152
h4,bull,1,mtf_macd_bull+impulse_bull,10524,0.04800665,0.05064614,0.00263949,1.05498173
h4,bull,1,mtf_macd_bull+pullback_bull,25322,0.04800665,0.04371693,-0.00428973,0.91064307
h4,bull,1,mtf_macd_bull+distance_high_ok,38051,0.04800665,0.03928937,-0.00871728,0.81841520
h4,bull,1,mtf_macd_rising+structure_hh,16950,0.04800665,0.05427729,0.00627063,1.13062008
h4,bull,1,mtf_macd_rising+structure_hl,29580,0.04800665,0.04357674,-0.00442991,0.90772295
h4,bull,1,mtf_macd_rising+structure_breakout20_up,5946,0.04800665,0.05953582,0.01152917,1.24015773
h4,bull,1,mtf_macd_rising+range_expand,22836,0.04800665,0.06283938,0.01483272,1.30897224
h4,bull,1,mtf_macd_rising+close_near_high,13737,0.04800665,0.04629832,-0.00170833,0.96441462
h4,bull,1,mtf_macd_rising+impulse_bull,10730,0.04800665,0.05545200,0.00744535,1.15508997
h4,bull,1,mtf_macd_rising+pullback_bull,26286,0.04800665,0.04599407,-0.00201259,0.95807689
h4,bull,1,mtf_macd_rising+distance_high_ok,41483,0.04800665,0.04317431,-0.00483234,0.89934018
h4,bull,1,mtf_rsi60+structure_hh,7858,0.04800665,0.05383049,0.00582384,1.12131314
h4,bull,1,mtf_rsi60+structure_hl,14144,0.04800665,0.04376414,-0.00424251,0.91162656
h4,bull,1,mtf_rsi60+structure_breakout20_up,3006,0.04800665,0.06653360,0.01852695,1.38592455
h4,bull,1,mtf_rsi60+range_expand,10770,0.04800665,0.06527391,0.01726726,1.35968464
h4,bull,1,mtf_rsi60+close_near_high,6708,0.04800665,0.04233751,-0.00566915,0.88190916
h4,bull,1,mtf_rsi60+impulse_bull,5104,0.04800665,0.05505486,0.00704821,1.14681727
h4,bull,1,mtf_rsi60+pullback_bull,12492,0.04800665,0.04354787,-0.00445878,0.90712157
h4,bull,1,mtf_rsi60+distance_high_ok,19844,0.04800665,0.03839952,-0.00960714,0.79987905
h4,bull,1,mtf_adx25+structure_hh,9928,0.04800665,0.06315471,0.01514806,1.31554086
h4,bull,1,mtf_adx25+structure_hl,20830,0.04800665,0.05309650,0.00508984,1.10602368
h4,bull,1,mtf_adx25+structure_breakout20_up,2523,0.04800665,0.07411811,0.02611146,1.54391336
h4,bull,1,mtf_adx25+range_expand,16203,0.04800665,0.07634389,0.02833723,1.59027721
h4,bull,1,mtf_adx25+close_near_high,9612,0.04800665,0.05201831,0.00401166,1.08356461
h4,bull,1,mtf_adx25+impulse_bull,7477,0.04800665,0.06713923,0.01913257,1.39854004
h4,bull,1,mtf_adx25+pullback_bull,17632,0.04800665,0.05450318,0.00649652,1.13532547
h4,bull,1,mtf_adx25+distance_high_ok,24510,0.04800665,0.04683803,-0.00116863,0.97565696
h4,bull,1,mtf_adx_rising+structure_hh,13170,0.04800665,0.05793470,0.00992805,1.20680564
h4,bull,1,mtf_adx_rising+structure_hl,26714,0.04800665,0.04765292,-0.00035374,0.99263150
h4,bull,1,mtf_adx_rising+structure_breakout20_up,3633,0.04800665,0.06551060,0.01750394,1.36461496
h4,bull,1,mtf_adx_rising+range_expand,20729,0.04800665,0.06888900,0.02088234,1.43498851
h4,bull,1,mtf_adx_rising+close_near_high,12324,0.04800665,0.04681921,-0.00118744,0.97526512
h4,bull,1,mtf_adx_rising+impulse_bull,9716,0.04800665,0.06123919,0.01323254,1.27563970
h4,bull,1,mtf_adx_rising+pullback_bull,22845,0.04800665,0.04788794,-0.00011871,0.99752716
h4,bull,1,mtf_adx_rising+distance_high_ok,30789,0.04800665,0.04089123,-0.00711543,0.85178250
h4,bull,1,mtf_di_bull+structure_hh,15882,0.04800665,0.05093817,0.00293152,1.06106478
h4,bull,1,mtf_di_bull+structure_hl,31305,0.04800665,0.04175052,-0.00625613,0.86968193
h4,bull,1,mtf_di_bull+structure_breakout20_up,4973,0.04800665,0.06113010,0.01312345,1.27336730
h4,bull,1,mtf_di_bull+range_expand,24473,0.04800665,0.06255874,0.01455208,1.30312642
h4,bull,1,mtf_di_bull+close_near_high,14580,0.04800665,0.04039781,-0.00760885,0.84150430
h4,bull,1,mtf_di_bull+impulse_bull,11295,0.04800665,0.05002213,0.00201548,1.04198335
h4,bull,1,mtf_di_bull+pullback_bull,27390,0.04800665,0.04278934,-0.00521731,0.89132102
h4,bull,1,mtf_di_bull+distance_high_ok,41050,0.04800665,0.03936663,-0.00864003,0.82002438
h4,bull,1,mtf_di_strong_bull+structure_hh,11562,0.04800665,0.05163467,0.00362801,1.07557311
h4,bull,1,mtf_di_strong_bull+structure_hl,22598,0.04800665,0.04226038,-0.00574628,0.88030250
h4,bull,1,mtf_di_strong_bull+structure_breakout20_up,3845,0.04800665,0.06553966,0.01753301,1.36522039
h4,bull,1,mtf_di_strong_bull+range_expand,17585,0.04800665,0.06363378,0.01562713,1.32551999
h4,bull,1,mtf_di_strong_bull+close_near_high,10576,0.04800665,0.04160363,-0.00640302,0.86662219
h4,bull,1,mtf_di_strong_bull+impulse_bull,8158,0.04800665,0.05344447,0.00543782,1.11327218
h4,bull,1,mtf_di_strong_bull+pullback_bull,19861,0.04800665,0.04219324,-0.00581341,0.87890407
h4,bull,1,mtf_di_strong_bull+distance_high_ok,30335,0.04800665,0.03827262,-0.00973403,0.79723579
h4,bull,1,mtf_volatility+structure_hh,7615,0.04800665,0.08220617,0.03419952,1.71239123
h4,bull,1,mtf_volatility+structure_hl,16181,0.04800665,0.07026760,0.02226094,1.46370540
h4,bull,1,mtf_volatility+structure_breakout20_up,1973,0.04800665,0.08768373,0.03967708,1.82649121
h4,bull,1,mtf_volatility+range_expand,11824,0.04800665,0.09793640,0.04992975,2.04005890
h4,bull,1,mtf_volatility+close_near_high,7239,0.04800665,0.07141870,0.02341205,1.48768346
h4,bull,1,mtf_volatility+impulse_bull,5538,0.04800665,0.09064644,0.04263979,1.88820583
h4,bull,1,mtf_volatility+pullback_bull,13552,0.04800665,0.07607733,0.02807068,1.58472475
h4,bull,1,mtf_volatility+distance_high_ok,17505,0.04800665,0.06586690,0.01786024,1.37203680
h4,bull,1,mtf_bb_bull+structure_hh,16321,0.04800665,0.05238650,0.00437984,1.09123407
h4,bull,1,mtf_bb_bull+structure_hl,30670,0.04800665,0.04307141,-0.00493525,0.89719658
h4,bull,1,mtf_bb_bull+structure_breakout20_up,5419,0.04800665,0.06145045,0.01344380,1.28004032
h4,bull,1,mtf_bb_bull+range_expand,23662,0.04800665,0.06389992,0.01589327,1.33106391
h4,bull,1,mtf_bb_bull+close_near_high,14387,0.04800665,0.04330298,-0.00470367,0.90202043
h4,bull,1,mtf_bb_bull+impulse_bull,11042,0.04800665,0.05252672,0.00452006,1.09415492
h4,bull,1,mtf_bb_bull+pullback_bull,26683,0.04800665,0.04452273,-0.00348392,0.92742832
h4,bull,1,mtf_bb_bull+distance_high_ok,41249,0.04800665,0.04058280,-0.00742385,0.84535787
h4,bull,1,macd_cross_up+mtf_trend_bull+structure_hh,1240,0.04800665,0.05887097,0.01086431,1.22630851
h4,bull,1,macd_cross_up+mtf_trend_bull+structure_hl,1524,0.04800665,0.04855643,0.00054978,1.01145210
h4,bull,1,macd_cross_up+mtf_trend_bull+structure_breakout20_up,335,0.04800665,0.08358209,0.03557544,1.74105220
h4,bull,1,macd_cross_up+mtf_trend_bull+range_expand,959,0.04800665,0.06673618,0.01872953,1.39014447
h4,bull,1,macd_cross_up+mtf_trend_bull+close_near_high,914,0.04800665,0.04814004,0.00013339,1.00277858
h4,bull,1,macd_cross_up+mtf_trend_bull+impulse_bull,968,0.04800665,0.06404959,0.01604293,1.33418146
h4,bull,1,macd_cross_up+mtf_trend_bull+pullback_bull,292,0.04800665,0.03767123,-0.01033542,0.78470858
h4,bull,1,macd_cross_up+mtf_price20_bull+structure_hh,1348,0.04800665,0.05341246,0.00540581,1.11260542
h4,bull,1,macd_cross_up+mtf_price20_bull+structure_hl,1540,0.04800665,0.04480519,-0.00320146,0.93331219
h4,bull,1,macd_cross_up+mtf_price20_bull+structure_breakout20_up,551,0.04800665,0.06715064,0.01914398,1.39877768
h4,bull,1,macd_cross_up+mtf_price20_bull+range_expand,1005,0.04800665,0.06169154,0.01368489,1.28506234
h4,bull,1,macd_cross_up+mtf_price20_bull+close_near_high,985,0.04800665,0.04365482,-0.00435183,0.90934942
h4,bull,1,macd_cross_up+mtf_price20_bull+impulse_bull,1052,0.04800665,0.05418251,0.00617586,1.12864584
h4,bull,1,macd_cross_up+mtf_price20_bull+pullback_bull,234,0.04800665,0.04273504,-0.00527161,0.89019000
h4,bull,1,macd_cross_up+mtf_price200_bull+structure_hh,1585,0.04800665,0.05488959,0.00688294,1.14337464
h4,bull,1,macd_cross_up+mtf_price200_bull+structure_hl,1930,0.04800665,0.04766839,-0.00033826,0.99295390
h4,bull,1,macd_cross_up+mtf_price200_bull+structure_breakout20_up,460,0.04800665,0.06739130,0.01938465,1.40379093
h4,bull,1,macd_cross_up+mtf_price200_bull+range_expand,1217,0.04800665,0.06409203,0.01608538,1.33506556
h4,bull,1,macd_cross_up+mtf_price200_bull+close_near_high,1168,0.04800665,0.04623288,-0.00177378,0.96305144
h4,bull,1,macd_cross_up+mtf_price200_bull+impulse_bull,1235,0.04800665,0.06072874,0.01272209,1.26500684
h4,bull,1,macd_cross_up+mtf_price200_bull+pullback_bull,348,0.04800665,0.04022989,-0.00777677,0.83800645
h4,bull,1,macd_cross_up+mtf_macd_bull+structure_hh,1303,0.04800665,0.05602456,0.00801791,1.16701654
h4,bull,1,macd_cross_up+mtf_macd_bull+structure_hl,1524,0.04800665,0.05118110,0.00317445,1.06612519
h4,bull,1,macd_cross_up+mtf_macd_bull+structure_breakout20_up,534,0.04800665,0.06554307,0.01753642,1.36529140
h4,bull,1,macd_cross_up+mtf_macd_bull+range_expand,999,0.04800665,0.06806807,0.02006141,1.41788822
h4,bull,1,macd_cross_up+mtf_macd_bull+close_near_high,961,0.04800665,0.04578564,-0.00222101,0.95373530
h4,bull,1,macd_cross_up+mtf_macd_bull+impulse_bull,1035,0.04800665,0.05603865,0.00803199,1.16731002
h4,bull,1,macd_cross_up+mtf_macd_bull+pullback_bull,213,0.04800665,0.04225352,-0.00575313,0.88015969
