timestamp,open,high,low,close,volume
1609704000000,126.166,126.524,126.147,126.475,10544.58
1609718400000,126.478,126.478,126.094,126.161,37307.39
1609732800000,126.161,126.298,126.121,126.21,29009.49
1609747200000,126.21,126.479,126.159,126.442,47567.74
1609761600000,126.442,126.796,126.418,126.556,64628.25
1609776000000,126.554,126.606,126.285,126.333,43504.8
1609790400000,126.335,126.385,126.273,126.368,15910.32
1609804800000,126.367,126.553,126.336,126.451,32589.5
1609819200000,126.45,126.45,126.159,126.197,32588.33
1609833600000,126.199,126.355,126.156,126.291,47107.7
1609848000000,126.29,126.321,126.047,126.176,57727.87
1609862400000,126.176,126.305,126.154,126.274,36724.14
1609876800000,126.275,126.34,126.206,126.287,15072.75
1609891200000,126.286,126.478,126.136,126.308,65342.19
1609905600000,126.308,126.809,126.258,126.775,50286.41
1609920000000,126.776,126.95,126.673,126.825,56998.57
1609934400000,126.825,127.243,126.798,126.975,75474.04
1609948800000,126.973,127.053,126.825,126.926,46090.27
1609963200000,126.926,127.189,126.89,127.112,30201.38
1609977600000,127.11,127.233,126.964,127.134,36699.76
1609992000000,127.135,127.292,127.036,127.255,28495.42
1610006400000,127.254,127.301,126.914,127.076,62240.34
1610020800000,127.076,127.466,127.045,127.426,62854.01
1610035200000,127.423,127.492,127.328,127.43,29406.74
1610049600000,127.428,127.451,127.279,127.357,14458.61
1610064000000,127.362,127.421,127.217,127.33,43377.77
1610078400000,127.331,127.464,127.185,127.252,32470.78
1610092800000,127.249,127.249,126.954,127.197,47839.22
1610107200000,127.197,127.367,127.073,127.206,66782.33
1610121600000,127.206,127.342,126.814,126.917,45287.17
1610136000000,126.918,127.097,126.914,127.029,10992.74
1610308800000,126.866,127.015,126.81,126.852,9920.81
1610323200000,126.852,126.903,126.763,126.811,28111.51
1610337600000,126.81,126.961,126.787,126.888,25442.42
1610352000000,126.888,127.002,126.559,126.684,41333.61
1610366400000,126.682,126.791,126.567,126.713,63265.78
1610380800000,126.713,126.791,126.649,126.677,29832.85
1610395200000,126.678,126.698,126.555,126.639,14564.15
1610409600000,126.639,126.772,126.57,126.688,29620.44
1610424000000,126.686,126.756,126.615,126.696,26684.93
1610438400000,126.696,126.864,126.538,126.634,41569.88
1610452800000,126.634,126.77,126.573,126.673,55128.81
1610467200000,126.673,126.735,126.576,126.666,35068.51
1610481600000,126.666,126.763,126.598,126.661,17216.5
1610496000000,126.661,126.668,126.438,126.539,26814.86
1610510400000,126.536,126.691,126.519,126.532,24357.84
1610524800000,126.532,126.597,126.439,126.465,44967.71
1610539200000,126.467,126.486,126.266,126.361,50367.01
1610553600000,126.361,126.428,126.214,126.257,33868.77
1610568000000,126.256,126.339,126.231,126.27,15489.18
1610582400000,126.271,126.49,126.222,126.372,39574.25
1610596800000,126.374,126.458,126.278,126.325,29711.18
1610611200000,126.327,126.524,126.289,126.371,40671.29
1610625600000,126.37,126.407,125.958,126.015,57445.84
1610640000000,126.015,126.199,125.925,126.151,38069.83
1610654400000,126.15,126.201,126.069,126.171,15948.48
1610668800000,126.17,126.192,126.011,126.067,27293.27
1610683200000,126.067,126.094,125.822,125.834,24932.32
1610697600000,125.836,125.931,125.628,125.672,37909.38
1610712000000,125.674,125.782,125.401,125.6,56812.24
1610726400000,125.599,125.606,125.42,125.438,29598.32
1610740800000,125.439,125.503,125.407,125.408,6362.71
1610913600000,125.436,125.488,125.381,125.391,8749.57
1610928000000,125.389,125.425,125.231,125.263,29018.26
1610942400000,125.265,125.361,125.146,125.207,22694.45
1610956800000,125.207,125.335,125.137,125.182,41205.21
1610971200000,125.184,125.253,125.087,125.205,30373.54
1610985600000,125.207,125.264,125.155,125.24,24161.75
1611000000000,125.24,125.27,125.18,125.249,23306.36
1611014400000,125.25,125.87,125.236,125.81,39411.49
1611028800000,125.813,125.946,125.748,125.888,21688.48
1611043200000,125.889,126.211,125.869,126.112,37067.22
1611057600000,126.115,126.174,126.002,126.022,46056.06
1611072000000,126.021,126.045,125.855,125.942,21463.74
1611086400000,125.942,126.127,125.933,126.126,11249.93
1611100800000,126.127,126.185,125.957,126.034,24806.26
1611115200000,126.032,126.171,125.956,126.1,19500.03
1611129600000,126.101,126.116,125.729,125.746,42237.05
1611144000000,125.746,125.783,125.268,125.351,46919.7
1611158400000,125.355,125.488,125.269,125.353,27142.56
1611172800000,125.352,125.466,125.277,125.457,14342.2
1611187200000,125.456,125.632,125.433,125.531,25898.46
1611201600000,125.531,125.569,125.377,125.46,24857.34
1611216000000,125.462,125.627,125.423,125.576,39359.19
1611230400000,125.574,125.968,125.533,125.843,65626.78
1611244800000,125.842,125.892,125.7,125.866,25977.31
1611259200000,125.866,125.95,125.854,125.923,13559.28
1611273600000,125.923,126.093,125.918,126.042,21752.26
1611288000000,126.045,126.103,125.987,126.031,18880.43
1611302400000,126.03,126.355,125.93,126.253,38613.17
1611316800000,126.254,126.399,126.131,126.341,47199.08
1611331200000,126.34,126.399,126.276,126.326,23058.82
1611345600000,126.327,126.352,126.268,126.275,6047.31
1611518400000,126.291,126.343,126.27,126.281,4669.53
1611532800000,126.281,126.369,126.249,126.328,19360.47
1611547200000,126.329,126.367,126.239,126.313,19156.83
1611561600000,126.313,126.341,126.025,126.207,38692.44
1611576000000,126.208,126.233,125.813,125.874,48508.12
1611590400000,125.876,126.056,125.808,125.997,27228.31
1611604800000,125.996,126.016,125.902,125.995,11217.07
1611619200000,125.994,126.012,125.866,125.906,14908.5
1611633600000,125.906,125.907,125.688,125.728,21819.15
1611648000000,125.733,126.007,125.725,125.956,40267.96
1611662400000,125.96,126.16,125.894,126.113,46934.95
1611676800000,126.113,126.129,125.889,126.085,23402.12
1611691200000,126.086,126.097,125.973,126.012,10729.25
1611705600000,126.014,126.147,125.998,126.11,18541.61
1611720000000,126.11,126.126,126.001,126.023,15334.87
1611734400000,126.021,126.06,125.778,125.815,48209.5
1611748800000,125.814,125.946,125.598,125.865,77706.8
1611763200000,125.867,126.187,125.837,126.023,43957.02
1611777600000,126.023,126.138,125.99,126.039,22670.24
1611792000000,126.041,126.246,126.004,126.185,30526.48
1611806400000,126.184,126.212,126.055,126.15,27667.14
1611820800000,126.15,126.344,126.127,126.232,55303.87
1611835200000,126.231,126.664,126.185,126.444,62854.85
1611849600000,126.443,126.533,126.401,126.446,29895.54
1611864000000,126.447,126.508,126.306,126.423,15115.81
1611878400000,126.423,126.622,126.389,126.396,26401.3
1611892800000,126.394,126.577,126.363,126.551,25640.89
1611907200000,126.551,127.161,126.517,127.018,62330.74
1611921600000,127.017,127.343,126.894,127.189,76255.8
1611936000000,127.188,127.229,126.97,127.066,40570.56
1611950400000,127.068,127.143,127.033,127.054,10075.63
1612123200000,127.1,127.127,126.908,126.943,9408.54
1612137600000,126.944,127,126.892,126.977,18758.809814453125
1612152000000,126.976,127.044,126.882,127.04,16543.3798828125
1612166400000,127.039,127.039,126.662,126.717,45847.20068359375
1612180800000,126.717,126.967,126.682,126.836,46341.41015625
1612195200000,126.836,126.836,126.606,126.627,27648.259765625
1612209600000,126.626,126.648,126.519,126.567,14073.920104980469
1612224000000,126.566,126.802,126.521,126.791,22805.83935546875
1612238400000,126.792,126.822,126.663,126.702,19950.9404296875
1612252800000,126.701,126.787,126.312,126.327,42607.7802734375
1612267200000,126.327,126.52,126.312,126.413,46274.240234375
1612281600000,126.413,126.432,126.267,126.305,25599.1005859375
1612296000000,126.305,126.522,126.284,126.42,14381.480102539062
1612310400000,126.421,126.525,126.388,126.449,18941.419921875
1612324800000,126.45,126.492,126.398,126.454,13735.460083007812
1612339200000,126.456,126.509,126.226,126.245,29379.809814453125
1612353600000,126.244,126.337,126.143,126.199,42752.23046875
1612368000000,126.201,126.362,126.201,126.331,20279.2802734375
1612382400000,126.331,126.457,126.312,126.431,10781.36001586914
1612396800000,126.432,126.464,126.292,126.331,17646.770263671875
1612411200000,126.33,126.4,126.295,126.318,19119.660400390625
1612425600000,126.317,126.355,126.097,126.272,33461.08056640625
1612440000000,126.271,126.316,126.161,126.277,42159.8603515625
1612454400000,126.278,126.289,126.112,126.269,18319.729736328125
1612468800000,126.269,126.4,126.229,126.336,10887.790161132812
1612483200000,126.336,126.392,126.164,126.177,17824.969970703125
1612497600000,126.177,126.26,126.177,126.209,10350.130004882812
1612512000000,126.212,126.552,126.19,126.523,35641.16064453125
1612526400000,126.521,126.955,126.504,126.814,59287.6689453125
1612540800000,126.817,126.987,126.797,126.98,24707.050048828125
1612555200000,126.978,126.99,126.909,126.916,6814.0498046875
1612569600000,126.916,126.916,126.916,126.916,0.0
1612584000000,126.916,126.916,126.916,126.916,0.0
1612598400000,126.916,126.916,126.916,126.916,0.0
1612612800000,126.916,126.916,126.916,126.916,0.0
1612627200000,126.916,126.916,126.916,126.916,0.0
1612641600000,126.916,126.916,126.916,126.916,0.0
1612656000000,126.916,126.916,126.916,126.916,0.0
1612670400000,126.916,126.916,126.916,126.916,0.0
1612684800000,126.916,126.916,126.916,126.916,0.0
1612699200000,126.916,126.916,126.916,126.916,0.0
1612713600000,126.916,126.916,126.916,126.916,0.0
1612728000000,126.916,127.07,126.763,126.982,10685.14990234375
1612742400000,126.985,127.045,126.91,126.956,17396.149780273438
1612756800000,126.957,127.065,126.951,127.008,11016.070068359375
1612771200000,127.007,127.125,126.958,127.061,29863.73046875
1612785600000,127.061,127.1,126.699,126.728,48436.609375
1612800000000,126.728,126.863,126.648,126.848,20681.72021484375
1612814400000,126.848,126.848,126.768,126.808,15485.490234375
1612828800000,126.807,126.849,126.706,126.723,24420.5400390625
1612843200000,126.725,126.73,126.561,126.584,19138.43994140625
1612857600000,126.583,126.791,126.55,126.683,39682.68994140625
1612872000000,126.684,126.707,126.434,126.514,43168.7392578125
1612886400000,126.513,126.738,126.505,126.69,21302.689453125
1612900800000,126.69,126.814,126.662,126.726,9931.759948730469
1612915200000,126.725,126.89,126.646,126.803,20149.789306640625
1612929600000,126.805,126.837,126.769,126.797,11221.599975585938
1612944000000,126.797,127.078,126.645,127.039,36708.0400390625
1612958400000,127.039,127.056,126.877,126.975,53995.1806640625
1612972800000,126.976,127.039,126.908,126.934,24469.25048828125
1612987200000,126.935,126.936,126.742,126.788,9249.36018371582
1613001600000,126.787,126.808,126.702,126.784,7681.6201171875
1613016000000,126.784,126.853,126.778,126.789,9401.840087890625
1613030400000,126.79,127.066,126.772,126.997,24577.150390625
1613044800000,126.999,127.162,126.995,127.027,38183.509765625
1613059200000,127.03,127.097,126.999,127.076,25609.06005859375
1613073600000,127.076,127.105,127.037,127.069,8468.679931640625
1613088000000,127.068,127.143,127.015,127.034,10427.940185546875
1613102400000,127.032,127.232,127.009,127.121,14672.749755859375
1613116800000,127.119,127.306,127.064,127.159,28860.27001953125
1613131200000,127.159,127.208,126.98,127.204,34453.7998046875
1613145600000,127.205,127.285,127.147,127.18,18060.820068359375
1613160000000,127.18,127.204,127.136,127.142,4584.52001953125
1613174400000,127.142,127.142,127.142,127.142,0.0
1613188800000,127.142,127.142,127.142,127.142,0.0
1613203200000,127.142,127.142,127.142,127.142,0.0
1613217600000,127.142,127.142,127.142,127.142,0.0
1613232000000,127.142,127.142,127.142,127.142,0.0
1613246400000,127.142,127.142,127.142,127.142,0.0
